[	PUN	[
Daguillon	NAM	Daguillon
;	PUN	;
mais	KON	mais
à	PRP	à
cette	PRO:DEM	ce
époque	NOM	époque
l'	DET:ART	le
héritier	NOM	héritier
unique	ADJ	unique
de	PRP	de
cette	PRO:DEM	ce
vieille	ADJ	vieux
maison	NOM	maison
était	VER:impf	être
une	DET:ART	un
fille	NOM	fille
,	PUN	,
et	KON	et
celle	PRO:DEM	celui
-ci	ADV	-ci
,	PUN	,
en	PRP	en
se	PRO:PER	se
mariant	VER:ppre	marier
,	PUN	,
avait	VER:impf	avoir
ajouté	VER:pper	ajouter
le	DET:ART	le
nom	NOM	nom
de	PRP	de
son	DET:POS	son
mari	NOM	mari
à	PRP	à
celui	PRO:DEM	celui
de	PRP	de
ses	DET:POS	son
pères	NOM	père
:	PUN	:
Haupois-Daguillon	NAM	Haupois-Daguillon
.	SENT	.
Ce	PRO:DEM	ce
Haupois	NOM	Haupois
(	PUN	(
Ch	NAM	Ch
.	SENT	.
P	NOM	P
.	SENT	.
)	PUN	)
était	VER:impf	être
un	DET:ART	un
Normand	NAM	Normand
de	PRP	de
Rouen	NAM	Rouen
venu	VER:pper	venir
,	PUN	,
dans	PRP	dans
une	DET:ART	un
heure	NOM	heure
d'	PRP	de
enthousiasme	NOM	enthousiasme
juvénile	ADJ	juvénile
,	PUN	,
de	PRP	de
sa	DET:POS	son
province	NOM	province
à	PRP	à
Paris	NAM	Paris
pour	KON	pour
être	VER:infi	être
statuaire	NOM	statuaire
,	PUN	,
mais	KON	mais
qui	PRO:REL	qui
,	PUN	,
après	PRP	après
quelques	PRO:IND	quelque
années	NOM	année
d'	PRP	de
expérience	NOM	expérience
,	PUN	,
avait	VER:impf	avoir
,	PUN	,
en	PRP	en
esprit	NOM	esprit
avisé	ADJ	avisé
qu'	PRO:REL	que
il	PRO:PER	il
était	VER:impf	être
,	PUN	,
pratique	ADJ	pratique
et	KON	et
industrieux	ADJ	industrieux
,	PUN	,
abandonné	VER:pper	abandonner
l'	DET:ART	le
art	NOM	art
pour	PRP	pour
le	DET:ART	le
commerce	NOM	commerce
.	SENT	.
Il	PRO:PER	il
n'	ADV	ne
eût	VER:subi	avoir
très	ADV	très
probablement	ADV	probablement
été	VER:pper	être
qu'	KON	que
un	DET:ART	un
médiocre	ADJ	médiocre
sculpteur	NOM	sculpteur
,	PUN	,
il	PRO:PER	il
était	VER:impf	être
devenu	VER:pper	devenir
un	DET:ART	un
excellent	ADJ	excellent
orfèvre	NOM	orfèvre
,	PUN	,
et	KON	et
sous	PRP	sous
sa	DET:POS	son
direction	NOM	direction
,	PUN	,
qui	PRO:REL	qui
réunissait	VER:impf	réunir
dans	PRP	dans
une	DET:ART	un
juste	ADJ	juste
mesure	NOM	mesure
l'	DET:ART	le
inspiration	NOM	inspiration
de	PRP	de
l'	DET:ART	le
artiste	NOM	artiste
à	PRP	à
l'	DET:ART	le
intuition	NOM	intuition
et	KON	et
à	PRP	à
la	DET:ART	le
prudence	NOM	prudence
du	PRP:det	du
marchand	NOM	marchand
,	PUN	,
les	DET:ART	le
affaires	NOM	affaire
de	PRP	de
sa	DET:POS	son
maison	NOM	maison
avaient	VER:impf	avoir
pris	VER:pper	prendre
un	DET:ART	un
développement	NOM	développement
qui	PRO:REL	qui
aurait	VER:cond	avoir
bien	ADV	bien
étonné	VER:pper	étonner
le	DET:ART	le
premier	NOM	premier
des	PRP:det	du
Daguillon	NAM	Daguillon
si	KON	si
,	PUN	,
revenant	VER:ppre	revenir
au	PRP:det	au
monde	NOM	monde
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
pu	VER:pper	pouvoir
voir	VER:infi	voir
,	PUN	,
à	PRP	à
partir	VER:infi	partir
de	PRP	de
1850	NUM	@card@
,	PUN	,
le	DET:ART	le
chiffre	NOM	chiffre
des	PRP:det	du
inventaires	NOM	inventaire
de	PRP	de
ses	DET:POS	son
héritiers	NOM	héritier
.	SENT	.
Il	PRO:PER	il
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
dans	PRP	dans
cette	PRO:DEM	ce
direction	NOM	direction
il	PRO:PER	il
avait	VER:impf	avoir
été	VER:pper	être
puissamment	ADV	puissamment
aidé	VER:pper	aider
par	PRP	par
sa	DET:POS	son
femme	NOM	femme
,	PUN	,
personne	NOM	personne
de	PRP	de
tête	NOM	tête
,	PUN	,
intelligente	ADJ	intelligent
,	PUN	,
courageuse	ADJ	courageux
,	PUN	,
résolue	VER:pper	résoudre
,	PUN	,
âpre	ADJ	âpre
au	PRP:det	au
gain	NOM	gain
,	PUN	,
dure	VER:subp	durer
à	PRP	à
la	DET:ART	le
fatigue	NOM	fatigue
,	PUN	,
en	PRP	en
un	DET:ART	un
mot	NOM	mot
,	PUN	,
une	NUM	un
de	PRP	de
ces	PRO:DEM	ce
femmes	NOM	femme
de	PRP	de
commerce	NOM	commerce
qu'	KON	que
il	PRO:PER	il
n'	ADV	ne
était	VER:impf	être
pas	ADV	pas
rare	ADJ	rare
de	PRP	de
rencontrer	VER:infi	rencontrer
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
quelques	PRO:IND	quelque
années	NOM	année
dans	PRP	dans
la	DET:ART	le
bourgeoisie	NOM	bourgeoisie
parisienne	ADJ	parisien
,	PUN	,
assises	VER:pper	asseoir
à	PRP	à
leur	DET:POS	leur
comptoir	NOM	comptoir
ou	KON	ou
derrière	PRP	derrière
le	DET:ART	le
grillage	NOM	grillage
de	PRP	de
leur	DET:POS	leur
caisse	NOM	caisse
,	PUN	,
ne	ADV	ne
sortant	VER:ppre	sortir
jamais	ADV	jamais
,	PUN	,
travaillant	VER:ppre	travailler
toujours	ADV	toujours
,	PUN	,
et	KON	et
n'	ADV	ne
entrant	ADJ	entrant
dans	PRP	dans
leur	DET:POS	leur
salon	NOM	salon
,	PUN	,
quand	KON	quand
elles	PRO:PER	elle
en	PRO:PER	en
avaient	VER:impf	avoir
un	NUM	un
,	PUN	,
que	KON	que
le	DET:ART	le
dimanche	NOM	dimanche
soir	NOM	soir
.	SENT	.
En	PRO:PER	en
unissant	VER:ppre	unir
ainsi	ADV	ainsi
leurs	DET:POS	leur
efforts	NOM	effort
,	PUN	,
le	DET:ART	le
mari	NOM	mari
et	KON	et
la	DET:ART	le
femme	NOM	femme
n'	ADV	ne
avaient	VER:impf	avoir
point	ADV	point
eu	VER:pper	avoir
pour	PRP	pour
but	NOM	but
de	PRP	de
quitter	VER:infi	quitter
au	PRP:det	au
plus	ADV	plus
vite	ADV	vite
les	DET:ART	le
affaires	NOM	affaire
,	PUN	,
après	PRP	après
fortune	NOM	fortune
faite	VER:pper	faire
,	PUN	,
pour	PRP	pour
vivre	VER:infi	vivre
bourgeoisement	ADV	bourgeoisement
de	PRP	de
leurs	DET:POS	leur
rentes	NOM	rente
.	SENT	.
Vivre	VER:infi	vivre
de	PRP	de
ses	DET:POS	son
rentes	NOM	rente
,	PUN	,
l'	DET:ART	le
héritière	NOM	héritier
des	PRP:det	du
Daguillon	NAM	Daguillon
l'	PRO:PER	la|le
eût	VER:subi	avoir
pu	VER:pper	pouvoir
,	PUN	,
et	KON	et
même	ADV	même
très	ADV	très
largement	ADV	largement
,	PUN	,
à	PRP	à
l'	DET:ART	le
époque	NOM	époque
à	PRP	à
laquelle	PRO:REL	lequel
elle	PRO:PER	elle
s'	PRO:PER	se
était	VER:impf	être
mariée	VER:pper	marier
.	SENT	.
Pour	PRP	pour
cela	PRO:DEM	cela
elle	PRO:PER	elle
n'	ADV	ne
aurait	VER:cond	avoir
eu	VER:pper	avoir
qu'	KON	que
à	PRP	à
vendre	VER:infi	vendre
sa	DET:POS	son
maison	NOM	maison
de	PRP	de
commerce	NOM	commerce
.	SENT	.
Mais	KON	mais
l'	DET:ART	le
inaction	NOM	inaction
n'	ADV	ne
était	VER:impf	être
point	ADV	point
son	DET:POS	son
fait	NOM	fait
,	PUN	,
pas	ADV	pas
plus	ADV	plus
que	KON	que
les	DET:ART	le
loisirs	NOM	loisir
d'	PRP	de
une	DET:ART	un
existence	NOM	existence
mondaine	ADJ	mondain
n'	ADV	ne
étaient	VER:impf	être
pour	PRP	pour
lui	PRO:PER	lui
plaire	VER:infi	plaire
.	SENT	.
C'	PRO:DEM	ce
était	VER:impf	être
l'	DET:ART	le
action	NOM	action
au	PRP:det	au
contraire	NOM	contraire
qu'	PRO:REL	que
il	PRO:PER	il
lui	PRO:PER	lui
fallait	VER:impf	falloir
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
le	DET:ART	le
travail	NOM	travail
qu'	PRO:REL	que
elle	PRO:PER	elle
aimait	VER:impf	aimer
,	PUN	,
et	KON	et
ce	PRO:DEM	ce
qui	PRO:REL	qui
la	PRO:PER	la
passionnait	VER:impf	passionner
c'	PRO:DEM	ce
étaient	VER:impf	être
les	DET:ART	le
affaires	NOM	affaire
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
le	DET:ART	le
commerce	NOM	commerce
pour	PRP	pour
les	DET:ART	le
émotions	NOM	émotion
et	KON	et
les	DET:ART	le
orgueilleuses	ADJ	orgueilleux
satisfactions	NOM	satisfaction
qu'	PRO:REL	que
ils	PRO:PER	il
donnent	VER:pres	donner
avec	PRP	avec
le	DET:ART	le
succès	NOM	succès
.	SENT	.
Il	PRO:PER	il
était	VER:impf	être
venu	VER:pper	venir
ce	PRO:DEM	ce
succès	NOM	succès
,	PUN	,
grand	ADJ	grand
,	PUN	,
complet	ADJ	complet
,	PUN	,
superbe	ADJ	superbe
,	PUN	,
et	KON	et
à	PRP	à
mesure	NOM	mesure
qu'	PRO:REL	que
étaient	VER:impf	être
arrivées	VER:pper	arriver
les	DET:ART	le
médailles	NOM	médaille
et	KON	et
les	DET:ART	le
décorations	NOM	décoration
,	PUN	,
à	PRP	à
mesure	NOM	mesure
qu'	PRO:REL	que
avait	VER:impf	avoir
grossi	VER:pper	grossir
le	DET:ART	le
chiffre	NOM	chiffre
des	PRP:det	du
inventaires	NOM	inventaire
,	PUN	,
les	DET:ART	le
satisfactions	NOM	satisfaction
orgueilleuses	ADJ	orgueilleux
étaient	VER:impf	être
venues	VER:pper	venir
aussi	ADV	aussi
,	PUN	,
de	PRP	de
sorte	NOM	sorte
que	KON	que
d'	PRP	de
années	NOM	année
en	PRP	en
années	NOM	année
le	DET:ART	le
mari	NOM	mari
et	KON	et
la	DET:ART	le
femme	NOM	femme
,	PUN	,
avaient	VER:impf	avoir
été	VER:pper	être
de	PRP	de
plus	ADV	plus
en	PRP	en
plus	ADV	plus
fiers	ADJ	fier
de	PRP	de
leur	DET:POS	leur
nom	NOM	nom
:	PUN	:
Haupois-Daguillon	NAM	Haupois-Daguillon
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
tout	ADV	tout
dire	VER:infi	dire
.	SENT	.
Deux	NUM	deux
enfants	NOM	enfant
étaient	VER:impf	être
nés	VER:pper	naître
de	PRP	de
leur	DET:POS	leur
mariage	NOM	mariage
,	PUN	,
une	DET:ART	un
fille	NOM	fille
,	PUN	,
l'	DET:ART	le
aînée	NOM	aîné
,	PUN	,
et	KON	et
,	PUN	,
par	PRP	par
une	DET:ART	un
grâce	NOM	grâce
vraiment	ADV	vraiment
providentielle	ADJ	providentiel
,	PUN	,
un	DET:ART	un
fils	NOM	fil|fils
qui	PRO:REL	qui
continuerait	VER:cond	continuer
la	DET:ART	le
dynastie	NOM	dynastie
des	PRP:det	du
Daguillon	NAM	Daguillon
.	SENT	.
Mais	KON	mais
les	DET:ART	le
rêves	NOM	rêve
ou	KON	ou
les	DET:ART	le
projets	NOM	projet
des	PRP:det	du
parents	NOM	parent|parents
ne	ADV	ne
s'	PRO:PER	se
accordent	VER:pres	accorder
pas	ADV	pas
toujours	ADV	toujours
avec	PRP	avec
la	DET:ART	le
réalité	NOM	réalité
.	SENT	.
Bien	ADV	bien
que	KON	que
ce	PRO:DEM	ce
fils	NOM	fil|fils
eût	VER:subi	avoir
été	VER:pper	être
élevé	VER:pper	élever
en	PRP	en
vue	NOM	vue
de	PRP	de
diriger	VER:infi	diriger
un	DET:ART	un
jour	NOM	jour
la	DET:ART	le
maison	NOM	maison
de	PRP	de
la	DET:ART	le
rue	NOM	rue
Royale	ADJ	royal
et	KON	et
de	PRP	de
devenir	VER:infi	devenir
un	DET:ART	un
vrai	ADJ	vrai
Daguillon	NAM	Daguillon
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
avait	VER:impf	avoir
montré	VER:pper	montrer
aucune	PRO:IND	aucun
disposition	NOM	disposition
à	PRP	à
réaliser	VER:infi	réaliser
les	DET:ART	le
espérances	NOM	espérance
de	PRP	de
ses	DET:POS	son
parents	NOM	parent|parents
,	PUN	,
et	KON	et
la	DET:ART	le
gloire	NOM	gloire
de	PRP	de
sa	DET:POS	son
maison	NOM	maison
avait	VER:impf	avoir
paru	VER:pper	paraître
n'	ADV	ne
exercer	VER:infi	exercer
aucune	PRO:IND	aucun
influence	NOM	influence
,	PUN	,
aucun	PRO:IND	aucun
mirage	NOM	mirage
sur	PRP	sur
lui	PRO:PER	lui
.	SENT	.
Cette	PRO:DEM	ce
froideur	NOM	froideur
s'	PRO:PER	se
était	VER:impf	être
manifestée	VER:pper	manifester
dès	PRP	dès
son	DET:POS	son
enfance	NOM	enfance
;	PUN	;
et	KON	et
alors	ADV	alors
qu'	KON	que
il	PRO:PER	il
suivait	VER:impf	suivre
les	DET:ART	le
cours	NOM	cour|cours
du	PRP:det	du
lycée	NOM	lycée
Bonaparte	NAM	Bonaparte
et	KON	et
qu'	PRO:REL	que
il	PRO:PER	il
venait	VER:impf	venir
le	DET:ART	le
jeudi	NOM	jeudi
ou	KON	ou
pendant	PRP	pendant
les	DET:ART	le
vacances	NOM	vacance
passer	VER:infi	passer
quelques	PRO:IND	quelque
heures	NOM	heure
dans	PRP	dans
les	DET:ART	le
magasins	NOM	magasin
,	PUN	,
on	PRO:PER	on
ne	ADV	ne
l'	PRO:PER	la|le
avait	VER:impf	avoir
jamais	ADV	jamais
vu	VER:pper	voir
prendre	VER:infi	prendre
intérêt	NOM	intérêt
à	PRP	à
ce	PRO:DEM	ce
qui	PRO:REL	qui
se	PRO:PER	se
faisait	VER:impf	faire
ni	KON	ni
à	PRP	à
ce	PRO:DEM	ce
qui	PRO:REL	qui
se	PRO:PER	se
disait	VER:impf	dire
autour	ADV	autour
de	PRP	de
lui	PRO:PER	lui
.	SENT	.
Combien	ADV	combien
était	VER:impf	être
sensible	ADJ	sensible
la	DET:ART	le
différence	NOM	différence
entre	PRP	entre
la	DET:ART	le
mère	NOM	mère
et	KON	et
le	DET:ART	le
fils	NOM	fil|fils
,	PUN	,
car	KON	car
les	DET:ART	le
distractions	NOM	distraction
les	DET:ART	le
plus	ADV	plus
agréables	ADJ	agréable
de	PRP	de
son	DET:POS	son
enfance	NOM	enfance
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
dans	PRP	dans
ce	PRO:DEM	ce
magasin	NOM	magasin
que	KON	que
mademoiselle	NOM	mademoiselle
Daguillon	NAM	Daguillon
les	PRO:PER	la|le
avait	VER:impf	avoir
trouvées	VER:pper	trouver
,	PUN	,
écoutant	VER:ppre	écouter
,	PUN	,
regardant	VER:ppre	regarder
curieusement	ADV	curieusement
les	DET:ART	le
clients	NOM	client
,	PUN	,
admirant	VER:ppre	admirer
les	DET:ART	le
pièces	NOM	pièce
d'	PRP	de
orfèvrerie	NOM	orfèvrerie
exposées	VER:pper	exposer
dans	PRP	dans
les	DET:ART	le
vitrines	NOM	vitrine
,	PUN	,
et	KON	et
la	DET:ART	le
plus	ADV	plus
heureuse	ADJ	heureux
petite	ADJ	petit
fille	NOM	fille
du	PRP:det	du
monde	NOM	monde
lorsqu'	KON	lorsque
on	PRO:PER	on
lui	PRO:PER	lui
permettait	VER:impf	permettre
d'	PRP	de
en	PRP	en
prendre	VER:infi	prendre
quelques-unes	PRO:IND	quelques-uns
(	PUN	(
de	PRP	de
celles	PRO:DEM	celui
qui	PRO:REL	qui
n'	ADV	ne
étaient	VER:impf	être
pas	ADV	pas
terminées	VER:pper	terminer
bien	ADV	bien
entendu	VER:pper	entendre
)	PUN	)
pour	PRP	pour
jouer	VER:infi	jouer
à	PRP	à
la	DET:ART	le
marchande	NOM	marchand
avec	PRP	avec
ses	DET:POS	son
camarades	NOM	camarade
.	SENT	.
Mais	KON	mais
était-il	NOM	était-il
sage	ADJ	sage
de	PRP	de
s'	PRO:PER	se
inquiéter	VER:infi	inquiéter
de	PRP	de
l'	DET:ART	le
apathie	NOM	apathie
d'	PRP	de
un	DET:ART	un
enfant	NOM	enfant
?	SENT	?
plus	ADV	plus
tard	ADV	tard
la	DET:ART	le
raison	NOM	raison
viendrait	VER:cond	venir
,	PUN	,
et	KON	et
,	PUN	,
quand	KON	quand
il	PRO:PER	il
comprendrait	VER:cond	comprendre
la	DET:ART	le
vie	NOM	vie
,	PUN	,
il	PRO:PER	il
ne	ADV	ne
resterait	VER:cond	rester
assurément	ADV	assurément
pas	ADV	pas
insensible	ADJ	insensible
aux	PRP:det	au
avantages	NOM	avantage
que	KON	que
sa	DET:POS	son
naissance	NOM	naissance
lui	PRO:PER	lui
donnait	VER:impf	donner
.	SENT	.
L'	DET:ART	le
âge	NOM	âge
seul	ADJ	seul
était	VER:impf	être
venu	VER:pper	venir
,	PUN	,
et	KON	et
lorsque	KON	lorsque
,	PUN	,
ses	DET:POS	son
études	NOM	étude
finies	ADJ	fini
,	PUN	,
Léon	NAM	Léon
était	VER:impf	être
entré	VER:pper	entrer
dans	PRP	dans
la	DET:ART	le
maison	NOM	maison
paternelle	ADJ	paternel
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
gardé	VER:pper	garder
son	DET:POS	son
apathie	NOM	apathie
et	KON	et
son	DET:POS	son
indifférence	NOM	indifférence
,	PUN	,
restant	VER:ppre	rester
de	PRP	de
glace	NOM	glace
pour	PRP	pour
les	DET:ART	le
joies	NOM	joie
commerciales	ADJ	commercial
,	PUN	,
insensible	ADJ	insensible
aux	PRP:det	au
bonnes	ADJ	bon
aussi	ADV	aussi
bien	ADV	bien
qu'	KON	que
aux	PRP:det	au
mauvaises	ADJ	mauvais
affaires	NOM	affaire
.	SENT	.
Sans	PRP	sans
doute	NOM	doute
il	PRO:PER	il
n'	ADV	ne
avait	VER:impf	avoir
pas	ADV	pas
nettement	ADV	nettement
déclaré	VER:pper	déclarer
qu'	KON	que
il	PRO:PER	il
ne	ADV	ne
voulait	VER:impf	vouloir
point	ADV	point
être	VER:infi	être
commerçant	NOM	commerçant
,	PUN	,
car	KON	car
il	PRO:PER	il
n'	ADV	ne
était	VER:impf	être
point	ADV	point
dans	PRP	dans
son	DET:POS	son
caractère	NOM	caractère
de	PRP	de
procéder	VER:infi	procéder
par	PRP	par
des	PRP:det	du
affirmations	NOM	affirmation
de	PRP	de
ce	PRO:DEM	ce
genre	NOM	genre
.	SENT	.
D'	PRP	de
humeur	NOM	humeur
douce	ADJ	doux
,	PUN	,
ayant	VER:ppre	avoir
l'	DET:ART	le
horreur	NOM	horreur
des	PRP:det	du
discussions	NOM	discussion
,	PUN	,
aimant	VER:ppre	aimer
tendrement	ADV	tendrement
son	DET:POS	son
père	NOM	père
et	KON	et
sa	DET:POS	son
mère	NOM	mère
,	PUN	,
enfin	ADV	enfin
étant	VER:ppre	être
habitué	VER:pper	habituer
depuis	PRP	depuis
son	DET:POS	son
enfance	NOM	enfance
à	PRP	à
entendre	VER:infi	entendre
les	DET:ART	le
espérances	NOM	espérance
de	PRP	de
ses	DET:POS	son
parents	NOM	parent|parents
,	PUN	,
il	PRO:PER	il
ne	ADV	ne
s'	PRO:PER	se
était	VER:impf	être
pas	ADV	pas
senti	VER:pper	sentir
le	DET:ART	le
courage	NOM	courage
de	PRP	de
dire	VER:infi	dire
franchement	ADV	franchement
que	KON	que
la	DET:ART	le
gloire	NOM	gloire
d'	PRP	de
être	VER:infi	être
un	DET:ART	un
Daguillon	NAM	Daguillon
ne	ADV	ne
l'	PRO:PER	la|le
éblouissait	VER:impf	éblouir
pas	ADV	pas
,	PUN	,
et	KON	et
qu'	KON	que
il	PRO:PER	il
ne	ADV	ne
sentait	VER:impf	sentir
pas	ADV	pas
la	DET:ART	le
vocation	NOM	vocation
nécessaire	ADJ	nécessaire
pour	PRP	pour
remplir	VER:infi	remplir
convenablement	ADV	convenablement
ce	PRO:DEM	ce
rôle	NOM	rôle
.	SENT	.
Mais	KON	mais
,	PUN	,
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
n'	ADV	ne
avait	VER:impf	avoir
pas	ADV	pas
dit	VER:pper	dire
,	PUN	,
il	PRO:PER	il
l'	PRO:PER	la|le
avait	VER:impf	avoir
laissé	VER:pper	laisser
entendre	VER:infi	entendre
,	PUN	,
sinon	KON	sinon
en	PRP	en
paroles	NOM	parole
,	PUN	,
au	PRP:det	au
moins	ADV	moins
en	PRP	en
actions	NOM	action
,	PUN	,
par	PRP	par
ses	DET:POS	son
manières	NOM	manière
d'	PRP	de
être	VER:infi	être
avec	PRP	avec
les	DET:ART	le
clients	NOM	client
,	PUN	,
avec	PRP	avec
les	DET:ART	le
employés	NOM	employé
,	PUN	,
les	DET:ART	le
ouvriers	NOM	ouvrier
,	PUN	,
avec	PRP	avec
tous	PRO:IND	tout
et	KON	et
dans	PRP	dans
toutes	PRO:IND	tout
les	DET:ART	le
circonstances	NOM	circonstance
.	SENT	.
Si	KON	si
M	VER:subi	M
.	SENT	.
et	KON	et
madame	NOM	madame
Haupois-Daguillon	NAM	Haupois-Daguillon
avaient	VER:impf	avoir
exigé	VER:pper	exiger
de	PRP	de
leur	DET:POS	leur
fils	NOM	fil|fils
le	DET:ART	le
zèle	NOM	zèle
et	KON	et
l'	DET:ART	le
exactitude	NOM	exactitude
d'	PRP	de
un	DET:ART	un
commis	NOM	commis
ou	KON	ou
d'	PRP	de
un	DET:ART	un
associé	NOM	associé
,	PUN	,
ils	PRO:PER	il
auraient	VER:cond	avoir
pu	VER:pper	pouvoir
s'	PRO:PER	se
expliquer	VER:infi	expliquer
son	DET:POS	son
apathie	NOM	apathie
et	KON	et
son	DET:POS	son
indifférence	NOM	indifférence
par	PRP	par
la	DET:ART	le
paresse	NOM	paresse
;	PUN	;
mais	KON	mais
cette	PRO:DEM	ce
explication	NOM	explication
n'	ADV	ne
était	VER:impf	être
malheureusement	ADV	malheureusement
pas	ADV	pas
possible	ADJ	possible
.	SENT	.
Léon	NAM	Léon
n'	ADV	ne
était	VER:impf	être
pas	ADV	pas
paresseux	ADJ	paresseux
;	PUN	;
collégien	ADJ	collégien
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
figuré	VER:pper	figurer
parmi	PRP	parmi
les	DET:ART	le
lauréats	NOM	lauréat
du	PRP:det	du
grand	ADJ	grand
concours	NOM	concours
;	PUN	;
élève	NOM	élève
de	PRP	de
l'	DET:ART	le
École	NOM	école
de	PRP	de
droit	NOM	droit
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
passé	VER:pper	passer
tous	PRO:IND	tout
ses	DET:POS	son
examens	NOM	examen
régulièrement	ADV	régulièrement
et	KON	et
avec	PRP	avec
de	PRP	de
bonnes	ADJ	bon
notes	NOM	note
;	PUN	;
enfin	ADV	enfin
,	PUN	,
dans	PRP	dans
l'	DET:ART	le
atelier	NOM	atelier
où	PRO:REL	où
il	PRO:PER	il
avait	VER:impf	avoir
appris	VER:pper	apprendre
le	DET:ART	le
dessin	NOM	dessin
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
acquis	VER:pper	acquérir
une	DET:ART	un
habileté	NOM	habileté
et	KON	et
une	DET:ART	un
sûreté	NOM	sûreté
de	PRP	de
main	NOM	main
qu'	KON	que
une	DET:ART	un
longue	ADJ	longue
application	NOM	application
peut	VER:pres	pouvoir
seule	ADJ	seul
donner	VER:infi	donner
.	SENT	.
Et	KON	et
puis	ADV	puis
,	PUN	,
d'	PRP	de
autre	ADJ	autre
part	NOM	part
,	PUN	,
ce	PRO:DEM	ce
n'	ADV	ne
était	VER:impf	être
pas	ADV	pas
du	PRP:det	du
zèle	NOM	zèle
,	PUN	,
ce	PRO:DEM	ce
n'	ADV	ne
était	VER:impf	être
