I	NUM	I
chasseur	NOM	chasseur
avait	VER:impf	avoir
remis	VER:pper	remettre
son	DET:POS	son
fusil	NOM	fusil
sur	PRP	sur
l'	DET:ART	le
épaule	NOM	épaule
;	PUN	;
il	PRO:PER	il
alla	VER:simp	aller
s'	PRO:PER	se
asseoir	VER:infi	asseoir
au	PRP:det	au
pied	NOM	pied
de	PRP	de
l'	DET:ART	le
acajou	NOM	acajou
,	PUN	,
bourra	VER:simp	bourrer
son	DET:POS	son
calumet	NOM	calumet
,	PUN	,
l'	PRO:PER	la|le
alluma	VER:simp	allumer
,	PUN	,
posa	VER:simp	poser
son	DET:POS	son
fusil	NOM	fusil
en	PRP	en
travers	NOM	travers
sur	PRP	sur
ses	DET:POS	son
genoux	NOM	genou
et	KON	et
se	PRO:PER	se
mit	VER:simp	mettre
philosophiquement	ADV	philosophiquement
à	PRP	à
fumer	VER:infi	fumer
.	SENT	.
Nous	PRO:PER	nous
ferons	VER:futu	faire
en	PRP	en
quelques	PRO:IND	quelque
mots	NOM	mot
connaître	VER:infi	connaître
au	PRP:det	au
physique	NOM	physique
et	KON	et
au	PRP:det	au
moral	ADJ	moral
ce	PRO:DEM	ce
personnage	NOM	personnage
qui	PRO:REL	qui
doit	VER:pres	devoir
jouer	VER:infi	jouer
un	DET:ART	un
rôle	NOM	rôle
important	ADJ	important
dans	PRP	dans
cette	PRO:DEM	ce
histoire	NOM	histoire
.	SENT	.
C'	PRO:DEM	ce
était	VER:impf	être
un	DET:ART	un
homme	NOM	homme
de	PRP	de
vingt-huit	NUM	vingt-huit
à	PRP	à
trente	NUM	trente
ans	NOM	an
au	PRP:det	au
plus	ADV	plus
;	PUN	;
sa	DET:POS	son
taille	NOM	taille
était	VER:impf	être
haute	ADJ	haut
,	PUN	,
presque	ADV	presque
gigantesque	ADJ	gigantesque
;	PUN	;
il	PRO:PER	il
avait	VER:impf	avoir
six	NUM	six
pieds	NOM	pied
deux	NUM	deux
pouces	NOM	pouce
;	PUN	;
cette	PRO:DEM	ce
stature	NOM	stature
n'	ADV	ne
ôtait	VER:impf	ôter
rien	ADV	rien
à	PRP	à
l'	DET:ART	le
élégance	NOM	élégance
et	KON	et
à	PRP	à
la	DET:ART	le
grâce	NOM	grâce
de	PRP	de
ses	DET:POS	son
moindres	ADJ	moindre
gestes	NOM	geste
;	PUN	;
il	PRO:PER	il
était	VER:impf	être
admirablement	ADV	admirablement
fait	VER:pper	faire
;	PUN	;
il	PRO:PER	il
devait	VER:impf	devoir
être	VER:infi	être
d'	PRP	de
une	DET:ART	un
vigueur	NOM	vigueur
athlétique	ADJ	athlétique
,	PUN	,
d'	PRP	de
une	DET:ART	un
adresse	NOM	adresse
et	KON	et
d'	PRP	de
une	DET:ART	un
légèreté	NOM	légèreté
remarquables	ADJ	remarquable
.	SENT	.
Son	DET:POS	son
teint	NOM	teint
,	PUN	,
couleur	NOM	couleur
de	PRP	de
brique	NOM	brique
cuite	ADJ	cuit
,	PUN	,
le	PRO:PER	le
faisait	VER:impf	faire
reconnaître	VER:infi	reconnaître
pour	PRP	pour
un	DET:ART	un
Canadien	ADJ	canadien
bois	NOM	bois
brûlé	VER:pper	brûler
.	SENT	.
Ses	DET:POS	son
traits	NOM	trait
énergiques	ADJ	énergique
,	PUN	,
ses	DET:POS	son
pommettes	NOM	pommette
saillantes	ADJ	saillant
,	PUN	,
ses	DET:POS	son
yeux	NOM	œil
gris	ADJ	gris
bien	ADV	bien
fendus	VER:pper	fendre
,	PUN	,
un	DET:ART	un
peu	ADV	peu
enfoncés	VER:pper	enfoncer
sous	PRP	sous
l'	DET:ART	le
orbite	NOM	orbite
,	PUN	,
mais	KON	mais
pleins	ADJ	plein
d'	PRP	de
éclairs	NOM	éclair
et	KON	et
regardant	VER:ppre	regarder
droit	ADJ	droit
;	PUN	;
son	DET:POS	son
front	NOM	front
large	ADJ	large
,	PUN	,
son	DET:POS	son
nez	NOM	nez
un	DET:ART	un
peu	ADV	peu
camard	ADJ	camard
,	PUN	,
aux	PRP:det	au
narines	NOM	narine
mobiles	ADJ	mobile
,	PUN	,
sa	DET:POS	son
bouche	NOM	bouche
bien	ADV	bien
faite	VER:pper	faire
garnie	VER:pper	garnir
de	PRP	de
dents	NOM	dent
magnifiques	ADJ	magnifique
et	KON	et
ourlée	VER:pper	ourler
de	PRP	de
lèvres	NOM	lèvre
charnues	ADJ	charnu
d'	PRP	de
un	DET:ART	un
rouge	NOM	rouge
de	PRP	de
sang	NOM	sang
;	PUN	;
ses	DET:POS	son
longs	ADJ	long
cheveux	NOM	cheveu
blonds	ADJ	blond
tombant	VER:ppre	tomber
en	PRP	en
épaisses	ADJ	épais
boucles	NOM	boucle
sur	PRP	sur
ses	DET:POS	son
épaules	NOM	épaule
et	KON	et
se	PRO:PER	se
mêlant	VER:ppre	mêler
parfois	ADV	parfois
avec	PRP	avec
sa	DET:POS	son
barbe	NOM	barbe
fauve	ADJ	fauve
,	PUN	,
fine	ADJ	fin
et	KON	et
molle	ADJ	mou
;	PUN	;
tous	PRO:IND	tout
ses	DET:POS	son
traits	NOM	trait
réunis	VER:pper	réunir
lui	PRO:PER	lui
composaient	VER:impf	composer
une	DET:ART	un
physionomie	NOM	physionomie
des	PRP:det	du
plus	ADV	plus
sympathiques	ADJ	sympathique
et	KON	et
lui	PRO:PER	lui
donnaient	VER:impf	donner
une	DET:ART	un
ressemblance	NOM	ressemblance
extraordinaire	ADJ	extraordinaire
avec	PRP	avec
le	DET:ART	le
mufle	NOM	mufle
d'	PRP	de
un	DET:ART	un
lion	NOM	lion
,	PUN	,
à	PRP	à
la	DET:ART	le
fois	NOM	foi|fois
énergique	ADJ	énergique
,	PUN	,
bon	ADJ	bon
,	PUN	,
paisible	ADJ	paisible
et	KON	et
ayant	VER:ppre	avoir
la	DET:ART	le
conscience	NOM	conscience
de	PRP	de
sa	DET:POS	son
force	NOM	force
;	PUN	;
en	PRP	en
somme	NOM	somme
c'	PRO:DEM	ce
était	VER:impf	être
une	DET:ART	un
nature	NOM	nature
d'	PRP	de
élite	NOM	élite
.	SENT	.
Ce	PRO:DEM	ce
chasseur	NOM	chasseur
se	PRO:PER	se
nommait	VER:impf	nommer
Jean	NAM	Jean
Berger	NAM	Berger
,	PUN	,
mais	KON	mais
il	PRO:PER	il
n'	ADV	ne
était	VER:impf	être
connu	VER:pper	connaître
dans	PRP	dans
les	DET:ART	le
prairies	NOM	prairie
que	KON	que
sous	PRP	sous
le	DET:ART	le
surnom	NOM	surnom
de	PRP	de
Sans-Traces	NAM	Sans-Traces
,	PUN	,
à	PRP	à
cause	NOM	cause
de	PRP	de
la	DET:ART	le
légèreté	NOM	légèreté
de	PRP	de
sa	DET:POS	son
marche	NOM	marche
qui	PRO:REL	qui
ne	ADV	ne
laissait	VER:impf	laisser
aucune	PRO:IND	aucun
trace	NOM	trace
de	PRP	de
son	DET:POS	son
passage	NOM	passage
à	PRP	à
travers	NOM	travers
le	DET:ART	le
désert	NOM	désert
.	SENT	.
Bien	ADV	bien
que	KON	que
très	ADV	très
jeune	ADJ	jeune
encore	ADV	encore
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
une	DET:ART	un
immense	ADJ	immense
réputation	NOM	réputation
comme	KON	comme
chasseur	NOM	chasseur
et	KON	et
batteur	NOM	batteur
d'	PRP	de
estrade	NOM	estrade
dans	PRP	dans
toutes	PRO:IND	tout
les	DET:ART	le
savanes	NOM	savane
depuis	PRP	depuis
le	DET:ART	le
Canada	NAM	Canada
jusqu'	PRP	jusque
au	PRP:det	au
Mexique	NAM	Mexique
.	SENT	.
Du	PRP:det	du
reste	NOM	reste
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
de	PRP	de
qui	PRO:REL	qui
tenir	VER:infi	tenir
:	PUN	:
il	PRO:PER	il
appartenait	VER:impf	appartenir
à	PRP	à
une	DET:ART	un
vieille	ADJ	vieux
famille	NOM	famille
de	PRP	de
chasseurs	NOM	chasseur
tous	PRO:IND	tout
renommés	VER:pper	renommer
depuis	PRP	depuis
plus	ADV	plus
d'	PRP	de
un	DET:ART	un
siècle	NOM	siècle
et	KON	et
dont	PRO:REL	dont
quelques-uns	PRO:IND	quelques-uns
jouent	VER:pres	jouer
des	PRP:det	du
rôles	NOM	rôle
importants	ADJ	important
dans	PRP	dans
plusieurs	PRO:IND	plusieurs
de	PRP	de
nos	DET:POS	notre
précédents	ADJ	précédent
récits	NOM	récit
.	SENT	.
Nous	PRO:PER	nous
ne	ADV	ne
dirons	VER:futu	dire
rien	ADV	rien
de	PRP	de
son	DET:POS	son
costume	NOM	costume
,	PUN	,
Sans-Traces	NAM	Sans-Traces
portait	VER:impf	porter
celui	PRO:DEM	celui
adopté	VER:pper	adopter
depuis	PRP	depuis
longtemps	ADV	longtemps
par	PRP	par
les	DET:ART	le
chasseurs	NOM	chasseur
canadiens	ADJ	canadien
et	KON	et
trappeurs	NOM	trappeur
blancs	ADJ	blanc
dans	PRP	dans
le	DET:ART	le
désert	NOM	désert
.	SENT	.
Nous	PRO:PER	nous
constaterons	VER:futu	constater
seulement	ADV	seulement
que	KON	que
le	DET:ART	le
chasseur	NOM	chasseur
avait	VER:impf	avoir
des	PRP:det	du
armes	NOM	arme
magnifiques	ADJ	magnifique
,	PUN	,
cadeau	NOM	cadeau
d'	PRP	de
un	DET:ART	un
officier	NOM	officier
supérieur	ADJ	supérieur
français	ADJ	français
,	PUN	,
auquel	PRO:REL	auquel
Sans-Traces	NAM	Sans-Traces
avait	VER:impf	avoir
sauvé	VER:pper	sauver
la	DET:ART	le
vie	NOM	vie
lors	ADV	lors
de	PRP	de
l'	DET:ART	le
expédition	NOM	expédition
française	ADJ	français
au	PRP:det	au
Mexique	NAM	Mexique
;	PUN	;
il	PRO:PER	il
avait	VER:impf	avoir
un	DET:ART	un
fusil	NOM	fusil
à	PRP	à
double	ADJ	double
canon	NOM	canon
tournant	ADJ	tournant
se	PRO:PER	se
chargeant	VER:ppre	charger
par	PRP	par
la	DET:ART	le
culasse	NOM	culasse
,	PUN	,
quatre	NUM	quatre
revolvers	NOM	revolver
à	PRP	à
six	NUM	six
coups	NOM	coup
;	PUN	;
un	DET:ART	un
sabre-baïonnette	NOM	sabre-baïonnette
qu'	PRO:REL	que
il	PRO:PER	il
portait	VER:impf	porter
au	PRP:det	au
côté	NOM	côté
,	PUN	,
mais	KON	mais
