Préface	NOM	préface
point	NOM	point
de	PRP	de
départ	NOM	départ
de	PRP	de
celui	PRO:DEM	celui
de	PRP	de
l'	DET:ART	le
arrivée	NOM	arrivé|arrivée
,	PUN	,
demeurent	VER:pres	demeurer
supprimés	VER:pper	supprimer
,	PUN	,
un	DET:ART	un
coin	NOM	coin
du	PRP:det	du
voile	NOM	voile
seulement	ADV	seulement
est	VER:pres	être
soulevé	VER:pper	soulever
,	PUN	,
et	KON	et
la	DET:ART	le
curiosité	NOM	curiosité
vivement	ADV	vivement
excitée	VER:pper	exciter
se	PRO:PER	se
tourne	VER:pres	tourner
de	PRP	de
plus	ADV	plus
en	PRP	en
plus	ADV	plus
vers	PRP	vers
ces	PRO:DEM	ce
contrées	NOM	contrée
lointaines	ADJ	lointain
entrevues	VER:pper	entrevoir
à	PRP	à
peine	NOM	peine
à	PRP	à
travers	NOM	travers
des	PRP:det	du
nuages	NOM	nuage
de	PRP	de
vapeur	NOM	vapeur
et	KON	et
de	PRP	de
fumée	NOM	fumée
.	SENT	.
À	PRP	à
l'	DET:ART	le
époque	NOM	époque
où	PRO:REL	où
M	VER:subi	M
.	SENT	.
Aimard	NAM	Aimard
a	VER:pres	avoir
entrepris	VER:pper	entreprendre
ses	DET:POS	son
voyages	NOM	voyage
,	PUN	,
la	DET:ART	le
vapeur	NOM	vapeur
n'	ADV	ne
était	VER:impf	être
encore	ADV	encore
que	KON	que
dans	PRP	dans
l'	DET:ART	le
enfance	NOM	enfance
et	KON	et
les	DET:ART	le
chemins	NOM	chemin
de	PRP	de
fer	NOM	fer
n'	ADV	ne
existaient	VER:impf	exister
pas	ADV	pas
.	SENT	.
Tourmenté	VER:pper	tourmenter
par	PRP	par
une	DET:ART	un
fiévreuse	ADJ	fiévreux
inquiétude	NOM	inquiétude
dont	PRO:REL	dont
il	PRO:PER	il
ne	ADV	ne
cherchait	VER:impf	chercher
même	ADV	même
pas	ADV	pas
à	PRP	à
se	PRO:PER	se
rendre	VER:infi	rendre
compte	NOM	compte
,	PUN	,
ne	ADV	ne
pouvant	VER:ppre	pouvoir
souffrir	VER:infi	souffrir
aucun	PRO:IND	aucun
frein	NOM	frein
et	KON	et
aspirant	VER:ppre	aspirer
à	PRP	à
des	PRP:det	du
jouissances	NOM	jouissance
suprêmes	ADJ	suprême
loin	ADV	loin
du	PRP:det	du
monde	NOM	monde
civilisé	VER:pper	civiliser
qu'	KON	que
il	PRO:PER	il
ne	ADV	ne
voulait	VER:impf	vouloir
pas	ADV	pas
comprendre	VER:infi	comprendre
,	PUN	,
M	VER:pper	M
.	SENT	.
Aimard	NAM	Aimard
partit	VER:simp	partir
avec	PRP	avec
l'	DET:ART	le
intention	NOM	intention
de	PRP	de
ne	ADV	ne
plus	ADV	plus
revenir	VER:infi	revenir
.	SENT	.
Libre	ADJ	libre
de	PRP	de
tout	PRO:IND	tout
lien	NOM	lien
,	PUN	,
de	PRP	de
toute	PRO:IND	tout
affection	NOM	affection
,	PUN	,
ne	ADV	ne
laissant	VER:ppre	laisser
derrière	PRP	derrière
lui	PRO:PER	lui
ni	KON	ni
amitiés	NOM	amitié
ni	KON	ni
haines	NOM	haine
,	PUN	,
le	DET:ART	le
jeune	ADJ	jeune
aventurier	NOM	aventurier
était	VER:impf	être
dans	PRP	dans
les	DET:ART	le
meilleures	ADJ	meilleur
conditions	NOM	condition
possibles	ADJ	possible
pour	PRP	pour
mener	VER:infi	mener
la	DET:ART	le
vie	NOM	vie
étrange	ADJ	étrange
qui	PRO:REL	qui
allait	VER:impf	aller
commencer	VER:infi	commencer
pour	PRP	pour
lui	PRO:PER	lui
.	SENT	.
Aussi	ADV	aussi
,	PUN	,
avec	PRP	avec
quel	PRO:REL	quel
bonheur	NOM	bonheur
il	PRO:PER	il
posa	VER:simp	poser
le	DET:ART	le
pied	NOM	pied
en	PRP	en
Amérique	NAM	Amérique
et	KON	et
il	PRO:PER	il
s'	PRO:PER	se
élança	VER:simp	élancer
à	PRP	à
travers	NOM	travers
les	DET:ART	le
Pampas	NOM	pampa
et	KON	et
les	DET:ART	le
prairies	NOM	prairie
!	SENT	!
Vingt	NUM	vingt
années	NOM	année
de	PRP	de
sa	DET:POS	son
vie	NOM	vie
se	PRO:PER	se
sont	VER:pres	être
ainsi	ADV	ainsi
écoulées	VER:pper	écouler
au	PRP:det	au
milieu	NOM	milieu
des	PRP:det	du
tribus	NOM	tribu
errantes	ADJ	errant
et	KON	et
indomptées	ADJ	indompté
des	PRP:det	du
deux	NUM	deux
Amériques	NOM	Amériques
,	PUN	,
franchissant	VER:ppre	franchir
à	PRP	à
leur	DET:POS	leur
suite	NOM	suite
d'	PRP	de
incommensurables	ADJ	incommensurable
distances	NOM	distance
;	PUN	;
chassant	VER:ppre	chasser
,	PUN	,
pêchant	VER:ppre	pêcher
et	KON	et
combattant	VER:ppre	combattre
avec	PRP	avec
les	DET:ART	le
Indiens	NOM	indien
;	PUN	;
sondant	VER:ppre	sonder
le	DET:ART	le
désert	NOM	désert
dans	PRP	dans
ses	DET:POS	son
plus	ADV	plus
mystérieuses	ADJ	mystérieux
profondeurs	NOM	profondeur
;	PUN	;
gravissant	VER:ppre	gravir
les	DET:ART	le
cimes	NOM	cime
les	DET:ART	le
plus	ADV	plus
escarpées	ADJ	escarpé
des	PRP:det	du
Cordillères	NAM	Cordillères
,	PUN	,
ou	KON	ou
,	PUN	,
la	DET:ART	le
hache	NOM	hache
à	PRP	à
la	DET:ART	le
main	NOM	main
,	PUN	,
se	PRO:PER	se
frayant	VER:ppre	frayer|frayer
un	DET:ART	un
chemin	NOM	chemin
à	PRP	à
travers	NOM	travers
les	DET:ART	le
forêts	NOM	forêt
vierges	ADJ	vierge
du	PRP:det	du
Nouveau-Monde	NAM	Nouveau-Monde
.	SENT	.
Cette	PRO:DEM	ce
vie	NOM	vie
du	PRP:det	du
désert	NOM	désert
,	PUN	,
si	ADV	si
rude	ADJ	rude
,	PUN	,
si	ADV	si
pleine	ADJ	plein
de	PRP	de
fatigue	NOM	fatigue
,	PUN	,
est	VER:pres	être
bien	ADV	bien
faite	VER:pper	faire
pour	PRP	pour
renouveler	VER:infi	renouveler
l'	DET:ART	le
homme	NOM	homme
;	PUN	;
les	DET:ART	le
idées	NOM	idée
s'	PRO:PER	se
élargissent	VER:pres	élargir
,	PUN	,
on	PRO:PER	on
s'	PRO:PER	se
habitue	VER:pres	habituer
à	PRP	à
penser	VER:infi	penser
et	KON	et
à	PRP	à
croire	VER:infi	croire
.	SENT	.
La	DET:ART	le
vie	NOM	vie
des	PRP:det	du
bois	NOM	bois
vous	PRO:PER	vous
rend	VER:pres	rendre
meilleur	ADJ	meilleur
et	KON	et
vous	PRO:PER	vous
fait	VER:pres	faire
comprendre	VER:infi	comprendre
la	DET:ART	le
mission	NOM	mission
de	PRP	de
dévouement	NOM	dévouement
,	PUN	,
d'	PRP	de
abnégation	NOM	abnégation
et	KON	et
de	PRP	de
travail	NOM	travail
que	KON	que
Dieu	NOM	Dieu
a	VER:pres	avoir
imposée	VER:pper	imposer
à	PRP	à
l'	DET:ART	le
homme	NOM	homme
sur	PRP	sur
la	DET:ART	le
terre	NOM	terre
.	SENT	.
Quelle	PRO:REL	quel
existence	NOM	existence
que	KON	que
celle	PRO:DEM	celui
du	PRP:det	du
nomade	NOM	nomade
!	SENT	!
Ne	ADV	ne
reconnaissant	VER:ppre	reconnaître
d'	PRP	de
autre	ADJ	autre
maître	NOM	maître
que	KON	que
Dieu	NOM	Dieu
,	PUN	,
d'	PRP	de
autre	ADJ	autre
loi	NOM	loi
que	KON	que
son	DET:POS	son
caprice	NOM	caprice
,	PUN	,
libre	ADJ	libre
d'	PRP	de
entraves	NOM	entrave
de	PRP	de
toute	PRO:IND	tout
sorte	NOM	sorte
,	PUN	,
monté	VER:pper	monter
sur	PRP	sur
un	DET:ART	un
cheval	NOM	cheval
aussi	ADV	aussi
indomptable	ADJ	indomptable
que	KON	que
lui	PRO:PER	lui
-même	ADJ	même
,	PUN	,
ses	DET:POS	son
pistolets	NOM	pistolet
à	PRP	à
la	DET:ART	le
ceinture	NOM	ceinture
,	PUN	,
son	DET:POS	son
couteau	NOM	couteau
dans	PRP	dans
sa	DET:POS	son
botte	NOM	botte
,	PUN	,
son	DET:POS	son
lasso	NOM	lasso
aux	PRP:det	au
arçons	NOM	arçon
,	PUN	,
et	KON	et
son	DET:POS	son
fusil	NOM	fusil
sur	PRP	sur
le	DET:ART	le
devant	NOM	devant
de	PRP	de
sa	DET:POS	son
selle	NOM	selle
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
élance	VER:pres	élancer
gaiement	ADV	gaiement
en	PRP	en
avant	NOM	avant
.	SENT	.
Il	PRO:PER	il
ne	ADV	ne
sait	VER:pres	savoir
où	ADV	où
il	PRO:PER	il
va	VER:pres	aller
et	KON	et
ne	ADV	ne
se	PRO:PER	se
soucie	VER:pres	soucier
même	ADV	même
pas	ADV	pas
de	PRP	de
le	DET:ART	le
savoir	NOM	savoir
,	PUN	,
se	PRO:PER	se
fiant	VER:ppre	fier
à	PRP	à
son	DET:POS	son
courage	NOM	courage
et	KON	et
à	PRP	à
son	DET:POS	son
audace	NOM	audace
,	PUN	,
convaincu	VER:pper	convaincre
que	KON	que
Dieu	NOM	Dieu
ne	ADV	ne
l'	PRO:PER	la|le
abandonnera	VER:futu	abandonner
pas	ADV	pas
.	SENT	.
Rentré	VER:pper	rentrer
dans	PRP	dans
le	DET:ART	le
monde	NOM	monde
civilisé	VER:pper	civiliser
,	PUN	,
M	VER:pper	M
.	SENT	.
Aimard	NAM	Aimard
a	VER:pres	avoir
pris	VER:pper	prendre
la	DET:ART	le
plume	NOM	plume
,	PUN	,
non	ADV	non
pour	PRP	pour
se	PRO:PER	se
faire	VER:infi	faire
homme	NOM	homme
de	PRP	de
lettres	NOM	lettre
,	PUN	,
mais	KON	mais
pour	PRP	pour
revivre	VER:infi	revivre
avec	PRP	avec
son	DET:POS	son
passé	NOM	passé
.	SENT	.
Il	PRO:PER	il
se	PRO:PER	se
croit	VER:pres	croire
encore	ADV	encore
au	PRP:det	au
désert	NOM	désert
,	PUN	,
lorsqu'	KON	lorsque
il	PRO:PER	il
raconte	VER:pres	raconter
ses	DET:POS	son
courses	NOM	course
aventureuses	ADJ	aventureux
,	PUN	,
ses	DET:POS	son
chasses	NOM	chasse
émouvantes	ADJ	émouvant
,	PUN	,
les	DET:ART	le
périls	NOM	péril
qu'	PRO:REL	que
il	PRO:PER	il
a	VER:pres	avoir
affrontés	VER:pper	affronter
.	SENT	.
Dans	PRP	dans
un	DET:ART	un
premier	NUM	premier
ouvrage	NOM	ouvrage
,	PUN	,
les	DET:ART	le
Trappeurs	NOM	trappeur
de	PRP	de
l'	DET:ART	le
Arkansas	NAM	Arkansas
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
avait	VER:impf	avoir
timidement	ADV	timidement
esquissé	VER:pper	esquisser
que	KON	que
quelques-unes	PRO:IND	quelques-uns
de	PRP	de
ses	DET:POS	son
aventures	NOM	aventure
dans	PRP	dans
les	DET:ART	le
prairies	NOM	prairie
;	PUN	;
dans	PRP	dans
le	DET:ART	le
Grand	NAM	Grand
Chef	NAM	Chef
des	PRP:det	du
Aucas	NAM	Aucas
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
est	VER:pres	être
laissé	VER:pper	laisser
malgré	PRP	malgré
lui	PRO:PER	lui
emporter	VER:infi	emporter
par	PRP	par
le	DET:ART	le
flot	NOM	flot
puissant	ADJ	puissant
de	PRP	de
ses	DET:POS	son
souvenirs	NOM	souvenir
.	SENT	.
Il	PRO:PER	il
a	VER:pres	avoir
voulu	VER:pper	vouloir
retracer	VER:infi	retracer
comment	ADV	comment
lui	PRO:PER	lui
,	PUN	,
enfant	NOM	enfant
perdu	VER:pper	perdre
de	PRP	de
cette	PRO:DEM	ce
civilisation	NOM	civilisation
européenne	ADJ	européen
tant	ADV	tant
vantée	VER:pper	vanter
mais	KON	mais
si	ADV	si
étroite	ADJ	étroit
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
était	VER:impf	être
peu	ADV	peu
à	PRP	à
peu	ADV	peu
transformé	VER:pper	transformer
au	PRP:det	au
désert	NOM	désert
,	PUN	,
et	KON	et
comment	ADV	comment
,	PUN	,
à	PRP	à
l'	DET:ART	le
aspect	NOM	aspect
des	PRP:det	du
forêts	NOM	forêt
vierges	ADJ	vierge
,	PUN	,
sous	PRP	sous
la	DET:ART	le
conduite	NOM	conduite
des	PRP:det	du
sauvages	ADJ	sauvage
habitants	NOM	habitant
de	PRP	de
ces	PRO:DEM	ce
contrées	NOM	contrée
,	PUN	,
il	PRO:PER	il
était	VER:impf	être
enfin	ADV	enfin
devenu	VER:pper	devenir
homme	NOM	homme
.	SENT	.
Valentin	NAM	Valentin
Guillois	NAM	Guillois
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
un	DET:ART	un
héros	NOM	héro|héros
de	PRP	de
convention	NOM	convention
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
l'	DET:ART	le
auteur	NOM	auteur
tout	ADV	tout
entier	ADJ	entier
avec	PRP	avec
ses	DET:POS	son
qualités	NOM	qualité
et	KON	et
ses	DET:POS	son
défauts	NOM	défaut
;	PUN	;
ce	PRO:DEM	ce
livre	NOM	livre
n'	ADV	ne
est	VER:pres	être
que	KON	que
l'	DET:ART	le
histoire	NOM	histoire
de	PRP	de
ses	DET:POS	son
sensations	NOM	sensation
.	SENT	.
Ses	DET:POS	son
acteurs	NOM	acteur
,	PUN	,
M	VER:pper	M
.	SENT	.
Aimard	NAM	Aimard
les	PRO:PER	la|le
a	VER:pres	avoir
tous	PRO:IND	tout
connus	ADJ	connu
,	PUN	,
il	PRO:PER	il
a	VER:pres	avoir
partagé	VER:pper	partager
leurs	DET:POS	leur
joies	NOM	joie
et	KON	et
leurs	DET:POS	leur
douleurs	NOM	douleur
.	SENT	.
Aujourd'hui	ADV	aujourd'hui
il	PRO:PER	il
éprouve	VER:pres	éprouver
un	DET:ART	un
plaisir	NOM	plaisir
rétrospectif	ADJ	rétrospectif
indicible	ADJ	indicible
à	PRP	à
se	PRO:PER	se
retrouver	VER:infi	retrouver
avec	PRP	avec
eux	PRO:PER	eux
,	PUN	,
à	PRP	à
les	PRO:PER	la|le
ressusciter	VER:infi	ressusciter
tels	PRO:DEM	tel
qu'	PRO:REL	que
il	PRO:PER	il
les	PRO:PER	la|le
a	VER:pres	avoir
vus	VER:pper	voir
à	PRP	à
l'	DET:ART	le
époque	NOM	époque
où	PRO:REL	où
il	PRO:PER	il
était	VER:impf	être
si	ADV	si
heureux	ADJ	heureux
parce	KON	parce
qu'	PRO:REL	que
il	PRO:PER	il
était	VER:impf	être
libre	ADJ	libre
.	SENT	.
«	PUN:cit	«
C'	NAM	C'
est	VER:pres	être
à	PRP	à
ce	PRO:DEM	ce
titre	NOM	titre
que	PRO:REL	que
j'	PRO:PER	je
applaudis	VER:pres	applaudir
au	PRP:det	au
livre	NOM	livre
de	PRP	de
M	NOM	M
.	SENT	.
Aimard	NAM	Aimard
»	PUN:cit	»
,	PUN	,
dit	VER:pres	dire
M	VER:pper	M
.	SENT	.
Paul	NAM	Paul
d'	PRP	de
Ivoi	NAM	Ivoi
dans	PRP	dans
sa	DET:POS	son
chronique	NOM	chronique
,	PUN	,
«	PUN:cit	«
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
faut	VER:pres	falloir
voir	VER:infi	voir
surtout	ADV	surtout
dans	PRP	dans
un	DET:ART	un
livre	NOM	livre
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
l'	DET:ART	le
esprit	NOM	esprit
qui	PRO:REL	qui
l'	PRO:PER	la|le
anime	VER:pres	animer
,	PUN	,
le	DET:ART	le
sentiment	NOM	sentiment
qui	PRO:REL	qui
l'	PRO:PER	la|le
inspire	VER:pres	inspirer
.	SENT	.
Quand	KON	quand
les	DET:ART	le
Arabes	NAM	Arabes
tuent	VER:pres	tuer
un	DET:ART	un
lion	NOM	lion
,	PUN	,
ils	PRO:PER	il
en	PRO:PER	en
font	VER:pres	faire
manger	VER:infi	manger
le	DET:ART	le
cœur	NOM	cœur
à	PRP	à
leurs	DET:POS	leur
enfants	NOM	enfant
pour	PRP	pour
les	PRO:PER	la|le
rendre	VER:infi	rendre
forts	ADJ	fort
.	SENT	.
Ces	PRO:DEM	ce
livres	NOM	livre
qui	PRO:REL	qui
nous	PRO:PER	nous
parlent	VER:pres	parler
de	PRP	de
liberté	NOM	liberté
,	PUN	,
de	PRP	de
grand	ADJ	grand
air	NOM	air
,	PUN	,
de	PRP	de
courage	NOM	courage
,	PUN	,
de	PRP	de
dévouement	NOM	dévouement
,	PUN	,
de	PRP	de
vaillance	NOM	vaillance
,	PUN	,
sont	VER:pres	être
une	DET:ART	un
saine	ADJ	sain
nourriture	NOM	nourriture
:	PUN	:
c'	PRO:DEM	ce
est	VER:pres	être
aussi	ADV	aussi
du	PRP:det	du
cœur	NOM	cœur
de	PRP	de
lion	NOM	lion
.	SENT	.
»	PUN:cit	»
I	NUM	I
--	PUN	--
Le	DET:ART	le
chaparral	NOM	chaparral
Pendant	VER:ppre	pendre
mon	DET:POS	mon
dernier	ADJ	dernier
séjour	NOM	séjour
en	PRP	en
Amérique	NAM	Amérique
,	PUN	,
le	DET:ART	le
hasard	NOM	hasard
,	PUN	,
ou	KON	ou
plutôt	ADV	plutôt
ma	DET:POS	mon
bonne	ADJ	bon
étoile	NOM	étoile
,	PUN	,
me	PRO:PER	me
fit	VER:simp	faire
lier	VER:infi	lier
connaissance	NOM	connaissance
avec	PRP	avec
un	NOM	un
de	PRP	de
ces	PRO:DEM	ce
chasseurs	NOM	chasseur
,	PUN	,
ou	KON	ou
coureurs	NOM	coureur
des	PRP:det	du
bois	NOM	bois
,	PUN	,
dont	PRO:REL	dont
le	DET:ART	le
type	NOM	type
a	VER:pres	avoir
été	VER:pper	être
immortalisé	VER:pper	immortaliser
par	PRP	par
Cooper	NAM	Cooper
,	PUN	,
dans	PRP	dans
son	DET:POS	son
poétique	ADJ	poétique
personnage	NOM	personnage
de	PRP	de
Bas	NAM	Bas
de	PRP	de
cuir	NOM	cuir
.	SENT	.
Voici	ADV	voici
dans	PRP	dans
quelle	PRO:REL	quel
étrange	VER:pres	étranger
circonstance	NOM	circonstance
,	PUN	,
Dieu	NOM	Dieu
nous	PRO:PER	nous
plaça	VER:simp	placer
en	PRP	en
face	NOM	face
l'	DET:ART	le
un	NOM	un
de	PRP	de
l'	DET:ART	le
autre	ADJ	autre
:	PUN	:
Vers	PRP	vers
la	DET:ART	le
fin	NOM	fin
de	PRP	de
juillet	NOM	juillet
1855	NUM	@card@
,	PUN	,
j'	PRO:PER	je
avais	VER:impf	avoir
quitté	VER:pper	quitter
Galveston	NAM	Galveston
,	PUN	,
dont	PRO:REL	dont
je	PRO:PER	je
redoutais	VER:impf	redouter
les	DET:ART	le
fièvres	NOM	fièvre
,	PUN	,
mortelles	ADJ	mortel
pour	PRP	pour
les	DET:ART	le
Européens	NAM	Européens
,	PUN	,
avec	PRP	avec
le	DET:ART	le
projet	NOM	projet
de	PRP	de
visiter	VER:infi	visiter
la	DET:ART	le
partie	NOM	partie
N.-O	NAM	N.-O
.	SENT	.
du	PRP:det	du
Texas	NAM	Texas
,	PUN	,
que	KON	que
je	PRO:PER	je
ne	ADV	ne
connaissais	VER:impf	connaître
pas	ADV	pas
encore	ADV	encore
.	SENT	.
Un	DET:ART	un
proverbe	NOM	proverbe
espagnol	ADJ	espagnol
dit	VER:pres	dire
quelque	PRO:IND	quelque
part	NOM	part
:	PUN	:
mas	NOM	mas
vale	ADJ	vale
andar	ADJ	andar
solo	NOM	solo
que	KON	que
mal	ADV	mal
acompanado	NOM	acompanado
,	PUN	,
mieux	ADV	mieux
vaut	VER:pres	valoir
aller	VER:infi	aller
seul	ADJ	seul
que	KON	que
mal	ADV	mal
accompagné	VER:pper	accompagner
.	SENT	.
Comme	ADV	comme
tous	PRO:IND	tout
les	DET:ART	le
proverbes	NOM	proverbe
,	PUN	,
celui	PRO:DEM	celui
-ci	ADV	-ci
possède	VER:pres	posséder
un	DET:ART	un
certain	PRO:IND	certain
fond	NOM	fond
de	PRP	de
vérité	NOM	vérité
,	PUN	,
surtout	ADV	surtout
en	PRP	en
Amérique	NAM	Amérique
,	PUN	,
où	PRO:REL	où
l'	DET:ART	le
on	PRO:PER	on
est	VER:pres	être
exposé	VER:pper	exposer
à	PRP	à
chaque	PRO:IND	chaque
instant	NOM	instant
à	PRP	à
rencontrer	VER:infi	rencontrer
des	PRP:det	du
coquins	NOM	coquin
de	PRP	de
toutes	PRO:IND	tout
les	DET:ART	le
couleurs	NOM	couleur
qui	PRO:REL	qui
,	PUN	,
grâce	NOM	grâce
à	PRP	à
leurs	DET:POS	leur
dehors	NOM	dehors
séduisants	ADJ	séduisant
,	PUN	,
vous	PRO:PER	vous
charment	VER:pres	charmer
,	PUN	,
captent	VER:pres	capter
votre	DET:POS	votre
confiance	NOM	confiance
,	PUN	,
et	KON	et
en	PRO:PER	en
profitent	VER:pres	profiter
sans	PRP	sans
remords	NOM	remords
à	PRP	à
la	DET:ART	le
première	NUM	premier
occasion	NOM	occasion
,	PUN	,
pour	PRP	pour
vous	PRO:PER	vous
détrousser	VER:infi	détrousser
et	KON	et
vous	PRO:PER	vous
assassiner	VER:infi	assassiner
.	SENT	.
J'	PRO:PER	je
avais	VER:impf	avoir
fait	VER:pper	faire
mon	DET:POS	mon
profit	NOM	profit
du	PRP:det	du
proverbe	NOM	proverbe
,	PUN	,
et	KON	et
,	PUN	,
en	PRP	en
vieux	ADJ	vieux
routier	NOM	routier
des	PRP:det	du
prairies	NOM	prairie
,	PUN	,
comme	KON	comme
je	PRO:PER	je
ne	ADV	ne
voyais	VER:impf	voir
autour	ADV	autour
de	PRP	de
moi	PRO:PER	moi
personne	NOM	personne
qui	PRO:REL	qui
m'	PRO:PER	me
inspirât	VER:subi	inspirer
assez	ADV	assez
de	PRP	de
sympathie	NOM	sympathie
pour	KON	pour
en	PRP	en
faire	VER:infi	faire
mon	DET:POS	mon
compagnon	NOM	compagnon
de	PRP	de
voyage	NOM	voyage
,	PUN	,
je	PRO:PER	je
m'	PRO:PER	me
étais	VER:impf	être
bravement	ADV	bravement
mis	VER:pper	mettre
en	PRP	en
route	NOM	route
seul	ADJ	seul
,	PUN	,
revêtu	VER:pper	revêtir
du	PRP:det	du
pittoresque	ADJ	pittoresque
costume	NOM	costume
des	PRP:det	du
habitants	NOM	habitant
du	PRP:det	du
pays	NOM	pays
,	PUN	,
armé	VER:pper	armer
jusqu'	PRP	jusque
aux	PRP:det	au
dents	NOM	dent
,	PUN	,
et	KON	et
monté	VER:pper	monter
sur	PRP	sur
un	DET:ART	un
excellent	ADJ	excellent
cheval	NOM	cheval
demi	ADJ	demi
sauvage	ADJ	sauvage
,	PUN	,
qui	PRO:REL	qui
m'	PRO:PER	me
avait	VER:impf	avoir
coûté	VER:pper	coûter
vingt-cinq	NUM	vingt-cinq
piastres	NOM	piastre
;	PUN	;
prix	NOM	prix
énorme	ADJ	énorme
pour	PRP	pour
ces	PRO:DEM	ce
contrées	NOM	contrée
,	PUN	,
où	PRO:REL	où
les	DET:ART	le
chevaux	NOM	cheval
sont	VER:pres	être
presque	ADV	presque
à	PRP	à
rien	NOM	rien
.	SENT	.
Je	PRO:PER	je
m'	PRO:PER	me
en	PRO:PER	en
allais	VER:impf	aller
donc	ADV	donc
insoucieusement	ADV	insoucieusement
,	PUN	,
