Prologue	NOM	prologue
réellement	ADV	réellement
effrayante	ADJ	effrayant
.	SENT	.
Les	DET:ART	le
fenêtres	NOM	fenêtre
de	PRP	de
toutes	PRO:IND	tout
les	DET:ART	le
maisons	NOM	maison
regorgeaient	VER:impf	regorger
de	PRP	de
têtes	NOM	tête
d'	PRP	de
hommes	NOM	homme
et	KON	et
de	PRP	de
femmes	NOM	femme
qui	PRO:REL	qui
,	PUN	,
les	DET:ART	le
regards	NOM	regard
fixés	VER:pper	fixer
du	PRP:det	du
côté	NOM	côté
du	PRP:det	du
Cerro	NAM	Cerro
de	PRP	de
la	DET:ART	le
campana	NOM	campana
,	PUN	,
du	PRP:det	du
pied	NOM	pied
duquel	PRO:REL	duquel
s'	PRO:PER	se
élevaient	VER:impf	élever
d'	PRP	de
épais	ADJ	épais
nuages	NOM	nuage
de	PRP	de
fumée	NOM	fumée
en	PRP	en
tourbillonnant	VER:ppre	tourbillonner
vers	PRP	vers
le	DET:ART	le
ciel	NOM	ciel
,	PUN	,
semblaient	VER:impf	sembler
être	VER:infi	être
dans	PRP	dans
l'	DET:ART	le
attente	NOM	attente
d'	PRP	de
un	DET:ART	un
événement	NOM	événement
extraordinaire	ADJ	extraordinaire
.	SENT	.
Tout	ADV	tout
à	PRP	à
coup	NOM	coup
de	PRP	de
grands	ADJ	grand
cris	NOM	cri
se	PRO:PER	se
firent	VER:simp	faire
entendre	VER:infi	entendre
,	PUN	,
la	DET:ART	le
foule	NOM	foule
se	PRO:PER	se
fendit	VER:simp	fendre
en	PRP	en
deux	NUM	deux
comme	KON	comme
une	NUM	un
grenade	NOM	grenade
trop	ADV	trop
mûre	ADJ	mûr
,	PUN	,
chacun	PRO:IND	chacun
se	PRO:PER	se
jeta	VER:simp	jeter
de	PRP	de
côté	NOM	côté
avec	PRP	avec
les	DET:ART	le
marques	NOM	marque
de	PRP	de
la	DET:ART	le
plus	ADV	plus
grande	ADJ	grand
frayeur	NOM	frayeur
et	KON	et
un	DET:ART	un
jeune	ADJ	jeune
homme	NOM	homme
,	PUN	,
un	DET:ART	un
enfant	NOM	enfant
plutôt	ADV	plutôt
car	KON	car
il	PRO:PER	il
