désespérante	ADJ	désespérant
!	SENT	!
,	PUN	,
cette	PRO:DEM	ce
des	PRP:det	du
quant	PRP	quant
il	PRO:PER	il
ménage	NOM	ménage
!	SENT	!
!	SENT	!
sévère	ADJ	sévère
du	PRP:det	du
te	PRO:PER	te
verdure	NOM	verdure
nous	PRO:PER	nous
,	PUN	,
malgré	PRP	malgré
ébranlée	VER:pper	ébranler
ailleurs	ADV	ailleurs
de	PRP	de
ne	ADV	ne
,	PUN	,
la	DET:ART	le
besoins	NOM	besoin
air	NOM	air
tu	PRO:PER	tu
es	VER:pres	être
frais	ADJ	frais
en	PRO:PER	en
.	SENT	.
journée	NOM	journée
que	KON	que
,	PUN	,
,	PUN	,
la	DET:ART	le
âge	NOM	âge
en	PRO:PER	en
,	PUN	,
le	DET:ART	le
un	DET:ART	un
de	PRP	de
,	PUN	,
Non	ADV	non
le	DET:ART	le
tisane	NOM	tisane
dire	VER:infi	dire
-tu	PRO:PER	tu
brûlent	VER:pres	brûler
de	PRP	de
:	PUN	:
-moi	PRO:PER	moi
suis	VER:pres	suivre|être
et	KON	et
manque	VER:pres	manquer
.	SENT	.
ménage	NOM	ménage
une	DET:ART	un
,	PUN	,
je	PRO:PER	je
suffire	VER:infi	suffire
orphelins	NOM	orphelin
pour	PRP	pour
aux	PRP:det	au
,	PUN	,
ailleurs	ADV	ailleurs
n'	ADV	ne
toujours	ADV	toujours
mur	NOM	mur
j'	PRO:PER	je
aux	PRP:det	au
laisser	VER:infi	laisser
Madeleine	NAM	Madeleine
,	PUN	,
fièvre	NOM	fièvre
,	PUN	,
puis	ADV	puis
hier	ADV	hier
»	PUN:cit	»
petits	ADJ	petit
une	DET:ART	un
--	PUN	--
nous	PRO:PER	nous
trop	ADV	trop
la	DET:ART	le
faut	VER:pres	falloir
qu'	KON	que
.	SENT	.
--	PUN	--
moyen	ADJ	moyen
pommes	NOM	pomme
,	PUN	,
fortune	NOM	fortune
as	VER:pres	avoir
malade	ADJ	malade
petit	ADJ	petit
,	PUN	,
as	VER:pres	avoir
un	DET:ART	un
oui	INT	oui
comique	ADJ	comique
aurons	VER:futu	avoir
faire	VER:infi	faire
courir	VER:infi	courir
au	PRP:det	au
,	PUN	,
,	PUN	,
famille	NOM	famille
bois	NOM	bois
doutent	VER:pres	douter
,	PUN	,
Brigitte	NAM	Brigitte
aurais	VER:cond	avoir
argent	NOM	argent
lapins	NOM	lapin
à	PRP	à
charmante	ADJ	charmant
tout	ADV	tout
met	VER:pres	mettre
referma	VER:simp	refermer
.	SENT	.
sécher	VER:infi	sécher
Que	KON	que
aux	PRP:det	au
encore	ADV	encore
.	SENT	.
rudes	ADJ	rude
nous	PRO:PER	nous
un	DET:ART	un
le	DET:ART	le
mais	KON	mais
de	PRP	de
renouvellent	VER:pres	renouveler
campagne	NOM	campagne
fille	NOM	fille
plutôt	ADV	plutôt
autre	ADJ	autre
qu'	KON	que
plus	ADV	plus
,	PUN	,
j'	PRO:PER	je
monde	NOM	monde
côté	NOM	côté
jardin	NOM	jardin
enfants	NOM	enfant
père	NOM	père
,	PUN	,
menaçait	VER:impf	menacer
on	PRO:PER	on
d'	PRP	de
je	PRO:PER	je
est	VER:pres	être
leurs	DET:POS	leur
peu	ADV	peu
;	PUN	;
au	PRP:det	au
sain	ADJ	sain
sa	DET:POS	son
matinée	NOM	matinée
pantalon	NOM	pantalon
cher	ADV	cher
sommeiller	VER:infi	sommeiller
sera	VER:futu	être
petite	ADJ	petit
des	PRP:det	du
tous	PRO:IND	tout
tendresse	NOM	tendresse
sa	DET:POS	son
--	PUN	--
pauvre	ADJ	pauvre
seule	ADJ	seul
argent	NOM	argent
petite	ADJ	petit
n'	ADV	ne
«	PUN:cit	«
de	PRP	de
dit	VER:pper	dire
villes	NOM	ville
toute	PRO:IND	tout
de	PRP	de
,	PUN	,
reposer	VER:infi	reposer
peu	ADV	peu
bonne	ADJ	bon
forces	NOM	force|forces
que	KON	que
--	PUN	--
Bonne	ADJ	bon
fallu	VER:pper	falloir
suivant	VER:ppre	suivre
je	PRO:PER	je
n'	ADV	ne
Madeleine	NAM	Madeleine
Providence	NAM	Providence
cette	PRO:DEM	ce
ouvre	VER:pres	ouvrer|ouvrir
car	KON	car
en	PRP	en
étais	VER:impf	être
es	VER:pres	être
m'	PRO:PER	me
,	PUN	,
abord	NOM	abord
Ce	PRO:DEM	ce
seule	ADJ	seul
visage	NOM	visage
!	SENT	!
Je	PRO:PER	je
lui	PRO:PER	lui
maman	NOM	maman
dans	PRP	dans
âge	NOM	âge
chaudron	NOM	chaudron
?	SENT	?
perdre	VER:infi	perdre
cause	NOM	cause
faveur	NOM	faveur
et	KON	et
.	SENT	.
donna	VER:simp	donner
l'	DET:ART	le
son	DET:POS	son
non	ADV	non
jours	NOM	jour
Va	VER:pres	aller
arrangera	VER:futu	arranger
d'	PRP	de
-on	PRO:PER	on
tu	PRO:PER	tu
voici	ADV	voici
ce	PRO:DEM	ce
je	PRO:PER	je
je	PRO:PER	je
comme	KON	comme
papier	NOM	papier
,	PUN	,
on	PRO:PER	on
l'	DET:ART	le
une	DET:ART	un
de	PRP	de
consoler	VER:infi	consoler
fasses	VER:subp	faire
la	DET:ART	le
des	PRP:det	du
sombre	ADJ	sombre
misère	NOM	misère
dans	PRP	dans
un	DET:ART	un
.	SENT	.
--	PUN	--
qui	PRO:REL	qui
ta	DET:POS	ton
rouge	ADJ	rouge
des	PRP:det	du
dépêcher	VER:infi	dépêcher
tu	PRO:PER	tu
la	DET:ART	le
malade	ADJ	malade
avait	VER:impf	avoir
:	PUN	:
les	DET:ART	le
cependant	ADV	cependant
pas	ADV	pas
matin	NOM	matin
se	PRO:PER	se
temps	NOM	temps
savait	VER:impf	savoir
quand	KON	quand
fais	VER:pres	faire
pitié	NOM	pitié
travaux	NOM	travail
à	PRP	à
nous	PRO:PER	nous
malheureux	ADJ	malheureux
à	PRP	à
quand	KON	quand
depuis	PRP	depuis
l'	DET:ART	le
,	PUN	,
petit	ADJ	petit
il	PRO:PER	il
tout	PRO:IND	tout
puisque	KON	puisque
Je	PRO:PER	je
ton	DET:POS	ton
«	PUN:cit	«
enfant	NOM	enfant
--	PUN	--
!	SENT	!
.	SENT	.
je	PRO:PER	je
en	PRP	en
ordinaire	NOM	ordinaire
,	PUN	,
petite	ADJ	petit
l'	DET:ART	le
le	DET:ART	le
je	PRO:PER	je
que	KON	que
assurément	ADV	assurément
à	PRP	à
où	PRO:REL	où
les	DET:ART	le
;	PUN	;
--	PUN	--
Mon	NAM	Mon
La	DET:ART	le
marron	ADJ	marron
ai	VER:pres	avoir
cocotte	NOM	cocotte
ta	DET:POS	ton
prière	NOM	prière
ai	VER:pres	avoir
il	PRO:PER	il
genoux	NOM	genou
fait	VER:pper	faire
je	PRO:PER	je
monde	NOM	monde
en	PRP	en
heure	NOM	heure
plus	ADV	plus
tisons	NOM	tison
pas	ADV	pas
y	PRO:PER	y
-toi	PRO:PER	toi
gravité	NOM	gravité
s'	PRO:PER	se
éclats	NOM	éclat
petits	ADJ	petit
le	DET:ART	le
,	PUN	,
du	PRP:det	du
dès	PRP	dès
vois	VER:pres	voir
,	PUN	,
,	PUN	,
petite	ADJ	petit
demandaient	VER:impf	demander
,	PUN	,
Me	PRO:PER	me
que	KON	que
à	PRP	à
«	PUN:cit	«
treize	NUM	treize
.	SENT	.
tout	ADV	tout
pleurait	VER:impf	pleurer
pauvreté	NOM	pauvreté
chaumière	NOM	chaumière
;	PUN	;
n'	ADV	ne
qu'	KON	que
tout	ADV	tout
le	DET:ART	le
répondit	VER:simp	répondre
les	DET:ART	le
il	PRO:PER	il
bonne	ADJ	bon
,	PUN	,
es	VER:pres	être
la	DET:ART	le
maman	NOM	maman
femme	NOM	femme
fait	VER:pper	faire
,	PUN	,
,	PUN	,
.	SENT	.
,	PUN	,
tort	NOM	tort
un	DET:ART	un
un	DET:ART	un
la	DET:ART	le
en	PRP	en
ne	ADV	ne
qu'	PRO:REL	que
par	PRP	par
nous	PRO:PER	nous
de	PRP	de
:	PUN	:
ferai	VER:futu	faire
a	VER:pres	avoir
Jacques	NAM	Jacques
,	PUN	,
heureux	ADJ	heureux
un	DET:ART	un
je	PRO:PER	je
femme	NOM	femme
trouverais	VER:cond	trouver
père	NOM	père
gagner	VER:infi	gagner
enfants	NOM	enfant
sur	PRP	sur
pense	VER:pres	penser
que	KON	que
!	SENT	!
tu	PRO:PER	tu
c'	PRO:DEM	ce
Oh	INT	oh
dans	PRP	dans
son	DET:POS	son
très	ADV	très
tu	PRO:PER	tu
rendait	VER:impf	rendre
eu	VER:pper	avoir
laisse	VER:pres	laisser
seul	ADJ	seul
ouvrait	VER:impf	ouvrer|ouvrir
peut	VER:pres	pouvoir
trop	ADV	trop
haillons	NOM	haillon
ses	DET:POS	son
abord	NOM	abord
.	SENT	.
il	PRO:PER	il
fenêtre	NOM	fenêtre
que	KON	que
mère	NOM	mère
faire	VER:infi	faire
-toi	PRO:PER	toi
de	PRP	de
agneau	NOM	agneau
doucement	ADV	doucement
bon	ADJ	bon
D'	PRP	de
Chère	ADJ	cher
te	PRO:PER	te
aurait	VER:cond	avoir
manquent	VER:pres	manquer
,	PUN	,
il	PRO:PER	il
pièce	NOM	pièce
ménagère	NOM	ménager|ménagère
santé	NOM	santé
se	PRO:PER	se
lui	PRO:PER	lui
,	PUN	,
,	PUN	,
.	SENT	.
as	VER:pres	avoir
mais	KON	mais
amusant	ADJ	amusant
et	KON	et
il	PRO:PER	il
-tu	PRO:PER	tu
noir	ADJ	noir
pas	ADV	pas
économe	ADJ	économe
,	PUN	,
La	DET:ART	le
chose	NOM	chose
pas	ADV	pas
volets	NOM	volet
n'	ADV	ne
trop	ADV	trop
à	PRP	à
plus	ADV	plus
demeure	VER:pres	demeurer
les	DET:ART	le
.	SENT	.
suis	VER:pres	suivre|être
,	PUN	,
respirait	VER:impf	respirer
ans	NOM	an
as	VER:pres	avoir
,	PUN	,
dommage	NOM	dommage
campagne	NOM	campagne
à	PRP	à
qu'	KON	que
toutes	PRO:IND	tout
a	VER:pres	avoir
.	SENT	.
le	PRO:PER	le
m'	PRO:PER	me
demande	VER:pres	demander
,	PUN	,
petit	ADJ	petit
pour	PRP	pour
les	DET:ART	le
.	SENT	.
Allons	NAM	Allons
soir	NOM	soir
fit	VER:simp	faire
,	PUN	,
pied	NOM	pied
cela	PRO:DEM	cela
quand	KON	quand
la	DET:ART	le
,	PUN	,
ajouta	VER:simp	ajouter
,	PUN	,
qui	PRO:REL	qui
habits	NOM	habit
toute	PRO:IND	tout
du	PRP:det	du
petit	ADJ	petit
et	KON	et
deux	NUM	deux
de	PRP	de
Vrai	ADJ	vrai
on	PRO:PER	on
en	PRO:PER	en
à	PRP	à
milieu	NOM	milieu
à	PRP	à
,	PUN	,
qui	PRO:REL	qui
ils	PRO:PER	il
des	PRP:det	du
reste	VER:pres	rester
aie	VER:subp	avoir
tranquilles	ADJ	tranquille
,	PUN	,
,	PUN	,
air	NOM	air
je	PRO:PER	je
une	DET:ART	un
!	SENT	!
sais	VER:pres	savoir
c'	PRO:DEM	ce
,	PUN	,
avait	VER:impf	avoir
roses	NOM	rose
,	PUN	,
de	PRP	de
je	PRO:PER	je
;	PUN	;
toute	PRO:IND	tout
I	NUM	I
,	PUN	,
la	DET:ART	le
roulent	VER:pres	rouler
À	PRP	à
qui	PRO:REL	qui
?	SENT	?
garçons	NOM	garçon
de	PRP	de
chère	ADJ	cher
de	PRP	de
trop	ADV	trop
André	NAM	André
tu	PRO:PER	tu
n'	ADV	ne
.	SENT	.
trop	ADV	trop
une	DET:ART	un
,	PUN	,
ton	DET:POS	ton
mère	NOM	mère
toi	PRO:PER	toi
mère	NOM	mère
heure	NOM	heure
Comme	KON	comme
la	PRO:PER	la
,	PUN	,
Brigitte	NAM	Brigitte
un	DET:ART	un
ne	ADV	ne
meilleur	ADJ	meilleur
entre	PRP	entre
tout	ADV	tout
,	PUN	,
donc	ADV	donc
est	VER:pres	être
se	PRO:PER	se
quand	KON	quand
grande	ADJ	grand
avait	VER:impf	avoir
de	PRP	de
ferme	ADV	ferme
sent	VER:pres	sentir
leur	PRO:PER	lui
sommes	VER:pres	sommer|être
et	KON	et
dit-elle	NOM	dit-elle
!	SENT	!
pas	ADV	pas
et	KON	et
ce	PRO:DEM	ce
courte	ADJ	court
réjouit	VER:pres	réjouir
comme	ADV	comme
assidus	ADJ	assidu
lève	VER:pres	lever
--	PUN	--
du	PRP:det	du
on	PRO:PER	on
et	KON	et
ton	DET:POS	ton
bout	NOM	bout
,	PUN	,
la	DET:ART	le
mère	NOM	mère
ses	DET:POS	son
tant	ADV	tant
tu	PRO:PER	tu
l'	DET:ART	le
et	KON	et
il	PRO:PER	il
tu	PRO:PER	tu
notre	DET:POS	notre
déchirés	VER:pper	déchirer
puis	ADV	puis
bien	ADV	bien
je	PRO:PER	je
»	PUN:cit	»
je	PRO:PER	je
--	PUN	--
Elle	PRO:PER	elle
non	ADV	non
en	PRP	en
avait	VER:impf	avoir
fille	NOM	fille
Fais	VER:pres	faire
misère	NOM	misère
pot-au-feu	NOM	pot-au-feu
dormir	VER:infi	dormir
petit	ADJ	petit
.	SENT	.
feu	NOM	feu
toi	PRO:PER	toi
commence-t	VER:simp	commence-t
parle	VER:pres	parler
Je	PRO:PER	je
j'	PRO:PER	je
bien	ADV	bien
est	VER:pres	être
pas	ADV	pas
peine	NOM	peine
suis	VER:pres	suivre|être
,	PUN	,
yeux	NOM	œil
les	DET:ART	le
tout	ADV	tout
poules	NOM	poule
cœur	NOM	cœur
était	VER:impf	être
.	SENT	.
que	KON	que
y	PRO:PER	y
pour	PRP	pour
suis	VER:pres	suivre|être
nous	PRO:PER	nous
il	PRO:PER	il
,	PUN	,
.	SENT	.
paraît	VER:pres	paraître
André	NAM	André
volets	NOM	volet
très	ADV	très
morceau	NOM	morceau
est	VER:pres	être
suis	VER:pres	suivre|être
mère	NOM	mère
mois	NOM	moi|mois
plus	ADV	plus
est	VER:pres	être
-les	PRO:PER	la|le
avec	PRP	avec
si	KON	si
que	KON	que
Non	ADV	non
volonté	NOM	volonté
avec	PRP	avec
--	PUN	--
bien	ADV	bien
--	PUN	--
toujours	ADV	toujours
qui	PRO:REL	qui
vais	VER:pres	aller
,	PUN	,
non	ADV	non
dix-huit	NUM	dix-huit
confiance	NOM	confiance
enfants	NOM	enfant
sont	VER:pres	être
,	PUN	,
malade	ADJ	malade
désirait	VER:impf	désirer
des	PRP:det	du
fit	VER:simp	faire
avons	VER:pres	avoir
là	ADV	là
abrégé	VER:pper	abréger
la	DET:ART	le
,	PUN	,
Jacques	NAM	Jacques
,	PUN	,
ans	NOM	an
Le	DET:ART	le
inhabile	ADJ	inhabile
d'	PRP	de
,	PUN	,
--	PUN	--
ai	VER:pres	avoir
tapis	NOM	tapis
--	PUN	--
le	DET:ART	le
,	PUN	,
pour	PRP	pour
.	SENT	.
de	PRP	de
très	ADV	très
trouves	VER:pres	trouver
est	VER:pres	être
était	VER:impf	être
partant	VER:ppre	partir
lits	NOM	lit
une	DET:ART	un
faire	VER:infi	faire
parfaitement	ADV	parfaitement
forces	NOM	force|forces
présent	ADJ	présent
cette	PRO:DEM	ce
remarqué	VER:pper	remarquer
,	PUN	,
contre	PRP	contre
regard	NOM	regard
...	PUN	...
pas	ADV	pas
témoignait	VER:impf	témoigner
suis	VER:pres	suivre|être
on	PRO:PER	on
,	PUN	,
,	PUN	,
de	PRP	de
je	PRO:PER	je
!	SENT	!
te	PRO:PER	te
fait	NOM	fait
la	DET:ART	le
de	PRP	de
tard	ADV	tard
soins	NOM	soin
à	PRP	à
terre	NOM	terre
pour	KON	pour
ménage	NOM	ménage
de	PRP	de
un	DET:ART	un
attends	VER:pres	attendre
toi	PRO:PER	toi
,	PUN	,
son	DET:POS	son
Quand	KON	quand
jeune	ADJ	jeune
se	PRO:PER	se
?	SENT	?
comment	ADV	comment
tu	PRO:PER	tu
parfums	NOM	parfum
;	PUN	;
refuser	VER:infi	refuser
pas	ADV	pas
bas	ADJ	bas
vu	VER:pper	voir
se	PRO:PER	se
sa	DET:POS	son
n'	ADV	ne
village	NOM	village
ses	DET:POS	son
,	PUN	,
me	PRO:PER	me
suis	VER:pres	suivre|être
de	PRP	de
?	SENT	?
y	PRO:PER	y
que	PRO:REL	que
cela	PRO:DEM	cela
d'	PRP	de
»	PUN:cit	»
Tourne	VER:pres	tourner
ce	PRO:DEM	ce
?	SENT	?
as	VER:pres	avoir
qui	PRO:REL	qui
vais	VER:pres	aller
,	PUN	,
bois	NOM	bois
de	PRP	de
dans	PRP	dans
pour	PRP	pour
estomac	NOM	estomac
tu	PRO:PER	tu
Faut-il	NOM	Faut-il
En	ADJ	En
hier	ADV	hier
rit	VER:pres	rire
,	PUN	,
:	PUN	:
lit	NOM	lit
de	PRP	de
ménage	NOM	ménage
maman	NOM	maman
nous	PRO:PER	nous
au	PRP:det	au
ouvrage	NOM	ouvrage
montrer	VER:infi	montrer
la	DET:ART	le
,	PUN	,
le	DET:ART	le
mettrai	VER:futu	mettre
Voyons	NAM	Voyons
et	KON	et
,	PUN	,
a	VER:pres	avoir
des	PRP:det	du
,	PUN	,
et	KON	et
mit	VER:simp	mettre
jeunes	ADJ	jeune
.	SENT	.
entière	ADJ	entier
je	PRO:PER	je
,	PUN	,
des	PRP:det	du
grand	ADJ	grand
fille	NOM	fille
Un	DET:ART	un
Madeleine	NAM	Madeleine
les	DET:ART	le
de	PRP	de
pauvre	NOM	pauvre
J'	PRO:PER	je
trois	NUM	trois
.	SENT	.
de	PRP	de
Non	ADV	non
hardie	ADJ	hardi
yeux	NOM	œil
malheur	NOM	malheur
ai	VER:pres	avoir
tu	PRO:PER	tu
pas	ADV	pas
était	VER:impf	être
?	SENT	?
<SEG>
poing	NOM	poing
,	PUN	,
lui	PRO:PER	lui
voyant	VER:ppre	voir
du	PRP:det	du
sollicitude	NOM	sollicitude
qu'	KON	que
les	DET:ART	le
la	DET:ART	le
les	DET:ART	le
.	SENT	.
vie	NOM	vie
le	DET:ART	le
villes	NOM	ville
lèvres	NOM	lèvre
suivante	ADJ	suivant
jouaient	VER:impf	jouer
à	PRP	à
d'	PRP	de
il	PRO:PER	il
la	DET:ART	le
parti	NOM	parti
à	PRP	à
La	DET:ART	le
riait	VER:impf	rire
à	PRP	à
dame	NOM	dame
elle	PRO:PER	elle
journée	NOM	journée
son	DET:POS	son
elle	PRO:PER	elle
étroite	ADJ	étroit
pied	NOM	pied
mieux	ADV	mieux
faire	VER:infi	faire
du	PRP:det	du
d'	PRP	de
de	PRP	de
dormait	VER:impf	dormir
arbres	NOM	arbre
et	KON	et
entretenir	VER:infi	entretenir
ai	VER:pres	avoir
d'	PRP	de
choses	NOM	chose
les	DET:ART	le
chevaux	NOM	cheval
verdure	NOM	verdure
vouloir	VER:infi	vouloir
--	PUN	--
propriété	NOM	propriété
poussière	NOM	poussière
qu'	KON	que
Pour	PRP	pour
maintien	NOM	maintien
à	PRP	à
si	KON	si
semaine	NOM	semaine
bien	ADV	bien
son	NOM	son
à	PRP	à
,	PUN	,
sa	DET:POS	son
,	PUN	,
par	PRP	par
pas	NOM	pas
L'	DET:ART	le
ne	ADV	ne
rire	VER:infi	rire
les	DET:ART	le
sur	PRP	sur
parc	NOM	parc
,	PUN	,
la	DET:ART	le
peu	ADV	peu
du	PRP:det	du
marchand	NOM	marchand
enfant	NOM	enfant
jour	NOM	jour
est	VER:pres	être
se	PRO:PER	se
fait	VER:pper	faire
y	PRO:PER	y
et	KON	et
de	PRP	de
heure	NOM	heure
dans	PRP	dans
un	DET:ART	un
deux	NUM	deux
racontent	VER:pres	raconter
.	SENT	.
meilleurs	ADJ	meilleur
,	PUN	,
tout	ADV	tout
plaine	NOM	plaine
.	SENT	.
tenait	VER:impf	tenir
approcher	VER:infi	approcher
aussi	ADV	aussi
.	SENT	.
y	PRO:PER	y
du	PRP:det	du
méprendre	VER:infi	méprendre
leurs	DET:POS	leur
partout	ADV	partout
elle	PRO:PER	elle
l'	DET:ART	le
un	DET:ART	un
jolies	ADJ	joli
penser	VER:infi	penser
un	DET:ART	un
travail	NOM	travail
des	PRP:det	du
,	PUN	,
cent	NUM	cent
malheureuse	ADJ	malheureux
Sainte-Foy	NAM	Sainte-Foy
le	DET:ART	le
les	DET:ART	le
,	PUN	,
connus	VER:pper	connaître
de	PRP	de
La	DET:ART	le
le	DET:ART	le
chambre	NOM	chambre
demeure	NOM	demeure
passants	NOM	passant
,	PUN	,
sera	VER:futu	être
.	SENT	.
abonnés	NOM	abonné
,	PUN	,
grandes	ADJ	grand
une	DET:ART	un
sa	DET:POS	son
se	PRO:PER	se
se	PRO:PER	se
la	DET:ART	le
ailleurs	ADV	ailleurs
utile	ADJ	utile
,	PUN	,
qui	PRO:REL	qui
habillés	ADJ	habillé
pièce	NOM	pièce
seulement	ADV	seulement
aimait	VER:impf	aimer
la	DET:ART	le
objets	NOM	objet
champêtre	ADJ	champêtre
de	PRP	de
de	PRP	de
rend	VER:pres	rendre
était	VER:impf	être
comment	ADV	comment
,	PUN	,
précisément	ADV	précisément
ans	NOM	an
ménagère	NOM	ménager|ménagère
ignoré	VER:pper	ignorer
ordinairement	ADV	ordinairement
garde	NOM	garde
chambre	NOM	chambre
de	PRP	de
j'	PRO:PER	je
y	PRO:PER	y
et	KON	et
de	PRP	de
dômes	NOM	dôme
c'	PRO:DEM	ce
puissance	NOM	puissance
de	PRP	de
pas	ADV	pas
involontairement	ADV	involontairement
son	DET:POS	son
de	PRP	de
amendes	NOM	amende
vin	NOM	vin
rien	ADV	rien
coup	NOM	coup
filles	NOM	fille
;	PUN	;
semblait	VER:impf	sembler
pareil	ADJ	pareil
émotion	NOM	émotion
si	ADV	si
elle	PRO:PER	elle
place	NOM	place
un	DET:ART	un
fâché	ADJ	fâché
notre	DET:POS	notre
,	PUN	,
disait	VER:impf	dire
au	PRP:det	au
tourna	VER:simp	tourner
dit	VER:pres	dire
.	SENT	.
une	DET:ART	un
de	PRP	de
question	NOM	question
.	SENT	.
ouvrant	VER:ppre	ouvrer|ouvrir
roide	ADJ	roide
costume	NOM	costume
entrer	VER:infi	entrer
avait	VER:impf	avoir
maladie	NOM	maladie
sa	DET:POS	son
petites	ADJ	petit
lit	NOM	lit
un	DET:ART	un
-même	ADJ	même
de	PRP	de
qu'	KON	que
là	ADV	là
fallait	VER:impf	falloir
hameau	NOM	hameau
porcelaine	NOM	porcelaine
cœur	NOM	cœur
,	PUN	,
son	DET:POS	son
de	PRP	de
car	KON	car
verrait	VER:cond	voir
Elle	NAM	Elle
des	PRP:det	du
volontiers	ADV	volontiers
savait	VER:impf	savoir
force	NOM	force
,	PUN	,
qui	PRO:REL	qui
maman	NOM	maman
voir	VER:infi	voir
allait	VER:impf	aller
éloigné	VER:pper	éloigner
bien	NOM	bien
toute	PRO:IND	tout
Cette	PRO:DEM	ce
la	DET:ART	le
mais	KON	mais
en	PRO:PER	en
cœur	NOM	cœur
point	ADV	point
et	KON	et
:	PUN	:
monstre	NOM	monstre
d'	PRP	de
la	DET:ART	le
:	PUN	:
un	DET:ART	un
prisons	NOM	prison
cœur	NOM	cœur
venait	VER:impf	venir
était	VER:impf	être
ordinaire	NOM	ordinaire
Madeleine	NAM	Madeleine
une	DET:ART	un
,	PUN	,
l'	DET:ART	le
,	PUN	,
une	DET:ART	un
avait	VER:impf	avoir
,	PUN	,
activité	NOM	activité
dans	PRP	dans
menaçant	ADJ	menaçant
un	DET:ART	un
la	DET:ART	le
joie	NOM	joie
être	VER:infi	être
Et	NOM	Et
bien	ADV	bien
double	ADJ	double
défendre	VER:infi	défendre
maison	NOM	maison
la	DET:ART	le
de	PRP	de
bon	ADJ	bon
soigné	VER:pper	soigner
ménagère	NOM	ménager|ménagère
son	DET:POS	son
pas	ADV	pas
ses	DET:POS	son
qu'	KON	que
reste	NOM	reste
même	ADV	même
les	DET:ART	le
cause	NOM	cause
de	PRP	de
sa	DET:POS	son
oublie	VER:pres	oublier
yeux	NOM	œil
matin	NOM	matin
bien	ADV	bien
Il	PRO:PER	il
le	DET:ART	le
beau	ADJ	beau
chérie	VER:pper	chérir
