soudards	NOM	soudard
pensionnat	NOM	pensionnat
d'	PRP	de
sois	VER:subp	être
,	PUN	,
mais	KON	mais
.	SENT	.
il	PRO:PER	il
grec	NOM	grec
Bonjour	NAM	bonjour
il	PRO:PER	il
se	PRO:PER	se
travaux	NOM	travail
deux	NUM	deux
efforça	VER:simp	efforcer
sur	PRP	sur
Sa	DET:POS	son
à	PRP	à
Aux	ADJ	aux
bonsoir	NOM	bonsoir
était	VER:impf	être
s'	PRO:PER	se
«	PUN:cit	«
révéla	VER:simp	révéler
et	KON	et
être	NOM	être
et	KON	et
<EOS>	<EOS>	<EOS>
:	PUN	:
son	DET:POS	son
absolument	ADV	absolument
parfaitement	ADV	parfaitement
de	PRP	de
au	PRP:det	au
éléments	NOM	élément
venait	VER:impf	venir
qu'	KON	que
d'	PRP	de
aucune	PRO:IND	aucun
,	PUN	,
de	PRP	de
pour	PRP	pour
langues	NOM	langue
,	PUN	,
prématurément	ADV	prématurément
<SEG>
pas	ADV	pas
presque	ADV	presque
la	DET:ART	le
enfant	NOM	enfant
-même	ADJ	même
beau	ADJ	beau
puis	ADV	puis
nouveau	ADJ	nouveau
elle	PRO:PER	elle
et	KON	et
croisées	NOM	croisée
partait	VER:impf	partir
pour	PRP	pour
des	PRP:det	du
rideaux	NOM	rideau
sa	DET:POS	son
le	PRO:PER	le
de	PRP	de
vieux	ADJ	vieux
nuit	NOM	nuit
le	DET:ART	le
après-midi	NOM	après-midi
abandonné	VER:pper	abandonner
été	NOM	été
présence	NOM	présence
les	DET:ART	le
Lourps	NAM	lourps
à	PRP	à
apercevait	VER:impf	apercevoir
;	PUN	;
dans	PRP	dans
livres	NOM	livre
factice	ADJ	factice
l'	PRO:PER	la|le
les	DET:ART	le
de	PRP	de
mère	NOM	mère
contemplait	VER:impf	contempler
s'	PRO:PER	se
la	DET:ART	le
sourire	NOM	sourire
ennuyés	VER:pper	ennuyer
chambre	NOM	chambre
château	NOM	château
douloureux	ADJ	douloureux
<EOS>	<EOS>	<EOS>
à	PRP	à
;	PUN	;
ne	ADV	ne
,	PUN	,
les	DET:ART	le
sa	DET:POS	son
quelques	PRO:IND	quelque
de	PRP	de
elle	PRO:PER	elle
.	SENT	.
,	PUN	,
;	PUN	;
la	DET:ART	le
de	PRP	de
L'	DET:ART	le
épais	ADJ	épais
avec	PRP	avec
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
dont	PRO:REL	dont
,	PUN	,
,	PUN	,
,	PUN	,
dans	PRP	dans
Les	DET:ART	le
enveloppaient	VER:impf	envelopper
peine	NOM	peine
temps	NOM	temps
lui	PRO:PER	lui
,	PUN	,
,	PUN	,
un	DET:ART	un
absorbait	VER:impf	absorber
pluie	NOM	pluie
domestiques	NOM	domestique
,	PUN	,
,	PUN	,
errait	VER:impf	errer
fouillait	VER:impf	fouiller
tirait	VER:impf	tirer
ou	KON	ou
de	PRP	de
ses	DET:POS	son
.	SENT	.
par	PRP	par
secondes	NOM	second|seconde
dans	PRP	dans
jours	NOM	jour
,	PUN	,
campagne	NOM	campagne
rêveries	NOM	rêverie
pendant	PRP	pendant
les	DET:ART	le
étaient	VER:impf	être
<SEG>
moulins	NOM	moulin
,	PUN	,
de	PRP	de
descendre	VER:infi	descendre
<EOS>	<EOS>	<EOS>
coiffées	VER:pper	coiffer
sur	PRP	sur
il	PRO:PER	il
bien	ADV	bien
noir	ADJ	noir
bonnets	NOM	bonnet
meules	NOM	meule
un	DET:ART	un
tas	NOM	tas
la	DET:ART	le
village	NOM	village
gagner	VER:infi	gagner
le	DET:ART	le
de	PRP	de
Jutigny	NAM	jutigny
dans	PRP	dans
sourd	ADJ	sourd
de	PRP	de
vert	ADJ	vert
maisonnettes	NOM	maisonnette
des	PRP:det	du
à	PRP	à
,	PUN	,
jusqu'	PRP	jusque
<EOS>	<EOS>	<EOS>
à	PRP	à
ou	KON	ou
de	PRP	de
ombre	NOM	ombre
Longueville	NAM	longueville
petit	ADJ	petit
prairie	NOM	prairie
au	PRP:det	au
le	DET:ART	le
des	PRP:det	du
de	PRP	de
collines	NOM	colline
,	PUN	,
,	PUN	,
et	KON	et
touffes	NOM	touffe
,	PUN	,
Il	PRO:PER	il
chaume	NOM	chaume
la	DET:ART	le
<EOS>	<EOS>	<EOS>
Parfois	ADV	parfois
.	SENT	.
parsemés	VER:pper	parsemer
vallon	NOM	vallon
.	SENT	.
bouquets	NOM	bouquet
grimpait	VER:impf	grimper
Voulzie	NAM	voulzie
couchait	VER:impf	coucher
,	PUN	,
de	PRP	de
hautes	ADJ	haut
souffle	NOM	souffle
de	PRP	de
humant	VER:ppre	humer
et	KON	et
dans	PRP	dans
,	PUN	,
Sa	DET:POS	son
écoutant	VER:ppre	écouter
aux	PRP:det	au
pied	NOM	pied
se	PRO:PER	se
tourbières	NOM	tourbier|tourbière
eau	NOM	eau
joubarbe	NOM	joubarbe
.	SENT	.
de	PRP	de
,	PUN	,
des	PRP:det	du
joie	NOM	joie
poussait	VER:impf	pousser
de	PRP	de
grande	ADJ	grand
un	DET:ART	un
jusqu'	PRP	jusque
hameau	NOM	hameau
de	PRP	de
planté	VER:pper	planter
l'	DET:ART	le
frais	ADJ	frais
bruit	NOM	bruit
,	PUN	,
mousse	NOM	mousse
le	DET:ART	le
de	PRP	de
au	PRP:det	au
il	PRO:PER	il
était	VER:impf	être
<SEG>
Provins	NAM	provins
immense	ADJ	immense
dans	PRP	dans
l'	DET:ART	le
la	DET:ART	le
.	SENT	.
de	PRP	de
dorée	VER:pper	dorer
un	DET:ART	un
,	PUN	,
s'	PRO:PER	se
de	PRP	de
horizon	NOM	horizon
,	PUN	,
fermé	VER:pper	fermer
églises	NOM	église
Seine	NAM	seine
la	DET:ART	le
vue	NOM	vue
sous	PRP	sous
haut	ADV	haut
,	PUN	,
avec	PRP	avec
de	PRP	de
le	DET:ART	le
confondant	VER:ppre	confondre
tout	ADV	tout
d'	PRP	de
les	DET:ART	le
l'	DET:ART	le
soleil	NOM	soleil
air	NOM	air
au	PRP:det	au
lisait	VER:impf	lire|liser
semblaient	VER:impf	sembler
fuyant	VER:ppre	fuir
au	PRP:det	au
où	PRO:REL	où
il	PRO:PER	il
ou	KON	ou
la	DET:ART	le
à	PRP	à
était	VER:impf	être
par	PRP	par
nuit	NOM	nuit
,	PUN	,
l'	DET:ART	le
bleu	NOM	bleu
,	PUN	,
se	PRO:PER	se
côtes	NOM	côte
et	KON	et
,	PUN	,
,	PUN	,
d'	PRP	de
la	DET:ART	le
lui	PRO:PER	lui
vallée	NOM	vallée
<EOS>	<EOS>	<EOS>
à	PRP	à
qui	PRO:REL	qui
,	PUN	,
;	PUN	;
à	PRP	à
à	PRP	à
et	KON	et
;	PUN	;
du	PRP:det	du
<EOS>	<EOS>	<EOS>
,	PUN	,
vent	NOM	vent
jusqu'	PRP	jusque
trembler	VER:infi	trembler
balayées	VER:pper	balayer
de	PRP	de
et	KON	et
en	PRP	en
rêvait	VER:impf	rêver
Il	PRO:PER	il
Là	ADV	là
tour	NOM	tour
avait	VER:impf	avoir
de	PRP	de
abreuvait	VER:impf	abreuver
autre	ADJ	autre
solitude	NOM	solitude
pulvérulence	NOM	pulvérulence
,	PUN	,
.	SENT	.
force	NOM	force
le	DET:ART	le
côté	NOM	côté
ciel	NOM	ciel
l'	DET:ART	le
les	DET:ART	le
étendue	NOM	étendue
la	DET:ART	le
loin	ADV	loin
perte	NOM	perte
de	PRP	de
<SEG>
ils	PRO:PER	il
paraissait	VER:impf	paraître
point	ADV	point
avenir	NOM	avenir
maison	NOM	maison
de	PRP	de
ne	ADV	ne
métier	NOM	métier
retors	ADJ	retors
,	PUN	,
que	KON	que
comme	KON	comme
par	PRP	par
âmes	NOM	âme
Après	PRP	après
plus	ADV	plus
,	PUN	,
esprit	NOM	esprit
;	PUN	;
revenait	VER:impf	revenir
<EOS>	<EOS>	<EOS>
habitués	VER:pper	habituer
,	PUN	,
ne	ADV	ne
chaque	PRO:IND	chaque
plus	ADV	plus
;	PUN	;
,	PUN	,
leur	PRO:PER	lui
sur	PRP	sur
perspicaces	ADJ	perspicace
jamais	ADV	jamais
comprirent	VER:simp	comprendre
cette	PRO:DEM	ce
contribuerait	VER:cond	contribuer
sonder	VER:infi	sonder
son	DET:POS	son
et	KON	et
sa	DET:POS	son
riche	ADJ	riche
intelligence	NOM	intelligence
.	SENT	.
ils	PRO:PER	il
de	PRP	de
de	PRP	de
profond	ADJ	profond
concentra	VER:simp	concentrer
son	DET:POS	son
ses	DET:POS	son
gloire	NOM	gloire
échappaient	VER:impf	échapper
et	KON	et
éveillée	VER:pper	éveiller
,	PUN	,
leur	DET:POS	leur
ces	PRO:DEM	ce
,	PUN	,
des	PRP:det	du
idées	NOM	idée
encore	ADV	encore
dupes	NOM	dupe
leur	DET:POS	leur
réfléchi	VER:pper	réfléchir
et	KON	et
;	PUN	;
maîtres	NOM	maître
la	DET:ART	le
se	PRO:PER	se
ne	ADV	ne
méditer	VER:infi	méditer
de	PRP	de
élève	NOM	élève
et	KON	et
têtu	ADJ	têtu
jusqu'	PRP	jusque
désintéresser	VER:infi	désintéresser
changements	NOM	changement
vacance	NOM	vacance
les	DET:ART	le
indécises	ADJ	indécis
mêmes	ADJ	même
pensées	NOM	pensée
ses	DET:POS	son
à	PRP	à
et	KON	et
chez	PRP	chez
était	VER:impf	être
les	DET:ART	le
furent	VER:simp	être
plus	ADV	plus
famille	NOM	famille
mais	KON	mais
mûrirent	VER:simp	mûrir
pas	ADV	pas
au	PRP:det	au
indocile	ADJ	indocile
il	PRO:PER	il
cet	PRO:DEM	ce
se	PRO:PER	se
à	PRP	à
<SEG>
volontiers	ADV	volontiers
Il	PRO:PER	il
il	PRO:PER	il
sur	PRP	sur
bien	ADV	bien
Ordres	NOM	ordre
leurs	DET:POS	leur
pas	ADV	pas
,	PUN	,
laissèrent	VER:simp	laisser
prudence	NOM	prudence
malgré	PRP	malgré
qu'	KON	que
par	PRP	par
indépendant	ADJ	indépendant
subtilités	NOM	subtilité
demeurait	VER:impf	demeurer
et	KON	et
leurs	DET:POS	leur
même	ADV	même
ils	PRO:PER	il
des	PRP:det	du
écoles	NOM	école
arguties	NOM	argutie
ressort	NOM	ressort
profitables	ADJ	profitable
,	PUN	,
inconnu	NOM	inconnu
esprit	NOM	esprit
ne	ADV	ne
dernier	ADJ	dernier
diriger	VER:infi	diriger
qui	PRO:REL	qui
à	PRP	à
carrières	NOM	carrière
pas	ADV	pas
voulant	VER:ppre	vouloir
ils	PRO:PER	il
pions	NOM	pion
en	PRP	en
autres	ADJ	autre
,	PUN	,
le	PRO:PER	le
sollicitaient	VER:impf	solliciter
le	PRO:PER	le
qui	PRO:REL	qui
,	PUN	,
aussitôt	ADV	aussitôt
toutes	PRO:IND	tout
des	PRP:det	du
négliger	VER:infi	négliger
plaisaient	VER:impf	plaire
discutât	VER:subi	discuter
par	PRP	par
sur	PRP	sur
aux	PRP:det	au
peur	NOM	peur
renoncèrent	VER:simp	renoncer
par	PRP	par
à	PRP	à
les	DET:ART	le
s'	PRO:PER	se
laïques	ADJ	laïque
le	PRO:PER	le
;	PUN	;
tracasseries	NOM	tracasserie
aux	PRP:det	au
