compliquée	VER:pper	compliquer
d'	PRP	de
souvenirs	NOM	souvenir
cette	PRO:DEM	ce
Sans	PRP	sans
elle	PRO:PER	elle
raison	NOM	raison
insistait	VER:impf	insister
ces	PRO:DEM	ce
d'	PRP	de
cinq	NUM	cinq
cette	PRO:DEM	ce
trop	ADV	trop
elle	PRO:PER	elle
de	PRP	de
Ce	PRO:DEM	ce
m'	PRO:PER	me
,	PUN	,
détermination	NOM	détermination
celle	PRO:DEM	celui
nouvelle	ADJ	nouveau
qui	PRO:REL	qui
différente	ADJ	différent
,	PUN	,
.	SENT	.
et	KON	et
montrant	VER:ppre	montrer
<EOS>	<EOS>	<EOS>
précis	ADJ	précis
préparé	VER:pper	préparer
de	PRP	de
nos	DET:POS	notre
pour	PRP	pour
une	DET:ART	un
pour	PRP	pour
sa	DET:POS	son
réponse	NOM	réponse
carrière	NOM	carrière
pour	PRP	pour
deux	NUM	deux
été	VER:pper	être
son	DET:POS	son
marquant	VER:ppre	marquer
trait	NOM	trait
mois	NOM	moi|mois
là-dessus	ADV	là-dessus
amour	NOM	amour
.	SENT	.
qu'	PRO:REL	que
et	KON	et
avaient	VER:impf	avoir
rappelait	VER:impf	rappeler
nous	PRO:PER	nous
fut	VER:simp	être
se	PRO:PER	se
étais	VER:impf	être
laquelle	PRO:REL	lequel
ce	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
la	DET:ART	le
était	VER:impf	être
commençai	VER:simp	commencer
pour	PRP	pour
d'	PRP	de
qui	PRO:REL	qui
un	DET:ART	un
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
.	SENT	.
père	NOM	père
était	VER:impf	être
dans	PRP	dans
surtout	ADV	surtout
sans	PRP	sans
doute	NOM	doute
vie	NOM	vie
si	KON	si
je	PRO:PER	je
je	PRO:PER	je
pour	KON	pour
que	PRO:REL	que
Et	KON	et
de	PRP	de
des	PRP:det	du
souci	NOM	souci
tristesse	NOM	tristesse
relations	NOM	relation
militaire	ADJ	militaire
assurait	VER:impf	assurer
finie	VER:pper	finir
donc	ADV	donc
heureuse	ADJ	heureux
continuité	NOM	continuité
sur	PRP	sur
jamais	ADV	jamais
de	PRP	de
sans	PRP	sans
ma	DET:POS	mon
trop	ADV	trop
<SEG>
,	PUN	,
,	PUN	,
je	PRO:PER	je
heures	NOM	heure
approcherais	VER:cond	approcher
;	PUN	;
et	KON	et
abandonnais	VER:impf	abandonner
moi	PRO:PER	moi
,	PUN	,
de	PRP	de
je	PRO:PER	je
pour	PRP	pour
dans	PRP	dans
m'	PRO:PER	me
étais	VER:impf	être
du	PRP:det	du
me	PRO:PER	me
peut-être	ADV	peut-être
j'	PRO:PER	je
était	VER:impf	être
force	NOM	force
pourrais	VER:cond	pouvoir
pas	ADV	pas
sur	PRP	sur
saisir	VER:infi	saisir
ne	ADV	ne
pas	ADV	pas
un	DET:ART	un
et	KON	et
:	PUN	:
Espagne	NAM	espagne
était	VER:impf	être
dans	PRP	dans
port	NOM	port
,	PUN	,
amitiés	NOM	amitié
j'	PRO:PER	je
en	PRP	en
qui	PRO:REL	qui
courage	NOM	courage
main	NOM	main
abattu	VER:pper	abattre
j'	PRO:PER	je
,	PUN	,
jour	NOM	jour
des	PRP:det	du
je	PRO:PER	je
si	KON	si
;	PUN	;
.	SENT	.
englouti	VER:pper	engloutir
prendrait	VER:cond	prendre
espérance	NOM	espérance
me	PRO:PER	me
la	DET:ART	le
qui	PRO:REL	qui
et	KON	et
habitudes	NOM	habitude
s'	PRO:PER	se
mes	DET:POS	mon
dur	ADJ	dur
bâtis	VER:pper	bâtir
me	PRO:PER	me
le	DET:ART	le
n'	ADV	ne
corps	NOM	corps
de	PRP	de
étaient	VER:impf	être
ne	ADV	ne
,	PUN	,
ce	PRO:DEM	ce
donner	VER:infi	donner
aucun	PRO:IND	aucun
Mais	KON	mais
restait	VER:impf	rester
enfin	ADV	enfin
avais	VER:impf	avoir
la	DET:ART	le
châteaux	NOM	château
et	KON	et
cruel	ADJ	cruel
si	KON	si
<EOS>	<EOS>	<EOS>
mes	DET:POS	mon
désastre	NOM	désastre
guider	VER:infi	guider
mes	DET:POS	mon
ambitieuse	ADJ	ambitieux
brisées	VER:pper	briser
une	DET:ART	un
un	DET:ART	un
avais	VER:impf	avoir
persévérant	ADJ	persévérant
cela	PRO:DEM	cela
lutter	VER:infi	lutter
autrefois	ADV	autrefois
rêverie	NOM	rêverie
;	PUN	;
que	PRO:REL	que
<SEG>
Bédarrides	NAM	bédarrides
dans	PRP	dans
devant	PRP	devant
Aussi	ADV	aussi
n'	ADV	ne
se	PRO:PER	se
quelques	PRO:IND	quelque
montraient	VER:impf	montrer
la	DET:ART	le
,	PUN	,
elle	PRO:PER	elle
sur	PRP	sur
impossible	ADJ	impossible
y	PRO:PER	y
la	DET:ART	le
nuit	NOM	nuit
la	DET:ART	le
,	PUN	,
elle	PRO:PER	elle
Les	DET:ART	le
à	PRP	à
femme	NOM	femme
l'	DET:ART	le
moi	PRO:PER	moi
répondre	VER:infi	répondre
déjà	ADV	déjà
était	VER:impf	être
certaines	PRO:IND	certain
avait	VER:impf	avoir
<EOS>	<EOS>	<EOS>
pas	ADV	pas
madame	NOM	madame
la	DET:ART	le
fut-il	NOM	fut-il
d'	PRP	de
arrivée	NOM	arrivé|arrivée
,	PUN	,
de	PRP	de
longue	ADJ	longue
mon	DET:POS	mon
d'	PRP	de
tous	PRO:IND	tout
étoile	NOM	étoile
et	KON	et
propositions	NOM	proposition
immense	ADJ	immense
.	SENT	.
à	PRP	à
Marius	NAM	marius
mots	NOM	mot
,	PUN	,
sens	NOM	sens
distance	NOM	distance
je	PRO:PER	je
Marseille	NAM	marseille
sur	PRP	sur
avais	VER:impf	avoir
seraient	VER:cond	être
qu'	PRO:REL	que
deux	NUM	deux
.	SENT	.
vers	PRP	vers
mer	NOM	mer
Bédarrides	ADJ	bédarrides
,	PUN	,
les	DET:ART	le
;	PUN	;
importe	VER:pres	importer
désirait	VER:impf	désirer
dans	PRP	dans
j'	PRO:PER	je
étais	VER:impf	être
me	PRO:PER	me
frères	NOM	frère
tendait	VER:impf	tendre
Clotilde	NAM	clotilde
;	PUN	;
,	PUN	,
qu'	PRO:REL	que
se	PRO:PER	se
une	DET:ART	un
yeux	NOM	œil
dont	PRO:REL	dont
les	DET:ART	le
grandes	ADJ	grand
;	PUN	;
radieuse	ADJ	radieux
perdu	VER:pper	perdre
revint	VER:simp	revenir
quand	KON	quand
touché	VER:pper	toucher
les	DET:ART	le
m'	PRO:PER	me
aîné	NOM	aîné
,	PUN	,
fatigues	NOM	fatigue
une	DET:ART	un
noire	ADJ	noir
le	DET:ART	le
<EOS>	<EOS>	<EOS>
<SEG>
me	PRO:PER	me
les	DET:ART	le
servir	VER:infi	servir
,	PUN	,
sorte	NOM	sorte
que	PRO:REL	que
.	SENT	.
traitaient	VER:impf	traiter
lui	PRO:PER	lui
Nous	PRO:PER	nous
de	PRP	de
,	PUN	,
qu'	KON	que
pour	PRP	pour
faire	VER:infi	faire
payer	VER:infi	payer
ne	ADV	ne
fils	NOM	fil|fils
ingéniaient	VER:impf	ingénier
--	PUN	--
ils	PRO:PER	il
est	VER:pres	être
aurions	VER:cond	avoir
avais	VER:impf	avoir
comme	ADV	comme
que	PRO:REL	que
pas	ADV	pas
de	PRP	de
lettre	NOM	lettre
chose	NOM	chose
argent	NOM	argent
et	KON	et
à	PRP	à
toujours	ADV	toujours
exquise	ADJ	exquis
à	PRP	à
.	SENT	.
j'	PRO:PER	je
tant	ADV	tant
d'	PRP	de
.	SENT	.
à	PRP	à
délicatesse	NOM	délicatesse
me	PRO:PER	me
nous	PRO:PER	nous
que	PRO:REL	que
s'	PRO:PER	se
,	PUN	,
il	PRO:PER	il
été	VER:pper	être
n'	ADV	ne
<EOS>	<EOS>	<EOS>
nos	DET:POS	notre
dettes	NOM	dette
--	PUN	--
quelque	PRO:IND	quelque
attentions	NOM	attention
une	DET:ART	un
devons	VER:pres	devoir
aimons	VER:pres	aimer
c'	PRO:DEM	ce
ce	PRO:DEM	ce
père	NOM	père
me	PRO:PER	me
d'	PRP	de
<EOS>	<EOS>	<EOS>
à	PRP	à
être	VER:infi	être
moi	PRO:PER	moi
était	VER:impf	être
votre	DET:POS	votre
d'	PRP	de
,	PUN	,
n'	ADV	ne
;	PUN	;
pour	PRP	pour
gens	NOM	gens
nous	PRO:PER	nous
disaient	VER:impf	dire
voulu	VER:pper	vouloir
sommes	VER:pres	sommer|être
-ils	PRO:PER	il
prévenances	NOM	prévenance
si	KON	si
ont	VER:pres	avoir
ils	PRO:PER	il
cœur	NOM	cœur
Avec	PRP	avec
,	PUN	,
Capital	ADJ	capital
la	DET:ART	le
bonté	NOM	bonté
leur	DET:POS	leur
et	KON	et
<EOS>	<EOS>	<EOS>
nous	PRO:PER	nous
et	KON	et
ils	PRO:PER	il
et	KON	et
témoignassent	VER:subi	témoigner
<SEG>
--	PUN	--
jeune	ADJ	jeune
à	PRP	à
dans	PRP	dans
quatorze	NUM	quatorze
journée	NOM	journée
,	PUN	,
être	VER:infi	être
il	PRO:PER	il
à	PRP	à
suivi	VER:pper	suivre
on	PRO:PER	on
été	VER:pper	être
des	PRP:det	du
.	SENT	.
ans	NOM	an
intérêts	NOM	intérêt
<EOS>	<EOS>	<EOS>
et	KON	et
fusse	VER:subi	être
sa	DET:POS	son
invité	VER:pper	inviter
Comme	ADV	comme
<EOS>	<EOS>	<EOS>
avais	VER:impf	avoir
quinze	NUM	quinze
c'	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
la	DET:ART	le
,	PUN	,
me	PRO:PER	me
à	PRP	à
passer	VER:infi	passer
les	DET:ART	le
dit	VER:pres	dire
avais	VER:impf	avoir
grand	ADJ	grand
<EOS>	<EOS>	<EOS>
.	SENT	.
de	PRP	de
Marius	NAM	marius
plaça	VER:simp	placer
je	PRO:PER	je
est-à-dire	ADV	est-à-dire
me	PRO:PER	me
de	PRP	de
cousine	NOM	cousin
que	KON	que
dimanche	NOM	dimanche
table	NOM	table
la	DET:ART	le
.	SENT	.
,	PUN	,
que	KON	que
mon	DET:POS	mon
d'	PRP	de
Et	KON	et
y	PRO:PER	y
pu	VER:pper	pouvoir
n'	ADV	ne
si	KON	si
,	PUN	,
j'	PRO:PER	je
.	SENT	.
à	PRP	à
,	PUN	,
Le	DET:ART	le
qui	PRO:REL	qui
bureaux	NOM	bureau
disposé	VER:pper	disposer
et	KON	et
une	DET:ART	un
dans	PRP	dans
tous	PRO:IND	tout
la	DET:ART	le
à	PRP	à
les	DET:ART	le
avait	VER:impf	avoir
dimanches	NOM	dimanche
,	PUN	,
je	PRO:PER	je
dîner	NOM	dîner
intérêts	NOM	intérêt
refuser	VER:infi	refuser
avait	VER:impf	avoir
côté	NOM	côté
monde	NOM	monde
intérêts	NOM	intérêt
à	PRP	à
entrée	NOM	entrée
nièce	NOM	nièce
,	PUN	,
et	KON	et
paraître	VER:infi	paraître
villa	NOM	villa
fille	NOM	fille
venir	VER:infi	venir
peu	ADV	peu
le	DET:ART	le
MM	NOM	messieurs
<SEG>
table	NOM	table
des	PRP:det	du
de	PRP	de
<EOS>	<EOS>	<EOS>
jeune	ADJ	jeune
fille	NOM	fille
dame	NOM	dame
la	DET:ART	le
à	PRP	à
Noël	NAM	noël
votre	DET:POS	votre
à	PRP	à
--	PUN	--
ou	KON	ou
seuls	ADJ	seul
,	PUN	,
son	DET:POS	son
appela	VER:simp	appeler
.	SENT	.
nous	PRO:PER	nous
ma	DET:POS	mon
jeune	ADJ	jeune
fut	VER:simp	être
,	PUN	,
était	VER:impf	être
je	PRO:PER	je
pas	ADV	pas
me	PRO:PER	me
Lorsqu'	KON	lorsque
trouvâmes	VER:simp	trouver
petit	ADJ	petit
gauche	ADJ	gauche
cette	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
Bédarrides	NOM	bédarrides
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
que	KON	que
ne	ADV	ne
grosse	ADJ	gros
ailleurs	ADV	ailleurs
<EOS>	<EOS>	<EOS>
fêtes	NOM	fête
d'	PRP	de
fille	NOM	fille
dans	PRP	dans
<EOS>	<EOS>	<EOS>
dit-elle	NOM	dit-elle
attention	NOM	attention
pensez	VER:pres	penser
pensionnaire	NOM	pensionnaire
à	PRP	à
.	SENT	.
,	PUN	,
--	PUN	--
m'	PRO:PER	me
on	PRO:PER	on
comme	ADV	comme
étant	VER:ppre	être
droite	NOM	droit|droite
occasion	NOM	occasion
avais	VER:impf	avoir
?	SENT	?
Que	PRO:REL	que
couvent	NOM	couvent
,	PUN	,
fis	VER:simp	faire
salon	NOM	salon
sorti	VER:pper	sortir
.	SENT	.
nous	PRO:PER	nous
qu'	PRO:REL	que
<EOS>	<EOS>	<EOS>
une	DET:ART	un
de	PRP	de
que	PRO:REL	que
de	PRP	de
madame	NOM	madame
ce	PRO:DEM	ce
elle	PRO:PER	elle
.	SENT	.
La	DET:ART	le
à	PRP	à
-vous	PRO:PER	vous
était	VER:impf	être
où	PRO:REL	où
sortie	NOM	sortie
,	PUN	,
un	DET:ART	un
voisine	NOM	voisin
j'	PRO:PER	je
--	PUN	--
grande	ADJ	grand
qui	PRO:REL	qui
,	PUN	,
traitai	VER:simp	traiter
l'	DET:ART	le
de	PRP	de
Bédarrides	NAM	bédarrides
?	SENT	?
<SEG>
jolie	ADJ	joli
cet	PRO:DEM	ce
nièce	NOM	nièce
sera	VER:futu	être
c'	PRO:DEM	ce
vous	PRO:PER	vous
conversations	NOM	conversation
je	PRO:PER	je
la	DET:ART	le
aucune	PRO:IND	aucun
défiance	NOM	défiance
fille	NOM	fille
nos	DET:POS	notre
elle	PRO:PER	elle
,	PUN	,
est	VER:pres	être
elle	PRO:PER	elle
et	KON	et
--	PUN	--
avais	VER:impf	avoir
ou	KON	ou
J'	PRO:PER	je
trois	NUM	trois
.	SENT	.
est	VER:pres	être
notre	DET:POS	notre
deux	NUM	deux
;	PUN	;
ma	DET:POS	mon
conduire	VER:infi	conduire
me	PRO:PER	me
reprise	NOM	reprise
elle	PRO:PER	elle
très	ADV	très
et	KON	et
mon	DET:POS	mon
petite	ADJ	petit
voulait	VER:impf	vouloir
mais	KON	mais
ans	NOM	an
entretien	NOM	entretien
<EOS>	<EOS>	<EOS>
pas	NOM	pas
fille	NOM	fille
La	DET:ART	le
:	PUN	:
.	SENT	.
mot	NOM	mot
Elle	PRO:PER	elle
m'	PRO:PER	me
but	NOM	but
madame	NOM	madame
savez	VER:pres	savoir
héritière	NOM	héritier
le	DET:ART	le
-ce	PRO:DEM	ce
qu'	KON	que
;	PUN	;
qui	PRO:REL	qui
abordé	VER:pper	aborder
attention	NOM	attention
charmante	ADJ	charmant
<EOS>	<EOS>	<EOS>
de	PRP	de
est	VER:pres	être
sera	VER:futu	être
de	PRP	de
<EOS>	<EOS>	<EOS>
--	PUN	--
;	PUN	;
une	DET:ART	un
et	KON	et
héritière	NOM	héritier
Bédarrides	ADJ	bédarrides
?	SENT	?
N'	ADV	ne
dans	PRP	dans
avec	PRP	avec
et	KON	et
qu'	KON	que
autrefois	ADV	autrefois
.	SENT	.
me	PRO:PER	me
sans	PRP	sans
l'	DET:ART	le
était	VER:impf	être
--	PUN	--
où	PRO:REL	où
<EOS>	<EOS>	<EOS>
beau-frère	NOM	beau-frère
méritera	VER:futu	mériter
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
Je	PRO:PER	je
éclaira	VER:simp	éclairer
.	SENT	.
montra	VER:simp	montrer
crois	VER:pres	croire
Marius	NAM	marius
d'	PRP	de
<SEG>
et	KON	et
vous	PRO:PER	vous
deviendrait	VER:cond	devenir
par	PRP	par
appuyé	VER:pper	appuyer
pourquoi	ADV	pourquoi
la	DET:ART	le
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
aux	PRP:det	au
<EOS>	<EOS>	<EOS>
cet	PRO:DEM	ce
en	PRP	en
--	PUN	--
ne	ADV	ne
pas	ADV	pas
,	PUN	,
.	SENT	.
nous	PRO:PER	nous
<EOS>	<EOS>	<EOS>
savons	VER:pres	savoir
ai	VER:pres	avoir
qu'	KON	que
sensibles	ADJ	sensible
croire	VER:infi	croire
estimer	VER:infi	estimer
?	SENT	?
.	SENT	.
<EOS>	<EOS>	<EOS>
pour	PRP	pour
ne	ADV	ne
sommes	VER:pres	sommer|être
marier	VER:infi	marier
reconnaître	VER:infi	reconnaître
elle	PRO:PER	elle
cela	PRO:DEM	cela
mariage	NOM	mariage
Moi	PRO:PER	moi
que	KON	que
que	PRO:REL	que
?	SENT	?
pas	ADV	pas
pas	ADV	pas
étonnement	NOM	étonnement
--	PUN	--
--	PUN	--
;	PUN	;
notre	DET:POS	notre
nous	PRO:PER	nous
vous	PRO:PER	vous
Et	KON	et
demander	VER:infi	demander
,	PUN	,
de	PRP	de
millions	NOM	million
Je	PRO:PER	je
Pourquoi	ADV	pourquoi
autres	ADJ	autre
en	PRO:PER	en
faut	VER:pres	falloir
C'	PRO:DEM	ce
.	SENT	.
je	PRO:PER	je
un	DET:ART	un
de	PRP	de
<EOS>	<EOS>	<EOS>
femme	NOM	femme
?	SENT	?
en	PRO:PER	en
est	VER:pres	être
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
famille	NOM	famille
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
Il	PRO:PER	il
vois	VER:pres	voir
Ainsi	ADV	ainsi
seuls	ADJ	seul
depuis	PRP	depuis
je	PRO:PER	je
que	KON	que
faudra	VER:futu	falloir
projet	NOM	projet
quelques	PRO:IND	quelque
.	SENT	.
crois	VER:pres	croire
d'	PRP	de
avantages	NOM	avantage
madame	NOM	madame
ne	ADV	ne
la	PRO:PER	la
est	VER:pres	être
pourquoi	ADV	pourquoi
votre	DET:POS	votre
caresse	VER:pres	caresser
longtemps	ADV	longtemps
fortune	NOM	fortune
dans	PRP	dans
sentir	VER:infi	sentir
<SEG>
l'	PRO:PER	la|le
<EOS>	<EOS>	<EOS>
ne	ADV	ne
qu'	KON	que
étaient	VER:impf	être
qu'	KON	que
point	ADV	point
connaître	VER:infi	connaître
le	PRO:PER	le
elle	PRO:PER	elle
venir	VER:infi	venir
et	KON	et
,	PUN	,
arrivée	NOM	arrivé|arrivée
avenir	NOM	avenir
alors	ADV	alors
la	PRO:PER	la
étiez	VER:impf	être
était	VER:impf	être
ne	ADV	ne
temps	NOM	temps
aujourd'hui	ADV	aujourd'hui
<EOS>	<EOS>	<EOS>
est	VER:pres	être
son	DET:POS	son
avez	VER:pres	avoir
qu'	PRO:REL	que
faire	VER:infi	faire
mon	DET:POS	mon
aviez	VER:impf	avoir
avait	VER:impf	avoir
vous	PRO:PER	vous
si	KON	si
devant	PRP	devant
lors	ADV	lors
c'	PRO:DEM	ce
alors	ADV	alors
et	KON	et
vous	PRO:PER	vous
officier	VER:infi	officier
les	DET:ART	le
<EOS>	<EOS>	<EOS>
--	PUN	--
moment	NOM	moment
,	PUN	,
que	KON	que
.	SENT	.
urgence	NOM	urgence
bel	ADJ	beau
de	PRP	de
;	PUN	;
Marseille	NAM	marseille
;	PUN	;
.	SENT	.
point	ADV	point
je	PRO:PER	je
plus	ADV	plus
et	KON	et
couvent	NOM	couvent
ne	ADV	ne
ai	VER:pres	avoir
à	PRP	à
plus	ADV	plus
.	SENT	.
êtes	VER:pres	être
.	SENT	.
avez	VER:pres	avoir
il	PRO:PER	il
à	PRP	à
vous	PRO:PER	vous
Mais	KON	mais
doute	NOM	doute
aujourd'hui	ADV	aujourd'hui
projet	NOM	projet
,	PUN	,
n'	ADV	ne
vous	PRO:PER	vous
plus	ADV	plus
Sans	PRP	sans
à	PRP	à
un	DET:ART	un
repoussé	VER:pper	repousser
n'	ADV	ne
reprends	VER:pres	reprendre
fait	VER:pres	faire
Vous	PRO:PER	vous
à	PRP	à
vous	PRO:PER	vous
parlé	VER:pper	parler
Je	PRO:PER	je
--	PUN	--
ce	PRO:DEM	ce
vous	PRO:PER	vous
Berthe	NAM	berthe
y	PRO:PER	y
<EOS>	<EOS>	<EOS>
votre	DET:POS	votre
sont	VER:pres	être
ce	PRO:DEM	ce
ils	PRO:PER	il
<SEG>
pas	ADV	pas
était	VER:impf	être
dans	PRP	dans
ce	PRO:DEM	ce
et	KON	et
quand	KON	quand
et	KON	et
grade	NOM	grade
les	DET:ART	le
commis	NOM	commis
à	PRP	à
--	PUN	--
maintenant	ADV	maintenant
petits	ADJ	petit
a	VER:pres	avoir
le	DET:ART	le
de	PRP	de
fait	VER:pper	faire
votre	DET:POS	votre
<EOS>	<EOS>	<EOS>
vous	PRO:PER	vous
notre	DET:POS	notre
on	PRO:PER	on
que	KON	que
Mon	DET:POS	mon
est	VER:pres	être
.	SENT	.
nous	PRO:PER	nous
avez	VER:pres	avoir
êtes	VER:pres	être
<EOS>	<EOS>	<EOS>
commis	NOM	commis
votre	DET:POS	votre
voici	ADV	voici
ce	PRO:DEM	ce
attachées	VER:pper	attacher
mari	NOM	mari
