mystérieuse	ADJ	mystérieux
tout	PRO:IND	tout
ni	KON	ni
avec	PRP	avec
le	DET:ART	le
avec	PRP	avec
les	DET:ART	le
haines	NOM	haine
.	SENT	.
commencer	VER:infi	commencer
comprendre	VER:infi	comprendre
affection	NOM	affection
jouissances	NOM	jouissance
,	PUN	,
de	PRP	de
ni	KON	ni
Libre	ADJ	libre
qu'	KON	que
vie	NOM	vie
pour	PRP	pour
et	KON	et
Aimard	NAM	aimard
pas	ADV	pas
<SEG>
des	PRP:det	du
pleine	ADJ	plein
bien	ADV	bien
;	PUN	;
Cordillères	NAM	cordillères
profondeurs	NOM	profondeur
travers	NOM	travers
écoulées	VER:pper	écouler
s'	PRO:PER	se
penser	VER:infi	penser
,	PUN	,
à	PRP	à
,	PUN	,
errantes	ADJ	errant
fatigue	NOM	fatigue
un	DET:ART	un
ou	KON	ou
du	PRP:det	du
on	PRO:PER	on
à	PRP	à
désert	NOM	désert
si	ADV	si
les	DET:ART	le
à	PRP	à
milieu	NOM	milieu
Nouveau-Monde	NAM	nouveau-monde
est	VER:pres	être
forêts	NOM	forêt
et	KON	et
l'	DET:ART	le
,	PUN	,
;	PUN	;
dans	PRP	dans
.	SENT	.
,	PUN	,
désert	NOM	désert
les	DET:ART	le
;	PUN	;
ses	DET:POS	son
idées	NOM	idée
les	DET:ART	le
le	DET:ART	le
vierges	ADJ	vierge
les	DET:ART	le
franchissant	VER:ppre	franchir
rude	ADJ	rude
se	PRO:PER	se
main	NOM	main
suite	NOM	suite
,	PUN	,
gravissant	VER:ppre	gravir
chemin	NOM	chemin
faite	VER:pper	faire
;	PUN	;
deux	NUM	deux
au	PRP:det	au
combattant	VER:ppre	combattre
renouveler	VER:infi	renouveler
la	DET:ART	le
si	ADV	si
d'	PRP	de
et	KON	et
mystérieuses	ADJ	mystérieux
Cette	PRO:DEM	ce
Indiens	NOM	indien
frayant	VER:ppre	frayer|frayer
tribus	NOM	tribu
Amériques	NOM	amériques
des	PRP:det	du
vie	NOM	vie
plus	ADV	plus
leur	DET:POS	leur
sondant	VER:ppre	sonder
pour	PRP	pour
incommensurables	ADJ	incommensurable
élargissent	VER:pres	élargir
la	DET:ART	le
,	PUN	,
habitue	VER:pres	habituer
homme	NOM	homme
à	PRP	à
les	DET:ART	le
chassant	VER:ppre	chasser
distances	NOM	distance
pêchant	VER:ppre	pêcher
des	PRP:det	du
,	PUN	,
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
avec	PRP	avec
cimes	NOM	cime
hache	NOM	hache
,	PUN	,
escarpées	ADJ	escarpé
et	KON	et
du	PRP:det	du
indomptées	ADJ	indompté
,	PUN	,
de	PRP	de
plus	ADV	plus
<SEG>
la	DET:ART	le
,	PUN	,
nomade	NOM	nomade
imposée	VER:pper	imposer
<EOS>	<EOS>	<EOS>
sur	PRP	sur
celle	PRO:DEM	celui
monté	VER:pper	monter
la	DET:ART	le
aussi	ADV	aussi
pistolets	NOM	pistolet
ses	DET:POS	son
à	PRP	à
abnégation	NOM	abnégation
à	PRP	à
d'	PRP	de
Dieu	NOM	dieu
devant	NOM	devant
Dieu	NOM	dieu
meilleur	ADJ	meilleur
dans	PRP	dans
toute	PRO:IND	tout
loi	NOM	loi
le	DET:ART	le
,	PUN	,
a	VER:pres	avoir
cheval	NOM	cheval
reconnaissant	VER:ppre	reconnaître
indomptable	ADJ	indomptable
sur	PRP	sur
sorte	NOM	sorte
et	KON	et
lasso	NOM	lasso
,	PUN	,
des	PRP:det	du
<EOS>	<EOS>	<EOS>
maître	NOM	maître
son	DET:POS	son
rend	VER:pres	rendre
que	KON	que
bois	NOM	bois
vie	NOM	vie
ceinture	NOM	ceinture
vous	PRO:PER	vous
que	KON	que
son	DET:POS	son
.	SENT	.
à	PRP	à
d'	PRP	de
fusil	NOM	fusil
croire	VER:infi	croire
de	PRP	de
arçons	NOM	arçon
autre	ADJ	autre
son	DET:POS	son
,	PUN	,
existence	NOM	existence
!	SENT	!
La	DET:ART	le
,	PUN	,
aux	PRP:det	au
fait	VER:pres	faire
du	PRP:det	du
botte	NOM	botte
dévouement	NOM	dévouement
que	KON	que
que	KON	que
la	DET:ART	le
travail	NOM	travail
sur	PRP	sur
l'	DET:ART	le
-même	ADJ	même
et	KON	et
sa	DET:POS	son
,	PUN	,
comprendre	VER:infi	comprendre
d'	PRP	de
caprice	NOM	caprice
,	PUN	,
libre	ADJ	libre
lui	PRO:PER	lui
que	KON	que
mission	NOM	mission
autre	ADJ	autre
<EOS>	<EOS>	<EOS>
vous	PRO:PER	vous
de	PRP	de
d'	PRP	de
.	SENT	.
de	PRP	de
Quelle	PRO:REL	quel
et	KON	et
couteau	NOM	couteau
entraves	NOM	entrave
Ne	ADV	ne
un	DET:ART	un
terre	NOM	terre
,	PUN	,
son	DET:POS	son
homme	NOM	homme
<SEG>
il	PRO:PER	il
son	DET:POS	son
M	VER:pper	m
sa	DET:POS	son
plume	NOM	plume
soucie	VER:pres	soucier
<EOS>	<EOS>	<EOS>
qu'	PRO:REL	que
Il	PRO:PER	il
en	PRP	en
mais	KON	mais
.	SENT	.
aventureuses	ADJ	aventureux
de	PRP	de
de	PRP	de
où	ADV	où
désert	NOM	désert
et	KON	et
avec	PRP	avec
Dieu	NOM	dieu
<EOS>	<EOS>	<EOS>
.	SENT	.
fiant	VER:ppre	fier
,	PUN	,
il	PRO:PER	il
avant	NOM	avant
lorsqu'	KON	lorsque
et	KON	et
savoir	NOM	savoir
élance	VER:pres	élancer
homme	NOM	homme
se	PRO:PER	se
les	DET:ART	le
a	VER:pres	avoir
pas	ADV	pas
se	PRO:PER	se
courses	NOM	course
passé	NOM	passé
,	PUN	,
a	VER:pres	avoir
.	SENT	.
ne	ADV	ne
ses	DET:POS	son
lettres	NOM	lettre
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
audace	NOM	audace
convaincu	VER:pper	convaincre
,	PUN	,
son	DET:POS	son
,	PUN	,
,	PUN	,
pour	PRP	pour
faire	VER:infi	faire
le	DET:ART	le
ne	ADV	ne
pas	ADV	pas
va	VER:pres	aller
pour	PRP	pour
que	KON	que
à	PRP	à
gaiement	ADV	gaiement
Aimard	NAM	aimard
s'	PRO:PER	se
ne	ADV	ne
ses	DET:POS	son
abandonnera	VER:futu	abandonner
Rentré	VER:pper	rentrer
l'	PRO:PER	la|le
se	PRO:PER	se
son	DET:POS	son
encore	ADV	encore
émouvantes	ADJ	émouvant
Il	PRO:PER	il
de	PRP	de
raconte	VER:pres	raconter
,	PUN	,
courage	NOM	courage
revivre	VER:infi	revivre
pris	VER:pper	prendre
même	ADV	même
monde	NOM	monde
le	DET:ART	le
périls	NOM	péril
sait	VER:pres	savoir
,	PUN	,
se	PRO:PER	se
à	PRP	à
.	SENT	.
selle	NOM	selle
croit	VER:pres	croire
au	PRP:det	au
il	PRO:PER	il
civilisé	VER:pper	civiliser
non	ADV	non
la	DET:ART	le
dans	PRP	dans
,	PUN	,
chasses	NOM	chasse
,	PUN	,
<SEG>
.	SENT	.
perdu	VER:pper	perdre
ouvrage	NOM	ouvrage
peu	ADV	peu
européenne	ADJ	européen
contrées	NOM	contrée
<EOS>	<EOS>	<EOS>
de	PRP	de
il	PRO:PER	il
l'	DET:ART	le
,	PUN	,
malgré	PRP	malgré
que	KON	que
<EOS>	<EOS>	<EOS>
de	PRP	de
lui	PRO:PER	lui
est	VER:pres	être
mais	KON	mais
Dans	PRP	dans
les	DET:ART	le
aspect	NOM	aspect
l'	DET:ART	le
,	PUN	,
la	DET:ART	le
premier	NUM	premier
transformé	VER:pper	transformer
s'	PRO:PER	se
dans	PRP	dans
Grand	NAM	grand
le	DET:ART	le
de	PRP	de
tant	ADV	tant
a	VER:pres	avoir
comment	ADV	comment
Arkansas	NAM	arkansas
,	PUN	,
des	PRP:det	du
s'	PRO:PER	se
ses	DET:POS	son
habitants	NOM	habitant
lui	PRO:PER	lui
puissant	ADJ	puissant
,	PUN	,
sauvages	ADJ	sauvage
conduite	NOM	conduite
aventures	NOM	aventure
à	PRP	à
esquissé	VER:pper	esquisser
,	PUN	,
flot	NOM	flot
emporter	VER:infi	emporter
voulu	VER:pper	vouloir
il	PRO:PER	il
civilisation	NOM	civilisation
de	PRP	de
;	PUN	;
Aucas	NAM	aucas
timidement	ADV	timidement
de	PRP	de
peu	ADV	peu
affrontés	VER:pper	affronter
des	PRP:det	du
laissé	VER:pper	laisser
dans	PRP	dans
n'	ADV	ne
vantée	VER:pper	vanter
des	PRP:det	du
et	KON	et
par	PRP	par
si	ADV	si
,	PUN	,
un	DET:ART	un
désert	NOM	désert
vierges	ADJ	vierge
,	PUN	,
comment	ADV	comment
,	PUN	,
à	PRP	à
au	PRP:det	au
forêts	NOM	forêt
étroite	ADJ	étroit
retracer	VER:infi	retracer
.	SENT	.
cette	PRO:DEM	ce
prairies	NOM	prairie
Trappeurs	NOM	trappeur
enfant	NOM	enfant
souvenirs	NOM	souvenir
Il	PRO:PER	il
était	VER:impf	être
Chef	NAM	chef
les	DET:ART	le
ses	DET:POS	son
avait	VER:impf	avoir
il	PRO:PER	il
quelques-unes	PRO:IND	quelques-uns
,	PUN	,
sous	PRP	sous
ces	PRO:DEM	ce
le	DET:ART	le
<SEG>
<EOS>	<EOS>	<EOS>
héros	NOM	héro|héros
les	PRO:PER	la|le
.	SENT	.
ses	DET:POS	son
,	PUN	,
devenu	VER:pper	devenir
que	KON	que
de	PRP	de
Aujourd'hui	ADV	aujourd'hui
leurs	DET:POS	leur
il	PRO:PER	il
a	VER:pres	avoir
pas	ADV	pas
a	VER:pres	avoir
ressusciter	VER:infi	ressusciter
joies	NOM	joie
c'	PRO:DEM	ce
est	VER:pres	être
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
Guillois	NAM	guillois
les	PRO:PER	la|le
est	VER:pres	être
à	PRP	à
qualités	NOM	qualité
,	PUN	,
et	KON	et
ce	PRO:DEM	ce
rétrospectif	ADJ	rétrospectif
un	DET:ART	un
acteurs	NOM	acteur
les	PRO:PER	la|le
Ses	DET:POS	son
ses	DET:POS	son
sensations	NOM	sensation
libre	ADJ	libre
.	SENT	.
n'	ADV	ne
connus	ADJ	connu
avec	PRP	avec
enfin	ADV	enfin
est	VER:pres	être
indicible	ADJ	indicible
;	PUN	;
Aimard	NAM	aimard
<EOS>	<EOS>	<EOS>
,	PUN	,
a	VER:pres	avoir
Valentin	NAM	valentin
si	ADV	si
à	PRP	à
époque	NOM	époque
il	PRO:PER	il
,	PUN	,
vus	VER:pper	voir
était	VER:impf	être
entier	ADJ	entier
un	DET:ART	un
tels	PRO:DEM	tel
se	PRO:PER	se
avec	PRP	avec
à	PRP	à
plaisir	NOM	plaisir
l'	DET:ART	le
où	PRO:REL	où
l'	DET:ART	le
était	VER:impf	être
.	SENT	.
n'	ADV	ne
M	VER:pper	m
livre	NOM	livre
histoire	NOM	histoire
tous	PRO:IND	tout
auteur	NOM	auteur
heureux	ADJ	heureux
douleurs	NOM	douleur
qu'	PRO:REL	que
eux	PRO:PER	eux
.	SENT	.
éprouve	VER:pres	éprouver
tout	ADV	tout
il	PRO:PER	il
ses	DET:POS	son
il	PRO:PER	il
il	PRO:PER	il
convention	NOM	convention
leurs	DET:POS	leur
et	KON	et
l'	DET:ART	le
homme	NOM	homme
était	VER:impf	être
défauts	NOM	défaut
retrouver	VER:infi	retrouver
parce	KON	parce
<EOS>	<EOS>	<EOS>
partagé	VER:pper	partager
de	PRP	de
qu'	PRO:REL	que
.	SENT	.
<SEG>
sentiment	NOM	sentiment
ce	PRO:DEM	ce
font	VER:pres	faire
»	PUN:cit	»
dans	PRP	dans
dévouement	NOM	dévouement
,	PUN	,
livre	NOM	livre
que	PRO:REL	que
les	PRO:PER	la|le
.	SENT	.
leurs	DET:POS	leur
.	SENT	.
M	NOM	m
nourriture	NOM	nourriture
le	DET:ART	le
Paul	NAM	paul
livre	NOM	livre
saine	ADJ	sain
à	PRP	à
applaudis	VER:pres	applaudir
l'	PRO:PER	la|le
courage	NOM	courage
un	DET:ART	un
air	NOM	air
<EOS>	<EOS>	<EOS>
,	PUN	,
un	DET:ART	un
sont	VER:pres	être
dit	VER:pres	dire
de	PRP	de
M	VER:pper	m
,	PUN	,
titre	NOM	titre
,	PUN	,
est	VER:pres	être
d'	PRP	de
,	PUN	,
Ces	PRO:DEM	ce
en	PRO:PER	en
à	PRP	à
,	PUN	,
pour	PRP	pour
qui	PRO:REL	qui
au	PRP:det	au
Ivoi	NAM	ivoi
de	PRP	de
enfants	NOM	enfant
rendre	VER:infi	rendre
lion	NOM	lion
tuent	VER:pres	tuer
est	VER:pres	être
,	PUN	,
liberté	NOM	liberté
l'	PRO:PER	la|le
faut	VER:pres	falloir
dans	PRP	dans
esprit	NOM	esprit
.	SENT	.
de	PRP	de
<EOS>	<EOS>	<EOS>
grand	ADJ	grand
surtout	ADV	surtout
Quand	KON	quand
le	DET:ART	le
cœur	NOM	cœur
«	PUN:cit	«
,	PUN	,
de	PRP	de
vaillance	NOM	vaillance
il	PRO:PER	il
voir	VER:infi	voir
inspire	VER:pres	inspirer
de	PRP	de
l'	DET:ART	le
nous	PRO:PER	nous
ce	PRO:DEM	ce
,	PUN	,
sa	DET:POS	son
.	SENT	.
,	PUN	,
C'	NAM	c'
qui	PRO:REL	qui
livres	NOM	livre
c'	PRO:DEM	ce
ils	PRO:PER	il
qui	PRO:REL	qui
les	DET:ART	le
anime	VER:pres	animer
manger	VER:infi	manger
chronique	NOM	chronique
forts	ADJ	fort
une	DET:ART	un
qu'	PRO:REL	que
Arabes	NAM	arabes
parlent	VER:pres	parler
j'	PRO:PER	je
de	PRP	de
«	PUN:cit	«
Aimard	NAM	aimard
<SEG>
lier	VER:infi	lier
a	VER:pres	avoir
le	DET:ART	le
,	PUN	,
étoile	NOM	étoile
Pendant	VER:ppre	pendre
poétique	ADJ	poétique
coureurs	NOM	coureur
du	PRP:det	du
me	PRO:PER	me
Dieu	NOM	dieu
--	PUN	--
immortalisé	VER:pper	immortaliser
ma	DET:POS	mon
plaça	VER:simp	placer
plutôt	ADV	plutôt
juillet	NOM	juillet
séjour	NOM	séjour
Le	DET:ART	le
dans	PRP	dans
,	PUN	,
Bas	NAM	bas
I	NUM	i
Cooper	NAM	cooper
bois	NOM	bois
de	PRP	de
,	PUN	,
de	PRP	de
de	PRP	de
type	NOM	type
son	DET:POS	son
,	PUN	,
chasseurs	NOM	chasseur
quitté	VER:pper	quitter
personnage	NOM	personnage
,	PUN	,
en	PRP	en
redoutais	VER:impf	redouter
autre	ADJ	autre
c'	PRO:DEM	ce
ces	PRO:DEM	ce
circonstance	NOM	circonstance
Galveston	NAM	galveston
,	PUN	,
étrange	VER:pres	étranger
un	NOM	un
est	VER:pres	être
1855	NUM	@card@
cuir	NOM	cuir
de	PRP	de
avec	PRP	avec
l'	DET:ART	le
par	PRP	par
aussi	ADV	aussi
lion	NOM	lion
hasard	NOM	hasard
chaparral	NOM	chaparral
,	PUN	,
dont	PRO:REL	dont
des	PRP:det	du
les	DET:ART	le
mon	DET:POS	mon
de	PRP	de
dans	PRP	dans
.	SENT	.
Voici	ADV	voici
quelle	PRO:REL	quel
,	PUN	,
connaissance	NOM	connaissance
<EOS>	<EOS>	<EOS>
Amérique	NAM	amérique
.	SENT	.
été	VER:pper	être
bonne	ADJ	bon
fit	VER:simp	faire
dernier	ADJ	dernier
,	PUN	,
,	PUN	,
Vers	PRP	vers
fièvres	NOM	fièvre
le	DET:ART	le
<EOS>	<EOS>	<EOS>
dont	PRO:REL	dont
fin	NOM	fin
»	PUN:cit	»
:	PUN	:
nous	PRO:PER	nous
la	DET:ART	le
ou	KON	ou
ou	KON	ou
de	PRP	de
l'	DET:ART	le
en	PRP	en
je	PRO:PER	je
face	NOM	face
cœur	NOM	cœur
un	NOM	un
avais	VER:impf	avoir
j'	PRO:PER	je
:	PUN	:
<SEG>
à	PRP	à
.	SENT	.
en	PRP	en
grâce	NOM	grâce
proverbes	NOM	proverbe
du	PRP:det	du
que	KON	que
certain	PRO:IND	certain
,	PUN	,
coquins	NOM	coquin
Comme	ADV	comme
<EOS>	<EOS>	<EOS>
leurs	DET:POS	leur
avec	PRP	avec
pour	PRP	pour
à	PRP	à
fond	NOM	fond
quelque	PRO:IND	quelque
que	KON	que
<EOS>	<EOS>	<EOS>
rencontrer	VER:infi	rencontrer
que	KON	que
séduisants	ADJ	séduisant
.	SENT	.
,	PUN	,
,	PUN	,
à	PRP	à
tous	PRO:IND	tout
vaut	VER:pres	valoir
pas	ADV	pas
de	PRP	de
le	DET:ART	le
les	DET:ART	le
confiance	NOM	confiance
toutes	PRO:IND	tout
charment	VER:pres	charmer
surtout	ADV	surtout
Un	DET:ART	un
solo	NOM	solo
dit	VER:pres	dire
,	PUN	,
,	PUN	,
mal	ADV	mal
,	PUN	,
Européens	NAM	européens
où	PRO:REL	où
qui	PRO:REL	qui
celui	PRO:DEM	celui
,	PUN	,
je	PRO:PER	je
<EOS>	<EOS>	<EOS>
part	NOM	part
vérité	NOM	vérité
Texas	NAM	texas
projet	NOM	projet
mieux	ADV	mieux
vous	PRO:PER	vous
acompanado	NOM	acompanado
instant	NOM	instant
couleurs	NOM	couleur
et	KON	et
exposé	VER:pper	exposer
vale	ADJ	vale
est	VER:pres	être
connaissais	VER:impf	connaître
seul	ADJ	seul
un	DET:ART	un
on	PRO:PER	on
les	DET:ART	le
andar	ADJ	andar
,	PUN	,
,	PUN	,
Amérique	NAM	amérique
les	DET:ART	le
de	PRP	de
possède	VER:pres	posséder
mas	NOM	mas
aller	VER:infi	aller
N.-O	NAM	n.-o
l'	DET:ART	le
mortelles	ADJ	mortel
des	PRP:det	du
,	PUN	,
-ci	ADV	-ci
captent	VER:pres	capter
mal	ADV	mal
.	SENT	.
dehors	NOM	dehors
la	DET:ART	le
votre	DET:POS	votre
visiter	VER:infi	visiter
proverbe	NOM	proverbe
ne	ADV	ne
encore	ADV	encore
:	PUN	:
chaque	PRO:IND	chaque
partie	NOM	partie
espagnol	ADJ	espagnol
de	PRP	de
accompagné	VER:pper	accompagner
<SEG>
pour	KON	pour
vingt-cinq	NUM	vingt-cinq
,	PUN	,
première	NUM	premier
faire	VER:infi	faire
habitants	NOM	habitant
compagnon	NOM	compagnon
du	PRP:det	du
de	PRP	de
moi	PRO:PER	moi
monté	VER:pper	monter
<EOS>	<EOS>	<EOS>
et	KON	et
jusqu'	PRP	jusque
assez	ADV	assez
qui	PRO:REL	qui
assassiner	VER:infi	assassiner
cheval	NOM	cheval
voyage	NOM	voyage
étais	VER:impf	être
route	NOM	route
comme	KON	comme
des	PRP:det	du
coûté	VER:pper	coûter
pour	PRP	pour
bravement	ADV	bravement
et	KON	et
,	PUN	,
,	PUN	,
vieux	ADJ	vieux
la	DET:ART	le
prairies	NOM	prairie
en	PRP	en
pittoresque	ADJ	pittoresque
demi	ADJ	demi
proverbe	NOM	proverbe
du	PRP:det	du
énorme	ADJ	énorme
J'	PRO:PER	je
excellent	ADJ	excellent
prix	NOM	prix
pays	NOM	pays
mis	VER:pper	mettre
en	PRP	en
mon	DET:POS	mon
inspirât	VER:subi	inspirer
ces	PRO:DEM	ce
remords	NOM	remords
costume	NOM	costume
profit	NOM	profit
un	DET:ART	un
qui	PRO:REL	qui
fait	VER:pper	faire
à	PRP	à
occasion	NOM	occasion
armé	VER:pper	armer
routier	NOM	routier
.	SENT	.
sans	PRP	sans
