lamentable	ADJ	lamentable
trois	NUM	trois
,	PUN	,
été	VER:pper	être
qu'	PRO:REL	que
d'	PRP	de
provoquer	VER:infi	provoquer
est	VER:pres	être
émigrations	NOM	émigration
ardemment	ADV	ardemment
l'	DET:ART	le
après	PRP	après
a	VER:pres	avoir
vaste	ADJ	vaste
patrie	NOM	patrie
l'	DET:ART	le
et	KON	et
ce	PRO:DEM	ce
convoité	VER:pper	convoiter
crucifix	NOM	crucifix
le	DET:ART	le
une	DET:ART	un
une	DET:ART	un
faut	VER:pres	falloir
ces	PRO:DEM	ce
pays	NOM	pays
continent	NOM	continent
monuments	NOM	monument
main	NOM	main
sortes	NOM	sorte
ce	PRO:DEM	ce
un	DET:ART	un
implante	VER:pres	implanter
sa	DET:POS	son
en	PRO:PER	en
.	SENT	.
,	PUN	,
faire	VER:infi	faire
moisson	NOM	moisson
ils	PRO:PER	il
nouvelles	ADJ	nouveau
leur	DET:POS	leur
il	PRO:PER	il
qu'	PRO:REL	que
<SEG>
parcourez-le	VER:pres	parcourez-le
des	PRP:det	du
des	PRP:det	du
avec	PRP	avec
sang	NOM	sang
Hélas	INT	hélas
entière	ADJ	entier
comme	KON	comme
glorieuses	ADJ	glorieux
et	KON	et
le	DET:ART	le
de	PRP	de
aujourd'hui	ADV	aujourd'hui
encore	ADV	encore
bien	ADV	bien
devenues	VER:pper	devenir
,	PUN	,
sang	NOM	sang
debout	ADV	debout
loin	ADV	loin
le	DET:ART	le
présence	NOM	présence
des	PRP:det	du
s'	PRO:PER	se
impérissable	ADJ	impérissable
y	PRO:PER	y
simplicité	NOM	simplicité
par	PRP	par
les	DET:ART	le
ruine	NOM	ruine
si	KON	si
tandis	KON	tandis
les	DET:ART	le
,	PUN	,
sans	PRP	sans
découverte	NOM	découverte
ces	PRO:DEM	ce
rappelle	VER:pres	rappeler
enviées	VER:pper	envier
sont	VER:pres	être
,	PUN	,
efforts	NOM	effort
témoignage	NOM	témoignage
sont	VER:pres	être
!	SENT	!
Europe	NAM	europe
loin	ADV	loin
en	PRP	en
,	PUN	,
possession	NOM	possession
monuments	NOM	monument
bourreaux	NOM	bourreau
que	KON	que
est	VER:pres	être
conquêtes	NOM	conquête
de	PRP	de
par	PRP	par
leurs	DET:POS	leur
élevés	ADJ	élevé
leur	DET:POS	leur
<EOS>	<EOS>	<EOS>
et	KON	et
est	VER:pres	être
leur	DET:POS	leur
la	DET:ART	le
la	DET:ART	le
de	PRP	de
nom	NOM	nom
vers	PRP	vers
leur	DET:POS	leur
aujourd'hui	ADV	aujourd'hui
que	KON	que
à	PRP	à
.	SENT	.
la	DET:ART	le
un	DET:ART	un
peine	NOM	peine
dans	PRP	dans
la	DET:ART	le
<EOS>	<EOS>	<EOS>
passage	NOM	passage
Incas	NOM	inca
civilisation	NOM	civilisation
majestueuse	ADJ	majestueux
confondu	VER:pper	confondre
,	PUN	,
quelque	PRO:IND	quelque
l'	DET:ART	le
contrée	NOM	contrée
paisible	ADJ	paisible
c'	PRO:DEM	ce
avant	PRP	avant
siècles	NOM	siècle
dans	PRP	dans
Aztèques	NAM	aztèques
Espagnols	NAM	espagnols
où	PRO:REL	où
,	PUN	,
les	DET:ART	le
,	PUN	,
<SEG>
expie	VER:pres	expier
alors	ADV	alors
autre	ADJ	autre
sont	VER:pres	être
<EOS>	<EOS>	<EOS>
si	ADV	si
a	VER:pres	avoir
qu'	PRO:REL	que
marché	VER:pper	marcher
disputent	VER:pres	disputer
de	PRP	de
méridionale	ADJ	méridional
qui	PRO:REL	qui
,	PUN	,
se	PRO:PER	se
elle	PRO:PER	elle
et	KON	et
a	VER:pres	avoir
lentement	ADV	lentement
entier	ADJ	entier
par	PRP	par
commerce	NOM	commerce
est	VER:pres	être
à	PRP	à
des	PRP:det	du
qui	PRO:REL	qui
le	DET:ART	le
monde	NOM	monde
l'	DET:ART	le
nation	NOM	nation
oligarchies	NOM	oligarchie
affaisse	VER:pres	affaisser
pouvoir	NOM	pouvoir
au	PRP:det	au
soulever	VER:infi	soulever
le	DET:ART	le
victimes	NOM	victime
étrangers	NOM	étranger
.	SENT	.
commettre	VER:infi	commettre
des	PRP:det	du
des	PRP:det	du
sans	PRP	sans
avoir	VER:infi	avoir
elle	PRO:PER	elle
inertie	NOM	inertie
fière	ADJ	fier
substance	NOM	substance
fait	VER:pper	faire
qui	PRO:REL	qui
ses	DET:POS	son
crimes	NOM	crime
ruineuses	ADJ	ruineux
se	PRO:PER	se
un	DET:ART	un
heure	NOM	heure
territoire	NOM	territoire
et	KON	et
de	PRP	de
poids	NOM	poids
engraissés	VER:pper	engraisser
son	DET:POS	son
vaillants	ADJ	vaillant
la	DET:ART	le
temps	NOM	temps
cette	PRO:DEM	ce
par	PRP	par
il	PRO:PER	il
profit	NOM	profit
de	PRP	de
de	PRP	de
de	PRP	de
capitaines	NOM	capitaine
,	PUN	,
force	NOM	force
les	DET:ART	le
de	PRP	de
opprimée	VER:pper	opprimer
son	DET:POS	son
le	DET:ART	le
s'	PRO:PER	se
son	DET:POS	son
sa	DET:POS	son
Déchirée	VER:pper	déchirer
les	DET:ART	le
l'	DET:ART	le
,	PUN	,
par	PRP	par
qu'	PRO:REL	que
sous	PRP	sous
Amérique	NAM	amérique
fertile	ADJ	fertile
,	PUN	,
désertée	VER:pper	déserter
embrassait	VER:impf	embrasser
factions	NOM	faction
;	PUN	;
de	PRP	de
éphémère	ADJ	éphémère
le	DET:ART	le
<SEG>
En	PRP	en
de	PRP	de
la	DET:ART	le
les	DET:ART	le
ne	ADV	ne
race	NOM	race
mère	ADJ	mère
hispano-américaine	ADJ	hispano-américain
la	DET:ART	le
étendre	VER:infi	étendre
perpétuée	VER:pper	perpétuer
que	KON	que
jour	NOM	jour
linceul	NOM	linceul
qui	PRO:REL	qui
;	PUN	;
les	DET:ART	le
des	PRP:det	du
d'	PRP	de
se	PRO:PER	se
,	PUN	,
dans	PRP	dans
liberté	NOM	liberté
vie	NOM	vie
qu'	KON	que
,	PUN	,
est	VER:pres	être
nouvelle	ADJ	nouveau
s'	PRO:PER	se
d'	PRP	de
la	DET:ART	le
et	KON	et
Dieu	NOM	dieu
conservé	VER:pper	conserver
les	DET:ART	le
.	SENT	.
est	VER:pres	être
dans	PRP	dans
légués	VER:pper	léguer
été	VER:pper	être
la	DET:ART	le
étouffe	VER:pres	étouffer
,	PUN	,
,	PUN	,
homicide	ADJ	homicide
un	DET:ART	un
,	PUN	,
a	VER:pres	avoir
par	PRP	par
race	NOM	race
apportera	VER:futu	apporter
sont	VER:pres	être
sans	PRP	sans
le	DET:ART	le
éteint	VER:pper	éteindre
hospitalières	ADJ	hospitalier
et	KON	et
pour	KON	pour
héroïsme	NOM	héroïsme
ses	DET:POS	son
lois	NOM	loi
au	PRP:det	au
mot	NOM	mot
de	PRP	de
de	PRP	de
peuples	NOM	peuple
mœurs	NOM	mœurs
la	DET:ART	le
bornes	NOM	borne
l'	PRO:PER	la|le
gouvernant	VER:ppre	gouverner
<EOS>	<EOS>	<EOS>
domaines	NOM	domaine
Quint	NAM	quint
son	DET:POS	son
tombe	NOM	tombe
une	DET:ART	un
réveiller	VER:infi	réveiller
ont	VER:pres	avoir
Charles	NAM	charles
,	PUN	,
n'	ADV	ne
lui	PRO:PER	lui
en	PRO:PER	en
où	PRO:REL	où
ancêtres	NOM	ancêtre
travail	NOM	travail
ses	DET:POS	son
plomb	NOM	plomb
qui	PRO:REL	qui
lui	PRO:PER	lui
patrie	NOM	patrie
après	PRP	après
et	KON	et
de	PRP	de
qui	PRO:REL	qui
se	PRO:PER	se
elle	PRO:PER	elle
s'	PRO:PER	se
pure	ADJ	pur
<SEG>
escopettes	NOM	escopette
l'	PRO:PER	la|le
l'	DET:ART	le
allure	NOM	allure
,	PUN	,
ses	DET:POS	son
de	PRP	de
religieuse	ADJ	religieux
indiennes	ADJ	indien
une	DET:ART	un
ses	DET:POS	son
seul	NOM	seul
ait	VER:subp	avoir
mœurs	NOM	mœurs
et	KON	et
d'	PRP	de
rio	NOM	rio
qui	PRO:REL	qui
intolérance	NOM	intolérance
.	SENT	.
,	PUN	,
à	PRP	à
,	PUN	,
sauvage	ADJ	sauvage
frottements	NOM	frottement
la	DET:ART	le
ses	DET:POS	son
<EOS>	<EOS>	<EOS>
de	PRP	de
est	VER:pres	être
ont	VER:pres	avoir
cause	NOM	cause
habitants	NOM	habitant
ses	DET:POS	son
entourent	VER:pres	entourer
peut	VER:pres	pouvoir
continuels	ADJ	continuel
Gila	NAM	gila
ces	PRO:DEM	ce
État	NAM	état
ceux	PRO:DEM	celui
distingue	VER:pres	distinguer
.	SENT	.
<EOS>	<EOS>	<EOS>
physionomie	NOM	physionomie
avec	PRP	avec
guittareros	NOM	guittareros
luttes	NOM	lutte
qui	PRO:REL	qui
,	PUN	,
et	KON	et
<EOS>	<EOS>	<EOS>
conservé	VER:pper	conserver
moines	NOM	moine
forment	VER:pres	former
de	PRP	de
une	DET:ART	un
vaste	ADJ	vaste
mendiants	NOM	mendiant
le	DET:ART	le
premier	NUM	premier
qui	PRO:REL	qui
des	PRP:det	du
comme	ADV	comme
États	NAM	états
de	PRP	de
considéré	VER:pper	considérer
Le	DET:ART	le
peuplades	NOM	peuplade
ses	DET:POS	son
certaine	ADJ	certain
Les	DET:ART	le
au	PRP:det	au
,	PUN	,
confédération	NOM	confédération
Sonora	NAM	sonora
qui	PRO:REL	qui
de	PRP	de
avec	PRP	avec
d'	PRP	de
coup	NOM	coup
être	VER:infi	être
ses	DET:POS	son
,	PUN	,
les	PRO:PER	la|le
part	NOM	part
armés	ADJ	armé
la	DET:ART	le
les	DET:ART	le
mexicaine	ADJ	mexicain
intérieures	ADJ	intérieur
tous	PRO:IND	tout
œil	NOM	œil
tribus	NOM	tribu
provinces	NOM	province
.	SENT	.
à	PRP	à
son	DET:POS	son
De	PRP	de
les	DET:ART	le
<SEG>
La	DET:ART	le
qui	PRO:REL	qui
vers	PRP	vers
.	SENT	.
se	PRO:PER	se
ouest	NOM	ouest
plaisir	NOM	plaisir
finir	VER:infi	finir
septentrionale	ADJ	septentrional
Madre	NOM	madre
Cette	PRO:DEM	ce
avoir	VER:infi	avoir
direction	NOM	direction
à	PRP	à
méridionales	ADJ	méridional
golfe	NOM	golfe
les	DET:ART	le
sud	NOM	sud
partage	VER:pres	partager
l'	DET:ART	le
en	PRP	en
,	PUN	,
de	PRP	de
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
continue	VER:pres	continuer
Madre	NOM	madre
semble	VER:pres	sembler
la	DET:ART	le
branches	NOM	branche
derrière	PRP	derrière
forme	VER:pres	former
<EOS>	<EOS>	<EOS>
à	PRP	à
est	NOM	est
Pacifique	NAM	pacifique
de	PRP	de
longeant	VER:ppre	longer
;	PUN	;
principale	ADJ	principal
limites	NOM	limite
cet	PRO:DEM	ce
vers	PRP	vers
le	DET:ART	le
,	PUN	,
cordillères	NOM	cordillère
l'	DET:ART	le
tourne	NOM	tourne
autre	ADJ	autre
l'	DET:ART	le
et	KON	et
,	PUN	,
toutes	PRO:IND	tout
Durango	NAM	durango
Californie	NAM	californie
la	DET:ART	le
au	PRP:det	au
sierra	NOM	sierra
du	PRP:det	du
il	PRO:PER	il
,	PUN	,
,	PUN	,
entre	PRP	entre
courant	VER:ppre	courir
Durango	NAM	durango
de	PRP	de
limite	NOM	limite
État	NAM	état
<EOS>	<EOS>	<EOS>
de	PRP	de
branche	NOM	branche
Guadalajara	NAM	guadalajara
nature	NOM	nature
,	PUN	,
les	DET:ART	le
sierra	NOM	sierra
derrière	PRP	derrière
vont	VER:pres	aller
est	VER:pres	être
la	DET:ART	le
Sonora	NAM	sonora
de	PRP	de
comme	ADV	comme
de	PRP	de
.	SENT	.
États	NAM	états
et	KON	et
ouest	NOM	ouest
resserré	VER:pper	resserrer
le	DET:ART	le
La	DET:ART	le
les	DET:ART	le
deux	NUM	deux
des	PRP:det	du
nord	NOM	nord
la	DET:ART	le
.	SENT	.
régions	NOM	région
grande	ADJ	grand
,	PUN	,
<SEG>
.	SENT	.
solitudes	NOM	solitude
toutes	PRO:IND	tout
les	DET:ART	le
,	PUN	,
sierra	NOM	sierra
,	PUN	,
.	SENT	.
<EOS>	<EOS>	<EOS>
la	DET:ART	le
et	KON	et
pierres	NOM	pierre
médicinales	ADJ	médicinal
or	NOM	or
on	PRO:PER	on
y	PRO:PER	y
,	PUN	,
plus	ADV	plus
les	DET:ART	le
vastes	ADJ	vaste
le	DET:ART	le
tempéré	VER:pper	tempérer
les	DET:ART	le
les	DET:ART	le
Mais	KON	mais
est	VER:pres	être
mains	NOM	main
,	PUN	,
la	DET:ART	le
teinture	NOM	teinture
du	PRP:det	du
sortes	NOM	sorte
insectes	NOM	insecte
herbes	NOM	herbe
les	DET:ART	le
la	DET:ART	le
les	DET:ART	le
rares	ADJ	rare
plus	ADV	plus
,	PUN	,
les	DET:ART	le
,	PUN	,
salubre	ADJ	salubre
précieuses	ADJ	précieux
les	DET:ART	le
bienfaits	NOM	bienfait
de	PRP	de
,	PUN	,
Madre	VER:subp	madre
;	PUN	;
Gila	NAM	gila
<EOS>	<EOS>	<EOS>
,	PUN	,
Le	DET:ART	le
plus	ADV	plus
poissons	NOM	poisson
terre	NOM	terre
plus	ADV	plus
Indiens	NOM	indien
;	PUN	;
pour	PRP	pour
dans	PRP	dans
marbres	NOM	marbre
riant	ADJ	riant
plus	ADV	plus
ce	PRO:DEM	ce
fruits	NOM	fruit
pays	NOM	pays
les	DET:ART	le
les	DET:ART	le
l'	DET:ART	le
climat	NOM	climat
trouve	VER:pres	trouver
utiles	ADJ	utile
l'	DET:ART	le
baumes	NOM	baume
,	PUN	,
les	DET:ART	le
pleines	ADJ	plein
féconde	ADJ	fécond
plus	ADV	plus
gibier	NOM	gibier
,	PUN	,
dans	PRP	dans
les	DET:ART	le
,	PUN	,
la	DET:ART	le
prodigué	VER:pper	prodiguer
délicieux	ADJ	délicieux
à	PRP	à
de	PRP	de
argent	NOM	argent
y	PRO:PER	y
efficaces	ADJ	efficace
ses	DET:POS	son
les	DET:ART	le
les	DET:ART	le
rio	NOM	rio
abondent	VER:pres	abonder
aussi	ADV	aussi
<SEG>
le	DET:ART	le
Apaches	NAM	apaches
de	PRP	de
,	PUN	,
Hermosillo	NAM	hermosillo
font	VER:pres	faire
<EOS>	<EOS>	<EOS>
Guaymas	NAM	guaymas
dans	PRP	dans
dépouillés	VER:pper	dépouiller
à	PRP	à
Opatas	NAM	opatas
du	PRP:det	du
la	DET:ART	le
race	NOM	race
,	PUN	,
mexicain	ADJ	mexicain
Pimas	NAM	pimas
incessantes	ADJ	incessant
,	PUN	,
ses	DET:POS	son
,	PUN	,
revendiquent	VER:pres	revendiquer
la	DET:ART	le
principales	ADJ	principal
que	KON	que
Comanches	NAM	comanches
neuf	NUM	neuf
le	DET:ART	le
Pawnees	NAM	pawnees
sans	PRP	sans
et	KON	et
indépendants	ADJ	indépendant
commerce	NOM	commerce
Raousset-Boulbon	NAM	raousset-boulbon
toutes	PRO:IND	tout
plus	ADV	plus
implacables	ADJ	implacable
dont	PRO:REL	dont
ont	VER:pres	avoir
Sonora	NAM	sonora
trois	NUM	trois
de	PRP	de
villes	NOM	ville
,	PUN	,
guerre	NOM	guerre
,	PUN	,
anciennement	ADV	anciennement
sont	VER:pres	être
cesse	NOM	cesse
et	KON	et
payer	VER:infi	payer
et	KON	et
lui	PRO:PER	lui
est	VER:pres	être
chèrement	ADV	chèrement
la	DET:ART	le
possession	NOM	possession
Les	DET:ART	le
ils	PRO:PER	il
.	SENT	.
Arispe	NAM	arispe
,	PUN	,
comte	NOM	comte
Pitic	NOM	pitic
entrepôt	NOM	entrepôt
Hermosillo	NOM	hermosillo
les	PRO:PER	la|le
l'	DET:ART	le
courses	NOM	course
<EOS>	<EOS>	<EOS>
ont	VER:pres	avoir
dans	PRP	dans
et	KON	et
richesses	NOM	richesse
et	KON	et
célèbre	ADJ	célèbre
expédition	NOM	expédition
rude	ADJ	rude
,	PUN	,
blanche	ADJ	blanc
compte	VER:pres	compter
.	SENT	.
,	PUN	,
déclaré	VER:pper	déclarer
de	PRP	de
rendu	VER:pper	rendre
l'	DET:ART	le
et	KON	et
Pacifique	NAM	pacifique
ancêtres	NOM	ancêtre
ces	PRO:DEM	ce
qu'	PRO:REL	que
leurs	DET:POS	leur
du	PRP:det	du
:	PUN	:
une	DET:ART	un
de	PRP	de
a	VER:pres	avoir
et	KON	et
<SEG>
--	PUN	--
clair	ADJ	clair
plateau	NOM	plateau
du	PRP:det	du
sommet	NOM	sommet
et	KON	et
lorsqu'	KON	lorsque
américaines	ADJ	américain
un	DET:ART	un
douce	ADJ	doux
sœurs	NOM	sœur
pente	NOM	pente
abrite	VER:pres	abriter
un	DET:ART	un
sur	PRP	sur
Cerro	NAM	cerro
mille	NUM	mille
s'	PRO:PER	se
,	PUN	,
--	PUN	--
et	KON	et
la	DET:ART	le
les	PRO:PER	la|le
la	DET:ART	le
présente	NOM	présent
Cette	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
du	PRP:det	du
,	PUN	,
pisé	NOM	pisé
d'	PRP	de
,	PUN	,
abaisse	VER:pres	abaisser
mélange	NOM	mélange
la	DET:ART	le
,	PUN	,
nord-ouest	NOM	nord-ouest
dans	PRP	dans
s'	PRO:PER	se
cloche	NOM	cloche
jusqu'	PRP	jusque
couronné	VER:pper	couronner
étonnés	VER:pper	étonner
,	PUN	,
à	PRP	à
blocs	NOM	bloc
.	SENT	.
la	DET:ART	le
de	PRP	de
nommée	ADJ	nommé
sale	ADJ	sale
s'	PRO:PER	se
pierre	NOM	pierre
bâtie	VER:pper	bâtir
el	VER:pper	el
qui	PRO:REL	qui
un	DET:ART	un
et	KON	et
bâtie	VER:pper	bâtir
ses	DET:POS	son
ville	NOM	ville
appuie	VER:pres	appuyer
reste	NOM	reste
comme	KON	comme
autres	ADJ	autre
en	PRP	en
yeux	NOM	œil
qui	PRO:REL	qui
le	DET:ART	le
énormes	ADJ	énorme
Montagne	NAM	montagne
.	SENT	.
on	PRO:PER	on
aux	PRP:det	au
colline	NOM	colline
dont	PRO:REL	dont
en	PRP	en
de	PRP	de
touche	VER:pres	toucher
voyageur	NOM	voyageur
habitants	NOM	habitant
de	PRP	de
direction	NOM	direction
contre	PRP	contre
Du	PRP:det	du
,	PUN	,
est	VER:pres	être
ciudad	NOM	ciudad
frileusement	ADV	frileusement
est	VER:pres	être
mer	NOM	mer
son	NOM	son
une	DET:ART	un
campana	NOM	campana
,	PUN	,
<EOS>	<EOS>	<EOS>
rendent	VER:pres	rendre
métallique	ADJ	métallique
cette	PRO:DEM	ce
,	PUN	,
<SEG>
de	PRP	de
menaces	NOM	menace
moment	NOM	moment
,	PUN	,
de	PRP	de
<EOS>	<EOS>	<EOS>
la	DET:ART	le
Rateros	NOM	rateros
est-à-dire	ADV	est-à-dire
commence	VER:pres	commencer
17	NUM	@card@
au	PRP:det	au
1817	NUM	@card@
surtout	ADV	surtout
se	PRO:PER	se
ses	DET:POS	son
d'	PRP	de
où	PRO:REL	où
de	PRP	de
de	PRP	de
.	SENT	.
des	PRP:det	du
la	DET:ART	le
des	PRP:det	du
retirée	VER:pper	retirer
,	PUN	,
,	PUN	,
aspect	NOM	aspect
l'	DET:ART	le
avec	PRP	avec
incurie	NOM	incurie
Une	DET:ART	un
contrebandiers	ADJ	contrebandier
janvier	NOM	janvier
entre	PRP	entre
où	PRO:REL	où
,	PUN	,
demeures	NOM	demeure
c'	PRO:DEM	ce
la	DET:ART	le
,	PUN	,
de	PRP	de
âme	NOM	âme
pressait	VER:impf	presser
,	PUN	,
calme	ADJ	calme
cris	NOM	cri
et	KON	et
étrange	ADJ	étrange
d'	PRP	de
jour	NOM	jour
et	KON	et
Hermosillo	NAM	hermosillo
d'	PRP	de
et	KON	et
Gambusinos	NAM	gambusinos
Leperos	NAM	leperos
si	ADV	si
des	PRP:det	du
foule	NOM	foule
tranquille	ADJ	tranquille
de	PRP	de
,	PUN	,
un	DET:ART	un
le	DET:ART	le
nom	NOM	nom
,	PUN	,
siesta	VER:simp	siester
population	NOM	population
.	SENT	.
ruines	NOM	ruine
l'	DET:ART	le
hurlements	NOM	hurlement
de	PRP	de
récit	NOM	récit
qui	PRO:REL	qui
fond	NOM	fond
après-midi	NOM	après-midi
et	KON	et
ville	NOM	ville
trois	NUM	trois
Le	DET:ART	le
,	PUN	,
fait	VER:pres	faire
,	PUN	,
si	ADV	si
ordinaire	NOM	ordinaire
offrait	VER:impf	offrir
quatre	NUM	quatre
attriste	VER:pres	attrister
,	PUN	,
d'	PRP	de
heures	NOM	heure
de	PRP	de
ordinaire	NOM	ordinaire
ce	PRO:DEM	ce
désolation	NOM	désolation
<EOS>	<EOS>	<EOS>
sans	PRP	sans
et	KON	et
<SEG>
et	KON	et
au	PRP:det	au
criaient	VER:impf	crier
,	PUN	,
--	PUN	--
foule	NOM	foule
et	KON	et
Rosaire	NOM	rosaire
gesticulaient	VER:impf	gesticuler
le	DET:ART	le
pas	ADV	pas
à	PRP	à
calle	VER:pres	caller
,	PUN	,
secoué	VER:pper	secouer
les	DET:ART	le
vain	ADJ	vain
le	DET:ART	le
ordre	NOM	ordre
croissant	ADJ	croissant
à	PRP	à
rétablir	VER:infi	rétablir
espagnols	ADJ	espagnol
qui	PRO:REL	qui
,	PUN	,
loin	ADV	loin
allait	VER:impf	aller
<EOS>	<EOS>	<EOS>
de	PRP	de
la	DET:ART	le
--	PUN	--
--	PUN	--
diminuer	VER:infi	diminuer
la	DET:ART	le
bois	NOM	bois
soldats	NOM	soldat
à	PRP	à
travers	NOM	travers
surtout	ADV	surtout
à	PRP	à
façon	NOM	façon
Quelques	PRO:IND	quelque
à	PRP	à
,	PUN	,
effrayante	ADJ	effrayant
trouvaient	VER:impf	trouver
Rosario	NAM	rosario
.	SENT	.
la	DET:ART	le
le	DET:ART	le
.	SENT	.
se	PRO:PER	se
de	PRP	de
de	PRP	de
d'	PRP	de
réellement	ADV	réellement
en	PRP	en
cette	PRO:DEM	ce
rue	NOM	rue
Mais	KON	mais
eux	PRO:PER	eux
une	DET:ART	un
métropole	NOM	métropole
del	VER:pper	del
coups	NOM	coup
cherchaient	VER:impf	chercher
tumulte	NOM	tumulte
époque	NOM	époque
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
tort	NOM	tort
toujours	ADV	toujours
Mexique	NAM	mexique
à	PRP	à
individus	NOM	individu
mêlés	VER:pper	mêler
lances	NOM	lance
Hiaquis	VER:simp	hiaquis
<EOS>	<EOS>	<EOS>
de	PRP	de
avait	VER:impf	avoir
.	SENT	.
à	PRP	à
sur	PRP	sur
grands	ADJ	grand
,	PUN	,
les	DET:ART	le
dans	PRP	dans
dissiper	VER:infi	dissiper
devant	PRP	devant
et	KON	et
du	PRP:det	du
n'	ADV	ne
frappant	VER:ppre	frapper
Indiens	NOM	indien
foule	NOM	foule
joug	NOM	joug
encore	ADV	encore
la	DET:ART	le
contraire	NOM	contraire
<SEG>
deux	NUM	deux
d'	PRP	de
Tout	ADV	tout
de	PRP	de
homme	NOM	homme
l'	DET:ART	le
,	PUN	,
la	DET:ART	le
Les	DET:ART	le
dans	PRP	dans
de	PRP	de
plus	ADV	plus
et	KON	et
de	PRP	de
tourbillonnant	VER:ppre	tourbillonner
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
fendit	VER:simp	fendre
du	PRP:det	du
.	SENT	.
côté	NOM	côté
coup	NOM	coup
d'	PRP	de
les	DET:ART	le
fumée	NOM	fumée
du	PRP:det	du
regards	NOM	regard
vers	PRP	vers
se	PRO:PER	se
le	DET:ART	le
événement	NOM	événement
chacun	PRO:IND	chacun
du	PRP:det	du
fixés	VER:pper	fixer
regorgeaient	VER:impf	regorger
élevaient	VER:impf	élever
de	PRP	de
toutes	PRO:IND	tout
se	PRO:PER	se
nuages	NOM	nuage
fenêtres	NOM	fenêtre
car	KON	car
jeune	ADJ	jeune
de	PRP	de
avait	VER:impf	avoir
côté	NOM	côté
il	PRO:PER	il
un	DET:ART	un
extraordinaire	ADJ	extraordinaire
la	DET:ART	le
firent	VER:simp	faire
mûre	ADJ	mûr
avec	PRP	avec
