PARTIE	NOM	partie
rejetant	VER:ppre	rejeter
doué	VER:pper	douer
il	PRO:PER	il
eussent	VER:subi	avoir
diverses	ADJ	divers
,	PUN	,
prendre	VER:infi	prendre
l'	DET:ART	le
particulière	ADJ	particulier
classés	VER:pper	classer
Si	KON	si
à	PRP	à
Ni	KON	ni
admis	VER:pper	admettre
d'	PRP	de
ce	PRO:DEM	ce
À	PRP	à
tous	PRO:IND	tout
.	SENT	.
Cuvier	NAM	cuvier
faites	VER:pres	faire
la	DET:ART	le
la	DET:ART	le
de	PRP	de
existence	NOM	existence
cétacé	NOM	cétacé
<EOS>	<EOS>	<EOS>
,	PUN	,
de	PRP	de
s'	PRO:PER	se
avait	VER:impf	avoir
évaluations	NOM	évaluation
leurs	DET:POS	leur
l'	PRO:PER	la|le
propres	ADJ	propre
--	PUN	--
timides	ADJ	timide
.	SENT	.
M	VER:subi	m
que	PRO:REL	que
ni	KON	ni
Dumeril	NAM	dumeril
,	PUN	,
M	VER:subi	m
observations	NOM	observation
n'	ADV	ne
était	VER:impf	être
un	DET:ART	un
ni	KON	ni
surpassait	VER:impf	surpasser
yeux	NOM	œil
jusqu'	PRP	jusque
semblait	VER:impf	sembler
monstre	ADJ	monstre
qui	PRO:REL	qui
vu	VER:pper	voir
des	PRP:det	du
les	DET:ART	le
c'	PRO:DEM	ce
moins	ADV	moins
de	PRP	de
science	NOM	science
en	PRP	en
Quatrefages	NAM	quatrefages
ceux	PRO:DEM	celui
vu	VER:pper	voir
en	PRP	en
.	SENT	.
cet	PRO:DEM	ce
à	PRP	à
Lacépède	NAM	lacépède
dont	PRO:REL	dont
il	PRO:PER	il
<SEG>
toutes	PRO:IND	tout
Or	NOM	or
cervelle	NOM	cervelle
l'	DET:ART	le
apparition	NOM	apparition
les	DET:ART	le
et	KON	et
existait	VER:impf	exister
au	PRP:det	au
cependant	ADV	cependant
disaient	VER:impf	dire
existait	VER:impf	exister
le	DET:ART	le
ce	PRO:DEM	ce
être	NOM	être
mille	NUM	mille
lui	PRO:PER	lui
la	DET:ART	le
merveilleux	NOM	merveilleux
,	PUN	,
et	KON	et
le	PRO:PER	le
monde	NOM	monde
--	PUN	--
il	PRO:PER	il
produite	VER:pper	produire
et	KON	et
beaucoup	ADV	beaucoup
n'	ADV	ne
<EOS>	<EOS>	<EOS>
plus	ADV	plus
--	PUN	--
affirmer	VER:infi	affirmer
,	PUN	,
niable	ADJ	niable
,	PUN	,
pousse	VER:pres	pousser
pouvait	VER:impf	pouvoir
dans	PRP	dans
,	PUN	,
,	PUN	,
on	PRO:PER	on
cet	PRO:DEM	ce
de	PRP	de
les	DET:ART	le
-même	ADJ	même
à	PRP	à
ichtyologistes	NOM	ichtyologiste
surnaturelle	ADJ	surnaturel
long	ADJ	long
.	SENT	.
trois	NUM	trois
penchant	NOM	penchant
Quant	PRP	quant
jour	NOM	jour
un	DET:ART	un
cents	NOM	cent
en	PRP	en
en	PRP	en
repoussant	VER:ppre	repousser
cette	PRO:DEM	ce
les	DET:ART	le
par	PRP	par
de	PRP	de
d'	PRP	de
fait	NOM	fait
deux	NUM	deux
large	ADJ	large
ce	PRO:DEM	ce
,	PUN	,
s'	PRO:PER	se
.	SENT	.
,	PUN	,
on	PRO:PER	on
opinions	NOM	opinion
jusqu'	PRP	jusque
dépassait	VER:impf	dépasser
par	PRP	par
à	PRP	à
il	PRO:PER	il
,	PUN	,
<EOS>	<EOS>	<EOS>
exagérées	ADJ	exagéré
qui	PRO:REL	qui
dimensions	NOM	dimension
humaine	ADJ	humain
,	PUN	,
le	DET:ART	le
entier	ADJ	entier
avec	PRP	avec
admises	VER:pper	admettre
comprendra	VER:futu	comprendre
qui	PRO:REL	qui
émotion	NOM	émotion
toutefois	ADV	toutefois
la	PRO:PER	la
pieds	NOM	pied
phénoménal	ADJ	phénoménal
que	KON	que
était	VER:impf	être
<SEG>
.	SENT	.
objet	NOM	objet
<EOS>	<EOS>	<EOS>
,	PUN	,
1866	NUM	@card@
présence	NOM	présence
projetées	VER:pper	projeter
milles	NOM	mille
à	PRP	à
crut	VER:simp	croire
renoncer	VER:infi	renoncer
capitaine	NOM	capitaine
cette	PRO:DEM	ce
de	PRP	de
Baker	NAM	baker
l'	DET:ART	le
est	NOM	est
,	PUN	,
rejeter	VER:infi	rejeter
exacte	ADJ	exact
20	NUM	@card@
l'	DET:ART	le
le	DET:ART	le
de	PRP	de
disposait	VER:impf	disposer
,	PUN	,
Burnach	NAM	burnach
Governor-Higginson	NAM	governor-higginson
,	PUN	,
côtes	NOM	côte
le	DET:ART	le
fallait	VER:impf	falloir
Company	NAM	company
colonnes	NOM	colonne
la	DET:ART	le
en	PRP	en
à	PRP	à
pieds	NOM	pied
y	PRO:PER	y
masse	NOM	masse
fables	NOM	fable
cent	NUM	cent
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
élancèrent	VER:simp	élancer
mouvante	ADJ	mouvant
tout	ADV	tout
par	PRP	par
en	PRP	en
abord	NOM	abord
à	PRP	à
,	PUN	,
inconnu	ADJ	inconnu
,	PUN	,
quand	KON	quand
d'	PRP	de
sifflant	VER:ppre	siffler
d'	PRP	de
juillet	NOM	juillet
rencontré	VER:pper	rencontrer
;	PUN	;
écueil	NOM	écueil
cinquante	ADJ	cinquante
steamer	NOM	steamer
Calcutta	NAM	calcutta
cinq	NUM	cinq
.	SENT	.
,	PUN	,
navigation	NOM	navigation
des	PRP:det	du
au	PRP:det	au
and	VER:futu	and
avait	VER:impf	avoir
dans	PRP	dans
situation	NOM	situation
dans	PRP	dans
steam	NOM	steam
un	DET:ART	un
l'	DET:ART	le
des	PRP:det	du
d'	PRP	de
même	ADV	même
Australie	NAM	australie
,	PUN	,
en	PRO:PER	en
,	PUN	,
inexplicable	ADJ	inexplicable
deux	NUM	deux
l'	DET:ART	le
déterminer	VER:infi	déterminer
En	PRP	en
effet	NOM	effet
il	PRO:PER	il
rang	NOM	rang
Le	DET:ART	le
se	PRO:PER	se
se	PRO:PER	se
s'	PRO:PER	se
,	PUN	,
eau	NOM	eau
<SEG>
intermittentes	ADJ	intermittent
inconnu	ADJ	inconnu
observé	VER:pper	observer
,	PUN	,
et	KON	et
également	ADV	également
endroit	NOM	endroit
Company	NAM	company
vapeur	NOM	vapeur
du	PRP:det	du
-là	ADV	là
avait	VER:impf	avoir
,	PUN	,
jusque	PRP	jusque
et	KON	et
qui	PRO:REL	qui
d'	PRP	de
Pacific	NAM	pacific
,	PUN	,
à	PRP	à
geyser	NOM	geyser
aux	PRP:det	au
.	SENT	.
.	SENT	.
évents	NOM	évent
,	PUN	,
Pacifique	NAM	pacifique
mers	NOM	mer
,	PUN	,
air	NOM	air
steam	NOM	steam
Donc	ADV	donc
à	PRP	à
<EOS>	<EOS>	<EOS>
Donc	ADV	donc
ne	ADV	ne
Governor-Higginson	NAM	governor-higginson
colonnes	NOM	colonne
à	PRP	à
le	DET:ART	le
année	NOM	année
transporter	VER:infi	transporter
fait	NOM	fait
des	PRP:det	du
rejetait	VER:impf	rejeter
,	PUN	,
eau	NOM	eau
and	VER:futu	and
expansions	NOM	expansion
mélangées	VER:pper	mélanger
affaire	NOM	affaire
.	SENT	.
moins	ADV	moins
,	PUN	,
bien	ADV	bien
un	DET:ART	un
un	DET:ART	un
cétacé	NOM	cétacé
soumis	VER:pper	soumettre
quelque	PRO:IND	quelque
de	PRP	de
cet	PRO:DEM	ce
23	NUM	@card@
d'	PRP	de
par	PRP	par
la	DET:ART	le
<EOS>	<EOS>	<EOS>
,	PUN	,
bel	ADJ	beau
mammifère	NOM	mammifère
le	DET:ART	le
ce	PRO:DEM	ce
ses	DET:POS	son
un	DET:ART	un
air	NOM	air
,	PUN	,
fut	VER:simp	être
juillet	NOM	juillet
même	ADJ	même
d'	PRP	de
écueil	NOM	écueil
Cristobal-Colon	NAM	cristobal-colon
de	PRP	de
<EOS>	<EOS>	<EOS>
India	NAM	india
que	KON	que
pouvait	VER:impf	pouvoir
se	PRO:PER	se
dans	PRP	dans
par	PRP	par
fût	VER:subi	être
de	PRP	de
aquatique	ADJ	aquatique
le	DET:ART	le
d'	PRP	de
les	DET:ART	le
extraordinaire	ADJ	extraordinaire
West	NAM	west
navigation	NOM	navigation
Pareil	ADJ	pareil
<SEG>
42	NUM	@card@
jours	NOM	jour
°	ABR	°
en	PRP	en
cents	NOM	cent
l'	DET:ART	le
intervalle	NOM	intervalle
plus	ADV	plus
trois	NUM	trois
,	PUN	,
de	PRP	de
marchant	VER:ppre	marcher
cette	PRO:DEM	ce
,	PUN	,
se	PRO:PER	se
surprenante	ADJ	surprenant
avec	PRP	avec
marines	ADJ	marin
°	ABR	°
et	KON	et
,	PUN	,
l'	DET:ART	le
jours	NOM	jour
deux	NUM	deux
,	PUN	,
de	PRP	de
lieues	NOM	lieue
,	PUN	,
du	PRP:det	du
de	PRP	de
plus	ADV	plus
avaient	VER:impf	avoir
de	PRP	de
à	PRP	à
et	KON	et
Royal-Mail	NAM	royal-mail
États-Unis	NAM	états-unis
une	DET:ART	un
Compagnie	NOM	compagnie
l'	PRO:PER	la|le
le	DET:ART	le
deux	NUM	deux
60	NUM	@card@
de	PRP	de
15	NUM	@card@
points	NOM	point
d'	PRP	de
le	DET:ART	le
entre	PRP	entre
de	PRP	de
comprise	VER:pper	comprendre
à	PRP	à
la	DET:ART	le
portion	NOM	portion
lieues	NOM	lieue
Helvetia	NAM	helvetia
Atlantique	NAM	atlantique
,	PUN	,
Quinze	NUM	quinze
,	PUN	,
'	PUN	'
dans	PRP	dans
par	PRP	par
,	PUN	,
carte	NOM	carte
Cristobal-Colon	NAM	cristobal-colon
le	DET:ART	le
.	SENT	.
sept	NUM	sept
et	KON	et
l'	DET:ART	le
,	PUN	,
Europe	NAM	europe
Nationale	ADJ	national
le	DET:ART	le
à	PRP	à
là	ADV	là
puisque	KON	puisque
par	PRP	par
tard	ADV	tard
de	PRP	de
une	DET:ART	un
séparés	VER:pper	séparer
distance	NOM	distance
observé	VER:pper	observer
vélocité	NOM	vélocité
latitude	NOM	latitude
mille	NUM	mille
Governor-Higginson	NAM	governor-higginson
la	DET:ART	le
contrebord	NOM	contrebord
les	DET:ART	le
et	KON	et
nord	ADJ	nord
respectivement	ADV	respectivement
signalèrent	VER:simp	signaler
<EOS>	<EOS>	<EOS>
Shannon	NAM	shannon
monstre	NOM	monstre
autre	ADJ	autre
<SEG>
.	SENT	.
Greenwich	NAM	greenwich
de	PRP	de
ils	PRO:PER	il
on	PRO:PER	on
ouest	NOM	ouest
cinquante	ADJ	cinquante
à	PRP	à
Shannon	NAM	shannon
(	PUN	(
<EOS>	<EOS>	<EOS>
à	PRP	à
Helvetia	NAM	helvetia
bien	ADV	bien
.	SENT	.
si	KON	si
qui	PRO:REL	qui
étrave	NOM	étrave
les	DET:ART	le
et	KON	et
puisque	KON	puisque
baleines	NOM	baleine
--	PUN	--
de	PRP	de
Or	NOM	or
pieds	NOM	pied
du	PRP:det	du
des	PRP:det	du
le	DET:ART	le
évaluer	VER:infi	évaluer
mesurassent	VER:subi	mesurer
le	DET:ART	le
lui	PRO:PER	lui
,	PUN	,
Umgullick	NAM	umgullick
'	PUN	'
du	PRP:det	du
de	PRP	de
,	PUN	,
longitude	NOM	longitude
qu'	KON	que
pouvoir	VER:infi	pouvoir
méridien	NOM	méridien
,	PUN	,
l'	DET:ART	le
plus	ADV	plus
la	DET:ART	le
anglais	ADJ	anglais
minimum	NOM	minimum
,	PUN	,
cette	PRO:DEM	ce
l'	DET:ART	le
l'	DET:ART	le
de	PRP	de
trois	NUM	trois
et	KON	et
cinquante-six	NUM	cinquante-six
mammifère	NOM	mammifère
dimension	NOM	dimension
35	NUM	@card@
Aléoutiennes	ADJ	aléoutien
l'	DET:ART	le
,	PUN	,
cent	NUM	cent
<EOS>	<EOS>	<EOS>
plus	ADV	plus
îles	NOM	île
étaient	VER:impf	être
,	PUN	,
longueur	NOM	longueur
parages	NOM	parage|parages
)	PUN	)
ont	VER:pres	avoir
Kulammak	NOM	kulammak
les	DET:ART	le
mètres	NOM	mètre
mètres	NOM	mètre
,	PUN	,
de	PRP	de
celles	PRO:DEM	celui
inférieure	ADJ	inférieur
simultanée	ADJ	simultané
à	PRP	à
longueur	NOM	longueur
fréquentent	VER:pres	fréquenter
étambot	NOM	étambot
,	PUN	,
de	PRP	de
dépassé	VER:pper	dépasser
Dans	PRP	dans
la	DET:ART	le
1	NUM	@card@
l'	DET:ART	le
à	PRP	à
jamais	ADV	jamais
observation	NOM	observation
n'	ADV	ne
crut	VER:simp	croire
cent	NUM	cent
vastes	ADJ	vaste
<SEG>
,	PUN	,
opinion	NOM	opinion
elles	PRO:PER	elle
,	PUN	,
bord	NOM	bord
la	DET:ART	le
pays	NOM	pays
Angleterre	NAM	angleterre
profondément	ADV	profondément
du	PRP:det	du
arrivés	VER:pper	arriver
française	ADJ	français
,	PUN	,
émurent	VER:simp	émouvoir
publique	ADJ	publique
Lord-Clyde	NAM	lord-clyde
à	PRP	à
et	KON	et
d'	PRP	de
,	PUN	,
même	ADV	même
coup	NOM	coup
le	DET:ART	le
transatlantique	ADJ	transatlantique
légère	ADJ	léger
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
un	DET:ART	un
commodore	NOM	commodore
.	SENT	.
de	PRP	de
sur	PRP	sur
la	DET:ART	le
un	DET:ART	un
faites	VER:pres	faire
à	PRP	à
et	KON	et
par	PRP	par
l'	DET:ART	le
un	DET:ART	un
Normandie	NAM	normandie
Etna	NAM	etna
coup	NOM	coup
l'	DET:ART	le
Amérique	NAM	amérique
frégate	NOM	frégate
par	PRP	par
,	PUN	,
du	PRP:det	du
,	PUN	,
bord	NOM	bord
l'	DET:ART	le
officiers	NOM	officier
.	SENT	.
Ces	PRO:DEM	ce
,	PUN	,
ligne	NOM	ligne
dressé	VER:pper	dresser
les	DET:ART	le
obtenu	VER:pper	obtenir
de	PRP	de
mais	KON	mais
pays	NOM	pays
du	PRP:det	du
plaisanta	VER:simp	plaisanter
les	DET:ART	le
les	DET:ART	le
l'	DET:ART	le
,	PUN	,
,	PUN	,
procès-verbal	NOM	procès-verbal
observations	NOM	observation
l'	DET:ART	le
Pereire	NOM	pereire
le	DET:ART	le
rapports	NOM	rapport
monstre	NOM	monstre
Inman	NAM	inman
on	PRO:PER	on
,	PUN	,
phénomène	NOM	phénomène
l'	PRO:PER	la|le
Dans	PRP	dans
de	PRP	de
,	PUN	,
nouvelles	ADJ	nouveau
relèvement	NOM	relèvement
très-sérieux	NOM	très-sérieux
humeur	NOM	humeur
graves	ADJ	grave
abordage	NOM	abordage
Fitz-James	NAM	fitz-james
pratiques	ADJ	pratique
état-major	NOM	état-major
la	DET:ART	le
atteignent	VER:pres	atteindre
,	PUN	,
<EOS>	<EOS>	<EOS>
le	DET:ART	le
entre	PRP	entre
<SEG>
les	DET:ART	le
vit	VER:pres	vivre
terrible	ADJ	terrible
gigantesques	ADJ	gigantesque
démesuré	ADJ	démesuré
le	PRO:PER	le
court	NOM	court
au	PRP:det	au
toute	PRO:IND	tout
chanta	VER:simp	chanter
en	PRO:PER	en
de	PRP	de
<EOS>	<EOS>	<EOS>
de	PRP	de
théâtres	NOM	théâtre
<EOS>	<EOS>	<EOS>
on	PRO:PER	on
jusqu'	PRP	jusque
copie	NOM	copie
eurent	VER:simp	avoir
tous	PRO:IND	tout
,	PUN	,
la	DET:ART	le
une	DET:ART	un
à	PRP	à
les	DET:ART	le
cafés	NOM	café
le	PRO:PER	le
occasion	NOM	occasion
.	SENT	.
baleine	NOM	baleine
,	PUN	,
»	PUN:cit	»
,	PUN	,
,	PUN	,
la	DET:ART	le
--	PUN	--
grands	ADJ	grand
belle	ADJ	beau
dans	PRP	dans
,	PUN	,
,	PUN	,
les	DET:ART	le
,	PUN	,
joua	VER:simp	jouer
Dick	NAM	dick
des	PRP:det	du
«	PUN:cit	«
.	SENT	.
vivement	ADV	vivement
imaginaires	ADJ	imaginaire
hyperboréennes	ADJ	hyperboréen
pondre	VER:infi	pondre
,	PUN	,
mode	NOM	mode
Partout	ADV	partout
;	PUN	;
êtres	NOM	être|êtres
,	PUN	,
journaux	NOM	journal|journau
le	PRO:PER	le
dans	PRP	dans
on	PRO:PER	on
On	PRO:PER	on
régions	NOM	région
couleur	NOM	couleur
monstre	NOM	monstre
s'	PRO:PER	se
de	PRP	de
sur	PRP	sur
les	DET:ART	le
,	PUN	,
depuis	PRP	depuis
--	PUN	--
le	DET:ART	le
<EOS>	<EOS>	<EOS>
réapparaître	VER:infi	réapparaître
les	DET:ART	le
centres	NOM	centre
des	PRP:det	du
là	ADV	là
le	DET:ART	le
Allemagne	NAM	allemagne
œufs	NOM	œuf
à	PRP	à
Kraken	NAM	kraken
on	PRO:PER	on
dans	PRP	dans
et	KON	et
les	DET:ART	le
Les	DET:ART	le
.	SENT	.
journaux	NOM	journal|journau
Moby	NAM	moby
canards	NOM	canard
blanche	ADJ	blanc
devint	VER:simp	devenir
dans	PRP	dans
préoccupèrent	VER:simp	préoccuper
bafoua	VER:simp	bafouer
<SEG>
de	PRP	de
du	PRP:det	du
bonne	ADJ	bon
de	PRP	de
,	PUN	,
,	PUN	,
qui	PRO:REL	qui
.	SENT	.
avoir	VER:infi	avoir
procès-verbaux	NOM	procès-verbal
et	KON	et
temps	NOM	temps
,	PUN	,
vu	VER:pper	voir
de	PRP	de
M	NOM	m
cet	PRO:DEM	ce
ne	ADV	ne
Harrington	NAM	harrington
puis	ADV	puis
dont	PRO:REL	dont
relations	NOM	relation
les	DET:ART	le
peuvent	VER:pres	pouvoir
les	DET:ART	le
de	PRP	de
serpent	NOM	serpent
même	ADV	même
et	KON	et
abîmes	NOM	abîme
,	PUN	,
qui	PRO:REL	qui
étant	VER:ppre	être
,	PUN	,
Pontoppidan	NAM	pontoppidan
de	PRP	de
dont	PRO:REL	dont
et	KON	et
cinq	NUM	cinq
avait	VER:impf	avoir
les	DET:ART	le
affirme	VER:pres	affirmer
Pline	NAM	pline
,	PUN	,
en	PRP	en
dans	PRP	dans
Castillan	NAM	castillan
rapports	NOM	rapport
opinions	NOM	opinion
entraîner	VER:infi	entraîner
énorme	ADJ	énorme
Heggede	NAM	heggede
soupçonnée	VER:pper	soupçonner
tentacules	NOM	tentacule
il	PRO:PER	il
cents	NOM	cent
les	DET:ART	le
bâtiment	NOM	bâtiment
peut	VER:pres	pouvoir
enfin	ADV	enfin
foi	NOM	foi
l'	DET:ART	le
de	PRP	de
existence	NOM	existence
les	DET:ART	le
enlacer	VER:infi	enlacer
Paul	NAM	paul
de	PRP	de
à	PRP	à
,	PUN	,
,	PUN	,
reproduisit	VER:simp	reproduire
anciens	ADJ	ancien
évêque	NOM	évêque
quand	KON	quand
d'	PRP	de
un	DET:ART	un
monstres	NOM	monstre
norvégiens	ADJ	norvégien
,	PUN	,
<EOS>	<EOS>	<EOS>
la	DET:ART	le
Océan	NAM	océan
bord	NOM	bord
les	DET:ART	le
l'	DET:ART	le
tonneaux	NOM	tonneau
des	PRP:det	du
.	SENT	.
l'	DET:ART	le
n'	ADV	ne
ces	PRO:DEM	ce
récits	NOM	récit
l'	PRO:PER	la|le
admettaient	VER:impf	admettre
1857	NUM	@card@
être	VER:infi	être
les	DET:ART	le
Aristote	NAM	aristote
On	PRO:PER	on
<SEG>
,	PUN	,
Constitutionnel	NAM	constitutionnel
encre	NOM	encre
<EOS>	<EOS>	<EOS>
du	PRP:det	du
de	PRP	de
mers	NOM	mer
les	DET:ART	le
flots	NOM	flot
mois	NOM	moi|mois
qui	PRO:REL	qui
vinrent	VER:simp	venir
avec	PRP	avec
qui	PRO:REL	qui
incrédules	NOM	incrédule
versèrent	VER:simp	verser
pendant	PRP	pendant
.	SENT	.
font	VER:pres	faire
mer	NOM	mer
les	DET:ART	le
dans	PRP	dans
Les	DET:ART	le
alors	ADV	alors
Alors	ADV	alors
.	SENT	.
les	DET:ART	le
lutte	NOM	lutte
et	KON	et
des	PRP:det	du
même	ADJ	même
des	PRP:det	du
serpent	NOM	serpent
jusqu'	PRP	jusque
de	PRP	de
science	NOM	science
font	VER:pres	faire
.	SENT	.
<EOS>	<EOS>	<EOS>
trois	NUM	trois
<EOS>	<EOS>	<EOS>
journaux	NOM	journal|journau
savantes	ADJ	savant
des	PRP:det	du
esprit	NOM	esprit
La	DET:ART	le
ancien	ADJ	ancien
monstre	NOM	monstre
question	NOM	question
sociétés	NOM	société
;	PUN	;
Six	NUM	six
interminable	ADJ	interminable
aux	PRP:det	au
cette	PRO:DEM	ce
quelques-uns	PRO:IND	quelques-uns
sang	NOM	sang
l'	DET:ART	le
et	KON	et
deux	NUM	deux
mémorable	ADJ	mémorable
ou	KON	ou
profession	NOM	profession
l'	DET:ART	le
d'	PRP	de
esprits	NOM	esprit
profession	NOM	profession
enflamma	VER:simp	enflammer
plus	ADV	plus
les	DET:ART	le
journalistes	NOM	journaliste
scientifiques	ADJ	scientifique
personnalités	NOM	personnalité
de	PRP	de
gouttes	NOM	goutte
jamais	ADV	jamais
offensantes	ADJ	offensant
éclata	VER:simp	éclater
»	PUN:cit	»
d'	PRP	de
que	KON	que
car	KON	car
crédules	ADJ	crédule
polémique	NOM	polémique
.	SENT	.
de	PRP	de
en	PRO:PER	en
campagne	NOM	campagne
«	PUN:cit	«
,	PUN	,
fréquenté	VER:pper	fréquenter
,	PUN	,
ceux	PRO:DEM	celui
<EOS>	<EOS>	<EOS>
ils	PRO:PER	il
les	DET:ART	le
,	PUN	,
du	PRP:det	du
,	PUN	,
en	PRP	en
<SEG>
Linné	NAM	linné
géographique	ADJ	géographique
articles	NOM	article
Brésil	NAM	brésil
avec	PRP	avec
la	DET:ART	le
aux	PRP:det	au
The	NAM	the
durant	VER:ppre	durer
fond	NOM	fond
de	PRP	de
des	PRP:det	du
royale	ADJ	royal
de	PRP	de
discussions	NOM	discussion
du	PRP:det	du
de	PRP	de
mot	NOM	mot
,	PUN	,
Berlin	NAM	berlin
Cosmos	NOM	cosmos
se	PRO:PER	se
guerre	NOM	guerre
,	PUN	,
Britannique	ADJ	britannique
Ses	DET:POS	son
Indian	NOM	indian
sciences	NOM	science
l'	DET:ART	le
parodiant	VER:ppre	parodier
les	DET:ART	le
France	NAM	france
une	DET:ART	un
Smithsonnienne	NAM	smithsonnienne
journaux	NOM	journal|journau
<EOS>	<EOS>	<EOS>
ripostait	VER:impf	riposter
.	SENT	.
l'	DET:ART	le
presse	NOM	presse
l'	DET:ART	le
Moigno	NAM	moigno
poursuivit	VER:simp	poursuivre
de	PRP	de
chroniques	NOM	chronique
grands	ADJ	grand
Association	NOM	association
abbé	NOM	abbé
de	PRP	de
des	PRP:det	du
cité	NOM	cité
la	DET:ART	le
l'	DET:ART	le
chances	NOM	chance
,	PUN	,
de	PRP	de
