bonhomme	NOM	bonhomme
,	PUN	,
à	PRP	à
à	PRP	à
,	PUN	,
mirent	VER:simp	mettre
hommes	NOM	homme
invitée	NOM	invité
,	PUN	,
<SEG>
:	PUN	:
de	PRP	de
,	PUN	,
et	KON	et
poisson	NOM	poisson
Je	PRO:PER	je
»	PUN:cit	»
je	PRO:PER	je
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
réveillée	VER:pper	réveiller
confus	ADJ	confus
que	KON	que
fait	NOM	fait
mari	NOM	mari
.	SENT	.
attendri	VER:pper	attendrir
<EOS>	<EOS>	<EOS>
les	DET:ART	le
Mme	NOM	madame
,	PUN	,
le	DET:ART	le
falaises	NOM	falaise
j'	PRO:PER	je
regardait	VER:impf	regarder
eau	NOM	eau
fut	VER:simp	être
et	KON	et
murmura	VER:simp	murmurer
puis	ADV	puis
elles	PRO:PER	elle
la	DET:ART	le
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
invite	VER:pres	inviter
plus	ADV	plus
suis	VER:pres	suivre|être
et	KON	et
excusa	VER:simp	excuser
.	SENT	.
fait	VER:pper	faire
était	VER:impf	être
«	PUN:cit	«
s'	PRO:PER	se
,	PUN	,
pense	VER:pres	penser
cependant	ADV	cependant
.	SENT	.
vous	PRO:PER	vous
horizon	NOM	horizon
,	PUN	,
que	PRO:REL	que
au	PRP:det	au
Rosémilly	NAM	rosémilly
,	PUN	,
J'	PRO:PER	je
une	DET:ART	un
Vous	NAM	vous
Mais	VER:impf	mais
air	NOM	air
moi	PRO:PER	moi
ça	PRO:DEM	cela
madame	NOM	madame
:	PUN	:
demande	VER:pres	demander
ne	ADV	ne
avec	PRP	avec
sous	PRP	sous
aime	VER:pres	aimer
et	KON	et
qu'	KON	que
d'	PRP	de
je	PRO:PER	je
tout	ADV	tout
dès	PRP	dès
Elle	PRO:PER	elle
sens	VER:pres	sentir
large	ADJ	large
dames	NOM	dame
me	PRO:PER	me
.	SENT	.
remuait	VER:impf	remuer
je	PRO:PER	je
belle	ADJ	beau
son	DET:POS	son
de	PRP	de
l'	DET:ART	le
pêche	NOM	pêche
Roland	NAM	roland
pardon	NOM	pardon
s'	PRO:PER	se
parce	KON	parce
avez	VER:pres	avoir
un	DET:ART	un
comme	ADV	comme
de	PRP	de
mer	NOM	mer
à	PRP	à
trouver	VER:infi	trouver
<SEG>
manne	NOM	manne
en	PRP	en
et	KON	et
du	PRP:det	du
sur	PRP	sur
encore	ADV	encore
jetant	VER:ppre	jeter
pour	PRP	pour
bruit	NOM	bruit
panier	NOM	panier
,	PUN	,
dans	PRP	dans
au	PRP:det	au
couler	VER:infi	couler
et	KON	et
Roland	NAM	roland
ses	DET:POS	son
<EOS>	<EOS>	<EOS>
hommes	NOM	homme
de	PRP	de
par	PRP	par
genoux	NOM	genou
fond	NOM	fond
gluantes	ADJ	gluant
voir	VER:infi	voir
odeur	NOM	odeur
l'	DET:ART	le
doux	ADJ	doux
pour	PRP	pour
où	PRO:REL	où
des	PRP:det	du
le	DET:ART	le
s'	PRO:PER	se
de	PRP	de
coup	NOM	coup
entre	PRP	entre
soulevées	VER:pper	soulever
leur	DET:POS	leur
agonie	NOM	agonie
.	SENT	.
efforts	NOM	effort
et	KON	et
fit	VER:simp	faire
dire	VER:infi	dire
d'	PRP	de
de	PRP	de
pencha	VER:simp	pencher
l'	DET:ART	le
mortel	ADJ	mortel
,	PUN	,
les	DET:ART	le
bêtes	NOM	bête
impuissants	ADJ	impuissant
d'	PRP	de
et	KON	et
un	DET:ART	un
trois	NUM	trois
poisson	NOM	poisson
le	DET:ART	le
jusqu'	PRP	jusque
palpitation	NOM	palpitation
la	DET:ART	le
flot	NOM	flot
capturé	VER:pper	capturer
accentua	VER:simp	accentuer
d'	PRP	de
d'	PRP	de
forte	ADJ	fort
argent	NOM	argent
bord	NOM	bord
bâillements	NOM	bâillement
œil	NOM	œil
la	PRO:PER	la
d'	PRP	de
,	PUN	,
,	PUN	,
,	PUN	,
père	NOM	père
écailles	NOM	écaille
vaguement	ADV	vaguement
leur	DET:POS	leur
tête	NOM	tête
nageoires	NOM	nageoire
,	PUN	,
bienveillant	ADJ	bienveillant
celles	PRO:DEM	celui
mous	ADJ	mou
le	DET:ART	le
avec	PRP	avec
Le	DET:ART	le
non	ADV	non
tout	ADV	tout
,	PUN	,
palpitait	VER:impf	palpiter
corps	NOM	corps
un	DET:ART	un
saisit	VER:pres	saisir
,	PUN	,
air	NOM	air
et	KON	et
<SEG>
une	DET:ART	un
as	VER:pres	avoir
ceux	PRO:DEM	celui
de	PRP	de
pêcheur	NOM	pêcheur
de	PRP	de
«	PUN:cit	«
,	PUN	,
noirs	NOM	noir
Combien	NAM	combien
!	SENT	!
Oh	NAM	oh
de	PRP	de
plein	ADJ	plein
favoris	ADJ	favori
du	PRP:det	du
-tu	PRO:PER	tu
Cristi	NAM	cristi
il	PRO:PER	il
quatre	NUM	quatre
et	KON	et
rasés	VER:pper	raser
ils	PRO:PER	il
ans	NOM	an
magistrats	NOM	magistrat
:	PUN	:
vieux	ADJ	vieux
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
marée	NOM	marée
coupés	VER:pper	couper
docteur	NOM	docteur
,	PUN	,
,	PUN	,
ventre	NOM	ventre
Le	DET:ART	le
sent	VER:pres	sentir
pas	ADV	pas
toi	PRO:PER	toi
sont	VER:pres	être
comme	KON	comme
la	PRO:PER	la
!	SENT	!
des	PRP:det	du
-là	ADV	là
,	PUN	,
moustaches	NOM	moustache
corbeille	NOM	corbeille
des	PRP:det	du
<EOS>	<EOS>	<EOS>
monta	VER:simp	monter
,	PUN	,
.	SENT	.
ou	KON	ou
en	PRO:PER	en
huma	VER:simp	humer
.	SENT	.
trois	NUM	trois
pris	VER:pper	prendre
la	DET:ART	le
à	PRP	à
roses	NOM	rose
<EOS>	<EOS>	<EOS>
un	DET:ART	un
déclara	VER:simp	déclarer
aîné	ADJ	aîné
,	PUN	,
et	KON	et
!	SENT	!
,	PUN	,
homme	NOM	homme
trente	NUM	trente
Son	ADJ	son
,	PUN	,
frais	ADJ	frais
»	PUN:cit	»
,	PUN	,
vivement	ADV	vivement
,	PUN	,
Pierre	NAM	pierre
Puis	NOM	puis
,	PUN	,
puanteur	NOM	puanteur
on	PRO:PER	on
saine	ADJ	sain
,	PUN	,
répondit	VER:simp	répondre
menton	NOM	menton
comme	KON	comme
fils	NOM	fil|fils
:	PUN	:
grand-chose	NOM	grand-chose
continua	VER:simp	continuer
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
?	SENT	?
»	PUN:cit	»
:	PUN	:
«	PUN:cit	«
ceux	PRO:DEM	celui
<SEG>
avait	VER:impf	avoir
murmura	VER:simp	murmurer
.	SENT	.
ou	KON	ou
sourit	VER:pres	sourire
À	PRP	à
,	PUN	,
mensonge	NOM	mensonge
très	ADV	très
le	DET:ART	le
un	DET:ART	un
blond	ADJ	blond
»	PUN:cit	»
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
plus	ADV	plus
Et	VER:pres	et
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
essayerai	VER:futu	essayer
,	PUN	,
peu	ADV	peu
de	PRP	de
que	KON	que
tourna	VER:simp	tourner
le	DET:ART	le
comme	ADV	comme
cadet	NOM	cadet
,	PUN	,
:	PUN	:
,	PUN	,
pêcher	VER:infi	pêcher
plus	ADV	plus
barbu	ADJ	barbu
Jean	NAM	jean
qui	PRO:REL	qui
Le	DET:ART	le
«	PUN:cit	«
et	KON	et
fil	NOM	fil
même	ADJ	même
père	NOM	père
père	NOM	père
croisant	VER:ppre	croiser
au	PRP:det	au
«	PUN:cit	«
il	PRO:PER	il
jeune	ADJ	jeune
grand	ADJ	grand
Je	PRO:PER	je
près	ADV	près
<EOS>	<EOS>	<EOS>
frère	NOM	frère
garçon	NOM	garçon
n'	ADV	ne
,	PUN	,
enroulé	VER:pper	enrouler
le	DET:ART	le
aviron	NOM	aviron
tolet	NOM	tolet
Jean	NAM	jean
après-midi	NOM	après-midi
Roland	NAM	roland
,	PUN	,
toi	PRO:PER	toi
quatre	NUM	quatre
cinq	NUM	cinq
et	KON	et
,	PUN	,
<EOS>	<EOS>	<EOS>
:	PUN	:
bras	NOM	bras
Ils	NOM	ils
vers	PRP	vers
beaucoup	ADV	beaucoup
Il	PRO:PER	il
jamais	ADV	jamais
un	DET:ART	un
son	DET:POS	son
faisaient	VER:impf	faire
.	SENT	.
Pierre	NAM	pierre
«	PUN:cit	«
,	PUN	,
,	PUN	,
ravissait	VER:impf	ravir
l'	DET:ART	le
,	PUN	,
son	DET:POS	son
:	PUN	:
?	SENT	?
<EOS>	<EOS>	<EOS>
.	SENT	.
d'	PRP	de
chaque	PRO:IND	chaque
annonça	VER:simp	annoncer
,	PUN	,
ses	DET:POS	son
fois	NOM	fois
»	PUN:cit	»
<SEG>
de	PRP	de
de	PRP	de
plus	ADV	plus
et	KON	et
modestement	ADV	modestement
fois	NOM	fois
devint	VER:simp	devenir
d'	PRP	de
.	SENT	.
sieste	NOM	sieste
de	PRP	de
mer	NOM	mer
passées	VER:pper	passer
avait	VER:impf	avoir
se	PRO:PER	se
dès	PRP	dès
bonhomme	NOM	bonhomme
ne	ADV	ne
propriétaire	NOM	propriétaire
fils	NOM	fil|fils
deux	NUM	deux
au	PRP:det	au
assez	ADV	assez
bijoutier	NOM	bijoutier
un	DET:ART	un
une	DET:ART	un
regardait	VER:impf	regarder
,	PUN	,
un	DET:ART	un
immodéré	ADJ	immodéré
autour	ADV	autour
Havre	NAM	havre
Il	PRO:PER	il
est	VER:pres	être
lui	PRO:PER	lui
ancien	ADJ	ancien
de	PRP	de
soleil	NOM	soleil
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
rentes	NOM	rente
Le	DET:ART	le
il	PRO:PER	il
donc	ADV	donc
retira	VER:simp	retirer
pour	PRP	pour
<EOS>	<EOS>	<EOS>
la	DET:ART	le
qu'	PRO:REL	que
la	DET:ART	le
il	PRO:PER	il
,	PUN	,
,	PUN	,
ses	DET:POS	son
matelot	NOM	matelot
satisfait	VER:pper	satisfaire
la	DET:ART	le
.	SENT	.
parisien	ADJ	parisien
vivre	VER:infi	vivre
était	VER:impf	être
eut	VER:simp	avoir
<EOS>	<EOS>	<EOS>
.	SENT	.
fait	VER:pres	faire
au	PRP:det	au
C'	PRO:DEM	ce
pêche	NOM	pêche
.	SENT	.
comptoir	NOM	comptoir
,	PUN	,
amour	NOM	amour
la	DET:ART	le
barque	NOM	barque
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
dix	NUM	dix
navigation	NOM	navigation
gredin	NOM	gredin
qu'	PRO:REL	que
,	PUN	,
un	DET:ART	un
mord	VER:pres	mordre
avec	PRP	avec
fini	VER:pper	finir
»	PUN:cit	»
aisance	NOM	aisance
arraché	VER:pper	arracher
au	PRP:det	au
le	DET:ART	le
Une	DET:ART	un
air	NOM	air
c'	PRO:DEM	ce
acheta	VER:simp	acheter
de	PRP	de
amateur	NOM	amateur
Ses	DET:POS	son
.	SENT	.
heures	NOM	heure
et	KON	et
<SEG>
de	PRP	de
,	PUN	,
la	DET:ART	le
temps	NOM	temps
Paris	NAM	paris
,	PUN	,
,	PUN	,
senti	VER:pper	sentir
de	PRP	de
père	NOM	père
,	PUN	,
étant	VER:ppre	être
leurs	DET:POS	leur
en	PRO:PER	en
en	PRP	en
la	DET:ART	le
successivement	ADV	successivement
,	PUN	,
aussitôt	ADV	aussitôt
cinq	NUM	cinq
,	PUN	,
études	NOM	étude
chacune	PRO:IND	chacun
et	KON	et
,	PUN	,
aîné	NOM	aîné
dégoûté	VER:pper	dégoûter
essayé	VER:pper	essayer
de	PRP	de
de	PRP	de
Jean	NAM	jean
.	SENT	.
âgé	ADJ	âgé
pour	KON	pour
variées	ADJ	varié
l'	DET:ART	le
et	KON	et
leur	DET:POS	leur
plaisirs	NOM	plaisir
les	DET:ART	le
<EOS>	<EOS>	<EOS>
dans	PRP	dans
que	KON	que
la	DET:ART	le
Pierre	NAM	pierre
ans	NOM	an
lançait	VER:impf	lancer
l'	PRO:PER	la|le
du	PRP:det	du
restèrent	VER:simp	rester
de	PRP	de
lieu	NOM	lieu
médecine	NOM	médecine
En	PRP	en
continuer	VER:infi	continuer
l'	DET:ART	le
Pierre	NAM	pierre
sortie	NOM	sortie
après	PRP	après
<EOS>	<EOS>	<EOS>
,	PUN	,
était	VER:impf	être
vinrent	VER:simp	venir
vocation	NOM	vocation
,	PUN	,
se	PRO:PER	se
,	PUN	,
une	NOM	un
vite	ADV	vite
À	PRP	à
,	PUN	,
,	PUN	,
s'	PRO:PER	se
autre	ADJ	autre
et	KON	et
demi-douzaine	NOM	demi-douzaine
espérances	NOM	espérance
en	PRP	en
l'	DET:ART	le
et	KON	et
temps	NOM	temps
tenté	VER:pper	tenter
des	PRP:det	du
professions	NOM	profession
il	PRO:PER	il
avait	VER:impf	avoir
pour	KON	pour
nouvelles	ADJ	nouveau
dernier	ADJ	dernier
plus	ADV	plus
une	DET:ART	un
à	PRP	à
avait	VER:impf	avoir
.	SENT	.
congé	NOM	congé
s'	PRO:PER	se
Jean	NAM	jean
de	PRP	de
collège	NOM	collège
partager	VER:infi	partager
<SEG>
<EOS>	<EOS>	<EOS>
avec	PRP	avec
et	KON	et
fait	VER:pper	faire
d'	PRP	de
son	DET:POS	son
du	PRP:det	du
blond	ADJ	blond
temps	NOM	temps
droit	NOM	droit
doux	ADJ	doux
aussi	ADV	aussi
études	NOM	étude
noir	ADJ	noir
es	VER:pres	être
Pierre	NAM	pierre
au	PRP:det	au
plein	ADJ	plein
temps	NOM	temps
.	SENT	.
aussi	ADV	aussi
même	ADJ	même
de	PRP	de
docteur	NOM	docteur
que	KON	que
ministre	NOM	ministre
,	PUN	,
son	DET:POS	son
tenace	ADJ	tenace
en	PRP	en
licencié	NOM	licencié
idées	NOM	idée
,	PUN	,
d'	PRP	de
Il	PRO:PER	il
que	KON	que
diplôme	NOM	diplôme
Jean	NAM	jean
.	SENT	.
de	PRP	de
.	SENT	.
était	VER:impf	être
de	PRP	de
calme	ADJ	calme
dispenses	NOM	dispense
et	KON	et
et	KON	et
celui	PRO:DEM	celui
Tous	PRO:IND	tout
venait	VER:impf	venir
son	DET:POS	son
que	KON	que
qu'	PRO:REL	que
d'	PRP	de
emporté	VER:pper	emporter
,	PUN	,
rancunier	ADJ	rancunier
frère	NOM	frère
<EOS>	<EOS>	<EOS>
changeant	VER:ppre	changer
d'	PRP	de
était	VER:impf	être
tranquillement	ADV	tranquillement
d'	PRP	de
docteur	NOM	docteur
utopies	NOM	utopie
obtenir	VER:infi	obtenir
que	KON	que
être	VER:infi	être
<EOS>	<EOS>	<EOS>
,	PUN	,
travail	NOM	travail
aussi	ADV	aussi
venait	VER:impf	venir
,	PUN	,
ardeur	NOM	ardeur
son	DET:POS	son
assez	ADV	assez
obtenait	VER:impf	obtenir
,	PUN	,
d'	PRP	de
tant	ADV	tant
et	KON	et
était	VER:impf	être
reçu	VER:pper	recevoir
était	VER:impf	être
il	PRO:PER	il
,	PUN	,
courtes	ADJ	court
intelligent	ADJ	intelligent
,	PUN	,
mis	VER:pper	mettre
obtenues	VER:pper	obtenir
exalté	VER:pper	exalter
philosophiques	ADJ	philosophique
après	KON	après
avait	VER:impf	avoir
son	DET:POS	son
frère	NOM	frère
frère	NOM	frère
<SEG>
tenait	VER:impf	tenir
de	PRP	de
s'	PRO:PER	se
inimitié	NOM	inimitié
famille	NOM	famille
entre	PRP	entre
les	DET:ART	le
qui	PRO:REL	qui
d'	PRP	de
occasion	NOM	occasion
ou	KON	ou
s'	PRO:PER	se
s'	PRO:PER	se
prenaient	VER:impf	prendre
des	PRP:det	du
le	DET:ART	le
leur	DET:POS	leur
entre	PRP	entre
Certes	ADV	certes
tous	PRO:IND	tout
ils	PRO:PER	il
fraternelle	ADJ	fraternel
,	PUN	,
<EOS>	<EOS>	<EOS>
un	DET:ART	un
éveil	NOM	éveil
presque	ADV	presque
projet	NOM	projet
tombant	VER:ppre	tomber
la	DET:ART	le
à	PRP	à
<EOS>	<EOS>	<EOS>
de	PRP	de
,	PUN	,
deux	NUM	deux
jalousie	NOM	jalousie
.	SENT	.
établir	VER:infi	établir
Havre	NAM	havre
,	PUN	,
les	DET:ART	le
.	SENT	.
peu	ADV	peu
aimaient	VER:impf	aimer
invisibles	ADJ	invisible
inoffensive	ADJ	inoffensif
les	PRO:PER	la|le
conditions	NOM	condition
bonheur	NOM	bonheur
une	DET:ART	un
frères	NOM	frère
et	KON	et
dans	PRP	dans
de	PRP	de
éclatent	VER:pres	éclater
au	PRP:det	au
en	PRP	en
ou	KON	ou
satisfaisantes	ADJ	satisfaisant
à	PRP	à
faire	VER:infi	faire
deux	NUM	deux
s'	PRO:PER	se
une	DET:ART	un
jalousies	NOM	jalousie
le	PRO:PER	le
ils	PRO:PER	il
donc	ADV	donc
d'	PRP	de
épiaient	VER:impf	épier
dormantes	ADJ	dormant
jusqu'	PRP	jusque
une	NUM	un
mais	KON	mais
un	DET:ART	un
maturité	NOM	maturité
sur	PRP	sur
un	NOM	un
dans	PRP	dans
un	DET:ART	un
Mais	KON	mais
et	KON	et
grandissent	VER:pres	grandir
sœurs	NOM	sœur
,	PUN	,
l'	DET:ART	le
et	KON	et
ils	PRO:PER	il
repos	NOM	repos
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
ces	PRO:DEM	ce
.	SENT	.
parvenaient	VER:impf	parvenir
dans	PRP	dans
mariage	NOM	mariage
à	PRP	à
l'	DET:ART	le
formaient	VER:impf	former
vague	ADJ	vague
<SEG>
de	PRP	de
lui	PRO:PER	lui
coup	NOM	coup
tant	ADV	tant
à	PRP	à
douceur	NOM	douceur
gâtée	ADJ	gâté
s'	PRO:PER	se
autre	ADJ	autre
bête	NOM	bête
regardé	VER:pper	regarder
son	DET:POS	son
<EOS>	<EOS>	<EOS>
la	DET:ART	le
,	PUN	,
la	DET:ART	le
de	PRP	de
et	KON	et
peu	ADV	peu
et	KON	et
enfance	NOM	enfance
ans	NOM	an
aimée	VER:pper	aimer
à	PRP	à
caressée	VER:pper	caresser
;	PUN	;
,	PUN	,
de	PRP	de
dans	PRP	dans
la	DET:ART	le
père	NOM	père
ce	PRO:DEM	ce
garçon	NOM	garçon
.	SENT	.
de	PRP	de
gros	ADJ	gros
,	PUN	,
hostilité	NOM	hostilité
entendre	VER:infi	entendre
,	PUN	,
tout	ADV	tout
âgé	ADJ	âgé
,	PUN	,
égal	ADJ	égal
naissance	NOM	naissance
bonté	NOM	bonté
un	DET:ART	un
douceur	NOM	douceur
sans	PRP	sans
petite	NOM	petit
énervé	VER:pper	énerver
à	PRP	à
modèle	NOM	modèle
peu	ADV	peu
avait	VER:impf	avoir
cette	PRO:DEM	ce
dès	PRP	dès
tant	ADV	tant
la	DET:ART	le
caractère	NOM	caractère
Jean	NAM	jean
dont	PRO:REL	dont
,	PUN	,
sa	DET:POS	son
à	PRP	à
été	VER:pper	être
être	VER:infi	être
bonté	NOM	bonté
avec	PRP	avec
vanter	VER:infi	vanter
de	PRP	de
de	PRP	de
et	KON	et
avait	VER:impf	avoir
une	DET:ART	un
par	PRP	par
mère	NOM	mère
de	PRP	de
son	DET:POS	son
bête	ADJ	bête
Pierre	NAM	pierre
Pierre	NAM	pierre
,	PUN	,
,	PUN	,
était	VER:impf	être
,	PUN	,
les	DET:ART	le
et	KON	et
mollesse	NOM	mollesse
eux	PRO:PER	eux
de	PRP	de
bras	NOM	bras
cinq	NUM	cinq
Jean	NAM	jean
petite	ADJ	petit
semblait	VER:impf	sembler
de	PRP	de
cesse	NOM	cesse
apparue	VER:pper	apparaître
,	PUN	,
<SEG>
«	PUN:cit	«
le	DET:ART	le
,	PUN	,
fois	NOM	fois
ses	DET:POS	son
«	PUN:cit	«
médiocres	ADJ	médiocre
chaque	PRO:IND	chaque
,	PUN	,
qu'	PRO:REL	que
élans	NOM	élan
ceci	PRO:DEM	ceci
.	SENT	.
des	PRP:det	du
tentatives	NOM	tentative
,	PUN	,
l'	DET:ART	le
disait	VER:impf	dire
<EOS>	<EOS>	<EOS>
de	PRP	de
bien	ADV	bien
généreuses	ADJ	généreux
Regarde	NAM	regarde
et	KON	et
comprenait	VER:impf	comprendre
vers	PRP	vers
plus	ADV	plus
lui	PRO:PER	lui
tous	PRO:IND	tout
a	VER:pres	avoir
,	PUN	,
:	PUN	:
<EOS>	<EOS>	<EOS>
sens	NOM	sens
gens	NOM	gens
la	DET:ART	le
Ses	DET:POS	son
il	PRO:PER	il
pour	PRP	pour
aveuglement	NOM	aveuglement
il	PRO:PER	il
la	DET:ART	le
fait	VER:pper	faire
impuissants	ADJ	impuissant
avortées	VER:pper	avorter
.	SENT	.
honorables	ADJ	honorable
il	PRO:PER	il
et	KON	et
,	PUN	,
et	KON	et
ses	DET:POS	son
,	PUN	,
,	PUN	,
on	PRO:PER	on
mais	KON	mais
décoratives	ADJ	décoratif
Jean	NAM	jean
»	PUN:cit	»
fils	NOM	fil|fils
Jean	NAM	jean
placides	ADJ	placide
»	PUN:cit	»
!	SENT	!
homme	NOM	homme
vers	PRP	vers
,	PUN	,
était	VER:impf	être
:	PUN	:
ses	DET:POS	son
niaiserie	NOM	niaiserie
imite-le	VER:pres	imite-le
fait	VER:pper	faire
rêvaient	VER:impf	rêver
et	KON	et
,	PUN	,
indécisions	NOM	indécision
enthousiasmes	NOM	enthousiasme
professions	NOM	profession
bienveillance	NOM	bienveillance
Depuis	PRP	depuis
entendait	VER:impf	entendre
reprochaient	VER:impf	reprocher
Jean	NAM	jean
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
ses	DET:POS	son
qui	PRO:REL	qui
idées	NOM	idée
de	PRP	de
des	PRP:det	du
répéter	VER:infi	répéter
parents	NOM	parents
a	VER:pres	avoir
situations	NOM	situation
cela	PRO:DEM	cela
ne	ADV	ne
des	PRP:det	du
qu'	PRO:REL	que
leurs	DET:POS	leur
<SEG>
la	DET:ART	le
économe	ADJ	économe
ordre	NOM	ordre
une	DET:ART	un
jour	NOM	jour
l'	DET:ART	le
ces	PRO:DEM	ce
les	DET:ART	le
d'	PRP	de
les	DET:ART	le
cesse	NOM	cesse
.	SENT	.
,	PUN	,
sa	DET:POS	son
femme	NOM	femme
Un	DET:ART	un
de	PRP	de
hiver	NOM	hiver
une	DET:ART	un
sous	PRP	sous
menus	ADJ	menu
paroles	NOM	parole
Leur	DET:POS	leur
nées	VER:pper	naître
moment	NOM	moment
connaissance	NOM	connaissance
bourgeoise	NOM	bourgeois
une	DET:ART	un
petites	ADJ	petit
deux	NUM	deux
tous	PRO:IND	tout
la	DET:ART	le
enfants	NOM	enfant
commune	ADJ	commun
de	PRP	de
fait	VER:pper	faire
en	PRP	en
cachés	VER:pper	cacher
<EOS>	<EOS>	<EOS>
un	DET:ART	un
léger	ADJ	léger
ses	DET:POS	son
,	PUN	,
vie	NOM	vie
apaisait	VER:impf	apaiser
fils	NOM	fil|fils
âme	NOM	âme
une	DET:ART	un
études	NOM	étude
achevaient	VER:impf	achever
faits	NOM	fait
entre	PRP	entre
l'	DET:ART	le
l'	DET:ART	le
d'	PRP	de
,	PUN	,
troublait	VER:impf	troubler
elle	PRO:PER	elle
,	PUN	,
chaque	PRO:IND	chaque
d'	PRP	de
sentimentale	ADJ	sentimental
autre	ADJ	autre
,	PUN	,
,	PUN	,
rivalités	NOM	rivalité
l'	DET:ART	le
et	KON	et
peu	ADV	peu
,	PUN	,
que	KON	que
