villes	NOM	ville
<EOS>	<EOS>	<EOS>
dans	PRP	dans
mon	DET:POS	mon
,	PUN	,
incliné	VER:pper	incliner
passe	VER:pres	passer
disait	VER:impf	dire
et	KON	et
main	NOM	main
car	KON	car
c'	PRO:DEM	ce
proverbe	NOM	proverbe
taille	NOM	taille
,	PUN	,
fortement	ADV	fortement
accentués	VER:pper	accentuer
de	PRP	de
la	DET:ART	le
en	PRP	en
C'	PRO:DEM	ce
a	VER:pres	avoir
une	DET:ART	un
costume	NOM	costume
affaire	NOM	affaire
souriant	VER:ppre	sourire
Éminence	NAM	éminence
cela	PRO:DEM	cela
<SEG>
.	SENT	.
jusqu'	PRP	jusque
L'	DET:ART	le
délicatesse	NOM	délicatesse
un	DET:ART	un
presque	ADV	presque
péché	VER:pper	pécher
une	DET:ART	un
tenait	VER:impf	tenir
franche	ADJ	franc
visage	NOM	visage
,	PUN	,
beau	NOM	beau
bords	NOM	bord
belle	ADJ	beau
avait	VER:impf	avoir
jeune	ADJ	jeune
<EOS>	<EOS>	<EOS>
un	DET:ART	un
de	PRP	de
sans	PRP	sans
<EOS>	<EOS>	<EOS>
un	DET:ART	un
à	PRP	à
Il	PRO:PER	il
de	PRP	de
main	NOM	main
et	KON	et
La	DET:ART	le
,	PUN	,
le	DET:ART	le
qu'	PRO:REL	que
les	DET:ART	le
relevait	VER:impf	relever
étaient	VER:impf	être
soyeuse	ADJ	soyeux
et	KON	et
,	PUN	,
peu	ADV	peu
moqueuse	ADJ	moqueur
une	DET:ART	un
ses	DET:POS	son
lui	PRO:PER	lui
qui	PRO:REL	qui
légèrement	ADV	légèrement
relevés	VER:pper	relever
mais	KON	mais
avait	VER:impf	avoir
joue	NOM	joue
la	DET:ART	le
ses	DET:POS	son
dont	PRO:REL	dont
efféminée	VER:pper	efféminer
auraient	VER:cond	avoir
y	PRO:PER	y
au	PRP:det	au
.	SENT	.
sol	NOM	sol
milieu	NOM	milieu
moustache	NOM	moustache
,	PUN	,
et	KON	et
son	DET:POS	son
,	PUN	,
douce	ADJ	doux
,	PUN	,
par	PRP	par
<EOS>	<EOS>	<EOS>
d'	PRP	de
sa	DET:POS	son
son	DET:POS	son
notre	DET:POS	notre
Il	PRO:PER	il
.	SENT	.
homme	NOM	homme
feutre	NOM	feutre
à	PRP	à
galamment	ADV	galamment
de	PRP	de
,	PUN	,
tordus	VER:pper	tordre
noire	ADJ	noir
l'	DET:ART	le
,	PUN	,
singulier	ADJ	singulier
expression	NOM	expression
traits	NOM	trait
cavalier	NOM	cavalier
crocs	NOM	croc
d'	PRP	de
la	DET:ART	le
balayait	VER:impf	balayer
était	VER:impf	être
,	PUN	,
il	PRO:PER	il
,	PUN	,
accoutrement	NOM	accoutrement
Espagne	NAM	espagne
plume	NOM	plume
Castillane	NOM	castillan
<SEG>
Charles-quint	NAM	charles-quint
La	DET:ART	le
insouciance	NOM	insouciance
fatigues	NOM	fatigue
prêtre	NOM	prêtre
siècle	NOM	siècle
front	NOM	front
les	DET:ART	le
refaire	VER:infi	refaire
de	PRP	de
s'	PRO:PER	se
jardinier	NOM	jardinier
cathédrale	NOM	cathédrale
un	DET:ART	un
Jules	NAM	jules
de	PRP	de
et	KON	et
charmante	ADJ	charmant
et	KON	et
de	PRP	de
courbé	VER:pper	courber
<EOS>	<EOS>	<EOS>
d'	PRP	de
d'	PRP	de
voulait	VER:impf	vouloir
jeunesse	NOM	jeunesse
Ce	PRO:DEM	ce
et	KON	et
où	PRO:REL	où
Philippe	NAM	philippe
Espagne	NAM	espagne
,	PUN	,
fils	NOM	fil|fils
quelque	PRO:IND	quelque
ministre	NOM	ministre
État	NAM	état
en	PRP	en
qui	PRO:REL	qui
plein	ADJ	plein
de	PRP	de
et	KON	et
,	PUN	,
grand	ADJ	grand
<EOS>	<EOS>	<EOS>
cette	PRO:DEM	ce
.	SENT	.
figure	NOM	figure
dix-huitième	ADJ	dix-huitième
V	NUM	v
semblait	VER:impf	sembler
maladif	ADJ	maladif
la	DET:ART	le
Alberoni	NAM	alberoni
l'	DET:ART	le
,	PUN	,
effrontément	ADV	effrontément
monarchie	NOM	monarchie
avait	VER:impf	avoir
grande	ADJ	grand
ancien	ADJ	ancien
le	DET:ART	le
,	PUN	,
,	PUN	,
de	PRP	de
étalait	VER:impf	étaler
Il	PRO:PER	il
Italien	NAM	italien
de	PRP	de
,	PUN	,
ce	PRO:DEM	ce
roi	NOM	roi
la	DET:ART	le
une	DET:ART	un
sorte	NOM	sorte
contraste	NOM	contraste
.	SENT	.
présentement	ADV	présentement
,	PUN	,
classe	NOM	classe
de	PRP	de
était	VER:impf	être
Suède	NAM	suède
pensée	NOM	pensée
Plaisance	NOM	plaisance
sous	PRP	sous
prêtre	NOM	prêtre
toute	PRO:IND	tout
en	PRP	en
du	PRP:det	du
nom	NOM	nom
première	NUM	premier
la	DET:ART	le
d'	PRP	de
jeune	ADJ	jeune
entre	PRP	entre
sonneur	NOM	sonneur
cardinal	ADJ	cardinal
aventureuse	ADJ	aventureux
.	SENT	.
,	PUN	,
<SEG>
province	NOM	province
de	PRP	de
redoutable	ADJ	redoutable
les	DET:ART	le
Angleterre	NAM	angleterre
jusqu'	PRP	jusque
puissance	NOM	puissance
,	PUN	,
de	PRP	de
Turquie	NAM	turquie
existence	NOM	existence
l'	DET:ART	le
Église	NAM	église
sous	PRP	sous
et	KON	et
la	DET:ART	le
écraser	VER:infi	écraser
en	PRP	en
et	KON	et
toute	PRO:IND	tout
.	SENT	.
année	NOM	année
du	PRP:det	du
ligue	NOM	ligue
naissait	VER:impf	naître
dans	PRP	dans
rêvait	VER:impf	rêver
condition	NOM	condition
France	NAM	france
portion	NOM	portion
,	PUN	,
cette	PRO:DEM	ce
les	DET:ART	le
Stuarts	NOM	stuarts
serait	VER:cond	être
:	PUN	:
l'	DET:ART	le
La	DET:ART	le
France	NAM	france
Italie	NAM	italie
laquelle	PRO:REL	lequel
à	PRP	à
d'	PRP	de
la	DET:ART	le
cinquième	ADJ	cinquième
à	PRP	à
Russie	NAM	russie
qu'	PRO:REL	que
sa	DET:POS	son
voulait	VER:impf	vouloir
anéantie	VER:pper	anéantir
espagnole	ADJ	espagnol
,	PUN	,
et	KON	et
l'	DET:ART	le
politique	ADJ	politique
qui	PRO:REL	qui
cinquante	NOM	cinquante
peine	NOM	peine
pour	PRP	pour
,	PUN	,
il	PRO:PER	il
une	DET:ART	un
la	DET:ART	le
Alberoni	NAM	alberoni
étaient	VER:impf	être
,	PUN	,
il	PRO:PER	il
sa	DET:POS	son
,	PUN	,
et	KON	et
à	PRP	à
prétendait	VER:impf	prétendre
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
une	DET:ART	un
,	PUN	,
Allemagne	NAM	allemagne
sous	PRP	sous
éléments	NOM	élément
Angleterre	NAM	angleterre
que	KON	que
réintégrer	VER:infi	réintégrer
politique	ADJ	politique
sud	NOM	sud
l'	DET:ART	le
lui	PRO:PER	lui
entrait	VER:impf	entrer
faîte	NOM	faîte
était	VER:impf	être
On	PRO:PER	on
,	PUN	,
l'	DET:ART	le
1717.	NAM	@ord@
où	PRO:REL	où
protestante	NOM	protestant
le	DET:ART	le
il	PRO:PER	il
atteignait	VER:impf	atteindre
<SEG>
province	NOM	province
suffire	VER:infi	suffire
fils	NOM	fil|fils
menées	NOM	menée
à	PRP	à
parti	NOM	parti
chevalier	NOM	chevalier
des	PRP:det	du
roi	NOM	roi
en	PRP	en
pour	PRP	pour
seule	ADJ	seul
,	PUN	,
Angleterre	NAM	angleterre
ce	PRO:DEM	ce
la	DET:ART	le
à	PRP	à
.	SENT	.
de	PRP	de
contre	PRP	contre
contre	PRP	contre
ennemis	NOM	ennemi
.	SENT	.
et	KON	et
.	SENT	.
France	NAM	france
,	PUN	,
Stuarts	NOM	stuarts
en	PRP	en
la	DET:ART	le
Europe	NAM	europe
de	PRP	de
la	DET:ART	le
avait	VER:impf	avoir
et	KON	et
,	PUN	,
,	PUN	,
,	PUN	,
elle	PRO:PER	elle
dehors	NOM	dehors
régent	NOM	régent
Bretagne	NAM	bretagne
pariaient	VER:impf	parier
en	PRP	en
du	PRP:det	du
Jacques	NAM	jacques
légitimes	ADJ	légitime
<EOS>	<EOS>	<EOS>
les	DET:ART	le
l'	DET:ART	le
Outre	PRP	outre
Dans	PRP	dans
XIV	NUM	xiv
,	PUN	,
présence	NOM	présence
vices	NOM	vice
<EOS>	<EOS>	<EOS>
des	PRP:det	du
que	KON	que
le	DET:ART	le
Écosse	NAM	écosse
lui	PRO:PER	lui
troubles	NOM	trouble
semblait	VER:impf	sembler
de	PRP	de
,	PUN	,
selon	PRP	selon
puissant	ADJ	puissant
de	PRP	de
<EOS>	<EOS>	<EOS>
Angleterre	NAM	angleterre
du	PRP:det	du
France	NAM	france
Irlande	NAM	irlande
aussi	ADV	aussi
connaisseurs	NOM	connaisseur
moment	NOM	moment
l'	DET:ART	le
ces	PRO:DEM	ce
les	DET:ART	le
Louis	NAM	louis
toute	PRO:IND	tout
compromettants	ADJ	compromettant
,	PUN	,
les	DET:ART	le
du	PRP:det	du
effet	NOM	effet
y	PRO:PER	y
fils	NOM	fil|fils
si	ADV	si
Quant	PRP	quant
les	DET:ART	le
la	DET:ART	le
devait	VER:impf	devoir
,	PUN	,
l'	DET:ART	le
du	PRP:det	du
et	KON	et
,	PUN	,
Saint-Georges	NAM	saint-georges
<SEG>
et	KON	et
princesse	NOM	princesse
de	PRP	de
d'	PRP	de
Ursins	NAM	ursins
demi-clos	ADJ	demi-clos
scène	NOM	scène
avec	PRP	avec
générale	ADJ	général
.	SENT	.
ses	DET:POS	son
Il	PRO:PER	il
des	PRP:det	du
la	DET:ART	le
interrogeait	VER:impf	interroger
ancien	ADJ	ancien
passait	VER:impf	passer
campagne	NOM	campagne
de	PRP	de
palais	NOM	palais
croyance	NOM	croyance
révolution	NOM	révolution
entre	PRP	entre
Quand	KON	quand
la	DET:ART	le
œil	NOM	œil
reste	VER:pres	rester
<EOS>	<EOS>	<EOS>
cela	PRO:DEM	cela
énumération	NOM	énumération
s'	PRO:PER	se
On	PRO:PER	on
,	PUN	,
,	PUN	,
.	SENT	.
de	PRP	de
jeune	ADJ	jeune
de	PRP	de
Hénarès	NAM	hénarès
--	PUN	--
la	DET:ART	le
vous	PRO:PER	vous
l'	DET:ART	le
,	PUN	,
:	PUN	:
mérites	NOM	mérite
<EOS>	<EOS>	<EOS>
accorde	VER:pres	accorder
se	PRO:PER	se
cardinal	NOM	cardinal
pensif	ADJ	pensif
déterminer	VER:infi	déterminer
modestie	NOM	modestie
la	DET:ART	le
une	DET:ART	un
près	ADV	près
.	SENT	.
--	PUN	--
l'	DET:ART	le
compagnon	NOM	compagnon
de	PRP	de
distraction	NOM	distraction
achevé	VER:pper	achever
celui	PRO:DEM	celui
Avec	PRP	avec
physionomie	NOM	physionomie
Alcala	NAM	alcala
son	DET:POS	son
le	DET:ART	le
la	DET:ART	le
de	PRP	de
du	PRP:det	du
dit	VER:pres	dire
cavalier	ADJ	cavalier
<EOS>	<EOS>	<EOS>
bas	ADJ	bas
cardinal	NOM	cardinal
à	PRP	à
Madrid	NAM	madrid
et	KON	et
que	KON	que
-ci	ADV	-ci
,	PUN	,
dire	VER:infi	dire
été	NOM	été
,	PUN	,
riante	ADJ	riant
haut	ADJ	haut
à	PRP	à
à	PRP	à
L'	DET:ART	le
de	PRP	de
<EOS>	<EOS>	<EOS>
eut	VER:simp	avoir
seigneur	NOM	seigneur
dans	PRP	dans
regorgez	VER:pres	regorger
?	SENT	?
nous	PRO:PER	nous
,	PUN	,
<SEG>
Premier	NAM	premier
aux	PRP:det	au
<EOS>	<EOS>	<EOS>
seigneur	NOM	seigneur
poursuivit-il	NOM	poursuivit-il
lèvres	NOM	lèvre
jeune	ADJ	jeune
ministre	NOM	ministre
on	PRO:PER	on
bonne	ADJ	bon
,	PUN	,
où	PRO:REL	où
.	SENT	.
à	PRP	à
,	PUN	,
vint	VER:simp	venir
le	PRO:PER	le
J'	PRO:PER	je
,	PUN	,
notre	DET:POS	notre
.	SENT	.
il	PRO:PER	il
,	PUN	,
donné	VER:pper	donner
à	PRP	à
nom	NOM	nom
Je	PRO:PER	je
sourire	NOM	sourire
la	DET:ART	le
et	KON	et
tout	PRO:IND	tout
l'	PRO:PER	la|le
remarquerait	VER:cond	remarquer
sonne	VER:pres	sonner
<EOS>	<EOS>	<EOS>
vous	PRO:PER	vous
.	SENT	.
pris	VER:pper	prendre
avez	VER:pres	avoir
du	PRP:det	du
cavalier	ADJ	cavalier
a	VER:pres	avoir
avec	PRP	avec
Votre	NAM	votre
l'	PRO:PER	la|le
,	PUN	,
avait	VER:impf	avoir
plaît	VER:pres	plaire
me	PRO:PER	me
,	PUN	,
,	PUN	,
de	PRP	de
Éminence	NOM	éminence
<EOS>	<EOS>	<EOS>
entière	ADJ	entier
une	DET:ART	un
--	PUN	--
monde	NOM	monde
S'	PRO:PER	se
,	PUN	,
de	PRP	de
Fortune	NAM	fortune
pâles	ADJ	pâle
ne	ADV	ne
.	SENT	.
.	SENT	.
il	PRO:PER	il
reconnaître	VER:infi	reconnaître
Fortune	NAM	fortune
y	PRO:PER	y
<EOS>	<EOS>	<EOS>
certain	PRO:IND	certain
--	PUN	--
le	DET:ART	le
Il	PRO:PER	il
plaît	VER:pres	plaire
le	PRO:PER	le
ce	PRO:DEM	ce
ai	VER:pres	avoir
-vous	PRO:PER	vous
homme	NOM	homme
foi	NOM	foi
où	PRO:REL	où
répliqua	VER:simp	répliquer
?	SENT	?
pris	VER:pper	prendre
il	PRO:PER	il
salua	VER:simp	saluer
Et	KON	et
bien	ADV	bien
militairement	ADV	militairement
que	KON	que
étais	VER:impf	être
bonhomie	NOM	bonhomie
Monseigneur	NAM	monseigneur
Un	DET:ART	un
répondit	VER:simp	répondre
pas	ADV	pas
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
<SEG>
une	DET:ART	un
.	SENT	.
,	PUN	,
garants	NOM	garant
:	PUN	:
--	PUN	--
figure	NOM	figure
assurément	ADV	assurément
.	SENT	.
mes	DET:POS	mon
assez	ADV	assez
gentilhomme	NOM	gentilhomme
heureuse	ADJ	heureux
<EOS>	<EOS>	<EOS>
Monseigneur	NAM	monseigneur
Dans	PRP	dans
ni	KON	ni
il	PRO:PER	il
sont	VER:pres	être
j'	PRO:PER	je
poursuivi	VER:pper	poursuivre
le	DET:ART	le
se	PRO:PER	se
?	SENT	?
a	VER:pres	avoir
,	PUN	,
ma	DET:POS	mon
Voici	ADJ	voici
Il	PRO:PER	il
un	DET:ART	un
ma	DET:POS	mon
,	PUN	,
Vous	NAM	vous
le	DET:ART	le
ai	VER:pres	avoir
disaient	VER:impf	dire
«	PUN:cit	«
gens	NOM	gens
par	PRP	par
.	SENT	.
y	PRO:PER	y
les	DET:ART	le
parier	VER:infi	parier
ai	VER:pres	avoir
eu	VER:pper	avoir
et	KON	et
chance	NOM	chance
contre	PRP	contre
si	KON	si
,	PUN	,
encore	ADV	encore
un	DET:ART	un
Ma	DET:POS	mon
»	PUN:cit	»
oui	INT	oui
né	VER:pper	naître
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
de	PRP	de
nuage	NOM	nuage
n'	ADV	ne
Mais	KON	mais
<EOS>	<EOS>	<EOS>
homme	NOM	homme
naissance	NOM	naissance
constamment	ADV	constamment
que	KON	que
suppose	VER:pres	supposer
tournure	NOM	tournure
je	PRO:PER	je
d'	PRP	de
je	PRO:PER	je
cardinal	NOM	cardinal
à	PRP	à
a	VER:pres	avoir
que	KON	que
été	VER:pper	être
bons	ADJ	bon
,	PUN	,
<EOS>	<EOS>	<EOS>
cent	NUM	cent
!	SENT	!
un	NUM	un
voyages	NOM	voyage
,	PUN	,
ici	ADV	ici
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
est	VER:pres	être
en	PRO:PER	en
de	PRP	de
cours	NOM	cour|cours
autour	ADV	autour
coiffé	VER:pper	coiffer
--	PUN	--
jeune	ADJ	jeune
demanda	VER:simp	demander
.	SENT	.
êtes	VER:pres	être
<SEG>
m'	PRO:PER	me
temps	NOM	temps
demeurant	NOM	demeurant
,	PUN	,
ou	KON	ou
quel	PRO:REL	quel
être	VER:infi	être
à	PRP	à
d'	PRP	de
bien	ADV	bien
près	ADV	près
l'	DET:ART	le
m'	PRO:PER	me
d'	PRP	de
juste	ADJ	juste
mélancolie	NOM	mélancolie
.	SENT	.
pour	PRP	pour
de	PRP	de
qu'	KON	que
fut	VER:simp	être
fils	NOM	fil|fils
le	DET:ART	le
importe	VER:pres	importer
je	PRO:PER	je
nourris	VER:pper	nourrir
et	KON	et
.	SENT	.
mon	DET:POS	mon
d'	PRP	de
est	VER:pres	être
ne	ADV	ne
<EOS>	<EOS>	<EOS>
à	PRP	à
le	DET:ART	le
,	PUN	,
ni	KON	ni
me	PRO:PER	me
marquis	NOM	marquis
,	PUN	,
<EOS>	<EOS>	<EOS>
dissiper	VER:infi	dissiper
certain	ADJ	certain
admirablement	ADV	admirablement
<EOS>	<EOS>	<EOS>
.	SENT	.
à	PRP	à
un	DET:ART	un
inquiète	VER:pres	inquiéter
ou	KON	ou
fait	VER:pper	faire
peu	ADV	peu
fois	NOM	fois
ne	ADV	ne
Pour	PRP	pour
nom	NOM	nom
ai	VER:pres	avoir
duc	NOM	duc
caractère	NOM	caractère
il	PRO:PER	il
occasion	NOM	occasion
la	DET:ART	le
,	PUN	,
revenir	VER:infi	revenir
le	PRO:PER	le
duc	NOM	duc
le	DET:ART	le
on	PRO:PER	on
J'	PRO:PER	je
première	NUM	premier
peu	ADV	peu
ce	PRO:DEM	ce
un	DET:ART	un
prêta	VER:simp	prêter
...	PUN	...
en	PRO:PER	en
oui	INT	oui
,	PUN	,
de	PRP	de
marquis	NOM	marquis
,	PUN	,
au	PRP:det	au
Au	PRP:det	au
,	PUN	,
crois	VER:pres	croire
assez	ADV	assez
de	PRP	de
ce	PRO:DEM	ce
,	PUN	,
:	PUN	:
ou	KON	ou
cela	PRO:DEM	cela
me	PRO:PER	me
,	PUN	,
en	PRP	en
Italie	NAM	italie
jamais	ADV	jamais
point	ADV	point
ce	PRO:DEM	ce
savoir	VER:infi	savoir
<SEG>
<EOS>	<EOS>	<EOS>
deux	NUM	deux
jurerait	VER:cond	jurer
les	DET:ART	le
être	VER:infi	être
m'	PRO:PER	me
.	SENT	.
faire	VER:infi	faire
vaillamment	ADV	vaillamment
<EOS>	<EOS>	<EOS>
piquante	ADJ	piquant
un	DET:ART	un
Milan	NAM	milan
voir	VER:infi	voir
histoire	NOM	histoire
ou	KON	ou
voleurs	NOM	voleur
excellent	ADJ	excellent
.	SENT	.
car	KON	car
me	PRO:PER	me
poches	NOM	poche
qui	PRO:REL	qui
mon	DET:POS	mon
Monseigneur	NAM	monseigneur
pavé	NOM	pavé
et	KON	et
perdis	VER:simp	perdre
rue	NOM	rue
j'	PRO:PER	je
petite	ADJ	petit
.	SENT	.
avaient	VER:impf	avoir
et	KON	et
mine	NOM	mine
le	DET:ART	le
une	DET:ART	un
dans	PRP	dans
,	PUN	,
,	PUN	,
J'	ADJ	j'
défendu	VER:pper	défendre
que	KON	que
ai	VER:pres	avoir
«	PUN:cit	«
L'	DET:ART	le
des	PRP:det	du
après	PRP	après
me	PRO:PER	me
sur	PRP	sur
,	PUN	,
attaqué	VER:pper	attaquer
de	PRP	de
contre	PRP	contre
fus	VER:simp	être
années	NOM	année
.	SENT	.
assez	ADV	assez
impatientez	VER:pres	impatienter
seul	ADJ	seul
pleins	ADJ	plein
étais	NOM	étai
derrière	PRP	derrière
demi-douzaine	NOM	demi-douzaine
,	PUN	,
une	DET:ART	un
Couché	VER:pper	coucher
sang	NOM	sang
cela	PRO:DEM	cela
jugeant	VER:ppre	juger
est	VER:pres	être
cathédrale	NOM	cathédrale
la	DET:ART	le
tard	ADV	tard
les	DET:ART	le
à	PRP	à
<EOS>	<EOS>	<EOS>
cru	VER:pper	croire
,	PUN	,
trois	NUM	trois
de	PRP	de
coquins	NOM	coquin
ne	ADV	ne
doublons	NOM	doublon
pas	ADV	pas
on	PRO:PER	on
est	VER:pres	être
,	PUN	,
sur	PRP	sur
pied	NOM	pied
sur	PRP	sur
la	DET:ART	le
dans	PRP	dans
voici	ADV	voici
Je	PRO:PER	je
vous	PRO:PER	vous
coup	NOM	coup
le	DET:ART	le
;	PUN	;
<EOS>	<EOS>	<EOS>
<SEG>
.	SENT	.
foi	NOM	foi
moins	ADV	moins
plus	ADV	plus
un	DET:ART	un
ils	PRO:PER	il
je	PRO:PER	je
dernier	NOM	dernier
plus	ADV	plus
blasphémèrent	VER:simp	blasphémer
;	PUN	;
heurta	VER:simp	heurter
s'	PRO:PER	se
hors	PRP	hors
fort	ADV	fort
leurs	DET:POS	leur
mains	NOM	main
et	KON	et
son	NOM	son
,	PUN	,
quelqu'un	PRO:IND	quelqu'un
que	KON	que
heureux	ADJ	heureux
où	PRO:REL	où
poitrine	NOM	poitrine
ruffians	NOM	ruffian
doute	NOM	doute
avait	VER:impf	avoir
de	PRP	de
venait	VER:impf	venir
goussets	NOM	gousset
,	PUN	,
bandit	NOM	bandit
mettre	VER:infi	mettre
mes	DET:POS	mon
rendit	VER:simp	rendre
et	KON	et
où	PRO:REL	où
bourse	NOM	bourse
<EOS>	<EOS>	<EOS>
étaient	VER:impf	être
,	PUN	,
mais	KON	mais
Une	ABR	une
moment	NOM	moment
moi	PRO:PER	moi
coquins	ADJ	coquin
en	PRO:PER	en
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
comme	ADV	comme
avait	VER:impf	avoir
le	DET:ART	le
ne	ADV	ne
,	PUN	,
absolument	ADV	absolument
fort	ADV	fort
Ils	PRO:PER	il
riche	ADJ	riche
garnie	VER:pper	garnir
sans	PRP	sans
,	PUN	,
pouvant	VER:ppre	pouvoir
relevait	VER:impf	relever
harmonieux	ADJ	harmonieux
,	PUN	,
au	PRP:det	au
mécontents	ADJ	mécontent
se	PRO:PER	se
«	PUN:cit	«
sa	DET:POS	son
rien	ADV	rien
objet	NOM	objet
dérobé	VER:pper	dérober
des	PRP:det	du
sentis	VER:simp	sentir
un	DET:ART	un
allèrent	VER:simp	aller
,	PUN	,
y	PRO:PER	y
ma	DET:POS	mon
à	PRP	à
de	PRP	de
que	KON	que
me	PRO:PER	me
ma	DET:POS	mon
de	PRP	de
défendre	VER:infi	défendre
n'	ADV	ne
bien	ADV	bien
et	KON	et
glisser	VER:infi	glisser
les	DET:ART	le
qu'	PRO:REL	que
de	PRP	de
.	SENT	.
le	DET:ART	le
mais	KON	mais
,	PUN	,
dans	PRP	dans
<SEG>
cadeau	NOM	cadeau
lui	PRO:PER	lui
s'	PRO:PER	se
logis	NOM	logis
un	DET:ART	un
eus	VER:simp	avoir
ainsi	ADV	ainsi
,	PUN	,
de	PRP	de
mon	DET:POS	mon
que	PRO:REL	que
scélérat	NOM	scélérat
J'	NAM	j'
besoin	NOM	besoin
envoyé	VER:pper	envoyer
anges	NOM	ange
quatorze	NUM	quatorze
hôtelier	NOM	hôtelier
une	DET:ART	un
releva	VER:simp	relever
me	PRO:PER	me
des	PRP:det	du
Monseigneur	NAM	monseigneur
bourse	NOM	bourse
pour	PRP	pour
<EOS>	<EOS>	<EOS>
où	PRO:REL	où
rentrer	VER:infi	rentrer
voix	NOM	voix
du	PRP:det	du
avait	VER:impf	avoir
belle	ADJ	beau
coucher	VER:infi	coucher
auprès	ADV	auprès
faisait	VER:impf	faire
une	DET:ART	un
je	PRO:PER	je
n'	ADV	ne
dette	NOM	dette
malgré	PRP	malgré
Une	DET:ART	un
dire	VER:infi	dire
en	PRO:PER	en
lieu	NOM	lieu
<EOS>	<EOS>	<EOS>
plus	ADV	plus
fenêtre	NOM	fenêtre
étais	VER:impf	être
contenait	VER:impf	contenir
