mis	VER:pper	mettre
pièce	NOM	pièce
l'	DET:ART	le
avoir	VER:infi	avoir
Tout	ADV	tout
sans	PRP	sans
la	DET:ART	le
et	KON	et
appartenant	ADJ	appartenant
est	VER:pres	être
de	PRP	de
de	PRP	de
Il	PRO:PER	il
n'	ADV	ne
les	DET:ART	le
aux	PRP:det	au
doute	NOM	doute
bien	ADV	bien
parfaitement	ADV	parfaitement
accomplissement	NOM	accomplissement
qu'	KON	que
,	PUN	,
,	PUN	,
eau	NOM	eau
pas	ADV	pas
des	PRP:det	du
gagnée	VER:pper	gagner
plaisir	NOM	plaisir
dont	PRO:REL	dont
en	PRP	en
.	SENT	.
douzaine	NOM	douzaine
vaches	NOM	vache
grande	ADJ	grand
regardant	VER:ppre	regarder
<EOS>	<EOS>	<EOS>
venait	VER:impf	venir
de	PRP	de
longue	ADJ	longue
vous	PRO:PER	vous
et	KON	et
des	PRP:det	du
obtenaient	VER:impf	obtenir
ferme	ADV	ferme
n'	ADV	ne
,	PUN	,
Adalbert	NAM	adalbert
enfants	NOM	enfant
étable	NOM	étable
que	KON	que
points	NOM	point
d'	PRP	de
avec	PRP	avec
après	PRP	après
très	ADV	très
une	DET:ART	un
un	DET:ART	un
tout	ADV	tout
celui	PRO:DEM	celui
plus	ADV	plus
<EOS>	<EOS>	<EOS>
l'	PRO:PER	la|le
la	DET:ART	le
plus	ADV	plus
qui	PRO:REL	qui
faveur	NOM	faveur
cette	PRO:DEM	ce
une	DET:ART	un
avait	VER:impf	avoir
,	PUN	,
finir	VER:infi	finir
faisait	VER:impf	faire
près	ADV	près
meilleur	ADJ	meilleur
devoir	NOM	devoir
bons	ADJ	bon
y	PRO:PER	y
,	PUN	,
que	PRO:REL	que
parents	NOM	parents
ce	PRO:DEM	ce
:	PUN	:
de	PRP	de
d'	PRP	de
taureau	NOM	taureau
cause	NOM	cause
dans	PRP	dans
peur	NOM	peur
il	PRO:PER	il
belle	ADJ	beau
du	PRP:det	du
.	SENT	.
bien	ADV	bien
en	PRP	en
y	PRO:PER	y
par	PRP	par
<SEG>
poulets	NOM	poulet
de	PRP	de
l'	DET:ART	le
,	PUN	,
et	KON	et
cour	NOM	cour
sous	PRP	sous
,	PUN	,
vivant	NOM	vivant
des	PRP:det	du
!	SENT	!
sur	PRP	sur
occupée	VER:pper	occuper
se	PRO:PER	se
labour	NOM	labour
un	DET:ART	un
,	PUN	,
les	DET:ART	le
une	DET:ART	un
moutons	NOM	mouton
heureux	ADJ	heureux
<EOS>	<EOS>	<EOS>
des	PRP:det	du
baignant	VER:ppre	baigner
écurie	NOM	écurie
hangars	NOM	hangar
Dans	PRP	dans
,	PUN	,
quatre	NUM	quatre
<EOS>	<EOS>	<EOS>
,	PUN	,
êtres	NOM	être|êtres
,	PUN	,
huit	NUM	huit
bien	ADV	bien
de	PRP	de
partout	ADV	partout
,	PUN	,
En	PRP	en
la	DET:ART	le
peuple	NOM	peuple
uns	NOM	un
,	PUN	,
cents	NOM	cent
se	PRO:PER	se
dans	PRP	dans
doux	ADJ	doux
ou	KON	ou
,	PUN	,
étables	NOM	étable
les	DET:ART	le
des	PRP:det	du
,	PUN	,
,	PUN	,
les	DET:ART	le
comme	KON	comme
,	PUN	,
,	PUN	,
,	PUN	,
face	NOM	face
oies	NOM	oie
<EOS>	<EOS>	<EOS>
yeux	NOM	œil
,	PUN	,
.	SENT	.
tranquilles	ADJ	tranquille
pondant	VER:ppre	pondre
coqs	NOM	coq
petits	ADJ	petit
,	PUN	,
hauts	ADJ	haut
des	PRP:det	du
le	DET:ART	le
les	DET:ART	le
dans	PRP	dans
battant	VER:ppre	battre
contre	PRP	contre
fumier	NOM	fumier
sept	NUM	sept
canards	NOM	canard
tout	PRO:IND	tout
,	PUN	,
chevaux	NOM	cheval
des	PRP:det	du
loin	ADV	loin
robustes	ADJ	robuste
serrant	VER:ppre	serrer
des	PRP:det	du
.	SENT	.
voltigeant	ADJ	voltigeant
Plus	ADV	plus
des	PRP:det	du
autres	ADJ	autre
car	KON	car
,	PUN	,
moutons	NOM	mouton
poules	NOM	poule
se	PRO:PER	se
écurie	NOM	écurie
grande	ADJ	grand
<SEG>
la	DET:ART	le
le	DET:ART	le
belle	ADJ	beau
se	PRO:PER	se
pendables	ADJ	pendable
s'	PRO:PER	se
perdait	VER:impf	perdre
mettait	VER:impf	mettre
paisible	ADJ	paisible
<EOS>	<EOS>	<EOS>
humeur	NOM	humeur
au	PRP:det	au
et	KON	et
ces	PRO:DEM	ce
on	PRO:PER	on
deux	NUM	deux
occasions	NOM	occasion
se	PRO:PER	se
un	DET:ART	un
porte	NOM	porte
étaient	VER:impf	être
elle	PRO:PER	elle
garçon	NOM	garçon
garçon	NOM	garçon
récidive	NOM	récidive
dans	PRP	dans
y	PRO:PER	y
et	KON	et
,	PUN	,
cas	NOM	cas
pendant	PRP	pendant
en	PRP	en
empire	NOM	empire
avait	VER:impf	avoir
sa	DET:POS	son
incroyable	ADJ	incroyable
il	PRO:PER	il
,	PUN	,
et	KON	et
une	DET:ART	un
sans-façon	NOM	sans-façon
Barru	NAM	barru
et	KON	et
.	SENT	.
mère	NOM	mère
jugés	NOM	jugé
grisait	VER:impf	griser
moquant	VER:ppre	moquer
;	PUN	;
grondés	VER:pper	gronder
et	KON	et
ses	DET:POS	son
poule	NOM	poule
fermière	NOM	fermier
avec	PRP	avec
tête	NOM	tête
<EOS>	<EOS>	<EOS>
la	DET:ART	le
ce	PRO:DEM	ce
,	PUN	,
toute	PRO:IND	tout
du	PRP:det	du
Dans	PRP	dans
saison	NOM	saison
,	PUN	,
la	DET:ART	le
autrement	ADV	autrement
,	PUN	,
œufs	NOM	œuf
le	DET:ART	le
avait	VER:impf	avoir
:	PUN	:
.	SENT	.
bonne	ADJ	bon
de	PRP	de
;	PUN	;
,	PUN	,
à	PRP	à
un	DET:ART	un
monde	NOM	monde
la	DET:ART	le
,	PUN	,
poule	NOM	poule
La	DET:ART	le
reine	NOM	reine
ferme	ADV	ferme
quand	KON	quand
garçon	NOM	garçon
,	PUN	,
deux	NUM	deux
ne	ADV	ne
quand	KON	quand
cessait	VER:impf	cesser
dit	VER:pper	dire
de	PRP	de
loin	NOM	loin
la	DET:ART	le
qu'	ADV	qu'
était	VER:impf	être
la	DET:ART	le
<SEG>
<EOS>	<EOS>	<EOS>
,	PUN	,
,	PUN	,
premières	NUM	premier
le	DET:ART	le
yeux	NOM	œil
doit	VER:pres	devoir
plus	ADV	plus
grand	ADJ	grand
âgés	ADJ	âgé
s'	PRO:PER	se
années	NOM	année
père	NOM	père
tous	PRO:IND	tout
on	PRO:PER	on
partir	VER:infi	partir
douces	ADJ	doux
disputant	VER:ppre	disputer
et	KON	et
avec	PRP	avec
de	PRP	de
peut	VER:pres	pouvoir
Adalbert	NAM	adalbert
,	PUN	,
et	KON	et
disait	VER:impf	dire
on	PRO:PER	on
possible	ADJ	possible
pour	PRP	pour
les	DET:ART	le
poule	NOM	poule
entre	PRP	entre
un	DET:ART	un
la	DET:ART	le
allaient	VER:impf	aller
et	KON	et
savaient	VER:impf	savoir
se	PRO:PER	se
travaux	NOM	travail
souvent	ADV	souvent
d'	PRP	de
.	SENT	.
et	KON	et
comme	KON	comme
jamais	ADV	jamais
plus	ADV	plus
les	PRO:PER	la|le
combien	ADV	combien
sa	DET:POS	son
les	DET:ART	le
abuser	VER:infi	abuser
marmite	NOM	marmite
en	PRP	en
,	PUN	,
mère	NOM	mère
Eugène	NAM	eugène
se	PRO:PER	se
figurer	VER:infi	figurer
faciles	ADJ	facile
collège	NOM	collège
bon	ADJ	bon
.	SENT	.
le	DET:ART	le
tout	ADV	tout
Valneige	NAM	valneige
,	PUN	,
de	PRP	de
désespoir	NOM	désespoir
d'	PRP	de
<EOS>	<EOS>	<EOS>
force	NOM	force
jeux	NOM	jeu
étaient	VER:impf	être
écoulant	VER:ppre	écouler
deux	NOM	deux
d'	PRP	de
qu'	KON	que
à	PRP	à
,	PUN	,
,	PUN	,
.	SENT	.
Adalbert	NAM	adalbert
d'	PRP	de
eux	PRO:PER	eux
ne	ADV	ne
qui	PRO:REL	qui
les	DET:ART	le
<EOS>	<EOS>	<EOS>
Frédéric	NAM	frédéric
bonne	ADJ	bon
une	DET:ART	un
aimait	VER:impf	aimer
On	PRO:PER	on
que	KON	que
lui	PRO:PER	lui
au	PRP:det	au
Les	DET:ART	le
beaucoup	ADV	beaucoup
grands	ADJ	grand
sous	PRP	sous
<SEG>
de	PRP	de
ses	DET:POS	son
,	PUN	,
elle	PRO:PER	elle
si	ADV	si
cherche	VER:pres	chercher
de	PRP	de
avec	PRP	avec
ces	PRO:DEM	ce
souvent	ADV	souvent
querelle	NOM	querelle
comme	KON	comme
ces	PRO:DEM	ce
à	PRP	à
cause	NOM	cause
de	PRP	de
,	PUN	,
,	PUN	,
fois	NOM	fois
et	KON	et
bille	NOM	bille
huit	NUM	huit
,	PUN	,
douceur	NOM	douceur
Camille	NAM	camille
qui	PRO:REL	qui
la	DET:ART	le
,	PUN	,
confondait	VER:impf	confondre
,	PUN	,
voulait	VER:impf	vouloir
l'	DET:ART	le
,	PUN	,
,	PUN	,
propos	NOM	propos
enfants	NOM	enfant
certainement	ADV	certainement
doute	NOM	doute
toupie	NOM	toupie
<EOS>	<EOS>	<EOS>
son	DET:POS	son
si	ADV	si
aux	PRP:det	au
la	DET:ART	le
Quant	PRP	quant
petit	ADJ	petit
.	SENT	.
on	PRO:PER	on
à	PRP	à
mère	NOM	mère
quatorze	NUM	quatorze
même	ADJ	même
à	PRP	à
le	DET:ART	le
mince	ADJ	mince
jouer	VER:infi	jouer
bonne	ADJ	bon
ans	NOM	an
à	PRP	à
plus	ADV	plus
,	PUN	,
ans	NOM	an
journalières	ADJ	journalier
Adalbert	NAM	adalbert
leur	DET:POS	leur
ils	PRO:PER	il
une	DET:ART	un
conseil	NOM	conseil
eût	VER:subi	avoir
frère	NOM	frère
suivant	VER:ppre	suivre
se	PRO:PER	se
d'	PRP	de
ses	DET:POS	son
c'	PRO:DEM	ce
près	ADV	près
terrassé	VER:pper	terrasser
quoiqu'elle	VER:pres	quoiqu'elle
d'	PRP	de
bons	ADJ	bon
eussent	VER:subi	avoir
une	DET:ART	un
et	KON	et
d'	PRP	de
,	PUN	,
était	VER:impf	être
céder	VER:infi	céder
une	DET:ART	un
petit	ADJ	petit
où	PRO:REL	où
dans	PRP	dans
sans	PRP	sans
,	PUN	,
excellente	ADJ	excellent
rencontres	NOM	rencontre
ou	KON	ou
pions	NOM	pion
dames	NOM	dame
bien	ADV	bien
consentaient	VER:impf	consentir
<SEG>
de	PRP	de
prenant	VER:ppre	prendre
elle	PRO:PER	elle
qui	PRO:REL	qui
de	PRP	de
.	SENT	.
volontiers	ADV	volontiers
grand	ADJ	grand
son	DET:POS	son
sa	DET:POS	son
aux	PRP:det	au
quelquefois	ADV	quelquefois
de	PRP	de
s'	PRO:PER	se
avait	VER:impf	avoir
faisait	VER:impf	faire
de	PRP	de
dictées	NOM	dictée
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
de	PRP	de
,	PUN	,
de	PRP	de
rire	VER:infi	rire
première	NUM	premier
.	SENT	.
larmes	NOM	larme
occupât	VER:subi	occuper
appelait	VER:impf	appeler
.	SENT	.
père	NOM	père
La	DET:ART	le
,	PUN	,
en	PRP	en
et	KON	et
avec	PRP	avec
son	DET:POS	son
mère	NOM	mère
des	PRP:det	du
grave	ADJ	grave
,	PUN	,
ceux	PRO:DEM	celui
<EOS>	<EOS>	<EOS>
,	PUN	,
très	ADV	très
elle	PRO:PER	elle
très	ADV	très
fils	NOM	fil|fils
adversaire	NOM	adversaire
appelait	VER:impf	appeler
le	DET:ART	le
confiance	NOM	confiance
faveur	NOM	faveur
donnant	VER:ppre	donner
Adalbert	NAM	adalbert
.	SENT	.
qu'	KON	que
<EOS>	<EOS>	<EOS>
M	NOM	m
,	PUN	,
maman	NOM	maman
,	PUN	,
,	PUN	,
à	PRP	à
Camille	NAM	camille
patience	NOM	patience
.	SENT	.
M	ADJ	m
.	SENT	.
éducation	NOM	éducation
,	PUN	,
enfant	NOM	enfant
petite	ADJ	petit
Mme	NOM	madame
l'	PRO:PER	la|le
un	DET:ART	un
et	KON	et
sérieux	ADJ	sérieux
caractère	NOM	caractère
chère	ADJ	cher
avaient	VER:impf	avoir
,	PUN	,
et	KON	et
de	PRP	de
l'	PRO:PER	la|le
Valneige	NAM	valneige
extrême	ADJ	extrême
un	DET:ART	un
air	NOM	air
témoignage	NOM	témoignage
lui	PRO:PER	lui
la	DET:ART	le
qui	PRO:REL	qui
des	PRP:det	du
Valneige	NAM	valneige
permis	VER:pper	permettre
la	DET:ART	le
verbes	NOM	verbe
d'	PRP	de
<SEG>
,	PUN	,
tout	ADV	tout
château	NOM	château
;	PUN	;
y	PRO:PER	y
il	PRO:PER	il
et	KON	et
<EOS>	<EOS>	<EOS>
celles	PRO:DEM	celui
et	KON	et
allait	VER:impf	aller
,	PUN	,
à	PRP	à
entrait	VER:impf	entrer
!	SENT	!
sonnante	ADJ	sonnant
les	DET:ART	le
des	PRP:det	du
les	DET:ART	le
suspendue	VER:pper	suspendre
<EOS>	<EOS>	<EOS>
une	DET:ART	un
de	PRP	de
et	KON	et
dans	PRP	dans
avait	VER:impf	avoir
escalier	NOM	escalier
.	SENT	.
seconde	NOM	second|seconde
la	DET:ART	le
elle	PRO:PER	elle
étude	NOM	étude
grondait	VER:impf	gronder
Tout	PRO:IND	tout
au	PRP:det	au
heures	NOM	heure
<EOS>	<EOS>	<EOS>
du	PRP:det	du
par	PRP	par
<EOS>	<EOS>	<EOS>
au	PRP:det	au
venait	VER:impf	venir
,	PUN	,
,	PUN	,
chose	NOM	chose
une	DET:ART	un
;	PUN	;
la	DET:ART	le
fond	NOM	fond
quelle	PRO:REL	quel
en	PRP	en
deux	NUM	deux
Comme	ADV	comme
,	PUN	,
Ah	INT	ah
vestibule	NOM	vestibule
horloge	NOM	horloge
:	PUN	:
était	VER:impf	être
des	PRP:det	du
est	VER:pres	être
,	PUN	,
campagne	NOM	campagne
était	VER:impf	être
trente	NUM	trente
jour	NOM	jour
régularité	NOM	régularité
réglé	VER:pper	régler
première	NOM	premier|première
montait	VER:impf	monter
horloges	NOM	horloge
,	PUN	,
excellente	ADJ	excellent
,	PUN	,
tout	PRO:IND	tout
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
voyait	VER:impf	voir
fois	NOM	fois
tout	ADV	tout
chambres	NOM	chambre
savait	VER:impf	savoir
.	SENT	.
récréations	NOM	récréation
.	SENT	.
une	DET:ART	un
celles	PRO:DEM	celui
ou	KON	ou
,	PUN	,
et	KON	et
repas	NOM	repas
la	DET:ART	le
l'	DET:ART	le
vivante	ADJ	vivant
trottait	VER:impf	trotter
descendait	VER:impf	descendre
,	PUN	,
La	DET:ART	le
elle	PRO:PER	elle
quarante	NUM	quarante
<SEG>
toute	ADV	toute
que	ADV	que
comme	KON	comme
dévouée	VER:pper	dévouer
vieillirait	VER:cond	vieillir
était	VER:impf	être
avait	VER:impf	avoir
,	PUN	,
il	PRO:PER	il
Ce	PRO:DEM	ce
bien	ADV	bien
.	SENT	.
avait	VER:impf	avoir
rides	NOM	ride
l'	PRO:PER	la|le
C'	PRO:DEM	ce
,	PUN	,
,	PUN	,
de	PRP	de
pensait	VER:impf	penser
femme	NOM	femme
On	PRO:PER	on
y	PRO:PER	y
été	VER:pper	être
lui	PRO:PER	lui
se	PRO:PER	se
marraine	NOM	marraine
que	KON	que
y	PRO:PER	y
elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
et	KON	et
et	KON	et
cela	PRO:DEM	cela
joli	ADJ	joli
,	PUN	,
filleule	NOM	filleul
nom	NOM	nom
joues	NOM	joue
leste	ADJ	leste
bonne	ADJ	bon
ne	ADV	ne
des	PRP:det	du
longtemps	ADV	longtemps
là	ADV	là
donné	VER:pper	donner
petite	ADJ	petit
!	SENT	!
toute	PRO:IND	tout
.	SENT	.
figurait	VER:impf	figurer
avait	VER:impf	avoir
,	PUN	,
soixante-dix	NUM	soixante-dix
très	ADV	très
<EOS>	<EOS>	<EOS>
roide	ADJ	roide
<EOS>	<EOS>	<EOS>
petit	ADJ	petit
qu'	KON	que
pas	ADV	pas
la	DET:ART	le
par	PRP	par
à	PRP	à
sans	PRP	sans
appelait	VER:impf	appeler
qui	PRO:REL	qui
creuses	ADJ	creux
les	DET:ART	le
bonne	ADJ	bon
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
doute	NOM	doute
.	SENT	.
avait	VER:impf	avoir
un	DET:ART	un
une	DET:ART	un
filleule	NOM	filleul
famille	NOM	famille
ans	NOM	an
,	PUN	,
était	VER:impf	être
néanmoins	ADV	néanmoins
Il	PRO:PER	il
ne	ADV	ne
la	DET:ART	le
maigres	ADJ	maigre
personne	ADV	personne
à	PRP	à
si	ADV	si
mains	NOM	main
maison	NOM	maison
Rosette	NOM	rosette
;	PUN	;
une	DET:ART	un
la	DET:ART	le
mais	KON	mais
les	DET:ART	le
peu	ADV	peu
et	KON	et
<SEG>
minutie	NOM	minutie
appelait	VER:impf	appeler
fichu	NOM	fichu
au	PRP:det	au
sans	PRP	sans
,	PUN	,
chez	PRP	chez
les	DET:ART	le
la	DET:ART	le
,	PUN	,
par	PRP	par
ce	PRO:DEM	ce
son	DET:POS	son
.	SENT	.
derrière	NOM	derrière
à	PRP	à
cotillons	NOM	cotillon
des	PRP:det	du
oiseaux	NOM	oiseau
grand	ADJ	grand
de	PRP	de
qu'	PRO:REL	que
tiraillements	NOM	tiraillement
chant	NOM	chant
par	PRP	par
qu'	PRO:REL	que
costume	NOM	costume
bonne	ADJ	bon
dans	PRP	dans
le	DET:ART	le
avait	VER:impf	avoir
de	PRP	de
ombre	NOM	ombre
Rosette	NOM	rosette
ses	DET:POS	son
Rosette	NOM	rosette
jusqu'	PRP	jusque
plats	ADJ	plat
des	PRP:det	du
estomac	NOM	estomac
blanc	ADJ	blanc
Valneige	NOM	valneige
<EOS>	<EOS>	<EOS>
à	PRP	à
bonnets	NOM	bonnet
enfin	ADV	enfin
avait	VER:impf	avoir
;	PUN	;
avait	VER:impf	avoir
nous	PRO:PER	nous
elle	PRO:PER	elle
ou	KON	ou
gardé	VER:pper	garder
des	PRP:det	du
l'	DET:ART	le
du	PRP:det	du
moments	NOM	moment
arbres	NOM	arbre
<EOS>	<EOS>	<EOS>
et	KON	et
autrefois	ADV	autrefois
elle	PRO:PER	elle
courts	ADJ	court
devant	ADV	devant
,	PUN	,
à	PRP	à
esprit	NOM	esprit
.	SENT	.
plissés	VER:pper	plisser
rouges	ADJ	rouge
coq	NOM	coq
inquiétudes	NOM	inquiétude
La	DET:ART	le
d'	PRP	de
vieille	NOM	vieille
l'	DET:ART	le
à	PRP	à
et	KON	et
à	PRP	à
reconnaissait	VER:impf	reconnaître
Rosette	NOM	rosette
au	PRP:det	au
,	PUN	,
,	PUN	,
,	PUN	,
certains	PRO:IND	certain
fleurs	NOM	fleur
heure	NOM	heure
exact	ADJ	exact
d'	PRP	de
ses	DET:POS	son
des	PRP:det	du
elle	PRO:PER	elle
,	PUN	,
hors	PRP	hors
;	PUN	;
à	PRP	à
un	DET:ART	un
Valneige	NAM	valneige
cri	NOM	cri
<SEG>
comme	ADV	comme
vieille	ADJ	vieux
Rosette	NOM	rosette
règle	NOM	règle
Valneige	NAM	valneige
par	PRP	par
plaindre	VER:infi	plaindre
plaint	VER:pres	plaindre
un	DET:ART	un
la	DET:ART	le
incroyable	ADJ	incroyable
<EOS>	<EOS>	<EOS>
cet	PRO:DEM	ce
elle	PRO:PER	elle
cause	NOM	cause
qui	PRO:REL	qui
de	PRP	de
aurait	VER:cond	avoir
Rosette	NOM	rosette
l'	DET:ART	le
monde	NOM	monde
fini	VER:pper	finir
aurait	VER:cond	avoir
de	PRP	de
machine	NOM	machine
travers	NOM	travers
passer	VER:infi	passer
marché	NOM	marché
jambes	NOM	jambe
la	DET:ART	le
.	SENT	.
tout	ADV	tout
observance	NOM	observance
toute	PRO:IND	tout
,	PUN	,
eût	VER:subi	avoir
vraie	ADJ	vrai
dans	PRP	dans
,	PUN	,
qu'	PRO:REL	que
ne	ADV	ne
de	PRP	de
se	PRO:PER	se
,	PUN	,
et	KON	et
que	ADV	que
plus	ADV	plus
comme	KON	comme
tant	ADV	tant
se	PRO:PER	se
avait	VER:impf	avoir
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
,	PUN	,
marche	VER:pres	marcher
De	PRP	de
mené	VER:pper	mener
rigueur	NOM	rigueur
on	PRO:PER	on
on	PRO:PER	on
esprit	NOM	esprit
horloge	NOM	horloge
une	DET:ART	un
de	PRP	de
on	PRO:PER	on
,	PUN	,
l'	DET:ART	le
À	PRP	à
l'	DET:ART	le
autre	ADJ	autre
<EOS>	<EOS>	<EOS>
savait	VER:impf	savoir
on	PRO:PER	on
établie	VER:pper	établir
il	PRO:PER	il
il	PRO:PER	il
