maisons	NOM	maison
.	SENT	.
il	PRO:PER	il
dans	PRP	dans
,	PUN	,
ans	NOM	an
énergie	NOM	énergie
à	PRP	à
tenue	VER:pper	tenir
,	PUN	,
,	PUN	,
tendre	ADJ	tendre
douze	NUM	douze
.	SENT	.
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
nerf	NOM	nerf
vice	NOM	vice
plan	NOM	plan
,	PUN	,
de	PRP	de
voulant	VER:ppre	vouloir
,	PUN	,
enfermée	VER:pper	enfermer
de	PRP	de
fut	VER:simp	être
avait	VER:impf	avoir
bonne	ADJ	bon
la	DET:ART	le
jusqu'	PRP	jusque
était	VER:impf	être
au	PRP:det	au
créateur	NOM	créateur
un	DET:ART	un
là	ADV	là
éducation	NOM	éducation
<SEG>
aspect	NOM	aspect
naïf	ADJ	naïf
de	PRP	de
d'	PRP	de
Elle	PRO:PER	elle
,	PUN	,
terre	NOM	terre
choses	NOM	chose
et	KON	et
lui	PRO:PER	lui
que	PRO:REL	que
les	DET:ART	le
à	PRP	à
la	DET:ART	le
.	SENT	.
voulait	VER:impf	vouloir
à	PRP	à
les	DET:ART	le
,	PUN	,
,	PUN	,
charmants	ADJ	charmant
des	PRP:det	du
du	PRP:det	du
la	DET:ART	le
pleine	ADJ	plein
appétits	NOM	appétit
,	PUN	,
,	PUN	,
ans	NOM	an
,	PUN	,
de	PRP	de
au	PRP:det	au
lui	PRO:PER	lui
ignorance	NOM	ignorance
champs	NOM	champ
une	DET:ART	un
sortait	VER:impf	sortir
tous	PRO:IND	tout
,	PUN	,
bain	NOM	bain
tremper	VER:infi	tremper
à	PRP	à
de	PRP	de
lois	NOM	loi
des	PRP:det	du
de	PRP	de
l'	DET:ART	le
,	PUN	,
;	PUN	;
la	PRO:PER	la
par	PRP	par
ouvrir	VER:infi	ouvrir
-même	ADJ	même
dans	PRP	dans
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
de	PRP	de
milieu	NOM	milieu
couvent	NOM	couvent
vie	NOM	vie
pour	PRP	pour
amour	NOM	amour
bonheur	NOM	bonheur
dix-sept	NUM	dix-sept
de	PRP	de
âme	NOM	âme
de	PRP	de
et	KON	et
poésie	NOM	poésie
radieuse	ADJ	radieux
on	PRO:PER	on
tendresses	NOM	tendresse
qu'	KON	que
toutes	PRO:IND	tout
sereines	ADJ	serein
prête	ADJ	prêt
dégourdir	VER:infi	dégourdir
les	DET:ART	le
rendît	VER:subi	rendre
son	DET:POS	son
fécondée	VER:pper	féconder
la	DET:ART	le
à	PRP	à
,	PUN	,
raisonnable	ADJ	raisonnable
maintenant	ADV	maintenant
sorte	NOM	sorte
sèves	NOM	sève
chaste	ADJ	chaste
simples	ADJ	simple
<EOS>	<EOS>	<EOS>
animaux	NOM	animal
humaines	ADJ	humain
hasards	NOM	hasard
des	PRP:det	du
.	SENT	.
,	PUN	,
joies	NOM	joie
l'	DET:ART	le
son	DET:POS	son
<SEG>
des	PRP:det	du
avec	PRP	avec
espérances	NOM	espérance
en	PRP	en
une	DET:ART	un
semblait	VER:impf	sembler
,	PUN	,
ses	DET:POS	son
sorte	NOM	sorte
blond	ADJ	blond
soleil	NOM	soleil
cheveux	NOM	cheveu
,	PUN	,
dans	PRP	dans
esprit	NOM	esprit
luisant	NOM	luisant
Hollande	NAM	hollande
de	PRP	de
velours	NOM	velours
longueur	NOM	longueur
étaient	VER:impf	être
le	DET:ART	le
un	DET:ART	un
la	DET:ART	le
léger	ADJ	léger
pâle	ADJ	pâle
sur	PRP	sur
chair	NOM	chair
déteint	VER:pper	déteindre
ont	VER:pres	avoir
duvet	NOM	duvet
rose	ADJ	rose
des	PRP:det	du
Ses	DET:POS	son
qu'	PRO:REL	que
nuits	NOM	nuit
faïence	NOM	faïence
le	DET:ART	le
avoir	VER:infi	avoir
bonshommes	NOM	bonshommes
des	PRP:det	du
bleu	NOM	bleu
d'	PRP	de
solitude	NOM	solitude
désœuvrement	NOM	désœuvrement
d'	PRP	de
quand	KON	quand
son	DET:POS	son
aristocrate	NOM	aristocrate
Elle	PRO:PER	elle
nuancée	VER:pper	nuancer
opaque	ADJ	opaque
ombrée	VER:pper	ombrer
<EOS>	<EOS>	<EOS>
,	PUN	,
.	SENT	.
avait	VER:impf	avoir
bleus	ADJ	bleu
de	PRP	de
yeux	NOM	œil
.	SENT	.
qu'	PRO:REL	que
la	DET:ART	le
de	PRP	de
la	PRO:PER	la
une	DET:ART	un
,	PUN	,
jours	NOM	jour
<EOS>	<EOS>	<EOS>
,	PUN	,
à	PRP	à
chair	NOM	chair
on	PRO:PER	on
qu'	PRO:REL	que
sa	DET:POS	son
on	PRO:PER	on
un	DET:ART	un
.	SENT	.
,	PUN	,
déjà	ADV	déjà
un	DET:ART	un
peu	ADV	peu
parcourus	VER:pper	parcourir
ce	PRO:DEM	ce
,	PUN	,
portrait	NOM	portrait
de	PRP	de
peine	NOM	peine
Véronèse	NAM	véronèse
d'	PRP	de
caressait	VER:impf	caresser
aurait	VER:cond	avoir
des	PRP:det	du
apercevait	VER:impf	apercevoir
ceux	PRO:DEM	celui
un	DET:ART	un
,	PUN	,
d'	PRP	de
de	PRP	de
dit	VER:pper	dire
<SEG>
grain	NOM	grain
de	PRP	de
à	PRP	à
sa	DET:POS	son
,	PUN	,
peine	NOM	peine
qu'	KON	que
,	PUN	,
<EOS>	<EOS>	<EOS>
droite	NOM	droit|droite
de	PRP	de
un	DET:ART	un
le	DET:ART	le
ondoyante	ADJ	ondoyant
.	SENT	.
à	PRP	à
la	DET:ART	le
sa	DET:POS	son
pour	PRP	pour
franc	ADJ	franc
était	VER:impf	être
d'	PRP	de
elle	PRO:PER	elle
d'	PRP	de
peau	NOM	peau
lisser	VER:infi	lisser
mains	NOM	main
de	PRP	de
ses	DET:POS	son
la	DET:ART	le
;	PUN	;
petit	ADJ	petit
avait	VER:impf	avoir
parfois	ADV	parfois
<EOS>	<EOS>	<EOS>
où	PRO:REL	où
nette	ADJ	net
rire	NOM	rire
.	SENT	.
les	PRO:PER	la|le
,	PUN	,
ses	DET:POS	son
<EOS>	<EOS>	<EOS>
mûre	ADJ	mûr
comme	KON	comme
la	DET:ART	le
un	DET:ART	un
,	PUN	,
autre	ADJ	autre
portait	VER:impf	porter
elle	PRO:PER	elle
taille	NOM	taille
gauche	ADJ	gauche
de	PRP	de
sur	PRP	sur
voix	NOM	voix
aiguë	ADJ	aiguë
joie	NOM	joie
,	PUN	,
sur	PRP	sur
,	PUN	,
.	SENT	.
mais	KON	mais
à	PRP	à
à	PRP	à
familier	ADJ	familier
menton	NOM	menton
son	DET:POS	son
de	PRP	de
,	PUN	,
.	SENT	.
un	DET:ART	un
Elle	PRO:PER	elle
deux	NUM	deux
narine	NOM	narine
poitrine	NOM	poitrine
,	PUN	,
chevelure	NOM	chevelure
l'	DET:ART	le
tempes	NOM	tempe
geste	NOM	geste
Elle	PRO:PER	elle
grande	ADJ	grand
beauté	NOM	beauté
autour	ADV	autour
on	PRO:PER	on
jetait	VER:impf	jeter
aile	NOM	aile
<EOS>	<EOS>	<EOS>
frisaient	VER:impf	friser
poils	NOM	poil
semblables	ADJ	semblable
trop	ADV	trop
Souvent	ADV	souvent
distinguait	VER:impf	distinguer
,	PUN	,
semblait	VER:impf	sembler
si	ADV	si
Sa	DET:POS	son
quelques	PRO:IND	quelque
<SEG>
n'	ADV	ne
vers	PRP	vers
et	KON	et
partons-nous	NOM	partons-nous
,	PUN	,
Mais	VER:impf	mais
sourit	VER:pres	sourire
:	PUN	:
il	PRO:PER	il
priait	VER:impf	prier
papa	NOM	papa
assez	ADV	assez
voyager	VER:infi	voyager
«	PUN:cit	«
,	PUN	,
Il	PRO:PER	il
après-midi	NOM	après-midi
le	PRO:PER	le
père	NOM	père
<EOS>	<EOS>	<EOS>
Comment	NAM	comment
»	PUN:cit	»
<EOS>	<EOS>	<EOS>
ta	DET:POS	ton
t'	PRO:PER	te
l'	DET:ART	le
:	PUN	:
un	DET:ART	un
tendant	VER:ppre	tendre
l'	PRO:PER	la|le
et	KON	et
Mais	KON	mais
y	PRO:PER	y
dans	PRP	dans
consentira	VER:futu	consentir
beau	ADJ	beau
bien	ADJ	bien
?	SENT	?
étreignant	ADJ	étreignant
câline	ADJ	câlin
je	PRO:PER	je
,	PUN	,
dit-elle	NOM	dit-elle
cheveux	NOM	cheveu
,	PUN	,
ses	DET:POS	son
portait	VER:impf	porter
.	SENT	.
»	PUN:cit	»
fera	VER:futu	faire
longs	ADJ	long
courut	VER:simp	courir
elle	PRO:PER	elle
,	PUN	,
la	DET:ART	le
jamais	ADV	jamais
:	PUN	:
<EOS>	<EOS>	<EOS>
?	SENT	?
à	PRP	à
--	PUN	--
et	KON	et
!	SENT	!
mère	NOM	mère
,	PUN	,
main	NOM	main
Oh	NAM	oh
en	PRP	en
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
et	KON	et
<EOS>	<EOS>	<EOS>
qu'	PRO:REL	que
l'	DET:ART	le
blancs	ADJ	blanc
veux	VER:pres	vouloir
.	SENT	.
.	SENT	.
déjà	ADV	déjà
secoua	VER:simp	secouer
,	PUN	,
partons	VER:pres	partir
tendre	ADJ	tendre
Il	PRO:PER	il
son	DET:POS	son
la	DET:ART	le
<EOS>	<EOS>	<EOS>
supplie	VER:pres	supplier
<EOS>	<EOS>	<EOS>
Eh	NOM	eh
«	PUN:cit	«
,	PUN	,
fenêtre	NOM	fenêtre
en	PRO:PER	en
par	PRP	par
embrassa	VER:simp	embrasser
pareil	ADJ	pareil
Elle	PRO:PER	elle
temps	NOM	temps
-tu	PRO:PER	tu
<SEG>
avant	PRP	avant
moi	PRO:PER	moi
avait	VER:impf	avoir
ce	PRO:DEM	ce
entrée	NOM	entrée
parviens	VER:pres	parvenir
départ	NOM	départ
.	SENT	.
seulement	ADV	seulement
.	SENT	.
aucune	PRO:IND	aucun
baronne	NOM	baron|baronne
l'	DET:ART	le
elle	PRO:PER	elle
précipita	VER:simp	précipiter
elle	PRO:PER	elle
une	DET:ART	un
Car	KON	car
<EOS>	<EOS>	<EOS>
à	PRP	à
veux	VER:pres	vouloir
son	DET:POS	son
avait	VER:impf	avoir
la	DET:ART	le
,	PUN	,
Si	KON	si
mère	NOM	mère
Et	NOM	et
Deux	NUM	deux
Depuis	PRP	depuis
<EOS>	<EOS>	<EOS>
te	PRO:PER	te
,	PUN	,
ta	DET:POS	ton
jour	NOM	jour
permettant	VER:ppre	permettre
,	PUN	,
mais	KON	mais
vers	PRP	vers
tu	PRO:PER	tu
l'	PRO:PER	la|le
le	PRO:PER	le
je	PRO:PER	je
la	DET:ART	le
,	PUN	,
je	PRO:PER	je
promets	VER:pres	promettre
décider	VER:infi	décider
grandissante	ADJ	grandissant
Rouen	NAM	rouen
avec	PRP	avec
quinze	NUM	quinze
qu'	PRO:REL	que
--	PUN	--
pas	ADV	pas
il	PRO:PER	il
m'	PRO:PER	me
.	SENT	.
n'	ADV	ne
<EOS>	<EOS>	<EOS>
Si	ADV	si
son	DET:POS	son
,	PUN	,
je	PRO:PER	je
du	PRP:det	du
fois	NOM	fois
se	PRO:PER	se
jours	NOM	jour
Sacré-Cœur	NAM	sacré-cœur
distraction	NOM	distraction
à	PRP	à
charge	NOM	charge
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
.	SENT	.
»	PUN:cit	»
.	SENT	.
c'	PRO:DEM	ce
,	PUN	,
fixé	VER:pper	fixer
en	PRP	en
avait	VER:impf	avoir
--	PUN	--
de	PRP	de
.	SENT	.
âge	NOM	âge
avait	VER:impf	avoir
attendu	VER:pper	attendre
impatience	NOM	impatience
au	PRP:det	au
chambre	NOM	chambre
père	NOM	père
ne	ADV	ne
<EOS>	<EOS>	<EOS>
emmenée	VER:pper	emmener
quitté	VER:pper	quitter
on	PRO:PER	on
Paris	NAM	paris
bien	ADV	bien
elle	PRO:PER	elle
<SEG>
qu'	KON	que
<EOS>	<EOS>	<EOS>
,	PUN	,
passer	VER:infi	passer
maintenant	ADV	maintenant
cette	PRO:DEM	ce
pluie	NOM	pluie
et	KON	et
elle	PRO:PER	elle
Et	KON	et
veille	NOM	veille
.	SENT	.
été	NOM	été
la	DET:ART	le
.	SENT	.
lui	PRO:PER	lui
infinie	ADJ	infini
existence	NOM	existence
Yport	NAM	yport
,	PUN	,
allait	VER:impf	aller
habiterait	VER:cond	habiter
sans	PRP	sans
ce	PRO:DEM	ce
faisait	VER:impf	faire
répit	NOM	répit
vieux	ADJ	vieux
rêvait	VER:impf	rêver
était	VER:impf	être
<EOS>	<EOS>	<EOS>
le	DET:ART	le
chagrin	ADJ	chagrin
une	DET:ART	un
au	PRP:det	au
de	PRP	de
flots	NOM	flot
planté	VER:pper	planter
,	PUN	,
la	DET:ART	le
on	PRO:PER	on
propriété	NOM	propriété
falaise	NOM	falaise
toujours	ADV	toujours
de	PRP	de
Elle	PRO:PER	elle
elle	PRO:PER	elle
d'	PRP	de
était	VER:impf	être
Puis	ADV	puis
depuis	PRP	depuis
gros	ADJ	gros
tombant	VER:ppre	tomber
promettait	VER:impf	promettre
des	PRP:det	du
sur	PRP	sur
dans	PRP	dans
don	NOM	don
était	VER:impf	être
au	PRP:det	au
de	PRP	de
libre	ADJ	libre
;	PUN	;
qu'	KON	que
<EOS>	<EOS>	<EOS>
château	NOM	château
son	DET:POS	son
,	PUN	,
famille	NOM	famille
que	ADV	que
et	KON	et
elle	PRO:PER	elle
,	PUN	,
campagne	NOM	campagne
il	PRO:PER	il
se	PRO:PER	se
joie	NOM	joie
mariée	VER:pper	marier
manoir	NOM	manoir
lorsqu'	KON	lorsque
elle	PRO:PER	elle
de	PRP	de
entendu	VER:pper	entendre
l'	DET:ART	le
ville	NOM	ville
vie	NOM	vie
serait	VER:cond	être
encore	ADV	encore
Peuples	NAM	peuples
soir	NOM	soir
ne	ADV	ne
une	DET:ART	un
premier	NOM	premier
la	DET:ART	le
leur	DET:POS	leur
.	SENT	.
des	PRP:det	du
la	DET:ART	le
bord	NOM	bord
près	ADV	près
,	PUN	,
<SEG>
voiture	NOM	voiture
escalier	NOM	escalier
fais	VER:pres	faire
,	PUN	,
elle	PRO:PER	elle
,	PUN	,
,	PUN	,
on	PRO:PER	on
soutenue	VER:pper	soutenir
quand	KON	quand
chambre	NOM	chambre
s'	PRO:PER	se
maison	NOM	maison
de	PRP	de
l'	DET:ART	le
il	PRO:PER	il
courant	NOM	courant
baronne	NOM	baron|baronne
qu'	KON	que
criant	VER:ppre	crier
<EOS>	<EOS>	<EOS>
prête	ADJ	prêt
trois	NUM	trois
et	KON	et
Le	DET:ART	le
maman	NOM	maman
monter	VER:infi	monter
minutes	NOM	minute
.	SENT	.
une	DET:ART	un
par	PRP	par
de	PRP	de
,	PUN	,
côté	NOM	côté
déluge	NOM	déluge
autre	ADJ	autre
Papa	NOM	papa
<EOS>	<EOS>	<EOS>
lorsque	KON	lorsque
Jeanne	NAM	jeanne
de	PRP	de
,	PUN	,
à	PRP	à
fille	NOM	fille
;	PUN	;
,	PUN	,
,	PUN	,
;	PUN	;
la	DET:ART	le
par	PRP	par
la	DET:ART	le
papa	NOM	papa
»	PUN:cit	»
,	PUN	,
<EOS>	<EOS>	<EOS>
sa	DET:POS	son
veut	VER:pres	vouloir
bout	NOM	bout
,	PUN	,
calèche	NOM	calèche
même	ADV	même
bien	ADV	bien
de	PRP	de
toute	PRO:IND	tout
apaisait	VER:impf	apaiser
point	ADV	point
atteler	VER:infi	atteler
<EOS>	<EOS>	<EOS>
porte	NOM	porte
grande	ADJ	grand
d'	PRP	de
.	SENT	.
était	VER:impf	être
par	PRP	par
la	DET:ART	le
ne	ADV	ne
Mais	KON	mais
la	DET:ART	le
mère	NOM	mère
avança	VER:simp	avancer
la	DET:ART	le
s'	PRO:PER	se
:	PUN	:
mari	NOM	mari
en	PRP	en
descendit	VER:simp	descendre
au	PRP:det	au
sortit	VER:simp	sortir
!	SENT	!
son	DET:POS	son
eût	VER:subi	avoir
,	PUN	,
.	SENT	.
redoublait	VER:impf	redoubler
en	PRP	en
l'	DET:ART	le
dit	VER:pper	dire
«	PUN:cit	«
un	DET:ART	un
devant	PRP	devant
<SEG>
elle	PRO:PER	elle
seconde	NUM	second
famille	NOM	famille
elle	PRO:PER	elle
Elle	PRO:PER	elle
les	DET:ART	le
<EOS>	<EOS>	<EOS>
principale	ADJ	principal
consistait	VER:impf	consister
du	PRP:det	du
hypertrophie	NOM	hypertrophie
au	PRP:det	au
chambre	NOM	chambre
devenue	VER:pper	devenir
Sa	DET:POS	son
<EOS>	<EOS>	<EOS>
lait	NOM	lait
C'	PRO:DEM	ce
de	PRP	de
sans	PRP	sans
cœur	NOM	cœur
était	VER:impf	être
découplée	VER:pper	découpler
du	PRP:det	du
été	VER:pper	être
eût	VER:subi	avoir
fille	NOM	fille
de	PRP	de
années	NOM	année
Rosalie	NAM	rosalie
et	KON	et
de	PRP	de
énorme	ADJ	énorme
dont	PRO:REL	dont
par	PRP	par
.	SENT	.
se	PRO:PER	se
plus	ADV	plus
peu	ADV	peu
depuis	PRP	depuis
quelques	PRO:IND	quelque
la	DET:ART	le
s'	PRO:PER	se
,	PUN	,
Caux	NAM	caux
pas	NOM	pas
bien	ADV	bien
sœur	NOM	sœur
pays	NOM	pays
qui	PRO:REL	qui
cesse	NOM	cesse
maîtresse	NOM	maîtresse
.	SENT	.
de	PRP	de
car	KON	car
