propriétaires	ADJ	propriétaire
<SEG>
Cette	NAM	cette
l'	DET:ART	le
stridente	ADJ	strident
bonhomme	NOM	bonhomme
voix	NOM	voix
empressement	NOM	empressement
du	PRP:det	du
.	SENT	.
redouble	VER:pres	redoubler
<EOS>	<EOS>	<EOS>
<SEG>
importe	VER:pres	importer
...	PUN	...
part	VER:pres	partir
On	PRO:PER	on
<EOS>	<EOS>	<EOS>
étouffe	VER:pres	étouffer
.	SENT	.
Il	PRO:PER	il
qu'	PRO:REL	que
!	SENT	!
<SEG>
la	DET:ART	le
volée	NOM	volée
dans	PRP	dans
un	DET:ART	un
paquets	NOM	paquet
à	PRP	à
<EOS>	<EOS>	<EOS>
lance	VER:pres	lancer
ses	DET:POS	son
Il	PRO:PER	il
<SEG>
lui	PRO:PER	lui
de	PRP	de
,	PUN	,
se	PRO:PER	se
-même	ADJ	même
wagon	NOM	wagon
lance	VER:pres	lancer
,	PUN	,
troisième	NUM	troisième
et	KON	et
<SEG>
le	DET:ART	le
au	PRP:det	au
casser	VER:infi	casser
,	PUN	,
cou	NOM	cou
mais	KON	mais
se	PRO:PER	se
risque	NOM	risque
de	PRP	de
tenant	VER:ppre	tenir
<SEG>
.	SENT	.
voyage	NOM	voyage
toujours	ADV	toujours
de	PRP	de
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
Assis	VER:pper	asseoir
affreux	ADJ	affreux
ferme	ADV	ferme
sac	NOM	sac
<SEG>
enfin	ADV	enfin
ses	DET:POS	son
il	PRO:PER	il
,	PUN	,
,	PUN	,
compte	VER:pres	compter
tire	VER:pres	tirer
de	PRP	de
sa	DET:POS	son
paquets	NOM	paquet
<SEG>
carreaux	NOM	carreau
vieux	ADJ	vieux
à	PRP	à
coton	NOM	coton
s'	PRO:PER	se
de	PRP	de
poche	NOM	poche
mouchoir	NOM	mouchoir
,	PUN	,
un	DET:ART	un
<SEG>
à	PRP	à
essuie	VER:pres	essuyer
,	PUN	,
le	DET:ART	le
de	PRP	de
demi	ADJ	demi
et	KON	et
front	NOM	front
mort	NOM	mort
,	PUN	,
<SEG>
ne	ADV	ne
torpeur	NOM	torpeur
qui	PRO:REL	qui
,	PUN	,
plonge	VER:pres	plonger
l'	PRO:PER	la|le
dans	PRP	dans
fatigue	NOM	fatigue
se	PRO:PER	se
une	DET:ART	un
<SEG>
surveiller	VER:infi	surveiller
toutefois	ADV	toutefois
.	SENT	.
son	DET:POS	son
<EOS>	<EOS>	<EOS>
de	PRP	de
En	PRP	en
pas	ADV	pas
matériel	NOM	matériel
empêche	VER:pres	empêcher
<SEG>
un	NOM	un
,	PUN	,
première	NUM	premier
avait	VER:impf	avoir
pari	NOM	pari
gagné	VER:pper	gagner
l'	DET:ART	le
son	DET:POS	son
,	PUN	,
l'	DET:ART	le
<SEG>
<EOS>	<EOS>	<EOS>
perdu	VER:pper	perdre
.	SENT	.
avait	VER:impf	avoir
toujours	ADV	toujours
l'	PRO:PER	la|le
arrive	VER:pres	arriver
autre	ADJ	autre
Cela	PRO:DEM	cela
ainsi	ADV	ainsi
<SEG>
deux	NUM	deux
les	DET:ART	le
;	PUN	;
,	PUN	,
tous	PRO:IND	tout
qui	PRO:REL	qui
est	VER:pres	être
riaient	VER:impf	rire
ce	PRO:DEM	ce
mais	KON	mais
<SEG>
rare	ADJ	rare
wagon	NOM	wagon
.	SENT	.
Dans	PRP	dans
ce	PRO:DEM	ce
,	PUN	,
voyageurs	NOM	voyageur
trois	NUM	trois
assez	ADV	assez
<EOS>	<EOS>	<EOS>
<SEG>
un	DET:ART	un
plus	ADV	plus
retraite	NOM	retraite
possible	ADJ	possible
le	DET:ART	le
colonel	NOM	colonel
en	PRP	en
:	PUN	:
confortablement	ADV	confortablement
installés	VER:pper	installer
<SEG>
beau	ADJ	beau
sous	PRP	sous
ses	DET:POS	son
sa	DET:POS	son
;	PUN	;
cheveux	NOM	cheveu
fille	NOM	fille
blancs	ADJ	blanc
,	PUN	,
,	PUN	,
<SEG>
,	PUN	,
privée	VER:pper	priver
<EOS>	<EOS>	<EOS>
mais	KON	mais
!	SENT	!
douce	ADJ	doux
sympathique	ADJ	sympathique
et	KON	et
,	PUN	,
hélas	INT	hélas
<SEG>
fille	NOM	fille
;	PUN	;
petite	ADJ	petit
sa	DET:POS	son
la	DET:ART	le
et	KON	et
lumière	NOM	lumière
gracieuse	ADJ	gracieux
de	PRP	de
,	PUN	,
<SEG>
on	PRO:PER	on
à	PRP	à
,	PUN	,
est	VER:pres	être
fraîche	ADJ	frais
et	KON	et
ans	NOM	an
dix-sept	NUM	dix-sept
l'	PRO:PER	la|le
comme	KON	comme
<SEG>
occupée	VER:pper	occuper
sa	DET:POS	son
et	KON	et
d'	PRP	de
tout	ADV	tout
mère	NOM	mère
éviter	VER:infi	éviter
moindre	ADJ	moindre
la	DET:ART	le
à	PRP	à
<SEG>
moindre	ADJ	moindre
Ces	PRO:DEM	ce
trois	NUM	trois
personnes	NOM	personne
contrariété	NOM	contrariété
gêne	NOM	gêne
.	SENT	.
<EOS>	<EOS>	<EOS>
la	DET:ART	le
,	PUN	,
<SEG>
aimables	ADJ	aimable
.	SENT	.
vient	VER:pres	venir
et	KON	et
<EOS>	<EOS>	<EOS>
où	PRO:REL	où
que	ADV	que
bonnes	ADJ	bon
D'	PRP	de
paraissent	VER:pres	paraître
<SEG>
a	VER:pres	avoir
qu'	KON	que
du	PRP:det	du
fait	VER:pper	faire
embarras	NOM	embarras
retard	NOM	retard
l'	DET:ART	le
voyageur	NOM	voyageur
n'	ADV	ne
en	PRP	en
<SEG>
<EOS>	<EOS>	<EOS>
exciter	VER:infi	exciter
qu'	KON	que
est	VER:pres	être
hilarité	NOM	hilarité
leur	DET:POS	leur
?	SENT	?
C'	PRO:DEM	ce
il	PRO:PER	il
ne	ADV	ne
<SEG>
considération	NOM	considération
mérite	VER:pres	mériter
on	PRO:PER	on
le	DET:ART	le
la	DET:ART	le
point	ADV	point
qu'	PRO:REL	que
et	KON	et
respect	NOM	respect
doit	VER:pres	devoir
<SEG>
vieillesse	NOM	vieillesse
à	PRP	à
est	VER:pres	être
n'	ADV	ne
la	DET:ART	le
.	SENT	.
M	NOM	m
<EOS>	<EOS>	<EOS>
Quartier	NOM	quartier
.	SENT	.
<SEG>
village	NOM	village
le	DET:ART	le
,	PUN	,
connu	VER:pper	connaître
des	PRP:det	du
situé	VER:pper	situer
quelques	PRO:IND	quelque
Ormes	NAM	ormes
dans	PRP	dans
à	PRP	à
<SEG>
lieues	NOM	lieue
sa	DET:POS	son
,	PUN	,
que	KON	que
de	PRP	de
par	PRP	par
dureté	NOM	dureté
de	PRP	de
Paris	NAM	paris
cœur	NOM	cœur
<SEG>
de	PRP	de
parle	VER:pres	parler
lui	PRO:PER	lui
et	KON	et
<EOS>	<EOS>	<EOS>
.	SENT	.
on	PRO:PER	on
rapacité	NOM	rapacité
sa	DET:POS	son
Quand	KON	quand
<SEG>
,	PUN	,
avare	NOM	avare
ou	KON	ou
bonhomme	NOM	bonhomme
,	PUN	,
dit	VER:pres	dire
on	PRO:PER	on
bien	ADV	bien
l'	DET:ART	le
le	DET:ART	le
<SEG>
comme	KON	comme
Il	PRO:PER	il
<EOS>	<EOS>	<EOS>
propriétaire	ADJ	propriétaire
le	DET:ART	le
est	VER:pres	être
.	SENT	.
,	PUN	,
aux	PRP:det	au
écus	NOM	écu
<SEG>
que	KON	que
cependant	ADV	cependant
lui	PRO:PER	lui
mais	KON	mais
;	PUN	;
riche	ADJ	riche
,	PUN	,
plus	ADV	plus
colonel	NOM	colonel
beaucoup	ADV	beaucoup
<SEG>
d'	PRP	de
pardonné	VER:pper	pardonner
se	PRO:PER	se
pris	VER:pper	prendre
ne	ADV	ne
une	DET:ART	un
il	PRO:PER	il
fût	VER:subi	être
avoir	VER:infi	avoir
jamais	ADV	jamais
<SEG>
la	DET:ART	le
aller	VER:infi	aller
du	PRP:det	du
gare	NOM	gare
fond	NOM	fond
voiture	NOM	voiture
pour	PRP	pour
à	PRP	à
Vaugirard	NAM	vaugirard
de	PRP	de
<SEG>
l'	PRO:PER	la|le
et	KON	et
du	PRP:det	du
riait	VER:impf	rire
Donc	NAM	donc
,	PUN	,
Nord	NOM	nord
...	PUN	...
on	PRO:PER	on
on	PRO:PER	on
<SEG>
bien	ADV	bien
la	DET:ART	le
Au	PRP:det	au
milieu	NOM	milieu
route	NOM	route
beau	ADJ	beau
de	PRP	de
.	SENT	.
faisait	VER:impf	faire
<EOS>	<EOS>	<EOS>
<SEG>
<EOS>	<EOS>	<EOS>
vitres	NOM	vitre
pluie	NOM	pluie
,	PUN	,
lever	VER:infi	lever
.	SENT	.
fait	VER:pres	faire
qui	PRO:REL	qui
torrentielle	ADJ	torrentiel
les	DET:ART	le
<SEG>
la	DET:ART	le
déplore	VER:pres	déplorer
de	PRP	de
sous	PRP	sous
débarquer	VER:infi	débarquer
un	DET:ART	un
nécessité	NOM	nécessité
On	PRO:PER	on
ce	PRO:DEM	ce
moment	NOM	moment
<SEG>
«	PUN:cit	«
de	PRP	de
!	SENT	!
temps	NOM	temps
.	SENT	.
déluge	NOM	déluge
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
dit	VER:pres	dire
Diable	ADJ	diable
<SEG>
,	PUN	,
--	PUN	--
vieillard	NOM	vieillard
le	DET:ART	le
,	PUN	,
<EOS>	<EOS>	<EOS>
père	NOM	père
Franchement	ADV	franchement
.	SENT	.
mon	DET:POS	mon
<SEG>
aurions	VER:cond	avoir
mauvaise	ADJ	mauvais
.	SENT	.
nous	PRO:PER	nous
de	PRP	de
plaindre	VER:infi	plaindre
nous	PRO:PER	nous
grâce	NOM	grâce
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
<SEG>
brigadier	NOM	brigadier
nous	PRO:PER	nous
;	PUN	;
une	DET:ART	un
nous	PRO:PER	nous
chercher	VER:infi	chercher
dans	PRP	dans
venir	VER:infi	venir
monterons	VER:futu	monter
va	VER:pres	aller
<SEG>
et	KON	et
bonne	ADJ	bon
voiture	NOM	voiture
ferons	VER:futu	faire
nous	PRO:PER	nous
feu	NOM	feu
joie	NOM	joie
,	PUN	,
de	PRP	de
un	DET:ART	un
<SEG>
ma	DET:POS	mon
--	PUN	--
en	PRP	en
<EOS>	<EOS>	<EOS>
as	VER:pres	avoir
Tu	PRO:PER	tu
arrivant	NOM	arrivant
,	PUN	,
.	SENT	.
raison	NOM	raison
<SEG>
qui	PRO:REL	qui
.	SENT	.
raison	NOM	raison
oserait	VER:cond	oser
,	PUN	,
toujours	ADV	toujours
Et	KON	et
Sidonie	NAM	sidonie
<EOS>	<EOS>	<EOS>
chère	NOM	chère
<SEG>
pas	ADV	pas
quand	KON	quand
<EOS>	<EOS>	<EOS>
?	SENT	?
tu	PRO:PER	tu
te	PRO:PER	te
plains	VER:pres	plaindre
ne	ADV	ne
se	PRO:PER	se
plaindre	VER:infi	plaindre
<SEG>
un	DET:ART	un
Le	DET:ART	le
»	PUN:cit	»
Émilie	NAM	émilie
avec	PRP	avec
et	KON	et
regard	NOM	regard
,	PUN	,
échangea	VER:simp	échanger
colonel	NOM	colonel
<SEG>
tendresse	NOM	tendresse
avec	PRP	avec
Mme	NOM	madame
Latour	NAM	latour
sur	PRP	sur
se	PRO:PER	se
reportèrent	VER:simp	reporter
yeux	NOM	œil
leurs	DET:POS	leur
.	SENT	.
<SEG>
La	DET:ART	le
,	PUN	,
<EOS>	<EOS>	<EOS>
et	KON	et
chère	ADJ	cher
centre	NOM	centre
était	VER:impf	être
autour	ADV	autour
un	DET:ART	un
aveugle	NOM	aveugle
<SEG>
tout	ADV	tout
aimait	VER:impf	aimer
rayonnait	VER:impf	rayonner
ce	PRO:DEM	ce
.	SENT	.
d'	PRP	de
qui	PRO:REL	qui
l'	PRO:PER	la|le
<EOS>	<EOS>	<EOS>
elle	PRO:PER	elle
<SEG>
et	KON	et
de	PRP	de
montent	VER:pres	monter
ces	PRO:DEM	ce
trois	NUM	trois
Pendant	PRP	pendant
voyageurs	NOM	voyageur
que	KON	que
descendent	VER:pres	descendre
wagon	NOM	wagon
<SEG>
que	PRO:REL	que
voyons	VER:pres	voir
bonhomme	NOM	bonhomme
aux	PRP:det	au
voiture	NOM	voiture
devient	VER:pres	devenir
,	PUN	,
le	DET:ART	le
en	PRP	en
ce	PRO:DEM	ce
<SEG>
<EOS>	<EOS>	<EOS>
pour	PRP	pour
Lui	PRO:PER	lui
attend	VER:pres	attendre
,	PUN	,
descendre	VER:infi	descendre
il	PRO:PER	il
,	PUN	,
écus	NOM	écu
.	SENT	.
<SEG>
faire	VER:infi	faire
,	PUN	,
se	PRO:PER	se
à	PRP	à
moment	NOM	moment
toujours	ADV	toujours
admonester	VER:infi	admonester
le	DET:ART	le
quitte	VER:pres	quitter
dernier	ADJ	dernier
<SEG>
L'	DET:ART	le
par	PRP	par
chef	NOM	chef
le	DET:ART	le
.	SENT	.
de	PRP	de
train	NOM	train
est	VER:pres	être
<EOS>	<EOS>	<EOS>
essentiel	NOM	essentiel
<SEG>
se	PRO:PER	se
voisins	NOM	voisin
distancer	VER:infi	distancer
les	DET:ART	le
or	NOM	or
de	PRP	de
à	PRP	à
;	PUN	;
laisser	VER:infi	laisser
par	PRP	par
<SEG>
,	PUN	,
campagne	NOM	campagne
L'	DET:ART	le
.	SENT	.
la	DET:ART	le
sont	VER:pres	être
<EOS>	<EOS>	<EOS>
tous	PRO:IND	tout
instinct	NOM	instinct
voisins	ADJ	voisin
<SEG>
petit	ADJ	petit
être	VER:infi	être
est	VER:pres	être
du	PRP:det	du
de	PRP	de
homme	NOM	homme
vu	VER:pper	voir
sec	ADJ	sec
pas	ADV	pas
ne	ADV	ne
<SEG>
Il	PRO:PER	il
autre	ADJ	autre
comme	KON	comme
.	SENT	.
peur	NOM	peur
un	DET:ART	un
<EOS>	<EOS>	<EOS>
yeux	NOM	œil
a	VER:pres	avoir
des	PRP:det	du
<SEG>
tous	PRO:IND	tout
<EOS>	<EOS>	<EOS>
Voyez-le	NAM	voyez-le
.	SENT	.
peur	NOM	peur
regardant	VER:ppre	regarder
de	PRP	de
a	VER:pres	avoir
des	PRP:det	du
loups	NOM	loup
<SEG>
s'	PRO:PER	se
dans	PRP	dans
engager	VER:infi	engager
côtés	NOM	côté
,	PUN	,
avant	PRP	avant
bordée	VER:pper	border
route	NOM	route
de	PRP	de
la	DET:ART	le
<SEG>
demeure	NOM	demeure
vieux	ADJ	vieux
.	SENT	.
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
ormes	NOM	orme
de	PRP	de
conduit	VER:pres	conduire
qui	PRO:REL	qui
à	PRP	à
<SEG>
du	PRP:det	du
est	VER:pres	être
tant	ADV	tant
partie	VER:pper	partir
déjà	ADV	déjà
colonel	NOM	colonel
La	DET:ART	le
voiture	NOM	voiture
mieux	ADV	mieux
;	PUN	;
<SEG>
!	SENT	!
<EOS>	<EOS>	<EOS>
déteste	VER:pres	détester
<EOS>	<EOS>	<EOS>
-là	ADV	là
.	SENT	.
ces	PRO:DEM	ce
Il	PRO:PER	il
Leur	DET:POS	leur
gens	NOM	gens
<SEG>
noble	ADJ	noble
fortune	NOM	fortune
grande	ADJ	grand
le	PRO:PER	le
et	KON	et
manière	NOM	manière
de	PRP	de
de	PRP	de
la	DET:ART	le
jouir	VER:infi	jouir
<SEG>
au	PRP:det	au
Qu'	KON	que
plus	ADV	plus
choque	VER:pres	choquer
<EOS>	<EOS>	<EOS>
haut	ADJ	haut
a	VER:pres	avoir
.	SENT	.
il	PRO:PER	il
point	NOM	point
<SEG>
son	DET:POS	son
son	DET:POS	son
trop	ADV	trop
malheureux	ADJ	malheureux
court	ADJ	court
l'	DET:ART	le
avec	PRP	avec
,	PUN	,
pantalon	NOM	pantalon
air	NOM	air
<SEG>
ses	DET:POS	son
,	PUN	,
son	DET:POS	son
sac	NOM	sac
,	PUN	,
,	PUN	,
vieux	ADJ	vieux
paquets	NOM	paquet
chapeau	NOM	chapeau
ridicule	ADJ	ridicule
<SEG>
jaunes	ADJ	jaune
d'	PRP	de
!	SENT	!
ses	DET:POS	son
cachet	NOM	cachet
et	KON	et
une	DET:ART	un
souliers	NOM	soulier
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
<SEG>
personne	NOM	personne
<EOS>	<EOS>	<EOS>
sa	DET:POS	son
misère	NOM	misère
honteuse	ADJ	honteux
sur	PRP	sur
toute	PRO:IND	tout
est	VER:pres	être
empreint	VER:pper	empreindre
.	SENT	.
<SEG>
Il	PRO:PER	il
à	PRP	à
pleut	VER:pres	pleuvoir
car	KON	car
arriver	VER:infi	arriver
d'	PRP	de
pressé	VER:pper	presser
il	PRO:PER	il
,	PUN	,
est	VER:pres	être
<SEG>
a	VER:pres	avoir
omnibus	NOM	omnibus
partir	VER:infi	partir
verse	NOM	verse
,	PUN	,
laissé	VER:pper	laisser
l'	DET:ART	le
il	PRO:PER	il
cependant	ADV	cependant
et	KON	et
<SEG>
dessert	VER:pres	desservir
des	PRP:det	du
station	NOM	station
;	PUN	;
exige	VER:pres	exiger
le	DET:ART	le
sommes	NOM	somme
qui	PRO:REL	qui
la	DET:ART	le
conducteur	NOM	conducteur
<SEG>
,	PUN	,
Six	NUM	six
et	KON	et
par	PRP	par
<EOS>	<EOS>	<EOS>
deux	NUM	deux
sous	PRP	sous
folles	ADJ	fou
voyageur	NOM	voyageur
!	SENT	!
<SEG>
paquets	NOM	paquet
est	VER:pres	être
porteur	NOM	porteur
en	PRP	en
encombrants	ADJ	encombrant
quand	KON	quand
de	PRP	de
plus	ADV	plus
sous	PRP	sous
on	PRO:PER	on
<SEG>
,	PUN	,
<EOS>	<EOS>	<EOS>
pied	NOM	pied
;	PUN	;
toujours	ADV	toujours
Non	ADV	non
.	SENT	.
à	PRP	à
non	ADV	non
,	PUN	,
<SEG>
.	SENT	.
à	PRP	à
plus	ADV	plus
c'	PRO:DEM	ce
le	DET:ART	le
sûr	ADJ	sûr
<EOS>	<EOS>	<EOS>
pied	NOM	pied
est	VER:pres	être
,	PUN	,
<SEG>
sac	NOM	sac
le	DET:ART	le
redouble	VER:pres	redoubler
aujourd'hui	ADV	aujourd'hui
est	VER:pres	être
lourd	ADJ	lourd
pluie	NOM	pluie
la	DET:ART	le
Mais	KON	mais
,	PUN	,
<SEG>
<EOS>	<EOS>	<EOS>
forces	NOM	force|forces
Les	DET:ART	le
.	SENT	.
ne	ADV	ne
vont	VER:pres	aller
faire	VER:infi	faire
Comment	ADV	comment
?	SENT	?
<EOS>	<EOS>	<EOS>
<SEG>
lui	PRO:PER	lui
pas	ADV	pas
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
si	ADV	si
a	VER:pres	avoir
-elles	PRO:PER	elle
mal	ADV	mal
manquer	VER:infi	manquer
?	SENT	?
<SEG>
Paris	NAM	paris
à	PRP	à
qu'	PRO:REL	que
il	PRO:PER	il
renouvelle	VER:pres	renouveler
<EOS>	<EOS>	<EOS>
déjeuné	VER:pper	déjeuner
voyages	NOM	voyage
Ces	PRO:DEM	ce
!	SENT	!
<SEG>
assez	ADV	assez
intérêts	NOM	intérêt
souvent	ADV	souvent
si	ADV	si
toucher	VER:infi	toucher
sont	VER:pres	être
ses	DET:POS	son
pour	PRP	pour
,	PUN	,
,	PUN	,
<SEG>
fatigants	ADJ	fatigant
fois	NOM	fois
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
!	SENT	!
accablé	VER:pper	accabler
se	PRO:PER	se
sent	VER:pres	sentir
,	PUN	,
Cette	PRO:DEM	ce
<SEG>
,	PUN	,
du	PRP:det	du
sous	PRP	sous
détour	NOM	détour
un	DET:ART	un
Au	PRP:det	au
chemin	NOM	chemin
<EOS>	<EOS>	<EOS>
hangar	NOM	hangar
...	PUN	...
<SEG>
regards	NOM	regard
pauvre	ADJ	pauvre
s'	PRO:PER	se
une	DET:ART	un
,	PUN	,
ses	DET:POS	son
à	PRP	à
offre	VER:pres	offrir
fille	NOM	fille
demi-détruit	ADJ	demi-détruit
<SEG>
misère	NOM	misère
Elle	PRO:PER	elle
est	VER:pres	être
.	SENT	.
sa	DET:POS	son
,	PUN	,
mais	KON	mais
aussi	ADV	aussi
épuisée	VER:pper	épuiser
<EOS>	<EOS>	<EOS>
<SEG>
.	SENT	.
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
réelle	ADJ	réel
de	PRP	de
imméritée	ADJ	immérité
bien	ADV	bien
À	PRP	à
aspect	NOM	aspect
est	VER:pres	être
<SEG>
elle	PRO:PER	elle
surchargé	VER:pper	surcharger
ce	PRO:DEM	ce
,	PUN	,
avancer	VER:infi	avancer
vieillard	NOM	vieillard
paquets	NOM	paquet
de	PRP	de
s'	PRO:PER	se
ose	VER:pres	oser
<SEG>
,	PUN	,
du	PRP:det	du
main	NOM	main
car	KON	car
tendre	VER:infi	tendre
sans	PRP	sans
cherche	VER:pres	chercher
la	DET:ART	le
elle	PRO:PER	elle
,	PUN	,
<SEG>
<EOS>	<EOS>	<EOS>
en	PRP	en
Du	PRP:det	du
.	SENT	.
et	KON	et
croit	VER:pres	croire
trouvé	VER:pper	trouver
travail	NOM	travail
,	PUN	,
avoir	VER:infi	avoir
<SEG>
touche	VER:pres	toucher
semblant	VER:ppre	sembler
les	DET:ART	le
de	PRP	de
,	PUN	,
paquets	NOM	paquet
doigt	NOM	doigt
elle	PRO:PER	elle
puis	ADV	puis
fait	VER:pper	faire
<SEG>
sur	PRP	sur
de	PRP	de
derrière	PRP	derrière
son	DET:POS	son
les	PRO:PER	la|le
et	KON	et
marcher	VER:infi	marcher
,	PUN	,
épaule	NOM	épaule
charger	VER:infi	charger
<SEG>
le	DET:ART	le
est	VER:pres	être
que	PRO:REL	que
Qu'	NAM	qu'
<EOS>	<EOS>	<EOS>
.	SENT	.
bonhomme	NOM	bonhomme
-ce	PRO:DEM	ce
vous	PRO:PER	vous
«	PUN:cit	«
<SEG>
...	PUN	...
voulez	VER:pres	vouloir
répondez	VER:pres	répondre
<EOS>	<EOS>	<EOS>
Hein	INT	hein
?	SENT	?
?	SENT	?
!	SENT	!
<EOS>	<EOS>	<EOS>
donc	ADV	donc
<SEG>
êtes	VER:pres	être
vous	PRO:PER	vous
?	SENT	?
<EOS>	<EOS>	<EOS>
Est	VER:pres	être
»	PUN:cit	»
-ce	PRO:DEM	ce
que	PRO:REL	que
<EOS>	<EOS>	<EOS>
sourde	ADJ	sourd
<SEG>
paquets	NOM	paquet
encore	ADV	encore
,	PUN	,
regarde	VER:pres	regarder
les	DET:ART	le
touche	VER:pres	toucher
et	KON	et
fille	NOM	fille
La	DET:ART	le
pauvre	ADJ	pauvre
<SEG>
montrant	VER:ppre	montrer
langue	NOM	langue
,	PUN	,
ouvrant	VER:ppre	ouvrer|ouvrir
,	PUN	,
la	DET:ART	le
bouche	NOM	bouche
et	KON	et
indiquant	VER:ppre	indiquer
sa	DET:POS	son
<SEG>
des	PRP:det	du
expressifs	ADJ	expressif
,	PUN	,
qu'	KON	que
,	PUN	,
un	DET:ART	un
outre	ADV	outre
en	PRP	en
par	PRP	par
gestes	NOM	geste
<SEG>
l'	DET:ART	le
unique	ADJ	unique
salaire	NOM	salaire
de	PRP	de
demande	VER:pres	demander
peu	ADV	peu
qu'	PRO:REL	que
elle	PRO:PER	elle
est	VER:pres	être
nourriture	NOM	nourriture
<SEG>
pour	PRP	pour
«	PUN:cit	«
ne	ADV	ne
.	SENT	.
ses	DET:POS	son
répondez	VER:pres	répondre
services	NOM	service
<EOS>	<EOS>	<EOS>
pas	ADV	pas
Vous	NAM	vous
