MORT	NAM	mort
très-vieil	NOM	très-vieil
usage	NOM	usage
un	DET:ART	un
d'	PRP	de
hiver	NOM	hiver
<SEG>
Sauder	NAM	sauder
particulier	ADJ	particulier
de	PRP	de
.	SENT	.
absolument	ADV	absolument
,	PUN	,
au	PRP:det	au
<EOS>	<EOS>	<EOS>
Sedan	NAM	sedan
pays	NOM	pays
<SEG>
le	DET:ART	le
souder	VER:infi	souder
ainsi	ADV	ainsi
dans	PRP	dans
patrie	NOM	patrie
(	PUN	(
verbe	NOM	verbe
prononce	VER:pres	prononcer
on	PRO:PER	on
la	DET:ART	le
<SEG>
le	DET:ART	le
Turenne	NAM	turenne
fiancer	VER:infi	fiancer
sens	NOM	sens
dans	PRP	dans
veut	VER:pres	vouloir
ici	ADV	ici
)	PUN	)
dire	VER:infi	dire
de	PRP	de
<SEG>
du	PRP:det	du
gens	NOM	gens
actif	ADJ	actif
Les	DET:ART	le
du	PRP:det	du
pays	NOM	pays
jeunes	ADJ	jeune
<EOS>	<EOS>	<EOS>
.	SENT	.
mot	NOM	mot
<SEG>
-mêmes	ADJ	même
la	DET:ART	le
jeunesse	NOM	jeunesse
donnent	VER:pres	donner
titre	NOM	titre
.	SENT	.
eux	PRO:PER	eux
se	PRO:PER	se
ce	PRO:DEM	ce
à	PRP	à
<SEG>
C'	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
un	DET:ART	un
rentre	VER:pres	rentrer
,	PUN	,
bien	ADV	bien
détail	NOM	détail
mais	KON	mais
qui	PRO:REL	qui
est	VER:pres	être
<SEG>
<EOS>	<EOS>	<EOS>
de	PRP	de
colonie	NOM	colonie
dans	PRP	dans
La	DET:ART	le
cette	PRO:DEM	ce
endimanchée	ADJ	endimanché
la	DET:ART	le
physionomie	NOM	physionomie
.	SENT	.
<SEG>
ce	PRO:DEM	ce
vous	PRO:PER	vous
une	DET:ART	un
a	VER:pres	avoir
seul	ADJ	seul
mot	NOM	mot
bonne	ADJ	bon
!	SENT	!
<EOS>	<EOS>	<EOS>
jeunesse	NOM	jeunesse
<SEG>
assez	ADV	assez
naïf	ADJ	naïf
<EOS>	<EOS>	<EOS>
heureuse	ADJ	heureux
odeur	NOM	odeur
.	SENT	.
Une	DET:ART	un
libéralisme	NOM	libéralisme
contrée	NOM	contrée
de	PRP	de
<SEG>
posséder	VER:infi	posséder
«	PUN:cit	«
fêter	VER:infi	fêter
pour	PRP	pour
une	DET:ART	un
jeunesse	NOM	jeunesse
pour	PRP	pour
mûre	ADJ	mûr
»	PUN:cit	»
est	VER:pres	être
<SEG>
adorer	VER:infi	adorer
Être	NOM	être
,	PUN	,
au	PRP:det	au
Raison	NOM	raison
l'	DET:ART	le
et	KON	et
suprême	ADJ	suprême
lieu	NOM	lieu
la	DET:ART	le
<SEG>
bon	ADJ	bon
gros	ADJ	gros
ces	PRO:DEM	ce
garçons	NOM	garçon
.	SENT	.
Quand	KON	quand
du	PRP:det	du
Dieu	NOM	dieu
<EOS>	<EOS>	<EOS>
rouges	ADJ	rouge
<SEG>
vous	PRO:PER	vous
disent	VER:pres	dire
modeste	ADJ	modeste
:	PUN	:
Je	PRO:PER	je
m'	PRO:PER	me
une	DET:ART	un
fierté	NOM	fierté
ai	VER:pres	avoir
avec	PRP	avec
<SEG>
la	DET:ART	le
la	DET:ART	le
mis	VER:pper	mettre
bien	ADV	bien
,	PUN	,
voit	VER:pres	voir
que	KON	que
jeunesse	NOM	jeunesse
dans	PRP	dans
on	PRO:PER	on
<SEG>
danser	VER:infi	danser
guitare	NOM	guitare
Jean-Jacques	NAM	jean-jacques
moellons	NOM	moellon
de	PRP	de
fait	VER:pres	faire
et	KON	et
encore	ADV	encore
les	DET:ART	le
,	PUN	,
<SEG>
se	PRO:PER	se
un	DET:ART	un
pourrait	VER:cond	pouvoir
couronner	VER:infi	couronner
trouver	VER:infi	trouver
qu'	KON	que
aréopage	NOM	aréopage
dernier	ADJ	dernier
il	PRO:PER	il
pour	PRP	pour
<SEG>
de	PRP	de
la	DET:ART	le
sauderie	NOM	sauderie
rosières	NOM	rosière
<EOS>	<EOS>	<EOS>
La	DET:ART	le
naturelle	ADJ	naturel
.	SENT	.
religion	NOM	religion
des	PRP:det	du
<SEG>
qui	PRO:REL	qui
propre	ADJ	propre
appartient	VER:pres	appartenir
adjoint	VER:pres	adjoindre
à	PRP	à
s'	PRO:PER	se
la	DET:ART	le
en	PRP	en
jeunesse	NOM	jeunesse
,	PUN	,
<SEG>
la	DET:ART	le
,	PUN	,
la	DET:ART	le
,	PUN	,
les	DET:ART	le
ville	NOM	ville
pour	PRP	pour
de	PRP	de
polissons	NOM	polisson
circonstance	NOM	circonstance
<SEG>
quelque	PRO:IND	quelque
et	KON	et
est	VER:pres	être
villages	NOM	village
en	PRP	en
.	SENT	.
<EOS>	<EOS>	<EOS>
des	PRP:det	du
voisins	ADJ	voisin
C'	PRO:DEM	ce
<SEG>
farces	NOM	farce
du	PRP:det	du
bas	NOM	bas
sorte	NOM	sorte
des	PRP:det	du
au	PRP:det	au
carnaval	NOM	carnaval
parafe	NOM	parafe
le	DET:ART	le
apposé	VER:pper	apposer
<SEG>
est	VER:pres	être
que	KON	que
la	DET:ART	le
,	PUN	,
tombée	VER:pper	tomber
on	PRO:PER	on
.	SENT	.
Dès	PRP	dès
nuit	NOM	nuit
<EOS>	<EOS>	<EOS>
<SEG>
rues	NOM	rue
entend	VER:pres	entendre
les	DET:ART	le
discord	ADJ	discord
rauque	ADJ	rauque
et	KON	et
le	DET:ART	le
des	PRP:det	du
son	NOM	son
dans	PRP	dans
<SEG>
est	VER:pres	être
La	DET:ART	le
aux	PRP:det	au
saudeurs	NOM	saudeurs
.	SENT	.
ville	NOM	ville
bouquins	NOM	bouquin
cornets	NOM	cornet
à	PRP	à
<EOS>	<EOS>	<EOS>
<SEG>
,	PUN	,
divisés	VER:pper	diviser
qui	PRO:REL	qui
parcourent	VER:pres	parcourir
petites	ADJ	petit
la	PRO:PER	la
dix	NUM	dix
en	PRP	en
escouades	NOM	escouade
de	PRP	de
<SEG>
mystificateurs	NOM	mystificateur
armés	VER:pper	armer
à	PRP	à
la	DET:ART	le
douze	NUM	douze
de	PRP	de
sont	VER:pres	être
.	SENT	.
Tous	PRO:IND	tout
<EOS>	<EOS>	<EOS>
<SEG>
conque	NOM	conque
son	DET:POS	son
<EOS>	<EOS>	<EOS>
.	SENT	.
Chaque	PRO:IND	chaque
redoutable	ADJ	redoutable
chef	NOM	chef
.	SENT	.
troupe	NOM	troupe
a	VER:pres	avoir
<SEG>
la	DET:ART	le
Mais	KON	mais
arrête	VER:pres	arrêter
la	DET:ART	le
troupe	NOM	troupe
que	KON	que
à	PRP	à
voici	ADV	voici
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
<SEG>
porte	NOM	porte
<EOS>	<EOS>	<EOS>
une	DET:ART	un
bonne	ADJ	bon
.	SENT	.
maison	NOM	maison
Les	DET:ART	le
d'	PRP	de
de	PRP	de
apparence	NOM	apparence
<SEG>
de	PRP	de
chef	NOM	chef
cornets	NOM	cornet
le	DET:ART	le
,	PUN	,
bande	NOM	bande
puis	ADV	puis
sonnent	VER:pres	sonner
crie	VER:pres	crier
la	DET:ART	le
<SEG>
retentissante	ADJ	retentissant
voix	NOM	voix
Saudés	VER:pper	saudés
saudés	VER:pper	saudés
--	PUN	--
!	SENT	!
<EOS>	<EOS>	<EOS>
une	DET:ART	un
:	PUN	:
d'	PRP	de
<SEG>
?	SENT	?
ses	DET:POS	son
compagnons	NOM	compagnon
ensemble	ADV	ensemble
demandent	VER:pres	demander
!	SENT	!
<EOS>	<EOS>	<EOS>
Qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
--	PUN	--
<SEG>
Mlle	NOM	mademoiselle
--	PUN	--
une	DET:ART	un
<EOS>	<EOS>	<EOS>
.	SENT	.
M	VER:pper	m
tel	NOM	tel
avec	PRP	avec
.	SENT	.
un	DET:ART	un
<SEG>
?	SENT	?
Sont	VER:pres	être
saudés	VER:pper	saudés
--	PUN	--
.	SENT	.
-ils	PRO:PER	il
telle	NOM	tel
<EOS>	<EOS>	<EOS>
bien	ADV	bien
<EOS>	<EOS>	<EOS>
<SEG>
Oui	INT	oui
.	SENT	.
chœur	NOM	chœur
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
!	SENT	!
--	PUN	--
le	DET:ART	le
répond	VER:pres	répondre
bruyamment	ADV	bruyamment
<SEG>
à	PRP	à
Et	KON	et
offenser	VER:infi	offenser
les	DET:ART	le
bouquins	NOM	bouquin
les	DET:ART	le
du	PRP:det	du
d'	PRP	de
cornets	NOM	cornet
oreilles	NOM	oreille
<SEG>
la	DET:ART	le
.	SENT	.
pays	NOM	pays
<EOS>	<EOS>	<EOS>
de	PRP	de
au	PRP:det	au
sauderie	NOM	sauderie
est	VER:pres	être
Telle	PRO:DEM	tel
voisinage	NOM	voisinage
<SEG>
plus	ADV	plus
de	PRP	de
Il	PRO:PER	il
n'	ADV	ne
rien	ADV	rien
<EOS>	<EOS>	<EOS>
Sedan	NAM	sedan
.	SENT	.
a	VER:pres	avoir
y	PRO:PER	y
<SEG>
,	PUN	,
.	SENT	.
de	PRP	de
ces	PRO:DEM	ce
paroles	NOM	parole
moins	ADV	moins
de	PRP	de
Les	DET:ART	le
<EOS>	<EOS>	<EOS>
rien	ADV	rien
<SEG>
burlesques	ADJ	burlesque
l'	DET:ART	le
,	PUN	,
Ailleurs	ADV	ailleurs
.	SENT	.
sacramentelles	ADJ	sacramentel
accordailles	NOM	accordailles
sont	VER:pres	être
usage	NOM	usage
<EOS>	<EOS>	<EOS>
<SEG>
thème	NOM	thème
lequel	PRO:REL	lequel
un	DET:ART	un
sur	PRP	sur
la	DET:ART	le
est	VER:pres	être
l'	DET:ART	le
ou	KON	ou
entrain	NOM	entrain
fantaisie	NOM	fantaisie
<SEG>
variations	NOM	variation
des	PRP:det	du
mais	KON	mais
broder	VER:infi	broder
milliers	NOM	millier
de	PRP	de
ici	ADV	ici
,	PUN	,
peuvent	VER:pres	pouvoir
nous	PRO:PER	nous
<SEG>
comme	ADV	comme
est	VER:pres	être
esprit	NOM	esprit
inventons	VER:pres	inventer
n'	ADV	ne
rien	ADV	rien
Notre	DET:POS	notre
.	SENT	.
<EOS>	<EOS>	<EOS>
muré	VER:pper	murer
<SEG>
toutes	PRO:IND	tout
villes	NOM	ville
nos	DET:POS	notre
maisons	NOM	maison
et	KON	et
citadelles	NOM	citadelle
:	PUN	:
grandes	ADJ	grand
ces	PRO:DEM	ce
ces	PRO:DEM	ce
<SEG>
faites	VER:pper	faire
d'	PRP	de
du	PRP:det	du
pour	PRP	pour
,	PUN	,
non	ADV	non
alentour	NOM	alentour
sont	VER:pres	être
drap	NOM	drap
fabriquer	VER:infi	fabriquer
<SEG>
usage	NOM	usage
l'	DET:ART	le
des	PRP:det	du
n'	ADV	ne
Cela	PRO:DEM	cela
calembredaines	NOM	calembredaine
<EOS>	<EOS>	<EOS>
pas	ADV	pas
.	SENT	.
empêche	VER:pres	empêcher
<SEG>
<EOS>	<EOS>	<EOS>
et	KON	et
fort	ADV	fort
curieux	ADJ	curieux
être	VER:infi	être
Les	DET:ART	le
véritablement	ADV	véritablement
d'	PRP	de
utile	ADJ	utile
.	SENT	.
