ÉCUEIL	NOM	écueil
les	DET:ART	le
reprises	NOM	reprise
--	PUN	--
,	PUN	,
faites	VER:pres	faire
observations	NOM	observation
rejetant	VER:ppre	rejeter
en	PRP	en
à	PRP	à
diverses	ADJ	divers
<SEG>
évaluations	NOM	évaluation
qui	PRO:REL	qui
longueur	NOM	longueur
objet	NOM	objet
de	PRP	de
assignaient	VER:impf	assigner
timides	ADJ	timide
cet	PRO:DEM	ce
à	PRP	à
une	DET:ART	un
<SEG>
repoussant	VER:ppre	repousser
en	PRP	en
cents	NOM	cent
qui	PRO:REL	qui
deux	NUM	deux
exagérées	ADJ	exagéré
les	DET:ART	le
pieds	NOM	pied
et	KON	et
opinions	NOM	opinion
<SEG>
mille	NUM	mille
disaient	VER:impf	dire
large	ADJ	large
et	KON	et
de	PRP	de
trois	NUM	trois
le	PRO:PER	le
un	DET:ART	un
long	ADJ	long
d'	PRP	de
<SEG>
on	PRO:PER	on
--	PUN	--
cependant	ADV	cependant
,	PUN	,
que	KON	que
cet	PRO:DEM	ce
,	PUN	,
affirmer	VER:infi	affirmer
,	PUN	,
pouvait	VER:impf	pouvoir
<SEG>
dépassait	VER:impf	dépasser
dimensions	NOM	dimension
admises	VER:pper	admettre
être	NOM	être
les	DET:ART	le
toutes	PRO:IND	tout
jusqu'	PRP	jusque
phénoménal	ADJ	phénoménal
beaucoup	ADV	beaucoup
de	PRP	de
<SEG>
s'	PRO:PER	se
ce	PRO:DEM	ce
ichtyologistes	NOM	ichtyologiste
,	PUN	,
--	PUN	--
par	PRP	par
à	PRP	à
il	PRO:PER	il
jour	NOM	jour
les	DET:ART	le
<SEG>
.	SENT	.
il	PRO:PER	il
,	PUN	,
existait	VER:impf	exister
Or	NOM	or
,	PUN	,
<EOS>	<EOS>	<EOS>
existait	VER:impf	exister
toutefois	ADV	toutefois
le	DET:ART	le
<SEG>
était	VER:impf	être
et	KON	et
-même	ADJ	même
plus	ADV	plus
niable	ADJ	niable
,	PUN	,
lui	PRO:PER	lui
en	PRP	en
fait	NOM	fait
n'	ADV	ne
<SEG>
cervelle	NOM	cervelle
ce	PRO:DEM	ce
penchant	NOM	penchant
,	PUN	,
merveilleux	NOM	merveilleux
qui	PRO:REL	qui
avec	PRP	avec
pousse	VER:pres	pousser
au	PRP:det	au
la	DET:ART	le
<SEG>
émotion	NOM	émotion
produite	VER:pper	produire
dans	PRP	dans
on	PRO:PER	on
monde	NOM	monde
l'	DET:ART	le
humaine	ADJ	humain
comprendra	VER:futu	comprendre
le	DET:ART	le
,	PUN	,
<SEG>
<EOS>	<EOS>	<EOS>
la	PRO:PER	la
surnaturelle	ADJ	surnaturel
à	PRP	à
entier	ADJ	entier
Quant	PRP	quant
par	PRP	par
cette	PRO:DEM	ce
.	SENT	.
apparition	NOM	apparition
<SEG>
il	PRO:PER	il
y	PRO:PER	y
fallait	VER:impf	falloir
rang	NOM	rang
,	PUN	,
fables	NOM	fable
renoncer	VER:infi	renoncer
rejeter	VER:infi	rejeter
au	PRP:det	au
des	PRP:det	du
<SEG>
En	PRP	en
<EOS>	<EOS>	<EOS>
le	DET:ART	le
effet	NOM	effet
,	PUN	,
20	NUM	@card@
.	SENT	.
1866	NUM	@card@
,	PUN	,
juillet	NOM	juillet
<SEG>
Governor-Higginson	NAM	governor-higginson
Burnach	NAM	burnach
Calcutta	NAM	calcutta
steam	NOM	steam
le	DET:ART	le
de	PRP	de
and	VER:futu	and
navigation	NOM	navigation
,	PUN	,
steamer	NOM	steamer
<SEG>
avait	VER:impf	avoir
cette	PRO:DEM	ce
cinq	NUM	cinq
milles	NOM	mille
rencontré	VER:pper	rencontrer
mouvante	ADJ	mouvant
,	PUN	,
Company	NAM	company
à	PRP	à
masse	NOM	masse
<SEG>
des	PRP:det	du
.	SENT	.
<EOS>	<EOS>	<EOS>
dans	PRP	dans
l'	DET:ART	le
de	PRP	de
l'	DET:ART	le
côtes	NOM	côte
Australie	NAM	australie
est	NOM	est
<SEG>
Le	DET:ART	le
Baker	NAM	baker
,	PUN	,
crut	VER:simp	croire
d'	PRP	de
abord	NOM	abord
capitaine	NOM	capitaine
tout	ADV	tout
se	PRO:PER	se
,	PUN	,
<SEG>
un	DET:ART	un
;	PUN	;
se	PRO:PER	se
il	PRO:PER	il
écueil	NOM	écueil
présence	NOM	présence
inconnu	ADJ	inconnu
d'	PRP	de
en	PRP	en
disposait	VER:impf	disposer
<SEG>
déterminer	VER:infi	déterminer
exacte	ADJ	exact
quand	KON	quand
à	PRP	à
,	PUN	,
même	ADV	même
situation	NOM	situation
deux	NUM	deux
en	PRO:PER	en
la	DET:ART	le
<SEG>
inexplicable	ADJ	inexplicable
l'	DET:ART	le
objet	NOM	objet
projetées	VER:pper	projeter
eau	NOM	eau
colonnes	NOM	colonne
d'	PRP	de
par	PRP	par
,	PUN	,
,	PUN	,
<SEG>
pieds	NOM	pied
dans	PRP	dans
s'	PRO:PER	se
cinquante	ADJ	cinquante
l'	DET:ART	le
à	PRP	à
élancèrent	VER:simp	élancer
cent	NUM	cent
en	PRP	en
sifflant	VER:ppre	siffler
<SEG>
écueil	NOM	écueil
.	SENT	.
que	KON	que
,	PUN	,
Donc	ADV	donc
à	PRP	à
cet	PRO:DEM	ce
moins	ADV	moins
air	NOM	air
<EOS>	<EOS>	<EOS>
<SEG>
d'	PRP	de
intermittentes	ADJ	intermittent
aux	PRP:det	au
soumis	VER:pper	soumettre
expansions	NOM	expansion
fût	VER:subi	être
ne	ADV	ne
,	PUN	,
un	DET:ART	un
geyser	NOM	geyser
<SEG>
quelque	PRO:IND	quelque
affaire	NOM	affaire
bien	ADV	bien
Governor-Higginson	NAM	governor-higginson
à	PRP	à
et	KON	et
avait	VER:impf	avoir
le	DET:ART	le
bel	ADJ	beau
mammifère	NOM	mammifère
<SEG>
,	PUN	,
ses	DET:POS	son
aquatique	ADJ	aquatique
par	PRP	par
jusque	PRP	jusque
,	PUN	,
rejetait	VER:impf	rejeter
qui	PRO:REL	qui
inconnu	ADJ	inconnu
-là	ADV	là
<SEG>
mélangées	VER:pper	mélanger
d'	PRP	de
colonnes	NOM	colonne
eau	NOM	eau
d'	PRP	de
des	PRP:det	du
,	PUN	,
évents	NOM	évent
et	KON	et
air	NOM	air
<SEG>
observé	VER:pper	observer
le	DET:ART	le
fait	NOM	fait
de	PRP	de
Pareil	ADJ	pareil
fut	VER:simp	être
également	ADV	également
.	SENT	.
<EOS>	<EOS>	<EOS>
vapeur	NOM	vapeur
<SEG>
23	NUM	@card@
,	PUN	,
année	NOM	année
la	DET:ART	le
de	PRP	de
juillet	NOM	juillet
dans	PRP	dans
mers	NOM	mer
même	ADJ	même
les	DET:ART	le
<SEG>
par	PRP	par
de	PRP	de
West	NAM	west
Cristobal-Colon	NAM	cristobal-colon
Pacifique	NAM	pacifique
du	PRP:det	du
India	NAM	india
,	PUN	,
,	PUN	,
le	DET:ART	le
<SEG>
,	PUN	,
navigation	NOM	navigation
Company	NAM	company
ce	PRO:DEM	ce
.	SENT	.
<EOS>	<EOS>	<EOS>
and	VER:futu	and
Donc	ADV	donc
steam	NOM	steam
Pacific	NAM	pacific
<SEG>
à	PRP	à
pouvait	VER:impf	pouvoir
d'	PRP	de
cétacé	NOM	cétacé
endroit	NOM	endroit
un	DET:ART	un
se	PRO:PER	se
extraordinaire	ADJ	extraordinaire
transporter	VER:infi	transporter
un	DET:ART	un
<SEG>
à	PRP	à
vélocité	NOM	vélocité
,	PUN	,
une	DET:ART	un
puisque	KON	puisque
jours	NOM	jour
avec	PRP	avec
surprenante	ADJ	surprenant
autre	ADJ	autre
trois	NUM	trois
<SEG>
intervalle	NOM	intervalle
l'	PRO:PER	la|le
Governor-Higginson	NAM	governor-higginson
et	KON	et
avaient	VER:impf	avoir
le	DET:ART	le
le	DET:ART	le
,	PUN	,
d'	PRP	de
Cristobal-Colon	NAM	cristobal-colon
<SEG>
la	DET:ART	le
observé	VER:pper	observer
points	NOM	point
une	DET:ART	un
par	PRP	par
séparés	VER:pper	séparer
deux	NUM	deux
carte	NOM	carte
de	PRP	de
en	PRP	en
<SEG>
de	PRP	de
lieues	NOM	lieue
sept	NUM	sept
marines	ADJ	marin
plus	ADV	plus
de	PRP	de
.	SENT	.
distance	NOM	distance
cents	NOM	cent
<EOS>	<EOS>	<EOS>
<SEG>
,	PUN	,
de	PRP	de
deux	NUM	deux
mille	NUM	mille
à	PRP	à
lieues	NOM	lieue
jours	NOM	jour
plus	ADV	plus
tard	ADV	tard
Quinze	NUM	quinze
<SEG>
,	PUN	,
Helvetia	NAM	helvetia
,	PUN	,
de	PRP	de
l'	DET:ART	le
et	KON	et
Nationale	ADJ	national
là	ADV	là
Compagnie	NOM	compagnie
la	DET:ART	le
<SEG>
à	PRP	à
dans	PRP	dans
marchant	VER:ppre	marcher
contrebord	NOM	contrebord
le	DET:ART	le
Shannon	NAM	shannon
Royal-Mail	NAM	royal-mail
,	PUN	,
du	PRP:det	du
,	PUN	,
<SEG>
l'	DET:ART	le
et	KON	et
entre	PRP	entre
de	PRP	de
comprise	VER:pper	comprendre
les	DET:ART	le
portion	NOM	portion
cette	PRO:DEM	ce
Atlantique	NAM	atlantique
États-Unis	NAM	états-unis
<SEG>
respectivement	ADV	respectivement
par	PRP	par
le	DET:ART	le
l'	DET:ART	le
monstre	NOM	monstre
,	PUN	,
42	NUM	@card@
signalèrent	VER:simp	signaler
se	PRO:PER	se
Europe	NAM	europe
<SEG>
60	NUM	@card@
et	KON	et
'	PUN	'
°	ABR	°
15	NUM	@card@
,	PUN	,
de	PRP	de
latitude	NOM	latitude
°	ABR	°
nord	ADJ	nord
<SEG>
méridien	NOM	méridien
35	NUM	@card@
de	PRP	de
l'	DET:ART	le
'	PUN	'
de	PRP	de
à	PRP	à
longitude	NOM	longitude
ouest	NOM	ouest
du	PRP:det	du
<SEG>
<EOS>	<EOS>	<EOS>
,	PUN	,
simultanée	ADJ	simultané
cette	PRO:DEM	ce
Greenwich	NAM	greenwich
on	PRO:PER	on
observation	NOM	observation
Dans	PRP	dans
crut	VER:simp	croire
.	SENT	.
<SEG>
mammifère	NOM	mammifère
de	PRP	de
à	PRP	à
la	DET:ART	le
évaluer	VER:infi	évaluer
plus	ADV	plus
minimum	NOM	minimum
longueur	NOM	longueur
pouvoir	VER:infi	pouvoir
du	PRP:det	du
<SEG>
cent	NUM	cent
(	PUN	(
,	PUN	,
pieds	NOM	pied
1	NUM	@card@
)	PUN	)
trois	NUM	trois
puisque	KON	puisque
anglais	ADJ	anglais
cinquante	ADJ	cinquante
<SEG>
étaient	VER:impf	être
dimension	NOM	dimension
et	KON	et
inférieure	ADJ	inférieur
de	PRP	de
Shannon	NAM	shannon
Helvetia	NAM	helvetia
à	PRP	à
le	DET:ART	le
l'	DET:ART	le
<SEG>
de	PRP	de
mètres	NOM	mètre
lui	PRO:PER	lui
qu'	KON	que
,	PUN	,
cent	NUM	cent
l'	DET:ART	le
mesurassent	VER:subi	mesurer
bien	ADV	bien
ils	PRO:PER	il
<SEG>
<EOS>	<EOS>	<EOS>
étrave	NOM	étrave
.	SENT	.
Or	NOM	or
,	PUN	,
étambot	NOM	étambot
plus	ADV	plus
à	PRP	à
les	DET:ART	le
l'	DET:ART	le
<SEG>
,	PUN	,
vastes	ADJ	vaste
des	PRP:det	du
parages	NOM	parage|parages
baleines	NOM	baleine
qui	PRO:REL	qui
les	DET:ART	le
fréquentent	VER:pres	fréquenter
celles	PRO:DEM	celui
îles	NOM	île
<SEG>
l'	DET:ART	le
,	PUN	,
Kulammak	NOM	kulammak
,	PUN	,
le	DET:ART	le
n'	ADV	ne
ont	VER:pres	avoir
Umgullick	NAM	umgullick
et	KON	et
Aléoutiennes	ADJ	aléoutien
<SEG>
--	PUN	--
dépassé	VER:pper	dépasser
jamais	ADV	jamais
cinquante-six	NUM	cinquante-six
longueur	NOM	longueur
,	PUN	,
si	KON	si
la	DET:ART	le
mètres	NOM	mètre
de	PRP	de
<SEG>
même	ADV	même
Ces	PRO:DEM	ce
coup	NOM	coup
arrivés	VER:pper	arriver
.	SENT	.
<EOS>	<EOS>	<EOS>
l'	PRO:PER	la|le
rapports	NOM	rapport
elles	PRO:PER	elle
atteignent	VER:pres	atteindre
<SEG>
coup	NOM	coup
de	PRP	de
sur	PRP	sur
,	PUN	,
observations	NOM	observation
à	PRP	à
bord	NOM	bord
du	PRP:det	du
faites	VER:pres	faire
nouvelles	ADJ	nouveau
<SEG>
transatlantique	ADJ	transatlantique
un	DET:ART	un
entre	PRP	entre
Pereire	NOM	pereire
abordage	NOM	abordage
,	PUN	,
Etna	NAM	etna
le	DET:ART	le
l'	DET:ART	le
,	PUN	,
<SEG>
ligne	NOM	ligne
Inman	NAM	inman
,	PUN	,
,	PUN	,
monstre	NOM	monstre
le	DET:ART	le
et	KON	et
un	DET:ART	un
la	DET:ART	le
de	PRP	de
<SEG>
française	ADJ	français
de	PRP	de
la	DET:ART	le
frégate	NOM	frégate
les	DET:ART	le
par	PRP	par
dressé	VER:pper	dresser
officiers	NOM	officier
la	DET:ART	le
procès-verbal	NOM	procès-verbal
<SEG>
,	PUN	,
état-major	NOM	état-major
un	DET:ART	un
par	PRP	par
très-sérieux	NOM	très-sérieux
l'	DET:ART	le
obtenu	VER:pper	obtenir
Normandie	NAM	normandie
du	PRP:det	du
relèvement	NOM	relèvement
<SEG>
bord	NOM	bord
du	PRP:det	du
Lord-Clyde	NAM	lord-clyde
à	PRP	à
commodore	NOM	commodore
émurent	VER:simp	émouvoir
Fitz-James	NAM	fitz-james
l'	DET:ART	le
profondément	ADV	profondément
,	PUN	,
<SEG>
humeur	NOM	humeur
les	DET:ART	le
Dans	PRP	dans
légère	ADJ	léger
<EOS>	<EOS>	<EOS>
.	SENT	.
d'	PRP	de
opinion	NOM	opinion
pays	NOM	pays
publique	ADJ	publique
<SEG>
pays	NOM	pays
,	PUN	,
on	PRO:PER	on
phénomène	NOM	phénomène
,	PUN	,
mais	KON	mais
le	DET:ART	le
les	DET:ART	le
graves	ADJ	grave
plaisanta	VER:simp	plaisanter
<SEG>
Amérique	NAM	amérique
,	PUN	,
Angleterre	NAM	angleterre
pratiques	ADJ	pratique
,	PUN	,
,	PUN	,
l'	DET:ART	le
et	KON	et
l'	DET:ART	le
l'	DET:ART	le
<SEG>
dans	PRP	dans
en	PRO:PER	en
préoccupèrent	VER:simp	préoccuper
,	PUN	,
.	SENT	.
<EOS>	<EOS>	<EOS>
vivement	ADV	vivement
s'	PRO:PER	se
Partout	ADV	partout
Allemagne	NAM	allemagne
<SEG>
à	PRP	à
,	PUN	,
mode	NOM	mode
monstre	NOM	monstre
devint	VER:simp	devenir
centres	NOM	centre
le	DET:ART	le
les	DET:ART	le
la	DET:ART	le
grands	ADJ	grand
<SEG>
,	PUN	,
on	PRO:PER	on
le	PRO:PER	le
les	DET:ART	le
cafés	NOM	café
le	PRO:PER	le
chanta	VER:simp	chanter
dans	PRP	dans
on	PRO:PER	on
;	PUN	;
<SEG>
journaux	NOM	journal|journau
bafoua	VER:simp	bafouer
sur	PRP	sur
dans	PRP	dans
joua	VER:simp	jouer
les	DET:ART	le
le	PRO:PER	le
on	PRO:PER	on
,	PUN	,
les	DET:ART	le
<SEG>
occasion	NOM	occasion
<EOS>	<EOS>	<EOS>
.	SENT	.
Les	DET:ART	le
eurent	VER:simp	avoir
là	ADV	là
belle	ADJ	beau
une	DET:ART	un
canards	NOM	canard
théâtres	NOM	théâtre
<SEG>
<EOS>	<EOS>	<EOS>
pondre	VER:infi	pondre
toute	PRO:IND	tout
.	SENT	.
œufs	NOM	œuf
couleur	NOM	couleur
de	PRP	de
On	PRO:PER	on
de	PRP	de
des	PRP:det	du
<SEG>
,	PUN	,
--	PUN	--
à	PRP	à
de	PRP	de
les	DET:ART	le
dans	PRP	dans
journaux	NOM	journal|journau
réapparaître	VER:infi	réapparaître
court	NOM	court
vit	VER:pres	vivre
<SEG>
--	PUN	--
,	PUN	,
,	PUN	,
tous	PRO:IND	tout
gigantesques	ADJ	gigantesque
imaginaires	ADJ	imaginaire
les	DET:ART	le
copie	NOM	copie
êtres	NOM	être|êtres
et	KON	et
<SEG>
,	PUN	,
blanche	ADJ	blanc
depuis	PRP	depuis
«	PUN:cit	«
baleine	NOM	baleine
le	DET:ART	le
Moby	NAM	moby
Dick	NAM	dick
la	DET:ART	le
terrible	ADJ	terrible
<SEG>
régions	NOM	région
Kraken	NAM	kraken
hyperboréennes	ADJ	hyperboréen
des	PRP:det	du
,	PUN	,
»	PUN:cit	»
au	PRP:det	au
,	PUN	,
démesuré	ADJ	démesuré
jusqu'	PRP	jusque
<SEG>
cinq	NUM	cinq
de	PRP	de
dont	PRO:REL	dont
peuvent	VER:pres	pouvoir
tentacules	NOM	tentacule
enlacer	VER:infi	enlacer
bâtiment	NOM	bâtiment
les	DET:ART	le
cents	NOM	cent
un	DET:ART	un
<SEG>
abîmes	NOM	abîme
et	KON	et
dans	PRP	dans
entraîner	VER:infi	entraîner
l'	PRO:PER	la|le
Océan	NAM	océan
l'	DET:ART	le
tonneaux	NOM	tonneau
de	PRP	de
les	DET:ART	le
<SEG>
anciens	ADJ	ancien
<EOS>	<EOS>	<EOS>
.	SENT	.
temps	NOM	temps
On	PRO:PER	on
des	PRP:det	du
même	ADV	même
les	DET:ART	le
procès-verbaux	NOM	procès-verbal
reproduisit	VER:simp	reproduire
<SEG>
opinions	NOM	opinion
,	PUN	,
de	PRP	de
Pline	NAM	pline
les	DET:ART	le
qui	PRO:REL	qui
Aristote	NAM	aristote
et	KON	et
d'	PRP	de
admettaient	VER:impf	admettre
<SEG>
puis	ADV	puis
récits	NOM	récit
existence	NOM	existence
l'	DET:ART	le
de	PRP	de
ces	PRO:DEM	ce
monstres	NOM	monstre
les	DET:ART	le
,	PUN	,
norvégiens	ADJ	norvégien
<SEG>
l'	DET:ART	le
relations	NOM	relation
Pontoppidan	NAM	pontoppidan
Heggede	NAM	heggede
évêque	NOM	évêque
de	PRP	de
de	PRP	de
les	DET:ART	le
,	PUN	,
Paul	NAM	paul
<SEG>
,	PUN	,
rapports	NOM	rapport
et	KON	et
.	SENT	.
enfin	ADV	enfin
,	PUN	,
les	DET:ART	le
M	NOM	m
Harrington	NAM	harrington
de	PRP	de
<SEG>
dont	PRO:REL	dont
ne	ADV	ne
bonne	ADJ	bon
quand	KON	quand
la	DET:ART	le
être	VER:infi	être
foi	NOM	foi
peut	VER:pres	pouvoir
,	PUN	,
soupçonnée	VER:pper	soupçonner
<SEG>
étant	VER:ppre	être
vu	VER:pper	voir
du	PRP:det	du
Castillan	NAM	castillan
affirme	VER:pres	affirmer
il	PRO:PER	il
à	PRP	à
bord	NOM	bord
avoir	VER:infi	avoir
,	PUN	,
<SEG>
serpent	NOM	serpent
en	PRP	en
énorme	ADJ	énorme
cet	PRO:DEM	ce
,	PUN	,
1857	NUM	@card@
qui	PRO:REL	qui
,	PUN	,
avait	VER:impf	avoir
n'	ADV	ne
<SEG>
que	KON	que
les	DET:ART	le
mers	NOM	mer
jusqu'	PRP	jusque
l'	DET:ART	le
alors	ADV	alors
de	PRP	de
fréquenté	VER:pper	fréquenter
ancien	ADJ	ancien
jamais	ADV	jamais
<SEG>
polémique	NOM	polémique
l'	DET:ART	le
des	PRP:det	du
crédules	ADJ	crédule
Constitutionnel	NAM	constitutionnel
éclata	VER:simp	éclater
<EOS>	<EOS>	<EOS>
.	SENT	.
Alors	ADV	alors
interminable	ADJ	interminable
<SEG>
savantes	ADJ	savant
incrédules	NOM	incrédule
et	KON	et
les	DET:ART	le
sociétés	NOM	société
dans	PRP	dans
les	DET:ART	le
et	KON	et
journaux	NOM	journal|journau
des	PRP:det	du
<SEG>
enflamma	VER:simp	enflammer
monstre	NOM	monstre
question	NOM	question
du	PRP:det	du
scientifiques	ADJ	scientifique
<EOS>	<EOS>	<EOS>
La	DET:ART	le
«	PUN:cit	«
»	PUN:cit	»
.	SENT	.
<SEG>
.	SENT	.
,	PUN	,
font	VER:pres	faire
les	DET:ART	le
profession	NOM	profession
<EOS>	<EOS>	<EOS>
journalistes	NOM	journaliste
qui	PRO:REL	qui
esprits	NOM	esprit
Les	DET:ART	le
<SEG>
science	NOM	science
avec	PRP	avec
lutte	NOM	lutte
profession	NOM	profession
d'	PRP	de
ceux	PRO:DEM	celui
font	VER:pres	faire
de	PRP	de
en	PRP	en
qui	PRO:REL	qui
<SEG>
versèrent	VER:simp	verser
flots	NOM	flot
pendant	PRP	pendant
d'	PRP	de
des	PRP:det	du
encre	NOM	encre
mémorable	ADJ	mémorable
,	PUN	,
esprit	NOM	esprit
cette	PRO:DEM	ce
<SEG>
quelques-uns	PRO:IND	quelques-uns
,	PUN	,
campagne	NOM	campagne
même	ADJ	même
gouttes	NOM	goutte
;	PUN	;
deux	NUM	deux
de	PRP	de
trois	NUM	trois
ou	KON	ou
<SEG>
,	PUN	,
sang	NOM	sang
serpent	NOM	serpent
ils	PRO:PER	il
de	PRP	de
,	PUN	,
mer	NOM	mer
en	PRO:PER	en
car	KON	car
du	PRP:det	du
<SEG>
<EOS>	<EOS>	<EOS>
mois	NOM	moi|mois
personnalités	NOM	personnalité
vinrent	VER:simp	venir
.	SENT	.
Six	NUM	six
les	DET:ART	le
offensantes	ADJ	offensant
