LA	NAM	la
contraste	NOM	contraste
s'	PRO:PER	se
,	PUN	,
jeune	ADJ	jeune
entre	PRP	entre
cette	PRO:DEM	ce
figure	NOM	figure
et	KON	et
<SEG>
d'	PRP	de
l'	DET:ART	le
toute	PRO:IND	tout
une	DET:ART	un
insouciance	NOM	insouciance
étalait	VER:impf	étaler
effrontément	ADV	effrontément
en	PRP	en
quelque	PRO:IND	quelque
sorte	NOM	sorte
<SEG>
front	NOM	front
et	KON	et
ce	PRO:DEM	ce
de	PRP	de
maladif	ADJ	maladif
jeunesse	NOM	jeunesse
,	PUN	,
aventureuse	ADJ	aventureux
prêtre	NOM	prêtre
le	DET:ART	le
<SEG>
pensée	NOM	pensée
semblait	VER:impf	sembler
de	PRP	de
.	SENT	.
courbé	VER:pper	courber
qui	PRO:REL	qui
les	DET:ART	le
la	DET:ART	le
fatigues	NOM	fatigue
sous	PRP	sous
<SEG>
prêtre	NOM	prêtre
,	PUN	,
Italien	NAM	italien
Ce	PRO:DEM	ce
de	PRP	de
un	DET:ART	un
fils	NOM	fil|fils
<EOS>	<EOS>	<EOS>
jardinier	NOM	jardinier
était	VER:impf	être
<SEG>
ancien	ADJ	ancien
cathédrale	NOM	cathédrale
sonneur	NOM	sonneur
la	DET:ART	le
,	PUN	,
de	PRP	de
de	PRP	de
,	PUN	,
Plaisance	NOM	plaisance
présentement	ADV	présentement
<SEG>
et	KON	et
d'	PRP	de
ministre	NOM	ministre
classe	NOM	classe
première	NUM	premier
,	PUN	,
cardinal	ADJ	cardinal
grand	ADJ	grand
de	PRP	de
Espagne	NAM	espagne
<SEG>
roi	NOM	roi
d'	PRP	de
Il	PRO:PER	il
Philippe	NAM	philippe
.	SENT	.
du	PRP:det	du
avait	VER:impf	avoir
V	NUM	v
nom	NOM	nom
État	NAM	état
<SEG>
dix-huitième	ADJ	dix-huitième
voulait	VER:impf	vouloir
plein	ADJ	plein
en	PRP	en
refaire	VER:infi	refaire
siècle	NOM	siècle
Jules	NAM	jules
Alberoni	NAM	alberoni
et	KON	et
,	PUN	,
<SEG>
la	DET:ART	le
Suède	NAM	suède
de	PRP	de
grande	ADJ	grand
.	SENT	.
La	DET:ART	le
<EOS>	<EOS>	<EOS>
Charles-quint	NAM	charles-quint
,	PUN	,
monarchie	NOM	monarchie
<SEG>
l'	DET:ART	le
Italie	NAM	italie
,	PUN	,
toute	PRO:IND	tout
Allemagne	NAM	allemagne
du	PRP:det	du
une	DET:ART	un
de	PRP	de
portion	NOM	portion
l'	DET:ART	le
<SEG>
la	DET:ART	le
Russie	NAM	russie
sud	NOM	sud
jusqu'	PRP	jusque
à	PRP	à
,	PUN	,
Turquie	NAM	turquie
et	KON	et
,	PUN	,
la	DET:ART	le
<SEG>
qui	PRO:REL	qui
,	PUN	,
à	PRP	à
étaient	VER:impf	être
existence	NOM	existence
à	PRP	à
naissait	VER:impf	naître
l'	DET:ART	le
peine	NOM	peine
politique	ADJ	politique
<SEG>
éléments	NOM	élément
une	DET:ART	un
pour	PRP	pour
sous	PRP	sous
les	DET:ART	le
d'	PRP	de
redoutable	ADJ	redoutable
lui	PRO:PER	lui
laquelle	PRO:REL	lequel
ligue	NOM	ligue
<SEG>
il	PRO:PER	il
écraser	VER:infi	écraser
voulait	VER:impf	vouloir
et	KON	et
France	NAM	france
:	PUN	:
l'	DET:ART	le
Angleterre	NAM	angleterre
La	DET:ART	le
la	DET:ART	le
<SEG>
l'	DET:ART	le
et	KON	et
,	PUN	,
qu'	PRO:REL	que
il	PRO:PER	il
espagnole	ADJ	espagnol
France	NAM	france
province	NOM	province
,	PUN	,
rêvait	VER:impf	rêver
<SEG>
,	PUN	,
,	PUN	,
Stuarts	NOM	stuarts
les	DET:ART	le
réintégrer	VER:infi	réintégrer
il	PRO:PER	il
Angleterre	NAM	angleterre
prétendait	VER:impf	prétendre
sous	PRP	sous
où	PRO:REL	où
<SEG>
cette	PRO:DEM	ce
serait	VER:cond	être
Église	NAM	église
condition	NOM	condition
l'	DET:ART	le
que	KON	que
anéantie	VER:pper	anéantir
<EOS>	<EOS>	<EOS>
protestante	NOM	protestant
.	SENT	.
<SEG>
On	PRO:PER	on
cinquante	NOM	cinquante
entrait	VER:impf	entrer
était	VER:impf	être
1717.	NAM	@ord@
Alberoni	NAM	alberoni
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
en	PRP	en
dans	PRP	dans
<SEG>
politique	ADJ	politique
cinquième	ADJ	cinquième
atteignait	VER:impf	atteindre
de	PRP	de
le	DET:ART	le
puissance	NOM	puissance
année	NOM	année
sa	DET:POS	son
et	KON	et
faîte	NOM	faîte
<SEG>
pariaient	VER:impf	parier
.	SENT	.
les	DET:ART	le
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
connaisseurs	NOM	connaisseur
Dans	PRP	dans
,	PUN	,
toute	PRO:IND	tout
Europe	NAM	europe
<SEG>
l'	DET:ART	le
Angleterre	NAM	angleterre
et	KON	et
<EOS>	<EOS>	<EOS>
la	DET:ART	le
.	SENT	.
France	NAM	france
pour	PRP	pour
lui	PRO:PER	lui
contre	PRP	contre
<SEG>
en	PRP	en
ennemis	NOM	ennemi
France	NAM	france
Outre	PRP	outre
la	DET:ART	le
ces	PRO:DEM	ce
,	PUN	,
du	PRP:det	du
dehors	NOM	dehors
avait	VER:impf	avoir
<SEG>
vices	NOM	vice
elle	PRO:PER	elle
ce	PRO:DEM	ce
à	PRP	à
contre	PRP	contre
,	PUN	,
,	PUN	,
effet	NOM	effet
moment	NOM	moment
les	DET:ART	le
<SEG>
,	PUN	,
des	PRP:det	du
régent	NOM	régent
légitimes	ADJ	légitime
fils	NOM	fil|fils
de	PRP	de
du	PRP:det	du
les	DET:ART	le
menées	NOM	menée
compromettants	ADJ	compromettant
<SEG>
XIV	NUM	xiv
province	NOM	province
les	DET:ART	le
Louis	NAM	louis
Bretagne	NAM	bretagne
troubles	NOM	trouble
de	PRP	de
de	PRP	de
la	DET:ART	le
et	KON	et
<SEG>
le	DET:ART	le
Quant	PRP	quant
à	PRP	à
,	PUN	,
.	SENT	.
des	PRP:det	du
parti	NOM	parti
Angleterre	NAM	angleterre
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
<SEG>
y	PRO:PER	y
en	PRP	en
Stuarts	NOM	stuarts
en	PRP	en
si	ADV	si
puissant	ADJ	puissant
Écosse	NAM	écosse
aussi	ADV	aussi
semblait	VER:impf	sembler
et	KON	et
<SEG>
Irlande	NAM	irlande
de	PRP	de
seule	ADJ	seul
la	DET:ART	le
chevalier	NOM	chevalier
Saint-Georges	NAM	saint-georges
présence	NOM	présence
que	KON	que
,	PUN	,
du	PRP:det	du
<SEG>
,	PUN	,
Jacques	NAM	jacques
roi	NOM	roi
selon	PRP	selon
du	PRP:det	du
,	PUN	,
fils	NOM	fil|fils
suffire	VER:infi	suffire
devait	VER:impf	devoir
,	PUN	,
<SEG>
,	PUN	,
à	PRP	à
générale	ADJ	général
<EOS>	<EOS>	<EOS>
croyance	NOM	croyance
déterminer	VER:infi	déterminer
.	SENT	.
révolution	NOM	révolution
une	DET:ART	un
la	DET:ART	le
<SEG>
à	PRP	à
passait	VER:impf	passer
nous	PRO:PER	nous
se	PRO:PER	se
dire	VER:infi	dire
que	KON	que
Il	PRO:PER	il
reste	VER:pres	rester
la	DET:ART	le
scène	NOM	scène
<SEG>
d'	PRP	de
la	DET:ART	le
de	PRP	de
été	NOM	été
ancien	ADJ	ancien
à	PRP	à
palais	NOM	palais
des	PRP:det	du
princesse	NOM	princesse
l'	DET:ART	le
<SEG>
de	PRP	de
de	PRP	de
dans	PRP	dans
Ursins	NAM	ursins
Hénarès	NAM	hénarès
,	PUN	,
Alcala	NAM	alcala
,	PUN	,
la	DET:ART	le
campagne	NOM	campagne
<SEG>
œil	NOM	œil
demi-clos	ADJ	demi-clos
Madrid	NAM	madrid
pensif	ADJ	pensif
L'	DET:ART	le
.	SENT	.
<EOS>	<EOS>	<EOS>
et	KON	et
de	PRP	de
près	ADV	près
<SEG>
avec	PRP	avec
de	PRP	de
physionomie	NOM	physionomie
interrogeait	VER:impf	interroger
distraction	NOM	distraction
riante	ADJ	riant
la	DET:ART	le
son	DET:POS	son
du	PRP:det	du
cardinal	NOM	cardinal
<SEG>
Quand	KON	quand
celui	PRO:DEM	celui
jeune	ADJ	jeune
<EOS>	<EOS>	<EOS>
.	SENT	.
-ci	ADV	-ci
compagnon	NOM	compagnon
eut	VER:simp	avoir
l'	DET:ART	le
achevé	VER:pper	achever
<SEG>
ses	DET:POS	son
cardinal	NOM	cardinal
dit	VER:pres	dire
entre	PRP	entre
de	PRP	de
,	PUN	,
le	DET:ART	le
énumération	NOM	énumération
mérites	NOM	mérite
haut	ADJ	haut
<SEG>
,	PUN	,
--	PUN	--
cela	PRO:DEM	cela
Avec	PRP	avec
bas	ADJ	bas
cavalier	ADJ	cavalier
et	KON	et
,	PUN	,
:	PUN	:
seigneur	NOM	seigneur
<SEG>
accorde	VER:pres	accorder
regorgez	VER:pres	regorger
modestie	NOM	modestie
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
vous	PRO:PER	vous
de	PRP	de
--	PUN	--
?	SENT	?
On	PRO:PER	on
<SEG>
,	PUN	,
reconnaître	VER:infi	reconnaître
le	PRO:PER	le
Monseigneur	NAM	monseigneur
une	DET:ART	un
répondit	VER:simp	répondre
,	PUN	,
avec	PRP	avec
Fortune	NAM	fortune
à	PRP	à
<SEG>
.	SENT	.
Et	KON	et
entière	ADJ	entier
.	SENT	.
bonne	ADJ	bon
<EOS>	<EOS>	<EOS>
militairement	ADV	militairement
il	PRO:PER	il
salua	VER:simp	saluer
foi	NOM	foi
<SEG>
où	PRO:REL	où
Un	DET:ART	un
de	PRP	de
avait	VER:impf	avoir
la	DET:ART	le
il	PRO:PER	il
y	PRO:PER	y
bonhomie	NOM	bonhomie
sourire	NOM	sourire
<EOS>	<EOS>	<EOS>
<SEG>
du	PRP:det	du
ministre	NOM	ministre
pâles	ADJ	pâle
--	PUN	--
lèvres	NOM	lèvre
vint	VER:simp	venir
Premier	NAM	premier
<EOS>	<EOS>	<EOS>
.	SENT	.
aux	PRP:det	au
<SEG>
S'	PRO:PER	se
poursuivit-il	NOM	poursuivit-il
seigneur	NOM	seigneur
plaît	VER:pres	plaire
il	PRO:PER	il
,	PUN	,
,	PUN	,
cavalier	ADJ	cavalier
,	PUN	,
vous	PRO:PER	vous
<SEG>
de	PRP	de
Fortune	NAM	fortune
avez	VER:pres	avoir
nom	NOM	nom
où	PRO:REL	où
-vous	PRO:PER	vous
ce	PRO:DEM	ce
?	SENT	?
pris	VER:pper	prendre
<EOS>	<EOS>	<EOS>
<SEG>
répliqua	VER:simp	répliquer
,	PUN	,
certain	PRO:IND	certain
notre	DET:POS	notre
homme	NOM	homme
J'	PRO:PER	je
--	PUN	--
jeune	ADJ	jeune
étais	VER:impf	être
,	PUN	,
<SEG>
<EOS>	<EOS>	<EOS>
remarquerait	VER:cond	remarquer
Il	PRO:PER	il
sonne	VER:pres	sonner
le	PRO:PER	le
.	SENT	.
bien	ADV	bien
que	KON	que
Éminence	NOM	éminence
Votre	NAM	votre
<SEG>
monde	NOM	monde
ne	ADV	ne
Je	PRO:PER	je
à	PRP	à
.	SENT	.
tout	PRO:IND	tout
plaît	VER:pres	plaire
<EOS>	<EOS>	<EOS>
le	DET:ART	le
et	KON	et
<SEG>
l'	PRO:PER	la|le
,	PUN	,
pas	ADV	pas
pris	VER:pper	prendre
me	PRO:PER	me
l'	PRO:PER	la|le
on	PRO:PER	on
ai	VER:pres	avoir
donné	VER:pper	donner
a	VER:pres	avoir
<SEG>
cours	NOM	cour|cours
le	DET:ART	le
j'	PRO:PER	je
,	PUN	,
de	PRP	de
<EOS>	<EOS>	<EOS>
mes	DET:POS	mon
voyages	NOM	voyage
.	SENT	.
Dans	PRP	dans
<SEG>
si	KON	si
,	PUN	,
ai	VER:pres	avoir
par	PRP	par
constamment	ADV	constamment
heureuse	ADJ	heureux
chance	NOM	chance
une	DET:ART	un
poursuivi	VER:pper	poursuivre
été	VER:pper	être
<SEG>
un	DET:ART	un
jeune	ADJ	jeune
les	DET:ART	le
gens	NOM	gens
que	KON	que
se	PRO:PER	se
disaient	VER:impf	dire
Voici	ADJ	voici
:	PUN	:
«	PUN:cit	«
<SEG>
homme	NOM	homme
,	PUN	,
est	VER:pres	être
»	PUN:cit	»
assurément	ADV	assurément
coiffé	VER:pper	coiffer
qui	PRO:REL	qui
!	SENT	!
<EOS>	<EOS>	<EOS>
né	VER:pper	naître
<SEG>
cardinal	NOM	cardinal
ici	ADV	ici
êtes	VER:pres	être
?	SENT	?
le	DET:ART	le
<EOS>	<EOS>	<EOS>
demanda	VER:simp	demander
--	PUN	--
Vous	NAM	vous
gentilhomme	NOM	gentilhomme
<SEG>
<EOS>	<EOS>	<EOS>
a	VER:pres	avoir
y	PRO:PER	y
à	PRP	à
.	SENT	.
parier	VER:infi	parier
Il	PRO:PER	il
--	PUN	--
contre	PRP	contre
cent	NUM	cent
<SEG>
<EOS>	<EOS>	<EOS>
,	PUN	,
un	NUM	un
.	SENT	.
et	KON	et
figure	NOM	figure
Monseigneur	NAM	monseigneur
oui	INT	oui
Ma	DET:POS	mon
,	PUN	,
<SEG>
,	PUN	,
assez	ADV	assez
tournure	NOM	tournure
sont	VER:pres	être
d'	PRP	de
garants	NOM	garant
en	PRO:PER	en
bons	ADJ	bon
ma	DET:POS	mon
je	PRO:PER	je
<SEG>
autour	ADV	autour
ma	DET:POS	mon
.	SENT	.
a	VER:pres	avoir
suppose	VER:pres	supposer
Mais	KON	mais
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
il	PRO:PER	il
de	PRP	de
<SEG>
je	PRO:PER	je
un	DET:ART	un
que	KON	que
naissance	NOM	naissance
ai	VER:pres	avoir
eu	VER:pper	avoir
nuage	NOM	nuage
ni	KON	ni
n'	ADV	ne
encore	ADV	encore
<SEG>
de	PRP	de
<EOS>	<EOS>	<EOS>
le	DET:ART	le
l'	DET:ART	le
temps	NOM	temps
Au	PRP:det	au
ni	KON	ni
.	SENT	.
occasion	NOM	occasion
dissiper	VER:infi	dissiper
<SEG>
m'	PRO:PER	me
certain	ADJ	certain
inquiète	VER:pres	inquiéter
demeurant	NOM	demeurant
,	PUN	,
ou	KON	ou
point	ADV	point
:	PUN	:
ne	ADV	ne
cela	PRO:DEM	cela
<SEG>
d'	PRP	de
le	DET:ART	le
,	PUN	,
,	PUN	,
peu	ADV	peu
d'	PRP	de
près	ADV	près
fils	NOM	fil|fils
à	PRP	à
être	VER:infi	être
<SEG>
importe	VER:pres	importer
marquis	NOM	marquis
d'	PRP	de
duc	NOM	duc
ou	KON	ou
un	DET:ART	un
m'	PRO:PER	me
un	DET:ART	un
,	PUN	,
il	PRO:PER	il
<SEG>
,	PUN	,
savoir	VER:infi	savoir
juste	ADJ	juste
ce	PRO:DEM	ce
de	PRP	de
quel	PRO:REL	quel
est	VER:pres	être
assez	ADV	assez
peu	ADV	peu
au	PRP:det	au
<SEG>
ou	KON	ou
.	SENT	.
le	DET:ART	le
ai	VER:pres	avoir
marquis	NOM	marquis
duc	NOM	duc
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
caractère	NOM	caractère
J'	PRO:PER	je
<SEG>
jamais	ADV	jamais
mélancolie	NOM	mélancolie
fait	VER:pper	faire
me	PRO:PER	me
de	PRP	de
ne	ADV	ne
.	SENT	.
et	KON	et
admirablement	ADV	admirablement
nourris	VER:pper	nourrir
<SEG>
ce	PRO:DEM	ce
nom	NOM	nom
fut	VER:simp	être
<EOS>	<EOS>	<EOS>
Pour	PRP	pour
,	PUN	,
mon	DET:POS	mon
revenir	VER:infi	revenir
en	PRO:PER	en
à	PRP	à
<SEG>
me	PRO:PER	me
,	PUN	,
en	PRP	en
crois	VER:pres	croire
je	PRO:PER	je
Italie	NAM	italie
on	PRO:PER	on
,	PUN	,
qu'	KON	que
le	PRO:PER	le
<SEG>
,	PUN	,
bien	ADV	bien
première	NUM	premier
prêta	VER:simp	prêter
la	DET:ART	le
pour	PRP	pour
oui	INT	oui
à	PRP	à
...	PUN	...
fois	NOM	fois
<SEG>
de	PRP	de
Milan	NAM	milan
.	SENT	.
,	PUN	,
années	NOM	année
voici	ADV	voici
ou	KON	ou
deux	NUM	deux
trois	NUM	trois
cela	PRO:DEM	cela
<SEG>
attaqué	VER:pper	attaquer
tard	ADV	tard
fus	VER:simp	être
dans	PRP	dans
,	PUN	,
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
sur	PRP	sur
une	DET:ART	un
le	DET:ART	le
<SEG>
cathédrale	NOM	cathédrale
les	DET:ART	le
voleurs	NOM	voleur
rue	NOM	rue
est	VER:pres	être
;	PUN	;
qui	PRO:REL	qui
la	DET:ART	le
derrière	PRP	derrière
petite	ADJ	petit
<SEG>
un	DET:ART	un
faire	VER:infi	faire
excellent	ADJ	excellent
la	DET:ART	le
me	PRO:PER	me
jugeant	VER:ppre	juger
cru	VER:pper	croire
sur	PRP	sur
mine	NOM	mine
avaient	VER:impf	avoir
<SEG>
à	PRP	à
car	KON	car
que	KON	que
on	PRO:PER	on
jurerait	VER:cond	jurer
voir	VER:infi	voir
me	PRO:PER	me
j'	PRO:PER	je
,	PUN	,
coup	NOM	coup
<SEG>
ai	VER:pres	avoir
.	SENT	.
doublons	NOM	doublon
<EOS>	<EOS>	<EOS>
poches	NOM	poche
J'	ADJ	j'
les	DET:ART	le
des	PRP:det	du
pleins	ADJ	plein
«	PUN:cit	«
<SEG>
demi-douzaine	NOM	demi-douzaine
de	PRP	de
perdis	VER:simp	perdre
une	DET:ART	un
étais	NOM	étai
contre	PRP	contre
coquins	NOM	coquin
,	PUN	,
seul	ADJ	seul
et	KON	et
<SEG>
histoire	NOM	histoire
vaillamment	ADV	vaillamment
L'	DET:ART	le
m'	PRO:PER	me
pied	NOM	pied
être	VER:infi	être
<EOS>	<EOS>	<EOS>
après	PRP	après
défendu	VER:pper	défendre
.	SENT	.
<SEG>
ne	ADV	ne
,	PUN	,
piquante	ADJ	piquant
assez	ADV	assez
,	PUN	,
impatientez	VER:pres	impatienter
pas	ADV	pas
est	VER:pres	être
vous	PRO:PER	vous
Monseigneur	NAM	monseigneur
<SEG>
<EOS>	<EOS>	<EOS>
sur	PRP	sur
sang	NOM	sang
et	KON	et
mon	DET:POS	mon
.	SENT	.
Couché	VER:pper	coucher
dans	PRP	dans
pavé	NOM	pavé
le	DET:ART	le
<SEG>
sentis	VER:simp	sentir
pouvant	VER:ppre	pouvoir
défendre	VER:infi	défendre
coquins	ADJ	coquin
ne	ADV	ne
plus	ADV	plus
me	PRO:PER	me
,	PUN	,
je	PRO:PER	je
les	DET:ART	le
<SEG>
mains	NOM	main
leurs	DET:POS	leur
mes	DET:POS	mon
n'	ADV	ne
où	PRO:REL	où
mettre	VER:infi	mettre
il	PRO:PER	il
,	PUN	,
dans	PRP	dans
goussets	NOM	gousset
<SEG>
blasphémèrent	VER:simp	blasphémer
<EOS>	<EOS>	<EOS>
comme	ADV	comme
des	PRP:det	du
rien	ADV	rien
.	SENT	.
y	PRO:PER	y
Ils	PRO:PER	il
avait	VER:impf	avoir
absolument	ADV	absolument
<SEG>
allèrent	VER:simp	aller
s'	PRO:PER	se
fort	ADV	fort
en	PRO:PER	en
étaient	VER:impf	être
,	PUN	,
ruffians	NOM	ruffian
ils	PRO:PER	il
et	KON	et
qu'	PRO:REL	que
<SEG>
moment	NOM	moment
où	PRO:REL	où
dernier	NOM	dernier
mécontents	ADJ	mécontent
au	PRP:det	au
;	PUN	;
relevait	VER:impf	relever
se	PRO:PER	se
le	DET:ART	le
mais	KON	mais
<SEG>
objet	NOM	objet
ma	DET:POS	mon
heurta	VER:simp	heurter
rendit	VER:simp	rendre
son	NOM	son
,	PUN	,
et	KON	et
un	DET:ART	un
poitrine	NOM	poitrine
un	DET:ART	un
<SEG>
«	PUN:cit	«
<EOS>	<EOS>	<EOS>
fort	ADV	fort
harmonieux	ADJ	harmonieux
Une	ABR	une
garnie	VER:pper	garnir
bourse	NOM	bourse
,	PUN	,
.	SENT	.
bien	ADV	bien
<SEG>
que	KON	que
ma	DET:POS	mon
foi	NOM	foi
et	KON	et
,	PUN	,
avait	VER:impf	avoir
doute	NOM	doute
sans	PRP	sans
le	DET:ART	le
bandit	NOM	bandit
<SEG>
,	PUN	,
heureux	ADJ	heureux
mais	KON	mais
dérobé	VER:pper	dérober
de	PRP	de
à	PRP	à
moins	ADV	moins
de	PRP	de
quelqu'un	PRO:IND	quelqu'un
plus	ADV	plus
<SEG>
moi	PRO:PER	moi
de	PRP	de
hors	PRP	hors
de	PRP	de
glisser	VER:infi	glisser
que	KON	que
