scrupules	NOM	scrupule
et	KON	et
allusion	NOM	allusion
chefs-d'œuvre	NOM	chefs-d'œuvre
insinuation	NOM	insinuation
d'	PRP	de
d'	PRP	de
,	PUN	,
<SEG>
incompréhensibles	ADJ	incompréhensible
absolument	ADV	absolument
eussent	VER:subi	avoir
,	PUN	,
et	KON	et
qui	PRO:REL	qui
un	DET:ART	un
étranger	ADJ	étranger
été	VER:pper	être
pour	PRP	pour
<SEG>
était	VER:impf	être
mot	NOM	mot
,	PUN	,
délicieuses	ADJ	délicieux
moi	PRO:PER	moi
étaient	VER:impf	être
,	PUN	,
pour	PRP	pour
;	PUN	;
chaque	PRO:IND	chaque
<SEG>
Aussitôt	ADV	aussitôt
une	DET:ART	un
chaque	PRO:IND	chaque
sous-entendu	NOM	sous-entendu
caresse	NOM	caresse
.	SENT	.
,	PUN	,
<EOS>	<EOS>	<EOS>
une	DET:ART	un
promesse	NOM	promesse
<SEG>
la	DET:ART	le
dans	PRP	dans
il	PRO:PER	il
qu'	PRO:REL	que
maison	NOM	maison
j'	PRO:PER	je
fut	VER:simp	être
entrerais	VER:cond	entrer
convenu	VER:pper	convenir
que	KON	que
<SEG>
écrivis	VER:simp	écrire
cette	PRO:DEM	ce
,	PUN	,
,	PUN	,
nouvelle	ADJ	nouveau
Bédarrides	ADJ	bédarrides
je	PRO:PER	je
lui	PRO:PER	lui
car	KON	car
bonne	NOM	bonne
<SEG>
son	DET:POS	son
elle	PRO:PER	elle
père	NOM	père
alors	ADV	alors
à	PRP	à
était	VER:impf	être
Toulon	NAM	toulon
avec	PRP	avec
et	KON	et
,	PUN	,
<SEG>
elle	PRO:PER	elle
réponse	NOM	réponse
,	PUN	,
à	PRP	à
fit	VER:simp	faire
ma	DET:POS	mon
,	PUN	,
qui	PRO:REL	qui
lettre	NOM	lettre
une	DET:ART	un
<SEG>
que	KON	que
espérance	NOM	espérance
dans	PRP	dans
,	PUN	,
d'	PRP	de
<EOS>	<EOS>	<EOS>
.	SENT	.
me	PRO:PER	me
Bien	ADV	bien
remplit	VER:pres	remplir
<SEG>
,	PUN	,
lettre	NOM	lettre
n'	ADV	ne
ma	DET:POS	mon
la	DET:ART	le
touché	VER:pper	toucher
je	PRO:PER	je
véritable	ADJ	véritable
eusse	VER:subi	avoir
pas	ADV	pas
<SEG>
à	PRP	à
rester	VER:infi	rester
raison	NOM	raison
m'	PRO:PER	me
qui	PRO:REL	qui
elle	PRO:PER	elle
Marseille	NAM	marseille
,	PUN	,
fait	VER:pper	faire
avait	VER:impf	avoir
<SEG>
se	PRO:PER	se
sa	DET:POS	son
insistait	VER:impf	insister
,	PUN	,
sur	PRP	sur
surtout	ADV	surtout
cette	PRO:DEM	ce
raison	NOM	raison
réponse	NOM	réponse
dans	PRP	dans
<SEG>
elle	PRO:PER	elle
pour	PRP	pour
heureuse	ADJ	heureux
montrant	VER:ppre	montrer
père	NOM	père
son	DET:POS	son
et	KON	et
pour	PRP	pour
une	DET:ART	un
d'	PRP	de
<SEG>
détermination	NOM	détermination
de	PRP	de
nos	DET:POS	notre
continuité	NOM	continuité
.	SENT	.
relations	NOM	relation
qui	PRO:REL	qui
assurait	VER:impf	assurer
la	DET:ART	le
<EOS>	<EOS>	<EOS>
<SEG>
ces	PRO:DEM	ce
été	VER:pper	être
là-dessus	ADV	là-dessus
rappelait	VER:impf	rappeler
ce	PRO:DEM	ce
qu'	PRO:REL	que
Et	KON	et
elle	PRO:PER	elle
relations	NOM	relation
avaient	VER:impf	avoir
<SEG>
un	DET:ART	un
trait	NOM	trait
d'	PRP	de
,	PUN	,
marquant	VER:ppre	marquer
précis	ADJ	précis
cinq	NUM	cinq
ce	PRO:DEM	ce
depuis	PRP	depuis
mois	NOM	moi|mois
<SEG>
amour	NOM	amour
était	VER:impf	être
qui	PRO:REL	qui
d'	PRP	de
pour	PRP	pour
.	SENT	.
nous	PRO:PER	nous
souvenirs	NOM	souvenir
deux	NUM	deux
des	PRP:det	du
<SEG>
de	PRP	de
sans	PRP	sans
trop	ADV	trop
sans	PRP	sans
<EOS>	<EOS>	<EOS>
souci	NOM	souci
Ce	PRO:DEM	ce
donc	ADV	donc
et	KON	et
fut	VER:simp	être
<SEG>
vie	NOM	vie
tristesse	NOM	tristesse
si	KON	si
commençai	VER:simp	commencer
trop	ADV	trop
nouvelle	ADJ	nouveau
cette	PRO:DEM	ce
que	PRO:REL	que
de	PRP	de
je	PRO:PER	je
<SEG>
celle	PRO:DEM	celui
de	PRP	de
laquelle	PRO:REL	lequel
.	SENT	.
différente	ADJ	différent
je	PRO:PER	je
pour	KON	pour
préparé	VER:pper	préparer
étais	VER:impf	être
m'	PRO:PER	me
<SEG>
était	VER:impf	être
Sans	PRP	sans
ma	DET:POS	mon
finie	VER:pper	finir
jamais	ADV	jamais
doute	NOM	doute
<EOS>	<EOS>	<EOS>
militaire	ADJ	militaire
pour	PRP	pour
carrière	NOM	carrière
<SEG>
aucun	PRO:IND	aucun
des	PRP:det	du
avais	VER:impf	avoir
châteaux	NOM	château
j'	PRO:PER	je
en	PRP	en
que	PRO:REL	que
bâtis	VER:pper	bâtir
Espagne	NAM	espagne
;	PUN	;
<SEG>
un	DET:ART	un
autrefois	ADV	autrefois
dans	PRP	dans
de	PRP	de
prendrait	VER:cond	prendre
ambitieuse	ADJ	ambitieux
mes	DET:POS	mon
heures	NOM	heure
rêverie	NOM	rêverie
ne	ADV	ne
<SEG>
amitiés	NOM	amitié
mes	DET:POS	mon
,	PUN	,
;	PUN	;
,	PUN	,
étaient	VER:impf	être
brisées	VER:pper	briser
habitudes	NOM	habitude
mes	DET:POS	mon
corps	NOM	corps
<SEG>
cruel	ADJ	cruel
était	VER:impf	être
cela	PRO:DEM	cela
et	KON	et
<EOS>	<EOS>	<EOS>
et	KON	et
enfin	ADV	enfin
.	SENT	.
dur	ADJ	dur
Mais	KON	mais
<SEG>
s'	PRO:PER	se
sur	PRP	sur
était	VER:impf	être
dans	PRP	dans
moi	PRO:PER	moi
qui	PRO:REL	qui
ce	PRO:DEM	ce
,	PUN	,
désastre	NOM	désastre
abattu	VER:pper	abattre
<SEG>
je	PRO:PER	je
pas	ADV	pas
une	DET:ART	un
étais	VER:impf	être
,	PUN	,
me	PRO:PER	me
espérance	NOM	espérance
:	PUN	:
n'	ADV	ne
englouti	VER:pper	engloutir
<SEG>
restait	VER:impf	rester
donner	VER:infi	donner
et	KON	et
force	NOM	force
de	PRP	de
me	PRO:PER	me
la	DET:ART	le
me	PRO:PER	me
guider	VER:infi	guider
pour	PRP	pour
<SEG>
;	PUN	;
courage	NOM	courage
persévérant	ADJ	persévérant
le	DET:ART	le
,	PUN	,
lutter	VER:infi	lutter
avais	VER:impf	avoir
si	KON	si
si	KON	si
j'	PRO:PER	je
<SEG>
je	PRO:PER	je
jour	NOM	jour
abandonnais	VER:impf	abandonner
ne	ADV	ne
,	PUN	,
m'	PRO:PER	me
un	DET:ART	un
pas	ADV	pas
peut-être	ADV	peut-être
j'	PRO:PER	je
<SEG>
je	PRO:PER	je
du	PRP:det	du
port	NOM	port
main	NOM	main
la	DET:ART	le
approcherais	VER:cond	approcher
pourrais	VER:cond	pouvoir
et	KON	et
qui	PRO:REL	qui
saisir	VER:infi	saisir
<SEG>
;	PUN	;
tendait	VER:impf	tendre
était	VER:impf	être
vers	PRP	vers
moi	PRO:PER	moi
longue	ADJ	longue
la	DET:ART	le
distance	NOM	distance
se	PRO:PER	se
,	PUN	,
<SEG>
grandes	ADJ	grand
qu'	PRO:REL	que
je	PRO:PER	je
fatigues	NOM	fatigue
,	PUN	,
seraient	VER:cond	être
;	PUN	;
importe	VER:pres	importer
les	DET:ART	le
n'	ADV	ne
<SEG>
perdu	VER:pper	perdre
la	DET:ART	le
noire	ADJ	noir
nuit	NOM	nuit
dans	PRP	dans
sur	PRP	sur
mer	NOM	mer
étais	VER:impf	être
pas	ADV	pas
la	DET:ART	le
<SEG>
radieuse	ADJ	radieux
yeux	NOM	œil
avais	VER:impf	avoir
;	PUN	;
étoile	NOM	étoile
j'	PRO:PER	je
devant	PRP	devant
une	DET:ART	un
immense	ADJ	immense
les	DET:ART	le
<SEG>
revint	VER:simp	revenir
Aussi	ADV	aussi
Bédarrides	ADJ	bédarrides
<EOS>	<EOS>	<EOS>
,	PUN	,
quand	KON	quand
,	PUN	,
madame	NOM	madame
Clotilde	NAM	clotilde
.	SENT	.
<SEG>
propositions	NOM	proposition
quelques	PRO:IND	quelque
sur	PRP	sur
m'	PRO:PER	me
certaines	PRO:IND	certain
touché	VER:pper	toucher
avait	VER:impf	avoir
déjà	ADV	déjà
dont	PRO:REL	dont
elle	PRO:PER	elle
<SEG>
mots	NOM	mot
Marseille	NAM	marseille
,	PUN	,
à	PRP	à
mon	DET:POS	mon
me	PRO:PER	me
impossible	ADJ	impossible
arrivée	NOM	arrivé|arrivée
à	PRP	à
fut-il	NOM	fut-il
<SEG>
dans	PRP	dans
qu'	PRO:REL	que
désirait	VER:impf	désirer
.	SENT	.
répondre	VER:infi	répondre
d'	PRP	de
sens	NOM	sens
le	DET:ART	le
y	PRO:PER	y
elle	PRO:PER	elle
<SEG>
deux	NUM	deux
,	PUN	,
,	PUN	,
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
Bédarrides	NAM	bédarrides
frères	NOM	frère
les	DET:ART	le
la	DET:ART	le
femme	NOM	femme
<SEG>
se	PRO:PER	se
montraient	VER:impf	montrer
l'	DET:ART	le
tous	PRO:IND	tout
de	PRP	de
Marius	NAM	marius
et	KON	et
une	DET:ART	un
aîné	NOM	aîné
d'	PRP	de
<SEG>
exquise	ADJ	exquis
sorte	NOM	sorte
bonté	NOM	bonté
il	PRO:PER	il
moi	PRO:PER	moi
et	KON	et
,	PUN	,
pour	PRP	pour
était	VER:impf	être
n'	ADV	ne
<SEG>
et	KON	et
attentions	NOM	attention
me	PRO:PER	me
de	PRP	de
témoignassent	VER:subi	témoigner
qu'	KON	que
d'	PRP	de
ne	ADV	ne
prévenances	NOM	prévenance
ils	PRO:PER	il
<SEG>
cœur	NOM	cœur
.	SENT	.
délicatesse	NOM	délicatesse
de	PRP	de
n'	ADV	ne
Avec	PRP	avec
une	DET:ART	un
que	PRO:REL	que
<EOS>	<EOS>	<EOS>
ont	VER:pres	avoir
<SEG>
ingéniaient	VER:impf	ingénier
argent	NOM	argent
toujours	ADV	toujours
les	DET:ART	le
gens	NOM	gens
s'	PRO:PER	se
ils	PRO:PER	il
,	PUN	,
d'	PRP	de
pas	ADV	pas
<SEG>
la	DET:ART	le
me	PRO:PER	me
et	KON	et
me	PRO:PER	me
à	PRP	à
lettre	NOM	lettre
ils	PRO:PER	il
servir	VER:infi	servir
à	PRP	à
,	PUN	,
<SEG>
fils	NOM	fil|fils
été	VER:pper	être
si	KON	si
comme	ADV	comme
j'	PRO:PER	je
leur	DET:POS	leur
avais	VER:impf	avoir
traitaient	VER:impf	traiter
.	SENT	.
<EOS>	<EOS>	<EOS>
<SEG>
votre	DET:POS	votre
Nous	PRO:PER	nous
aurions	VER:cond	avoir
faire	VER:infi	faire
--	PUN	--
tant	ADV	tant
voulu	VER:pper	vouloir
quelque	PRO:IND	quelque
chose	NOM	chose
pour	PRP	pour
<SEG>
-ils	PRO:PER	il
père	NOM	père
que	PRO:REL	que
,	PUN	,
lui	PRO:PER	lui
à	PRP	à
c'	PRO:DEM	ce
disaient	VER:impf	dire
;	PUN	;
est	VER:pres	être
<SEG>
nous	PRO:PER	nous
et	KON	et
devons	VER:pres	devoir
ce	PRO:DEM	ce
sommes	VER:pres	sommer|être
être	VER:infi	être
,	PUN	,
que	PRO:REL	que
nous	PRO:PER	nous
d'	PRP	de
<SEG>
aimons	VER:pres	aimer
nous	PRO:PER	nous
.	SENT	.
payer	VER:infi	payer
Capital	ADJ	capital
<EOS>	<EOS>	<EOS>
à	PRP	à
--	PUN	--
dettes	NOM	dette
nos	DET:POS	notre
<SEG>
.	SENT	.
des	PRP:det	du
et	KON	et
intérêts	NOM	intérêt
intérêts	NOM	intérêt
Et	KON	et
.	SENT	.
intérêts	NOM	intérêt
--	PUN	--
<EOS>	<EOS>	<EOS>
<SEG>
Le	DET:ART	le
entrée	NOM	entrée
qui	PRO:REL	qui
mon	DET:POS	mon
dimanche	NOM	dimanche
dans	PRP	dans
suivi	VER:pper	suivre
<EOS>	<EOS>	<EOS>
les	DET:ART	le
avait	VER:impf	avoir
<SEG>
avais	VER:impf	avoir
j'	PRO:PER	je
invité	VER:pper	inviter
venir	VER:infi	venir
,	PUN	,
passer	VER:infi	passer
bureaux	NOM	bureau
la	DET:ART	le
à	PRP	à
été	VER:pper	être
<SEG>
si	KON	si
peu	ADV	peu
et	KON	et
que	KON	que
,	PUN	,
disposé	VER:pper	disposer
villa	NOM	villa
la	DET:ART	le
à	PRP	à
journée	NOM	journée
<SEG>
je	PRO:PER	je
,	PUN	,
dans	PRP	dans
paraître	VER:infi	paraître
le	DET:ART	le
à	PRP	à
fusse	VER:subi	être
monde	NOM	monde
je	PRO:PER	je
n'	ADV	ne
<SEG>
pu	VER:pper	pouvoir
dimanches	NOM	dimanche
,	PUN	,
.	SENT	.
les	DET:ART	le
avais	VER:impf	avoir
tous	PRO:IND	tout
<EOS>	<EOS>	<EOS>
refuser	VER:infi	refuser
Comme	ADV	comme
<SEG>
avait	VER:impf	avoir
dîner	NOM	dîner
on	PRO:PER	on
,	PUN	,
et	KON	et
à	PRP	à
grand	ADJ	grand
y	PRO:PER	y
table	NOM	table
il	PRO:PER	il
<SEG>
plaça	VER:simp	placer
de	PRP	de
me	PRO:PER	me
une	DET:ART	un
d'	PRP	de
jeune	ADJ	jeune
côté	NOM	côté
fille	NOM	fille
quatorze	NUM	quatorze
à	PRP	à
<SEG>
,	PUN	,
à	PRP	à
dit	VER:pres	dire
Marius	NAM	marius
quinze	NUM	quinze
ans	NOM	an
sa	DET:POS	son
me	PRO:PER	me
que	KON	que
être	VER:infi	être
<SEG>
c'	PRO:DEM	ce
nièce	NOM	nièce
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
est-à-dire	ADV	est-à-dire
la	DET:ART	le
de	PRP	de
cousine	NOM	cousin
MM	NOM	messieurs
<SEG>
ne	ADV	ne
pas	ADV	pas
Bédarrides	NOM	bédarrides
<EOS>	<EOS>	<EOS>
grande	ADJ	grand
fis	VER:simp	faire
.	SENT	.
attention	NOM	attention
Je	PRO:PER	je
à	PRP	à
<SEG>
cette	PRO:DEM	ce
pensionnaire	NOM	pensionnaire
traitai	VER:simp	traiter
,	PUN	,
fille	NOM	fille
je	PRO:PER	je
que	KON	que
jeune	ADJ	jeune
une	DET:ART	un
comme	ADV	comme
<SEG>
sortie	NOM	sortie
,	PUN	,
étant	VER:ppre	être
qu'	PRO:REL	que
d'	PRP	de
elle	PRO:PER	elle
était	VER:impf	être
ce	PRO:DEM	ce
,	PUN	,
ailleurs	ADV	ailleurs
<SEG>
l'	DET:ART	le
de	PRP	de
Noël	NAM	noël
fêtes	NOM	fête
son	DET:POS	son
de	PRP	de
des	PRP:det	du
couvent	NOM	couvent
à	PRP	à
occasion	NOM	occasion
<SEG>
<EOS>	<EOS>	<EOS>
.	SENT	.
madame	NOM	madame
Lorsqu'	KON	lorsque
sorti	VER:pper	sortir
de	PRP	de
on	PRO:PER	on
table	NOM	table
fut	VER:simp	être
,	PUN	,
<SEG>
,	PUN	,
nous	PRO:PER	nous
petit	ADJ	petit
un	DET:ART	un
appela	VER:simp	appeler
dans	PRP	dans
salon	NOM	salon
m'	PRO:PER	me
où	PRO:REL	où
Bédarrides	NAM	bédarrides
<SEG>
de	PRP	de
trouvâmes	VER:simp	trouver
pensez	VER:pres	penser
Que	PRO:REL	que
<EOS>	<EOS>	<EOS>
.	SENT	.
seuls	ADJ	seul
nous	PRO:PER	nous
-vous	PRO:PER	vous
--	PUN	--
<SEG>
dit-elle	NOM	dit-elle
<EOS>	<EOS>	<EOS>
voisine	NOM	voisin
La	DET:ART	le
me	PRO:PER	me
?	SENT	?
votre	DET:POS	votre
--	PUN	--
.	SENT	.
<EOS>	<EOS>	<EOS>
<SEG>
grosse	ADJ	gros
avais	VER:impf	avoir
ma	DET:POS	mon
,	PUN	,
dame	NOM	dame
à	PRP	à
que	PRO:REL	que
ou	KON	ou
j'	PRO:PER	je
droite	NOM	droit|droite
<SEG>
la	DET:ART	le
à	PRP	à
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
gauche	ADJ	gauche
jeune	ADJ	jeune
fille	NOM	fille
?	SENT	?
était	VER:impf	être
--	PUN	--
<SEG>
--	PUN	--
fille	NOM	fille
charmante	ADJ	charmant
est	VER:pres	être
<EOS>	<EOS>	<EOS>
La	DET:ART	le
Elle	PRO:PER	elle
.	SENT	.
et	KON	et
petite	ADJ	petit
<SEG>
ou	KON	ou
jolie	ADJ	joli
deux	NUM	deux
elle	PRO:PER	elle
je	PRO:PER	je
très	ADV	très
qu'	KON	que
crois	VER:pres	croire
sera	VER:futu	être
dans	PRP	dans
<SEG>
<EOS>	<EOS>	<EOS>
N'	ADV	ne
-ce	PRO:DEM	ce
?	SENT	?
ans	NOM	an
est	VER:pres	être
pas	NOM	pas
.	SENT	.
trois	NUM	trois
--	PUN	--
<SEG>
notre	DET:POS	notre
vous	PRO:PER	vous
elle	PRO:PER	elle
est	VER:pres	être
savez	VER:pres	savoir
nièce	NOM	nièce
;	PUN	;
elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
qu'	KON	que
<SEG>
l'	DET:ART	le
et	KON	et
,	PUN	,
beau-frère	NOM	beau-frère
de	PRP	de
héritière	NOM	héritier
mon	DET:POS	mon
sera	VER:futu	être
avec	PRP	avec
Marius	NAM	marius
<SEG>
et	KON	et
.	SENT	.
;	PUN	;
qui	PRO:REL	qui
une	DET:ART	un
fille	NOM	fille
héritière	NOM	héritier
attention	NOM	attention
méritera	VER:futu	mériter
ma	DET:POS	mon
<SEG>
;	PUN	;
J'	PRO:PER	je
défiance	NOM	défiance
aucune	PRO:IND	aucun
entretien	NOM	entretien
abordé	VER:pper	aborder
cet	PRO:DEM	ce
sans	PRP	sans
avais	VER:impf	avoir
<EOS>	<EOS>	<EOS>
<SEG>
et	KON	et
le	DET:ART	le
me	PRO:PER	me
but	NOM	but
mot	NOM	mot
éclaira	VER:simp	éclairer
ce	PRO:DEM	ce
mais	KON	mais
m'	PRO:PER	me
montra	VER:simp	montrer
<SEG>
me	PRO:PER	me
madame	NOM	madame
:	PUN	:
voulait	VER:impf	vouloir
c'	PRO:DEM	ce
la	DET:ART	le
où	PRO:REL	où
était	VER:impf	être
conduire	VER:infi	conduire
Bédarrides	ADJ	bédarrides
<SEG>
de	PRP	de
Je	PRO:PER	je
autrefois	ADV	autrefois
<EOS>	<EOS>	<EOS>
.	SENT	.
conversations	NOM	conversation
nos	DET:POS	notre
reprise	NOM	reprise
--	PUN	--
d'	PRP	de
<SEG>
se	PRO:PER	se
millions	NOM	million
sentir	VER:infi	sentir
crois	VER:pres	croire
par	PRP	par
quelques	PRO:IND	quelque
appuyé	VER:pper	appuyer
faudra	VER:futu	falloir
il	PRO:PER	il
qu'	KON	que
<SEG>
--	PUN	--
.	SENT	.
demander	VER:infi	demander
mariage	NOM	mariage
en	PRP	en
Et	KON	et
pour	PRP	pour
la	PRO:PER	la
<EOS>	<EOS>	<EOS>
pourquoi	ADV	pourquoi
<SEG>
croire	VER:infi	croire
?	SENT	?
ne	ADV	ne
<EOS>	<EOS>	<EOS>
que	KON	que
dans	PRP	dans
cela	PRO:DEM	cela
faut	VER:pres	falloir
pas	ADV	pas
Il	PRO:PER	il
<SEG>
de	PRP	de
avantages	NOM	avantage
nous	PRO:PER	nous
notre	DET:POS	notre
sensibles	ADJ	sensible
seuls	ADJ	seul
la	DET:ART	le
aux	PRP:det	au
sommes	VER:pres	sommer|être
famille	NOM	famille
<SEG>
il	PRO:PER	il
est	VER:pres	être
fortune	NOM	fortune
autres	ADJ	autre
que	KON	que
;	PUN	;
d'	PRP	de
savons	VER:pres	savoir
nous	PRO:PER	nous
en	PRO:PER	en
<SEG>
ne	ADV	ne
reconnaître	VER:infi	reconnaître
.	SENT	.
vois	VER:pres	voir
,	PUN	,
et	KON	et
je	PRO:PER	je
<EOS>	<EOS>	<EOS>
Ainsi	ADV	ainsi
estimer	VER:infi	estimer
<SEG>
pas	ADV	pas
votre	DET:POS	votre
.	SENT	.
pourquoi	ADV	pourquoi
ne	ADV	ne
femme	NOM	femme
elle	PRO:PER	elle
deviendrait	VER:cond	devenir
pas	ADV	pas
<EOS>	<EOS>	<EOS>
<SEG>
--	PUN	--
Moi	PRO:PER	moi
madame	NOM	madame
Pourquoi	ADV	pourquoi
<EOS>	<EOS>	<EOS>
,	PUN	,
--	PUN	--
?	SENT	?
étonnement	NOM	étonnement
cet	PRO:DEM	ce
<SEG>
depuis	PRP	depuis
un	DET:ART	un
je	PRO:PER	je
est	VER:pres	être
caresse	VER:pres	caresser
<EOS>	<EOS>	<EOS>
projet	NOM	projet
que	PRO:REL	que
C'	PRO:DEM	ce
?	SENT	?
<SEG>
en	PRO:PER	en
Je	PRO:PER	je
.	SENT	.
ai	VER:pres	avoir
vous	PRO:PER	vous
longtemps	ADV	longtemps
marier	VER:infi	marier
vous	PRO:PER	vous
de	PRP	de
<EOS>	<EOS>	<EOS>
<SEG>
lors	ADV	lors
de	PRP	de
à	PRP	à
et	KON	et
si	KON	si
,	PUN	,
parlé	VER:pper	parler
Marseille	NAM	marseille
arrivée	NOM	arrivé|arrivée
votre	DET:POS	votre
<SEG>
ce	PRO:DEM	ce
connaître	VER:infi	connaître
vous	PRO:PER	vous
à	PRP	à
fait	VER:pres	faire
ne	ADV	ne
ai	VER:pres	avoir
point	ADV	point
Berthe	NAM	berthe
je	PRO:PER	je
<SEG>
couvent	NOM	couvent
moment	NOM	moment
c'	PRO:DEM	ce
à	PRP	à
son	DET:POS	son
elle	PRO:PER	elle
qu'	KON	que
était	VER:impf	être
est	VER:pres	être
,	PUN	,
<SEG>
y	PRO:PER	y
,	PUN	,
point	ADV	point
et	KON	et
urgence	NOM	urgence
avait	VER:impf	avoir
il	PRO:PER	il
à	PRP	à
qu'	KON	que
n'	ADV	ne
<SEG>
venir	VER:infi	venir
alors	ADV	alors
la	PRO:PER	la
mon	DET:POS	mon
.	SENT	.
repoussé	VER:pper	repousser
avez	VER:pres	avoir
<EOS>	<EOS>	<EOS>
faire	VER:infi	faire
Vous	PRO:PER	vous
<SEG>
.	SENT	.
le	PRO:PER	le
aujourd'hui	ADV	aujourd'hui
reprends	VER:pres	reprendre
.	SENT	.
projet	NOM	projet
Je	PRO:PER	je
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
--	PUN	--
<SEG>
les	DET:ART	le
ils	PRO:PER	il
Mais	KON	mais
qu'	PRO:REL	que
ce	PRO:DEM	ce
temps	NOM	temps
sont	VER:pres	être
ne	ADV	ne
plus	ADV	plus
aujourd'hui	ADV	aujourd'hui
<SEG>
vous	PRO:PER	vous
doute	NOM	doute
--	PUN	--
étiez	VER:impf	être
alors	ADV	alors
<EOS>	<EOS>	<EOS>
;	PUN	;
.	SENT	.
Sans	PRP	sans
étaient	VER:impf	être
<SEG>
