Chapitre	NOM	chapitre
qui	PRO:REL	qui
franges	NOM	frange
or	NOM	or
d'	PRP	de
depuis	PRP	depuis
pourpre	NOM	pourpre
à	PRP	à
s'	PRO:PER	se
<SEG>
à	PRP	à
première	NUM	premier
jusqu'	PRP	jusque
écuries	NOM	écurie
terrasse	NOM	terrasse
mur	NOM	mur
le	DET:ART	le
des	PRP:det	du
la	DET:ART	le
du	PRP:det	du
<SEG>
répandu	VER:pper	répandre
soldats	NOM	soldat
les	DET:ART	le
commun	NOM	commun
;	PUN	;
sous	PRP	sous
le	DET:ART	le
palais	NOM	palais
était	VER:impf	être
des	PRP:det	du
<SEG>
distinguait	VER:impf	distinguer
quantité	NOM	quantité
arbres	NOM	arbre
à	PRP	à
bâtiments	NOM	bâtiment
de	PRP	de
où	PRO:REL	où
on	PRO:PER	on
l'	DET:ART	le
,	PUN	,
<SEG>
toit	NOM	toit
plat	ADJ	plat
,	PUN	,
,	PUN	,
magasins	NOM	magasin
,	PUN	,
boulangeries	NOM	boulangerie
,	PUN	,
pressoirs	NOM	pressoir
celliers	NOM	cellier
<SEG>
cour	NOM	cour
une	DET:ART	un
éléphants	NOM	éléphant
les	DET:ART	le
et	KON	et
,	PUN	,
arsenaux	NOM	arsenal
,	PUN	,
pour	PRP	pour
avec	PRP	avec
<SEG>
prison	NOM	prison
une	DET:ART	un
les	DET:ART	le
féroces	ADJ	féroce
,	PUN	,
pour	PRP	pour
bêtes	NOM	bête
des	PRP:det	du
pour	PRP	pour
fosses	NOM	fosse
<SEG>
<EOS>	<EOS>	<EOS>
;	PUN	;
Des	PRP:det	du
esclaves	NOM	esclave
les	DET:ART	le
figuiers	NOM	figuier
entouraient	VER:impf	entourer
cuisines	NOM	cuisine
.	SENT	.
les	DET:ART	le
<SEG>
des	PRP:det	du
prolongeait	VER:impf	prolonger
sycomores	NOM	sycomore
jusqu'	PRP	jusque
à	PRP	à
bois	NOM	bois
se	PRO:PER	se
un	DET:ART	un
de	PRP	de
masses	NOM	masse
<SEG>
les	DET:ART	le
grenades	NOM	grenade
touffes	NOM	touffe
de	PRP	de
des	PRP:det	du
,	PUN	,
où	PRO:REL	où
resplendissaient	VER:impf	resplendir
parmi	PRP	parmi
verdure	NOM	verdure
<SEG>
des	PRP:det	du
de	PRP	de
blanches	ADJ	blanc
chargées	VER:pper	charger
des	PRP:det	du
;	PUN	;
,	PUN	,
cotonniers	NOM	cotonnier
grappes	NOM	grappe
vignes	NOM	vigne
<SEG>
des	PRP:det	du
champ	NOM	champ
,	PUN	,
pins	NOM	pin
branchage	NOM	branchage
montaient	VER:impf	monter
le	DET:ART	le
un	DET:ART	un
dans	PRP	dans
:	PUN	:
<SEG>
de	PRP	de
;	PUN	;
des	PRP:det	du
sous	PRP	sous
roses	NOM	rose
s'	PRO:PER	se
place	NOM	place
de	PRP	de
platanes	NOM	platane
épanouissait	VER:impf	épanouir
<SEG>
,	PUN	,
en	PRP	en
lis	NOM	li|lis
sur	PRP	sur
se	PRO:PER	se
place	NOM	place
gazons	NOM	gazon
des	PRP:det	du
des	PRP:det	du
balançaient	VER:impf	balancer
<SEG>
la	DET:ART	le
de	PRP	de
poudre	NOM	poudre
,	PUN	,
sable	NOM	sable
un	DET:ART	un
;	PUN	;
à	PRP	à
noir	ADJ	noir
mêlé	VER:pper	mêler
<SEG>
,	PUN	,
,	PUN	,
sentiers	NOM	sentier
de	PRP	de
et	KON	et
corail	NOM	corail
,	PUN	,
au	PRP:det	au
les	DET:ART	le
parsemait	VER:impf	parsemer
<SEG>
bout	NOM	bout
d'	PRP	de
milieu	NOM	milieu
l'	DET:ART	le
un	DET:ART	un
faisait	VER:impf	faire
des	PRP:det	du
,	PUN	,
cyprès	NOM	cyprès
avenue	NOM	avenue
<SEG>
d'	PRP	de
à	PRP	à
colonnade	NOM	colonnade
obélisques	NOM	obélisque
l'	DET:ART	le
double	ADJ	double
autre	ADJ	autre
verts	ADJ	vert
une	DET:ART	un
comme	KON	comme
<SEG>
.	SENT	.
marbre	NOM	marbre
palais	NOM	palais
numidique	ADJ	numidique
,	PUN	,
bâti	VER:pper	bâtir
Le	DET:ART	le
en	PRP	en
tacheté	VER:pper	tacheter
<EOS>	<EOS>	<EOS>
<SEG>
fond	NOM	fond
de	PRP	de
superposait	VER:impf	superposer
,	PUN	,
tout	ADV	tout
jaune	NOM	jaune
,	PUN	,
de	PRP	de
au	PRP:det	au
sur	PRP	sur
<SEG>
assises	NOM	assise
.	SENT	.
terrasses	NOM	terrasse
ses	DET:POS	son
étages	NOM	étage
,	PUN	,
<EOS>	<EOS>	<EOS>
en	PRP	en
quatre	NUM	quatre
larges	ADJ	large
<SEG>
en	PRP	en
escalier	NOM	escalier
d'	PRP	de
Avec	PRP	avec
son	DET:POS	son
,	PUN	,
droit	ADJ	droit
ébène	NOM	ébène
grand	ADJ	grand
bois	NOM	bois
<SEG>
la	DET:ART	le
proue	NOM	proue
chaque	PRO:IND	chaque
angles	NOM	angle
une	DET:ART	un
portant	VER:ppre	porter
marche	NOM	marche
d'	PRP	de
aux	PRP:det	au
de	PRP	de
<SEG>
vaincue	VER:pper	vaincre
écartelées	VER:pper	écarteler
ses	DET:POS	son
portes	NOM	porte
galère	NOM	galère
d'	PRP	de
une	DET:ART	un
,	PUN	,
avec	PRP	avec
rouges	ADJ	rouge
<SEG>
croix	NOM	croix
airain	NOM	airain
grillages	NOM	grillage
le	PRO:PER	le
d'	PRP	de
noire	ADJ	noir
,	PUN	,
qui	PRO:REL	qui
défendaient	VER:impf	défendre
ses	DET:POS	son
<SEG>
de	PRP	de
des	PRP:det	du
en	PRP	en
treillis	NOM	treillis
bas	ADV	bas
et	KON	et
,	PUN	,
scorpions	NOM	scorpion
ses	DET:POS	son
baguettes	NOM	baguette
<SEG>
ses	DET:POS	son
il	PRO:PER	il
en	PRP	en
haut	ADV	haut
dorées	ADJ	doré
ouvertures	NOM	ouverture
qui	PRO:REL	qui
semblait	VER:impf	sembler
bouchaient	VER:impf	boucher
,	PUN	,
<SEG>
opulence	NOM	opulence
aux	PRP:det	au
,	PUN	,
solennel	ADJ	solennel
,	PUN	,
son	DET:POS	son
soldats	NOM	soldat
farouche	ADJ	farouche
dans	PRP	dans
aussi	ADV	aussi
<SEG>
et	KON	et
impénétrable	ADJ	impénétrable
visage	NOM	visage
le	DET:ART	le
d'	PRP	de
que	KON	que
Le	DET:ART	le
.	SENT	.
Hamilcar	NAM	hamilcar
<EOS>	<EOS>	<EOS>
<SEG>
y	PRO:PER	y
maison	NOM	maison
ce	PRO:DEM	ce
avait	VER:impf	avoir
sa	DET:POS	son
tenir	VER:infi	tenir
Conseil	NAM	conseil
désigné	VER:pper	désigner
pour	PRP	pour
leur	PRO:PER	lui
<SEG>
les	DET:ART	le
qui	PRO:REL	qui
convalescents	NOM	convalescent
le	DET:ART	le
temple	NOM	temple
;	PUN	;
d'	PRP	de
dans	PRP	dans
couchaient	VER:impf	coucher
festin	NOM	festin
<SEG>
marche	NOM	marche
l'	DET:ART	le
mettant	VER:ppre	mettre
dès	PRP	dès
aurore	NOM	aurore
,	PUN	,
en	PRP	en
se	PRO:PER	se
Eschmoûn	NAM	eschmoûn
,	PUN	,
<SEG>
A	VER:pres	avoir
traînés	VER:pper	traîner
béquilles	NOM	béquille
sur	PRP	sur
étaient	VER:impf	être
leurs	DET:POS	leur
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
.	SENT	.
s'	PRO:PER	se
<SEG>
d'	PRP	de
.	SENT	.
Par	PRP	par
arrivaient	VER:impf	arriver
<EOS>	<EOS>	<EOS>
tous	PRO:IND	tout
,	PUN	,
minute	NOM	minute
autres	ADJ	autre
chaque	PRO:IND	chaque
<SEG>
,	PUN	,
des	PRP:det	du
il	PRO:PER	il
comme	ADV	comme
incessamment	ADV	incessamment
les	DET:ART	le
en	PRO:PER	en
débouchait	VER:impf	déboucher
,	PUN	,
sentiers	NOM	sentier
<SEG>
On	PRO:PER	on
précipitent	VER:pres	précipiter
qui	PRO:REL	qui
dans	PRP	dans
<EOS>	<EOS>	<EOS>
un	DET:ART	un
se	PRO:PER	se
lac	NOM	lac
.	SENT	.
torrents	NOM	torrent
<SEG>
des	PRP:det	du
les	DET:ART	le
courir	VER:infi	courir
esclaves	NOM	esclave
cuisines	NOM	cuisine
,	PUN	,
voyait	VER:impf	voir
arbres	NOM	arbre
les	DET:ART	le
entre	PRP	entre
<SEG>
les	DET:ART	le
;	PUN	;
demi	ADJ	demi
effarés	VER:pper	effarer
sur	PRP	sur
et	KON	et
nus	NOM	nu
à	PRP	à
les	DET:ART	le
gazelles	NOM	gazelle
<SEG>
enfuyaient	VER:impf	enfuir
se	PRO:PER	se
bêlant	VER:ppre	bêler
soleil	NOM	soleil
s'	PRO:PER	se
en	PRP	en
couchait	VER:impf	coucher
le	DET:ART	le
pelouses	NOM	pelouse
;	PUN	;
<SEG>
parfum	NOM	parfum
rendait	VER:impf	rendre
plus	ADV	plus
le	DET:ART	le
,	PUN	,
citronniers	NOM	citronnier
lourde	ADJ	lourd
et	KON	et
encore	ADV	encore
des	PRP:det	du
<SEG>
de	PRP	de
sueur	NOM	sueur
<EOS>	<EOS>	<EOS>
.	SENT	.
exhalaison	NOM	exhalaison
l'	DET:ART	le
cette	PRO:DEM	ce
Il	PRO:PER	il
foule	NOM	foule
en	PRP	en
<SEG>
là	ADV	là
des	PRP:det	du
hommes	NOM	homme
les	DET:ART	le
,	PUN	,
nations	NOM	nation
de	PRP	de
y	PRO:PER	y
avait	VER:impf	avoir
toutes	PRO:IND	tout
<SEG>
Lusitaniens	NAM	lusitaniens
Ligures	NOM	ligure
des	PRP:det	du
,	PUN	,
des	PRP:det	du
,	PUN	,
,	PUN	,
Baléares	NAM	baléares
des	PRP:det	du
des	PRP:det	du
<SEG>
On	PRO:PER	on
des	PRP:det	du
et	KON	et
Nègres	NAM	nègres
.	SENT	.
entendait	VER:impf	entendre
de	PRP	de
Rome	NAM	rome
<EOS>	<EOS>	<EOS>
fugitifs	NOM	fugitif
<SEG>
retentir	VER:infi	retentir
dorien	ADJ	dorien
à	PRP	à
du	PRP:det	du
,	PUN	,
côté	NOM	côté
les	DET:ART	le
,	PUN	,
patois	NOM	patois
lourd	ADJ	lourd
<SEG>
comme	KON	comme
syllabes	NOM	syllabe
chars	NOM	char
et	KON	et
bataille	NOM	bataille
celtiques	ADJ	celtique
de	PRP	de
des	PRP:det	du
bruissantes	ADJ	bruissant
,	PUN	,
<SEG>
aux	PRP:det	au
,	PUN	,
les	DET:ART	le
heurtaient	VER:impf	heurter
du	PRP:det	du
terminaisons	NOM	terminaison
consonnes	NOM	consonne
ioniennes	ADJ	ionien
se	PRO:PER	se
désert	NOM	désert
<SEG>
des	PRP:det	du
de	PRP	de
Le	DET:ART	le
cris	NOM	cri
comme	KON	comme
chacal	NOM	chacal
.	SENT	.
<EOS>	<EOS>	<EOS>
âpres	ADJ	âpre
Grec	NAM	grec
<SEG>
sa	DET:POS	son
reconnaissait	VER:impf	reconnaître
se	PRO:PER	se
Egyptien	NOM	egyptien
à	PRP	à
mince	ADJ	mince
à	PRP	à
taille	NOM	taille
,	PUN	,
l'	DET:ART	le
<SEG>
le	DET:ART	le
ses	DET:POS	son
ses	DET:POS	son
remontées	VER:pper	remonter
à	PRP	à
Cantabre	NAM	cantabre
,	PUN	,
larges	NOM	large
mollets	ADJ	mollet
épaules	NOM	épaule
<SEG>
leur	DET:POS	leur
de	PRP	de
Cariens	NAM	cariens
les	DET:ART	le
<EOS>	<EOS>	<EOS>
orgueilleusement	ADV	orgueilleusement
.	SENT	.
plumes	NOM	plume
Des	PRP:det	du
balançaient	VER:impf	balancer
<SEG>
peint	VER:pper	peindre
de	PRP	de
Cappadoce	NAM	cappadoce
des	PRP:det	du
étaient	VER:impf	être
avec	PRP	avec
s'	PRO:PER	se
casque	NOM	casque
archers	NOM	archer
,	PUN	,
<SEG>
herbes	NOM	herbe
d'	PRP	de
des	PRP:det	du
jus	NOM	jus
corps	NOM	corps
larges	ADJ	large
le	DET:ART	le
fleurs	NOM	fleur
de	PRP	de
sur	PRP	sur
<SEG>
quelques	PRO:IND	quelque
des	PRP:det	du
,	PUN	,
dînaient	VER:impf	dîner
de	PRP	de
portant	VER:ppre	porter
femmes	NOM	femme
robes	NOM	robe
et	KON	et
Lydiens	NOM	lydien
<SEG>
<EOS>	<EOS>	<EOS>
boucles	NOM	boucle
et	KON	et
avec	PRP	avec
oreilles	NOM	oreille
en	PRP	en
.	SENT	.
des	PRP:det	du
pantoufles	NOM	pantoufle
d'	PRP	de
<SEG>
de	PRP	de
,	PUN	,
D'	PRP	de
par	PRP	par
qui	PRO:REL	qui
autres	ADJ	autre
barbouillés	VER:pper	barbouiller
s'	PRO:PER	se
pompe	NOM	pompe
étaient	VER:impf	être
<SEG>
vermillon	NOM	vermillon
corail	NOM	corail
.	SENT	.
<EOS>	<EOS>	<EOS>
,	PUN	,
des	PRP:det	du
ressemblaient	VER:impf	ressembler
de	PRP	de
statues	NOM	statue
à	PRP	à
<SEG>
ils	PRO:PER	il
mangeaient	VER:impf	manger
allongeaient	VER:impf	allonger
,	PUN	,
sur	PRP	sur
Ils	PRO:PER	il
les	DET:ART	le
coussins	NOM	coussin
s'	PRO:PER	se
accroupis	VER:pper	accroupir
<SEG>
,	PUN	,
grands	ADJ	grand
de	PRP	de
autour	ADV	autour
plateaux	NOM	plateau
sur	PRP	sur
ou	KON	ou
couchés	VER:pper	coucher
,	PUN	,
bien	ADV	bien
<SEG>
tiraient	VER:impf	tirer
à	PRP	à
eux	PRO:PER	eux
,	PUN	,
de	PRP	de
ventre	NOM	ventre
les	DET:ART	le
le	DET:ART	le
ils	PRO:PER	il
morceaux	NOM	morceau
<SEG>
coudes	NOM	coude
,	PUN	,
se	PRO:PER	se
appuyés	VER:pper	appuyer
rassasiaient	VER:impf	rassasier
viande	NOM	viande
les	DET:ART	le
,	PUN	,
et	KON	et
sur	PRP	sur
<SEG>
pacifique	ADJ	pacifique
pose	NOM	pose
dépècent	VER:pres	dépecer
dans	PRP	dans
ils	PRO:PER	il
la	DET:ART	le
lorsqu'	KON	lorsque
lions	NOM	lion
leur	DET:POS	leur
des	PRP:det	du
<SEG>
Les	DET:ART	le
debout	ADV	debout
<EOS>	<EOS>	<EOS>
.	SENT	.
les	DET:ART	le
,	PUN	,
contre	PRP	contre
proie	NOM	proie
derniers	ADJ	dernier
venus	NOM	venu
<SEG>
tables	NOM	table
arbres	NOM	arbre
les	DET:ART	le
disparaissant	VER:ppre	disparaître
sous	PRP	sous
basses	ADJ	bas
,	PUN	,
à	PRP	à
moitié	NOM	moitié
regardaient	VER:impf	regarder
<SEG>
,	PUN	,
des	PRP:det	du
et	KON	et
écarlate	NOM	écarlate
d'	PRP	de
attendaient	VER:impf	attendre
.	SENT	.
leur	DET:POS	leur
tour	NOM	tour
tapis	NOM	tapis
<SEG>
<EOS>	<EOS>	<EOS>
Hamilcar	NAM	hamilcar
pas	ADV	pas
d'	PRP	de
,	PUN	,
suffisantes	ADJ	suffisant
cuisines	NOM	cuisine
étant	VER:ppre	être
Les	DET:ART	le
n'	ADV	ne
<SEG>
Conseil	NAM	conseil
de	PRP	de
esclaves	NOM	esclave
leur	PRO:PER	lui
la	DET:ART	le
des	PRP:det	du
avait	VER:impf	avoir
le	DET:ART	le
,	PUN	,
envoyé	VER:pper	envoyer
<SEG>
,	PUN	,
des	PRP:det	du
on	PRO:PER	on
lits	NOM	lit
et	KON	et
au	PRP:det	au
;	PUN	;
vaisselle	NOM	vaisselle
l'	PRO:PER	la|le
voyait	VER:impf	voir
<SEG>
de	PRP	de
comme	ADV	comme
du	PRP:det	du
,	PUN	,
bataille	NOM	bataille
milieu	NOM	milieu
un	DET:ART	un
sur	PRP	sur
jardin	NOM	jardin
champ	NOM	champ
<SEG>
grands	ADJ	grand
brûle	VER:pres	brûler
clairs	ADJ	clair
de	PRP	de
on	PRO:PER	on
quand	KON	quand
morts	NOM	mort
,	PUN	,
feux	NOM	feu
les	DET:ART	le
<SEG>
rôtissaient	VER:impf	rôtir
d'	PRP	de
pains	NOM	pain
des	PRP:det	du
boeufs	NOM	bœuf
Les	DET:ART	le
saupoudrés	VER:pper	saupoudrer
où	PRO:REL	où
.	SENT	.
<EOS>	<EOS>	<EOS>
<SEG>
avec	PRP	avec
alternaient	VER:impf	alterner
des	PRP:det	du
gros	ADJ	gros
lourds	ADJ	lourd
que	KON	que
les	DET:ART	le
fromages	NOM	fromage
plus	ADV	plus
anis	NOM	anis
<SEG>
,	PUN	,
de	PRP	de
et	KON	et
et	KON	et
pleins	ADJ	plein
vin	NOM	vin
les	DET:ART	le
disques	NOM	disque
cratères	NOM	cratère
,	PUN	,
<SEG>
canthares	NOM	canthare
en	PRP	en
auprès	ADV	auprès
filigrane	NOM	filigrane
corbeilles	NOM	corbeille
les	DET:ART	le
eau	NOM	eau
d'	PRP	de
des	PRP:det	du
pleins	ADJ	plein
<SEG>
La	DET:ART	le
joie	NOM	joie
d'	PRP	de
.	SENT	.
fleurs	NOM	fleur
contenaient	VER:impf	contenir
<EOS>	<EOS>	<EOS>
or	NOM	or
des	PRP:det	du
qui	PRO:REL	qui
<SEG>
enfin	ADV	enfin
gorger	VER:infi	gorger
l'	DET:ART	le
aise	NOM	aise
tous	PRO:IND	tout
de	PRP	de
à	PRP	à
se	PRO:PER	se
dilatait	VER:impf	dilater
pouvoir	NOM	pouvoir
<SEG>
commençaient	VER:impf	commencer
,	PUN	,
les	DET:ART	le
yeux	NOM	œil
çà	ADV	çà
les	DET:ART	le
là	ADV	là
.	SENT	.
chansons	NOM	chanson
et	KON	et
<SEG>
oiseaux	NOM	oiseau
<EOS>	<EOS>	<EOS>
servit	VER:simp	servir
abord	NOM	abord
leur	PRO:PER	lui
des	PRP:det	du
à	PRP	à
D'	PRP	de
on	PRO:PER	on
la	DET:ART	le
<SEG>
assiettes	NOM	assiette
d'	PRP	de
dans	PRP	dans
,	PUN	,
rehaussée	VER:pper	rehausser
verte	ADJ	vert
rouge	ADJ	rouge
sauce	NOM	sauce
des	PRP:det	du
argile	NOM	argile
<SEG>
espèces	NOM	espèce
noirs	ADJ	noir
les	DET:ART	le
,	PUN	,
coquillages	NOM	coquillage
de	PRP	de
toutes	PRO:IND	tout
puis	ADV	puis
de	PRP	de
dessins	NOM	dessin
<SEG>
puniques	ADJ	punique
,	PUN	,
sur	PRP	sur
les	DET:ART	le
côtes	NOM	côte
ramasse	VER:subi	ramer
on	PRO:PER	on
des	PRP:det	du
l'	PRO:PER	la|le
que	PRO:REL	que
<SEG>
fève	NOM	fève
et	KON	et
bouillies	NOM	bouillie
,	PUN	,
orge	NOM	orge
,	PUN	,
de	PRP	de
de	PRP	de
froment	NOM	froment
d'	PRP	de
<SEG>
plats	NOM	plat
des	PRP:det	du
cumin	NOM	cumin
au	PRP:det	au
des	PRP:det	du
et	KON	et
,	PUN	,
escargots	NOM	escargot
sur	PRP	sur
d'	PRP	de
<SEG>
jaune	ADJ	jaune
<EOS>	<EOS>	<EOS>
ambre	NOM	ambre
tables	NOM	table
couvertes	VER:pper	couvrir
les	DET:ART	le
.	SENT	.
furent	VER:simp	être
Ensuite	ADV	ensuite
de	PRP	de
<SEG>
antilopes	NOM	antilope
,	PUN	,
leurs	DET:POS	leur
avec	PRP	avec
paons	NOM	paon
avec	PRP	avec
cornes	NOM	corne
:	PUN	:
leurs	DET:POS	leur
viandes	NOM	viande
<SEG>
doux	ADJ	doux
au	PRP:det	au
gigots	NOM	gigot
plumes	NOM	plume
,	PUN	,
moutons	NOM	mouton
vin	NOM	vin
cuits	VER:pper	cuire
entiers	ADJ	entier
,	PUN	,
<SEG>
,	PUN	,
,	PUN	,
buffles	NOM	buffle
hérissons	NOM	hérisson
garum	NOM	garum
chamelles	NOM	chamelle
de	PRP	de
au	PRP:det	au
et	KON	et
de	PRP	de
<SEG>
cigales	NOM	cigale
et	KON	et
<EOS>	<EOS>	<EOS>
gamelles	NOM	gamelle
des	PRP:det	du
frites	ADJ	frit
loirs	NOM	loir
.	SENT	.
Dans	PRP	dans
confits	ADJ	confit
<SEG>
de	PRP	de
Tamrapanni	NAM	tamrapanni
,	PUN	,
flottaient	VER:impf	flotter
au	PRP:det	au
bois	NOM	bois
en	PRP	en
milieu	NOM	milieu
safran	NOM	safran
du	PRP:det	du
<SEG>
graisse	NOM	graisse
<EOS>	<EOS>	<EOS>
débordait	VER:impf	déborder
morceaux	NOM	morceau
de	PRP	de
grands	ADJ	grand
.	SENT	.
de	PRP	de
,	PUN	,
Tout	PRO:IND	tout
<SEG>
de	PRP	de
assa	NOM	assa
d'	PRP	de
.	SENT	.
,	PUN	,
saumure	NOM	saumure
de	PRP	de
et	KON	et
truffes	NOM	truffe
foetida	VER:simp	foetida
<SEG>
gâteaux	NOM	gâteau
de	PRP	de
les	DET:ART	le
éboulaient	VER:impf	ébouler
fruits	NOM	fruit
Les	DET:ART	le
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
sur	PRP	sur
pyramides	NOM	pyramide
<SEG>
l'	PRO:PER	la|le
avait	VER:impf	avoir
,	PUN	,
oublié	VER:pper	oublier
on	PRO:PER	on
n'	ADV	ne
pas	ADV	pas
miel	NOM	miel
de	PRP	de
et	KON	et
<SEG>
à	PRP	à
chiens	NOM	chien
à	PRP	à
ventre	NOM	ventre
ces	PRO:DEM	ce
petits	ADJ	petit
et	KON	et
de	PRP	de
quelques-uns	PRO:IND	quelques-uns
gros	ADJ	gros
<SEG>
roses	ADJ	rose
avec	PRP	avec
marc	NOM	marc
d'	PRP	de
l'	DET:ART	le
soies	NOM	soie
du	PRP:det	du
que	PRO:REL	que
engraissait	VER:impf	engraisser
on	PRO:PER	on
<SEG>
peuples	NOM	peuple
en	PRP	en
,	PUN	,
abomination	NOM	abomination
carthaginois	ADJ	carthaginois
.	SENT	.
mets	NOM	mets
aux	PRP:det	au
olives	NOM	olive
autres	ADJ	autre
<SEG>
surprise	NOM	surprise
des	PRP:det	du
des	PRP:det	du
nourritures	NOM	nourriture
la	DET:ART	le
<EOS>	<EOS>	<EOS>
La	DET:ART	le
cupidité	NOM	cupidité
nouvelles	ADJ	nouveau
excitait	VER:impf	exciter
<SEG>
longs	ADJ	long
<EOS>	<EOS>	<EOS>
estomacs	NOM	estomac
cheveux	NOM	cheveu
Gaulois	NAM	gaulois
retroussés	VER:pper	retrousser
Les	DET:ART	le
sur	PRP	sur
aux	PRP:det	au
.	SENT	.
<SEG>
la	DET:ART	le
tête	NOM	tête
arrachaient	VER:impf	arracher
sommet	NOM	sommet
les	DET:ART	le
s'	PRO:PER	se
,	PUN	,
de	PRP	de
pastèques	NOM	pastèque
le	DET:ART	le
<SEG>
l'	DET:ART	le
écorce	NOM	écorce
ils	PRO:PER	il
et	KON	et
qu'	PRO:REL	que
croquaient	VER:impf	croquer
limons	NOM	limon
les	DET:ART	le
.	SENT	.
avec	PRP	avec
<SEG>
de	PRP	de
jamais	ADV	jamais
se	PRO:PER	se
Nègres	NAM	nègres
vu	VER:pper	voir
langoustes	NOM	langouste
ayant	VER:ppre	avoir
<EOS>	<EOS>	<EOS>
Des	PRP:det	du
n'	ADV	ne
<SEG>
visage	NOM	visage
<EOS>	<EOS>	<EOS>
piquants	NOM	piquant
Mais	KON	mais
leurs	DET:POS	leur
.	SENT	.
rouges	ADJ	rouge
le	DET:ART	le
déchiraient	VER:impf	déchirer
à	PRP	à
<SEG>
Grecs	NAM	grecs
,	PUN	,
les	DET:ART	le
plus	ADV	plus
blancs	ADJ	blanc
que	KON	que
rasés	ADJ	rasé
marbres	NOM	marbre
des	PRP:det	du
,	PUN	,
<SEG>
,	PUN	,
assiette	NOM	assiette
eux	PRO:PER	eux
leur	DET:POS	leur
jetaient	VER:impf	jeter
les	DET:ART	le
de	PRP	de
tandis	KON	tandis
derrière	PRP	derrière
épluchures	NOM	épluchure
<SEG>
Brutium	NAM	brutium
de	PRP	de
,	PUN	,
que	KON	que
de	PRP	de
des	PRP:det	du
peaux	NOM	peau
du	PRP:det	du
vêtus	VER:pper	vêtir
pâtres	NOM	pâtre
<SEG>
portion	NOM	portion
silencieusement	ADV	silencieusement
visage	NOM	visage
,	PUN	,
leur	DET:POS	leur
le	DET:ART	le
,	PUN	,
dans	PRP	dans
loups	NOM	loup
dévoraient	VER:impf	dévorer
<SEG>
tombait	VER:impf	tomber
.	SENT	.
On	PRO:PER	on
La	DET:ART	le
<EOS>	<EOS>	<EOS>
retira	VER:simp	retirer
<EOS>	<EOS>	<EOS>
le	DET:ART	le
nuit	NOM	nuit
.	SENT	.
<SEG>
et	KON	et
sur	PRP	sur
étalé	VER:pper	étaler
on	PRO:PER	on
velarium	NOM	velarium
de	PRP	de
avenue	NOM	avenue
l'	PRO:PER	la|le
l'	DET:ART	le
cyprès	NOM	cyprès
<SEG>
Les	DET:ART	le
apporta	VER:simp	apporter
flambeaux	NOM	flambeau
.	SENT	.
pétrole	NOM	pétrole
lueurs	NOM	lueur
du	PRP:det	du
<EOS>	<EOS>	<EOS>
des	PRP:det	du
vacillantes	ADJ	vacillant
<SEG>
vases	NOM	vase
porphyre	NOM	porphyre
dans	PRP	dans
,	PUN	,
brûlait	VER:impf	brûler
au	PRP:det	au
des	PRP:det	du
qui	PRO:REL	qui
effrayèrent	VER:simp	effrayer|effrayer
de	PRP	de
<SEG>
lune	NOM	lune
cèdres	NOM	cèdre
,	PUN	,
la	DET:ART	le
singes	NOM	singe
haut	NOM	haut
à	PRP	à
consacrés	VER:pper	consacrer
