Partie	NOM	partie
laisser	VER:infi	laisser
.	SENT	.
<EOS>	<EOS>	<EOS>
Hamilcar	NAM	hamilcar
,	PUN	,
à	PRP	à
la	DET:ART	le
tête	NOM	tête
des	PRP:det	du
chenets	NOM	chenets
,	PUN	,
sur	PRP	sur
un	DET:ART	un
coussin	NOM	coussin
de	PRP	de
plume	NOM	plume
,	PUN	,
était	VER:impf	être
couché	VER:pper	coucher
en	PRP	en
rond	NOM	rond
,	PUN	,
le	DET:ART	le
nez	NOM	nez
entre	PRP	entre
ses	DET:POS	son
pattes	NOM	patte
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
souffle	NOM	souffle
égal	ADJ	égal
soulevait	VER:impf	soulever
sa	DET:POS	son
fourrure	NOM	fourrure
épaisse	ADJ	épais
et	KON	et
légère	ADJ	léger
.	SENT	.
<EOS>	<EOS>	<EOS>
À	PRP	à
mon	DET:POS	mon
approche	NOM	approche
,	PUN	,
il	PRO:PER	il
coula	VER:simp	couler
doucement	ADV	doucement
ses	DET:POS	son
prunelles	NOM	prunelle
d'	PRP	de
agate	NOM	agate
entre	PRP	entre
ses	DET:POS	son
paupières	NOM	paupière
mi-closes	ADJ	mi-clos
qu'	PRO:REL	que
il	PRO:PER	il
referma	VER:simp	refermer
presque	ADV	presque
aussitôt	ADV	aussitôt
,	PUN	,
en	PRO:PER	en
songeant	VER:ppre	songer
:	PUN	:
«	PUN:cit	«
Ce	NAM	ce
n'	ADV	ne
est	VER:pres	être
rien	ADV	rien
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
mon	DET:POS	mon
ami	NOM	ami
.	SENT	.
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
--	PUN	--
Hamilcar	NAM	hamilcar
!	SENT	!
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
dis	VER:pres	dire
-je	PRO:PER	je
,	PUN	,
en	PRP	en
allongeant	VER:ppre	allonger
les	DET:ART	le
jambes	NOM	jambe
,	PUN	,
Hamilcar	NAM	hamilcar
,	PUN	,
prince	NOM	prince
somnolent	ADJ	somnolent
de	PRP	de
la	DET:ART	le
cité	NOM	cité
des	PRP:det	du
livres	NOM	livre
,	PUN	,
gardien	NOM	gardien
nocturne	ADJ	nocturne
!	SENT	!
<EOS>	<EOS>	<EOS>
tu	PRO:PER	tu
défends	VER:pres	défendre
contre	PRP	contre
de	PRP	de
vils	ADJ	vil
rongeurs	NOM	rongeur
les	DET:ART	le
manuscrits	NOM	manuscrit
et	KON	et
les	DET:ART	le
imprimés	ADJ	imprimé
que	KON	que
le	DET:ART	le
vieux	NOM	vieux
savant	ADJ	savant
acquit	VER:simp	acquérir
au	PRP:det	au
prix	NOM	prix
d'	PRP	de
un	DET:ART	un
modique	ADJ	modique
pécule	NOM	pécule
et	KON	et
d'	PRP	de
un	DET:ART	un
zèle	NOM	zèle
infatigable	ADJ	infatigable
.	SENT	.
<EOS>	<EOS>	<EOS>
Dans	PRP	dans
cette	PRO:DEM	ce
bibliothèque	NOM	bibliothèque
silencieuse	ADJ	silencieux
,	PUN	,
que	PRO:REL	que
protègent	VER:pres	protéger
tes	DET:POS	ton
vertus	NOM	vertu
militaires	ADJ	militaire
,	PUN	,
Hamilcar	NAM	hamilcar
,	PUN	,
dors	VER:pres	dormir
avec	PRP	avec
la	DET:ART	le
mollesse	NOM	mollesse
d'	PRP	de
une	DET:ART	un
sultane	NOM	sultane
!	SENT	!
<EOS>	<EOS>	<EOS>
Car	KON	car
tu	PRO:PER	tu
réunis	VER:pper	réunir
en	PRP	en
ta	DET:POS	ton
personne	NOM	personne
l'	DET:ART	le
aspect	NOM	aspect
formidable	ADJ	formidable
d'	PRP	de
un	DET:ART	un
guerrier	NOM	guerrier
tartare	ADJ	tartare
à	PRP	à
la	DET:ART	le
grâce	NOM	grâce
appesantie	VER:pper	appesantir
d'	PRP	de
une	DET:ART	un
femme	NOM	femme
d'	PRP	de
Orient	NAM	orient
.	SENT	.
<EOS>	<EOS>	<EOS>
Héroïque	ADJ	héroïque
et	KON	et
voluptueux	ADJ	voluptueux
Hamilcar	NAM	hamilcar
,	PUN	,
dors	VER:pres	dormir
en	PRP	en
attendant	VER:ppre	attendre
l'	DET:ART	le
heure	NOM	heure
où	PRO:REL	où
les	DET:ART	le
souris	NOM	souris
danseront	VER:futu	danser
,	PUN	,
au	PRP:det	au
clair	ADJ	clair
de	PRP	de
la	DET:ART	le
lune	NOM	lune
,	PUN	,
devant	PRP	devant
les	DET:ART	le
Acta	NAM	acta
sanctorum	NOM	sanctorum
des	PRP:det	du
doctes	ADJ	docte
bollandistes	NOM	bollandiste
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
commencement	NOM	commencement
de	PRP	de
ce	PRO:DEM	ce
discours	NOM	discours
plut	VER:simp	plaire|pleuvoir
à	PRP	à
Hamilcar	NAM	hamilcar
,	PUN	,
qui	PRO:REL	qui
l'	PRO:PER	la|le
accompagna	VER:simp	accompagner
d'	PRP	de
un	DET:ART	un
bruit	NOM	bruit
de	PRP	de
gorge	NOM	gorge
pareil	ADJ	pareil
au	PRP:det	au
chant	NOM	chant
d'	PRP	de
une	DET:ART	un
bouilloire	NOM	bouilloire
.	SENT	.
<EOS>	<EOS>	<EOS>
Mais	KON	mais
,	PUN	,
ma	DET:POS	mon
voix	NOM	voix
s'	PRO:PER	se
étant	VER:ppre	être
élevée	VER:pper	élever
,	PUN	,
Hamilcar	NAM	hamilcar
m'	PRO:PER	me
avertit	VER:pres	avertir
,	PUN	,
en	PRP	en
abaissant	VER:ppre	abaisser
les	DET:ART	le
oreilles	NOM	oreille
et	KON	et
en	PRP	en
plissant	VER:ppre	plisser
la	DET:ART	le
peau	NOM	peau
zébrée	VER:pper	zébrer
de	PRP	de
son	DET:POS	son
front	NOM	front
,	PUN	,
qu'	PRO:REL	que
il	PRO:PER	il
était	VER:impf	être
malséant	ADJ	malséant
de	PRP	de
déclamer	VER:infi	déclamer
ainsi	ADV	ainsi
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
il	PRO:PER	il
songeait	VER:impf	songer
:	PUN	:
«	PUN:cit	«
Cet	NAM	cet
homme	NOM	homme
aux	PRP:det	au
bouquins	NOM	bouquin
parle	VER:pres	parler
pour	PRP	pour
ne	ADV	ne
rien	ADV	rien
dire	VER:infi	dire
,	PUN	,
tandis	KON	tandis
que	KON	que
notre	DET:POS	notre
gouvernante	NOM	gouvernant
ne	ADV	ne
prononce	VER:pres	prononcer
jamais	ADV	jamais
que	KON	que
des	PRP:det	du
paroles	NOM	parole
pleines	ADJ	plein
de	PRP	de
sens	NOM	sens
,	PUN	,
pleines	ADJ	plein
de	PRP	de
choses	NOM	chose
,	PUN	,
contenant	VER:ppre	contenir
soit	KON	soit
l'	DET:ART	le
annonce	NOM	annonce
d'	PRP	de
un	DET:ART	un
repas	NOM	repas
,	PUN	,
soit	KON	soit
la	DET:ART	le
promesse	NOM	promesse
d'	PRP	de
une	DET:ART	un
fessée	NOM	fessée
.	SENT	.
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
sait	VER:pres	savoir
ce	PRO:DEM	ce
qu'	PRO:REL	que
elle	PRO:PER	elle
dit	VER:pres	dire
.	SENT	.
<EOS>	<EOS>	<EOS>
Mais	KON	mais
ce	PRO:DEM	ce
vieillard	NOM	vieillard
assemble	VER:pres	assembler
des	PRP:det	du
sons	NOM	son
qui	PRO:REL	qui
ne	ADV	ne
signifient	VER:pres	signifier
rien	ADV	rien
.	SENT	.
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Ainsi	NAM	ainsi
pensait	VER:impf	penser
Hamilcar	NAM	hamilcar
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	PRO:PER	le
laissant	VER:ppre	laisser
à	PRP	à
ses	DET:POS	son
réflexions	NOM	réflexion
,	PUN	,
j'	PRO:PER	je
ouvris	VER:simp	ouvrir
un	DET:ART	un
livre	NOM	livre
que	PRO:REL	que
je	PRO:PER	je
lus	VER:pper	lire
avec	PRP	avec
intérêt	NOM	intérêt
,	PUN	,
car	KON	car
c'	PRO:DEM	ce
était	VER:impf	être
un	DET:ART	un
catalogue	NOM	catalogue
de	PRP	de
manuscrits	NOM	manuscrit
.	SENT	.
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
ne	ADV	ne
sais	VER:pres	savoir
pas	ADV	pas
de	PRP	de
lecture	NOM	lecture
plus	ADV	plus
facile	ADJ	facile
,	PUN	,
plus	ADV	plus
attrayante	ADJ	attrayant
,	PUN	,
plus	ADV	plus
douce	ADJ	doux
que	KON	que
celle	PRO:DEM	celui
d'	PRP	de
un	DET:ART	un
catalogue	NOM	catalogue
.	SENT	.
<EOS>	<EOS>	<EOS>
Celui	PRO:DEM	celui
que	PRO:REL	que
je	PRO:PER	je
lisais	VER:impf	lire|liser
,	PUN	,
rédigé	VER:pper	rédiger
en	PRP	en
1824	NUM	@card@
par	PRP	par
M	NOM	m
.	SENT	.
Thompson	NAM	thompson
,	PUN	,
bibliothécaire	NOM	bibliothécaire
de	PRP	de
sir	NOM	sir
Thomas	NAM	thomas
Raleigh	NAM	raleigh
,	PUN	,
pèche	VER:pres	pécher
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
vrai	ADJ	vrai
,	PUN	,
par	PRP	par
un	DET:ART	un
excès	NOM	excès
de	PRP	de
brièveté	NOM	brièveté
et	KON	et
ne	ADV	ne
présente	VER:pres	présenter
point	ADV	point
ce	PRO:DEM	ce
genre	NOM	genre
d'	PRP	de
exactitude	NOM	exactitude
que	KON	que
les	DET:ART	le
archivistes	NOM	archiviste
de	PRP	de
ma	DET:POS	mon
génération	NOM	génération
introduisirent	VER:simp	introduire
les	DET:ART	le
premiers	NOM	premier
dans	PRP	dans
les	DET:ART	le
ouvrages	NOM	ouvrage
de	PRP	de
diplomatique	NOM	diplomatique
et	KON	et
de	PRP	de
paléographie	NOM	paléographie
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
laisse	VER:pres	laisser
à	PRP	à
désirer	VER:infi	désirer
et	KON	et
à	PRP	à
deviner	VER:infi	deviner
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
est	VER:pres	être
peut-être	ADV	peut-être
pourquoi	ADV	pourquoi
j'	PRO:PER	je
éprouve	VER:pres	éprouver
,	PUN	,
en	PRP	en
le	DET:ART	le
lisant	ADJ	lisant
,	PUN	,
un	DET:ART	un
sentiment	NOM	sentiment
qui	PRO:REL	qui
,	PUN	,
dans	PRP	dans
une	DET:ART	un
nature	NOM	nature
plus	ADV	plus
imaginative	ADJ	imaginatif
que	PRO:REL	que
la	DET:ART	le
mienne	PRO:POS	mien
,	PUN	,
mériterait	VER:cond	mériter
le	DET:ART	le
nom	NOM	nom
de	PRP	de
rêverie	NOM	rêverie
.	SENT	.
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
m'	PRO:PER	me
abandonnais	VER:impf	abandonner
doucement	ADV	doucement
au	PRP:det	au
vague	NOM	vague
de	PRP	de
mes	DET:POS	mon
pensées	NOM	pensée
quand	KON	quand
ma	DET:POS	mon
gouvernante	NOM	gouvernant
m'	PRO:PER	me
annonça	VER:simp	annoncer
d'	PRP	de
un	DET:ART	un
ton	NOM	ton
maussade	ADJ	maussade
que	KON	que
M	ADJ	m
.	SENT	.
Coccoz	NAM	coccoz
demandait	VER:impf	demander
à	PRP	à
me	PRO:PER	me
parler	VER:infi	parler
.	SENT	.
<EOS>	<EOS>	<EOS>
Quelqu'un	PRO:IND	quelqu'un
en	PRP	en
effet	NOM	effet
se	PRO:PER	se
coula	VER:simp	couler
derrière	PRP	derrière
elle	PRO:PER	elle
dans	PRP	dans
la	DET:ART	le
bibliothèque	NOM	bibliothèque
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
un	DET:ART	un
petit	ADJ	petit
homme	NOM	homme
,	PUN	,
un	DET:ART	un
pauvre	ADJ	pauvre
petit	ADJ	petit
homme	NOM	homme
,	PUN	,
de	PRP	de
mine	NOM	mine
chétive	ADJ	chétif
,	PUN	,
et	KON	et
vêtu	VER:pper	vêtir
d'	PRP	de
une	DET:ART	un
mince	ADJ	mince
jaquette	NOM	jaquette
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
s'	PRO:PER	se
avança	VER:simp	avancer
vers	PRP	vers
moi	PRO:PER	moi
en	PRP	en
faisant	VER:ppre	faire
une	DET:ART	un
quantité	NOM	quantité
de	PRP	de
petits	ADJ	petit
saluts	NOM	salut
et	KON	et
de	PRP	de
petits	ADJ	petit
sourires	NOM	sourire
.	SENT	.
<EOS>	<EOS>	<EOS>
Mais	KON	mais
il	PRO:PER	il
était	VER:impf	être
bien	ADV	bien
pâle	ADJ	pâle
,	PUN	,
et	KON	et
,	PUN	,
quoique	KON	quoique
jeune	ADJ	jeune
et	KON	et
vif	ADJ	vif
encore	ADV	encore
,	PUN	,
il	PRO:PER	il
semblait	VER:impf	sembler
malade	ADJ	malade
.	SENT	.
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
songeai	VER:simp	songer
,	PUN	,
en	PRP	en
le	DET:ART	le
voyant	NOM	voyant
,	PUN	,
à	PRP	à
un	DET:ART	un
écureuil	NOM	écureuil
blessé	ADJ	blessé
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
portait	VER:impf	porter
sous	PRP	sous
son	DET:POS	son
bras	NOM	bras
une	DET:ART	un
toilette	NOM	toilette
verte	ADJ	vert
qu'	PRO:REL	que
il	PRO:PER	il
posa	VER:simp	poser
sur	PRP	sur
une	DET:ART	un
chaise	NOM	chaise
;	PUN	;
puis	ADV	puis
,	PUN	,
défaisant	VER:ppre	défaire
les	DET:ART	le
quatre	NUM	quatre
oreilles	NOM	oreille
de	PRP	de
la	DET:ART	le
toilette	NOM	toilette
,	PUN	,
il	PRO:PER	il
découvrit	VER:simp	découvrir
un	DET:ART	un
tas	NOM	tas
de	PRP	de
petits	ADJ	petit
livres	NOM	livre
jaunes	ADJ	jaune
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Monsieur	NOM	monsieur
,	PUN	,
me	PRO:PER	me
dit-il	NOM	dit-il
alors	ADV	alors
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
pas	ADV	pas
l'	DET:ART	le
honneur	NOM	honneur
d'	PRP	de
être	VER:infi	être
connu	VER:pper	connaître
de	PRP	de
vous	PRO:PER	vous
.	SENT	.
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
suis	VER:pres	suivre|être
courtier	NOM	courtier
en	PRP	en
librairie	NOM	librairie
,	PUN	,
monsieur	NOM	monsieur
.	SENT	.
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
fais	VER:pres	faire
la	DET:ART	le
place	NOM	place
pour	PRP	pour
les	DET:ART	le
principales	ADJ	principal
maisons	NOM	maison
de	PRP	de
la	DET:ART	le
capitale	NOM	capitale
,	PUN	,
et	KON	et
,	PUN	,
dans	PRP	dans
l'	DET:ART	le
espoir	NOM	espoir
que	PRO:REL	que
vous	PRO:PER	vous
voudrez	VER:futu	vouloir
bien	ADV	bien
m'	PRO:PER	me
honorer	VER:infi	honorer
de	PRP	de
votre	DET:POS	votre
confiance	NOM	confiance
,	PUN	,
je	PRO:PER	je
prends	VER:pres	prendre
la	DET:ART	le
liberté	NOM	liberté
de	PRP	de
vous	PRO:PER	vous
offrir	VER:infi	offrir
quelques	PRO:IND	quelque
nouveautés	NOM	nouveauté
.	SENT	.
<EOS>	<EOS>	<EOS>
Dieux	NOM	dieu
bons	ADJ	bon
!	SENT	!
<EOS>	<EOS>	<EOS>
dieux	NOM	dieu
justes	ADJ	juste
!	SENT	!
<EOS>	<EOS>	<EOS>
quelles	PRO:REL	quel
nouveautés	NOM	nouveauté
m'	PRO:PER	me
offrit	VER:simp	offrir
l'	DET:ART	le
homonculus	NOM	homonculus
Coccoz	NAM	coccoz
!	SENT	!
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
premier	NUM	premier
volume	NOM	volume
qu'	PRO:REL	que
il	PRO:PER	il
me	PRO:PER	me
mit	VER:simp	mettre
dans	PRP	dans
la	DET:ART	le
main	NOM	main
fut	VER:simp	être
l	VER:pper	l
'	PUN	'
Histoire	NAM	histoire
de	PRP	de
la	DET:ART	le
Tour	NAM	tour
de	PRP	de
Nesle	NAM	nesle
,	PUN	,
avec	PRP	avec
les	DET:ART	le
amours	NOM	amour
de	PRP	de
Marguerite	NAM	marguerite
de	PRP	de
Bourgogne	NAM	bourgogne
et	KON	et
du	PRP:det	du
capitaine	NOM	capitaine
Buridan	NAM	buridan
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
C'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
livre	NOM	livre
historique	ADJ	historique
,	PUN	,
me	PRO:PER	me
dit-il	NOM	dit-il
en	PRP	en
souriant	VER:ppre	sourire
,	PUN	,
un	DET:ART	un
livre	NOM	livre
d'	PRP	de
histoire	NOM	histoire
véritable	ADJ	véritable
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
En	PRP	en
ce	PRO:DEM	ce
cas	NOM	cas
,	PUN	,
répondis	VER:simp	répondre
-je	PRO:PER	je
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
très	ADV	très
ennuyeux	ADJ	ennuyeux
,	PUN	,
car	KON	car
les	DET:ART	le
livres	NOM	livre
d'	PRP	de
histoire	NOM	histoire
qui	PRO:REL	qui
ne	ADV	ne
mentent	VER:pres	mentir
pas	ADV	pas
sont	VER:pres	être
tous	PRO:IND	tout
fort	NOM	fort
maussades	ADJ	maussade
.	SENT	.
<EOS>	<EOS>	<EOS>
J'	PRO:PER	je
en	PRO:PER	en
écris	VER:pres	écrire
moi	PRO:PER	moi
-même	ADJ	même
de	PRP	de
véridiques	ADJ	véridique
,	PUN	,
et	KON	et
si	KON	si
,	PUN	,
pour	PRP	pour
votre	DET:POS	votre
malheur	NOM	malheur
,	PUN	,
vous	PRO:PER	vous
présentiez	VER:impf	présenter
quelqu'un	PRO:IND	quelqu'un
de	PRP	de
ceux	PRO:DEM	celui
-là	ADV	là
de	PRP	de
porte	NOM	porte
en	PRP	en
porte	NOM	porte
,	PUN	,
vous	PRO:PER	vous
risqueriez	VER:cond	risquer
de	PRP	de
le	PRO:PER	le
garder	VER:infi	garder
toute	PRO:IND	tout
votre	DET:POS	votre
vie	NOM	vie
dans	PRP	dans
votre	DET:POS	votre
serge	NOM	serge
verte	ADJ	vert
,	PUN	,
sans	PRP	sans
jamais	ADV	jamais
trouver	VER:infi	trouver
une	DET:ART	un
cuisinière	NOM	cuisinier|cuisinière
assez	ADV	assez
mal	ADV	mal
avisée	VER:pper	aviser
pour	KON	pour
vous	PRO:PER	vous
l'	PRO:PER	la|le
acheter	VER:infi	acheter
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Certainement	ADV	certainement
,	PUN	,
monsieur	NOM	monsieur
,	PUN	,
me	PRO:PER	me
répondit	VER:simp	répondre
le	DET:ART	le
petit	ADJ	petit
homme	NOM	homme
,	PUN	,
par	PRP	par
pure	ADJ	pur
complaisance	NOM	complaisance
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
,	PUN	,
tout	ADV	tout
en	PRO:PER	en
souriant	VER:ppre	sourire
,	PUN	,
il	PRO:PER	il
m'	PRO:PER	me
offrit	VER:simp	offrir
les	DET:ART	le
Amours	NAM	amours
d'	PRP	de
Héloïse	NAM	héloïse
et	KON	et
d'	PRP	de
Abélard	NAM	abélard
,	PUN	,
mais	KON	mais
je	PRO:PER	je
lui	PRO:PER	lui
fis	VER:simp	faire
comprendre	VER:infi	comprendre
qu'	KON	que
à	PRP	à
mon	DET:POS	mon
âge	NOM	âge
je	PRO:PER	je
n'	ADV	ne
avais	VER:impf	avoir
que	ADV	que
faire	VER:infi	faire
d'	PRP	de
une	DET:ART	un
histoire	NOM	histoire
d'	PRP	de
amour	NOM	amour
.	SENT	.
<EOS>	<EOS>	<EOS>
Souriant	VER:ppre	sourire
encore	ADV	encore
,	PUN	,
il	PRO:PER	il
me	PRO:PER	me
proposa	VER:simp	proposer
la	DET:ART	le
Règle	NOM	règle
des	PRP:det	du
jeux	NOM	jeu
de	PRP	de
société	NOM	société
:	PUN	:
piquet	NOM	piquet
,	PUN	,
bésigue	NOM	bésigue
,	PUN	,
écarté	VER:pper	écarter
,	PUN	,
whist	NOM	whist
,	PUN	,
dés	NOM	dé
,	PUN	,
dames	NOM	dame
,	PUN	,
échecs	NOM	échec|échecs
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Hélas	INT	hélas
!	SENT	!
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
dis	VER:pres	dire
-je	PRO:PER	je
,	PUN	,
si	KON	si
vous	PRO:PER	vous
voulez	VER:pres	vouloir
me	PRO:PER	me
rappeler	VER:infi	rappeler
les	DET:ART	le
règles	NOM	règle|règles
du	PRP:det	du
bésigue	NOM	bésigue
,	PUN	,
rendez	VER:pres	rendre
-moi	PRO:PER	moi
mon	DET:POS	mon
vieil	ADJ	vieux
ami	NOM	ami
Bignan	NAM	bignan
,	PUN	,
avec	PRP	avec
qui	PRO:REL	qui
je	PRO:PER	je
jouais	VER:impf	jouer
aux	PRP:det	au
cartes	NOM	carte
,	PUN	,
chaque	PRO:IND	chaque
soir	NOM	soir
,	PUN	,
avant	PRP	avant
que	KON	que
les	DET:ART	le
cinq	NUM	cinq
académies	NOM	académie
l'	PRO:PER	la|le
eussent	VER:subi	avoir
conduit	VER:pper	conduire
solennellement	ADV	solennellement
au	PRP:det	au
cimetière	NOM	cimetière
,	PUN	,
ou	KON	ou
bien	ADV	bien
encore	ADV	encore
abaissez	VER:pres	abaisser
à	PRP	à
la	DET:ART	le
frivolité	NOM	frivolité
des	PRP:det	du
jeux	NOM	jeu
humains	ADJ	humain
la	DET:ART	le
grave	ADJ	grave
intelligence	NOM	intelligence
d'	PRP	de
Hamilcar	NAM	hamilcar
que	PRO:REL	que
vous	PRO:PER	vous
voyez	VER:pres	voir
dormant	VER:ppre	dormir
sur	PRP	sur
ce	PRO:DEM	ce
coussin	NOM	coussin
,	PUN	,
car	KON	car
il	PRO:PER	il
est	VER:pres	être
aujourd'hui	ADV	aujourd'hui
le	DET:ART	le
seul	ADJ	seul
compagnon	NOM	compagnon
de	PRP	de
mes	DET:POS	mon
soirées	NOM	soirée
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
sourire	NOM	sourire
du	PRP:det	du
petit	ADJ	petit
homme	NOM	homme
devint	VER:simp	devenir
vague	ADJ	vague
et	KON	et
effaré	ADJ	effaré
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Voici	ADV	voici
,	PUN	,
me	PRO:PER	me
dit-il	NOM	dit-il
,	PUN	,
un	DET:ART	un
recueil	NOM	recueil
nouveau	ADJ	nouveau
de	PRP	de
divertissements	NOM	divertissement
de	PRP	de
société	NOM	société
,	PUN	,
facéties	NOM	facétie
et	KON	et
calembours	NOM	calembour
,	PUN	,
avec	PRP	avec
les	DET:ART	le
moyens	NOM	moyen
de	PRP	de
changer	VER:infi	changer
une	DET:ART	un
rose	NOM	rose
rouge	ADJ	rouge
en	PRP	en
rose	NOM	rose
blanche	ADJ	blanc
.	SENT	.
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
lui	PRO:PER	lui
dis	VER:pres	dire
que	KON	que
j'	PRO:PER	je
étais	VER:impf	être
depuis	PRP	depuis
longtemps	ADV	longtemps
brouillé	VER:pper	brouiller
avec	PRP	avec
les	DET:ART	le
roses	NOM	rose
et	KON	et
que	KON	que
,	PUN	,
quant	PRP	quant
aux	PRP:det	au
facéties	NOM	facétie
,	PUN	,
il	PRO:PER	il
me	PRO:PER	me
suffisait	VER:impf	suffire
de	PRP	de
celles	PRO:DEM	celui
que	PRO:REL	que
je	PRO:PER	je
me	PRO:PER	me
permettais	VER:impf	permettre
,	PUN	,
sans	PRP	sans
le	DET:ART	le
savoir	NOM	savoir
,	PUN	,
dans	PRP	dans
le	DET:ART	le
cours	NOM	cour|cours
de	PRP	de
mes	DET:POS	mon
travaux	NOM	travail
scientifiques	ADJ	scientifique
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
homonculus	NOM	homonculus
m'	PRO:PER	me
offrit	VER:simp	offrir
son	DET:POS	son
dernier	ADJ	dernier
livre	NOM	livre
avec	PRP	avec
son	DET:POS	son
dernier	ADJ	dernier
sourire	NOM	sourire
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
me	PRO:PER	me
dit	VER:pres	dire
:	PUN	:
--	PUN	--
Voici	ADV	voici
la	DET:ART	le
Clef	NAM	clef
des	PRP:det	du
songes	NOM	songe
,	PUN	,
avec	PRP	avec
l'	DET:ART	le
explication	NOM	explication
de	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
rêves	NOM	rêve
qu'	PRO:REL	que
on	PRO:PER	on
peut	VER:pres	pouvoir
faire	VER:infi	faire
:	PUN	:
rêve	NOM	rêve
d'	PRP	de
or	NOM	or
,	PUN	,
rêve	NOM	rêve
de	PRP	de
voleur	NOM	voleur
,	PUN	,
rêve	NOM	rêve
