Frontispice	NOM	frontispice
température	NOM	température
de	PRP	de
flamme	NOM	flamme
...	PUN	...
Ils	NOM	ils
n'	ADV	ne
avaient	VER:impf	avoir
rien	ADV	rien
changé	VER:pper	changer
à	PRP	à
leurs	DET:POS	leur
habitudes	NOM	habitude
,	PUN	,
pas	ADV	pas
plus	ADV	plus
qu'	KON	que
à	PRP	à
leurs	DET:POS	leur
costumes	VER:pres	costumer
et	KON	et
partageaient	VER:impf	partager
leur	DET:POS	leur
temps	NOM	temps
entre	PRP	entre
des	PRP:det	du
promenades	NOM	promenade
silencieuses	ADJ	silencieux
sur	PRP	sur
le	DET:ART	le
pont	NOM	pont
et	KON	et
des	PRP:det	du
parties	NOM	partie
de	PRP	de
cartes	NOM	carte
ou	KON	ou
de	PRP	de
dés	NOM	dé
dans	PRP	dans
leurs	DET:POS	leur
cabines	NOM	cabine
.	SENT	.
<EOS>	<EOS>	<EOS>
Nous	PRO:PER	nous
ne	ADV	ne
nous	PRO:PER	nous
intéressions	VER:impf	intéresser
à	PRP	à
rien	NOM	rien
.	SENT	.
<EOS>	<EOS>	<EOS>
Rien	ADV	rien
,	PUN	,
du	PRP:det	du
reste	NOM	reste
,	PUN	,
ne	ADV	ne
nous	PRO:PER	nous
distrayait	VER:impf	distraire
du	PRP:det	du
supplice	NOM	supplice
de	PRP	de
nous	PRO:PER	nous
sentir	VER:infi	sentir
cuire	VER:infi	cuire
avec	PRP	avec
une	DET:ART	un
lenteur	NOM	lenteur
et	KON	et
une	DET:ART	un
régularité	NOM	régularité
de	PRP	de
pot-au-feu	NOM	pot-au-feu
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
paquebot	NOM	paquebot
naviguait	VER:impf	naviguer
au	PRP:det	au
milieu	NOM	milieu
du	PRP:det	du
golfe	NOM	golfe
:	PUN	:
au-dessus	ADV	au-dessus
de	PRP	de
nous	PRO:PER	nous
,	PUN	,
autour	ADV	autour
de	PRP	de
nous	PRO:PER	nous
,	PUN	,
rien	NOM	rien
que	KON	que
le	DET:ART	le
bleu	NOM	bleu
du	PRP:det	du
ciel	NOM	ciel
et	KON	et
le	DET:ART	le
bleu	NOM	bleu
de	PRP	de
la	DET:ART	le
mer	NOM	mer
,	PUN	,
un	DET:ART	un
bleu	NOM	bleu
sombre	ADJ	sombre
,	PUN	,
un	DET:ART	un
bleu	NOM	bleu
de	PRP	de
métal	NOM	métal
chauffé	VER:pper	chauffer
qui	PRO:REL	qui
,	PUN	,
çà	ADV	çà
et	KON	et
là	ADV	là
,	PUN	,
garde	NOM	garde
à	PRP	à
sa	DET:POS	son
surface	NOM	surface
les	DET:ART	le
incandescences	NOM	incandescence
de	PRP	de
la	DET:ART	le
forge	NOM	forge
;	PUN	;
à	PRP	à
peine	NOM	peine
si	KON	si
nous	PRO:PER	nous
distinguions	VER:impf	distinguer
les	DET:ART	le
côtes	NOM	côte
somalies	ADJ	somali
,	PUN	,
la	DET:ART	le
masse	NOM	masse
rouge	ADJ	rouge
,	PUN	,
lointaine	ADJ	lointain
,	PUN	,
en	PRP	en
quelque	PRO:IND	quelque
sorte	NOM	sorte
vaporisée	VER:pper	vaporiser
,	PUN	,
de	PRP	de
ces	PRO:DEM	ce
montagnes	NOM	montagne
de	PRP	de
sable	NOM	sable
ardent	ADJ	ardent
,	PUN	,
où	PRO:REL	où
pas	ADV	pas
un	DET:ART	un
arbre	NOM	arbre
,	PUN	,
pas	ADV	pas
une	DET:ART	un
herbe	NOM	herbe
ne	ADV	ne
poussent	VER:pres	pousser
,	PUN	,
et	KON	et
qui	PRO:REL	qui
enserrent	VER:pres	enserrer
comme	ADV	comme
d'	PRP	de
un	DET:ART	un
brasier	NOM	brasier
,	PUN	,
sans	PRP	sans
cesse	NOM	cesse
en	PRP	en
feu	NOM	feu
,	PUN	,
cette	PRO:DEM	ce
mer	NOM	mer
sinistre	ADJ	sinistre
,	PUN	,
semblable	ADJ	semblable
à	PRP	à
un	DET:ART	un
immense	ADJ	immense
réservoir	NOM	réservoir
d'	PRP	de
eau	NOM	eau
bouillante	ADJ	bouillant
.	SENT	.
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
dois	VER:pres	devoir
dire	VER:infi	dire
que	KON	que
,	PUN	,
durant	PRP	durant
cette	PRO:DEM	ce
traversée	NOM	traversée
,	PUN	,
je	PRO:PER	je
fis	VER:simp	faire
preuve	NOM	preuve
d'	PRP	de
un	DET:ART	un
grand	ADJ	grand
courage	NOM	courage
et	KON	et
que	KON	que
je	PRO:PER	je
réussis	VER:pper	réussir
à	PRP	à
ne	ADV	ne
rien	ADV	rien
montrer	VER:infi	montrer
de	PRP	de
mon	DET:POS	mon
réel	ADJ	réel
état	NOM	état
de	PRP	de
souffrance	NOM	souffrance
...	PUN	...
J'	NAM	j'
y	PRO:PER	y
parvins	VER:simp	parvenir
par	PRP	par
la	DET:ART	le
fatuité	NOM	fatuité
et	KON	et
par	PRP	par
l'	DET:ART	le
amour	NOM	amour
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
hasard	NOM	hasard
--	PUN	--
est	VER:pres	être
-ce	PRO:DEM	ce
bien	NOM	bien
le	DET:ART	le
hasard	NOM	hasard
ou	KON	ou
le	DET:ART	le
capitaine	NOM	capitaine
?	SENT	?
<EOS>	<EOS>	<EOS>
--	PUN	--
m'	PRO:PER	me
avait	VER:impf	avoir
donné	VER:pper	donner
miss	NOM	miss
Clara	NAM	clara
pour	PRP	pour
voisine	NOM	voisin
de	PRP	de
table	NOM	table
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
incident	NOM	incident
de	PRP	de
service	NOM	service
fit	VER:simp	faire
que	KON	que
nous	PRO:PER	nous
liâmes	VER:simp	lier
connaissance	NOM	connaissance
presque	ADV	presque
immédiatement	ADV	immédiatement
...	PUN	...
D'	ADJ	d'
ailleurs	ADV	ailleurs
ma	DET:POS	mon
haute	ADJ	haut
situation	NOM	situation
dans	PRP	dans
la	DET:ART	le
science	NOM	science
,	PUN	,
et	KON	et
la	DET:ART	le
curiosité	NOM	curiosité
dont	PRO:REL	dont
j'	PRO:PER	je
étais	VER:impf	être
l'	DET:ART	le
objet	NOM	objet
,	PUN	,
autorisaient	VER:impf	autoriser
certaines	PRO:IND	certain
dérogations	NOM	dérogation
aux	PRP:det	au
ordinaires	ADJ	ordinaire
conventions	NOM	convention
de	PRP	de
la	DET:ART	le
politesse	NOM	politesse
.	SENT	.
<EOS>	<EOS>	<EOS>
Comme	KON	comme
me	PRO:PER	me
l'	PRO:PER	la|le
avait	VER:impf	avoir
appris	VER:pper	apprendre
le	DET:ART	le
capitaine	NOM	capitaine
,	PUN	,
miss	NOM	miss
Clara	NAM	clara
rentrait	VER:pres	rentraire
en	PRP	en
Chine	NAM	chine
,	PUN	,
après	PRP	après
avoir	VER:infi	avoir
partagé	VER:pper	partager
tout	PRO:IND	tout
son	DET:POS	son
été	NOM	été
entre	PRP	entre
l'	DET:ART	le
Angleterre	NAM	angleterre
,	PUN	,
pour	PRP	pour
ses	DET:POS	son
intérêts	NOM	intérêt
,	PUN	,
l'	DET:ART	le
Allemagne	NAM	allemagne
,	PUN	,
pour	PRP	pour
sa	DET:POS	son
santé	NOM	santé
,	PUN	,
et	KON	et
la	DET:ART	le
France	NAM	france
,	PUN	,
pour	PRP	pour
son	DET:POS	son
plaisir	NOM	plaisir
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
m'	PRO:PER	me
avoua	VER:simp	avouer
que	KON	que
l'	DET:ART	le
Europe	NAM	europe
la	PRO:PER	la
dégoûtait	VER:impf	dégoûter
de	PRP	de
plus	ADV	plus
en	PRP	en
plus	ADV	plus
...	PUN	...
Elle	VER:simp	elle
ne	ADV	ne
pouvait	VER:impf	pouvoir
plus	ADV	plus
supporter	VER:infi	supporter
ses	DET:POS	son
mœurs	NOM	mœurs
étriquées	ADJ	étriqué
,	PUN	,
ses	DET:POS	son
modes	NOM	mode
ridicules	ADJ	ridicule
,	PUN	,
ses	DET:POS	son
paysages	NOM	paysage
frileux	ADJ	frileux
...	PUN	...
Elle	VER:simp	elle
ne	ADV	ne
se	PRO:PER	se
sentait	VER:impf	sentir
heureuse	ADJ	heureux
et	KON	et
libre	ADJ	libre
qu'	KON	que
en	PRP	en
Chine	NAM	chine
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
D'	PRP	de
allure	NOM	allure
très	ADV	très
décidée	VER:pper	décider
,	PUN	,
d'	PRP	de
existence	NOM	existence
très	ADV	très
exceptionnelle	ADJ	exceptionnel
,	PUN	,
causant	ADJ	causant
,	PUN	,
parfois	ADV	parfois
,	PUN	,
à	PRP	à
tort	NOM	tort
et	KON	et
à	PRP	à
travers	NOM	travers
,	PUN	,
parfois	ADV	parfois
avec	PRP	avec
une	DET:ART	un
vive	ADJ	vif
sensation	NOM	sensation
des	PRP:det	du
choses	NOM	chose
,	PUN	,
d'	PRP	de
une	DET:ART	un
gaieté	NOM	gaieté
fébrile	ADJ	fébrile
et	KON	et
poussée	VER:pper	pousser
à	PRP	à
l'	DET:ART	le
étrange	NOM	étrange
,	PUN	,
sentimentale	ADJ	sentimental
et	KON	et
philosophe	ADJ	philosophe
,	PUN	,
ignorante	ADJ	ignorant
et	KON	et
instruite	VER:pper	instruire
,	PUN	,
impure	ADJ	impur
et	KON	et
candide	ADJ	candide
,	PUN	,
mystérieuse	ADJ	mystérieux
,	PUN	,
enfin	ADV	enfin
,	PUN	,
avec	PRP	avec
des	PRP:det	du
trous	NOM	trou
...	PUN	...
des	PRP:det	du
fuites	NOM	fuite
...	PUN	...
des	PRP:det	du
caprices	NOM	caprice
incompréhensibles	ADJ	incompréhensible
,	PUN	,
des	PRP:det	du
volontés	NOM	volonté
terribles	ADJ	terrible
...	PUN	...
elle	PRO:PER	elle
m'	PRO:PER	me
intrigua	VER:simp	intriguer
fort	ADV	fort
,	PUN	,
bien	ADV	bien
qu'	KON	que
il	PRO:PER	il
faille	VER:pres	failler
s'	PRO:PER	se
attendre	VER:infi	attendre
à	PRP	à
tout	PRO:IND	tout
de	PRP	de
l'	DET:ART	le
excentricité	NOM	excentricité
d'	PRP	de
une	DET:ART	un
Anglaise	NAM	anglaise
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
je	PRO:PER	je
ne	ADV	ne
doutai	VER:simp	douter
point	ADV	point
,	PUN	,
dès	PRP	dès
l'	DET:ART	le
abord	NOM	abord
,	PUN	,
moi	PRO:PER	moi
qui	PRO:REL	qui
,	PUN	,
en	PRP	en
fait	NOM	fait
de	PRP	de
femmes	NOM	femme
,	PUN	,
n'	ADV	ne
avais	VER:impf	avoir
jamais	ADV	jamais
rencontré	VER:pper	rencontrer
que	KON	que
des	PRP:det	du
cocottes	NOM	cocotte
parisiennes	ADJ	parisien
,	PUN	,
et	KON	et
,	PUN	,
ce	PRO:DEM	ce
qui	PRO:REL	qui
est	VER:pres	être
pire	ADJ	pire
,	PUN	,
des	PRP:det	du
femmes	NOM	femme
politiques	ADJ	politique
et	KON	et
littéraires	ADJ	littéraire
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
doutai	VER:simp	douter
point	ADV	point
que	KON	que
j'	PRO:PER	je
eusse	VER:subi	avoir
facilement	ADV	facilement
raison	NOM	raison
de	PRP	de
celle	PRO:DEM	celui
-ci	ADV	-ci
,	PUN	,
et	KON	et
je	PRO:PER	je
me	PRO:PER	me
promis	VER:pper	promettre
d'	PRP	de
agrémenter	VER:infi	agrémenter
avec	PRP	avec
elle	PRO:PER	elle
mon	DET:POS	mon
voyage	NOM	voyage
,	PUN	,
d'	PRP	de
une	DET:ART	un
façon	NOM	façon
imprévue	ADJ	imprévu
et	KON	et
charmante	ADJ	charmant
.	SENT	.
<EOS>	<EOS>	<EOS>
Rousse	NOM	rousse
de	PRP	de
cheveux	NOM	cheveu
,	PUN	,
rayonnante	ADJ	rayonnant
de	PRP	de
peau	NOM	peau
,	PUN	,
un	DET:ART	un
rire	NOM	rire
était	VER:impf	être
toujours	ADV	toujours
prêt	ADJ	prêt
à	PRP	à
sonner	VER:infi	sonner
sur	PRP	sur
ses	DET:POS	son
lèvres	NOM	lèvre
charnues	ADJ	charnu
et	KON	et
rouges	ADJ	rouge
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
était	VER:impf	être
vraiment	ADV	vraiment
la	DET:ART	le
joie	NOM	joie
du	PRP:det	du
bord	NOM	bord
,	PUN	,
et	KON	et
comme	KON	comme
l'	DET:ART	le
âme	NOM	âme
de	PRP	de
ce	PRO:DEM	ce
navire	NOM	navire
,	PUN	,
en	PRP	en
marche	NOM	marche
vers	PRP	vers
la	DET:ART	le
folle	ADJ	fou
aventure	NOM	aventure
et	KON	et
la	DET:ART	le
liberté	NOM	liberté
édénique	ADJ	édénique
des	PRP:det	du
pays	NOM	pays
vierges	ADJ	vierge
,	PUN	,
des	PRP:det	du
tropiques	NOM	tropique
de	PRP	de
feu	NOM	feu
...	PUN	...
Ève	NAM	ève
des	PRP:det	du
paradis	NOM	paradis
merveilleux	ADJ	merveilleux
,	PUN	,
fleur	NOM	fleur
elle	PRO:PER	elle
-même	ADJ	même
,	PUN	,
fleur	NOM	fleur
d'	PRP	de
ivresse	NOM	ivresse
,	PUN	,
et	KON	et
fruit	NOM	fruit
savoureux	ADJ	savoureux
de	PRP	de
l'	DET:ART	le
éternel	ADJ	éternel
désir	NOM	désir
,	PUN	,
je	PRO:PER	je
la	PRO:PER	la
voyais	VER:impf	voir
errer	VER:infi	errer
et	KON	et
bondir	VER:infi	bondir
,	PUN	,
parmi	PRP	parmi
les	DET:ART	le
fleurs	NOM	fleur
et	KON	et
les	DET:ART	le
fruits	NOM	fruit
d'	PRP	de
or	NOM	or
des	PRP:det	du
vergers	NOM	verger
primordiaux	ADJ	primordial
,	PUN	,
non	ADV	non
plus	ADV	plus
dans	PRP	dans
ce	PRO:DEM	ce
moderne	ADJ	moderne
costume	NOM	costume
de	PRP	de
piqué	NOM	piqué
blanc	ADJ	blanc
,	PUN	,
qui	PRO:REL	qui
moulait	VER:impf	moudre|mouler
sa	DET:POS	son
taille	NOM	taille
flexible	ADJ	flexible
et	KON	et
renflait	VER:impf	renfler
de	PRP	de
vie	NOM	vie
puissante	ADJ	puissant
son	DET:POS	son
buste	NOM	buste
,	PUN	,
pareil	ADJ	pareil
à	PRP	à
un	DET:ART	un
bulbe	NOM	bulbe
,	PUN	,
mais	KON	mais
dans	PRP	dans
la	DET:ART	le
splendeur	NOM	splendeur
surnaturalisée	VER:pper	surnaturaliser
de	PRP	de
sa	DET:POS	son
nudité	NOM	nudité
biblique	ADJ	biblique
.	SENT	.
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
ne	ADV	ne
tardai	VER:simp	tarder
pas	ADV	pas
à	PRP	à
reconnaître	VER:infi	reconnaître
l'	DET:ART	le
erreur	NOM	erreur
de	PRP	de
mon	DET:POS	mon
diagnostic	NOM	diagnostic
galant	ADJ	galant
et	KON	et
que	KON	que
miss	NOM	miss
Clara	NAM	clara
,	PUN	,
au	PRP:det	au
rebours	NOM	rebours
de	PRP	de
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
avais	VER:impf	avoir
trop	ADV	trop
vaniteusement	ADV	vaniteusement
auguré	VER:pper	augurer
,	PUN	,
était	VER:impf	être
d'	PRP	de
une	DET:ART	un
imprenable	ADJ	imprenable
honnêteté	NOM	honnêteté
...	PUN	...
Loin	NOM	loin
d'	PRP	de
être	VER:infi	être
déçu	VER:pper	décevoir
par	PRP	par
cette	PRO:DEM	ce
constatation	NOM	constatation
,	PUN	,
elle	PRO:PER	elle
ne	ADV	ne
m'	PRO:PER	me
en	PRO:PER	en
parut	VER:simp	paraître
que	KON	que
plus	ADV	plus
jolie	ADJ	joli
et	KON	et
je	PRO:PER	je
conçus	VER:pper	concevoir
un	DET:ART	un
véritable	ADJ	véritable
orgueil	NOM	orgueil
de	PRP	de
ce	PRO:DEM	ce
que	PRO:REL	que
,	PUN	,
pure	ADJ	pur
et	KON	et
vertueuse	ADJ	vertueux
,	PUN	,
elle	PRO:PER	elle
m'	PRO:PER	me
eût	VER:subi	avoir
accueilli	VER:pper	accueillir
,	PUN	,
moi	PRO:PER	moi
,	PUN	,
ignoble	ADJ	ignoble
et	KON	et
débauché	ADJ	débauché
,	PUN	,
avec	PRP	avec
une	DET:ART	un
si	ADV	si
simple	ADJ	simple
et	KON	et
si	ADV	si
gracieuse	ADJ	gracieux
confiance	NOM	confiance
...	PUN	...
Je	PRO:PER	je
ne	ADV	ne
voulais	VER:impf	vouloir
pas	ADV	pas
écouter	VER:infi	écouter
les	DET:ART	le
voix	NOM	voix
intérieures	ADJ	intérieur
qui	PRO:REL	qui
me	PRO:PER	me
criaient	VER:impf	crier
:	PUN	:
«	PUN:cit	«
Cette	NAM	cette
femme	NOM	femme
ment	VER:pres	mentir
...	PUN	...
cette	PRO:DEM	ce
femme	NOM	femme
se	PRO:PER	se
moque	VER:pres	moquer
de	PRP	de
toi	PRO:PER	toi
...	PUN	...
Mais	NAM	mais
regarde	VER:pres	regarder
donc	ADV	donc
,	PUN	,
imbécile	ADJ	imbécile
,	PUN	,
ces	PRO:DEM	ce
yeux	NOM	œil
qui	PRO:REL	qui
ont	VER:pres	avoir
tout	ADV	tout
vu	VER:pper	voir
,	PUN	,
cette	PRO:DEM	ce
bouche	NOM	bouche
qui	PRO:REL	qui
a	VER:pres	avoir
tout	ADV	tout
baisé	VER:pper	baiser
,	PUN	,
ces	PRO:DEM	ce
mains	NOM	main
qui	PRO:REL	qui
ont	VER:pres	avoir
tout	ADV	tout
caressé	VER:pper	caresser
,	PUN	,
cette	PRO:DEM	ce
chair	NOM	chair
qui	PRO:REL	qui
,	PUN	,
tant	ADV	tant
de	PRP	de
fois	NOM	fois
,	PUN	,
a	VER:pres	avoir
frémi	VER:pper	frémir
à	PRP	à
toutes	PRO:IND	tout
les	DET:ART	le
voluptés	NOM	volupté
et	KON	et
dans	PRP	dans
toutes	PRO:IND	tout
les	DET:ART	le
étreintes	NOM	étreinte
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Pure	ADJ	pur
?	SENT	?
...	PUN	...
<EOS>	<EOS>	<EOS>
ah	INT	ah
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
ah	INT	ah
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
ah	INT	ah
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Et	KON	et
ces	PRO:DEM	ce
gestes	NOM	geste
qui	PRO:REL	qui
savent	VER:pres	savoir
?	SENT	?
<EOS>	<EOS>	<EOS>
Et	KON	et
cette	PRO:DEM	ce
mollesse	NOM	mollesse
et	KON	et
cette	PRO:DEM	ce
souplesse	NOM	souplesse
,	PUN	,
et	KON	et
ces	PRO:DEM	ce
flexions	NOM	flexion
du	PRP:det	du
corps	NOM	corps
qui	PRO:REL	qui
gardent	VER:pres	garder
toutes	PRO:IND	tout
les	DET:ART	le
formes	NOM	forme
de	PRP	de
l'	DET:ART	le
enlacement	NOM	enlacement
?	SENT	?
...	PUN	...
<EOS>	<EOS>	<EOS>
et	KON	et
ce	PRO:DEM	ce
buste	NOM	buste
gonflé	ADJ	gonflé
,	PUN	,
comme	KON	comme
une	DET:ART	un
capsule	NOM	capsule
de	PRP	de
fleur	NOM	fleur
saoule	ADJ	saoul
de	PRP	de
pollen	NOM	pollen
?	SENT	?
...	PUN	...
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
...	PUN	...
<EOS>	<EOS>	<EOS>
Non	ADV	non
,	PUN	,
en	PRP	en
vérité	NOM	vérité
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
les	PRO:PER	la|le
écoutais	VER:impf	écouter
pas	ADV	pas
...	PUN	...
<EOS>	<EOS>	<EOS>
Et	KON	et
ce	PRO:DEM	ce
me	PRO:PER	me
fut	VER:simp	être
une	DET:ART	un
sensation	NOM	sensation
délicieusement	ADV	délicieusement
chaste	ADJ	chaste
,	PUN	,
faite	VER:pper	faire
d'	PRP	de
attendrissement	NOM	attendrissement
,	PUN	,
de	PRP	de
reconnaissance	NOM	reconnaissance
,	PUN	,
de	PRP	de
fierté	NOM	fierté
,	PUN	,
une	DET:ART	un
sensation	NOM	sensation
de	PRP	de
reconquête	NOM	reconquête
morale	ADJ	moral
,	PUN	,
d'	PRP	de
entrer	VER:infi	entrer
chaque	PRO:IND	chaque
jour	NOM	jour
,	PUN	,
plus	ADV	plus
avant	ADV	avant
,	PUN	,
dans	PRP	dans
la	DET:ART	le
familiarité	NOM	familiarité
d'	PRP	de
une	DET:ART	un
belle	ADJ	beau
et	KON	et
vertueuse	ADJ	vertueux
personne	NOM	personne
,	PUN	,
dont	PRO:REL	dont
je	PRO:PER	je
me	PRO:PER	me
disais	VER:impf	dire
à	PRP	à
l'	DET:ART	le
avance	NOM	avance
qu'	PRO:REL	que
elle	PRO:PER	elle
ne	ADV	ne
serait	VER:cond	être
jamais	ADV	jamais
rien	ADV	rien
pour	PRP	pour
moi	PRO:PER	moi
...	PUN	...
rien	NOM	rien
qu'	KON	que
une	DET:ART	un
âme	NOM	âme
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Cette	PRO:DEM	ce
idée	NOM	idée
me	PRO:PER	me
relevait	VER:impf	relever
,	PUN	,
me	PRO:PER	me
réhabilitait	VER:impf	réhabiliter
à	PRP	à
mes	DET:POS	mon
propres	ADJ	propre
yeux	NOM	œil
.	SENT	.
<EOS>	<EOS>	<EOS>
Grâce	NOM	grâce
à	PRP	à
ce	PRO:DEM	ce
pur	ADJ	pur
contact	NOM	contact
quotidien	ADJ	quotidien
,	PUN	,
je	PRO:PER	je
gagnais	VER:impf	gagner
,	PUN	,
oui	INT	oui
,	PUN	,
je	PRO:PER	je
gagnais	VER:impf	gagner
de	PRP	de
l'	DET:ART	le
estime	NOM	estime
envers	PRP	envers
moi	NOM	moi
-même	ADJ	même
.	SENT	.
<EOS>	<EOS>	<EOS>
Toute	PRO:IND	tout
la	DET:ART	le
boue	NOM	boue
de	PRP	de
mon	DET:POS	mon
passé	NOM	passé
se	PRO:PER	se
transformait	VER:impf	transformer
en	PRP	en
lumineux	ADJ	lumineux
azur	NOM	azur
...	PUN	...
et	KON	et
j'	PRO:PER	je
entrevoyais	VER:impf	entrevoir
l'	DET:ART	le
avenir	NOM	avenir
à	PRP	à
travers	NOM	travers
la	DET:ART	le
tranquille	ADJ	tranquille
,	PUN	,
la	DET:ART	le
limpide	ADJ	limpide
émeraude	NOM	émeraude
des	PRP:det	du
bonheurs	NOM	bonheur
réguliers	ADJ	régulier
...	PUN	...
Oh	NAM	oh
!	SENT	!
<EOS>	<EOS>	<EOS>
comme	ADV	comme
Eugène	NAM	eugène
Mortain	NAM	mortain
,	PUN	,
Mme	NOM	madame
G	ADJ	g
...	PUN	...
et	KON	et
leurs	DET:POS	leur
pareils	NOM	pareil
étaient	VER:impf	être
loin	ADV	loin
de	PRP	de
moi	PRO:PER	moi
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Comme	ADV	comme
toutes	PRO:IND	tout
ces	PRO:DEM	ce
figures	NOM	figure
de	PRP	de
grimaçants	ADJ	grimaçant
fantômes	NOM	fantôme
se	PRO:PER	se
fondaient	VER:impf	fonder|fondre
,	PUN	,
à	PRP	à
toutes	PRO:IND	tout
les	DET:ART	le
minutes	NOM	minute
,	PUN	,
davantage	ADV	davantage
,	PUN	,
sous	PRP	sous
le	DET:ART	le
céleste	ADJ	céleste
regard	NOM	regard
de	PRP	de
cette	PRO:DEM	ce
créature	NOM	créature
lustrale	ADJ	lustral
,	PUN	,
par	PRP	par
qui	PRO:REL	qui
je	PRO:PER	je
me	PRO:PER	me
révélais	VER:impf	révéler
à	PRP	à
moi	NOM	moi
-même	ADJ	même
un	DET:ART	un
homme	NOM	homme
nouveau	ADJ	nouveau
,	PUN	,
avec	PRP	avec
des	PRP:det	du
générosités	NOM	générosité
,	PUN	,
des	PRP:det	du
tendresses	NOM	tendresse
,	PUN	,
des	PRP:det	du
élans	NOM	élan
que	KON	que
je	PRO:PER	je
ne	ADV	ne
m'	PRO:PER	me
étais	VER:impf	être
jamais	ADV	jamais
connus	VER:pper	connaître
.	SENT	.
<EOS>	<EOS>	<EOS>
Ô	INT	ô
l'	DET:ART	le
ironie	NOM	ironie
des	PRP:det	du
attendrissements	NOM	attendrissement
d'	PRP	de
amour	NOM	amour
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Ô	INT	ô
la	DET:ART	le
comédie	NOM	comédie
des	PRP:det	du
enthousiasmes	NOM	enthousiasme
qui	PRO:REL	qui
sont	VER:pres	être
dans	PRP	dans
l'	DET:ART	le
âme	NOM	âme
humaine	ADJ	humain
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
Bien	ADV	bien
des	PRP:det	du
fois	NOM	fois
,	PUN	,
près	ADV	près
de	PRP	de
Clara	NAM	clara
,	PUN	,
je	PRO:PER	je
crus	VER:pper	croire|croître
à	PRP	à
la	DET:ART	le
réalité	NOM	réalité
,	PUN	,
à	PRP	à
la	DET:ART	le
grandeur	NOM	grandeur
de	PRP	de
ma	DET:POS	mon
mission	NOM	mission
,	PUN	,
et	KON	et
que	PRO:REL	que
j'	PRO:PER	je
avais	VER:impf	avoir
en	PRP	en
moi	PRO:PER	moi
le	DET:ART	le
génie	NOM	génie
de	PRP	de
révolutionner	VER:infi	révolutionner
toutes	PRO:IND	tout
les	DET:ART	le
embryologies	NOM	embryologie
de	PRP	de
toutes	PRO:IND	tout
les	DET:ART	le
planètes	NOM	planète
de	PRP	de
l'	DET:ART	le
Univers	NAM	univers
...	PUN	...
Nous	PRO:PER	nous
en	PRO:PER	en
arrivâmes	VER:simp	arriver
vite	ADV	vite
aux	PRP:det	au
confidences	NOM	confidence
...	PUN	...
En	VER:ppre	en
une	DET:ART	un
série	NOM	série
de	PRP	de
mensonges	NOM	mensonge
,	PUN	,
habilement	ADV	habilement
mesurés	VER:pper	mesurer
,	PUN	,
qui	PRO:REL	qui
étaient	VER:impf	être
,	PUN	,
d'	PRP	de
une	DET:ART	un
part	NOM	part
,	PUN	,
de	PRP	de
la	DET:ART	le
vanité	NOM	vanité
,	PUN	,
d'	PRP	de
autre	ADJ	autre
part	NOM	part
,	PUN	,
un	DET:ART	un
bien	ADV	bien
naturel	ADJ	naturel
désir	NOM	désir
de	PRP	de
ne	ADV	ne
pas	ADV	pas
me	PRO:PER	me
déprécier	VER:infi	déprécier
dans	PRP	dans
l'	DET:ART	le
esprit	NOM	esprit
de	PRP	de
mon	DET:POS	mon
amie	NOM	ami
,	PUN	,
je	PRO:PER	je
me	PRO:PER	me
montrai	VER:simp	montrer
tout	ADV	tout
à	PRP	à
mon	DET:POS	mon
avantage	NOM	avantage
en	PRP	en
mon	DET:POS	mon
rôle	NOM	rôle
de	PRP	de
savant	NOM	savant
,	PUN	,
narrant	VER:ppre	narrer
mes	DET:POS	mon
découvertes	NOM	découverte
biologiques	ADJ	biologique
,	PUN	,
mes	DET:POS	mon
succès	NOM	succès
d'	PRP	de
académie	NOM	académie
,	PUN	,
tout	PRO:IND	tout
l'	DET:ART	le
espoir	NOM	espoir
que	KON	que
les	DET:ART	le
plus	ADV	plus
illustres	ADJ	illustre
hommes	NOM	homme
de	PRP	de
science	NOM	science
fondaient	VER:impf	fonder|fondre
sur	PRP	sur
ma	DET:POS	mon
méthode	NOM	méthode
et	KON	et
sur	PRP	sur
mon	DET:POS	mon
voyage	NOM	voyage
.	SENT	.
