Chapitre	NOM	chapitre
précises	ADJ	précis
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
instant	NOM	instant
,	PUN	,
ils	PRO:PER	il
se	PRO:PER	se
turent	VER:simp	taire
,	PUN	,
levant	VER:ppre	lever
la	DET:ART	le
tête	NOM	tête
,	PUN	,
fouillant	VER:ppre	fouiller
l'	DET:ART	le
ombre	NOM	ombre
des	PRP:det	du
loges	NOM	loge
.	SENT	.
<EOS>	<EOS>	<EOS>
Mais	KON	mais
le	DET:ART	le
papier	NOM	papier
vert	ADJ	vert
dont	PRO:REL	dont
elles	PRO:PER	elle
étaient	VER:impf	être
tapissées	VER:pper	tapisser
les	PRO:PER	la|le
assombrissait	VER:impf	assombrir
encore	ADV	encore
.	SENT	.
<EOS>	<EOS>	<EOS>
En	PRP	en
bas	ADV	bas
,	PUN	,
sous	PRP	sous
la	DET:ART	le
galerie	NOM	galerie
,	PUN	,
les	DET:ART	le
baignoires	NOM	baignoire
s'	PRO:PER	se
enfonçaient	VER:impf	enfoncer
dans	PRP	dans
une	DET:ART	un
nuit	NOM	nuit
complète	ADJ	complet
.	SENT	.
<EOS>	<EOS>	<EOS>
Aux	PRP:det	au
loges	NOM	loge
de	PRP	de
balcon	NOM	balcon
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
qu'	KON	que
une	DET:ART	un
grosse	ADJ	gros
dame	NOM	dame
,	PUN	,
échouée	VER:pper	échouer
sur	PRP	sur
le	DET:ART	le
velours	NOM	velours
de	PRP	de
la	DET:ART	le
rampe	NOM	rampe
.	SENT	.
<EOS>	<EOS>	<EOS>
À	PRP	à
droite	NOM	droit|droite
et	KON	et
à	PRP	à
gauche	ADJ	gauche
,	PUN	,
entre	PRP	entre
de	PRP	de
hautes	ADJ	haut
colonnes	NOM	colonne
,	PUN	,
les	DET:ART	le
avant-scènes	NOM	avant-scène
restaient	VER:impf	rester
vides	ADJ	vide
,	PUN	,
drapées	VER:pper	draper
de	PRP	de
lambrequins	NOM	lambrequin
à	PRP	à
longues	ADJ	longue
franges	NOM	frange
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
salle	NOM	salle
blanche	ADJ	blanc
et	KON	et
or	NOM	or
,	PUN	,
relevée	VER:pper	relever
de	PRP	de
vert	NOM	vert
tendre	ADJ	tendre
,	PUN	,
s'	PRO:PER	se
effaçait	VER:impf	effacer
,	PUN	,
comme	ADV	comme
emplie	VER:pper	emplir
d'	PRP	de
une	DET:ART	un
fine	ADJ	fin
poussière	NOM	poussière
par	PRP	par
les	DET:ART	le
flammes	NOM	flamme
courtes	ADJ	court
du	PRP:det	du
grand	ADJ	grand
lustre	NOM	lustre
de	PRP	de
cristal	NOM	cristal
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Est	VER:pres	être
-ce	PRO:DEM	ce
que	PRO:REL	que
tu	PRO:PER	tu
as	VER:pres	avoir
eu	VER:pper	avoir
ton	DET:POS	ton
avant-scène	NOM	avant-scène
pour	PRP	pour
Lucy	NAM	lucy
?	SENT	?
<EOS>	<EOS>	<EOS>
demanda	VER:simp	demander
Hector	NAM	hector
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Oui	INT	oui
,	PUN	,
répondit	VER:simp	répondre
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
mais	KON	mais
ça	PRO:DEM	cela
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
été	VER:pper	être
sans	PRP	sans
peine	NOM	peine
...	PUN	...
Oh	NAM	oh
!	SENT	!
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
a	VER:pres	avoir
pas	ADV	pas
de	PRP	de
danger	NOM	danger
que	KON	que
Lucy	NAM	lucy
vienne	VER:subp	venir
trop	ADV	trop
tôt	ADV	tôt
,	PUN	,
elle	PRO:PER	elle
!	SENT	!
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
étouffa	VER:simp	étouffer
un	DET:ART	un
léger	ADJ	léger
bâillement	NOM	bâillement
,	PUN	,
puis	ADV	puis
,	PUN	,
après	PRP	après
un	DET:ART	un
silence	NOM	silence
:	PUN	:
--	PUN	--
Tu	PRO:PER	tu
as	VER:pres	avoir
de	PRP	de
la	DET:ART	le
chance	NOM	chance
,	PUN	,
toi	PRO:PER	toi
qui	PRO:REL	qui
n'	ADV	ne
as	VER:pres	avoir
pas	ADV	pas
encore	ADV	encore
vu	VER:pper	voir
de	PRP	de
première	NUM	premier
...	PUN	...
La	DET:ART	le
Blonde	NAM	blonde
Vénus	NAM	vénus
sera	VER:futu	être
l'	DET:ART	le
événement	NOM	événement
de	PRP	de
l'	DET:ART	le
année	NOM	année
.	SENT	.
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
en	PRO:PER	en
parle	VER:pres	parler
depuis	PRP	depuis
six	NUM	six
mois	NOM	moi|mois
.	SENT	.
<EOS>	<EOS>	<EOS>
Ah	INT	ah
!	SENT	!
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
cher	ADJ	cher
,	PUN	,
une	DET:ART	un
musique	NOM	musique
!	SENT	!
<EOS>	<EOS>	<EOS>
un	DET:ART	un
chien	NOM	chien
!	SENT	!
...	PUN	...
Bordenave	NAM	bordenave
,	PUN	,
qui	PRO:REL	qui
sait	VER:pres	savoir
son	DET:POS	son
affaire	NOM	affaire
,	PUN	,
a	VER:pres	avoir
gardé	VER:pper	garder
ça	PRO:DEM	cela
pour	PRP	pour
l'	DET:ART	le
Exposition	NOM	exposition
.	SENT	.
<EOS>	<EOS>	<EOS>
Hector	NAM	hector
écoutait	VER:impf	écouter
religieusement	ADV	religieusement
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
posa	VER:simp	poser
une	DET:ART	un
question	NOM	question
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Et	KON	et
Nana	NAM	nana
,	PUN	,
l'	DET:ART	le
étoile	NOM	étoile
nouvelle	ADJ	nouveau
,	PUN	,
qui	PRO:REL	qui
doit	VER:pres	devoir
jouer	VER:infi	jouer
Vénus	NAM	vénus
,	PUN	,
est	VER:pres	être
-ce	PRO:DEM	ce
que	PRO:REL	que
tu	PRO:PER	tu
la	PRO:PER	la
connais	VER:pres	connaître
?	SENT	?
<EOS>	<EOS>	<EOS>
--	PUN	--
Allons	VER:pres	aller
,	PUN	,
bon	ADJ	bon
!	SENT	!
<EOS>	<EOS>	<EOS>
ça	PRO:DEM	cela
va	VER:pres	aller
recommencer	VER:infi	recommencer
!	SENT	!
<EOS>	<EOS>	<EOS>
cria	VER:simp	crier
Fauchery	NAM	fauchery
en	PRP	en
jetant	VER:ppre	jeter
les	DET:ART	le
bras	NOM	bras
en	PRP	en
l'	DET:ART	le
air	NOM	air
.	SENT	.
<EOS>	<EOS>	<EOS>
Depuis	PRP	depuis
ce	PRO:DEM	ce
matin	NOM	matin
,	PUN	,
on	PRO:PER	on
m'	PRO:PER	me
assomme	VER:pres	assommer
avec	PRP	avec
Nana	NAM	nana
.	SENT	.
<EOS>	<EOS>	<EOS>
J'	PRO:PER	je
ai	VER:pres	avoir
rencontré	VER:pper	rencontrer
plus	ADV	plus
de	PRP	de
vingt	NUM	vingt
personnes	NOM	personne
,	PUN	,
et	KON	et
Nana	NAM	nana
par	PRP	par
-ci	ADV	-ci
,	PUN	,
et	KON	et
Nana	NAM	nana
par	PRP	par
-là	ADV	là
!	SENT	!
<EOS>	<EOS>	<EOS>
Est	VER:pres	être
-ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
sais	VER:pres	savoir
,	PUN	,
moi	PRO:PER	moi
!	SENT	!
<EOS>	<EOS>	<EOS>
est	VER:pres	être
-ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
connais	VER:pres	connaître
toutes	PRO:IND	tout
les	DET:ART	le
filles	NOM	fille
de	PRP	de
Paris	NAM	paris
!	SENT	!
...	PUN	...
Nana	NAM	nana
est	VER:pres	être
une	DET:ART	un
invention	NOM	invention
de	PRP	de
Bordenave	NAM	bordenave
.	SENT	.
<EOS>	<EOS>	<EOS>
Ça	PRO:DEM	cela
doit	VER:pres	devoir
être	VER:infi	être
du	PRP:det	du
propre	ADJ	propre
!	SENT	!
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
se	PRO:PER	se
calma	VER:simp	calmer
.	SENT	.
<EOS>	<EOS>	<EOS>
Mais	KON	mais
le	DET:ART	le
vide	NOM	vide
de	PRP	de
la	DET:ART	le
salle	NOM	salle
,	PUN	,
le	DET:ART	le
demi-jour	NOM	demi-jour
du	PRP:det	du
lustre	NOM	lustre
,	PUN	,
ce	PRO:DEM	ce
recueillement	NOM	recueillement
d'	PRP	de
église	NOM	église
plein	ADJ	plein
de	PRP	de
voix	NOM	voix
chuchotantes	ADJ	chuchotantes
et	KON	et
de	PRP	de
battements	NOM	battement
de	PRP	de
porte	NOM	porte
l'	PRO:PER	la|le
agaçaient	VER:impf	agacer
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Ah	INT	ah
!	SENT	!
<EOS>	<EOS>	<EOS>
non	ADV	non
,	PUN	,
dit-il	NOM	dit-il
tout	ADV	tout
à	PRP	à
coup	NOM	coup
,	PUN	,
on	PRO:PER	on
se	PRO:PER	se
fait	VER:pres	faire
trop	ADV	trop
vieux	ADJ	vieux
,	PUN	,
ici	ADV	ici
.	SENT	.
<EOS>	<EOS>	<EOS>
Moi	PRO:PER	moi
,	PUN	,
je	PRO:PER	je
sors	VER:pres	sortir
...	PUN	...
Nous	PRO:PER	nous
allons	VER:pres	aller
peut-être	ADV	peut-être
trouver	VER:infi	trouver
Bordenave	NOM	bordenave
en	PRP	en
bas	NOM	bas
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
nous	PRO:PER	nous
donnera	VER:futu	donner
des	PRP:det	du
détails	NOM	détail
.	SENT	.
<EOS>	<EOS>	<EOS>
En	PRP	en
bas	ADV	bas
,	PUN	,
dans	PRP	dans
le	DET:ART	le
grand	ADJ	grand
vestibule	NOM	vestibule
dallé	VER:pper	daller
de	PRP	de
marbre	NOM	marbre
,	PUN	,
où	PRO:REL	où
était	VER:impf	être
installé	VER:pper	installer
le	DET:ART	le
contrôle	NOM	contrôle
,	PUN	,
le	DET:ART	le
public	NOM	public
commençait	VER:impf	commencer
à	PRP	à
se	PRO:PER	se
montrer	VER:infi	montrer
.	SENT	.
<EOS>	<EOS>	<EOS>
Par	PRP	par
les	DET:ART	le
trois	NUM	trois
grilles	NOM	grille
ouvertes	VER:pper	ouvrir
,	PUN	,
on	PRO:PER	on
voyait	VER:impf	voir
passer	VER:infi	passer
la	DET:ART	le
vie	NOM	vie
ardente	ADJ	ardent
des	PRP:det	du
boulevards	NOM	boulevard
,	PUN	,
qui	PRO:REL	qui
grouillaient	VER:impf	grouiller
et	KON	et
flambaient	VER:impf	flamber
sous	PRP	sous
la	DET:ART	le
belle	ADJ	beau
nuit	NOM	nuit
d'	PRP	de
avril	NOM	avril
.	SENT	.
<EOS>	<EOS>	<EOS>
Des	PRP:det	du
roulements	NOM	roulement
de	PRP	de
voiture	NOM	voiture
s'	PRO:PER	se
arrêtaient	VER:impf	arrêter
court	ADV	court
,	PUN	,
des	PRP:det	du
portières	NOM	portier|portière
se	PRO:PER	se
refermaient	VER:impf	refermer
bruyamment	ADV	bruyamment
,	PUN	,
et	KON	et
du	PRP:det	du
monde	NOM	monde
entrait	VER:impf	entrer
,	PUN	,
par	PRP	par
petits	ADJ	petit
groupes	NOM	groupe
,	PUN	,
stationnant	VER:ppre	stationner
devant	PRP	devant
le	DET:ART	le
contrôle	NOM	contrôle
,	PUN	,
montant	VER:ppre	monter
,	PUN	,
au	PRP:det	au
fond	NOM	fond
,	PUN	,
le	DET:ART	le
double	ADJ	double
escalier	NOM	escalier
,	PUN	,
où	PRO:REL	où
les	DET:ART	le
femmes	NOM	femme
s'	PRO:PER	se
attardaient	VER:impf	attarder
avec	PRP	avec
un	DET:ART	un
balancement	NOM	balancement
de	PRP	de
la	DET:ART	le
taille	NOM	taille
.	SENT	.
<EOS>	<EOS>	<EOS>
Dans	PRP	dans
la	DET:ART	le
clarté	NOM	clarté
crue	VER:pper	croire|croître
du	PRP:det	du
gaz	NOM	gaz
,	PUN	,
sur	PRP	sur
la	DET:ART	le
nudité	NOM	nudité
blafarde	ADJ	blafard
de	PRP	de
cette	PRO:DEM	ce
salle	NOM	salle
dont	PRO:REL	dont
une	DET:ART	un
maigre	ADJ	maigre
décoration	NOM	décoration
Empire	NAM	empire
faisait	VER:impf	faire
un	DET:ART	un
péristyle	NOM	péristyle
de	PRP	de
temple	NOM	temple
en	PRP	en
carton	NOM	carton
,	PUN	,
de	PRP	de
hautes	ADJ	haut
affiches	NOM	affiche
jaunes	ADJ	jaune
s'	PRO:PER	se
étalaient	VER:impf	étaler
violemment	ADV	violemment
,	PUN	,
avec	PRP	avec
le	DET:ART	le
nom	NOM	nom
de	PRP	de
Nana	NAM	nana
en	PRP	en
grosses	ADJ	gros
lettres	NOM	lettre
noires	ADJ	noir
.	SENT	.
<EOS>	<EOS>	<EOS>
Des	PRP:det	du
messieurs	NOM	messieurs
,	PUN	,
comme	ADV	comme
accrochés	VER:pper	accrocher
au	PRP:det	au
passage	NOM	passage
,	PUN	,
les	PRO:PER	la|le
lisaient	VER:impf	lire|liser
;	PUN	;
d'	PRP	de
autres	ADJ	autre
,	PUN	,
debout	ADV	debout
,	PUN	,
causaient	VER:impf	causer
,	PUN	,
barrant	VER:ppre	barrer
les	DET:ART	le
portes	NOM	porte
;	PUN	;
tandis	KON	tandis
que	KON	que
,	PUN	,
près	ADV	près
du	PRP:det	du
bureau	NOM	bureau
de	PRP	de
location	NOM	location
,	PUN	,
un	DET:ART	un
homme	NOM	homme
épais	ADJ	épais
,	PUN	,
à	PRP	à
large	ADJ	large
face	NOM	face
rasée	VER:pper	raser
,	PUN	,
répondait	VER:impf	répondre
brutalement	ADV	brutalement
aux	PRP:det	au
personnes	NOM	personne
qui	PRO:REL	qui
insistaient	VER:impf	insister
pour	PRP	pour
avoir	VER:infi	avoir
des	PRP:det	du
places	NOM	place
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Voilà	ADV	voilà
Bordenave	ADJ	bordenave
,	PUN	,
dit	VER:pres	dire
Fauchery	NAM	fauchery
,	PUN	,
en	PRP	en
descendant	VER:ppre	descendre
l'	DET:ART	le
escalier	NOM	escalier
.	SENT	.
<EOS>	<EOS>	<EOS>
Mais	KON	mais
le	DET:ART	le
directeur	NOM	directeur
l'	PRO:PER	la|le
avait	VER:impf	avoir
aperçu	VER:pper	apercevoir
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Eh	INT	eh
!	SENT	!
<EOS>	<EOS>	<EOS>
vous	PRO:PER	vous
êtes	VER:pres	être
gentil	ADJ	gentil
!	SENT	!
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
cria-t-il	VER:cond	cria-t-il
de	PRP	de
loin	ADV	loin
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
est	VER:pres	être
comme	ADV	comme
ça	PRO:DEM	cela
que	PRO:REL	que
vous	PRO:PER	vous
m'	PRO:PER	me
avez	VER:pres	avoir
fait	VER:pper	faire
une	DET:ART	un
chronique	NOM	chronique
...	PUN	...
J'	NAM	j'
ai	VER:pres	avoir
ouvert	VER:pper	ouvrir
ce	PRO:DEM	ce
matin	NOM	matin
Le	DET:ART	le
Figaro	NAM	figaro
.	SENT	.
<EOS>	<EOS>	<EOS>
Rien	NOM	rien
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Attendez	VER:pres	attendre
donc	ADV	donc
!	SENT	!
<EOS>	<EOS>	<EOS>
répondit	VER:simp	répondre
Fauchery	NAM	fauchery
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
faut	VER:pres	falloir
bien	ADV	bien
que	KON	que
je	PRO:PER	je
connaisse	VER:subp	connaître
votre	DET:POS	votre
Nana	NAM	nana
,	PUN	,
avant	PRP	avant
de	PRP	de
parler	VER:infi	parler
d'	PRP	de
elle	PRO:PER	elle
...	PUN	...
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
rien	ADV	rien
promis	VER:pper	promettre
,	PUN	,
d'	PRP	de
ailleurs	ADV	ailleurs
.	SENT	.
<EOS>	<EOS>	<EOS>
Puis	ADV	puis
,	PUN	,
pour	PRP	pour
couper	VER:infi	couper
court	ADV	court
,	PUN	,
il	PRO:PER	il
présenta	VER:simp	présenter
son	DET:POS	son
cousin	NOM	cousin
,	PUN	,
M	VER:pper	m
.	SENT	.
Hector	NAM	hector
de	PRP	de
La	DET:ART	le
Faloise	NAM	faloise
,	PUN	,
un	DET:ART	un
jeune	ADJ	jeune
homme	NOM	homme
qui	PRO:REL	qui
venait	VER:impf	venir
achever	VER:infi	achever
son	DET:POS	son
éducation	NOM	éducation
à	PRP	à
Paris	NAM	paris
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
directeur	NOM	directeur
pesa	VER:simp	peser
le	DET:ART	le
jeune	ADJ	jeune
homme	NOM	homme
d'	PRP	de
un	DET:ART	un
coup	NOM	coup
d'	PRP	de
œil	NOM	œil
.	SENT	.
<EOS>	<EOS>	<EOS>
Mais	KON	mais
Hector	NAM	hector
l'	PRO:PER	la|le
examinait	VER:impf	examiner
avec	PRP	avec
émotion	NOM	émotion
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
donc	ADV	donc
là	ADV	là
ce	PRO:DEM	ce
Bordenave	NOM	bordenave
,	PUN	,
ce	PRO:DEM	ce
montreur	NOM	montreur
de	PRP	de
femmes	NOM	femme
qui	PRO:REL	qui
les	PRO:PER	la|le
traitait	VER:impf	traiter
en	PRP	en
garde-chiourme	NOM	garde-chiourme
,	PUN	,
ce	PRO:DEM	ce
cerveau	NOM	cerveau
toujours	ADV	toujours
fumant	ADJ	fumant
de	PRP	de
quelque	PRO:IND	quelque
réclame	NOM	réclame
,	PUN	,
criant	ADJ	criant
,	PUN	,
crachant	VER:ppre	cracher
,	PUN	,
se	PRO:PER	se
tapant	VER:ppre	taper
sur	PRP	sur
les	DET:ART	le
cuisses	NOM	cuisse
,	PUN	,
cynique	ADJ	cynique
,	PUN	,
et	KON	et
ayant	VER:ppre	avoir
un	DET:ART	un
esprit	NOM	esprit
de	PRP	de
gendarme	NOM	gendarme
!	SENT	!
<EOS>	<EOS>	<EOS>
Hector	NAM	hector
crut	VER:simp	croire
qu'	KON	que
il	PRO:PER	il
devait	VER:impf	devoir
chercher	VER:infi	chercher
une	DET:ART	un
phrase	NOM	phrase
aimable	ADJ	aimable
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Votre	DET:POS	votre
théâtre	NOM	théâtre
...	PUN	...
commença-t-il	NOM	commença-t-il
d'	PRP	de
une	DET:ART	un
voix	NOM	voix
flûtée	ADJ	flûté
.	SENT	.
<EOS>	<EOS>	<EOS>
Bordenave	NAM	bordenave
l'	PRO:PER	la|le
interrompit	VER:simp	interrompre
tranquillement	ADV	tranquillement
,	PUN	,
d'	PRP	de
un	DET:ART	un
mot	NOM	mot
cru	VER:pper	croire
,	PUN	,
en	PRP	en
homme	NOM	homme
qui	PRO:REL	qui
aime	VER:pres	aimer
les	DET:ART	le
situations	NOM	situation
franches	ADJ	franc
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Dites	VER:pper	dire
mon	DET:POS	mon
bordel	NOM	bordel
.	SENT	.
<EOS>	<EOS>	<EOS>
Alors	ADV	alors
,	PUN	,
Fauchery	NAM	fauchery
eut	VER:simp	avoir
un	DET:ART	un
rire	NOM	rire
approbatif	ADJ	approbatif
,	PUN	,
tandis	KON	tandis
que	KON	que
La	DET:ART	le
Faloise	NOM	faloise
restait	VER:impf	rester
avec	PRP	avec
son	DET:POS	son
compliment	NOM	compliment
étranglé	VER:pper	étrangler
dans	PRP	dans
la	DET:ART	le
gorge	NOM	gorge
,	PUN	,
très	ADV	très
choqué	VER:pper	choquer
,	PUN	,
essayant	VER:ppre	essayer
de	PRP	de
paraître	VER:infi	paraître
goûter	VER:infi	goûter
le	DET:ART	le
mot	NOM	mot
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
directeur	NOM	directeur
s'	PRO:PER	se
était	VER:impf	être
précipité	VER:pper	précipiter
pour	PRP	pour
donner	VER:infi	donner
une	DET:ART	un
poignée	NOM	poignée
