PREMIÈRE	NUM	premier
lui	PRO:PER	lui
restait	VER:impf	rester
juste	ADJ	juste
en	PRP	en
poche	NOM	poche
trois	NUM	trois
francs	NOM	franc
quarante	NUM	quarante
pour	PRP	pour
finir	VER:infi	finir
le	DET:ART	le
mois	NOM	moi|mois
.	SENT	.
<EOS>	<EOS>	<EOS>
Cela	PRO:DEM	cela
représentait	VER:impf	représenter
deux	NUM	deux
dîners	NOM	dîner
sans	PRP	sans
déjeuners	NOM	déjeuner
,	PUN	,
ou	KON	ou
deux	NUM	deux
déjeuners	NOM	déjeuner
sans	PRP	sans
dîners	NOM	dîner
,	PUN	,
au	PRP:det	au
choix	NOM	choix
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
réfléchit	VER:pres	réfléchir
que	KON	que
les	DET:ART	le
repas	NOM	repas
du	PRP:det	du
matin	NOM	matin
étant	VER:ppre	être
de	PRP	de
vingt-deux	NUM	vingt-deux
sous	PRP	sous
,	PUN	,
au	PRP:det	au
lieu	NOM	lieu
de	PRP	de
trente	NOM	trente
que	PRO:REL	que
coûtaient	VER:impf	coûter
ceux	PRO:DEM	celui
du	PRP:det	du
soir	NOM	soir
,	PUN	,
il	PRO:PER	il
lui	PRO:PER	lui
resterait	VER:cond	rester
,	PUN	,
en	PRP	en
se	PRO:PER	se
contentant	VER:ppre	contenter
des	PRP:det	du
déjeuners	NOM	déjeuner
,	PUN	,
un	DET:ART	un
franc	NOM	franc
vingt	NUM	vingt
centimes	NOM	centime
de	PRP	de
boni	NOM	boni
,	PUN	,
ce	PRO:DEM	ce
qui	PRO:REL	qui
représentait	VER:impf	représenter
encore	ADV	encore
deux	NUM	deux
collations	NOM	collation
au	PRP:det	au
pain	NOM	pain
et	KON	et
au	PRP:det	au
saucisson	NOM	saucisson
,	PUN	,
plus	ADV	plus
deux	NUM	deux
bocks	NOM	bock
sur	PRP	sur
le	DET:ART	le
boulevard	NOM	boulevard
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
là	ADV	là
sa	DET:POS	son
grande	ADJ	grand
dépense	NOM	dépense
et	KON	et
son	DET:POS	son
grand	ADJ	grand
plaisir	NOM	plaisir
des	PRP:det	du
nuits	NOM	nuit
;	PUN	;
et	KON	et
il	PRO:PER	il
se	PRO:PER	se
mit	VER:simp	mettre
à	PRP	à
descendre	VER:infi	descendre
la	DET:ART	le
rue	NOM	rue
Notre-Dame-de-Lorette	NAM	notre-dame-de-lorette
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
marchait	VER:impf	marcher
ainsi	ADV	ainsi
qu'	KON	que
au	PRP:det	au
temps	NOM	temps
où	PRO:REL	où
il	PRO:PER	il
portait	VER:impf	porter
l'	DET:ART	le
uniforme	NOM	uniforme
des	PRP:det	du
hussards	NOM	hussard
,	PUN	,
la	DET:ART	le
poitrine	NOM	poitrine
bombée	ADJ	bombé
,	PUN	,
les	DET:ART	le
jambes	NOM	jambe
un	DET:ART	un
peu	ADV	peu
entrouvertes	VER:pper	entrouvrir
comme	KON	comme
s'	PRO:PER	se
il	PRO:PER	il
venait	VER:impf	venir
de	PRP	de
descendre	VER:infi	descendre
de	PRP	de
cheval	NOM	cheval
;	PUN	;
et	KON	et
il	PRO:PER	il
avançait	VER:impf	avancer
brutalement	ADV	brutalement
dans	PRP	dans
la	DET:ART	le
rue	NOM	rue
pleine	ADJ	plein
de	PRP	de
monde	NOM	monde
,	PUN	,
heurtant	VER:ppre	heurter
les	DET:ART	le
épaules	NOM	épaule
,	PUN	,
poussant	VER:ppre	pousser
les	DET:ART	le
gens	NOM	gens
pour	PRP	pour
ne	ADV	ne
point	ADV	point
se	PRO:PER	se
déranger	VER:infi	déranger
de	PRP	de
sa	DET:POS	son
route	NOM	route
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
inclinait	VER:impf	incliner
légèrement	ADV	légèrement
sur	PRP	sur
l'	DET:ART	le
oreille	NOM	oreille
son	DET:POS	son
chapeau	NOM	chapeau
à	PRP	à
haute	ADJ	haut
forme	NOM	forme
assez	ADV	assez
défraîchi	VER:pper	défraîchir
,	PUN	,
et	KON	et
battait	VER:impf	battre
le	DET:ART	le
pavé	NOM	pavé
de	PRP	de
son	DET:POS	son
talon	NOM	talon
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
avait	VER:impf	avoir
l'	DET:ART	le
air	NOM	air
de	PRP	de
toujours	ADV	toujours
défier	VER:infi	défier
quelqu'un	PRO:IND	quelqu'un
,	PUN	,
les	DET:ART	le
passants	NOM	passant
,	PUN	,
les	DET:ART	le
maisons	NOM	maison
,	PUN	,
la	DET:ART	le
ville	NOM	ville
entière	ADJ	entier
,	PUN	,
par	PRP	par
chic	ADJ	chic
de	PRP	de
beau	ADJ	beau
soldat	NOM	soldat
tombé	VER:pper	tomber
dans	PRP	dans
le	DET:ART	le
civil	NOM	civil
.	SENT	.
<EOS>	<EOS>	<EOS>
Quoique	KON	quoique
habillé	VER:pper	habiller
d'	PRP	de
un	DET:ART	un
complet	ADJ	complet
de	PRP	de
soixante	NUM	soixante
francs	NOM	franc
,	PUN	,
il	PRO:PER	il
gardait	VER:impf	garder
une	DET:ART	un
certaine	ADJ	certain
élégance	NOM	élégance
tapageuse	ADJ	tapageur
,	PUN	,
un	DET:ART	un
peu	ADV	peu
commune	ADJ	commun
,	PUN	,
réelle	ADJ	réel
cependant	ADV	cependant
.	SENT	.
<EOS>	<EOS>	<EOS>
Grand	ADJ	grand
,	PUN	,
bien	ADV	bien
fait	VER:pper	faire
,	PUN	,
blond	ADJ	blond
,	PUN	,
d'	PRP	de
un	DET:ART	un
blond	ADJ	blond
châtain	NOM	châtain
vaguement	ADV	vaguement
roussi	VER:pper	roussir
,	PUN	,
avec	PRP	avec
une	DET:ART	un
moustache	NOM	moustache
retroussée	ADJ	retroussé
,	PUN	,
qui	PRO:REL	qui
semblait	VER:impf	sembler
mousser	VER:infi	mousser
sur	PRP	sur
sa	DET:POS	son
lèvre	NOM	lèvre
,	PUN	,
des	PRP:det	du
yeux	NOM	œil
bleus	ADJ	bleu
,	PUN	,
clairs	ADJ	clair
,	PUN	,
troués	VER:pper	trouer
d'	PRP	de
une	DET:ART	un
pupille	NOM	pupille
toute	PRO:IND	tout
petite	ADJ	petit
,	PUN	,
des	PRP:det	du
cheveux	NOM	cheveu
frisés	VER:pper	friser
naturellement	ADV	naturellement
,	PUN	,
séparés	VER:pper	séparer
par	PRP	par
une	DET:ART	un
raie	NOM	raie
au	PRP:det	au
milieu	NOM	milieu
du	PRP:det	du
crâne	NOM	crâne
,	PUN	,
il	PRO:PER	il
ressemblait	VER:impf	ressembler
bien	ADV	bien
au	PRP:det	au
mauvais	NOM	mauvais
sujet	ADJ	sujet
des	PRP:det	du
romans	NOM	roman
populaires	ADJ	populaire
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
une	NUM	un
de	PRP	de
ces	PRO:DEM	ce
soirées	NOM	soirée
d'	PRP	de
été	NOM	été
où	PRO:REL	où
l'	DET:ART	le
air	NOM	air
manque	VER:pres	manquer
dans	PRP	dans
Paris	NAM	paris
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
ville	NOM	ville
,	PUN	,
chaude	ADJ	chaud
comme	KON	comme
une	DET:ART	un
étuve	NOM	étuve
,	PUN	,
paraissait	VER:impf	paraître
suer	VER:infi	suer
dans	PRP	dans
la	DET:ART	le
nuit	NOM	nuit
étouffante	ADJ	étouffant
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
égouts	NOM	égout
soufflaient	VER:impf	souffler
par	PRP	par
leurs	DET:POS	leur
bouches	NOM	bouche
de	PRP	de
granit	NOM	granit
leurs	DET:POS	leur
haleines	NOM	haleine
empestées	VER:pper	empester
,	PUN	,
et	KON	et
les	DET:ART	le
cuisines	NOM	cuisine
souterraines	ADJ	souterrain
jetaient	VER:impf	jeter
à	PRP	à
la	DET:ART	le
rue	NOM	rue
,	PUN	,
par	PRP	par
leurs	DET:POS	leur
fenêtres	NOM	fenêtre
basses	ADJ	bas
,	PUN	,
les	DET:ART	le
miasmes	NOM	miasme
infâmes	ADJ	infâme
des	PRP:det	du
eaux	NOM	eau
de	PRP	de
vaisselle	NOM	vaisselle
et	KON	et
des	PRP:det	du
vieilles	ADJ	vieux
sauces	NOM	sauce
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
concierges	NOM	concierge
,	PUN	,
en	PRP	en
manches	NOM	manche
de	PRP	de
chemise	NOM	chemise
,	PUN	,
à	PRP	à
cheval	NOM	cheval
sur	PRP	sur
des	PRP:det	du
chaises	NOM	chaise
en	PRP	en
paille	NOM	paille
,	PUN	,
fumaient	VER:impf	fumer
la	DET:ART	le
pipe	NOM	pipe
sous	PRP	sous
des	PRP:det	du
portes	NOM	porte
cochères	ADJ	cochère
,	PUN	,
et	KON	et
les	DET:ART	le
passants	NOM	passant
allaient	VER:impf	aller
d'	PRP	de
un	DET:ART	un
pas	ADV	pas
accablé	VER:pper	accabler
,	PUN	,
le	DET:ART	le
front	NOM	front
nu	NOM	nu
,	PUN	,
le	DET:ART	le
chapeau	NOM	chapeau
à	PRP	à
la	DET:ART	le
main	NOM	main
.	SENT	.
<EOS>	<EOS>	<EOS>
Quand	KON	quand
Georges	NAM	georges
Duroy	NAM	duroy
parvint	VER:simp	parvenir
au	PRP:det	au
boulevard	NOM	boulevard
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
arrêta	VER:simp	arrêter
encore	ADV	encore
,	PUN	,
indécis	ADJ	indécis
sur	PRP	sur
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
allait	VER:impf	aller
faire	VER:infi	faire
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
avait	VER:impf	avoir
envie	VER:pres	envier
maintenant	ADV	maintenant
de	PRP	de
gagner	VER:infi	gagner
les	DET:ART	le
Champs-Élysées	NAM	champs-élysées
et	KON	et
l'	DET:ART	le
avenue	NOM	avenue
du	PRP:det	du
bois	NOM	bois
de	PRP	de
Boulogne	NAM	boulogne
pour	KON	pour
trouver	VER:infi	trouver
un	DET:ART	un
peu	ADV	peu
d'	PRP	de
air	NOM	air
frais	ADJ	frais
sous	PRP	sous
les	DET:ART	le
arbres	NOM	arbre
;	PUN	;
mais	KON	mais
un	DET:ART	un
désir	NOM	désir
aussi	ADV	aussi
le	PRO:PER	le
travaillait	VER:impf	travailler
,	PUN	,
celui	PRO:DEM	celui
d'	PRP	de
une	DET:ART	un
rencontre	NOM	rencontre
amoureuse	ADJ	amoureux
.	SENT	.
<EOS>	<EOS>	<EOS>
Comment	ADV	comment
se	PRO:PER	se
présenterait-elle	VER:subp	présenterait-elle
?	SENT	?
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
n'	ADV	ne
en	PRO:PER	en
savait	VER:impf	savoir
rien	ADV	rien
,	PUN	,
mais	KON	mais
il	PRO:PER	il
l'	PRO:PER	la|le
attendait	VER:impf	attendre
depuis	PRP	depuis
trois	NUM	trois
mois	NOM	moi|mois
,	PUN	,
tous	PRO:IND	tout
les	DET:ART	le
jours	NOM	jour
,	PUN	,
tous	PRO:IND	tout
les	DET:ART	le
soirs	NOM	soir
.	SENT	.
<EOS>	<EOS>	<EOS>
Quelquefois	ADV	quelquefois
cependant	ADV	cependant
,	PUN	,
grâce	NOM	grâce
à	PRP	à
sa	DET:POS	son
belle	ADJ	beau
mine	NOM	mine
et	KON	et
à	PRP	à
sa	DET:POS	son
tournure	NOM	tournure
galante	ADJ	galant
,	PUN	,
il	PRO:PER	il
volait	VER:impf	voler
,	PUN	,
par	PRP	par
-ci	ADV	-ci
,	PUN	,
par	PRP	par
-là	ADV	là
,	PUN	,
un	DET:ART	un
peu	ADV	peu
d'	PRP	de
amour	NOM	amour
,	PUN	,
mais	KON	mais
il	PRO:PER	il
espérait	VER:impf	espérer
toujours	ADV	toujours
plus	ADV	plus
et	KON	et
mieux	ADV	mieux
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
poche	NOM	poche
vide	ADJ	vide
et	KON	et
le	DET:ART	le
sang	NOM	sang
bouillant	VER:ppre	bouiller|bouillir
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
allumait	VER:impf	allumer
au	PRP:det	au
contact	NOM	contact
des	PRP:det	du
rôdeuses	NOM	rôdeur
qui	PRO:REL	qui
murmurent	VER:pres	murmurer
,	PUN	,
à	PRP	à
l'	DET:ART	le
angle	NOM	angle
des	PRP:det	du
rues	NOM	rue
:	PUN	:
«	PUN:cit	«
Venez	VER:pres	venir
-vous	PRO:PER	vous
chez	PRP	chez
moi	PRO:PER	moi
,	PUN	,
joli	ADJ	joli
garçon	NOM	garçon
?	SENT	?
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
mais	KON	mais
il	PRO:PER	il
n'	ADV	ne
osait	VER:impf	oser
les	PRO:PER	la|le
suivre	VER:infi	suivre
,	PUN	,
ne	ADV	ne
les	PRO:PER	la|le
pouvant	VER:ppre	pouvoir
payer	VER:infi	payer
;	PUN	;
et	KON	et
il	PRO:PER	il
attendait	VER:impf	attendre
aussi	ADV	aussi
autre	ADJ	autre
chose	NOM	chose
,	PUN	,
d'	PRP	de
autres	ADJ	autre
baisers	NOM	baiser
,	PUN	,
moins	ADV	moins
vulgaires	ADJ	vulgaire
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
aimait	VER:impf	aimer
cependant	ADV	cependant
les	DET:ART	le
lieux	NOM	lieu
où	PRO:REL	où
grouillent	VER:pres	grouiller
les	DET:ART	le
filles	NOM	fille
publiques	ADJ	publique
,	PUN	,
leurs	DET:POS	leur
bals	NOM	bal
,	PUN	,
leurs	DET:POS	leur
cafés	NOM	café
,	PUN	,
leurs	DET:POS	leur
rues	NOM	rue
;	PUN	;
il	PRO:PER	il
aimait	VER:impf	aimer
les	PRO:PER	la|le
coudoyer	VER:infi	coudoyer
,	PUN	,
leur	PRO:PER	lui
parler	VER:infi	parler
,	PUN	,
les	PRO:PER	la|le
tutoyer	VER:infi	tutoyer
,	PUN	,
flairer	VER:infi	flairer
leurs	DET:POS	leur
parfums	NOM	parfum
violents	ADJ	violent
,	PUN	,
se	PRO:PER	se
sentir	VER:infi	sentir
près	ADV	près
d'	PRP	de
elles	PRO:PER	elle
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
étaient	VER:impf	être
des	PRP:det	du
femmes	NOM	femme
enfin	ADV	enfin
,	PUN	,
des	PRP:det	du
femmes	NOM	femme
d'	PRP	de
amour	NOM	amour
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
ne	ADV	ne
les	PRO:PER	la|le
méprisait	VER:impf	mépriser
point	ADV	point
du	PRP:det	du
mépris	NOM	mépris
inné	ADJ	inné
des	PRP:det	du
hommes	NOM	homme
de	PRP	de
famille	NOM	famille
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
tourna	VER:simp	tourner
vers	PRP	vers
la	DET:ART	le
Madeleine	NAM	madeleine
et	KON	et
suivit	VER:simp	suivre
le	DET:ART	le
flot	NOM	flot
de	PRP	de
foule	NOM	foule
qui	PRO:REL	qui
coulait	VER:impf	couler
accablé	VER:pper	accabler
par	PRP	par
la	DET:ART	le
chaleur	NOM	chaleur
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
grands	ADJ	grand
cafés	NOM	café
,	PUN	,
pleins	ADJ	plein
de	PRP	de
monde	NOM	monde
,	PUN	,
débordaient	VER:impf	déborder
sur	PRP	sur
le	DET:ART	le
trottoir	NOM	trottoir
,	PUN	,
étalant	VER:ppre	étaler
leur	DET:POS	leur
public	NOM	public
de	PRP	de
buveurs	NOM	buveur
sous	PRP	sous
la	DET:ART	le
lumière	NOM	lumière
éclatante	ADJ	éclatant
et	KON	et
crue	VER:pper	croire|croître
de	PRP	de
leur	DET:POS	leur
devanture	NOM	devanture
illuminée	ADJ	illuminé
.	SENT	.
<EOS>	<EOS>	<EOS>
Devant	PRP	devant
eux	PRO:PER	eux
,	PUN	,
sur	PRP	sur
de	PRP	de
petites	ADJ	petit
tables	NOM	table
carrées	ADJ	carré
ou	KON	ou
rondes	ADJ	rond
,	PUN	,
les	DET:ART	le
verres	NOM	verre
contenaient	VER:impf	contenir
des	PRP:det	du
liquides	NOM	liquide
rouges	ADJ	rouge
,	PUN	,
jaunes	ADJ	jaune
,	PUN	,
verts	ADJ	vert
,	PUN	,
bruns	ADJ	brun
,	PUN	,
de	PRP	de
toutes	PRO:IND	tout
les	DET:ART	le
nuances	NOM	nuance
;	PUN	;
et	KON	et
dans	PRP	dans
l'	DET:ART	le
intérieur	NOM	intérieur
des	PRP:det	du
carafes	NOM	carafe
on	PRO:PER	on
voyait	VER:impf	voir
briller	VER:infi	briller
les	DET:ART	le
gros	ADJ	gros
cylindres	NOM	cylindre
transparents	ADJ	transparent
de	PRP	de
glace	NOM	glace
qui	PRO:REL	qui
refroidissaient	VER:impf	refroidir
la	DET:ART	le
belle	ADJ	beau
eau	NOM	eau
claire	ADJ	clair
.	SENT	.
<EOS>	<EOS>	<EOS>
Duroy	NAM	duroy
avait	VER:impf	avoir
ralenti	VER:pper	ralentir
sa	DET:POS	son
marche	NOM	marche
,	PUN	,
et	KON	et
l'	DET:ART	le
envie	NOM	envie
de	PRP	de
boire	VER:infi	boire
lui	PRO:PER	lui
séchait	VER:impf	sécher
la	DET:ART	le
gorge	NOM	gorge
.	SENT	.
<EOS>	<EOS>	<EOS>
Une	DET:ART	un
soif	NOM	soif
chaude	ADJ	chaud
,	PUN	,
une	DET:ART	un
soif	NOM	soif
de	PRP	de
soir	NOM	soir
d'	PRP	de
été	NOM	été
le	PRO:PER	le
tenait	VER:impf	tenir
,	PUN	,
et	KON	et
il	PRO:PER	il
pensait	VER:impf	penser
à	PRP	à
la	DET:ART	le
sensation	NOM	sensation
délicieuse	ADJ	délicieux
des	PRP:det	du
boissons	NOM	boisson
froides	ADJ	froid
coulant	VER:ppre	couler
dans	PRP	dans
la	DET:ART	le
bouche	NOM	bouche
.	SENT	.
<EOS>	<EOS>	<EOS>
Mais	KON	mais
s'	PRO:PER	se
il	PRO:PER	il
buvait	VER:impf	boire
seulement	ADV	seulement
deux	NUM	deux
bocks	NOM	bock
dans	PRP	dans
la	DET:ART	le
soirée	NOM	soirée
,	PUN	,
adieu	NOM	adieu
le	DET:ART	le
maigre	ADJ	maigre
souper	NOM	souper
du	PRP:det	du
lendemain	NOM	lendemain
,	PUN	,
et	KON	et
il	PRO:PER	il
les	PRO:PER	la|le
connaissait	VER:impf	connaître
trop	ADV	trop
,	PUN	,
les	DET:ART	le
heures	NOM	heure
affamées	VER:pper	affamer
de	PRP	de
la	DET:ART	le
fin	NOM	fin
du	PRP:det	du
mois	NOM	moi|mois
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
se	PRO:PER	se
dit	VER:pres	dire
:	PUN	:
«	PUN:cit	«
Il	NAM	il
faut	VER:pres	falloir
que	KON	que
je	PRO:PER	je
gagne	VER:pres	gagner
dix	NUM	dix
heures	NOM	heure
et	KON	et
je	PRO:PER	je
prendrai	VER:futu	prendre
mon	DET:POS	mon
bock	NOM	bock
à	PRP	à
l'	DET:ART	le
Américain	NAM	américain
.	SENT	.
<EOS>	<EOS>	<EOS>
Nom	NOM	nom
d'	PRP	de
un	DET:ART	un
chien	NOM	chien
!	SENT	!
<EOS>	<EOS>	<EOS>
que	KON	que
j'	PRO:PER	je
ai	VER:pres	avoir
soif	NOM	soif
tout	ADV	tout
de	PRP	de
même	ADJ	même
!	SENT	!
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Et	NOM	et
il	PRO:PER	il
regardait	VER:impf	regarder
tous	PRO:IND	tout
ces	PRO:DEM	ce
hommes	NOM	homme
attablés	VER:pper	attabler
et	KON	et
buvant	VER:ppre	boire
,	PUN	,
tous	PRO:IND	tout
ces	PRO:DEM	ce
hommes	NOM	homme
qui	PRO:REL	qui
pouvaient	VER:impf	pouvoir
se	PRO:PER	se
désaltérer	VER:infi	désaltérer
tant	ADV	tant
qu'	KON	que
il	PRO:PER	il
leur	PRO:PER	lui
plaisait	VER:impf	plaire
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
allait	VER:impf	aller
,	PUN	,
passant	VER:ppre	passer
devant	PRP	devant
les	DET:ART	le
cafés	NOM	café
d'	PRP	de
un	DET:ART	un
air	NOM	air
crâne	ADJ	crâne
et	KON	et
gaillard	ADJ	gaillard
,	PUN	,
et	KON	et
il	PRO:PER	il
jugeait	VER:impf	juger
d'	PRP	de
un	DET:ART	un
coup	NOM	coup
d'	PRP	de
œil	NOM	œil
,	PUN	,
à	PRP	à
la	DET:ART	le
mine	NOM	mine
,	PUN	,
à	PRP	à
l'	DET:ART	le
habit	NOM	habit
,	PUN	,
ce	PRO:DEM	ce
que	PRO:REL	que
chaque	PRO:IND	chaque
consommateur	NOM	consommateur
devait	VER:impf	devoir
porter	VER:infi	porter
d'	PRP	de
argent	NOM	argent
sur	PRP	sur
lui	PRO:PER	lui
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
une	DET:ART	un
colère	NOM	colère
l'	PRO:PER	la|le
envahissait	VER:impf	envahir
contre	PRP	contre
ces	PRO:DEM	ce
gens	NOM	gens
assis	ADJ	assis
et	KON	et
tranquilles	ADJ	tranquille
.	SENT	.
<EOS>	<EOS>	<EOS>
En	PRO:PER	en
fouillant	VER:ppre	fouiller
leurs	DET:POS	leur
poches	NOM	poche
,	PUN	,
on	PRO:PER	on
trouverait	VER:cond	trouver
de	PRP	de
l'	DET:ART	le
or	NOM	or
,	PUN	,
de	PRP	de
la	DET:ART	le
monnaie	NOM	monnaie
blanche	ADJ	blanc
et	KON	et
des	PRP:det	du
sous	NOM	sou
.	SENT	.
<EOS>	<EOS>	<EOS>
En	PRP	en
moyenne	NOM	moyenne
,	PUN	,
chacun	PRO:IND	chacun
devait	VER:impf	devoir
avoir	VER:infi	avoir
au	PRP:det	au
moins	ADV	moins
deux	NUM	deux
louis	NOM	louis
;	PUN	;
ils	PRO:PER	il
étaient	VER:impf	être
bien	ADV	bien
une	DET:ART	un
centaine	NOM	centaine
au	PRP:det	au
café	NOM	café
;	PUN	;
cent	NUM	cent
fois	NOM	fois
deux	NUM	deux
louis	NOM	louis
font	VER:pres	faire
quatre	NUM	quatre
mille	NUM	mille
francs	NOM	franc
!	SENT	!
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
murmurait	VER:impf	murmurer
:	PUN	:
«	PUN:cit	«
Les	DET:ART	le
cochons	NOM	cochon
!	SENT	!
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
tout	ADV	tout
en	PRP	en
se	PRO:PER	se
dandinant	VER:ppre	dandiner
avec	PRP	avec
grâce	NOM	grâce
.	SENT	.
<EOS>	<EOS>	<EOS>
S'	PRO:PER	se
il	PRO:PER	il
avait	VER:impf	avoir
pu	VER:pper	pouvoir
en	PRP	en
tenir	VER:infi	tenir
un	DET:ART	un
au	PRP:det	au
coin	NOM	coin
d'	PRP	de
une	DET:ART	un
rue	NOM	rue
,	PUN	,
dans	PRP	dans
l'	DET:ART	le
ombre	NOM	ombre
bien	ADV	bien
noire	ADJ	noir
,	PUN	,
il	PRO:PER	il
lui	PRO:PER	lui
aurait	VER:cond	avoir
tordu	VER:pper	tordre
le	DET:ART	le
cou	NOM	cou
,	PUN	,
ma	DET:POS	mon
foi	NOM	foi
,	PUN	,
sans	PRP	sans
scrupule	NOM	scrupule
,	PUN	,
comme	KON	comme
il	PRO:PER	il
faisait	VER:impf	faire
aux	PRP:det	au
volailles	NOM	volaille
des	PRP:det	du
paysans	NOM	paysan
,	PUN	,
