heureuse	ADJ	heureux
,	PUN	,
<EOS>	<EOS>	<EOS>
mère	NOM	mère
l'	DET:ART	le
rêvait	VER:impf	rêver
s'	PRO:PER	se
.	SENT	.
avait	VER:impf	avoir
enthousiaste	ADJ	enthousiaste
pour	PRP	pour
.	SENT	.
nerf	NOM	nerf
sereines	ADJ	serein
dont	PRO:REL	dont
les	DET:ART	le
théorie	NOM	théorie
Une	DET:ART	un
ne	ADV	ne
fenêtre	NOM	fenêtre
<EOS>	<EOS>	<EOS>
tempes	NOM	tempe
depuis	PRP	depuis
,	PUN	,
toute	PRO:IND	tout
maisons	NOM	maison
toutes	PRO:IND	tout
approcha	VER:simp	approcher
voyage	NOM	voyage
sac	NOM	sac
l'	DET:ART	le
les	DET:ART	le
couvent	NOM	couvent
et	KON	et
mère	NOM	mère
père	NOM	père
d'	PRP	de
et	KON	et
peine	NOM	peine
de	PRP	de
humidité	NOM	humidité
la	DET:ART	le
:	PUN	:
L'	DET:ART	le
la	DET:ART	le
de	PRP	de
,	PUN	,
il	PRO:PER	il
pour	PRP	pour
semblait	VER:impf	sembler
«	PUN:cit	«
comme	KON	comme
par	PRP	par
pas	ADV	pas
pour	PRP	pour
fois	NOM	fois
Véronèse	NAM	véronèse
une	DET:ART	un
faïence	NOM	faïence
pleurs	NOM	pleur|pleurs
des	PRP:det	du
faiblesse	NOM	faiblesse
la	DET:ART	le
lui	PRO:PER	lui
,	PUN	,
la	DET:ART	le
,	PUN	,
avec	PRP	avec
père	NOM	père
colonnes	NOM	colonne
<EOS>	<EOS>	<EOS>
hasards	NOM	hasard
embrassa	VER:simp	embrasser
s'	PRO:PER	se
sur	PRP	sur
donner	VER:infi	donner
chaleur	NOM	chaleur
baronne	NOM	baron|baronne
.	SENT	.
,	PUN	,
depuis	PRP	depuis
quinze	NUM	quinze
force	NOM	force
tyrannie	NOM	tyrannie
le	DET:ART	le
au	PRP:det	au
<EOS>	<EOS>	<EOS>
était	VER:impf	être
blancs	ADJ	blanc
,	PUN	,
<EOS>	<EOS>	<EOS>
la	DET:ART	le
avait	VER:impf	avoir
crevé	VER:pper	crever
la	DET:ART	le
étreindre	VER:infi	étreindre
d'	PRP	de
averse	NOM	averse
1819	NUM	@card@
Eh	NOM	eh
de	PRP	de
au	PRP:det	au
sur	PRP	sur
aperçut	VER:simp	apercevoir
à	PRP	à
;	PUN	;
mais	KON	mais
l'	DET:ART	le
et	KON	et
de	PRP	de
,	PUN	,
Mais	VER:impf	mais
.	SENT	.
de	PRP	de
une	DET:ART	un
des	PRP:det	du
on	PRO:PER	on
rayant	VER:ppre	raire|rayer|rayer
la	DET:ART	le
sa	DET:POS	son
,	PUN	,
jours	NOM	jour
à	PRP	à
,	PUN	,
bonté	NOM	bonté
.	SENT	.
,	PUN	,
ne	ADV	ne
la	DET:ART	le
grande	ADJ	grand
,	PUN	,
Vauds	NOM	vauds
,	PUN	,
Rousseau	NAM	rousseau
puis	ADV	puis
jours	NOM	jour
exécrait	VER:impf	exécrer
qu'	PRO:REL	que
n'	ADV	ne
les	DET:ART	le
poils	NOM	poil
.	SENT	.
la	DET:ART	le
à	PRP	à
un	DET:ART	un
se	PRO:PER	se
de	PRP	de
sur	PRP	sur
,	PUN	,
,	PUN	,
l'	DET:ART	le
la	PRO:PER	la
voulait	VER:impf	vouloir
»	PUN:cit	»
tenue	VER:pper	tenir
Elle	PRO:PER	elle
.	SENT	.
.	SENT	.
<EOS>	<EOS>	<EOS>
appétits	NOM	appétit
portait	VER:impf	porter
une	DET:ART	un
cessait	VER:impf	cesser
<EOS>	<EOS>	<EOS>
portant	VER:ppre	porter
une	DET:ART	un
humaines	ADJ	humain
était	VER:impf	être
.	SENT	.
à	PRP	à
semblait	VER:impf	sembler
lacune	NOM	lacune
éclaircissait	VER:impf	éclaircir
sorte	NOM	sorte
Elle	PRO:PER	elle
les	DET:ART	le
un	DET:ART	un
sonné	VER:pper	sonner
biffa	VER:simp	biffer
deux	NUM	deux
fini	VER:pper	finir
le	DET:ART	le
la	DET:ART	le
yeux	NOM	œil
la	DET:ART	le
derrière	PRP	derrière
Le	DET:ART	le
à	PRP	à
mûre	ADJ	mûr
,	PUN	,
des	PRP:det	du
de	PRP	de
éparse	ADJ	épars
animaux	NOM	animal
bras	NOM	bras
bien	ADJ	bien
,	PUN	,
.	SENT	.
dessin	NOM	dessin
,	PUN	,
la	DET:ART	le
Si	ADV	si
J	NAM	j
l'	DET:ART	le
gauche	ADJ	gauche
Des	PRP:det	du
de	PRP	de
gentilhomme	NOM	gentilhomme
papa	NOM	papa
pas	ADV	pas
le	PRO:PER	le
.	SENT	.
<EOS>	<EOS>	<EOS>
radieuse	ADJ	radieux
dégourdir	VER:infi	dégourdir
,	PUN	,
par	PRP	par
dit	VER:pper	dire
,	PUN	,
un	DET:ART	un
,	PUN	,
suer	VER:infi	suer
<EOS>	<EOS>	<EOS>
et	KON	et
la	DET:ART	le
son	DET:POS	son
et	KON	et
terre	NOM	terre
,	PUN	,
,	PUN	,
de	PRP	de
,	PUN	,
lourde	ADJ	lourd
bleu	NOM	bleu
nature	NOM	nature
précipita	VER:simp	précipiter
tendant	VER:ppre	tendre
avait	VER:impf	avoir
,	PUN	,
déclamatoire	ADJ	déclamatoire
qui	PRO:REL	qui
mais	KON	mais
vidant	VER:ppre	vider
désœuvrement	NOM	désœuvrement
aurait	VER:cond	avoir
son	DET:POS	son
tous	PRO:IND	tout
jamais	ADV	jamais
pluie	NOM	pluie
supplie	VER:pres	supplier
Le	DET:ART	le
cheveux	NOM	cheveu
,	PUN	,
,	PUN	,
de	PRP	de
Si	KON	si
désertes	ADJ	désert
Il	PRO:PER	il
aristocrate	NOM	aristocrate
ceux	PRO:DEM	celui
Et	VER:pres	et
rafales	NOM	rafale
sortait	VER:impf	sortir
,	PUN	,
Disciple	NOM	disciple
carreaux	NOM	carreau
fera	VER:futu	faire
droite	NOM	droit|droite
Il	PRO:PER	il
chair	NOM	chair
grande	ADJ	grand
ses	DET:POS	son
sa	DET:POS	son
câline	ADJ	câlin
couvent	NOM	couvent
,	PUN	,
grain	NOM	grain
faisait	VER:impf	faire
bouillie	NOM	bouillie
du	PRP:det	du
que	KON	que
,	PUN	,
promets	VER:pres	promettre
la	DET:ART	le
au	PRP:det	au
divisé	VER:pper	diviser
;	PUN	;
<EOS>	<EOS>	<EOS>
contre	PRP	contre
,	PUN	,
si	KON	si
malgré	PRP	malgré
avant	PRP	avant
de	PRP	de
,	PUN	,
Jeanne	NAM	jeanne
avait	VER:impf	avoir
dans	PRP	dans
elle	PRO:PER	elle
dit-elle	NOM	dit-elle
je	PRO:PER	je
bleus	ADJ	bleu
avoir	VER:infi	avoir
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
comme	KON	comme
,	PUN	,
«	PUN:cit	«
bonté	NOM	bonté
elle	PRO:PER	elle
de	PRP	de
libéral	NOM	libéral
le	DET:ART	le
Depuis	PRP	depuis
<EOS>	<EOS>	<EOS>
le	DET:ART	le
fécondée	VER:pper	féconder
temps	NOM	temps
elle	PRO:PER	elle
.	SENT	.
des	PRP:det	du
semblait	VER:impf	sembler
toits	NOM	toit
d'	PRP	de
elle	PRO:PER	elle
ses	DET:POS	son
énergie	NOM	énergie
jusqu'	PRP	jusque
par	PRP	par
Puis	ADV	puis
l'	PRO:PER	la|le
charge	NOM	charge
<EOS>	<EOS>	<EOS>
Entre	NOM	entre
chaque	PRO:IND	chaque
les	DET:ART	le
éponges	NOM	éponge
de	PRP	de
Oh	NAM	oh
il	PRO:PER	il
le	DET:ART	le
,	PUN	,
par	PRP	par
la	DET:ART	le
la	DET:ART	le
Elle	PRO:PER	elle
quelques	PRO:IND	quelque
libre	ADJ	libre
Comment	NAM	comment
terre	NOM	terre
murs	NOM	mur
était	VER:impf	être
--	PUN	--
bon	ADJ	bon
,	PUN	,
milieu	NOM	milieu
Elle	PRO:PER	elle
,	PUN	,
la	DET:ART	le
veux	VER:pres	vouloir
déjà	ADV	déjà
,	PUN	,
les	DET:ART	le
jour	NOM	jour
»	PUN:cit	»
de	PRP	de
chiffres	NOM	chiffre
d'	PRP	de
et	KON	et
des	PRP:det	du
l'	DET:ART	le
bois	NOM	bois
déjà	ADV	déjà
quitté	VER:pper	quitter
velours	NOM	velours
,	PUN	,
un	DET:ART	un
grenier	NOM	grenier
son	DET:POS	son
;	PUN	;
se	PRO:PER	se
poitrine	NOM	poitrine
<EOS>	<EOS>	<EOS>
emplissait	VER:impf	emplir
étreignant	ADJ	étreignant
instinct	NOM	instinct
à	PRP	à
.	SENT	.
mai	NOM	mai
assez	ADV	assez
<EOS>	<EOS>	<EOS>
franc	ADJ	franc
Mais	KON	mais
enfermée	VER:pper	enfermer
quand	KON	quand
à	PRP	à
créateur	NOM	créateur
avait	VER:impf	avoir
.	SENT	.
<EOS>	<EOS>	<EOS>
un	DET:ART	un
la	DET:ART	le
charmants	ADJ	charmant
solitude	NOM	solitude
sèves	NOM	sève
où	PRO:REL	où
ses	DET:POS	son
,	PUN	,
les	DET:ART	le
raisonnable	ADJ	raisonnable
n'	ADV	ne
les	DET:ART	le
te	PRO:PER	te
couvent	NOM	couvent
<EOS>	<EOS>	<EOS>
.	SENT	.
tendresses	NOM	tendresse
âme	NOM	âme
voyager	VER:infi	voyager
,	PUN	,
tout	ADV	tout
.	SENT	.
<EOS>	<EOS>	<EOS>
?	SENT	?
elle	PRO:PER	elle
.	SENT	.
en	PRP	en
,	PUN	,
partons	VER:pres	partir
bonheur	NOM	bonheur
et	KON	et
de	PRP	de
,	PUN	,
,	PUN	,
interrogeait	VER:impf	interroger
<EOS>	<EOS>	<EOS>
âge	NOM	âge
cloîtrée	VER:pper	cloîtrer
l'	DET:ART	le
porte	NOM	porte
trop	ADV	trop
d'	PRP	de
prête	ADJ	prêt
--	PUN	--
<EOS>	<EOS>	<EOS>
geste	NOM	geste
,	PUN	,
du	PRP:det	du
était	VER:impf	être
de	PRP	de
sourit	VER:pres	sourire
aiguë	ADJ	aiguë
mois	NOM	moi|mois
son	DET:POS	son
pour	KON	pour
<EOS>	<EOS>	<EOS>
distraction	NOM	distraction
,	PUN	,
de	PRP	de
,	PUN	,
date	NOM	date
craignait	VER:impf	craindre
il	PRO:PER	il
à	PRP	à
emmenée	VER:pper	emmener
,	PUN	,
,	PUN	,
.	SENT	.
.	SENT	.
Rouen	NAM	rouen
qu'	PRO:REL	que
malles	NOM	malle
les	DET:ART	le
de	PRP	de
enfin	ADV	enfin
lisser	VER:infi	lisser
Le	DET:ART	le
d'	PRP	de
ses	DET:POS	son
jetait	VER:impf	jeter
semblables	ADJ	semblable
à	PRP	à
engourdissement	NOM	engourdissement
si	ADV	si
Sa	DET:POS	son
du	PRP:det	du
la	DET:ART	le
sur	PRP	sur
soleil	NOM	soleil
eau	NOM	eau
bonshommes	NOM	bonshommes
milieu	NOM	milieu
cheveux	NOM	cheveu
,	PUN	,
coups	NOM	coup
qu'	KON	que
les	PRO:PER	la|le
à	PRP	à
veux	VER:pres	vouloir
je	PRO:PER	je
papa	NOM	papa
sortie	VER:pper	sortir
le	PRO:PER	le
lois	NOM	loi
d'	PRP	de
Et	NOM	et
inoffensive	ADJ	inoffensif
<EOS>	<EOS>	<EOS>
centième	ADJ	centième
priait	VER:impf	prier
y	PRO:PER	y
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
bonheurs	NOM	bonheur
père	NOM	père
fille	NOM	fille
naissance	NOM	naissance
d'	PRP	de
,	PUN	,
où	PRO:REL	où
de	PRP	de
ta	DET:POS	ton
éducation	NOM	éducation
dans	PRP	dans
<EOS>	<EOS>	<EOS>
,	PUN	,
«	PUN:cit	«
simples	ADJ	simple
partir	VER:infi	partir
la	DET:ART	le
sans	PRP	sans
ans	NOM	an
l'	DET:ART	le
ne	ADV	ne
répondit	VER:simp	répondre
,	PUN	,
attendu	VER:pper	attendre
pas	ADV	pas
amour	NOM	amour
,	PUN	,
Jeannette	NAM	jeannette
,	PUN	,
de	PRP	de
un	DET:ART	un
je	PRO:PER	je
éducation	NOM	éducation
.	SENT	.
de	PRP	de
et	KON	et
décider	VER:infi	décider
Il	PRO:PER	il
on	PRO:PER	on
,	PUN	,
permettant	VER:ppre	permettre
<EOS>	<EOS>	<EOS>
longtemps	ADV	longtemps
ciel	NOM	ciel
,	PUN	,
avait	VER:impf	avoir
mise	VER:pper	mettre
or	NOM	or
pour	PRP	pour
Homme	NOM	homme
je	PRO:PER	je
qu'	KON	que
opaque	ADJ	opaque
au	PRP:det	au
l'	PRO:PER	la|le
Elle	PRO:PER	elle
en	PRP	en
Sa	DET:POS	son
blond	ADJ	blond
avait	VER:impf	avoir
,	PUN	,
Puis	ADV	puis
de	PRP	de
pleines	ADJ	plein
,	PUN	,
,	PUN	,
.	SENT	.
longueur	NOM	longueur
une	DET:ART	un
et	KON	et
passaient	VER:impf	passer
,	PUN	,
ayant	VER:ppre	avoir
un	DET:ART	un
chargé	VER:pper	charger
.	SENT	.
de	PRP	de
carton	NOM	carton
autre	ADJ	autre
là	ADV	là
.	SENT	.
<EOS>	<EOS>	<EOS>
à	PRP	à
ce	PRO:DEM	ce
voix	NOM	voix
des	PRP:det	du
tempérament	NOM	tempérament
.	SENT	.
duvet	NOM	duvet
du	PRP:det	du
de	PRP	de
que	PRO:REL	que
ans	NOM	an
vie	NOM	vie
débordés	VER:pper	déborder
Car	KON	car
à	PRP	à
au-dedans	ADV	au-dedans
premières	NUM	premier
siècle	NOM	siècle
de	PRP	de
son	DET:POS	son
elle	PRO:PER	elle
pleine	ADJ	plein
qu'	PRO:REL	que
,	PUN	,
,	PUN	,
un	DET:ART	un
un	DET:ART	un
résistance	NOM	résistance
.	SENT	.
et	KON	et
naïf	ADJ	naïf
de	PRP	de
les	DET:ART	le
pour	PRP	pour
choses	NOM	chose
pâle	ADJ	pâle
ses	DET:POS	son
avait	VER:impf	avoir
Elle	PRO:PER	elle
d'	PRP	de
de	PRP	de
la	DET:ART	le
des	PRP:det	du
sur	PRP	sur
.	SENT	.
fut	VER:simp	être
elle	PRO:PER	elle
bas	ADJ	bas
temps	NOM	temps
.	SENT	.
aspect	NOM	aspect
Elle	PRO:PER	elle
peu	ADV	peu
menton	NOM	menton
la	DET:ART	le
portrait	NOM	portrait
chambre	NOM	chambre
rendît	VER:subi	rendre
secoua	VER:simp	secouer
des	PRP:det	du
maison	NOM	maison
il	PRO:PER	il
il	PRO:PER	il
beauté	NOM	beauté
.	SENT	.
main	NOM	main
délayant	VER:ppre	délayer|délayer
consentira	VER:futu	consentir
Jeanne	NAM	jeanne
la	DET:ART	le
en	PRP	en
avait	VER:impf	avoir
,	PUN	,
bien	ADV	bien
appela	VER:simp	appeler
de	PRP	de
-J	ADJ	-j
autour	ADV	autour
ignorante	ADJ	ignorant
elle	PRO:PER	elle
.	SENT	.
par	PRP	par
<SEG>
le	DET:ART	le
depuis	PRP	depuis
consistait	VER:impf	consister
à	PRP	à
.	SENT	.
de	PRP	de
s'	PRO:PER	se
longea	VER:simp	longer
concierge	NOM	concierge
enflaient	VER:impf	enfler
grandes	ADJ	grand
d'	PRP	de
de	PRP	de
des	PRP:det	du
,	PUN	,
clapotaient	VER:impf	clapoter
la	DET:ART	le
»	PUN:cit	»
dans	PRP	dans
disparaissait	VER:impf	disparaître
remettre	VER:infi	remettre
campagne	NOM	campagne
,	PUN	,
des	PRP:det	du
la	DET:ART	le
les	DET:ART	le
sur	PRP	sur
bien	ADV	bien
en	PRP	en
.	SENT	.
une	DET:ART	un
peu	ADV	peu
mont	NOM	mont
elle	PRO:PER	elle
Et	KON	et
,	PUN	,
pompeux	ADJ	pompeux
,	PUN	,
Le	DET:ART	le
même	ADV	même
sa	DET:POS	son
moqueur	ADJ	moqueur
son	DET:POS	son
libre	ADJ	libre
inondation	NOM	inondation
avec	PRP	avec
,	PUN	,
gros	ADJ	gros
pas	ADV	pas
tombantes	ADJ	tombant
,	PUN	,
regarda	VER:simp	regarder
et	KON	et
Ce	PRO:DEM	ce
soutenue	VER:pper	soutenir
une	DET:ART	un
précéder	VER:infi	précéder
se	PRO:PER	se
mâts	NOM	mât
des	PRP:det	du
ruisselait	VER:impf	ruisseler
planté	VER:pper	planter
dans	PRP	dans
encadraient	VER:impf	encadrer
eau	NOM	eau
,	PUN	,
vinrent	VER:simp	venir
les	DET:ART	le
.	SENT	.
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
la	DET:ART	le
qu'	KON	que
les	DET:ART	le
cou	NOM	cou
l'	DET:ART	le
entendu	VER:pper	entendre
lorsque	KON	lorsque
elle	PRO:PER	elle
,	PUN	,
les	DET:ART	le
roues	NOM	roue
saule	NOM	saule
,	PUN	,
;	PUN	;
dévala	VER:simp	dévaler
comme	ADV	comme
elle	PRO:PER	elle
,	PUN	,
être	VER:infi	être
joues	NOM	joue
cheveux	NOM	cheveu
elle	PRO:PER	elle
songerie	NOM	songerie
la	DET:ART	le
veille	NOM	veille
l'	DET:ART	le
le	DET:ART	le
s'	PRO:PER	se
engagea	VER:simp	engager
De	PRP	de
objet	NOM	objet
énorme	ADJ	énorme
la	DET:ART	le
en	PRP	en
les	DET:ART	le
songeait	VER:impf	songer
criant	VER:ppre	crier
<EOS>	<EOS>	<EOS>
,	PUN	,
;	PUN	;
ressorts	NOM	ressort
.	SENT	.
fonction	NOM	fonction
des	PRP:det	du
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
,	PUN	,
fers	NOM	fer
cour	NOM	cour
grande	ADJ	grand
la	DET:ART	le
à	PRP	à
cette	PRO:DEM	ce
petit	ADJ	petit
«	PUN:cit	«
,	PUN	,
maman	NOM	maman
sa	DET:POS	son
il	PRO:PER	il
boirait	VER:cond	boire
<EOS>	<EOS>	<EOS>
moins	ADV	moins
branches	NOM	branche
baronne	NOM	baron|baronne
de	PRP	de
-mêmes	ADJ	même
l'	DET:ART	le
sœur	NOM	sœur
et	KON	et
trempées	ADJ	trempé
ce	PRO:DEM	ce
dit	VER:pper	dire
devenue	VER:pper	devenir
,	PUN	,
les	DET:ART	le
fermant	VER:ppre	fermer
ville	NOM	ville
.	SENT	.
boue	NOM	boue
.	SENT	.
famille	NOM	famille
<EOS>	<EOS>	<EOS>
toute	PRO:IND	tout
pluie	NOM	pluie
serait	VER:cond	être
:	PUN	:
air	NOM	air
Son	ADJ	son
<EOS>	<EOS>	<EOS>
qu'	KON	que
elle	PRO:PER	elle
ce	PRO:DEM	ce
grande	ADJ	grand
Elle	PRO:PER	elle
toujours	ADV	toujours
aspiration	NOM	aspiration
ouvrit	VER:simp	ouvrir
qu'	PRO:REL	que
traitait	VER:impf	traiter
son	DET:POS	son
,	PUN	,
,	PUN	,
ligne	NOM	ligne
dressaient	VER:impf	dresser
.	SENT	.
à	PRP	à
Bien	ADV	bien
,	PUN	,
en	PRP	en
une	DET:ART	un
soufflant	VER:ppre	souffler
On	PRO:PER	on
le	PRO:PER	le
.	SENT	.
<EOS>	<EOS>	<EOS>
bêtes	NOM	bête
des	PRP:det	du
sans	PRP	sans
vitres	NOM	vitre
près	ADV	près
quand	KON	quand
,	PUN	,
.	SENT	.
Adélaïde	NAM	adélaïde
figure	NOM	figure
envie	NOM	envie
elle	PRO:PER	elle
les	DET:ART	le
sur	PRP	sur
au	PRP:det	au
eût	VER:subi	avoir
porte	NOM	porte
d'	PRP	de
.	SENT	.
carrick	NOM	carrick
,	PUN	,
ils	PRO:PER	il
,	PUN	,
ses	DET:POS	son
baissée	VER:pper	baisser
<EOS>	<EOS>	<EOS>
de	PRP	de
vingt	NUM	vingt
«	PUN:cit	«
fais	VER:pres	faire
,	PUN	,
chaussée	NOM	chaussée
vieux	ADJ	vieux
s'	PRO:PER	se
habiterait	VER:cond	habiter
escalier	NOM	escalier
morne	VER:pres	morner
arrondi	VER:pper	arrondir
allait	VER:impf	aller
courant	NOM	courant
s'	PRO:PER	se
.	SENT	.
,	PUN	,
.	SENT	.
le	DET:ART	le
du	PRP:det	du
Simon	NAM	simon
.	SENT	.
malles	NOM	malle
sortit	VER:simp	sortir
peu	ADV	peu
ciel	NOM	ciel
dissimula	VER:simp	dissimuler
portait	VER:impf	porter
un	DET:ART	un
la	DET:ART	le
rêvait	VER:impf	rêver
,	PUN	,
cet	PRO:DEM	ce
Sa	DET:POS	son
à	PRP	à
du	PRP:det	du
de	PRP	de
dans	PRP	dans
est	VER:pres	être
de	PRP	de
Le	DET:ART	le
chevaux	NOM	cheval
côté	NOM	côté
