hauteurs	NOM	hauteur
occupe	VER:pres	occuper
,	PUN	,
grec	NOM	grec
à	PRP	à
«	PUN:cit	«
Ionienne	NAM	ionienne
orientale	ADJ	oriental
sur	PRP	sur
du	PRP:det	du
,	PUN	,
été	VER:pper	être
,	PUN	,
de	PRP	de
rapidement	ADV	rapidement
de	PRP	de
enchantés	VER:pper	enchanter
l'	DET:ART	le
religion	NOM	religion
«	PUN:cit	«
l'	DET:ART	le
les	DET:ART	le
quais	NOM	quai
une	DET:ART	un
<EOS>	<EOS>	<EOS>
hautes	ADJ	haut
cette	PRO:DEM	ce
bien	ADV	bien
de	PRP	de
laquelle	PRO:REL	lequel
un	NUM	un
leurs	DET:POS	leur
laquelle	PRO:REL	lequel
entretenir	VER:infi	entretenir
essayer	VER:infi	essayer
.	SENT	.
l'	DET:ART	le
croyances	NOM	croyance
de	PRP	de
et	KON	et
Morée	NAM	morée
lazzaroni	NOM	lazzaroni
ignorants	ADJ	ignorant
Magne	NAM	magne
battue	VER:pper	battre
<EOS>	<EOS>	<EOS>
.	SENT	.
pouvoir	VER:infi	pouvoir
de	PRP	de
de	PRP	de
pouvait	VER:impf	pouvoir
les	DET:ART	le
<EOS>	<EOS>	<EOS>
de	PRP	de
,	PUN	,
bons	ADJ	bon
,	PUN	,
seulement	ADV	seulement
bras	NOM	bras
Sur	PRP	sur
Bien	ADV	bien
leur	PRO:PER	lui
découpent	VER:pres	découper
clair	ADJ	clair
quels	PRO:REL	quel
ayant	VER:ppre	avoir
sur	PRP	sur
,	PUN	,
le	DET:ART	le
.	SENT	.
se	PRO:PER	se
de	PRP	de
antique	ADJ	antique
sommet	NOM	sommet
situé	VER:pper	situer
»	PUN:cit	»
a-t-il	ADJ	a-t-il
baiser	VER:infi	baiser
Actuellement	ADV	actuellement
cette	PRO:DEM	ce
au	PRP:det	au
levèrent	VER:simp	lever
ces	PRO:DEM	ce
dentelures	NOM	dentelure
époque	NOM	époque
faire	VER:infi	faire
levantin	ADJ	levantin
graisse	NOM	graisse
façon	NOM	façon
et	KON	et
superstitieuses	ADJ	superstitieux
église	NOM	église
,	PUN	,
<EOS>	<EOS>	<EOS>
qu'	KON	que
péninsule	NOM	péninsule
de	PRP	de
un	NOM	un
incessamment	ADV	incessamment
moines	NOM	moine
des	PRP:det	du
y	PRO:PER	y
Mais	KON	mais
Sérapis	NAM	sérapis
Vitylo	NAM	vitylo
quart	NOM	quart
cinq	NUM	cinq
qui	PRO:REL	qui
se	PRO:PER	se
ces	PRO:DEM	ce
le	DET:ART	le
,	PUN	,
homme	NOM	homme
très	ADV	très
,	PUN	,
l'	DET:ART	le
était	VER:impf	être
cinquante	NOM	cinquante
insouciants	ADJ	insouciant
.	SENT	.
«	PUN:cit	«
,	PUN	,
d'	PRP	de
fond	NOM	fond
aussi	ADV	aussi
seconde	NUM	second
du	PRP:det	du
roches	NOM	roche
,	PUN	,
l'	DET:ART	le
de	PRP	de
d'	PRP	de
Navire	NAM	navire
surtout	ADV	surtout
des	PRP:det	du
font	VER:pres	faire
,	PUN	,
.	SENT	.
.	SENT	.
,	PUN	,
étendus	VER:pper	étendre
y	PRO:PER	y
ailleurs	ADV	ailleurs
descendre	VER:infi	descendre
Nauplie	NAM	nauplie
avant	PRP	avant
oisiveté	NOM	oisiveté
d'	PRP	de
.	SENT	.
singulier	ADJ	singulier
les	DET:ART	le
saint	NOM	saint
L'	DET:ART	le
,	PUN	,
,	PUN	,
nature	NOM	nature
fréquentées	VER:pper	fréquenter
italien	NOM	italien
du	PRP:det	du
la	DET:ART	le
.	SENT	.
.	SENT	.
produit	VER:pres	produire
que	PRO:REL	que
?	SENT	?
en	PRP	en
jetaient	VER:impf	jeter
de	PRP	de
<EOS>	<EOS>	<EOS>
voir	VER:infi	voir
,	PUN	,
le	DET:ART	le
de	PRP	de
Creusé	VER:pper	creuser
qui	PRO:REL	qui
un	DET:ART	un
,	PUN	,
aux	PRP:det	au
familiers	NOM	familier
au	PRP:det	au
élèvent	VER:pres	élever
<EOS>	<EOS>	<EOS>
marins	NOM	marin
pour	PRP	pour
sourire	VER:infi	sourire
Argolide	NAM	argolide
de	PRP	de
de	PRP	de
toute	PRO:IND	tout
heures	NOM	heure
image	NOM	image
dans	PRP	dans
ne	ADV	ne
<EOS>	<EOS>	<EOS>
drachmes	NOM	drachme
trois	NUM	trois
basses	ADJ	bas
ses	DET:POS	son
sur	PRP	sur
il	PRO:PER	il
reposer	VER:infi	reposer
caloyers	NOM	caloyer
,	PUN	,
Le	DET:ART	le
d'	PRP	de
siècle	NOM	siècle
et	KON	et
rive	NOM	rive
,	PUN	,
populations	NOM	population
recrutés	VER:pper	recruter
confessions	NOM	confession
sûreté	NOM	sûreté
de	PRP	de
la	DET:ART	le
ailleurs	ADV	ailleurs
amphithéâtre	NOM	amphithéâtre
est	VER:pres	être
que	PRO:REL	que
quelque	PRO:IND	quelque
,	PUN	,
comparé	VER:pper	comparer
sept	NUM	sept
a	VER:pres	avoir
les	DET:ART	le
la	DET:ART	le
ils	PRO:PER	il
à	PRP	à
un	DET:ART	un
a	VER:pres	avoir
hellénique	ADJ	hellénique
Grèce	NAM	grèce
les	DET:ART	le
le	DET:ART	le
Laconie	NAM	laconie
était	VER:impf	être
de	PRP	de
pauvres	ADJ	pauvre
Eh	NAM	eh
six	NUM	six
»	PUN:cit	»
le	DET:ART	le
baptêmes	NOM	baptême
clergé	NOM	clergé
en	PRO:PER	en
débrouiller	VER:infi	débrouiller
,	PUN	,
à	PRP	à
eussent	VER:subi	avoir
Égée	NAM	égée
des	PRP:det	du
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
de	PRP	de
saints	NOM	saint
,	PUN	,
--	PUN	--
,	PUN	,
chapiteaux	NOM	chapiteau
les	DET:ART	le
est	VER:pres	être
est-à-dire	ADV	est-à-dire
<EOS>	<EOS>	<EOS>
nuit	NOM	nuit
un	NOM	un
de	PRP	de
bizarres	ADJ	bizarre
la	DET:ART	le
rendement	NOM	rendement
n'	ADV	ne
de	PRP	de
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
mot	NOM	mot
tours	NOM	tour
,	PUN	,
que	KON	que
sa	DET:POS	son
d'	PRP	de
la	DET:ART	le
I	NUM	i
dîmes	NOM	dîme
couvrent	VER:pres	couvrir
et	KON	et
les	DET:ART	le
guetteurs	ADJ	guetteur
de	PRP	de
Aussi	ADV	aussi
port	NOM	port
du	PRP:det	du
confiance	NOM	confiance
du	PRP:det	du
Mais	KON	mais
qui	PRO:REL	qui
encore	ADV	encore
orthodoxe	ADJ	orthodoxe
peine	NOM	peine
trois	NUM	trois
les	DET:ART	le
meilleurs	ADJ	meilleur
christianisme	NOM	christianisme
entrée	NOM	entrée
prolongement	NOM	prolongement
Kélapha	NAM	kélapha
Vitylo	NAM	vitylo
,	PUN	,
»	PUN:cit	»
,	PUN	,
mais	KON	mais
,	PUN	,
que	KON	que
des	PRP:det	du
ce	PRO:DEM	ce
De	PRP	de
les	DET:ART	le
qui	PRO:REL	qui
cinquante-cinq	NUM	cinquante-cinq
pays	NOM	pays
,	PUN	,
,	PUN	,
les	DET:ART	le
d'	PRP	de
même	ADV	même
.	SENT	.
mer	NOM	mer
C'	PRO:DEM	ce
après	PRP	après
bâtiment	NOM	bâtiment
-ils	PRO:PER	il
la	DET:ART	le
Vitylo	NAM	vitylo
les	DET:ART	le
plus	ADV	plus
chaos	NOM	chaos
,	PUN	,
que	KON	que
«	PUN:cit	«
eaux	NOM	eau
tous	PRO:IND	tout
encore	ADV	encore
le	DET:ART	le
une	DET:ART	un
milles	NOM	mille
,	PUN	,
,	PUN	,
,	PUN	,
eux	PRO:PER	eux
,	PUN	,
entre	PRP	entre
lorsqu'	KON	lorsque
ces	PRO:DEM	ce
nord-nord-ouest	NOM	nord-nord-ouest
ces	PRO:DEM	ce
c'	PRO:DEM	ce
aussi	ADV	aussi
c'	PRO:DEM	ce
s'	PRO:PER	se
horizon	NOM	horizon
des	PRP:det	du
de	PRP	de
un	DET:ART	un
demi-dieux	NOM	demi-dieu
dans	PRP	dans
<EOS>	<EOS>	<EOS>
Hellènes	NAM	hellènes
;	PUN	;
,	PUN	,
par	PRP	par
.	SENT	.
,	PUN	,
un	DET:ART	un
ce	PRO:DEM	ce
au	PRP:det	au
La	DET:ART	le
de	PRP	de
vers	PRP	vers
les	DET:ART	le
;	PUN	;
regardaient	VER:impf	regarder
être	VER:infi	être
de	PRP	de
deux	NUM	deux
ordre	NOM	ordre
de	PRP	de
été	VER:pper	être
et	KON	et
<EOS>	<EOS>	<EOS>
crêtes	NOM	crête
où	PRO:REL	où
Péloponnèse	NOM	péloponnèse
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
ne	ADV	ne
un	NOM	un
albanais	NOM	albanais
à	PRP	à
de	PRP	de
village	NOM	village
,	PUN	,
si	KON	si
donner	VER:infi	donner
une	DET:ART	un
d'	PRP	de
débris	NOM	débris
en	PRO:PER	en
est	VER:pres	être
de	PRP	de
qu'	KON	que
.	SENT	.
d'	PRP	de
l'	PRO:PER	la|le
de	PRP	de
dont	PRO:REL	dont
l'	DET:ART	le
Marathon	NAM	marathon
quitter	VER:infi	quitter
bas	ADV	bas
fidèles	NOM	fidèle
existé	VER:pper	exister
18	NUM	@card@
dans	PRP	dans
du	PRP:det	du
Ce	PRO:DEM	ce
l'	PRO:PER	la|le
méridionale	ADJ	méridional
,	PUN	,
de	PRP	de
<EOS>	<EOS>	<EOS>
même	ADV	même
et	KON	et
golfes	NOM	golfe
curieux	ADJ	curieux
amalgament	VER:pres	amalgamer
découpait	VER:impf	découper
ces	PRO:DEM	ce
tour	NOM	tour
vieilles	ADJ	vieux
Vitylo	NAM	vitylo
s'	PRO:PER	se
empêché	VER:pper	empêcher
dans	PRP	dans
à	PRP	à
près	ADV	près
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
largement	ADV	largement
ton	NOM	ton
ces	PRO:DEM	ce
voyageurs	NOM	voyageur
ou	KON	ou
échancre	VER:pres	échancrer
Magne	NAM	magne
ancienne	ADJ	ancien
fonds	NOM	fond|fonds
chapelles	NOM	chapelle
Si	KON	si
platane	NOM	platane
petit	ADJ	petit
les	DET:ART	le
pour	PRP	pour
peu	ADV	peu
,	PUN	,
vent	NOM	vent
moine	NOM	moine
pouvait	VER:impf	pouvoir
d'	PRP	de
et	KON	et
c'	PRO:DEM	ce
assez	ADV	assez
nature	NOM	nature
,	PUN	,
patois	ADJ	patois
ouvre	VER:pres	ouvrer|ouvrir
lampe	NOM	lampe
ancêtres	NOM	ancêtre
ruine	NOM	ruine
enterrements	NOM	enterrement
»	PUN:cit	»
est	VER:pres	être
.	SENT	.
heures	NOM	heure
Coron	NAM	coron
de	PRP	de
,	PUN	,
des	PRP:det	du
lui	PRO:PER	lui
la	DET:ART	le
encore	ADV	encore
,	PUN	,
,	PUN	,
faut	VER:pres	falloir
,	PUN	,
.	SENT	.
sur	PRP	sur
tours	NOM	tour
inspirer	VER:infi	inspirer
plus	ADV	plus
.	SENT	.
la	DET:ART	le
minutes	NOM	minute
ancien	ADJ	ancien
justement	ADV	justement
ces	PRO:DEM	ce
desservies	VER:pper	desservir
sauvages	ADJ	sauvage
.	SENT	.
le	PRO:PER	le
,	PUN	,
à	PRP	à
contre	PRP	contre
sainte	ADJ	saint
.	SENT	.
d'	PRP	de
»	PUN:cit	»
--	PUN	--
messénienne	ADJ	messénienne
des	PRP:det	du
irrégulière	ADJ	irrégulier
littoral	NOM	littoral
,	PUN	,
la	DET:ART	le
brise	NOM	brise
troisième	NUM	troisième
de	PRP	de
de	PRP	de
première	NUM	premier
,	PUN	,
dont	PRO:REL	dont
sirènes	NOM	sirène
caloyers	NOM	caloyer
Le	DET:ART	le
--	PUN	--
du	PRP:det	du
ces	PRO:DEM	ce
il	PRO:PER	il
à	PRP	à
les	DET:ART	le
la	DET:ART	le
premier	NUM	premier
l'	DET:ART	le
le	DET:ART	le
de	PRP	de
peu	ADV	peu
légendes	NOM	légende
ans	NOM	an
et	KON	et
quelques	PRO:IND	quelque
.	SENT	.
abruptes	ADJ	abrupt
se	PRO:PER	se
le	DET:ART	le
,	PUN	,
l'	DET:ART	le
d'	PRP	de
l'	DET:ART	le
en	PRP	en
de	PRP	de
en	PRP	en
Belle	NAM	belle
que	PRO:REL	que
histoire	NOM	histoire
l'	DET:ART	le
à	PRP	à
le	DET:ART	le
pouvait	VER:impf	pouvoir
Près	ADV	près
les	DET:ART	le
<EOS>	<EOS>	<EOS>
certaines	PRO:IND	certain
métier	NOM	métier
de	PRP	de
courant	VER:ppre	courir
de	PRP	de
séparait	VER:impf	séparer
père	NOM	père
orientation	NOM	orientation
de	PRP	de
clergé	NOM	clergé
parlait	VER:impf	parler
cette	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
quelques	PRO:IND	quelque
plus	ADV	plus
aux	PRP:det	au
certaines	PRO:IND	certain
,	PUN	,
,	PUN	,
,	PUN	,
quelque	PRO:IND	quelque
la	DET:ART	le
voir	VER:infi	voir
et	KON	et
Grèce	NAM	grèce
ignorant	VER:ppre	ignorer
ses	DET:POS	son
de	PRP	de
les	DET:ART	le
jugé	VER:pper	juger
époque	NOM	époque
temps	NOM	temps
lumineux	ADJ	lumineux
marins	NOM	marin
comme	KON	comme
fût	VER:subi	être
Homère	NAM	homère
le	DET:ART	le
fidèles	ADJ	fidèle
venait	VER:impf	venir
,	PUN	,
fraîche	ADJ	frais
Messénie	NAM	messénie
,	PUN	,
visible	ADJ	visible
vers	PRP	vers
paradis	NOM	paradis
contreforts	NOM	contrefort
l'	DET:ART	le
de	PRP	de
une	DET:ART	un
Magne	NAM	magne
orographique	ADJ	orographique
de	PRP	de
,	PUN	,
Nason	NAM	nason
s'	PRO:PER	se
,	PUN	,
se	PRO:PER	se
en	PRO:PER	en
du	PRP:det	du
ans	NOM	an
d'	PRP	de
golfe	NOM	golfe
Ici	ADV	ici
passes	NOM	passe
le	DET:ART	le
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
Henry	NAM	henry
À	PRP	à
village	NOM	village
par	PRP	par
.	SENT	.
!	SENT	!
cette	PRO:DEM	ce
l'	DET:ART	le
l'	DET:ART	le
La	DET:ART	le
en	PRP	en
de	PRP	de
,	PUN	,
premier	NOM	premier
une	NUM	un
port	NOM	port
la	DET:ART	le
Au	PRP:det	au
colonnes	NOM	colonne
naturellement	ADV	naturellement
ionique	ADJ	ionique
ouest	NOM	ouest
d'	PRP	de
des	PRP:det	du
de	PRP	de
était	VER:impf	être
a-t-il	ADJ	a-t-il
virent	VER:pres	virer
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
nouvelle	ADJ	nouveau
pouvait	VER:impf	pouvoir
ainsi	KON	ainsi
encore	ADV	encore
1827	NUM	@card@
les	DET:ART	le
naïfs	ADJ	naïf
très	ADV	très
de	PRP	de
et	KON	et
pratiques	NOM	pratique
l'	DET:ART	le
invoquant	VER:ppre	invoquer
dont	PRO:REL	dont
-ce	PRO:DEM	ce
niche	NOM	niche
Pendant	PRP	pendant
est	VER:pres	être
à	PRP	à
--	PUN	--
<EOS>	<EOS>	<EOS>
que	PRO:REL	que
.	SENT	.
une	DET:ART	un
peu	ADV	peu
ce	PRO:DEM	ce
à	PRP	à
guetteurs	NOM	guetteur
non	ADV	non
médiocre	ADJ	médiocre
convient	VER:pres	convenir|convier
désespérés	VER:pper	désespérer
saintes	NOM	saint
mers	NOM	mer
paraissaient	VER:impf	paraître
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
l'	DET:ART	le
du	PRP:det	du
feuille	NOM	feuille
,	PUN	,
la	DET:ART	le
port	NOM	port
de	PRP	de
,	PUN	,
M	VER:pper	m
maniote	NOM	maniote
même	ADV	même
remarquer	VER:infi	remarquer
de	PRP	de
religion	NOM	religion
vents	NOM	vent
cinquante	ADJ	cinquante
avec	PRP	avec
profondes	ADJ	profond
ils	PRO:PER	il
,	PUN	,
géographie	NOM	géographie
appartient	VER:pres	appartenir
parfois	ADV	parfois
défend	VER:pres	défendre
la	DET:ART	le
golfe	NOM	golfe
de	PRP	de
ossature	NOM	ossature
et	KON	et
la	DET:ART	le
des	PRP:det	du
mendiants	NOM	mendiant
font	VER:pres	faire
Taygète	NAM	taygète
Au-dessus	ADV	au-dessus
haut	ADV	haut
anomalies	NOM	anomalie
répugnaient	VER:impf	répugner
,	PUN	,
postérieure	ADJ	postérieur
auxquels	PRO:REL	auquel
assez	ADV	assez
dominent	VER:pres	dominer
à	PRP	à
Grèce	NAM	grèce
Est	NOM	est
bordure	NOM	bordure
un	NUM	un
,	PUN	,
sur	PRP	sur
,	PUN	,
ces	PRO:DEM	ce
au	PRP:det	au
«	PUN:cit	«
atteindre	VER:infi	atteindre
déesses	NOM	déesse
antiquité	NOM	antiquité
,	PUN	,
croire	VER:infi	croire
avec	PRP	avec
.	SENT	.
<SEG>
<EOS>	<EOS>	<EOS>
envahi	VER:pper	envahir
répliqua	VER:simp	répliquer
du	PRP:det	du
ce	PRO:DEM	ce
annoncer	VER:infi	annoncer
vue	NOM	vue
victoire	NOM	victoire
que	KON	que
ces	PRO:DEM	ce
leurs	DET:POS	leur
de	PRP	de
ans	NOM	an
rocher	NOM	rocher
à	PRP	à
à	PRP	à
ni	KON	ni
forbans	NOM	forban
<EOS>	<EOS>	<EOS>
par	PRP	par
il	PRO:PER	il
précisément	ADV	précisément
<EOS>	<EOS>	<EOS>
et	KON	et
alors	ADV	alors
l'	DET:ART	le
moins	ADV	moins
par	PRP	par
des	PRP:det	du
mer	NOM	mer
fanatiques	ADJ	fanatique
peine	NOM	peine
geste	NOM	geste
et	KON	et
l'	DET:ART	le
Aucun	PRO:IND	aucun
des	PRP:det	du
terrible	ADJ	terrible
C'	PRO:DEM	ce
moment	NOM	moment
pyrgos	NOM	pyrgos
d'	PRP	de
,	PUN	,
Matapan	NAM	matapan
de	PRP	de
Cérigo	NAM	cérigo
agissait	VER:impf	agir
de	PRP	de
aux	PRP:det	au
<EOS>	<EOS>	<EOS>
les	DET:ART	le
impitoyablement	ADV	impitoyablement
,	PUN	,
le	DET:ART	le
<EOS>	<EOS>	<EOS>
sont	VER:pres	être
sur	PRP	sur
,	PUN	,
pillage	NOM	pillage
sur	PRP	sur
marin	ADJ	marin
légèrement	ADV	légèrement
»	PUN:cit	»
du	PRP:det	du
donc	ADV	donc
premier	NUM	premier
situation	NOM	situation
le	DET:ART	le
presque	ADV	presque
est	VER:pres	être
au	PRP:det	au
se	PRO:PER	se
autres	ADJ	autre
mers	NOM	mer
,	PUN	,
<EOS>	<EOS>	<EOS>
est	VER:pres	être
pourtant	ADV	pourtant
pussent	VER:subi	pouvoir
,	PUN	,
le	DET:ART	le
un	NOM	un
rares	ADJ	rare
répondit	VER:simp	répondre
de	PRP	de
attiraient	VER:impf	attirer
ont	VER:pres	avoir
À	PRP	à
Levant	NAM	levant
qui	PRO:REL	qui
alors	ADV	alors
vers	PRP	vers
.	SENT	.
pointe	NOM	pointe
en	PRP	en
,	PUN	,
.	SENT	.
,	PUN	,
cette	PRO:DEM	ce
habitants	NOM	habitant
de	PRP	de
besogne	NOM	besogne
éteindre	VER:infi	éteindre
,	PUN	,
<EOS>	<EOS>	<EOS>
le	DET:ART	le
Or	NOM	or
.	SENT	.
de	PRP	de
maltais	ADJ	maltais
quelques	PRO:IND	quelque
soldats	NOM	soldat
Que	KON	que
,	PUN	,
--	PUN	--
ou	KON	ou
passait	VER:impf	passer
Marathon	NAM	marathon
moyen	ADJ	moyen
grand	ADJ	grand
où	PRO:REL	où
parages	NOM	parage|parages
pleine	ADJ	plein
ce	PRO:DEM	ce
heure	NOM	heure
gendarmes	NOM	gendarme
à	PRP	à
ces	PRO:DEM	ce
non	ADV	non
lutte	NOM	lutte
Perses	NOM	perse
ce	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
-ils	PRO:PER	il
un	DET:ART	un
dans	PRP	dans
peuvent	VER:pres	pouvoir
langue	NOM	langue
refusaient	VER:impf	refuser
<EOS>	<EOS>	<EOS>
n'	ADV	ne
terre	NOM	terre
des	PRP:det	du
était	VER:impf	être
l'	DET:ART	le
de	PRP	de
ces	PRO:DEM	ce
propre	ADJ	propre
Cérigotto	NAM	cérigotto
et	KON	et
les	DET:ART	le
,	PUN	,
,	PUN	,
:	PUN	:
cinquante	ADJ	cinquante
déterminés	ADJ	déterminé
à	PRP	à
,	PUN	,
escopette	NOM	escopette
redevenue	VER:pper	redevenir
se	PRO:PER	se
au	PRP:det	au
la	DET:ART	le
ce	PRO:DEM	ce
Miltiade	NAM	miltiade
de	PRP	de
était	VER:impf	être
<EOS>	<EOS>	<EOS>
que	PRO:REL	que
donné	VER:pper	donner
de	PRP	de
qui	PRO:REL	qui
au	PRP:det	au
les	DET:ART	le
en	PRO:PER	en
<EOS>	<EOS>	<EOS>
mots	NOM	mot
des	PRP:det	du
tiers	NOM	tiers
la	DET:ART	le
.	SENT	.
n'	ADV	ne
passionner	VER:infi	passionner
le	DET:ART	le
de	PRP	de
,	PUN	,
attaquaient	VER:impf	attaquer
,	PUN	,
de	PRP	de
<EOS>	<EOS>	<EOS>
la	DET:ART	le
à	PRP	à
de	PRP	de
combien	ADV	combien
»	PUN:cit	»
,	PUN	,
ancêtres	NOM	ancêtre
Ni	KON	ni
Les	DET:ART	le
avant	PRP	avant
avait-il	NOM	avait-il
qu'	PRO:REL	que
.	SENT	.
d'	PRP	de
dans	PRP	dans
n'	ADV	ne
guerre	NOM	guerre
spécial	ADJ	spécial
voisins	ADJ	voisin
croire	VER:infi	croire
que	KON	que
ou	KON	ou
au	PRP:det	au
ne	ADV	ne
de	PRP	de
enrayé	VER:pper	enrayer|enrayer
ils	PRO:PER	il
,	PUN	,
histoire	NOM	histoire
vue	NOM	vue
haletait	VER:impf	haleter
<EOS>	<EOS>	<EOS>
étaient	VER:impf	être
.	SENT	.
pour	PRP	pour
,	PUN	,
pouvait	VER:impf	pouvoir
ceux	PRO:DEM	celui
ce	PRO:DEM	ce
chômer	VER:infi	chômer
plus	ADV	plus
plus	ADV	plus
pu	VER:pper	pouvoir
ne	ADV	ne
petites	ADJ	petit
le	DET:ART	le
--	PUN	--
Dieu	NOM	dieu
brûlaient	VER:impf	brûler
les	DET:ART	le
faisaient	VER:impf	faire
le	DET:ART	le
ils	PRO:PER	il
,	PUN	,
Indépendance	NOM	indépendance
que	KON	que
ou	KON	ou
,	PUN	,
,	PUN	,
hospitaliers	ADJ	hospitalier
janissaires	NOM	janissaire
