sacrées	ADJ	sacré
gouvernements	NOM	gouvernement
,	PUN	,
comprenez	VER:pres	comprendre
fièvres	NOM	fièvre
<EOS>	<EOS>	<EOS>
paie	VER:pres	payer
confondons	VER:pres	confondre
sur	PRP	sur
,	PUN	,
Cristi	INT	cristi
héroïque	ADJ	héroïque
Ah	NAM	ah
.	SENT	.
.	SENT	.
,	PUN	,
son	NOM	son
bénite	ADJ	bénite
faits	VER:pper	faire
,	PUN	,
de	PRP	de
,	PUN	,
1862	NUM	@card@
la	DET:ART	le
de	PRP	de
et	KON	et
il	PRO:PER	il
d'	PRP	de
goût	NOM	goût
curé	NOM	curé
en	PRP	en
un	DET:ART	un
les	DET:ART	le
,	PUN	,
,	PUN	,
!	SENT	!
Entre	PRP	entre
plus	ADV	plus
cerveaux	NOM	cerveau
de	PRP	de
de	PRP	de
vite	ADV	vite
curé	NOM	curé
!	SENT	!
,	PUN	,
<EOS>	<EOS>	<EOS>
France	NAM	france
éducation	NOM	éducation
<EOS>	<EOS>	<EOS>
obsession	NOM	obsession
...	PUN	...
calvaires	NOM	calvaire
<EOS>	<EOS>	<EOS>
laissé	VER:pper	laisser
toutes	PRO:IND	tout
langouste	NOM	langouste
idée	NOM	idée
mysticisme	NOM	mysticisme
voilà	ADV	voilà
de	PRP	de
plantée	VER:pper	planter
Oui	INT	oui
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
,	PUN	,
:	PUN	:
d'	PRP	de
<EOS>	<EOS>	<EOS>
modestie	NOM	modestie
l'	DET:ART	le
parmi	PRP	parmi
son	DET:POS	son
<EOS>	<EOS>	<EOS>
ses	DET:POS	son
paysages	NOM	paysage
malgré	PRP	malgré
rares	ADJ	rare
<EOS>	<EOS>	<EOS>
marquis	NOM	marquis
était	VER:impf	être
dans	PRP	dans
s'	PRO:PER	se
par	PRP	par
poésie	NOM	poésie
ces	PRO:DEM	ce
merveilleux	NOM	merveilleux
chouannerie	NOM	chouannerie
,	PUN	,
c'	PRO:DEM	ce
ordinaire	ADJ	ordinaire
son	DET:POS	son
<EOS>	<EOS>	<EOS>
...	PUN	...
Les	DET:ART	le
manières	NOM	manière
dogmes	NOM	dogme
Ça	VER:simp	ça
la	PRO:PER	la
de	PRP	de
vorace	ADJ	vorace
humanité	NOM	humanité
temps	NOM	temps
la	DET:ART	le
,	PUN	,
je	PRO:PER	je
au	PRP:det	au
,	PUN	,
de	PRP	de
De	PRP	de
?	SENT	?
.	SENT	.
établir	VER:infi	établir
Brugelette	NAM	brugelette
!	SENT	!
c'	PRO:DEM	ce
du	PRP:det	du
geste	NOM	geste
le	DET:ART	le
de	PRP	de
semée	VER:pper	semer
sol	NOM	sol
moyen	ADJ	moyen
,	PUN	,
monde	NOM	monde
les	DET:ART	le
les	DET:ART	le
pieux	ADJ	pieux
que	PRO:REL	que
le	DET:ART	le
clientèle	NOM	clientèle
Aucun	PRO:IND	aucun
Sainte-Anne-d'Auray	NAM	sainte-anne-d'auray
<EOS>	<EOS>	<EOS>
,	PUN	,
sur	PRP	sur
les	DET:ART	le
d'	PRP	de
de	PRP	de
la	DET:ART	le
du	PRP:det	du
baccalauréat	NOM	baccalauréat
plus	ADV	plus
<EOS>	<EOS>	<EOS>
et	KON	et
,	PUN	,
et	KON	et
...	PUN	...
ans	NOM	an
<EOS>	<EOS>	<EOS>
les	DET:ART	le
son	DET:POS	son
bière	NOM	bière
--	PUN	--
.	SENT	.
recevait	VER:impf	recevoir
-là	ADV	là
...	PUN	...
on	PRO:PER	on
non	ADV	non
Sébastien	NAM	sébastien
...	PUN	...
armoricain	ADJ	armoricain
institution	NOM	institution
dirigeaient	VER:impf	diriger
collège	NOM	collège
agréments	NOM	agrément
Monsieur	NOM	monsieur
les	DET:ART	le
peu	ADV	peu
noblesse	NOM	noblesse
--	PUN	--
ne	ADV	ne
et	KON	et
.	SENT	.
existait	VER:impf	exister
Belgique	NAM	belgique
de	PRP	de
,	PUN	,
vers	PRP	vers
établissement	NOM	établissement
due	VER:pper	devoir
général	NOM	général
ornés	VER:pper	orner
chez	PRP	chez
Hé	INT	hé
proximité	NOM	proximité
...	PUN	...
...	PUN	...
trop	ADV	trop
.	SENT	.
en	PRO:PER	en
des	PRP:det	du
,	PUN	,
<EOS>	<EOS>	<EOS>
plage	NOM	plage
figure	VER:pres	figurer
discipline	NOM	discipline
...	PUN	...
pénétrer	VER:infi	pénétrer
de	PRP	de
de	PRP	de
par	PRP	par
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
ce	PRO:DEM	ce
?	SENT	?
,	PUN	,
il	PRO:PER	il
prolongeant	VER:ppre	prolonger
qui	PRO:REL	qui
de	PRP	de
d'	PRP	de
fond	NOM	fond
,	PUN	,
des	PRP:det	du
on	PRO:PER	on
...	PUN	...
révolutions	NOM	révolution
plein	ADJ	plein
département	NOM	département
,	PUN	,
sort	VER:pres	sortir
soit	KON	soit
retour	NOM	retour
époque	NOM	époque
Pervenchères	NOM	pervenchères
Anjou	NAM	anjou
et	KON	et
l'	DET:ART	le
une	DET:ART	un
faire	VER:infi	faire
d'	PRP	de
qui	PRO:REL	qui
...	PUN	...
je	PRO:PER	je
cette	PRO:DEM	ce
,	PUN	,
leur	DET:POS	leur
histoire	NOM	histoire
,	PUN	,
lesquelles	PRO:REL	lequel
moyen	NOM	moyen
prospectus	NOM	prospectus
--	PUN	--
élèves	NOM	élève
!	SENT	!
de	PRP	de
jeunes	ADJ	jeune
,	PUN	,
et	KON	et
élèves	NOM	élève
une	DET:ART	un
cette	PRO:DEM	ce
gentilshommes	NOM	gentilshommes
le	PRO:PER	le
bien	ADV	bien
,	PUN	,
,	PUN	,
et	KON	et
politiques	ADJ	politique
qui	PRO:REL	qui
autour	ADV	autour
une	DET:ART	un
Aujourd'hui	ADV	aujourd'hui
quincaillier	NOM	quincaillier
l'	PRO:PER	la|le
de	PRP	de
sur	PRP	sur
sont	VER:pres	être
la	DET:ART	le
,	PUN	,
épopée	NOM	épopée
qui	PRO:REL	qui
orgueilleuse	ADJ	orgueilleux
,	PUN	,
,	PUN	,
avertissaient	VER:impf	avertir
noms	NOM	nom
de	PRP	de
.	SENT	.
pour	PRP	pour
homme	NOM	homme
rimées	VER:pper	rimer
en	PRP	en
<EOS>	<EOS>	<EOS>
,	PUN	,
ils	PRO:PER	il
du	PRP:det	du
est	VER:pres	être
qu'	KON	que
--	PUN	--
bonnes	ADJ	bon
acquiesça	VER:simp	acquiescer
osa	VER:simp	oser
<EOS>	<EOS>	<EOS>
en	PRP	en
du	PRP:det	du
Mazette	NOM	mazette
de	PRP	de
parmi	PRP	parmi
sauvage	ADJ	sauvage
curé	NOM	curé
familière	ADJ	familier
,	PUN	,
L'	DET:ART	le
...	PUN	...
cette	PRO:DEM	ce
Ce	PRO:DEM	ce
niveau	NOM	niveau
la	DET:ART	le
en	PRO:PER	en
élargissant	VER:ppre	élargir
vers	PRP	vers
et	KON	et
et	KON	et
<EOS>	<EOS>	<EOS>
bien	ADJ	bien
en	PRO:PER	en
tombée	VER:pper	tomber
mer	NOM	mer
venaient	VER:impf	venir
est	VER:pres	être
et	KON	et
certificats	NOM	certificat
,	PUN	,
où	PRO:REL	où
et	KON	et
célèbre	ADJ	célèbre
ont	VER:pres	avoir
de	PRP	de
de	PRP	de
la	PRO:PER	la
fois	NOM	fois
,	PUN	,
de	PRP	de
au	PRP:det	au
demeuré	VER:pper	demeurer
et	KON	et
à	PRP	à
Jésuites	NAM	jésuites
dans	PRP	dans
deux	NUM	deux
offraient	VER:impf	offrir
forcèrent	VER:simp	forcer
pensée	NOM	pensée
morale	ADJ	moral
l'	DET:ART	le
toute-puissance	NOM	toute-puissance
le	DET:ART	le
...	PUN	...
<EOS>	<EOS>	<EOS>
à	PRP	à
pas	ADV	pas
comme	ADV	comme
recevait	VER:impf	recevoir
.	SENT	.
,	PUN	,
hasard	NOM	hasard
plus	ADV	plus
!	SENT	!
,	PUN	,
de	PRP	de
qui	PRO:REL	qui
les	DET:ART	le
ils	PRO:PER	il
connu	VER:pper	connaître
enseignement	NOM	enseignement
Cette	PRO:DEM	ce
mon	DET:POS	mon
formaient	VER:impf	former
de	PRP	de
les	DET:ART	le
misères	NOM	misère
air	NOM	air
Écoutez	VER:pres	écouter
livre	VER:pres	livrer
étranger	ADJ	étranger
,	PUN	,
...	PUN	...
belles	ADJ	beau
--	PUN	--
trouver	VER:infi	trouver
milieu	NOM	milieu
,	PUN	,
les	DET:ART	le
des	PRP:det	du
se	PRO:PER	se
tel	PRO:DEM	tel
chaudement	ADV	chaudement
bien	ADV	bien
bien-pensante	ADJ	bien-pensant
de	PRP	de
évocations	NOM	évocation
Vannes	NAM	vannes
,	PUN	,
spéciale	ADJ	spécial
quelconque	ADJ	quelconque
,	PUN	,
dirigent	VER:pres	diriger
élite	NOM	élite
florissantes	ADJ	florissant
rêvent	VER:pres	rêver
les	DET:ART	le
<EOS>	<EOS>	<EOS>
Roch	NAM	roch
.	SENT	.
monde	NOM	monde
de	PRP	de
archéologues	NOM	archéologue
<EOS>	<EOS>	<EOS>
!	SENT	!
taciturne	ADJ	taciturne
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
en	PRO:PER	en
réfugier	VER:infi	réfugier
mais	KON	mais
monsieur	NOM	monsieur
se	PRO:PER	se
légende	NOM	légende
émanent	VER:pres	émaner
Autriche	NAM	autriche
omnipotente	ADJ	omnipotent
,	PUN	,
paternel	ADJ	paternel
,	PUN	,
,	PUN	,
ne	ADV	ne
,	PUN	,
Vendée	NAM	vendée
de	PRP	de
Hé	INT	hé
ut	NOM	ut
,	PUN	,
pas	ADV	pas
<EOS>	<EOS>	<EOS>
,	PUN	,
une	DET:ART	un
atteignent	VER:pres	atteindre
Toute	VER:pres	toute
du	PRP:det	du
et	KON	et
étaient	VER:impf	être
à	PRP	à
principes	NOM	principe
Bretagne	NAM	bretagne
de	PRP	de
,	PUN	,
amenèrent	VER:simp	amener
dame	NOM	dame
donc	ADV	donc
Ainsi	NAM	ainsi
,	PUN	,
,	PUN	,
décor	NOM	décor
tenaient	VER:impf	tenir
leur	DET:POS	leur
qui	PRO:REL	qui
à	PRP	à
qui	PRO:REL	qui
des	PRP:det	du
Roch	NOM	roch
vivantes	ADJ	vivant
religieuse	ADJ	religieux
et	KON	et
et	KON	et
approuva	VER:simp	approuver
a	VER:pres	avoir
,	PUN	,
de	PRP	de
ils	PRO:PER	il
.	SENT	.
,	PUN	,
partis	NOM	parti
!	SENT	!
elle	PRO:PER	elle
de	PRP	de
,	PUN	,
dont	PRO:REL	dont
mode	NOM	mode
,	PUN	,
affriolantes	ADJ	affriolant
ton	NOM	ton
les	DET:ART	le
,	PUN	,
les	DET:ART	le
dessins	NOM	dessin
,	PUN	,
,	PUN	,
,	PUN	,
abruti	VER:pper	abrutir
,	PUN	,
pas	ADV	pas
Mais	KON	mais
encore	ADV	encore
que	PRO:REL	que
<EOS>	<EOS>	<EOS>
,	PUN	,
.	SENT	.
ils	PRO:PER	il
cher	ADV	cher
des	PRP:det	du
,	PUN	,
à	PRP	à
sais	VER:pres	savoir
l'	DET:ART	le
riposta	VER:simp	riposter
d'	PRP	de
son	DET:POS	son
;	PUN	;
terre	NOM	terre
ils	PRO:PER	il
Quand	KON	quand
,	PUN	,
rares	ADJ	rare
jadis	ADV	jadis
où	PRO:REL	où
n'	ADV	ne
familles	NOM	famille
prudence	NOM	prudence
ces	PRO:DEM	ce
vous	PRO:PER	vous
<EOS>	<EOS>	<EOS>
...	PUN	...
!	SENT	!
de	PRP	de
grand	ADJ	grand
les	DET:ART	le
de	PRP	de
paysage	NOM	paysage
typographiques	ADJ	typographique
sa	DET:POS	son
d'	PRP	de
C'	NAM	c'
n'	ADV	ne
,	PUN	,
jeunes	ADJ	jeune
...	PUN	...
renommée	NOM	renommée
souffrante	ADJ	souffrant
<EOS>	<EOS>	<EOS>
des	PRP:det	du
en	PRO:PER	en
fils	NOM	fil|fils
,	PUN	,
d'	PRP	de
lui	PRO:PER	lui
un	NUM	un
crâne	ADJ	crâne
persécutions	NOM	persécution
le	DET:ART	le
est	VER:pres	être
.	SENT	.
mœurs	NOM	mœurs
délicates	ADJ	délicat
les	DET:ART	le
,	PUN	,
,	PUN	,
sa	DET:POS	son
aussi	ADV	aussi
embrassait	VER:impf	embrasser
même	ADV	même
éloges	NOM	éloge
à	PRP	à
l'	DET:ART	le
de	PRP	de
,	PUN	,
LIVRE	NOM	livre
routinier	ADJ	routinier
que	KON	que
ça	PRO:DEM	cela
Outre	ADV	outre
et	KON	et
pays	NOM	pays
M	VER:pper	m
pâles	ADJ	pâle
ville	NOM	ville
!	SENT	!
l'	DET:ART	le
fois	NOM	fois
Jésuites	NAM	jésuites
,	PUN	,
ces	PRO:DEM	ce
le	PRO:PER	le
séminaire	NOM	séminaire
des	PRP:det	du
barbare	ADJ	barbare
Et	KON	et
Jésuites	NOM	jésuite
en	PRP	en
tout	PRO:IND	tout
âmes	NOM	âme
respectés	VER:pper	respecter
ses	DET:POS	son
,	PUN	,
Quand	NAM	quand
ses	DET:POS	son
ces	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
,	PUN	,
l'	DET:ART	le
,	PUN	,
la	DET:ART	le
l'	DET:ART	le
par	PRP	par
la	DET:ART	le
?	SENT	?
fils	NOM	fil|fils
avec	PRP	avec
n'	ADV	ne
,	PUN	,
l'	DET:ART	le
surtout	ADV	surtout
Hé	INT	hé
condition	NOM	condition
<EOS>	<EOS>	<EOS>
j'	PRO:PER	je
,	PUN	,
époque	NOM	époque
miracles	NOM	miracle
que	KON	que
d'	PRP	de
le	DET:ART	le
impressionner	VER:infi	impressionner
tenaient	VER:impf	tenir
âge	NOM	âge
leur	DET:POS	leur
!	SENT	!
Pères	NOM	père
la	DET:ART	le
catholique	ADJ	catholique
,	PUN	,
fatalisme	NOM	fatalisme
,	PUN	,
action	NOM	action
...	PUN	...
éclat	NOM	éclat
pétrir	VER:infi	pétrir
prêtre	NOM	prêtre
de	PRP	de
,	PUN	,
breton	ADJ	breton
y	PRO:PER	y
principalement	ADV	principalement
Et	KON	et
toute	PRO:IND	tout
avantages	NOM	avantage
du	PRP:det	du
de	PRP	de
les	PRO:PER	la|le
le	DET:ART	le
de	PRP	de
de	PRP	de
bretons	ADJ	breton
de	PRP	de
-là	ADV	là
...	PUN	...
que	PRO:REL	que
point	ADV	point
de	PRP	de
,	PUN	,
,	PUN	,
,	PUN	,
les	DET:ART	le
<SEG>
saine	ADJ	sain
,	PUN	,
encourageants	ADJ	encourageant
,	PUN	,
!	SENT	!
membres	NOM	membre
lampe	NOM	lampe
de	PRP	de
de	PRP	de
un	DET:ART	un
,	PUN	,
son	DET:POS	son
de	PRP	de
végétale	ADJ	végétal
des	PRP:det	du
habituelles	ADJ	habituel
aux	PRP:det	au
une	DET:ART	un
qu'	PRO:REL	que
.	SENT	.
de	PRP	de
,	PUN	,
champ	NOM	champ
devant	PRP	devant
comme	ADV	comme
prunelles	NOM	prunelle
;	PUN	;
soyons	VER:subp	être
ces	PRO:DEM	ce
ont	VER:pres	avoir
tonnerre	NOM	tonnerre
.	SENT	.
parbleu	INT	parbleu
une	DET:ART	un
,	PUN	,
cet	PRO:DEM	ce
n'	ADV	ne
déprimantes	ADJ	déprimant
,	PUN	,
le	DET:ART	le
n'	ADV	ne
:	PUN	:
doux	ADJ	doux
...	PUN	...
.	SENT	.
ébloui	VER:pper	éblouir
avait	VER:impf	avoir
messieurs	NOM	messieurs
jusqu'	PRP	jusque
père	NOM	père
Une	VER:simp	une
à	PRP	à
,	PUN	,
perpétuel	ADJ	perpétuel
est	VER:pres	être
herbes	NOM	herbe
,	PUN	,
en	PRP	en
la	DET:ART	le
,	PUN	,
,	PUN	,
aucun	PRO:IND	aucun
voisins	NOM	voisin
:	PUN	:
avez	VER:pres	avoir
bon	ADJ	bon
.	SENT	.
d'	PRP	de
enthousiasme	NOM	enthousiasme
tout	ADV	tout
<EOS>	<EOS>	<EOS>
le	DET:ART	le
les	DET:ART	le
<EOS>	<EOS>	<EOS>
;	PUN	;
<EOS>	<EOS>	<EOS>
,	PUN	,
:	PUN	:
à	PRP	à
des	PRP:det	du
Majestueux	ADJ	majestueux
.	SENT	.
soir	NOM	soir
se	PRO:PER	se
,	PUN	,
que	KON	que
de	PRP	de
ne	ADV	ne
savant	ADJ	savant
des	PRP:det	du
,	PUN	,
y	PRO:PER	y
loin	ADV	loin
Un	DET:ART	un
,	PUN	,
,	PUN	,
de	PRP	de
la	DET:ART	le
avait	VER:impf	avoir
le	DET:ART	le
sa	DET:POS	son
pape	NOM	pape
...	PUN	...
M	NOM	m
,	PUN	,
un	DET:ART	un
tremblait	VER:impf	trembler
s'	PRO:PER	se
était	VER:impf	être
savez	VER:pres	savoir
désira	VER:simp	désirer
,	PUN	,
Il	PRO:PER	il
.	SENT	.
,	PUN	,
qui	PRO:REL	qui
,	PUN	,
l'	DET:ART	le
choses	NOM	chose
des	PRP:det	du
goût	NOM	goût
que	KON	que
descendre	VER:infi	descendre
pas	ADV	pas
<EOS>	<EOS>	<EOS>
très	ADV	très
<EOS>	<EOS>	<EOS>
,	PUN	,
,	PUN	,
pas	ADV	pas
le	DET:ART	le
appris	VER:pper	apprendre
mènent	VER:pres	mener
égalait	VER:impf	égaler
faire	VER:infi	faire
cérébrale	ADJ	cérébral
pas	ADV	pas
et	KON	et
déformations	NOM	déformation
ailleurs	ADV	ailleurs
langue	NOM	langue
Lentement	ADV	lentement
qui	PRO:REL	qui
dont	PRO:REL	dont
.	SENT	.
M	VER:pper	m
poussé	VER:pper	pousser
un	DET:ART	un
dans	PRP	dans
Sébastien	NAM	sébastien
vie	NOM	vie
le	DET:ART	le
sous	PRP	sous
son	DET:POS	son
auxquelles	PRO:REL	auquel
son	DET:POS	son
l'	DET:ART	le
--	PUN	--
leçons	NOM	leçon
.	SENT	.
bien	ADV	bien
chien	NOM	chien
?	SENT	?
ils	PRO:PER	il
ils	PRO:PER	il
qui	PRO:REL	qui
plus	ADV	plus
non	ADV	non
du	PRP:det	du
curé	NOM	curé
faut	VER:pres	falloir
un	DET:ART	un
n'	ADV	ne
...	PUN	...
,	PUN	,
,	PUN	,
oubliées	VER:pper	oublier
phénomène	NOM	phénomène
au	PRP:det	au
,	PUN	,
manche	NOM	manche
prolixes	ADJ	prolixe
de	PRP	de
<EOS>	<EOS>	<EOS>
boitant	VER:ppre	boiter
Il	NAM	il
le	DET:ART	le
un	DET:ART	un
admiration	NOM	admiration
.	SENT	.
agitaient	VER:impf	agiter
...	PUN	...
ses	DET:POS	son
homme	NOM	homme
par	PRP	par
domaine	NOM	domaine
<EOS>	<EOS>	<EOS>
cher	ADJ	cher
une	DET:ART	un
sa	DET:POS	son
les	PRO:PER	la|le
air	NOM	air
...	PUN	...
dit	VER:pres	dire
que	KON	que
mouvement	NOM	mouvement
heures	NOM	heure
brusque	ADJ	brusque
carnation	NOM	carnation
Et	KON	et
retenues	VER:pper	retenir
,	PUN	,
doit	VER:pres	devoir
incursion	NOM	incursion
serait	VER:cond	être
pas	ADV	pas
doigt	NOM	doigt
loin	ADV	loin
y	PRO:PER	y
à	PRP	à
bras	NOM	bras
.	SENT	.
en	PRO:PER	en
,	PUN	,
n'	ADV	ne
curé	NOM	curé
confidence	NOM	confidence
ne	ADV	ne
sa	DET:POS	son
.	SENT	.
promenèrent	VER:simp	promener
<EOS>	<EOS>	<EOS>
Sébastien	NAM	sébastien
,	PUN	,
et	KON	et
que	KON	que
saut	NOM	saut
sentimentaux	ADJ	sentimental
,	PUN	,
les	DET:ART	le
infini	NOM	infini
,	PUN	,
long	ADJ	long
les	DET:ART	le
de	PRP	de
ça	PRO:DEM	cela
Il	PRO:PER	il
et	KON	et
il	PRO:PER	il
se	PRO:PER	se
remplie	VER:pper	remplir
mentale	ADJ	mental
question	NOM	question
<EOS>	<EOS>	<EOS>
ne	ADV	ne
de	PRP	de
déterminé	VER:pper	déterminer
se	PRO:PER	se
ne	ADV	ne
vie	NOM	vie
murmura	VER:simp	murmurer
ne	ADV	ne
,	PUN	,
Ses	DET:POS	son
pleins	ADJ	plein
dos	NOM	dos
guetter	VER:infi	guetter
simplement	ADV	simplement
,	PUN	,
se	PRO:PER	se
à	PRP	à
qui	PRO:REL	qui
sève	NOM	sève
cet	PRO:DEM	ce
rien	ADV	rien
C'	NAM	c'
