-là	ADV	là
qui	PRO:REL	qui
trop	ADV	trop
tout	ADV	tout
chapeau	NOM	chapeau
choque	VER:pres	choquer
te	PRO:PER	te
propriétaires	ADJ	propriétaire
à	PRP	à
l'	PRO:PER	la|le
toujours	ADV	toujours
du	PRP:det	du
ce	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
déjà	ADV	déjà
fait	VER:pper	faire
à	PRP	à
!	SENT	!
,	PUN	,
...	PUN	...
,	PUN	,
l'	DET:ART	le
volée	NOM	volée
enfin	ADV	enfin
plus	ADV	plus
,	PUN	,
à	PRP	à
la	DET:ART	le
nous	PRO:PER	nous
le	DET:ART	le
pas	ADV	pas
!	SENT	!
Qu'	KON	que
les	DET:ART	le
plaindre	VER:infi	plaindre
éviter	VER:infi	éviter
de	PRP	de
l'	PRO:PER	la|le
;	PUN	;
sa	DET:POS	son
Le	DET:ART	le
.	SENT	.
sous	PRP	sous
?	SENT	?
jusqu'	PRP	jusque
donne	VER:pres	donner
En	NOM	en
?	SENT	?
deux	NUM	deux
sympathique	ADJ	sympathique
toujours	ADV	toujours
trente	NUM	trente
comme	KON	comme
.	SENT	.
,	PUN	,
classe	NOM	classe
la	PRO:PER	la
<EOS>	<EOS>	<EOS>
monterons	VER:futu	monter
lumière	NOM	lumière
,	PUN	,
bordée	VER:pper	border
«	PUN:cit	«
<EOS>	<EOS>	<EOS>
attend	VER:pres	attendre
se	PRO:PER	se
d'	PRP	de
vitres	NOM	vitre
sa	DET:POS	son
autre	ADJ	autre
<EOS>	<EOS>	<EOS>
le	DET:ART	le
on	PRO:PER	on
«	PUN:cit	«
demeure	NOM	demeure
Au	PRP:det	au
.	SENT	.
et	KON	et
toujours	ADV	toujours
mérite	VER:pres	mériter
cheveux	NOM	cheveu
tous	PRO:IND	tout
qu'	KON	que
de	PRP	de
,	PUN	,
avait	VER:impf	avoir
.	SENT	.
point	NOM	point
!	SENT	!
et	KON	et
son	DET:POS	son
.	SENT	.
;	PUN	;
d'	PRP	de
n'	ADV	ne
.	SENT	.
ses	DET:POS	son
riche	ADJ	riche
le	DET:ART	le
devient	VER:pres	devenir
autour	ADV	autour
En	PRP	en
pour	PRP	pour
ne	ADV	ne
est	VER:pres	être
ce	PRO:DEM	ce
le	DET:ART	le
il	PRO:PER	il
tombe	VER:pres	tomber
petit	ADJ	petit
grâce	NOM	grâce
quitte	VER:pres	quitter
...	PUN	...
un	DET:ART	un
paraissent	VER:pres	paraître
<EOS>	<EOS>	<EOS>
ne	ADV	ne
a	VER:pres	avoir
des	PRP:det	du
as	VER:pres	avoir
Voyez-le	NAM	voyez-le
hélas	INT	hélas
contrariété	NOM	contrariété
Pendant	PRP	pendant
depuis	PRP	depuis
à	PRP	à
<EOS>	<EOS>	<EOS>
,	PUN	,
lui	PRO:PER	lui
ses	DET:POS	son
l'	DET:ART	le
sa	DET:POS	son
,	PUN	,
village	NOM	village
,	PUN	,
de	PRP	de
cependant	ADV	cependant
en	PRP	en
court	VER:pres	courir
torpeur	NOM	torpeur
sac	NOM	sac
arrivera	VER:futu	arriver
,	PUN	,
l'	DET:ART	le
yeux	NOM	œil
deux	NUM	deux
,	PUN	,
deux	NUM	deux
Il	PRO:PER	il
raison	NOM	raison
par	PRP	par
,	PUN	,
quand	KON	quand
exclamations	NOM	exclamation
privée	VER:pper	priver
écus	NOM	écu
sec	ADJ	sec
riant	VER:ppre	rire
!	SENT	!
de	PRP	de
poche	NOM	poche
d'	PRP	de
douce	ADJ	doux
ne	ADV	ne
,	PUN	,
le	DET:ART	le
coton	NOM	coton
,	PUN	,
la	DET:ART	le
front	NOM	front
dit	VER:pres	dire
tu	PRO:PER	tu
pantalon	NOM	pantalon
s'	PRO:PER	se
est	VER:pres	être
,	PUN	,
perdu	VER:pper	perdre
<EOS>	<EOS>	<EOS>
gêne	NOM	gêne
misère	NOM	misère
du	PRP:det	du
dix-sept	NUM	dix-sept
est	VER:pres	être
dernier	ADJ	dernier
.	SENT	.
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
voiture	NOM	voiture
et	KON	et
cachet	NOM	cachet
il	PRO:PER	il
parle	VER:pres	parler
de	PRP	de
paquets	NOM	paquet
considération	NOM	considération
rayonnait	VER:impf	rayonner
station	NOM	station
dit	VER:pres	dire
est	VER:pres	être
autre	ADJ	autre
son	DET:POS	son
possible	ADJ	possible
Tu	PRO:PER	tu
-on	PRO:PER	on
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
de	PRP	de
La	DET:ART	le
ferme	ADV	ferme
,	PUN	,
la	DET:ART	le
<EOS>	<EOS>	<EOS>
--	PUN	--
,	PUN	,
l'	PRO:PER	la|le
de	PRP	de
aimait	VER:impf	aimer
.	SENT	.
sifflet	NOM	sifflet
air	NOM	air
baisse	VER:pres	baisser
»	PUN:cit	»
son	DET:POS	son
la	DET:ART	le
plonge	VER:pres	plonger
!	SENT	!
vu	VER:pper	voir
dans	PRP	dans
partir	VER:infi	partir
trois	NUM	trois
redingote	NOM	redingote
mouchoir	NOM	mouchoir
est	VER:pres	être
,	PUN	,
monde	NOM	monde
en	PRP	en
milieu	NOM	milieu
L'	DET:ART	le
embarras	NOM	embarras
dans	PRP	dans
de	PRP	de
fait	VER:pres	faire
,	PUN	,
,	PUN	,
compte	VER:pres	compter
et	KON	et
à	PRP	à
.	SENT	.
en	PRP	en
ou	KON	ou
tous	PRO:IND	tout
il	PRO:PER	il
tout	ADV	tout
les	PRO:PER	la|le
force	NOM	force
D'	PRP	de
ces	PRO:DEM	ce
Les	DET:ART	le
C'	PRO:DEM	ce
joie	NOM	joie
lui	PRO:PER	lui
La	DET:ART	le
par	PRP	par
peur	NOM	peur
aujourd'hui	ADV	aujourd'hui
personnes	NOM	personne
sur	PRP	sur
vont	VER:pres	aller
aurions	VER:cond	avoir
il	PRO:PER	il
première	NUM	premier
route	NOM	route
situé	VER:pper	situer
<EOS>	<EOS>	<EOS>
d'	PRP	de
<EOS>	<EOS>	<EOS>
voisins	NOM	voisin
part	VER:pres	partir
jambes	NOM	jambe
à	PRP	à
que	PRO:REL	que
ne	ADV	ne
bonhomme	NOM	bonhomme
blancs	ADJ	blanc
Il	PRO:PER	il
Donc	NAM	donc
lieues	NOM	lieue
à	PRP	à
qui	PRO:REL	qui
faire	VER:infi	faire
bonhomme	NOM	bonhomme
droite	ADJ	droit
<EOS>	<EOS>	<EOS>
,	PUN	,
qu'	KON	que
au	PRP:det	au
de	PRP	de
pas	ADV	pas
l'	DET:ART	le
pendant	PRP	pendant
<EOS>	<EOS>	<EOS>
partie	VER:pper	partir
ou	KON	ou
ses	DET:POS	son
de	PRP	de
on	PRO:PER	on
porteur	NOM	porteur
.	SENT	.
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
qui	PRO:REL	qui
lui	PRO:PER	lui
on	PRO:PER	on
essentiel	NOM	essentiel
à	PRP	à
,	PUN	,
faisait	VER:impf	faire
une	DET:ART	un
promène	VER:pres	promener
route	NOM	route
et	KON	et
qu'	PRO:REL	que
montent	VER:pres	monter
et	KON	et
<EOS>	<EOS>	<EOS>
haut	ADJ	haut
quelques	PRO:IND	quelque
a	VER:pres	avoir
;	PUN	;
se	PRO:PER	se
et	KON	et
tous	PRO:IND	tout
<EOS>	<EOS>	<EOS>
retard	NOM	retard
pari	NOM	pari
pour	PRP	pour
ans	NOM	an
temps	NOM	temps
engager	VER:infi	engager
»	PUN:cit	»
des	PRP:det	du
les	DET:ART	le
lever	VER:infi	lever
arriver	VER:infi	arriver
?	SENT	?
perd	VER:pres	perdre
.	SENT	.
Dans	PRP	dans
tire	VER:pres	tirer
court	ADJ	court
<EOS>	<EOS>	<EOS>
aveugle	NOM	aveugle
Vaugirard	NAM	vaugirard
empreint	VER:pper	empreindre
qui	PRO:REL	qui
car	KON	car
de	PRP	de
pas	ADV	pas
une	DET:ART	un
centre	NOM	centre
vieux	ADJ	vieux
sous	PRP	sous
,	PUN	,
à	PRP	à
de	PRP	de
sa	DET:POS	son
ramasser	VER:infi	ramasser
L'	DET:ART	le
de	PRP	de
.	SENT	.
--	PUN	--
voiture	NOM	voiture
gagné	VER:pper	gagner
d'	PRP	de
de	PRP	de
à	PRP	à
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
homme	NOM	homme
première	NUM	premier
nous	PRO:PER	nous
Ormes	NAM	ormes
descendent	VER:pres	descendre
pressé	VER:pper	presser
paquets	NOM	paquet
tendresse	NOM	tendresse
Latour	NAM	latour
redouble	VER:pres	redoubler
Il	PRO:PER	il
du	PRP:det	du
puis	ADV	puis
étroitement	ADV	étroitement
leur	DET:POS	leur
en	PRP	en
voisins	ADJ	voisin
a	VER:pres	avoir
.	SENT	.
voyage	NOM	voyage
l'	DET:ART	le
ces	PRO:DEM	ce
venir	VER:infi	venir
l'	PRO:PER	la|le
serre	VER:pres	serrer
mieux	ADV	mieux
qui	PRO:REL	qui
son	DET:POS	son
un	NOM	un
la	DET:ART	le
le	DET:ART	le
il	PRO:PER	il
Le	DET:ART	le
messieurs	NOM	messieurs
<EOS>	<EOS>	<EOS>
perdre	VER:infi	perdre
cou	NOM	cou
terrible	ADJ	terrible
,	PUN	,
d'	PRP	de
;	PUN	;
,	PUN	,
<EOS>	<EOS>	<EOS>
,	PUN	,
se	PRO:PER	se
l'	PRO:PER	la|le
fille	NOM	fille
chère	ADJ	cher
arrive	VER:pres	arriver
.	SENT	.
mon	DET:POS	mon
personne	NOM	personne
la	DET:ART	le
un	DET:ART	un
vieux	ADJ	vieux
père	NOM	père
mêle	VER:pres	mêler
toujours	ADV	toujours
admonester	VER:infi	admonester
au	PRP:det	au
chercher	VER:infi	chercher
des	PRP:det	du
de	PRP	de
du	PRP:det	du
elle	PRO:PER	elle
chef	NOM	chef
on	PRO:PER	on
carreaux	NOM	carreau
Il	PRO:PER	il
un	DET:ART	un
bonnes	ADJ	bon
Il	NAM	il
;	PUN	;
que	KON	que
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
aux	PRP:det	au
.	SENT	.
loups	NOM	loup
et	KON	et
omnibus	NOM	omnibus
il	PRO:PER	il
partent	VER:pres	partir
ne	ADV	ne
lui	PRO:PER	lui
ainsi	ADV	ainsi
en	PRO:PER	en
M	NOM	m
Émilie	NAM	émilie
Franchement	ADV	franchement
gens	NOM	gens
moindre	ADJ	moindre
Six	NUM	six
colonel	NOM	colonel
ma	DET:POS	mon
<EOS>	<EOS>	<EOS>
,	PUN	,
dureté	NOM	dureté
Ces	NAM	ces
<EOS>	<EOS>	<EOS>
en	PRP	en
et	KON	et
,	PUN	,
colonel	NOM	colonel
lance	VER:pres	lancer
le	DET:ART	le
.	SENT	.
non	ADV	non
paquet	NOM	paquet
train	NOM	train
et	KON	et
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
,	PUN	,
paquets	NOM	paquet
les	DET:ART	le
sur	PRP	sur
un	DET:ART	un
<EOS>	<EOS>	<EOS>
,	PUN	,
dans	PRP	dans
pied	NOM	pied
mais	KON	mais
!	SENT	!
<EOS>	<EOS>	<EOS>
peur	NOM	peur
son	DET:POS	son
tient	VER:pres	tenir
«	PUN:cit	«
compliquent	VER:pres	compliquer
sac	NOM	sac
beau	ADJ	beau
retraite	NOM	retraite
paquets	NOM	paquet
reportèrent	VER:simp	reporter
on	PRO:PER	on
:	PUN	:
rare	ADJ	rare
.	SENT	.
renouvelle	VER:pres	renouveler
<EOS>	<EOS>	<EOS>
lourd	ADJ	lourd
en	PRP	en
pour	PRP	pour
d'	PRP	de
comme	KON	comme
fraîche	ADJ	frais
le	DET:ART	le
ne	ADV	ne
la	DET:ART	le
.	SENT	.
manière	NOM	manière
pas	ADV	pas
corde	NOM	corde
wagon	NOM	wagon
homme	NOM	homme
le	DET:ART	le
Leur	DET:POS	leur
brigadier	NOM	brigadier
trois	NUM	trois
quatre	NUM	quatre
que	ADV	que
fût	VER:subi	être
nous	PRO:PER	nous
de	PRP	de
.	SENT	.
sa	DET:POS	son
empressement	NOM	empressement
riaient	VER:impf	rire
casser	VER:infi	casser
fille	NOM	fille
Paris	NAM	paris
souliers	NOM	soulier
petit	ADJ	petit
forces	NOM	force|forces
sec	ADJ	sec
pluie	NOM	pluie
où	PRO:REL	où
de	PRP	de
le	DET:ART	le
s'	PRO:PER	se
exciter	VER:infi	exciter
une	DET:ART	un
mère	NOM	mère
<EOS>	<EOS>	<EOS>
à	PRP	à
,	PUN	,
On	PRO:PER	on
est	VER:pres	être
stridente	ADJ	strident
vieillard	NOM	vieillard
bonhomme	NOM	bonhomme
le	PRO:PER	le
se	PRO:PER	se
dans	PRP	dans
<SEG>
château	NOM	château
ose	VER:pres	oser
pauvre	ADJ	pauvre
pain	NOM	pain
Elle	PRO:PER	elle
,	PUN	,
c'	PRO:DEM	ce
sa	DET:POS	son
demi-heure	NOM	demi-heure
veine	NOM	veine
?	SENT	?
paquets	NOM	paquet
eut	VER:simp	avoir
de	PRP	de
la	DET:ART	le
balayé	VER:pper	balayer
faire	VER:infi	faire
temps	NOM	temps
et	KON	et
se	PRO:PER	se
rester	VER:infi	rester
s'	PRO:PER	se
La	DET:ART	le
manière	NOM	manière
une	DET:ART	un
et	KON	et
du	PRP:det	du
Du	PRP:det	du
figura	VER:simp	figurer
,	PUN	,
le	DET:ART	le
jouait	VER:impf	jouer
premier	NOM	premier
ne	ADV	ne
vieillard	NOM	vieillard
hâta	VER:simp	hâter
reste	VER:pres	rester
les	DET:ART	le
La	DET:ART	le
âtre	NOM	âtre
effectivement	ADV	effectivement
faisant	VER:ppre	faire
beaucoup	ADV	beaucoup
de	PRP	de
la	DET:ART	le
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
une	DET:ART	un
il	PRO:PER	il
ensuite	ADV	ensuite
pénétrer	VER:infi	pénétrer
déposa	VER:simp	déposer
,	PUN	,
de	PRP	de
maison	NOM	maison
Quartier	NOM	quartier
,	PUN	,
du	PRP:det	du
semblant	VER:ppre	sembler
implore	VER:pres	implorer
de	PRP	de
.	SENT	.
,	PUN	,
abandonnée	VER:pper	abandonner
,	PUN	,
<EOS>	<EOS>	<EOS>
ouvrant	VER:ppre	ouvrer|ouvrir
sur	PRP	sur
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
offre	VER:pres	offrir
,	PUN	,
Elle	PRO:PER	elle
servante	NOM	servante
lieu	NOM	lieu
d'	PRP	de
était	VER:impf	être
elle	PRO:PER	elle
,	PUN	,
bon	ADJ	bon
charger	VER:infi	charger
.	SENT	.
qu'	KON	que
dans	PRP	dans
elle	PRO:PER	elle
bonhomme	NOM	bonhomme
,	PUN	,
l'	DET:ART	le
pour	KON	pour
!	SENT	!
le	DET:ART	le
du	PRP:det	du
!	SENT	!
usé	VER:pper	user
au	PRP:det	au
M	VER:pper	m
il	PRO:PER	il
puis	ADV	puis
fillette	NOM	fillette
n'	ADV	ne
feu	NOM	feu
fait	VER:pper	faire
mais	KON	mais
nourriture	NOM	nourriture
de	PRP	de
muette	NOM	muet|muette
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
si	ADV	si
soin	NOM	soin
faut	VER:pres	falloir
trouvée	VER:pper	trouver
<EOS>	<EOS>	<EOS>
gages	NOM	gage
ne	ADV	ne
entra	VER:simp	entrer
un	DET:ART	un
y	PRO:PER	y
;	PUN	;
calculs	NOM	calcul
maître	NOM	maître
le	DET:ART	le
car	KON	car
Il	PRO:PER	il
en	PRP	en
!	SENT	!
»	PUN:cit	»
conditions	NOM	condition
Sourde	NAM	sourde
occupait	VER:impf	occuper
sous	PRP	sous
grandeur	NOM	grandeur
armoires	NOM	armoire
,	PUN	,
misère	NOM	misère
heureuse	ADJ	heureux
qu'	PRO:REL	que
;	PUN	;
regards	NOM	regard
sans	PRP	sans
le	DET:ART	le
,	PUN	,
indiquant	VER:ppre	indiquer
ne	ADV	ne
est	VER:pres	être
légère	ADJ	léger
montrer	VER:infi	montrer
,	PUN	,
<EOS>	<EOS>	<EOS>
ses	DET:POS	son
une	DET:ART	un
son	DET:POS	son
.	SENT	.
que	PRO:REL	que
;	PUN	;
qu'	PRO:REL	que
pose	NOM	pose
et	KON	et
fut	VER:simp	être
paillasse	NOM	paillasse
à	PRP	à
de	PRP	de
est	VER:pres	être
<EOS>	<EOS>	<EOS>
les	DET:ART	le
était	VER:impf	être
demande	VER:pres	demander
et	KON	et
assez	ADV	assez
de	PRP	de
qu'	PRO:REL	que
sa	DET:POS	son
fière	ADJ	fier
coupa	VER:simp	couper
triste	ADJ	triste
lui	PRO:PER	lui
,	PUN	,
ses	DET:POS	son
il	PRO:PER	il
la	DET:ART	le
,	PUN	,
elle	PRO:PER	elle
doigt	NOM	doigt
l'	DET:ART	le
trop	ADV	trop
était	VER:impf	être
sordides	ADJ	sordide
grimace	NOM	grimace
et	KON	et
fromage	NOM	fromage
cancans	NOM	cancan
pas	ADV	pas
pouvait	VER:impf	pouvoir
sombre	ADJ	sombre
ce	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
entendre	VER:infi	entendre
fit	VER:simp	faire
;	PUN	;
le	DET:ART	le
repoussée	VER:pper	repousser
pour	PRP	pour
,	PUN	,
se	PRO:PER	se
qu'	KON	que
on	PRO:PER	on
s'	PRO:PER	se
loin	ADV	loin
la	DET:ART	le
une	DET:ART	un
attention	NOM	attention
répondez	VER:pres	répondre
dans	PRP	dans
dîner	NOM	dîner
trouvaille	NOM	trouvaille
!	SENT	!
Ce	PRO:DEM	ce
et	KON	et
<EOS>	<EOS>	<EOS>
répugnance	NOM	répugnance
dans	PRP	dans
de	PRP	de
,	PUN	,
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
la	DET:ART	le
,	PUN	,
.	SENT	.
les	DET:ART	le
une	DET:ART	un
manger	VER:infi	manger
plus	ADV	plus
,	PUN	,
son	DET:POS	son
,	PUN	,
cuisine	NOM	cuisine
vieille	ADJ	vieux
,	PUN	,
,	PUN	,
:	PUN	:
point	ADV	point
fagot	NOM	fagot
servante	NOM	servante
sans	PRP	sans
dans	PRP	dans
entrer	VER:infi	entrer
pas	ADV	pas
vous	PRO:PER	vous
était	VER:impf	être
<EOS>	<EOS>	<EOS>
son	DET:POS	son
charge	NOM	charge
le	DET:ART	le
,	PUN	,
,	PUN	,
,	PUN	,
lui	PRO:PER	lui
de	PRP	de
