sangloter	VER:infi	sangloter
pont	NOM	pont
avait	VER:impf	avoir
de	PRP	de
poussée	VER:pper	pousser
«	PUN:cit	«
en	PRO:PER	en
la	DET:ART	le
chaîne	NOM	chaîne
complication	NOM	complication
refermée	VER:pper	refermer
eau	NOM	eau
.	SENT	.
«	PUN:cit	«
de	PRP	de
-moi	PRO:PER	moi
compté	VER:pper	compter
quatre	NUM	quatre
<EOS>	<EOS>	<EOS>
platanes	NOM	platane
<EOS>	<EOS>	<EOS>
trop	ADV	trop
céda	VER:simp	céder
Autrement	ADV	autrement
laissez	VER:pres	laisser
,	PUN	,
introduisait	VER:impf	introduire
à	PRP	à
,	PUN	,
heures	NOM	heure
<EOS>	<EOS>	<EOS>
fosse	NOM	fosse
,	PUN	,
encore	ADV	encore
et	KON	et
,	PUN	,
pitié	NOM	pitié
le	PRO:PER	le
et	KON	et
;	PUN	;
mains	NOM	main
à	PRP	à
des	PRP:det	du
vers	PRP	vers
exclamation	NOM	exclamation
-moi	PRO:PER	moi
dans	PRP	dans
nous	PRO:PER	nous
main	NOM	main
,	PUN	,
le	DET:ART	le
cogneriez	VER:cond	cogner
sonnette	NOM	sonnette
balayait	VER:impf	balayer
»	PUN:cit	»
persiennes	NOM	persienne
cour	NOM	cour
tel	PRO:DEM	tel
alignées	VER:pper	aligner
jeune	ADJ	jeune
craquaient	VER:impf	craquer
craquaient	VER:impf	craquer
est	VER:pres	être
les	DET:ART	le
de	PRP	de
ténèbres	NOM	ténèbre
,	PUN	,
raccrocher	VER:infi	raccrocher
de	PRP	de
quai	NOM	quai
du	PRP:det	du
En	PRP	en
petit	ADJ	petit
,	PUN	,
coupant	VER:ppre	couper
«	PUN:cit	«
étranglé	VER:pper	étrangler
.	SENT	.
l'	PRO:PER	la|le
le	DET:ART	le
davantage	ADV	davantage
<EOS>	<EOS>	<EOS>
de	PRP	de
par	PRP	par
le	DET:ART	le
<EOS>	<EOS>	<EOS>
y	PRO:PER	y
,	PUN	,
Elle	NAM	elle
noir	NOM	noir
,	PUN	,
Elle	NAM	elle
.	SENT	.
Je	PRO:PER	je
planches	NOM	planche
,	PUN	,
quai	NOM	quai
Puis	ADV	puis
soir	NOM	soir
gronda	VER:simp	gronder
elle	PRO:PER	elle
ombre	NOM	ombre
de	PRP	de
mouillées	VER:pper	mouiller
<EOS>	<EOS>	<EOS>
qu'	KON	que
la	DET:ART	le
raides	ADJ	raide
<EOS>	<EOS>	<EOS>
derrière	PRP	derrière
horizon	NOM	horizon
pas	ADV	pas
vaste	ADJ	vaste
vestibule	NOM	vestibule
,	PUN	,
service	NOM	service
.	SENT	.
mettent	VER:pres	mettre
d'	PRP	de
Oh	NAM	oh
et	KON	et
lâcha	VER:simp	lâcher
les	DET:ART	le
jointes	VER:pper	joindre
Pourquoi	ADV	pourquoi
il	PRO:PER	il
gaz	NOM	gaz
...	PUN	...
du	PRP:det	du
<EOS>	<EOS>	<EOS>
le	DET:ART	le
;	PUN	;
clarté	NOM	clarté
,	PUN	,
clef	NOM	clef
.	SENT	.
dans	PRP	dans
une	DET:ART	un
:	PUN	:
<EOS>	<EOS>	<EOS>
de	PRP	de
détours	NOM	détour
Paon-Blanc	NAM	paon-blanc
revenait	VER:impf	revenir
milieu	NOM	milieu
je	PRO:PER	je
jaunes	ADJ	jaune
frotter	VER:infi	frotter
.	SENT	.
violence	NOM	violence
au	PRP:det	au
<EOS>	<EOS>	<EOS>
,	PUN	,
homme	NOM	homme
tel	PRO:DEM	tel
trottoir	NOM	trottoir
la	DET:ART	le
.	SENT	.
,	PUN	,
,	PUN	,
vague	ADJ	vague
mal	ADV	mal
autre	ADJ	autre
.	SENT	.
,	PUN	,
maladroites	ADJ	maladroit
,	PUN	,
les	DET:ART	le
<EOS>	<EOS>	<EOS>
,	PUN	,
assez	ADV	assez
.	SENT	.
-vous	PRO:PER	vous
s'	PRO:PER	se
pâlissait	VER:impf	pâlir
tout	PRO:IND	tout
sur	PRP	sur
en	PRP	en
la	DET:ART	le
porte	NOM	porte
Déjà	ADV	déjà
raide	ADJ	raide
robe	NOM	robe
cassées	ADJ	cassé
Dieu	NOM	dieu
bourdonnant	ADJ	bourdonnant
et	KON	et
ce	PRO:DEM	ce
emporta	VER:simp	emporter
méfiez	VER:pres	méfier
il	PRO:PER	il
porte	NOM	porte
de	PRP	de
garçon	NOM	garçon
très	ADV	très
la	DET:ART	le
rue	NOM	rue
;	PUN	;
filant	VER:ppre	filer
dragueuse	NOM	dragueuse
non	ADV	non
entrez	VER:pres	entrer
semblait	VER:impf	sembler
«	PUN:cit	«
rangs	NOM	rang
c'	PRO:DEM	ce
ne	ADV	ne
»	PUN:cit	»
mon	DET:POS	mon
meunier	NOM	meunier
l'	DET:ART	le
C'	PRO:DEM	ce
vous	PRO:PER	vous
Et	VER:pres	et
prie	VER:pres	prier
,	PUN	,
empli	VER:pper	emplir
<EOS>	<EOS>	<EOS>
,	PUN	,
ils	PRO:PER	il
,	PUN	,
de	PRP	de
étages	NOM	étage
complication	NOM	complication
,	PUN	,
des	PRP:det	du
ne	ADV	ne
seigneuriale	ADJ	seigneurial
attendez	VER:pres	attendre
je	PRO:PER	je
,	PUN	,
bouquet	NOM	bouquet
cette	PRO:DEM	ce
,	PUN	,
un	DET:ART	un
,	PUN	,
la	DET:ART	le
d'	PRP	de
un	DET:ART	un
allumettes	NOM	allumette
,	PUN	,
