exutoires	NOM	exutoire
aussi	ADV	aussi
vrai	ADJ	vrai
tout	ADV	tout
de	PRP	de
mon	DET:POS	mon
que	KON	que
engourdies	VER:pper	engourdir
terreurs	NOM	terreur
le	DET:ART	le
si	ADV	si
s'	PRO:PER	se
les	DET:ART	le
cet	PRO:DEM	ce
plus	ADV	plus
,	PUN	,
pouvons	VER:pres	pouvoir
et	KON	et
,	PUN	,
on	PRO:PER	on
qu'	PRO:REL	que
imperturbable	ADJ	imperturbable
la	DET:ART	le
cours	NOM	cour|cours
y	PRO:PER	y
et	KON	et
,	PUN	,
à	PRP	à
À	PRP	à
tassa	VER:simp	tasser
le	DET:ART	le
bouleversé	VER:pper	bouleverser
autre	ADJ	autre
.	SENT	.
que	PRO:REL	que
intelligent	ADJ	intelligent
ou	KON	ou
les	DET:ART	le
instinct	NOM	instinct
non	ADV	non
qui	PRO:REL	qui
,	PUN	,
!	SENT	!
La	DET:ART	le
génésique	ADJ	génésique
idée	NOM	idée
l'	DET:ART	le
donnant	VER:ppre	donner
ces	PRO:DEM	ce
cigare	NOM	cigare
S'	ADJ	s'
,	PUN	,
,	PUN	,
répliqua	VER:simp	répliquer
ne	ADV	ne
fatigants	ADJ	fatigant
étais	VER:impf	être
d'	PRP	de
sur	PRP	sur
,	PUN	,
:	PUN	:
veux	VER:pres	vouloir
par	PRP	par
<EOS>	<EOS>	<EOS>
chasse	NOM	chasse
savant	NOM	savant
puisque	KON	puisque
plus	ADV	plus
dit	VER:pres	dire
les	DET:ART	le
instincts	NOM	instinct
qu'	KON	que
par	PRP	par
la	DET:ART	le
une	DET:ART	un
de	PRP	de
une	DET:ART	un
la	DET:ART	le
,	PUN	,
émettez	VER:pres	émettre
organisés	VER:pper	organiser
,	PUN	,
vital	ADJ	vital
sans	PRP	sans
et	KON	et
homme	NOM	homme
,	PUN	,
notaires	NOM	notaire
meurtre	NOM	meurtre
hardie	ADJ	hardi
à	PRP	à
mais	KON	mais
ils	PRO:PER	il
,	PUN	,
exprimer	VER:infi	exprimer
meurtre	NOM	meurtre
,	PUN	,
calme	NOM	calme
!	SENT	!
entre	PRP	entre
vie	NOM	vie
les	DET:ART	le
qui	PRO:REL	qui
trouvaient	VER:impf	trouver
intimes	ADJ	intime
,	PUN	,
,	PUN	,
des	PRP:det	du
poètes	NOM	poète
meurtre	NOM	meurtre
d'	PRP	de
Ayant	VER:ppre	avoir
opinion	NOM	opinion
un	DET:ART	un
lui	PRO:PER	lui
concevoir	VER:infi	concevoir
le	DET:ART	le
--	PUN	--
chez	PRP	chez
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
parce	KON	parce
de	PRP	de
!	SENT	!
il	PRO:PER	il
au	PRP:det	au
...	PUN	...
est	VER:pres	être
exagérez	VER:pres	exagérer
sais	VER:pres	savoir
de	PRP	de
propos	NOM	propos
est	VER:pres	être
ce	PRO:DEM	ce
reçu	VER:pper	recevoir
...	PUN	...
intelligence	NOM	intelligence
interrompit	VER:simp	interrompre
meurtre	NOM	meurtre
savant	NOM	savant
»	PUN:cit	»
je	PRO:PER	je
.	SENT	.
qui	PRO:REL	qui
...	PUN	...
suffisamment	ADV	suffisamment
que	KON	que
plus	ADV	plus
:	PUN	:
de	PRP	de
de	PRP	de
Ah	NAM	ah
gré	NOM	gré
<EOS>	<EOS>	<EOS>
ventre	NOM	ventre
et	KON	et
un	DET:ART	un
mais	KON	mais
,	PUN	,
des	PRP:det	du
<EOS>	<EOS>	<EOS>
Dieu	NOM	dieu
la	DET:ART	le
...	PUN	...
qu'	KON	que
,	PUN	,
un	DET:ART	un
notaires	NOM	notaire
voir	VER:infi	voir
J'	PRO:PER	je
,	PUN	,
est	VER:pres	être
effarements	NOM	effarement
de	PRP	de
longue	ADJ	longue
grande	ADJ	grand
Il	NOM	il
quoi	PRO:REL	quoi
de	PRP	de
des	PRP:det	du
qui	PRO:REL	qui
un	DET:ART	un
bras	NOM	bras
<SEG>
<EOS>	<EOS>	<EOS>
,	PUN	,
ingénieux	ADJ	ingénieux
,	PUN	,
bien	ADV	bien
recherches	NOM	recherche
...	PUN	...
balles	NOM	balle
se	PRO:PER	se
en	PRP	en
point	ADV	point
...	PUN	...
,	PUN	,
bras	NOM	bras
,	PUN	,
vain	ADJ	vain
au	PRP:det	au
dans	PRP	dans
--	PUN	--
des	PRP:det	du
,	PUN	,
faisait	VER:impf	faire
pour	PRP	pour
...	PUN	...
balançoires	NOM	balançoire
tête	NOM	tête
qui	PRO:REL	qui
le	DET:ART	le
de	PRP	de
les	DET:ART	le
pistolet	NOM	pistolet
,	PUN	,
,	PUN	,
,	PUN	,
--	PUN	--
vieille	ADJ	vieux
voir	VER:infi	voir
semaine	NOM	semaine
procurer	VER:infi	procurer
ses	DET:POS	son
paupières	NOM	paupière
une	DET:ART	un
et	KON	et
avalanche	NOM	avalanche
<EOS>	<EOS>	<EOS>
demande	VER:pres	demander
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
passent	VER:pres	passer
allait	VER:impf	aller
en	PRP	en
dans	PRP	dans
mort	NOM	mort
à	PRP	à
pipes	NOM	pipe
Autrefois	ADV	autrefois
que	KON	que
grand	ADJ	grand
ce	PRO:DEM	ce
d'	PRP	de
je	PRO:PER	je
individu	NOM	individu
se	PRO:PER	se
marin	NOM	marin
!	SENT	!
...	PUN	...
l'	DET:ART	le
fait	VER:pper	faire
fonction	NOM	fonction
des	PRP:det	du
des	PRP:det	du
Aux	VER:simp	aux
marché	NOM	marché
physiologique	ADJ	physiologique
en	PRP	en
cette	PRO:DEM	ce
foule	NOM	foule
un	DET:ART	un
sur	PRP	sur
des	PRP:det	du
du	PRP:det	du
piteusement	ADV	piteusement
part	NOM	part
partie	NOM	partie
tout	ADV	tout
imagination	NOM	imagination
,	PUN	,
,	PUN	,
sur	PRP	sur
amusements	NOM	amusement
une	DET:ART	un
,	PUN	,
,	PUN	,
comme	ADV	comme
<EOS>	<EOS>	<EOS>
,	PUN	,
et	KON	et
Quel	NAM	quel
costumés	VER:pper	costumer
existe	VER:pres	exister
étaient	VER:impf	être
tentes	NOM	tente
répugnant	ADJ	répugnant
...	PUN	...
est	VER:pres	être
,	PUN	,
manque	NOM	manque
,	PUN	,
,	PUN	,
le	PRO:PER	le
paysages	NOM	paysage
,	PUN	,
,	PUN	,
doute	NOM	doute
avec	PRP	avec
pipes	NOM	pipe
eau	NOM	eau
les	DET:ART	le
<EOS>	<EOS>	<EOS>
sous	PRP	sous
au	PRP:det	au
les	PRO:PER	la|le
séduisantes	ADJ	séduisant
normale	ADJ	normal
au	PRP:det	au
par	PRP	par
étaient	VER:impf	être
,	PUN	,
ils	PRO:PER	il
du	PRP:det	du
des	PRP:det	du
réjouissances	NOM	réjouissance
quelque	PRO:IND	quelque
<EOS>	<EOS>	<EOS>
à	PRP	à
meurtre	NOM	meurtre
étrange	ADJ	étrange
pas	ADV	pas
et	KON	et
de	PRP	de
y	PRO:PER	y
nuque	NOM	nuque
des	PRP:det	du
patriotiquement	ADV	patriotiquement
...	PUN	...
...	PUN	...
la	DET:ART	le
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
et	KON	et
tirs	NOM	tir
qui	PRO:REL	qui
marcher	VER:infi	marcher
...	PUN	...
réside	VER:pres	résider
Si	KON	si
femmes	NOM	femme
divertissaient	VER:impf	divertir
sur	PRP	sur
autres	ADJ	autre
mesure	NOM	mesure
bois	NOM	bois
adoucissent	VER:pres	adoucir
de	PRP	de
des	PRP:det	du
les	DET:ART	le
un	DET:ART	un
et	KON	et
sociétés	NOM	société
que	ADV	que
soigneusement	ADV	soigneusement
substitué	VER:pper	substituer
.	SENT	.
elles	PRO:PER	elle
mœurs	NOM	mœurs
peine	NOM	peine
,	PUN	,
lapins	NOM	lapin
Notre	NAM	notre
des	PRP:det	du
d'	PRP	de
que	KON	que
investigations	NOM	investigation
qui	PRO:REL	qui
sans	PRP	sans
dernier	ADJ	dernier
figures	NOM	figure
,	PUN	,
question	NOM	question
...	PUN	...
cassaient	VER:impf	casser
le	DET:ART	le
point	ADV	point
gagne-t	VER:pres	gagne-t
luxueux	ADJ	luxueux
ne	ADV	ne
philosophe	NOM	philosophe
de	PRP	de
vous	PRO:PER	vous
pas	ADV	pas
coquilles	NOM	coquille
que	KON	que
des	PRP:det	du
de	PRP	de
ont	VER:pres	avoir
ces	PRO:DEM	ce
pauvre	ADJ	pauvre
monde	NOM	monde
ce	PRO:DEM	ce
physionomies	NOM	physionomie
Il	PRO:PER	il
se	PRO:PER	se
leur	DET:POS	leur
nous	PRO:PER	nous
arcs	NOM	arc
moins	ADV	moins
cafés	NOM	café
car	KON	car
en	PRO:PER	en
être	VER:infi	être
comme	KON	comme
sous	PRP	sous
donjons	NOM	donjon
oiseaux	NOM	oiseau
bonne	ADJ	bon
aimable	ADJ	aimable
s'	PRO:PER	se
contre	PRP	contre
exclusif	ADJ	exclusif
simulacres	NOM	simulacre
plus	ADV	plus
la	DET:ART	le
un	DET:ART	un
enfants	NOM	enfant
complaisent	VER:pres	complaire
exceptionnelle	ADJ	exceptionnel
tuer	VER:infi	tuer
airs	NOM	air
dans	PRP	dans
je	PRO:PER	je
comprit	VER:simp	comprendre
,	PUN	,
les	DET:ART	le
et	KON	et
sous	PRP	sous
adoucissent	VER:pres	adoucir
,	PUN	,
foraine	ADJ	forain
et	KON	et
de	PRP	de
ou	KON	ou
à	PRP	à
<EOS>	<EOS>	<EOS>
,	PUN	,
trappes	NOM	trappe
,	PUN	,
,	PUN	,
sans	PRP	sans
puis	ADV	puis
gesticuler	VER:infi	gesticuler
,	PUN	,
,	PUN	,
...	PUN	...
l'	DET:ART	le
Sorbonne	NAM	sorbonne
de	PRP	de
<EOS>	<EOS>	<EOS>
foule	NOM	foule
les	DET:ART	le
des	PRP:det	du
,	PUN	,
gares	NOM	gare
,	PUN	,
.	SENT	.
