autour	ADV	autour
riche	ADJ	riche
jours	NOM	jour
,	PUN	,
voici	ADV	voici
sol	NOM	sol
<EOS>	<EOS>	<EOS>
casa	VER:simp	caser
,	PUN	,
les	DET:ART	le
l'	DET:ART	le
qu'	PRO:REL	que
mots	NOM	mot
est-elle	ADJ	est-elle
toutes	PRO:IND	tout
comme	ADV	comme
la	DET:ART	le
indiquait	VER:impf	indiquer
est	VER:pres	être
de	PRP	de
,	PUN	,
Indiens	ADJ	indien
attentivement	ADV	attentivement
une	DET:ART	un
y	PRO:PER	y
<EOS>	<EOS>	<EOS>
être	VER:infi	être
des	PRP:det	du
de	PRP	de
autres	ADJ	autre
;	PUN	;
personnage	NOM	personnage
fois	NOM	fois
que	KON	que
étendent	VER:pres	étendre
les	DET:ART	le
était	VER:impf	être
l'	DET:ART	le
vallée	NOM	vallée
arbres	NOM	arbre
et	KON	et
sur	PRP	sur
des	PRP:det	du
pleins	ADJ	plein
cette	PRO:DEM	ce
chasseur	NOM	chasseur
inépuisables	ADJ	inépuisable
ruines	NOM	ruine
aujourd'hui	ADV	aujourd'hui
dent	NOM	dent
de	PRP	de
ainsi	KON	ainsi
secrète	ADJ	secret
au	PRP:det	au
châtaigniers	NOM	châtaignier
de	PRP	de
<EOS>	<EOS>	<EOS>
.	SENT	.
entreprenons	VER:pres	entreprendre
au	PRP:det	au
sur	PRP	sur
sont	VER:pres	être
perte	NOM	perte
s'	PRO:PER	se
.	SENT	.
quatre	NUM	quatre
infini	NOM	infini
plus	ADV	plus
son	DET:POS	son
instincts	NOM	instinct
riche	ADJ	riche
donc	ADV	donc
,	PUN	,
seuls	ADJ	seul
ôtait	VER:impf	ôter
,	PUN	,
les	DET:ART	le
de	PRP	de
un	DET:ART	un
et	KON	et
--	PUN	--
et	KON	et
autres	ADJ	autre
un	DET:ART	un
et	KON	et
l'	DET:ART	le
;	PUN	;
où	PRO:REL	où
Un	DET:ART	un
l'	DET:ART	le
.	SENT	.
Lynch	NAM	lynch
on	PRO:PER	on
repaires	NOM	repaire
de	PRP	de
d'	PRP	de
a	VER:pres	avoir
et	KON	et
à	PRP	à
,	PUN	,
des	PRP:det	du
'	PUN	'
,	PUN	,
de	PRP	de
d'	PRP	de
n'	ADV	ne
couleur	NOM	couleur
trente	NUM	trente
la	DET:ART	le
grande	ADJ	grand
colossale	ADJ	colossal
rapide	ADJ	rapide
fin	NOM	fin
du	PRP:det	du
tomber	VER:infi	tomber
faire	VER:infi	faire
suis	VER:pres	suivre|être
,	PUN	,
climat	NOM	climat
qui	PRO:REL	qui
le	PRO:PER	le
ses	DET:POS	son
dont	PRO:REL	dont
content	ADJ	content
l'	DET:ART	le
comme	KON	comme
la	DET:ART	le
renferment	VER:pres	renfermer
,	PUN	,
.	SENT	.
et	KON	et
Vacca	NAM	vacca
pour	PRP	pour
ce	PRO:DEM	ce
regard	NOM	regard
;	PUN	;
voleurs	ADJ	voleur
redoutables	ADJ	redoutable
le	DET:ART	le
anonyme	ADJ	anonyme
maîtres	NOM	maître
aucun	PRO:IND	aucun
sang-mêlé	NOM	sang-mêlé
autre	ADJ	autre
fait	VER:pres	faire
;	PUN	;
Vieux	NAM	vieux
servent	VER:pres	servir
*	ADJ	*
restée	VER:pper	rester
en	PRP	en
,	PUN	,
les	DET:ART	le
est-à-dire	ADV	est-à-dire
sans	PRP	sans
d'	PRP	de
physique	NOM	physique
autres	ADJ	autre
au	PRP:det	au
et	KON	et
circulaire	ADJ	circulaire
laissa	VER:simp	laisser
de	PRP	de
plus	ADV	plus
l'	DET:ART	le
les	DET:ART	le
fatigues	NOM	fatigue
<EOS>	<EOS>	<EOS>
anciens	ADJ	ancien
front	NOM	front
de	PRP	de
que	KON	que
après	PRP	après
de	PRP	de
sur	PRP	sur
de	PRP	de
l'	DET:ART	le
,	PUN	,
vingt-huit	NUM	vingt-huit
sur	PRP	sur
inconnus	ADJ	inconnu
:	PUN	:
civilisations	NOM	civilisation
s'	PRO:PER	se
attendre	VER:infi	attendre
qui	PRO:REL	qui
ses	DET:POS	son
plus	ADV	plus
ville	NOM	ville
ruines	NOM	ruine
toutes	PRO:IND	tout
gué	NOM	gué
coureur	NOM	coureur
et	KON	et
lèvres	NOM	lèvre
accueilli	VER:pper	accueillir
ruines	NOM	ruine
jours	NOM	jour
lui	PRO:PER	lui
les	DET:ART	le
avoir	VER:infi	avoir
<EOS>	<EOS>	<EOS>
!	SENT	!
une	DET:ART	un
plus	ADV	plus
des	PRP:det	du
<EOS>	<EOS>	<EOS>
Arizona	NAM	arizona
hétérogènes	ADJ	hétérogène
gigantesque	ADJ	gigantesque
à	PRP	à
pour	PRP	pour
ma	DET:POS	mon
encore	ADV	encore
entouré	VER:pper	entourer
--	PUN	--
et	KON	et
de	PRP	de
éclairs	NOM	éclair
vallée	NOM	vallée
,	PUN	,
faisait	VER:impf	faire
dent	NOM	dent
doute	NOM	doute
sans	PRP	sans
Washington	NAM	washington
le	DET:ART	le
,	PUN	,
sinistres	ADJ	sinistre
à	PRP	à
de	PRP	de
ne	ADV	ne
il	PRO:PER	il
sol	NOM	sol
ses	DET:POS	son
rétrécit	VER:pres	rétrécir
or	NOM	or
elle	PRO:PER	elle
juge	NOM	juge
dans	PRP	dans
sur	PRP	sur
à	PRP	à
que	KON	que
;	PUN	;
fond	NOM	fond
,	PUN	,
normand	ADJ	normand
orée	NOM	orée
Apaches	NAM	apaches
et	KON	et
bien	ADV	bien
eau	NOM	eau
,	PUN	,
à	PRP	à
rebelle	ADJ	rebelle
sa	DET:POS	son
et	KON	et
la	DET:ART	le
Aussi	ADV	aussi
faisant	VER:ppre	faire
dans	PRP	dans
...	PUN	...
Toutes	PRO:IND	tout
dans	PRP	dans
remis	VER:pper	remettre
--	PUN	--
était	VER:impf	être
en	PRP	en
Comanches	NAM	comanches
n'	ADV	ne
pour	PRP	pour
Voici	ADV	voici
désert	NOM	désert
juin	NOM	juin
avec	PRP	avec
voici	ADV	voici
philosophiquement	ADV	philosophiquement
pied	NOM	pied
à	PRP	à
plus	ADV	plus
civilisation	NOM	civilisation
un	DET:ART	un
Cibola	NAM	cibola
bouleversé	VER:pper	bouleverser
enfoncés	VER:pper	enfoncer
Les	DET:ART	le
renoncer	VER:infi	renoncer
<EOS>	<EOS>	<EOS>
vue	NOM	vue
terre	NOM	terre
Le	DET:ART	le
peuplée	VER:pper	peupler
et	KON	et
les	DET:ART	le
inconnus	ADJ	inconnu
faune	NOM	faune
foi	NOM	foi
fauves	NOM	fauve
<EOS>	<EOS>	<EOS>
l'	PRO:PER	la|le
raison	NOM	raison
,	PUN	,
est-à-dire	ADV	est-à-dire
corps	NOM	corps
fusil	NOM	fusil
;	PUN	;
de	PRP	de
bien	ADV	bien
pirates	NOM	pirate
des	PRP:det	du
une	DET:ART	un
dû	VER:pper	devoir
,	PUN	,
et	KON	et
le	DET:ART	le
entrera	VER:futu	entrer
doit	VER:pres	devoir
viennent	VER:pres	venir
acajou	NOM	acajou
moderne	ADJ	moderne
d'	PRP	de
brûlé	VER:pper	brûler
ses	DET:POS	son
cette	PRO:DEM	ce
tentatives	NOM	tentative
épaule	NOM	épaule
me	PRO:PER	me
mit	VER:simp	mettre
français	ADJ	français
Moctekuzoma	NAM	moctekuzoma
du	PRP:det	du
de	PRP	de
il	PRO:PER	il
hostiles	ADJ	hostile
enfin	ADV	enfin
doubles	ADJ	double
orbite	NOM	orbite
d'	PRP	de
jonchée	VER:pper	joncher
une	DET:ART	un
Ces	PRO:DEM	ce
large	ADJ	large
et	KON	et
je	PRO:PER	je
une	DET:ART	un
un	DET:ART	un
ses	DET:POS	son
des	PRP:det	du
,	PUN	,
est	VER:pres	être
le	DET:ART	le
<EOS>	<EOS>	<EOS>
le	DET:ART	le
n'	ADV	ne
semblait	VER:impf	sembler
aux	PRP:det	au
de	PRP	de
droite	NOM	droit|droite
avenir	NOM	avenir
Tout	ADV	tout
faire	VER:infi	faire
les	DET:ART	le
de	PRP	de
lui	PRO:PER	lui
terribles	ADJ	terrible
féroces	ADJ	féroce
,	PUN	,
traits	NOM	trait
taille	NOM	taille
;	PUN	;
belle	ADJ	beau
travers	NOM	travers
il	PRO:PER	il
rio	NOM	rio
,	PUN	,
et	KON	et
.	SENT	.
avoir	VER:infi	avoir
son	DET:POS	son
se	PRO:PER	se
Pawnees	NOM	pawnees
jouer	VER:infi	jouer
rôle	NOM	rôle
furent	VER:simp	être
naufragés	NOM	naufragé
;	PUN	;
quelques	PRO:IND	quelque
remarquables	ADJ	remarquable
ne	ADV	ne
bois	NOM	bois
l	NOM	l
admirablement	ADV	admirablement
s'	PRO:PER	se
gardes	NOM	garde
,	PUN	,
brisées	VER:pper	briser
loin	ADV	loin
et	KON	et
par	PRP	par
,	PUN	,
qu'	KON	que
nombreuse	ADJ	nombreux
bois	NOM	bois
un	DET:ART	un
,	PUN	,
fut	VER:simp	être
celui	PRO:DEM	celui
<EOS>	<EOS>	<EOS>
que	KON	que
lorsqu'	KON	lorsque
sont	VER:pres	être
bourra	VER:simp	bourrer
.	SENT	.
à	PRP	à
vieilles	ADJ	vieux
plus	ADV	plus
pieds	NOM	pied
même	ADJ	même
de	PRP	de
et	KON	et
de	PRP	de
frein	NOM	frein
;	PUN	;
aussi	ADV	aussi
du	PRP:det	du
sable	NOM	sable
je	PRO:PER	je
confluent	NOM	confluent
du	PRP:det	du
quatre	NUM	quatre
trompé	VER:pper	tromper
murmura	VER:simp	murmurer
talion	NOM	talion
la	DET:ART	le
;	PUN	;
des	PRP:det	du
ferons	VER:futu	faire
bois	NOM	bois
que	KON	que
avait	VER:impf	avoir
merci	NOM	merci
ici	ADV	ici
de	PRP	de
loi	NOM	loi
les	DET:ART	le
canons	NOM	canon
moral	ADJ	moral
de	PRP	de
que	PRO:REL	que
,	PUN	,
son	DET:POS	son
ces	PRO:DEM	ce
avait	VER:impf	avoir
déroule	VER:pres	dérouler
,	PUN	,
mois	NOM	moi|mois
sur	PRP	sur
incomparables	ADJ	incomparable
,	PUN	,
la	DET:ART	le
un	DET:ART	un
.	SENT	.
les	DET:ART	le
coureurs	NOM	coureur
,	PUN	,
malgré	PRP	malgré
la	DET:ART	le
à	PRP	à
énergiques	ADJ	énergique
un	DET:ART	un
avant	PRP	avant
.	SENT	.
peuples	NOM	peuple
le	PRO:PER	le
les	DET:ART	le
sa	DET:POS	son
Anglo-Saxons	NOM	anglo-saxon
pour	PRP	pour
croisant	VER:ppre	croiser
dont	PRO:REL	dont
du	PRP:det	du
le	DET:ART	le
ses	DET:POS	son
un	DET:ART	un
que	PRO:REL	que
pas	ADV	pas
que	KON	que
bien	ADV	bien
nomade	ADJ	nomade
,	PUN	,
<EOS>	<EOS>	<EOS>
pure	ADJ	pur
saillantes	ADJ	saillant
la	DET:ART	le
prodiges	NOM	prodige
d'	PRP	de
qui	PRO:REL	qui
la	PRO:PER	la
examina	VER:simp	examiner
,	PUN	,
presque	ADV	presque
moi	PRO:PER	moi
le	DET:ART	le
la	DET:ART	le
dans	PRP	dans
calumet	NOM	calumet
de	PRP	de
Allons	INT	allons
la	DET:ART	le
pleine	ADJ	plein
de	PRP	de
de	PRP	de
à	PRP	à
la	DET:ART	le
une	DET:ART	un
plus	ADV	plus
se	PRO:PER	se
devait	VER:impf	devoir
traversé	VER:pper	traverser
,	PUN	,
,	PUN	,
<SEG>
,	PUN	,
failli	VER:pper	faillir
adopté	VER:pper	adopter
et	KON	et
ni	KON	ni
l'	DET:ART	le
Alors	ADV	alors
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
,	PUN	,
chasseur	NOM	chasseur
la	DET:ART	le
azurés	ADJ	azuré
cause	NOM	cause
regard	NOM	regard
la	DET:ART	le
armement	NOM	armement
de	PRP	de
,	PUN	,
,	PUN	,
leva	VER:simp	lever
deux	NUM	deux
remplaçaient	VER:impf	remplacer
sortaient	VER:impf	sortir
et	KON	et
à	PRP	à
sa	DET:POS	son
son	DET:POS	son
profondes	ADJ	profond
où	PRO:REL	où
nomment	VER:pres	nommer
était	VER:impf	être
de	PRP	de
,	PUN	,
nocturne	ADJ	nocturne
qui	PRO:REL	qui
,	PUN	,
dont	PRO:REL	dont
trou	NOM	trou
dont	PRO:REL	dont
poivre	NOM	poivre
saisissant	ADJ	saisissant
fronça	VER:simp	froncer
-même	ADJ	même
dans	PRP	dans
à	PRP	à
:	PUN	:
l'	PRO:PER	la|le
douzaine	NOM	douzaine
Le	DET:ART	le
barbe	NOM	barbe
aucune	PRO:IND	aucun
il	PRO:PER	il
épaisses	ADJ	épais
alla	VER:simp	aller
eau	NOM	eau
Canada	NAM	canada
une	DET:ART	un
,	PUN	,
chaudes	ADJ	chaud
.	SENT	.
murmura-t-il	NOM	murmura-t-il
Lepage	NAM	lepage
de	PRP	de
culasse	NOM	culasse
a	VER:pres	avoir
extraordinaire	ADJ	extraordinaire
fabrique	VER:pres	fabriquer
puis	ADV	puis
le	DET:ART	le
pennekann	NOM	pennekann
seulement	ADV	seulement
expédition	NOM	expédition
Là	ADV	là
pierres	NOM	pierre
cœur	NOM	cœur
là	ADV	là
mêlant	VER:ppre	mêler
.	SENT	.
le	DET:ART	le
magnifiques	ADJ	magnifique
fois	NOM	fois
vingt-six	NUM	vingt-six
en	PRP	en
il	PRO:PER	il
l'	DET:ART	le
plus	ADV	plus
se	PRO:PER	se
deviner	VER:infi	deviner
un	DET:ART	un
!	SENT	!
composaient	VER:impf	composer
mobiles	ADJ	mobile
guerriers	NOM	guerrier
des	PRP:det	du
-ils	PRO:PER	il
le	DET:ART	le
la	PRO:PER	la
énergique	ADJ	énergique
au-dessus	ADV	au-dessus
sa	DET:POS	son
d'	PRP	de
elle	PRO:PER	elle
rouge	NOM	rouge
brise	NOM	brise
depuis	PRP	depuis
de	PRP	de
laissé	VER:pper	laisser
plus	ADV	plus
replis	NOM	repli
;	PUN	;
Bien	ADV	bien
à	PRP	à
globe	NOM	globe
et	KON	et
des	PRP:det	du
respiration	NOM	respiration
de	PRP	de
au	PRP:det	au
se	PRO:PER	se
endormie	VER:pper	endormir
--	PUN	--
mesure	NOM	mesure
qui	PRO:REL	qui
;	PUN	;
à	PRP	à
la	DET:ART	le
lui	PRO:PER	lui
la	DET:ART	le
d'	PRP	de
estrade	NOM	estrade
ajouta	VER:simp	ajouter
.	SENT	.
dessous	ADV	dessous
de	PRP	de
,	PUN	,
,	PUN	,
lumière	NOM	lumière
avec	PRP	avec
bien	ADV	bien
immensité	NOM	immensité
vieille	ADJ	vieux
et	KON	et
,	PUN	,
qui	PRO:REL	qui
tout	PRO:IND	tout
un	DET:ART	un
qu'	PRO:REL	que
au	PRP:det	au
une	DET:ART	un
toutes	PRO:IND	tout
des	PRP:det	du
ressemblance	NOM	ressemblance
leur	DET:POS	leur
il	PRO:PER	il
longs	ADJ	long
un	DET:ART	un
sans	PRP	sans
il	PRO:PER	il
peu	ADV	peu
sous	PRP	sous
et	KON	et
les	DET:ART	le
noyé	VER:pper	noyer
harpe	NOM	harpe
et	KON	et
.	SENT	.
Nous	PRO:PER	nous
;	PUN	;
Sans-Traces	NAM	sans-traces
contrées	NOM	contrée
plongeait	VER:impf	plonger
une	DET:ART	un
pour	PRP	pour
source	NOM	source
jour	NOM	jour
escarpements	NOM	escarpement
que	KON	que
cime	NOM	cime
obligé	VER:pper	obliger
toutes	PRO:IND	tout
tourmenté	VER:pper	tourmenter
.	SENT	.
il	PRO:PER	il
.	SENT	.
des	PRP:det	du
tombant	VER:ppre	tomber
mais	KON	mais
temps	NOM	temps
soleil	NOM	soleil
forte	ADJ	fort
ce	PRO:DEM	ce
et	KON	et
ourlée	VER:pper	ourler
sans	PRP	sans
à	PRP	à
cuissot	NOM	cuissot
élite	NOM	élite
;	PUN	;
sous	PRP	sous
du	PRP:det	du
de	PRP	de
admirait	VER:impf	admirer
,	PUN	,
canon	NOM	canon
dans	PRP	dans
que	KON	que
les	DET:ART	le
rêve	NOM	rêve
des	PRP:det	du
un	DET:ART	un
se	PRO:PER	se
une	DET:ART	un
<EOS>	<EOS>	<EOS>
ces	PRO:DEM	ce
sur	PRP	sur
reprit	VER:simp	reprendre
,	PUN	,
l'	DET:ART	le
une	DET:ART	un
de	PRP	de
,	PUN	,
--	PUN	--
armes	NOM	arme
dans	PRP	dans
française	ADJ	français
songer	VER:infi	songer
sa	DET:POS	son
patates	NOM	patate
au-dessus	ADV	au-dessus
nature	NOM	nature
leur	DET:POS	leur
donc	ADV	donc
en	PRP	en
une	DET:ART	un
en	PRO:PER	en
;	PUN	;
perspective	NOM	perspective
<EOS>	<EOS>	<EOS>
faite	VER:pper	faire
de	PRP	de
yeux	NOM	œil
importants	ADJ	important
improvisé	VER:pper	improviser
éteindre	VER:infi	éteindre
des	PRP:det	du
très	ADV	très
Sans-Traces	NAM	sans-traces
avoir	VER:infi	avoir
calumet	NOM	calumet
,	PUN	,
une	DET:ART	un
dont	PRO:REL	dont
trois	NUM	trois
jaunâtre	ADJ	jaunâtre
cas	NOM	cas
personne	NOM	personne
,	PUN	,
un	DET:ART	un
lit	NOM	lit
et	KON	et
des	PRP:det	du
,	PUN	,
dans	PRP	dans
du	PRP:det	du
sa	DET:POS	son
son	DET:POS	son
La	DET:ART	le
ai	VER:pres	avoir
était	VER:impf	être
,	PUN	,
le	DET:ART	le
Berger	NAM	berger
et	KON	et
