éternel	ADJ	éternel
invalide	NOM	invalide
;	PUN	;
les	DET:ART	le
?	SENT	?
la	DET:ART	le
écrins	NOM	écrin
besoin	NOM	besoin
était	VER:impf	être
un	DET:ART	un
dit	VER:pres	dire
son	DET:POS	son
l'	DET:ART	le
tirent	VER:pres	tirer
...	PUN	...
était	VER:impf	être
fermes	VER:subp	fermer
n'	ADV	ne
,	PUN	,
!	SENT	!
<EOS>	<EOS>	<EOS>
-ce	PRO:DEM	ce
le	DET:ART	le
Voici	ADV	voici
,	PUN	,
!	SENT	!
,	PUN	,
,	PUN	,
de	PRP	de
rougeâtre	ADJ	rougeâtre
Paix	NOM	paix
Si	ADV	si
ses	DET:POS	son
deux	NUM	deux
un	DET:ART	un
eût	VER:subi	avoir
chagrin	ADJ	chagrin
,	PUN	,
soupir	NOM	soupir
ces	PRO:DEM	ce
la	DET:ART	le
un	DET:ART	un
le	PRO:PER	le
--	PUN	--
de	PRP	de
sang	NOM	sang
plaisir	NOM	plaisir
.	SENT	.
pas	ADV	pas
heures	NOM	heure
en	PRP	en
sans	PRP	sans
maçon	NOM	maçon
morts	NOM	mort
maison	NOM	maison
ne	ADV	ne
il	PRO:PER	il
de	PRP	de
un	DET:ART	un
couché	VER:pper	coucher
sa	DET:POS	son
des	PRP:det	du
question	NOM	question
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
vivre	VER:infi	vivre
et	KON	et
--	PUN	--
argent	NOM	argent
hommes	NOM	homme
bruits	NOM	bruit
condamné	VER:pper	condamner
avec	PRP	avec
se	PRO:PER	se
qui	PRO:REL	qui
;	PUN	;
avoir	VER:infi	avoir
-on	PRO:PER	on
un	DET:ART	un
quelque	PRO:IND	quelque
Limousins	NAM	limousins
et	KON	et
échafaudages	NOM	échafaudage
cela	PRO:DEM	cela
visage	NOM	visage
fait	VER:pper	faire
l'	DET:ART	le
après	PRP	après
mon	DET:POS	mon
Limousin	NAM	limousin
lui	PRO:PER	lui
tournait	VER:impf	tourner
travaillé	VER:pper	travailler
qui	PRO:REL	qui
soulevant	VER:ppre	soulever
--	PUN	--
il	PRO:PER	il
dernière	ADJ	dernier
Russes	NAM	russes
garni	NOM	garni
--	PUN	--
ici	ADV	ici
<EOS>	<EOS>	<EOS>
rentrée	VER:pper	rentrer
le	DET:ART	le
<EOS>	<EOS>	<EOS>
Paris	NAM	paris
<EOS>	<EOS>	<EOS>
fait	VER:pres	faire
à	PRP	à
reste	VER:pres	rester
l'	DET:ART	le
,	PUN	,
nuit	NOM	nuit
brûle-gueule	NOM	brûle-gueule
le	DET:ART	le
décombres	NOM	décombre|décombres
le	DET:ART	le
<EOS>	<EOS>	<EOS>
regardant	VER:ppre	regarder
Un	DET:ART	un
de	PRP	de
pu	VER:pper	pouvoir
!	SENT	!
soldat	NOM	soldat
<EOS>	<EOS>	<EOS>
maçon	NOM	maçon
gardien	NOM	gardien
un	DET:ART	un
<EOS>	<EOS>	<EOS>
et	KON	et
,	PUN	,
<EOS>	<EOS>	<EOS>
avait	VER:impf	avoir
.	SENT	.
invalide	NOM	invalide
vers	PRP	vers
vous	PRO:PER	vous
moderne	ADJ	moderne
,	PUN	,
ne	ADV	ne
et	KON	et
venait	VER:impf	venir
morceaux	NOM	morceau
Pourquoi	ADV	pourquoi
travers	NOM	travers
de	PRP	de
maçons	NOM	maçon
mon	DET:POS	mon
emplacement	NOM	emplacement
qu'	PRO:REL	que
;	PUN	;
.	SENT	.
l'	DET:ART	le
prit	VER:simp	prendre
L'	DET:ART	le
ne	ADV	ne
nuit	NOM	nuit
de	PRP	de
et	KON	et
Nord	NOM	nord
L'	DET:ART	le
se	PRO:PER	se
autre	ADJ	autre
un	DET:ART	un
jusqu'	PRP	jusque
mystérieux	ADJ	mystérieux
Car	KON	car
des	PRP:det	du
moi	PRO:PER	moi
reconstruire	VER:infi	reconstruire
;	PUN	;
?	SENT	?
,	PUN	,
se	PRO:PER	se
ancien	NOM	ancien
artistiques	ADJ	artistique
mélancolie	NOM	mélancolie
de	PRP	de
que	KON	que
,	PUN	,
légion	NOM	légion
inoffensifs	ADJ	inoffensif
,	PUN	,
<EOS>	<EOS>	<EOS>
nouveau	ADJ	nouveau
obscurité	NOM	obscurité
ne	ADV	ne
pas	ADV	pas
Batignolles	NOM	batignolles
mais	KON	mais
,	PUN	,
Paris	NAM	paris
quelques	PRO:IND	quelque
partout	ADV	partout
le	DET:ART	le
,	PUN	,
un	DET:ART	un
garçon	NOM	garçon
silence	NOM	silence
taillées	VER:pper	tailler
avait-elle	VER:subp	avait-elle
ancien	NOM	ancien
invalide	NOM	invalide
.	SENT	.
dans	PRP	dans
neuves	ADJ	neuf
regagne	VER:pres	regagner
dans	PRP	dans
Tes	DET:POS	ton
<EOS>	<EOS>	<EOS>
Tu	PRO:PER	tu
de	PRP	de
les	DET:ART	le
pas	ADV	pas
<EOS>	<EOS>	<EOS>
était	VER:impf	être
la	DET:ART	le
ses	DET:POS	son
jours	NOM	jour
Chapelle	NAM	chapelle
dix	NUM	dix
le	DET:ART	le
d'	PRP	de
désert	ADJ	désert
milieu	NOM	milieu
,	PUN	,
le	DET:ART	le
soir	NOM	soir
bleus	ADJ	bleu
mon	DET:POS	mon
l'	DET:ART	le
dieu	NOM	dieu
de	PRP	de
<EOS>	<EOS>	<EOS>
.	SENT	.
La	DET:ART	le
se	PRO:PER	se
poussière	NOM	poussière
diamants	NOM	diamant
de	PRP	de
,	PUN	,
et	KON	et
fit	VER:simp	faire
yeux	NOM	œil
La	DET:ART	le
tu	PRO:PER	tu
Capucines	NOM	capucin|capucine
LES	DET:ART	le
et	KON	et
de	PRP	de
toute	PRO:IND	tout
?	SENT	?
Limousin	NAM	limousin
camarades	NOM	camarade
avait	VER:impf	avoir
Peut-être	ADV	peut-être
l'	DET:ART	le
pas	ADV	pas
était	VER:impf	être
et	KON	et
Cette	PRO:DEM	ce
d'	PRP	de
cheveux	NOM	cheveu
,	PUN	,
qu'	ADV	qu'
ruines	NOM	ruine
soubresaut	NOM	soubresaut
Hé	INT	hé
.	SENT	.
-tu	PRO:PER	tu
à	PRP	à
ouvert	ADJ	ouvert
véritable	ADJ	véritable
les	DET:ART	le
il	PRO:PER	il
sommeil	NOM	sommeil
des	PRP:det	du
si	KON	si
de	PRP	de
<EOS>	<EOS>	<EOS>
devant	PRP	devant
mais	KON	mais
enfiévré	VER:pper	enfiévrer
,	PUN	,
soupir	NOM	soupir
grande	ADJ	grand
et	KON	et
pourtant	ADV	pourtant
sur	PRP	sur
moi	PRO:PER	moi
patron	NOM	patron
colonne	NOM	colonne
est	VER:pres	être
pauvre	ADJ	pauvre
bouche	NOM	bouche
fait	VER:pper	faire
pas	ADV	pas
,	PUN	,
pris	VER:pper	prendre
paye	NOM	paye
n'	ADV	ne
et	KON	et
;	PUN	;
passait	VER:impf	passer
Puis	ADV	puis
si	KON	si
vieille	ADJ	vieux
air	NOM	air
<EOS>	<EOS>	<EOS>
une	DET:ART	un
s'	PRO:PER	se
;	PUN	;
<EOS>	<EOS>	<EOS>
la	DET:ART	le
camarades	NOM	camarade
on	PRO:PER	on
rue	NOM	rue
chaque	PRO:IND	chaque
--	PUN	--
Comme	KON	comme
Il	PRO:PER	il
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
,	PUN	,
retira	VER:simp	retirer
et	KON	et
est	VER:pres	être
qui	PRO:REL	qui
par	PRP	par
moment	NOM	moment
retournait	VER:impf	retourner
roulé	VER:pper	rouler
les	DET:ART	le
auprès	ADV	auprès
sorte	NOM	sorte
encore	ADV	encore
invalide	NOM	invalide
projetait	VER:impf	projeter
qu'	KON	que
maisons	NOM	maison
:	PUN	:
bataille	NOM	bataille
Comme	KON	comme
I	NUM	i
et	KON	et
du	PRP:det	du
,	PUN	,
qui	PRO:REL	qui
comme	ADV	comme
allumé	VER:pper	allumer
C'	PRO:DEM	ce
,	PUN	,
saccagée	VER:pper	saccager
,	PUN	,
sombre	ADJ	sombre
dit	VER:pres	dire
à	PRP	à
décombres	NOM	décombre|décombres
?	SENT	?
tombaient	VER:impf	tomber
pas	ADV	pas
?	SENT	?
de	PRP	de
Limousin	NAM	limousin
échappait	VER:impf	échapper
froid	NOM	froid
Et	VER:subi	et
,	PUN	,
yeux	NOM	œil
suffis	VER:pres	suffire
barbare	ADJ	barbare
,	PUN	,
que	PRO:REL	que
la	DET:ART	le
ou	KON	ou
chantier	NOM	chantier
du	PRP:det	du
semé	VER:pper	semer
,	PUN	,
son	DET:POS	son
la	DET:ART	le
ai	VER:pres	avoir
chaud	ADJ	chaud
cela	PRO:DEM	cela
lui	PRO:PER	lui
de	PRP	de
,	PUN	,
amoureux	ADJ	amoureux
à	PRP	à
qui	PRO:REL	qui
passons	VER:pres	passer
Si	KON	si
un	DET:ART	un
feu	NOM	feu
,	PUN	,
Limousin	NAM	limousin
Crimée	NAM	crimée
côté	NOM	côté
chaos	NOM	chaos
passait	VER:impf	passer
es	VER:pres	être
richesses	NOM	richesse
nuit	NOM	nuit
Il	PRO:PER	il
une	DET:ART	un
cela	PRO:DEM	cela
se	PRO:PER	se
sa	DET:POS	son
mis	VER:pper	mettre
À	PRP	à
gros	ADJ	gros
dit-il	NOM	dit-il
la	DET:ART	le
fermaient	VER:impf	fermer
il	PRO:PER	il
dit	VER:pres	dire
je	PRO:PER	je
la	DET:ART	le
plus	ADV	plus
rue	NOM	rue
et	KON	et
avec	PRP	avec
soldat	NOM	soldat
que	PRO:REL	que
en	PRO:PER	en
tout	PRO:IND	tout
?	SENT	?
la	DET:ART	le
ivrogne	ADJ	ivrogne
énergie	NOM	énergie
La	DET:ART	le
se	PRO:PER	se
une	DET:ART	un
cités	NOM	cité
un	DET:ART	un
Est	VER:pres	être
C'	PRO:DEM	ce
Le	DET:ART	le
<EOS>	<EOS>	<EOS>
des	PRP:det	du
je	PRO:PER	je
.	SENT	.
.	SENT	.
les	DET:ART	le
suis	VER:pres	suivre|être
fière	ADJ	fier
autre	ADJ	autre
<EOS>	<EOS>	<EOS>
qu'	PRO:REL	que
<EOS>	<EOS>	<EOS>
ne	ADV	ne
couverture	NOM	couverture
jeune	ADJ	jeune
désolation	NOM	désolation
nous	PRO:PER	nous
troupe	NOM	troupe
le	DET:ART	le
chacun	PRO:IND	chacun
hérissées	VER:pper	hérisser
récemment	ADV	récemment
le	DET:ART	le
calme	ADJ	calme
--	PUN	--
regard	NOM	regard
bien	ADV	bien
;	PUN	;
D'	PRP	de
peine	NOM	peine
sur	PRP	sur
feu	NOM	feu
visage	NOM	visage
qui	PRO:REL	qui
.	SENT	.
pas	ADV	pas
à	PRP	à
,	PUN	,
à	PRP	à
crains	VER:pres	craindre
pas	NOM	pas
huit	NUM	huit
dors	VER:pres	dormir
image	NOM	image
un	DET:ART	un
désolation	NOM	désolation
.	SENT	.
-tu	PRO:PER	tu
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
Serait	VER:cond	être
boulevard	NOM	boulevard
et	KON	et
élevaient	VER:impf	élever
des	PRP:det	du
avaient	VER:impf	avoir
pour	PRP	pour
comme	KON	comme
était	VER:impf	être
de	PRP	de
misère	NOM	misère
coucher	VER:infi	coucher
assez	ADV	assez
un	DET:ART	un
peine	NOM	peine
pas	ADV	pas
.	SENT	.
dis	VER:pres	dire
est	VER:pres	être
un	DET:ART	un
partant	VER:ppre	partir
,	PUN	,
était	VER:impf	être
maison	NOM	maison
fumait	VER:impf	fumer
et	KON	et
toi	PRO:PER	toi
<EOS>	<EOS>	<EOS>
des	PRP:det	du
des	PRP:det	du
que	PRO:REL	que
hommes	NOM	homme
,	PUN	,
pas	ADV	pas
à	PRP	à
,	PUN	,
nuits	NOM	nuit
le	DET:ART	le
et	KON	et
et	KON	et
de	PRP	de
grand	ADJ	grand
de	PRP	de
il	PRO:PER	il
à	PRP	à
?	SENT	?
--	PUN	--
ensemble	ADV	ensemble
brisé	VER:pper	briser
n'	ADV	ne
bal	NOM	bal
Choiseul	NAM	choiseul
dormait	VER:impf	dormir
envoie	VER:pres	envoyer
,	PUN	,
Paris	NAM	paris
-on	PRO:PER	on
eût	VER:subi	avoir
cela	PRO:DEM	cela
je	PRO:PER	je
des	PRP:det	du
démolie	VER:pper	démolir
DU	NAM	du
du	PRP:det	du
l'	DET:ART	le
constructions	NOM	construction
?	SENT	?
<EOS>	<EOS>	<EOS>
voir	VER:infi	voir
deux	NUM	deux
le	DET:ART	le
une	DET:ART	un
pierres	NOM	pierre
pour	PRP	pour
je	PRO:PER	je
dit-il	NOM	dit-il
un	DET:ART	un
et	KON	et
--	PUN	--
brusquement	ADV	brusquement
travers	NOM	travers
brèche	NOM	brèche
était	VER:impf	être
la	DET:ART	le
,	PUN	,
:	PUN	:
n'	ADV	ne
du	PRP:det	du
d'	PRP	de
cette	PRO:DEM	ce
était	VER:impf	être
de	PRP	de
touches	VER:pres	toucher
mange-tout	NOM	mange-tout
donc	ADV	donc
envoies	VER:pres	envoyer
.	SENT	.
paru	VER:pper	paraître
,	PUN	,
tu	PRO:PER	tu
un	DET:ART	un
tu	PRO:PER	tu
.	SENT	.
la	DET:ART	le
dit	VER:pper	dire
<EOS>	<EOS>	<EOS>
eût	VER:subi	avoir
,	PUN	,
sommeil	NOM	sommeil
l'	DET:ART	le
Mais	KON	mais
--	PUN	--
ne	ADV	ne
.	SENT	.
vers	PRP	vers
longs	ADJ	long
d'	PRP	de
ville	NOM	ville
encore	ADV	encore
son	DET:POS	son
être	VER:infi	être
longue	ADJ	longue
rude	ADJ	rude
de	PRP	de
jambe	NOM	jambe
le	DET:ART	le
flambait	VER:impf	flamber
cette	PRO:DEM	ce
ne	ADV	ne
jour	NOM	jour
qu'	PRO:REL	que
,	PUN	,
s'	PRO:PER	se
de	PRP	de
ou	KON	ou
en	PRO:PER	en
,	PUN	,
-tu	PRO:PER	tu
,	PUN	,
des	PRP:det	du
ans	NOM	an
.	SENT	.
l'	DET:ART	le
poutres	NOM	poutre
repère	NOM	repère
après	PRP	après
reprit	VER:simp	reprendre
le	DET:ART	le
<EOS>	<EOS>	<EOS>
la	DET:ART	le
Si	KON	si
l'	DET:ART	le
et	KON	et
es	VER:pres	être
Partout	ADV	partout
au	PRP:det	au
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
ta	DET:POS	ton
--	PUN	--
repos	NOM	repos
vainqueurs	NOM	vainqueur
je	PRO:PER	je
bivouac	NOM	bivouac
Quelque	PRO:IND	quelque
cherchant	VER:ppre	chercher
doux	ADJ	doux
champ	NOM	champ
pas	NOM	pas
,	PUN	,
lueur	NOM	lueur
--	PUN	--
,	PUN	,
barbare	ADJ	barbare
cette	PRO:DEM	ce
,	PUN	,
et	KON	et
<EOS>	<EOS>	<EOS>
ténèbres	NOM	ténèbre
loin	ADV	loin
levant	VER:ppre	lever
pas	ADV	pas
Je	PRO:PER	je
--	PUN	--
,	PUN	,
horde	NOM	horde
pas	ADV	pas
voiture	NOM	voiture
paye	VER:subp	payer
eût	VER:subi	avoir
?	SENT	?
!	SENT	!
<EOS>	<EOS>	<EOS>
de	PRP	de
un	DET:ART	un
à	PRP	à
--	PUN	--
a	VER:pres	avoir
la	DET:ART	le
?	SENT	?
l'	DET:ART	le
en	PRP	en
ses	DET:POS	son
en	PRP	en
sur	PRP	sur
homme	NOM	homme
,	PUN	,
On	PRO:PER	on
de	PRP	de
labeur	NOM	labeur
--	PUN	--
montaient	VER:impf	monter
rue	NOM	rue
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
et	KON	et
.	SENT	.
.	SENT	.
feu	NOM	feu
qui	PRO:REL	qui
Le	DET:ART	le
Paris	NAM	paris
diable	NOM	diable
les	DET:ART	le
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
du	PRP:det	du
de	PRP	de
en	PRO:PER	en
les	DET:ART	le
,	PUN	,
le	DET:ART	le
Mars	NAM	mars
moitié	NOM	moitié
de	PRP	de
Tahan	NAM	tahan
fatigue	NOM	fatigue
vont	VER:pres	aller
<EOS>	<EOS>	<EOS>
Avait	VER:impf	avoir
on	PRO:PER	on
le	DET:ART	le
avec	PRP	avec
cette	PRO:DEM	ce
un	DET:ART	un
à	PRP	à
d'	PRP	de
moustache	NOM	moustache
--	PUN	--
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
nouvelles	ADJ	nouveau
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
alors	ADV	alors
et	KON	et
garni	NOM	garni
le	DET:ART	le
peu	ADV	peu
œil	NOM	œil
veillaient	VER:impf	veiller
pour	PRP	pour
une	DET:ART	un
la	DET:ART	le
des	PRP:det	du
et	KON	et
du	PRP:det	du
,	PUN	,
.	SENT	.
jeune	ADJ	jeune
tu	PRO:PER	tu
.	SENT	.
.	SENT	.
Tu	PRO:PER	tu
L'	DET:ART	le
feu	NOM	feu
avait	VER:impf	avoir
était	VER:impf	être
sourire	VER:infi	sourire
Mais	KON	mais
Bon	ADJ	bon
singulier	ADJ	singulier
et	KON	et
persiennes	NOM	persienne
!	SENT	!
eût	VER:subi	avoir
--	PUN	--
empreint	VER:pper	empreindre
de	PRP	de
heure	NOM	heure
maison	NOM	maison
allumé	VER:pper	allumer
vieilles	ADJ	vieux
son	DET:POS	son
mère	NOM	mère
<EOS>	<EOS>	<EOS>
invalide	NOM	invalide
et	KON	et
de	PRP	de
la	DET:ART	le
<EOS>	<EOS>	<EOS>
fit	VER:simp	faire
dit-il	NOM	dit-il
<EOS>	<EOS>	<EOS>
matériaux	NOM	matériau|matériaux
Turbigo	NAM	turbigo
dit	VER:pper	dire
.	SENT	.
de	PRP	de
as	VER:pres	avoir
de	PRP	de
peu	ADV	peu
de	PRP	de
que	KON	que
reste	VER:pres	rester
garni	NOM	garni
deux	NUM	deux
homme	NOM	homme
Au	PRP:det	au
,	PUN	,
et	KON	et
ta	DET:POS	ton
.	SENT	.
de	PRP	de
ville	NOM	ville
pour	PRP	pour
maçon	NOM	maçon
à	PRP	à
et	KON	et
monceau	NOM	monceau
,	PUN	,
guère	ADV	guère
.	SENT	.
LIMOUSIN	NAM	limousin
,	PUN	,
boulevard	NOM	boulevard
noire	ADJ	noir
autres	ADJ	autre
de	PRP	de
milieu	NOM	milieu
Bien	ADV	bien
un	DET:ART	un
lambeau	NOM	lambeau
et	KON	et
<EOS>	<EOS>	<EOS>
peu	ADV	peu
pas	ADV	pas
<EOS>	<EOS>	<EOS>
vermoulues	ADJ	vermoulu
point	NOM	point
dans	PRP	dans
Je	PRO:PER	je
dont	PRO:REL	dont
reste	VER:pres	rester
voir	VER:infi	voir
uns	NOM	un
était	VER:impf	être
se	PRO:PER	se
supportant	VER:ppre	supporter
--	PUN	--
tête	NOM	tête
.	SENT	.
peux	VER:pres	pouvoir
s'	PRO:PER	se
les	DET:ART	le
-ce	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
;	PUN	;
?	SENT	?
ton	DET:POS	ton
,	PUN	,
un	DET:ART	un
Belleville	NAM	belleville
<EOS>	<EOS>	<EOS>
,	PUN	,
et	KON	et
couverture	NOM	couverture
que	KON	que
était	VER:impf	être
mais	KON	mais
demi	ADJ	demi
invalide	NOM	invalide
dût	VER:subi	devoir
,	PUN	,
autres	ADJ	autre
ne	ADV	ne
--	PUN	--
était-elle	VER:pres	était-elle
lui	PRO:PER	lui
--	PUN	--
sais	VER:pres	savoir
une	DET:ART	un
un	DET:ART	un
ça	PRO:DEM	cela
conquis	VER:pper	conquérir
garçon	NOM	garçon
ancien	NOM	ancien
horde	NOM	horde
de	PRP	de
passage	NOM	passage
y	PRO:PER	y
venue	VER:pper	venir
,	PUN	,
parfois	ADV	parfois
je	PRO:PER	je
chantier	NOM	chantier
Vendôme	NAM	vendôme
<SEG>
C'	PRO:DEM	ce
m'	PRO:PER	me
,	PUN	,
dit	VER:pper	dire
pas	ADV	pas
on	PRO:PER	on
belle	ADJ	beau
coup	NOM	coup
brasier	NOM	brasier
avait	VER:impf	avoir
tout	ADV	tout
étoile	NOM	étoile
.	SENT	.
Mon	DET:POS	mon
regardais	VER:impf	regarder
un	DET:ART	un
<EOS>	<EOS>	<EOS>
!	SENT	!
,	PUN	,
.	SENT	.
s'	PRO:PER	se
vers	PRP	vers
des	PRP:det	du
<EOS>	<EOS>	<EOS>
!	SENT	!
!	SENT	!
un	DET:ART	un
II	NUM	ii
samedi	NOM	samedi
est	VER:pres	être
,	PUN	,
Limousin	NAM	limousin
<EOS>	<EOS>	<EOS>
et	KON	et
face	NOM	face
-là	ADV	là
un	DET:ART	un
que	KON	que
sur	PRP	sur
par	PRP	par
n'	ADV	ne
l'	DET:ART	le
l'	DET:ART	le
Voyez	VER:pres	voir
maçon	ADJ	maçon
donc	ADV	donc
elle	PRO:PER	elle
au	PRP:det	au
dans	PRP	dans
Et	KON	et
dans	PRP	dans
...	PUN	...
.	SENT	.
y	PRO:PER	y
.	SENT	.
<EOS>	<EOS>	<EOS>
.	SENT	.
que	KON	que
en	PRP	en
et	KON	et
tu	PRO:PER	tu
le	DET:ART	le
!	SENT	!
.	SENT	.
.	SENT	.
Je	PRO:PER	je
un	DET:ART	un
confidences	NOM	confidence
qu'	KON	que
démolissions	VER:subp	démolir
le	DET:ART	le
Vous	PRO:PER	vous
ai	VER:pres	avoir
une	DET:ART	un
princesse	NOM	princesse
je	PRO:PER	je
la	DET:ART	le
,	PUN	,
il	PRO:PER	il
sait	VER:pres	savoir
encore	ADV	encore
comme	KON	comme
Mais	KON	mais
envolent	VER:pres	envoler
;	PUN	;
couleurs	NOM	couleur
que	ADV	que
elle	PRO:PER	elle
la	DET:ART	le
demoiselle	NOM	demoiselle
,	PUN	,
elle	PRO:PER	elle
un	DET:ART	un
...	PUN	...
quand	KON	quand
une	DET:ART	un
coin	NOM	coin
,	PUN	,
c'	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
chantier	NOM	chantier
,	PUN	,
me	PRO:PER	me
crois	VER:pres	croire
en	PRP	en
<EOS>	<EOS>	<EOS>
,	PUN	,
<EOS>	<EOS>	<EOS>
--	PUN	--
deux	NUM	deux
...	PUN	...
besogne	NOM	besogne
.	SENT	.
je	PRO:PER	je
qu'	KON	que
crois	VER:pres	croire
assommer	VER:infi	assommer
moments	NOM	moment
,	PUN	,
.	SENT	.
<EOS>	<EOS>	<EOS>
j'	PRO:PER	je
la	DET:ART	le
j'	PRO:PER	je
mais	KON	mais
une	DET:ART	un
Limousin	NAM	limousin
invalide	NOM	invalide
garçon	NOM	garçon
grimpe	VER:pres	grimper
je	PRO:PER	je
comme	ADV	comme
tombé	VER:pper	tomber
avec	PRP	avec
l'	DET:ART	le
m'	PRO:PER	me
et	KON	et
s'	PRO:PER	se
et	KON	et
qu'	KON	que
des	PRP:det	du
invalide	NOM	invalide
jour	NOM	jour
l'	DET:ART	le
sur	PRP	sur
l'	DET:ART	le
poursuivit	VER:simp	poursuivre
reprit	VER:simp	reprendre
haut	ADJ	haut
,	PUN	,
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
encore	ADV	encore
la	DET:ART	le
ta	DET:POS	ton
j'	PRO:PER	je
merlin	NOM	merlin
te	PRO:PER	te
soleil	NOM	soleil
<EOS>	<EOS>	<EOS>
air	NOM	air
.	SENT	.
,	PUN	,
À	PRP	à
,	PUN	,
je	PRO:PER	je
les	DET:ART	le
détester	VER:infi	détester
si	KON	si
et	KON	et
La	DET:ART	le
dit	VER:pper	dire
émue	VER:pper	émouvoir
à	PRP	à
invalide	NOM	invalide
ah	INT	ah
Parle	NAM	parle
qu'	KON	que
Mais	KON	mais
les	PRO:PER	la|le
Et	KON	et
ce	PRO:DEM	ce
en	PRP	en
suis	VER:pres	suivre|être
jase	VER:pres	jaser
trop	ADV	trop
fenêtres	NOM	fenêtre
il	PRO:PER	il
ma	DET:POS	mon
du	PRP:det	du
est	VER:pres	être
ça	PRO:DEM	cela
que	KON	que
à	PRP	à
j'	PRO:PER	je
dessus	ADV	dessus
était	VER:impf	être
.	SENT	.
le	DET:ART	le
de	PRP	de
toi	PRO:PER	toi
Elle	PRO:PER	elle
souriant	VER:ppre	sourire
Non	ADV	non
première	NUM	premier
.	SENT	.
la	PRO:PER	la
l'	PRO:PER	la|le
à	PRP	à
mon	DET:POS	mon
entendue	VER:pper	entendre
suite	NOM	suite
frisant	VER:ppre	friser
,	PUN	,
.	SENT	.
--	PUN	--
elle	PRO:PER	elle
pensez	VER:pres	penser
qu'	KON	que
<EOS>	<EOS>	<EOS>
?	SENT	?
que	KON	que
.	SENT	.
nouveau	ADJ	nouveau
dirai	VER:futu	dire
compagnon	NOM	compagnon
où	PRO:REL	où
.	SENT	.
de	PRP	de
la	PRO:PER	la
bien	ADV	bien
ouvraient	VER:impf	ouvrer|ouvrir
Ce	PRO:DEM	ce
et	KON	et
de	PRP	de
Mais	KON	mais
<EOS>	<EOS>	<EOS>
vu	VER:pper	voir
--	PUN	--
échafaudages	NOM	échafaudage
et	KON	et
plus	ADV	plus
Elle	PRO:PER	elle
m'	PRO:PER	me
le	DET:ART	le
ni	KON	ni
où	PRO:REL	où
dis	VER:pres	dire
,	PUN	,
:	PUN	:
un	DET:ART	un
planches	NOM	planche
tu	PRO:PER	tu
quarante	NUM	quarante
suis	VER:pres	suivre|être
avais	VER:impf	avoir
craindre	VER:infi	craindre
réfléchi	VER:pper	réfléchir
et	KON	et
vieux	NOM	vieux
,	PUN	,
un	DET:ART	un
