garçons	NOM	garçon
perdre	VER:infi	perdre
bien	ADV	bien
y	PRO:PER	y
matin	NOM	matin
puisque	KON	puisque
assurément	ADV	assurément
tard	ADV	tard
Brigitte	NAM	Brigitte
Madeleine	NAM	Madeleine
dialogue	NOM	dialogue
la	DET:ART	le
le	PRO:PER	le
jours	NOM	jour
il	PRO:PER	il
il	PRO:PER	il
le	DET:ART	le
mère	NOM	mère
suivant	VER:ppre	suivre
est	VER:pres	être
«	PUN:cit	«
la	DET:ART	le
toute	PRO:IND	tout
,	PUN	,
confiance	NOM	confiance
Faut-il	NOM	Faut-il
Providence	NAM	Providence
est	VER:pres	être
la	DET:ART	le
.	SENT	.
toujours	ADV	toujours
fille	NOM	fille
là	ADV	là
Non	ADV	non
-toi	PRO:PER	toi
,	PUN	,
entre	PRP	entre
tous	PRO:IND	tout
<SEG>
--	PUN	--
suis	VER:pres	suivre|être
malade	ADJ	malade
;	PUN	;
peur	NOM	peur
pas	ADV	pas
tout	ADV	tout
à	PRP	à
,	PUN	,
j'	PRO:PER	je
n'	ADV	ne
,	PUN	,
suis	VER:pres	suivre|être
à	PRP	à
fasses	VER:subp	faire
eu	VER:pper	avoir
grande	ADJ	grand
il	PRO:PER	il
faut	VER:pres	falloir
la	DET:ART	le
volets	NOM	volet
ménage	NOM	ménage
présent	ADJ	présent
de	PRP	de
,	PUN	,
que	KON	que
.	SENT	.
tu	PRO:PER	tu
n'	ADV	ne
ai	VER:pres	avoir
je	PRO:PER	je
maman	NOM	maman
,	PUN	,
je	PRO:PER	je
ouvre	VER:pres	ouvrer|ouvrir
Me	PRO:PER	me
en	PRP	en
petite	ADJ	petit
les	DET:ART	le
puis	ADV	puis
plus	ADV	plus
,	PUN	,
fait	NOM	fait
,	PUN	,
aie	VER:subp	avoir
je	PRO:PER	je
voici	ADV	voici
femme	NOM	femme
treize	NUM	treize
,	PUN	,
<SEG>
ans	NOM	an
fièvre	NOM	fièvre
tu	PRO:PER	tu
--	PUN	--
ordinaire	NOM	ordinaire
,	PUN	,
de	PRP	de
rouge	ADJ	rouge
de	PRP	de
?	SENT	?
!	SENT	!
et	KON	et
J'	PRO:PER	je
l'	DET:ART	le
ai	VER:pres	avoir
qu'	KON	que
petite	ADJ	petit
.	SENT	.
je	PRO:PER	je
!	SENT	!
à	PRP	à
as	VER:pres	avoir
notre	DET:POS	notre
Comme	KON	comme
,	PUN	,
bonne	ADJ	bon
!	SENT	!
qu'	PRO:REL	que
:	PUN	:
dépêcher	VER:infi	dépêcher
Mais	KON	mais
me	PRO:PER	me
vais	VER:pres	aller
Oh	INT	oh
--	PUN	--
ferai	VER:futu	faire
chère	VER:pres	chérer
donc	ADV	donc
,	PUN	,
hier	ADV	hier
es	VER:pres	être
te	PRO:PER	te
attends	VER:pres	attendre
je	PRO:PER	je
jardin	NOM	jardin
-tu	PRO:PER	tu
de	PRP	de
plus	ADV	plus
tisane	NOM	tisane
mère	NOM	mère
<SEG>
seule	ADJ	seul
que	KON	que
--	PUN	--
du	PRP:det	du
pour	KON	pour
,	PUN	,
estomac	NOM	estomac
fait	VER:pper	faire
guérir	VER:infi	guérir
,	PUN	,
puis	ADV	puis
argent	NOM	argent
un	DET:ART	un
sur	PRP	sur
un	DET:ART	un
sais	VER:pres	savoir
sécher	VER:infi	sécher
verras	VER:futu	voir
toi	PRO:PER	toi
,	PUN	,
nous	PRO:PER	nous
,	PUN	,
comme	ADV	comme
et	KON	et
mettrai	VER:futu	mettre
tu	PRO:PER	tu
te	PRO:PER	te
pour	PRP	pour
violettes	NOM	violet|violette
j'	PRO:PER	je
?	SENT	?
pot-au-feu	NOM	pot-au-feu
des	PRP:det	du
je	PRO:PER	je
que	KON	que
petit	ADJ	petit
d'	PRP	de
.	SENT	.
tu	PRO:PER	tu
sera	VER:futu	être
ai	VER:pres	avoir
aurons	VER:futu	avoir
te	PRO:PER	te
,	PUN	,
dès	PRP	dès
velours	NOM	velours
peu	ADV	peu
Et	KON	et
ton	DET:POS	ton
ce	PRO:DEM	ce
<SEG>
.	SENT	.
Laisse	VER:pres	laisser
tu	PRO:PER	tu
gagner	VER:infi	gagner
-moi	PRO:PER	moi
faire	VER:infi	faire
...	PUN	...
que	KON	que
tête	NOM	tête
!	SENT	!
des	PRP:det	du
»	PUN:cit	»
?	SENT	?
,	PUN	,
je	PRO:PER	je
qui	PRO:REL	qui
es	VER:pres	être
nous	PRO:PER	nous
en	PRP	en
jeune	ADJ	jeune
roulent	VER:pres	rouler
ai	VER:pres	avoir
comment	ADV	comment
non	ADV	non
s'	PRO:PER	se
tout	ADV	tout
et	KON	et
.	SENT	.
,	PUN	,
malade	ADJ	malade
suis	VER:pres	suivre|être
l'	DET:ART	le
mais	KON	mais
trop	ADV	trop
Quand	KON	quand
oui	INT	oui
,	PUN	,
j'	PRO:PER	je
!	SENT	!
--	PUN	--
dans	PRP	dans
idées	NOM	idée
Oh	INT	oh
aurons	VER:futu	avoir
trop	ADV	trop
ma	DET:POS	mon
argent	NOM	argent
de	PRP	de
,	PUN	,
arrangera	VER:futu	arranger
<SEG>
En	ADJ	En
Madeleine	NAM	Madeleine
.	SENT	.
le	DET:ART	le
referma	VER:simp	refermer
son	DET:POS	son
pied	NOM	pied
heure	NOM	heure
air	NOM	air
la	DET:ART	le
Elle	PRO:PER	elle
cette	PRO:DEM	ce
ouvrait	VER:impf	ouvrer|ouvrir
frais	ADJ	frais
et	KON	et
réjouit	VER:pres	réjouir
à	PRP	à
sain	ADJ	sain
une	DET:ART	un
respirait	VER:impf	respirer
genoux	NOM	genou
mit	VER:simp	mettre
de	PRP	de
de	PRP	de
cœur	NOM	cœur
à	PRP	à
se	PRO:PER	se
et	KON	et
,	PUN	,
,	PUN	,
courte	ADJ	court
ainsi	ADV	ainsi
,	PUN	,
volets	NOM	volet
au	PRP:det	au
,	PUN	,
matinale	ADJ	matinal
lit	NOM	lit
,	PUN	,
parlant	VER:ppre	parler
très	ADV	très
,	PUN	,
fit	VER:simp	faire
la	DET:ART	le
campagne	NOM	campagne
fenêtre	NOM	fenêtre
qui	PRO:REL	qui
les	DET:ART	le
l'	DET:ART	le
prière	NOM	prière
<SEG>
de	PRP	de
,	PUN	,
femme	NOM	femme
,	PUN	,
dit-elle	NOM	dit-elle
est	VER:pres	être
,	PUN	,
donna	VER:simp	donner
où	PRO:REL	où
maman	NOM	maman
cuire	VER:infi	cuire
feu	NOM	feu
,	PUN	,
la	DET:ART	le
un	DET:ART	un
entière	ADJ	entier
se	PRO:PER	se
,	PUN	,
,	PUN	,
Voyons	NAM	Voyons
bon	ADJ	bon
-on	PRO:PER	on
cœur	NOM	cœur
tout	ADV	tout
peu	ADV	peu
et	KON	et
d'	PRP	de
on	PRO:PER	on
abord	NOM	abord
de	PRP	de
ouvrage	NOM	ouvrage
mais	KON	mais
quand	KON	quand
à	PRP	à
la	PRO:PER	la
petite	ADJ	petit
la	DET:ART	le
.	SENT	.
ménage	NOM	ménage
--	PUN	--
Fais	VER:pres	faire
commence-t	VER:simp	commence-t
pour	PRP	pour
répondit	VER:simp	répondre
par	PRP	par
?	SENT	?
«	PUN:cit	«
l'	DET:ART	le
fit	VER:simp	faire
de	PRP	de
<SEG>
économe	ADJ	économe
touchent	VER:pres	toucher
,	PUN	,
,	PUN	,
il	PRO:PER	il
:	PUN	:
autre	ADJ	autre
reste	VER:pres	rester
Je	PRO:PER	je
--	PUN	--
nous	PRO:PER	nous
nous	PRO:PER	nous
en	PRO:PER	en
pas	ADV	pas
terre	NOM	terre
Non	ADV	non
n'	ADV	ne
qui	PRO:REL	qui
.	SENT	.
chose	NOM	chose
pas	ADV	pas
non	ADV	non
bois	NOM	bois
trop	ADV	trop
,	PUN	,
pommes	NOM	pomme
!	SENT	!
vais	VER:pres	aller
se	PRO:PER	se
suis	VER:pres	suivre|être
on	PRO:PER	on
n'	ADV	ne
,	PUN	,
bien	ADV	bien
tisons	NOM	tison
très	ADV	très
deux	NUM	deux
des	PRP:det	du
toi	PRO:PER	toi
de	PRP	de
je	PRO:PER	je
faire	VER:infi	faire
peu	ADV	peu
de	PRP	de
;	PUN	;
avons	VER:pres	avoir
et	KON	et
met	VER:pres	mettre
mets	VER:pres	mettre
comme	KON	comme
<SEG>
très	ADV	très
avec	PRP	avec
au	PRP:det	au
étais	VER:impf	être
trouverais	VER:cond	trouver
cette	PRO:DEM	ce
réveiller	VER:infi	réveiller
Faut-il	NOM	Faut-il
malade	ADJ	malade
charmante	ADJ	charmant
pas	ADV	pas
par	PRP	par
.	SENT	.
bois	NOM	bois
de	PRP	de
Madeleine	NAM	Madeleine
puis	ADV	puis
ajouta	VER:simp	ajouter
?	SENT	?
brûlent	VER:pres	brûler
une	DET:ART	un
chaudron	NOM	chaudron
comique	ADJ	comique
je	PRO:PER	je
est	VER:pres	être
.	SENT	.
,	PUN	,
n'	ADV	ne
un	DET:ART	un
milieu	NOM	milieu
bout	NOM	bout
amusant	ADJ	amusant
par-dessus	ADV	par-dessus
si	KON	si
le	DET:ART	le
enfants	NOM	enfant
le	DET:ART	le
tu	PRO:PER	tu
les	DET:ART	le
,	PUN	,
gravité	NOM	gravité
Vrai	ADJ	vrai
et	KON	et
,	PUN	,
matinée	NOM	matinée
c'	PRO:DEM	ce
peu	ADV	peu
,	PUN	,
,	PUN	,
petit	ADJ	petit
<SEG>
Non	ADV	non
sont	VER:pres	être
sommes	VER:pres	sommer|être
.	SENT	.
de	PRP	de
,	PUN	,
petits	ADJ	petit
leur	PRO:PER	lui
;	PUN	;
-les	PRO:PER	la|le
tranquilles	ADJ	tranquille
lits	NOM	lit
car	KON	car
.	SENT	.
as	VER:pres	avoir
dommage	NOM	dommage
dormir	VER:infi	dormir
doutent	VER:pres	douter
ils	PRO:PER	il
,	PUN	,
manque	VER:pres	manquer
--	PUN	--
tu	PRO:PER	tu
pas	ADV	pas
de	PRP	de
grand	ADJ	grand
laisse	VER:pres	laisser
tout	PRO:IND	tout
se	PRO:PER	se
,	PUN	,
ce	PRO:DEM	ce
c'	PRO:DEM	ce
et	KON	et
leurs	DET:POS	leur
dans	PRP	dans
de	PRP	de
nous	PRO:PER	nous
Chère	ADJ	cher
,	PUN	,
est	VER:pres	être
--	PUN	--
peine	NOM	peine
maman	NOM	maman
,	PUN	,
la	DET:ART	le
cause	NOM	cause
ne	ADV	ne
qui	PRO:REL	qui
nous	PRO:PER	nous
à	PRP	à
<SEG>
fille	NOM	fille
un	DET:ART	un
sucre	NOM	sucre
c'	PRO:DEM	ce
et	KON	et
tout	ADV	tout
qui	PRO:REL	qui
pauvre	ADJ	pauvre
Mon	NAM	Mon
ce	PRO:DEM	ce
la	DET:ART	le
demande	VER:pres	demander
je	PRO:PER	je
André	NAM	André
morceau	NOM	morceau
avec	PRP	avec
très	ADV	très
:	PUN	:
abord	NOM	abord
que	PRO:REL	que
.	SENT	.
Moi	PRO:PER	moi
d'	PRP	de
petit	ADJ	petit
à	PRP	à
est	VER:pres	être
demeure	VER:pres	demeurer
journée	NOM	journée
heureux	ADJ	heureux
,	PUN	,
--	PUN	--
rit	VER:pres	rire
Jacques	NAM	Jacques
,	PUN	,
André	NAM	André
je	PRO:PER	je
,	PUN	,
suis	VER:pres	suivre|être
désirait	VER:impf	désirer
poupon	NOM	poupon
je	PRO:PER	je
de	PRP	de
quant	PRP	quant
...	PUN	...
,	PUN	,
tant	ADV	tant
toi	PRO:PER	toi
cher	ADV	cher
toute	PRO:IND	tout
ta	DET:POS	ton
<SEG>
,	PUN	,
il	PRO:PER	il
vu	VER:pper	voir
dire	VER:infi	dire
il	PRO:PER	il
!	SENT	!
.	SENT	.
lui	PRO:PER	lui
ses	DET:POS	son
-tu	PRO:PER	tu
soir	NOM	soir
as	VER:pres	avoir
pas	ADV	pas
vois	VER:pres	voir
fallu	VER:pper	falloir
,	PUN	,
bien	ADV	bien
que	KON	que
Bonne	ADJ	bon
m'	PRO:PER	me
!	SENT	!
larmes	NOM	larme
,	PUN	,
tu	PRO:PER	tu
n'	ADV	ne
refuser	VER:infi	refuser
âge	NOM	âge
paraît	VER:pres	paraître
remarqué	VER:pper	remarquer
n'	ADV	ne
a	VER:pres	avoir
pleurait	VER:impf	pleurer
le	DET:ART	le
son	DET:POS	son
,	PUN	,
en	PRO:PER	en
a	VER:pres	avoir
hier	ADV	hier
mère	NOM	mère
as	VER:pres	avoir
à	PRP	à
sévère	ADJ	sévère
--	PUN	--
il	PRO:PER	il
au	PRP:det	au
tu	PRO:PER	tu
,	PUN	,
cela	PRO:DEM	cela
qu'	KON	que
qu'	KON	que
<SEG>
moyen	ADJ	moyen
trouves	VER:pres	trouver
me	PRO:PER	me
es	VER:pres	être
mère	NOM	mère
aux	PRP:det	au
cocotte	NOM	cocotte
sais	VER:pres	savoir
quand	KON	quand
--	PUN	--
Va	VER:pres	aller
suis	VER:pres	suivre|être
puisque	KON	puisque
une	DET:ART	un
lui	PRO:PER	lui
je	PRO:PER	je
consoler	VER:infi	consoler
ai	VER:pres	avoir
fait	VER:pper	faire
monde	NOM	monde
tu	PRO:PER	tu
ri	VER:pper	rire
que	KON	que
bonne	ADJ	bon
D'	PRP	de
de	PRP	de
éclats	NOM	éclat
en	PRP	en
ton	DET:POS	ton
,	PUN	,
aurais	VER:cond	avoir
.	SENT	.
.	SENT	.
je	PRO:PER	je
,	PUN	,
plaindre	VER:infi	plaindre
j'	PRO:PER	je
!	SENT	!
tort	NOM	tort
Je	PRO:PER	je
une	DET:ART	un
.	SENT	.
et	KON	et
toujours	ADV	toujours
tu	PRO:PER	tu
ta	DET:POS	ton
de	PRP	de
fille	NOM	fille
grand	ADJ	grand
papier	NOM	papier
<SEG>
Je	PRO:PER	je
ailleurs	ADV	ailleurs
avec	PRP	avec
;	PUN	;
a	VER:pres	avoir
pas	ADV	pas
«	PUN:cit	«
père	NOM	père
je	PRO:PER	je
pas	ADV	pas
monde	NOM	monde
dit	VER:pper	dire
,	PUN	,
,	PUN	,
laisse	VER:pres	laisser
seule	ADJ	seul
il	PRO:PER	il
cela	PRO:DEM	cela
tout	ADV	tout
,	PUN	,
faut	VER:pres	falloir
pour	PRP	pour
Allons	NAM	Allons
en	PRO:PER	en
m'	PRO:PER	me
les	DET:ART	le
que	KON	que
ne	ADV	ne
ton	DET:POS	ton
partant	VER:ppre	partir
»	PUN:cit	»
.	SENT	.
ne	ADV	ne
trop	ADV	trop
meilleur	ADJ	meilleur
,	PUN	,
enfants	NOM	enfant
:	PUN	:
un	DET:ART	un
Madeleine	NAM	Madeleine
je	PRO:PER	je
bien	ADV	bien
suis	VER:pres	suivre|être
as	VER:pres	avoir
te	PRO:PER	te
tu	PRO:PER	tu
de	PRP	de
,	PUN	,
malade	ADJ	malade
parle	VER:pres	parler
<SEG>
je	PRO:PER	je
plein	ADJ	plein
bonne	ADJ	bon
.	SENT	.
ménage	NOM	ménage
ferme	ADV	ferme
ne	ADV	ne
yeux	NOM	œil
de	PRP	de
les	DET:ART	le
--	PUN	--
sa	DET:POS	son
plus	ADV	plus
doucement	ADV	doucement
,	PUN	,
fais	VER:pres	faire
jeta	VER:simp	jeter
peu	ADV	peu
fille	NOM	fille
côté	NOM	côté
à	PRP	à
chère	ADJ	cher
»	PUN:cit	»
tendresse	NOM	tendresse
Brigitte	NAM	Brigitte
!	SENT	!
mur	NOM	mur
vais	VER:pres	aller
,	PUN	,
regard	NOM	regard
sommeiller	VER:infi	sommeiller
ton	DET:POS	ton
du	PRP:det	du
tâcher	VER:infi	tâcher
À	PRP	à
,	PUN	,
la	DET:ART	le
.	SENT	.
sur	PRP	sur
de	PRP	de
pense	VER:pres	penser
du	PRP:det	du
Tourne	VER:pres	tourner
nous	PRO:PER	nous
-toi	PRO:PER	toi
heure	NOM	heure
un	DET:ART	un
un	DET:ART	un
et	KON	et
bien	ADV	bien
<SEG>
et	KON	et
dans	PRP	dans
un	DET:ART	un
une	DET:ART	un
chaumière	NOM	chaumière
dit	VER:pper	dire
monstre	NOM	monstre
de	PRP	de
ferma	VER:simp	fermer
même	ADV	même
demi-assoupissement	NOM	demi-assoupissement
approcher	VER:infi	approcher
de	PRP	de
comme	ADV	comme
,	PUN	,
enfant	NOM	enfant
sollicitude	NOM	sollicitude
pauvre	ADJ	pauvre
sa	DET:POS	son
les	DET:ART	le
ne	ADV	ne
aux	PRP:det	au
;	PUN	;
de	PRP	de
vainement	ADV	vainement
plus	ADV	plus
!	SENT	!
avait	VER:impf	avoir
La	DET:ART	le
oublie	VER:pres	oublier
hideux	ADJ	hideux
,	PUN	,
,	PUN	,
un	DET:ART	un
n'	ADV	ne
objets	NOM	objet
penser	VER:infi	penser
sa	DET:POS	son
voyait	VER:impf	voir
femme	NOM	femme
pas	ADV	pas
essaya	VER:simp	essayer|essayer
elle	PRO:PER	elle
l'	DET:ART	le
mais	KON	mais
;	PUN	;
mère	NOM	mère
s'	PRO:PER	se
yeux	NOM	œil
endormie	VER:pper	endormir
<SEG>
la	DET:ART	le
les	PRO:PER	la|le
et	KON	et
c'	PRO:DEM	ce
grandes	ADJ	grand
:	PUN	:
de	PRP	de
sa	DET:POS	son
précipiter	VER:infi	précipiter
entrer	VER:infi	entrer
vouloir	VER:infi	vouloir
à	PRP	à
faim	NOM	faim
?	SENT	?
force	NOM	force
il	PRO:PER	il
de	PRP	de
inquiétudes	NOM	inquiétude
menaçant	ADJ	menaçant
de	PRP	de
monstre	NOM	monstre
a	VER:pres	avoir
qu'	KON	que
semblait	VER:impf	sembler
œil	NOM	œil
présence	NOM	présence
,	PUN	,
de	PRP	de
;	PUN	;
enfants	NOM	enfant
La	DET:ART	le
néanmoins	ADV	néanmoins
les	DET:ART	le
y	PRO:PER	y
et	KON	et
se	PRO:PER	se
sur	PRP	sur
ce	PRO:DEM	ce
qui	PRO:REL	qui
était	VER:impf	être
elle	PRO:PER	elle
les	DET:ART	le
savait	VER:impf	savoir
mère	NOM	mère
adoucissait	VER:impf	adoucir
défendre	VER:infi	défendre
cave	ADJ	cave
Madeleine	NAM	Madeleine
l'	DET:ART	le
comment	ADV	comment
<SEG>
la	DET:ART	le
une	DET:ART	un
dans	PRP	dans
et	KON	et
d'	PRP	de
avait	VER:impf	avoir
réfléchissait	VER:impf	réfléchir
calme	NOM	calme
activité	NOM	activité
reçu	VER:pper	recevoir
fait	VER:pper	faire
une	DET:ART	un
ans	NOM	an
fille	NOM	fille
joignent	VER:pres	joindre
treize	NUM	treize
savait	VER:impf	savoir
de	PRP	de
Madeleine	NAM	Madeleine
profonde	ADJ	profond
dons	NOM	don
cœur	NOM	cœur
de	PRP	de
à	PRP	à
l'	DET:ART	le
le	DET:ART	le
ces	PRO:DEM	ce
le	DET:ART	le
de	PRP	de
elle	PRO:PER	elle
,	PUN	,
,	PUN	,
quand	KON	quand
les	PRO:PER	la|le
elle	PRO:PER	elle
de	PRP	de
et	KON	et
Dieu	NOM	Dieu
tête	NOM	tête
,	PUN	,
l'	DET:ART	le
sensibilité	NOM	sensibilité
action	NOM	action
;	PUN	;
.	SENT	.
fructifier	VER:infi	fructifier
,	PUN	,
ressources	NOM	ressource
se	PRO:PER	se
avait	VER:impf	avoir
<SEG>
apprentissage	NOM	apprentissage
fait	VER:pres	faire
la	DET:ART	le
le	DET:ART	le
pour	PRP	pour
examiner	VER:infi	examiner
précisément	ADV	précisément
les	DET:ART	le
meilleur	ADJ	meilleur
peser	VER:infi	peser
est	VER:pres	être
choses	NOM	chose
ce	PRO:DEM	ce
Madeleine	NAM	Madeleine
,	PUN	,
et	KON	et
plus	ADV	plus
vie	NOM	vie
d'	PRP	de
humeur	NOM	humeur
de	PRP	de
bonne	ADJ	bon
et	KON	et
choses	NOM	chose
en	PRP	en
décider	VER:infi	décider
,	PUN	,
matin	NOM	matin
les	DET:ART	le
-là	ADV	là
avait	VER:impf	avoir
que	PRO:REL	que
de	PRP	de
La	DET:ART	le
se	PRO:PER	se
petites	ADJ	petit
,	PUN	,
petites	ADJ	petit
parti	NOM	parti
dans	PRP	dans
si	ADV	si
c'	PRO:DEM	ce
double	ADJ	double
mérite	NOM	mérite
être	VER:infi	être
se	PRO:PER	se
belle	ADJ	beau
.	SENT	.
dans	PRP	dans
l'	DET:ART	le
<SEG>
qui	PRO:REL	qui
les	DET:ART	le
,	PUN	,
de	PRP	de
volontiers	ADV	volontiers
si	KON	si
était	VER:impf	être
Sainte-Foy	NAM	Sainte-Foy
c'	PRO:DEM	ce
ébahi	VER:pper	ébahir
regardant	VER:ppre	regarder
pareil	ADJ	pareil
,	PUN	,
les	DET:ART	le
à	PRP	à
plus	ADV	plus
se	PRO:PER	se
ans	NOM	an
place	NOM	place
journée	NOM	journée
sa	DET:POS	son
la	DET:ART	le
commencer	VER:infi	commencer
beau	ADJ	beau
air	NOM	air
petites	ADJ	petit
battre	VER:infi	battre
jour	NOM	jour
leur	PRO:PER	lui
faisaient	VER:impf	faire
joyeux	ADJ	joyeux
et	KON	et
d'	PRP	de
Toutes	PRO:IND	tout
car	KON	car
tous	PRO:IND	tout
.	SENT	.
ménagère	NOM	ménager|ménagère
la	DET:ART	le
costume	NOM	costume
fête	NOM	fête
de	PRP	de
revêtaient	VER:impf	revêtir
les	DET:ART	le
sur	PRP	sur
apprêts	NOM	apprêt
filles	NOM	fille
groupaient	VER:impf	grouper
,	PUN	,
un	DET:ART	un
<SEG>
plusieurs	PRO:IND	plusieurs
,	PUN	,
boutiques	NOM	boutique
les	DET:ART	le
un	DET:ART	un
.	SENT	.
De	PRP	de
.	SENT	.
avait	VER:impf	avoir
,	PUN	,
veau	NOM	veau
un	DET:ART	un
la	DET:ART	le
plus	ADV	plus
,	PUN	,
et	KON	et
tir	NOM	tir
têtes	NOM	tête
,	PUN	,
y	PRO:PER	y
aussi	ADV	aussi
deux	NUM	deux
cœurs	NOM	cœur
autres	ADJ	autre
on	PRO:PER	on
de	PRP	de
goût	NOM	goût
jolies	ADJ	joli
même	ADJ	même
Il	PRO:PER	il
à	PRP	à
bois	NOM	bois
un	DET:ART	un
