I	NUM	I
des	PRP:det	du
parfums	NOM	parfum
,	PUN	,
dans	PRP	dans
,	PUN	,
un	DET:ART	un
l'	DET:ART	le
air	NOM	air
petit	ADJ	petit
<SEG>
reposer	VER:infi	reposer
yeux	NOM	œil
les	DET:ART	le
tapis	NOM	tapis
n'	ADV	ne
.	SENT	.
verdure	NOM	verdure
Ce	PRO:DEM	ce
de	PRP	de
pour	PRP	pour
<SEG>
pas	ADV	pas
pauvreté	NOM	pauvreté
se	PRO:PER	se
qui	PRO:REL	qui
non	ADV	non
était	VER:impf	être
plus	ADV	plus
plaît	VER:pres	plaire
hardie	ADJ	hardi
cette	PRO:DEM	ce
<SEG>
haillons	NOM	haillon
son	DET:POS	son
pour	PRP	pour
à	PRP	à
sombre	ADJ	sombre
visage	NOM	visage
montrer	VER:infi	montrer
ses	DET:POS	son
attirer	VER:infi	attirer
et	KON	et
<SEG>
aurait	VER:cond	avoir
son	DET:POS	son
abrégé	VER:pper	abréger
la	DET:ART	le
de	PRP	de
Brigitte	NAM	Brigitte
le	DET:ART	le
.	SENT	.
temps	NOM	temps
pitié	NOM	pitié
<SEG>
ses	DET:POS	son
laisser	VER:infi	laisser
sommeil	NOM	sommeil
courir	VER:infi	courir
que	KON	que
plutôt	ADV	plutôt
dans	PRP	dans
enfants	NOM	enfant
le	DET:ART	le
de	PRP	de
<SEG>
du	PRP:det	du
habits	NOM	habit
Au	PRP:det	au
noir	ADJ	noir
village	NOM	village
des	PRP:det	du
pantalon	NOM	pantalon
.	SENT	.
avec	PRP	avec
déchirés	VER:pper	déchirer
<SEG>
une	DET:ART	un
pièce	NOM	pièce
petit	ADJ	petit
avait	VER:impf	avoir
y	PRO:PER	y
Jacques	NAM	Jacques
marron	ADJ	marron
il	PRO:PER	il
bon	ADJ	bon
,	PUN	,
<SEG>
qui	PRO:REL	qui
,	PUN	,
mise	VER:pper	mettre
en	PRP	en
faveur	NOM	faveur
témoignait	VER:impf	témoigner
et	KON	et
la	DET:ART	le
de	PRP	de
parfaitement	ADV	parfaitement
<SEG>
trop	ADV	trop
on	PRO:PER	on
Que	KON	que
.	SENT	.
quand	KON	quand
malheureux	ADJ	malheureux
ménagère	NOM	ménager|ménagère
cependant	ADV	cependant
est	VER:pres	être
faire	VER:infi	faire
<SEG>
les	DET:ART	le
quand	KON	quand
forces	NOM	force|forces
quand	KON	quand
,	PUN	,
,	PUN	,
on	PRO:PER	on
manquent	VER:pres	manquer
qu'	KON	que
sent	VER:pres	sentir
<SEG>
on	PRO:PER	on
peut	VER:pres	pouvoir
qui	PRO:REL	qui
plus	ADV	plus
aux	PRP:det	au
suffire	VER:infi	suffire
se	PRO:PER	se
renouvellent	VER:pres	renouveler
besoins	NOM	besoin
ne	ADV	ne
<SEG>
toute	PRO:IND	tout
confiance	NOM	confiance
perdre	VER:infi	perdre
Faut-il	NOM	Faut-il
?	SENT	?
?	SENT	?
Non	ADV	non
tous	PRO:IND	tout
les	DET:ART	le
jours	NOM	jour
<SEG>
Providence	NAM	Providence
;	PUN	;
,	PUN	,
,	PUN	,
toujours	ADV	toujours
assurément	ADV	assurément
puisque	KON	puisque
la	DET:ART	le
là	ADV	là
est	VER:pres	être
<SEG>
Un	DET:ART	un
savait	VER:impf	savoir
.	SENT	.
y	PRO:PER	y
il	PRO:PER	il
bien	ADV	bien
,	PUN	,
Brigitte	NAM	Brigitte
le	PRO:PER	le
matin	NOM	matin
<SEG>
suivant	VER:ppre	suivre
dialogue	NOM	dialogue
et	KON	et
la	DET:ART	le
le	DET:ART	le
eut	VER:simp	avoir
entre	PRP	entre
mère	NOM	mère
fille	NOM	fille
la	DET:ART	le
<SEG>
il	PRO:PER	il
Madeleine	NAM	Madeleine
,	PUN	,
est	VER:pres	être
«	PUN:cit	«
tard	ADV	tard
:	PUN	:
-toi	PRO:PER	toi
,	PUN	,
lève	VER:pres	lever
<SEG>
volets	NOM	volet
les	DET:ART	le
fait	NOM	fait
suis	VER:pres	suivre|être
;	PUN	;
ouvre	VER:pres	ouvrer|ouvrir
je	PRO:PER	je
à	PRP	à
,	PUN	,
tout	ADV	tout
<SEG>
n'	ADV	ne
il	PRO:PER	il
faut	VER:pres	falloir
plus	ADV	plus
en	PRP	en
malade	ADJ	malade
,	PUN	,
puis	ADV	puis
je	PRO:PER	je
,	PUN	,
<SEG>
fasses	VER:subp	faire
petite	ADJ	petit
la	DET:ART	le
ménage	NOM	ménage
de	PRP	de
que	KON	que
--	PUN	--
femme	NOM	femme
.	SENT	.
tu	PRO:PER	tu
<SEG>
pas	ADV	pas
,	PUN	,
n'	ADV	ne
maman	NOM	maman
,	PUN	,
peur	NOM	peur
,	PUN	,
aie	VER:subp	avoir
Me	PRO:PER	me
voici	ADV	voici
<SEG>
ai	VER:pres	avoir
présent	ADJ	présent
à	PRP	à
grande	ADJ	grand
,	PUN	,
eu	VER:pper	avoir
je	PRO:PER	je
suis	VER:pres	suivre|être
treize	NUM	treize
j'	PRO:PER	je
<SEG>
qu'	PRO:REL	que
?	SENT	?
!	SENT	!
hier	ADV	hier
ans	NOM	an
Mais	KON	mais
Comme	KON	comme
as	VER:pres	avoir
donc	ADV	donc
-tu	PRO:PER	tu
<SEG>
ai	VER:pres	avoir
rouge	ADJ	rouge
plus	ADV	plus
de	PRP	de
--	PUN	--
J'	PRO:PER	je
!	SENT	!
fièvre	NOM	fièvre
tu	PRO:PER	tu
es	VER:pres	être
<SEG>
!	SENT	!
--	PUN	--
l'	DET:ART	le
qu'	KON	que
petite	ADJ	petit
.	SENT	.
Oh	INT	oh
ordinaire	NOM	ordinaire
chère	VER:pres	chérer
à	PRP	à
<SEG>
et	KON	et
me	PRO:PER	me
dépêcher	VER:infi	dépêcher
,	PUN	,
attends	VER:pres	attendre
,	PUN	,
,	PUN	,
je	PRO:PER	je
mère	NOM	mère
vais	VER:pres	aller
<SEG>
de	PRP	de
:	PUN	:
de	PRP	de
ferai	VER:futu	faire
je	PRO:PER	je
notre	DET:POS	notre
te	PRO:PER	te
bonne	ADJ	bon
jardin	NOM	jardin
tisane	NOM	tisane
<SEG>
sais	VER:pres	savoir
tu	PRO:PER	tu
violettes	NOM	violet|violette
fait	VER:pper	faire
sécher	VER:infi	sécher
ai	VER:pres	avoir
que	KON	que
des	PRP:det	du
j'	PRO:PER	je
pour	PRP	pour
<SEG>
aurons	VER:futu	avoir
guérir	VER:infi	guérir
?	SENT	?
que	KON	que
puis	ADV	puis
dès	PRP	dès
nous	PRO:PER	nous
te	PRO:PER	te
Et	KON	et
,	PUN	,
<SEG>
mettrai	VER:futu	mettre
petit	ADJ	petit
un	DET:ART	un
,	PUN	,
peu	ADV	peu
un	DET:ART	un
te	PRO:PER	te
argent	NOM	argent
je	PRO:PER	je
d'	PRP	de
<SEG>
tu	PRO:PER	tu
,	PUN	,
,	PUN	,
pot-au-feu	NOM	pot-au-feu
verras	VER:futu	voir
et	KON	et
toi	PRO:PER	toi
,	PUN	,
seule	ADJ	seul
pour	KON	pour
<SEG>
sur	PRP	sur
ton	DET:POS	ton
.	SENT	.
ce	PRO:DEM	ce
comme	ADV	comme
du	PRP:det	du
--	PUN	--
velours	NOM	velours
sera	VER:futu	être
estomac	NOM	estomac
<SEG>
l'	DET:ART	le
Quand	KON	quand
...	PUN	...
nous	PRO:PER	nous
,	PUN	,
argent	NOM	argent
de	PRP	de
mais	KON	mais
aurons	VER:futu	avoir
oui	INT	oui
<SEG>
malade	ADJ	malade
en	PRP	en
?	SENT	?
suis	VER:pres	suivre|être
gagner	VER:infi	gagner
comment	ADV	comment
,	PUN	,
et	KON	et
trop	ADV	trop
je	PRO:PER	je
<SEG>
tu	PRO:PER	tu
jeune	ADJ	jeune
trop	ADV	trop
es	VER:pres	être
non	ADV	non
.	SENT	.
Oh	INT	oh
--	PUN	--
!	SENT	!
que	KON	que
<SEG>
j'	PRO:PER	je
des	PRP:det	du
,	PUN	,
idées	NOM	idée
-moi	PRO:PER	moi
!	SENT	!
faire	VER:infi	faire
qui	PRO:REL	qui
Laisse	VER:pres	laisser
ai	VER:pres	avoir
<SEG>
,	PUN	,
s'	PRO:PER	se
tête	NOM	tête
dans	PRP	dans
ma	DET:POS	mon
»	PUN:cit	»
tout	ADV	tout
arrangera	VER:futu	arranger
.	SENT	.
roulent	VER:pres	rouler
<SEG>
volets	NOM	volet
,	PUN	,
Madeleine	NAM	Madeleine
En	ADJ	En
les	DET:ART	le
et	KON	et
respirait	VER:impf	respirer
ouvrait	VER:impf	ouvrer|ouvrir
parlant	VER:ppre	parler
ainsi	ADV	ainsi
<SEG>
de	PRP	de
campagne	NOM	campagne
qui	PRO:REL	qui
air	NOM	air
la	DET:ART	le
,	PUN	,
et	KON	et
l'	DET:ART	le
sain	ADJ	sain
frais	ADJ	frais
<SEG>
heure	NOM	heure
cœur	NOM	cœur
le	DET:ART	le
.	SENT	.
Elle	PRO:PER	elle
cette	PRO:DEM	ce
,	PUN	,
matinale	ADJ	matinal
à	PRP	à
réjouit	VER:pres	réjouir
<SEG>
pied	NOM	pied
,	PUN	,
mit	VER:simp	mettre
la	DET:ART	le
referma	VER:simp	refermer
se	PRO:PER	se
genoux	NOM	genou
au	PRP:det	au
fenêtre	NOM	fenêtre
à	PRP	à
<SEG>
fit	VER:simp	faire
courte	ADJ	court
,	PUN	,
de	PRP	de
une	DET:ART	un
son	DET:POS	son
,	PUN	,
lit	NOM	lit
prière	NOM	prière
très	ADV	très
<SEG>
la	PRO:PER	la
et	KON	et
mais	KON	mais
,	PUN	,
de	PRP	de
donna	VER:simp	donner
se	PRO:PER	se
cœur	NOM	cœur
bon	ADJ	bon
fit	VER:simp	faire
<SEG>
l'	DET:ART	le
,	PUN	,
ouvrage	NOM	ouvrage
entière	ADJ	entier
par	PRP	par
Voyons	NAM	Voyons
«	PUN:cit	«
.	SENT	.
à	PRP	à
tout	ADV	tout
<SEG>
dit-elle	NOM	dit-elle
est	VER:pres	être
on	PRO:PER	on
,	PUN	,
,	PUN	,
-on	PRO:PER	on
commence-t	VER:simp	commence-t
où	PRO:REL	où
la	DET:ART	le
quand	KON	quand
<SEG>
petite	ADJ	petit
abord	NOM	abord
un	DET:ART	un
Fais	VER:pres	faire
de	PRP	de
ménage	NOM	ménage
femme	NOM	femme
--	PUN	--
d'	PRP	de
?	SENT	?
<SEG>
,	PUN	,
cuire	VER:infi	cuire
,	PUN	,
maman	NOM	maman
répondit	VER:simp	répondre
pour	PRP	pour
peu	ADV	peu
feu	NOM	feu
la	DET:ART	le
de	PRP	de
<SEG>
avons	VER:pres	avoir
pas	ADV	pas
,	PUN	,
autre	ADJ	autre
pommes	NOM	pomme
n'	ADV	ne
de	PRP	de
terre	NOM	terre
nous	PRO:PER	nous
des	PRP:det	du
<SEG>
il	PRO:PER	il
reste	VER:pres	rester
bien	ADV	bien
nous	PRO:PER	nous
bois	NOM	bois
;	PUN	;
chose	NOM	chose
,	PUN	,
peu	ADV	peu
de	PRP	de
<SEG>
pas	ADV	pas
n'	ADV	ne
mets	VER:pres	mettre
Non	ADV	non
non	ADV	non
!	SENT	!
,	PUN	,
--	PUN	--
trop	ADV	trop
en	PRO:PER	en
<SEG>
,	PUN	,
.	SENT	.
suis	VER:pres	suivre|être
je	PRO:PER	je
vais	VER:pres	aller
économe	ADJ	économe
Je	PRO:PER	je
faire	VER:infi	faire
très	ADV	très
comme	KON	comme
<SEG>
se	PRO:PER	se
toi	PRO:PER	toi
touchent	VER:pres	toucher
qui	PRO:REL	qui
deux	NUM	deux
:	PUN	:
on	PRO:PER	on
et	KON	et
met	VER:pres	mettre
tisons	NOM	tison
<SEG>
par	PRP	par
petit	ADJ	petit
un	DET:ART	un
bout	NOM	bout
le	DET:ART	le
,	PUN	,
peu	ADV	peu
brûlent	VER:pres	brûler
de	PRP	de
bois	NOM	bois
<SEG>
.	SENT	.
par-dessus	ADV	par-dessus
Vrai	ADJ	vrai
le	DET:ART	le
milieu	NOM	milieu
,	PUN	,
au	PRP:det	au
chaudron	NOM	chaudron
puis	ADV	puis
et	KON	et
<SEG>
tu	PRO:PER	tu
,	PUN	,
trouverais	VER:cond	trouver
pas	ADV	pas
étais	VER:impf	être
si	KON	si
n'	ADV	ne
,	PUN	,
je	PRO:PER	je
malade	ADJ	malade
<SEG>
amusant	ADJ	amusant
charmante	ADJ	charmant
.	SENT	.
cette	PRO:DEM	ce
très	ADV	très
c'	PRO:DEM	ce
est	VER:pres	être
,	PUN	,
matinée	NOM	matinée
Faut-il	NOM	Faut-il
<SEG>
comique	ADJ	comique
réveiller	VER:infi	réveiller
les	DET:ART	le
avec	PRP	avec
enfants	NOM	enfant
ajouta	VER:simp	ajouter
Madeleine	NAM	Madeleine
gravité	NOM	gravité
?	SENT	?
une	DET:ART	un
<SEG>
,	PUN	,
.	SENT	.
dormir	VER:infi	dormir
,	PUN	,
-les	PRO:PER	la|le
laisse	VER:pres	laisser
--	PUN	--
sont	VER:pres	être
ils	PRO:PER	il
Non	ADV	non
<SEG>
,	PUN	,
tranquilles	ADJ	tranquille
leurs	DET:POS	leur
se	PRO:PER	se
et	KON	et
dans	PRP	dans
lits	NOM	lit
petits	ADJ	petit
ne	ADV	ne
doutent	VER:pres	douter
<SEG>
leur	PRO:PER	lui
de	PRP	de
ce	PRO:DEM	ce
Chère	ADJ	cher
--	PUN	--
tout	PRO:IND	tout
manque	VER:pres	manquer
pas	ADV	pas
.	SENT	.
qui	PRO:REL	qui
<SEG>
tu	PRO:PER	tu
,	PUN	,
à	PRP	à
peine	NOM	peine
maman	NOM	maman
de	PRP	de
cause	NOM	cause
as	VER:pres	avoir
la	DET:ART	le
de	PRP	de
<SEG>
c'	PRO:DEM	ce
est	VER:pres	être
dommage	NOM	dommage
,	PUN	,
nous	PRO:PER	nous
nous	PRO:PER	nous
;	PUN	;
sommes	VER:pres	sommer|être
grand	ADJ	grand
car	KON	car
<SEG>
,	PUN	,
ta	DET:POS	ton
très	ADV	très
Moi	PRO:PER	moi
je	PRO:PER	je
.	SENT	.
suis	VER:pres	suivre|être
d'	PRP	de
abord	NOM	abord
heureux	ADJ	heureux
<SEG>
fille	NOM	fille
est	VER:pres	être
c'	PRO:DEM	ce
avec	PRP	avec
toi	PRO:PER	toi
,	PUN	,
tout	ADV	tout
et	KON	et
demeure	VER:pres	demeurer
je	PRO:PER	je
<SEG>
que	PRO:REL	que
je	PRO:PER	je
journée	NOM	journée
toute	PRO:IND	tout
la	DET:ART	le
:	PUN	:
Jacques	NAM	Jacques
demande	VER:pres	demander
ce	PRO:DEM	ce
rit	VER:pres	rire
<SEG>
André	NAM	André
pauvre	ADJ	pauvre
...	PUN	...
--	PUN	--
à	PRP	à
,	PUN	,
,	PUN	,
Mon	NAM	Mon
André	NAM	André
quant	PRP	quant
<SEG>
poupon	NOM	poupon
de	PRP	de
petit	ADJ	petit
désirait	VER:impf	désirer
un	DET:ART	un
sucre	NOM	sucre
morceau	NOM	morceau
tant	ADV	tant
cher	ADV	cher
qui	PRO:REL	qui
<SEG>
dire	VER:infi	dire
a	VER:pres	avoir
au	PRP:det	au
fallu	VER:pper	falloir
qu'	KON	que
m'	PRO:PER	me
il	PRO:PER	il
hier	ADV	hier
!	SENT	!
soir	NOM	soir
<SEG>
,	PUN	,
âge	NOM	âge
son	DET:POS	son
le	DET:ART	le
-tu	PRO:PER	tu
refuser	VER:infi	refuser
à	PRP	à
!	SENT	!
lui	PRO:PER	lui
vois	VER:pres	voir
<SEG>
pleurait	VER:impf	pleurer
,	PUN	,
en	PRO:PER	en
sévère	ADJ	sévère
bien	ADV	bien
,	PUN	,
.	SENT	.
paraît	VER:pres	paraître
cela	PRO:DEM	cela
il	PRO:PER	il
<SEG>
que	KON	que
n'	ADV	ne
,	PUN	,
ses	DET:POS	son
--	PUN	--
mère	NOM	mère
vu	VER:pper	voir
tu	PRO:PER	tu
as	VER:pres	avoir
Bonne	ADJ	bon
<SEG>
pas	ADV	pas
n'	ADV	ne
remarqué	VER:pper	remarquer
il	PRO:PER	il
as	VER:pres	avoir
a	VER:pres	avoir
tu	PRO:PER	tu
,	PUN	,
qu'	KON	que
larmes	NOM	larme
<SEG>
cocotte	NOM	cocotte
ri	VER:pper	rire
aux	PRP:det	au
une	DET:ART	un
fait	VER:pper	faire
éclats	NOM	éclat
ai	VER:pres	avoir
je	PRO:PER	je
lui	PRO:PER	lui
quand	KON	quand
<SEG>
sais	VER:pres	savoir
que	KON	que
papier	NOM	papier
Je	PRO:PER	je
--	PUN	--
tu	PRO:PER	tu
en	PRP	en
trouves	VER:pres	trouver
.	SENT	.
toujours	ADV	toujours
<SEG>
.	SENT	.
!	SENT	!
moyen	ADJ	moyen
ton	DET:POS	ton
tu	PRO:PER	tu
de	PRP	de
consoler	VER:infi	consoler
monde	NOM	monde
es	VER:pres	être
Va	VER:pres	aller
<SEG>
tort	NOM	tort
,	PUN	,
j'	PRO:PER	je
grand	ADJ	grand
fille	NOM	fille
une	DET:ART	un
bonne	ADJ	bon
aurais	VER:cond	avoir
de	PRP	de
et	KON	et
<SEG>
plaindre	VER:infi	plaindre
je	PRO:PER	je
me	PRO:PER	me
puisque	KON	puisque
,	PUN	,
.	SENT	.
mère	NOM	mère
D'	PRP	de
ta	DET:POS	ton
suis	VER:pres	suivre|être
<SEG>
en	PRO:PER	en
ailleurs	ADV	ailleurs
meilleur	ADJ	meilleur
,	PUN	,
monde	NOM	monde
,	PUN	,
ton	DET:POS	ton
partant	VER:ppre	partir
pour	PRP	pour
un	DET:ART	un
<SEG>
dit	VER:pper	dire
:	PUN	:
a	VER:pres	avoir
père	NOM	père
Je	PRO:PER	je
te	PRO:PER	te
ne	ADV	ne
«	PUN:cit	«
bien	ADV	bien
m'	PRO:PER	me
<SEG>
avec	PRP	avec
,	PUN	,
les	DET:ART	le
pas	ADV	pas
seule	ADJ	seul
as	VER:pres	avoir
enfants	NOM	enfant
laisse	VER:pres	laisser
Madeleine	NAM	Madeleine
tu	PRO:PER	tu
<SEG>
.	SENT	.
je	PRO:PER	je
il	PRO:PER	il
»	PUN:cit	»
pas	ADV	pas
faut	VER:pres	falloir
ne	ADV	ne
Allons	NAM	Allons
que	KON	que
,	PUN	,
<SEG>
malade	ADJ	malade
de	PRP	de
suis	VER:pres	suivre|être
,	PUN	,
parle	VER:pres	parler
;	PUN	;
cela	PRO:DEM	cela
trop	ADV	trop
je	PRO:PER	je
tout	ADV	tout
<SEG>
ménage	NOM	ménage
bien	ADV	bien
vais	VER:pres	aller
fais	VER:pres	faire
ton	DET:POS	ton
tâcher	VER:infi	tâcher
de	PRP	de
,	PUN	,
doucement	ADV	doucement
je	PRO:PER	je
<SEG>
À	PRP	à
.	SENT	.
--	PUN	--
!	SENT	!
peu	ADV	peu
un	DET:ART	un
la	DET:ART	le
bonne	ADJ	bon
sommeiller	VER:infi	sommeiller
heure	NOM	heure
<SEG>
du	PRP:det	du
ferme	ADV	ferme
mur	NOM	mur
yeux	NOM	œil
-toi	PRO:PER	toi
,	PUN	,
côté	NOM	côté
Tourne	VER:pres	tourner
du	PRP:det	du
les	DET:ART	le
<SEG>
.	SENT	.
,	PUN	,
et	KON	et
pense	VER:pres	penser
à	PRP	à
ne	ADV	ne
»	PUN:cit	»
Brigitte	NAM	Brigitte
plus	ADV	plus
nous	PRO:PER	nous
<SEG>
sur	PRP	sur
de	PRP	de
plein	ADJ	plein
un	DET:ART	un
chère	ADJ	cher
fille	NOM	fille
sa	DET:POS	son
regard	NOM	regard
jeta	VER:simp	jeter
tendresse	NOM	tendresse
<SEG>
les	DET:ART	le
,	PUN	,
avait	VER:impf	avoir
l'	DET:ART	le
comme	ADV	comme
ferma	VER:simp	fermer
yeux	NOM	œil
et	KON	et
dit	VER:pper	dire
enfant	NOM	enfant
<SEG>
essaya	VER:simp	essayer|essayer
aux	PRP:det	au
de	PRP	de
vainement	ADV	vainement
ne	ADV	ne
penser	VER:infi	penser
plus	ADV	plus
objets	NOM	objet
mais	KON	mais
elle	PRO:PER	elle
<SEG>
,	PUN	,
une	DET:ART	un
;	PUN	;
sollicitude	NOM	sollicitude
mère	NOM	mère
de	PRP	de
même	ADV	même
sa	DET:POS	son
,	PUN	,
endormie	VER:pper	endormir
<SEG>
femme	NOM	femme
La	DET:ART	le
!	SENT	!
demi-assoupissement	NOM	demi-assoupissement
pauvre	ADJ	pauvre
oublie	VER:pres	oublier
dans	PRP	dans
n'	ADV	ne
un	DET:ART	un
pas	ADV	pas
<SEG>
;	PUN	;
s'	PRO:PER	se
chaumière	NOM	chaumière
hideux	ADJ	hideux
approcher	VER:infi	approcher
monstre	NOM	monstre
voyait	VER:impf	voir
un	DET:ART	un
sa	DET:POS	son
de	PRP	de
<SEG>
œil	NOM	œil
c'	PRO:DEM	ce
la	DET:ART	le
à	PRP	à
ce	PRO:DEM	ce
faim	NOM	faim
monstre	NOM	monstre
,	PUN	,
l'	DET:ART	le
était	VER:impf	être
<SEG>
cave	ADJ	cave
entrer	VER:infi	entrer
force	NOM	force
et	KON	et
menaçant	ADJ	menaçant
de	PRP	de
et	KON	et
qui	PRO:REL	qui
semblait	VER:impf	sembler
vouloir	VER:infi	vouloir
<SEG>
enfants	NOM	enfant
comment	ADV	comment
:	PUN	:
sur	PRP	sur
les	DET:ART	le
se	PRO:PER	se
défendre	VER:infi	défendre
?	SENT	?
les	PRO:PER	la|le
précipiter	VER:infi	précipiter
<SEG>
présence	NOM	présence
de	PRP	de
les	DET:ART	le
néanmoins	ADV	néanmoins
Madeleine	NAM	Madeleine
sa	DET:POS	son
inquiétudes	NOM	inquiétude
La	DET:ART	le
de	PRP	de
adoucissait	VER:impf	adoucir
<SEG>
mère	NOM	mère
grandes	ADJ	grand
;	PUN	;
qu'	KON	que
savait	VER:impf	savoir
y	PRO:PER	y
elle	PRO:PER	elle
il	PRO:PER	il
de	PRP	de
a	VER:pres	avoir
<SEG>
une	DET:ART	un
de	PRP	de
cœur	NOM	cœur
fille	NOM	fille
ans	NOM	an
d'	PRP	de
ressources	NOM	ressource
le	DET:ART	le
dans	PRP	dans
treize	NUM	treize
<SEG>
,	PUN	,
se	PRO:PER	se
sensibilité	NOM	sensibilité
,	PUN	,
à	PRP	à
profonde	ADJ	profond
quand	KON	quand
,	PUN	,
joignent	VER:pres	joindre
une	DET:ART	un
<SEG>
le	DET:ART	le
l'	DET:ART	le
et	KON	et
l'	DET:ART	le
activité	NOM	activité
la	DET:ART	le
action	NOM	action
de	PRP	de
calme	NOM	calme
de	PRP	de
<SEG>
.	SENT	.
reçu	VER:pper	recevoir
de	PRP	de
dons	NOM	don
avait	VER:impf	avoir
Dieu	NOM	Dieu
et	KON	et
Madeleine	NAM	Madeleine
ces	PRO:DEM	ce
tête	NOM	tête
<SEG>
,	PUN	,
savait	VER:impf	savoir
;	PUN	;
les	PRO:PER	la|le
elle	PRO:PER	elle
avait	VER:impf	avoir
fait	VER:pper	faire
réfléchissait	VER:impf	réfléchir
fructifier	VER:infi	fructifier
elle	PRO:PER	elle
<SEG>
pour	PRP	pour
se	PRO:PER	se
,	PUN	,
décider	VER:infi	décider
,	PUN	,
le	DET:ART	le
parti	NOM	parti
peser	VER:infi	peser
examiner	VER:infi	examiner
meilleur	ADJ	meilleur
<SEG>
et	KON	et
choses	NOM	chose
dans	PRP	dans
,	PUN	,
petites	ADJ	petit
précisément	ADV	précisément
est	VER:pres	être
plus	ADV	plus
c'	PRO:DEM	ce
les	DET:ART	le
<SEG>
petites	ADJ	petit
dans	PRP	dans
fait	VER:pres	faire
de	PRP	de
les	DET:ART	le
que	PRO:REL	que
apprentissage	NOM	apprentissage
l'	DET:ART	le
choses	NOM	chose
se	PRO:PER	se
<SEG>
matin	NOM	matin
ce	PRO:DEM	ce
la	DET:ART	le
.	SENT	.
-là	ADV	là
bonne	ADJ	bon
La	DET:ART	le
Madeleine	NAM	Madeleine
avait	VER:impf	avoir
vie	NOM	vie
<SEG>
et	KON	et
si	ADV	si
de	PRP	de
en	PRP	en
belle	ADJ	beau
double	ADJ	double
mérite	NOM	mérite
être	VER:infi	être
humeur	NOM	humeur
d'	PRP	de
<SEG>
si	KON	si
ménagère	NOM	ménager|ménagère
sa	DET:POS	son
de	PRP	de
car	KON	car
volontiers	ADV	volontiers
,	PUN	,
journée	NOM	journée
commencer	VER:infi	commencer
c'	PRO:DEM	ce
<SEG>
était	VER:impf	être
.	SENT	.
Sainte-Foy	NAM	Sainte-Foy
de	PRP	de
filles	NOM	fille
petites	ADJ	petit
fête	NOM	fête
Toutes	PRO:IND	tout
les	DET:ART	le
la	DET:ART	le
<SEG>
leur	PRO:PER	lui
groupaient	VER:impf	grouper
et	KON	et
se	PRO:PER	se
,	PUN	,
plus	ADV	plus
beau	ADJ	beau
costume	NOM	costume
sur	PRP	sur
