s’écria	VER:simp	s’écria
Puis	NOM	Puis
il	PRO:PER	il
continua	VER:simp	continuer
Combien	NAM	Combien
!	SENT	!
en	PRO:PER	en
»	PUN:cit	»
<SEG>
as	VER:pres	avoir
Son	ADJ	Son
,	PUN	,
toi	PRO:PER	toi
-tu	PRO:PER	tu
,	PUN	,
»	PUN:cit	»
docteur	NOM	docteur
?	SENT	?
pris	VER:pper	prendre
<SEG>
,	PUN	,
,	PUN	,
aîné	ADJ	aîné
fils	NOM	fil|fils
Pierre	NAM	Pierre
ans	NOM	an
de	PRP	de
trente	NUM	trente
un	DET:ART	un
homme	NOM	homme
<SEG>
coupés	VER:pper	couper
des	PRP:det	du
moustaches	NOM	moustache
favoris	ADJ	favori
,	PUN	,
comme	KON	comme
à	PRP	à
ceux	PRO:DEM	celui
magistrats	NOM	magistrat
noirs	NOM	noir
<SEG>
!	SENT	!
«	PUN:cit	«
Oh	NAM	Oh
:	PUN	:
menton	NOM	menton
rasés	VER:pper	raser
et	KON	et
,	PUN	,
pas	ADV	pas
répondit	VER:simp	répondre
<SEG>
père	NOM	père
quatre	NUM	quatre
ou	KON	ou
se	PRO:PER	se
trois	NUM	trois
»	PUN:cit	»
grand-chose	NOM	grand-chose
.	SENT	.
,	PUN	,
Le	DET:ART	le
<SEG>
tourna	VER:simp	tourner
cadet	NOM	cadet
«	PUN:cit	«
Jean	NAM	Jean
:	PUN	:
,	PUN	,
toi	PRO:PER	toi
le	DET:ART	le
Et	VER:pres	Et
vers	PRP	vers
<SEG>
,	PUN	,
un	DET:ART	un
grand	ADJ	grand
très	ADV	très
?	SENT	?
»	PUN:cit	»
blond	ADJ	blond
Jean	NAM	Jean
garçon	NOM	garçon
,	PUN	,
<SEG>
beaucoup	ADV	beaucoup
frère	NOM	frère
plus	ADV	plus
,	PUN	,
que	KON	que
jeune	ADJ	jeune
barbu	ADJ	barbu
,	PUN	,
sourit	VER:pres	sourire
son	DET:POS	son
<SEG>
Pierre	NAM	Pierre
et	KON	et
comme	ADV	comme
«	PUN:cit	«
murmura	VER:simp	murmurer
peu	ADV	peu
:	PUN	:
près	ADV	près
À	PRP	à
,	PUN	,
<SEG>
faisaient	VER:impf	faire
chaque	PRO:IND	chaque
fois	NOM	foi|fois
ou	KON	ou
.	SENT	.
»	PUN:cit	»
Ils	NOM	Ils
cinq	NUM	cinq
,	PUN	,
quatre	NUM	quatre
<SEG>
même	ADJ	même
Roland	NAM	Roland
mensonge	NOM	mensonge
le	DET:ART	le
,	PUN	,
.	SENT	.
père	NOM	père
qui	PRO:REL	qui
le	DET:ART	le
ravissait	VER:impf	ravir
<SEG>
d’un	ADJ	d’un
,	PUN	,
aviron	NOM	aviron
au	PRP:det	au
son	DET:POS	son
tolet	NOM	tolet
Il	PRO:PER	il
avait	VER:impf	avoir
fil	NOM	fil
enroulé	VER:pper	enrouler
<SEG>
,	PUN	,
:	PUN	:
ses	DET:POS	son
annonça	VER:simp	annoncer
«	PUN:cit	«
,	PUN	,
bras	NOM	bras
croisant	VER:ppre	croiser
il	PRO:PER	il
et	KON	et
<SEG>
l’après-midi	NOM	l’après-midi
de	PRP	de
n’essayerai	VER:futu	n’essayerai
jamais	ADV	jamais
Je	PRO:PER	je
fois	NOM	foi|fois
.	SENT	.
Une	DET:ART	un
pêcher	VER:infi	pêcher
plus	ADV	plus
<SEG>
mord	VER:pres	mordre
dix	NUM	dix
fini	ADJ	fini
Il	PRO:PER	il
ne	ADV	ne
,	PUN	,
.	SENT	.
c’est	NOM	c’est
heures	NOM	heure
passées	VER:pper	passer
<SEG>
,	PUN	,
gredin	NOM	gredin
le	DET:ART	le
il	PRO:PER	il
plus	ADV	plus
la	DET:ART	le
au	PRP:det	au
,	PUN	,
fait	VER:pres	faire
sieste	NOM	sieste
<SEG>
mer	NOM	mer
.	SENT	.
bonhomme	NOM	bonhomme
regardait	VER:impf	regarder
autour	ADV	autour
»	PUN:cit	»
la	DET:ART	le
soleil	NOM	soleil
Le	DET:ART	le
de	PRP	de
<SEG>
lui	PRO:PER	lui
avec	PRP	avec
air	NOM	air
.	SENT	.
satisfait	VER:pper	satisfaire
C’était	NAM	C’était
un	DET:ART	un
de	PRP	de
un	DET:ART	un
propriétaire	NOM	propriétaire
<SEG>
qu’un	ADJ	qu’un
navigation	NOM	navigation
ancien	ADJ	ancien
amour	NOM	amour
bijoutier	NOM	bijoutier
et	KON	et
de	PRP	de
parisien	ADJ	parisien
immodéré	ADJ	immodéré
la	DET:ART	le
<SEG>
dès	PRP	dès
eut	VER:simp	avoir
comptoir	NOM	comptoir
arraché	VER:pper	arracher
pêche	NOM	pêche
avait	VER:impf	avoir
de	PRP	de
la	DET:ART	le
au	PRP:det	au
qu’il	NOM	qu’il
<SEG>
d’aisance	NOM	d’aisance
assez	ADV	assez
ses	DET:POS	son
modestement	ADV	modestement
vivre	VER:infi	vivre
de	PRP	de
pour	PRP	pour
Il	PRO:PER	il
.	SENT	.
rentes	NOM	rente
<SEG>
donc	ADV	donc
barque	NOM	barque
une	DET:ART	un
Havre	NAM	Havre
et	KON	et
,	PUN	,
retira	VER:simp	retirer
se	PRO:PER	se
acheta	VER:simp	acheter
au	PRP:det	au
<SEG>
et	KON	et
fils	NOM	fil|fils
matelot	NOM	matelot
deux	NUM	deux
,	PUN	,
amateur	NOM	amateur
.	SENT	.
Pierre	NAM	Pierre
Ses	DET:POS	son
devint	VER:simp	devenir
<SEG>
et	KON	et
Paris	NAM	Paris
à	PRP	à
pour	KON	pour
Jean	NAM	Jean
,	PUN	,
études	NOM	étude
restèrent	VER:simp	rester
leurs	DET:POS	leur
continuer	VER:infi	continuer
<SEG>
temps	NOM	temps
congé	NOM	congé
plaisirs	NOM	plaisir
en	PRP	en
de	PRP	de
partager	VER:infi	partager
vinrent	VER:simp	venir
les	DET:ART	le
temps	NOM	temps
en	PRP	en
<SEG>
.	SENT	.
,	PUN	,
sortie	NOM	sortie
de	PRP	de
leur	DET:POS	leur
père	NOM	père
la	DET:ART	le
collège	NOM	collège
À	PRP	à
du	PRP:det	du
<SEG>
Pierre	NAM	Pierre
de	PRP	de
âgé	ADJ	âgé
l’aîné	VER:pper	l’aîné
que	KON	que
plus	ADV	plus
,	PUN	,
cinq	NUM	cinq
ans	NOM	an
,	PUN	,
<SEG>
des	PRP:det	du
successivement	ADV	successivement
senti	VER:pper	sentir
de	PRP	de
s’étant	VER:ppre	s’étant
pour	KON	pour
Jean	NAM	Jean
la	DET:ART	le
vocation	NOM	vocation
,	PUN	,
<SEG>
,	PUN	,
variées	ADJ	varié
avait	VER:impf	avoir
essayé	VER:pper	essayer|essayer
en	PRO:PER	en
professions	NOM	profession
l’une	NOM	l’une
,	PUN	,
l’autre	NOM	l’autre
après	PRP	après
<SEG>
chacune	PRO:IND	chacun
et	KON	et
dégoûté	VER:pper	dégoûter
vite	ADV	vite
,	PUN	,
,	PUN	,
,	PUN	,
de	PRP	de
demi-douzaine	NOM	demi-douzaine
une	DET:ART	un
<SEG>
En	PRP	en
dans	PRP	dans
de	PRP	de
aussitôt	ADV	aussitôt
,	PUN	,
espérances	NOM	espérance
lançait	VER:impf	lancer
nouvelles	ADJ	nouveau
se	PRO:PER	se
.	SENT	.
<SEG>
lieu	NOM	lieu
s’était	VER:impf	s’était
dernier	ADJ	dernier
,	PUN	,
médecine	NOM	médecine
l’avait	VER:impf	l’avait
la	DET:ART	le
et	KON	et
tenté	VER:pper	tenter
il	PRO:PER	il
<SEG>
reçu	VER:pper	recevoir
travail	NOM	travail
qu’il	NOM	qu’il
tant	ADV	tant
d’ardeur	ADJ	d’ardeur
avec	PRP	avec
venait	VER:impf	venir
au	PRP:det	au
mis	VER:pper	mettre
d’être	VER:infi	d’être
<SEG>
et	KON	et
après	KON	après
temps	NOM	temps
es	VER:pres	être
docteur	NOM	docteur
d’assez	VER:pres	d’assez
courtes	ADJ	court
de	PRP	de
dispenses	NOM	dispense
études	NOM	étude
<SEG>
,	PUN	,
exalté	VER:pper	exalter
ministre	NOM	ministre
Il	PRO:PER	il
du	PRP:det	du
,	PUN	,
intelligent	ADJ	intelligent
.	SENT	.
obtenues	VER:pper	obtenir
était	VER:impf	être
<SEG>
et	KON	et
plein	ADJ	plein
et	KON	et
,	PUN	,
tenace	ADJ	tenace
changeant	VER:ppre	changer
d’utopies	NOM	d’utopies
,	PUN	,
philosophiques	ADJ	philosophique
d’idées	VER:pper	d’idées
<SEG>
était	VER:impf	être
.	SENT	.
son	DET:POS	son
noir	ADJ	noir
Jean	NAM	Jean
que	KON	que
aussi	ADV	aussi
frère	NOM	frère
,	PUN	,
blond	ADJ	blond
<SEG>
aussi	ADV	aussi
était	VER:impf	être
,	PUN	,
aussi	ADV	aussi
son	DET:POS	son
frère	NOM	frère
calme	ADJ	calme
emporté	VER:pper	emporter
que	KON	que
,	PUN	,
<SEG>
que	KON	que
,	PUN	,
son	DET:POS	son
fait	VER:pper	faire
était	VER:impf	être
doux	ADJ	doux
frère	NOM	frère
rancunier	ADJ	rancunier
tranquillement	ADV	tranquillement
avait	VER:impf	avoir
<SEG>
venait	VER:impf	venir
licencié	NOM	licencié
droit	NOM	droit
son	DET:POS	son
son	DET:POS	son
d’obtenir	VER:infi	d’obtenir
diplôme	NOM	diplôme
de	PRP	de
en	PRP	en
et	KON	et
<SEG>
obtenait	VER:impf	obtenir
même	ADJ	même
Pierre	NAM	Pierre
celui	PRO:DEM	celui
que	KON	que
temps	NOM	temps
Tous	PRO:IND	tout
de	PRP	de
.	SENT	.
docteur	NOM	docteur
<SEG>
un	DET:ART	un
prenaient	VER:impf	prendre
leur	DET:POS	leur
donc	ADV	donc
dans	PRP	dans
de	PRP	de
deux	NUM	deux
peu	ADV	peu
repos	NOM	repos
les	DET:ART	le
<SEG>
et	KON	et
projet	NOM	projet
famille	NOM	famille
deux	NUM	deux
formaient	VER:impf	former
tous	PRO:IND	tout
le	DET:ART	le
les	DET:ART	le
,	PUN	,
de	PRP	de
<SEG>
Havre	NAM	Havre
faire	VER:infi	faire
s’établir	VER:infi	s’établir
au	PRP:det	au
le	PRO:PER	le
des	PRP:det	du
dans	PRP	dans
parvenaient	VER:impf	parvenir
s’ils	NOM	s’ils
à	PRP	à
<SEG>
jalousie	NOM	jalousie
de	PRP	de
.	SENT	.
une	NUM	un
Mais	KON	mais
vague	ADJ	vague
,	PUN	,
une	DET:ART	un
satisfaisantes	ADJ	satisfaisant
conditions	NOM	condition
<SEG>
dormantes	ADJ	dormant
entre	PRP	entre
ou	KON	ou
frères	NOM	frère
jalousies	NOM	jalousie
grandissent	VER:pres	grandir
ces	PRO:DEM	ce
presque	ADV	presque
invisibles	ADJ	invisible
qui	PRO:REL	qui
<SEG>
l’occasion	NOM	l’occasion
la	DET:ART	le
jusqu’à	NOM	jusqu’à
et	KON	et
qui	PRO:REL	qui
à	PRP	à
sœurs	NOM	sœur
maturité	NOM	maturité
entre	PRP	entre
éclatent	VER:pres	éclater
<SEG>
,	PUN	,
bonheur	NOM	bonheur
tombant	VER:ppre	tomber
les	PRO:PER	la|le
d’un	ADJ	d’un
mariage	NOM	mariage
l’un	NOM	l’un
sur	PRP	sur
d’un	ADJ	d’un
ou	KON	ou
<SEG>
.	SENT	.
éveil	NOM	éveil
tenait	VER:impf	tenir
inoffensive	ADJ	inoffensif
fraternelle	ADJ	fraternel
dans	PRP	dans
une	DET:ART	un
inimitié	NOM	inimitié
et	KON	et
en	PRP	en
<SEG>
Certes	ADV	certes
s’épiaient	VER:cond	s’épiaient
,	PUN	,
.	SENT	.
ils	PRO:PER	il
s’aimaient	VER:cond	s’aimaient
mais	KON	mais
Pierre	NAM	Pierre
,	PUN	,
ils	PRO:PER	il
<SEG>
de	PRP	de
cinq	NUM	cinq
âgé	ADJ	âgé
de	PRP	de
ans	NOM	an
à	PRP	à
,	PUN	,
la	DET:ART	le
naissance	NOM	naissance
Jean	NAM	Jean
<SEG>
gâtée	ADJ	gâté
bête	NOM	bête
une	DET:ART	un
avait	VER:impf	avoir
petite	ADJ	petit
cette	PRO:DEM	ce
hostilité	NOM	hostilité
avec	PRP	avec
regardé	VER:pper	regarder
de	PRP	de
<SEG>
les	DET:ART	le
autre	ADJ	autre
tout	ADV	tout
apparue	VER:pper	apparaître
dans	PRP	dans
bras	NOM	bras
coup	NOM	coup
bête	ADJ	bête
à	PRP	à
petite	NOM	petit
<SEG>
mère	NOM	mère
de	PRP	de
et	KON	et
son	DET:POS	son
sa	DET:POS	son
,	PUN	,
et	KON	et
de	PRP	de
père	NOM	père
tant	ADV	tant
<SEG>
aimée	VER:pper	aimer
.	SENT	.
dès	PRP	dès
tant	ADV	tant
par	PRP	par
,	PUN	,
,	PUN	,
Jean	NAM	Jean
eux	PRO:PER	eux
caressée	VER:pper	caresser
<SEG>
avait	VER:impf	avoir
de	PRP	de
,	PUN	,
modèle	NOM	modèle
son	DET:POS	son
un	DET:ART	un
douceur	NOM	douceur
,	PUN	,
été	VER:pper	être
enfance	NOM	enfance
<SEG>
et	KON	et
s’était	VER:impf	s’était
;	PUN	;
Pierre	NAM	Pierre
de	PRP	de
de	PRP	de
et	KON	et
égal	ADJ	égal
caractère	NOM	caractère
bonté	NOM	bonté
<SEG>
sans	PRP	sans
,	PUN	,
à	PRP	à
,	PUN	,
vanter	VER:infi	vanter
entendre	VER:infi	entendre
énervé	VER:pper	énerver
peu	ADV	peu
à	PRP	à
peu	ADV	peu
<SEG>
dont	PRO:REL	dont
garçon	NOM	garçon
cesse	NOM	cesse
semblait	VER:impf	sembler
ce	PRO:DEM	ce
être	VER:infi	être
gros	ADJ	gros
la	DET:ART	le
lui	PRO:PER	lui
douceur	NOM	douceur
<SEG>
et	KON	et
la	DET:ART	le
niaiserie	NOM	niaiserie
mollesse	NOM	mollesse
la	DET:ART	le
,	PUN	,
de	PRP	de
bonté	NOM	bonté
de	PRP	de
la	DET:ART	le
<SEG>
Ses	DET:POS	son
bienveillance	NOM	bienveillance
.	SENT	.
de	PRP	de
la	DET:ART	le
gens	NOM	gens
placides	ADJ	placide
,	PUN	,
parents	NOM	parent|parents
l’aveuglement	NOM	l’aveuglement
<SEG>
leurs	DET:POS	leur
rêvaient	VER:impf	rêver
,	PUN	,
et	KON	et
situations	NOM	situation
fils	NOM	fil|fils
des	PRP:det	du
honorables	ADJ	honorable
qui	PRO:REL	qui
pour	PRP	pour
<SEG>
médiocres	ADJ	médiocre
indécisions	NOM	indécision
reprochaient	VER:impf	reprocher
,	PUN	,
,	PUN	,
lui	PRO:PER	lui
ses	DET:POS	son
enthousiasmes	NOM	enthousiasme
ses	DET:POS	son
,	PUN	,
<SEG>
des	PRP:det	du
tous	PRO:IND	tout
élans	NOM	élan
vers	PRP	vers
impuissants	ADJ	impuissant
ses	DET:POS	son
,	PUN	,
tentatives	NOM	tentative
avortées	VER:pper	avorter
ses	DET:POS	son
<SEG>
qu’il	NOM	qu’il
des	PRP:det	du
.	SENT	.
professions	NOM	profession
et	KON	et
vers	PRP	vers
décoratives	ADJ	décoratif
Depuis	PRP	depuis
idées	NOM	idée
généreuses	ADJ	généreux
<SEG>
«	PUN:cit	«
disait	VER:impf	dire
était	VER:impf	être
,	PUN	,
lui	PRO:PER	lui
on	PRO:PER	on
plus	ADV	plus
homme	NOM	homme
ne	ADV	ne
:	PUN	:
<SEG>
chaque	PRO:IND	chaque
fois	NOM	foi|fois
et	KON	et
qu’il	ADJ	qu’il
Jean	NAM	Jean
!	SENT	!
mais	KON	mais
Regarde	NAM	Regarde
imite-le	VER:pres	imite-le
»	PUN:cit	»
<SEG>
entendait	VER:impf	entendre
Jean	NAM	Jean
a	VER:pres	avoir
fait	VER:pper	faire
:	PUN	:
«	PUN:cit	«
ceci	PRO:DEM	ceci
,	PUN	,
Jean	NAM	Jean
répéter	VER:infi	répéter
<SEG>
fait	VER:pper	faire
»	PUN:cit	»
cela	PRO:DEM	cela
sens	NOM	sen|sens
comprenait	VER:impf	comprendre
,	PUN	,
le	DET:ART	le
a	VER:pres	avoir
il	PRO:PER	il
bien	ADV	bien
<SEG>
ces	PRO:DEM	ce
Leur	DET:POS	leur
paroles	NOM	parole
cachés	VER:pper	cacher
,	PUN	,
mère	NOM	mère
sous	PRP	sous
l’allusion	NOM	l’allusion
.	SENT	.
et	KON	et
<SEG>
,	PUN	,
peu	ADV	peu
bourgeoise	NOM	bourgeois
une	DET:ART	un
femme	NOM	femme
une	DET:ART	un
économe	ADJ	économe
sentimentale	ADJ	sentimental
un	DET:ART	un
d’ordre	NOM	d’ordre
<SEG>
,	PUN	,
douée	ADJ	doué
caissière	NOM	caissier
sans	PRP	sans
,	PUN	,
âme	NOM	âme
de	PRP	de
d’une	NOM	d’une
apaisait	VER:impf	apaiser
tendre	ADJ	tendre
<SEG>
jour	NOM	jour
rivalités	NOM	rivalité
deux	NUM	deux
nées	VER:pper	naître
les	DET:ART	le
entre	PRP	entre
chaque	PRO:IND	chaque
cesse	NOM	cesse
petites	ADJ	petit
ses	DET:POS	son
<SEG>
faits	NOM	fait
menus	ADJ	menu
les	DET:ART	le
,	PUN	,
grands	ADJ	grand
fils	NOM	fil|fils
de	PRP	de
la	DET:ART	le
tous	PRO:IND	tout
de	PRP	de
<SEG>
vie	NOM	vie
troublait	VER:impf	troubler
Un	DET:ART	un
léger	ADJ	léger
commune	ADJ	commun
,	PUN	,
,	PUN	,
.	SENT	.
événement	NOM	événement
d’ailleurs	NOM	d’ailleurs
<SEG>
quiétude	NOM	quiétude
et	KON	et
une	DET:ART	un
elle	PRO:PER	elle
craignait	VER:impf	craindre
en	PRP	en
moment	NOM	moment
,	PUN	,
ce	PRO:DEM	ce
sa	DET:POS	son
<SEG>
elle	PRO:PER	elle
connaissance	NOM	connaissance
fait	VER:pper	faire
,	PUN	,
pendant	PRP	pendant
complication	NOM	complication
car	KON	car
l’hiver	NOM	l’hiver
la	DET:ART	le
avait	VER:impf	avoir
<SEG>
ses	DET:POS	son
,	PUN	,
achevaient	VER:impf	achever
leurs	DET:POS	leur
l’un	ADJ	l’un
pendant	VER:ppre	pendre
et	KON	et
l’autre	VER:pres	l’autre
que	KON	que
enfants	NOM	enfant
<SEG>
voisine	ADJ	voisin
,	PUN	,
veuve	ADJ	veuf|veuve
Rosémilly	NAM	Rosémilly
,	PUN	,
Mme	NOM	madame
études	NOM	étude
d’une	NOM	d’une
,	PUN	,
spéciales	ADJ	spécial
<SEG>
mort	NOM	mort
d’un	NOM	d’un
cours	NOM	cour|cours
mer	NOM	mer
à	PRP	à
