PREMIÈRE	NUM	premier
la	PRO:PER	la
à	PRP	à
<SEG>
la	PRO:PER	la
tête	NOM	tête
.	SENT	.
mettre	VER:infi	mettre
sa	DET:POS	son
sur	PRP	sur
Il	PRO:PER	il
et	KON	et
se	PRO:PER	se
rassit	VER:pres	rassir
<SEG>
Levez	VER:pres	lever
genoux	NOM	genou
.	SENT	.
-vous	PRO:PER	vous
,	PUN	,
ses	DET:POS	son
--	PUN	--
la	PRO:PER	la
sur	PRP	sur
posa	VER:simp	poser
<SEG>
nom	NOM	nom
,	PUN	,
et	KON	et
reprit	VER:simp	reprendre
-moi	PRO:PER	moi
.	SENT	.
dites	VER:pres	dire
votre	DET:POS	votre
professeur	NOM	professeur
le	DET:ART	le
<SEG>
bredouillante	ADJ	bredouillant
nouveau	NOM	nouveau
voix	NOM	voix
nom	NOM	nom
Le	DET:ART	le
d’une	NOM	d’une
articula	VER:simp	articuler
un	DET:ART	un
,	PUN	,
,	PUN	,
<SEG>
Le	DET:ART	le
Répétez	VER:pres	répéter
.	SENT	.
inintelligible	ADJ	inintelligible
syllabes	NOM	syllabe
--	PUN	--
!	SENT	!
même	ADJ	même
bredouillement	NOM	bredouillement
de	PRP	de
<SEG>
de	PRP	de
la	DET:ART	le
couvert	VER:pper	couvrir
par	PRP	par
,	PUN	,
huées	NOM	huée
entendre	VER:infi	entendre
se	PRO:PER	se
les	DET:ART	le
fit	VER:simp	faire
<SEG>
classe	NOM	classe
maître	NOM	maître
Plus	ADV	plus
,	PUN	,
.	SENT	.
!	SENT	!
cria	VER:simp	crier
haut	ADJ	haut
--	PUN	--
le	DET:ART	le
<SEG>
une	DET:ART	un
nouveau	ADJ	nouveau
!	SENT	!
alors	ADV	alors
prenant	VER:ppre	prendre
,	PUN	,
Le	DET:ART	le
résolution	NOM	résolution
plus	ADV	plus
haut	ADJ	haut
<SEG>
,	PUN	,
et	KON	et
démesurée	ADJ	démesuré
lança	VER:simp	lancer
ouvrit	VER:simp	ouvrir
pleins	ADJ	plein
à	PRP	à
une	DET:ART	un
extrême	ADJ	extrême
bouche	NOM	bouche
<SEG>
quelqu’un	ADJ	quelqu’un
,	PUN	,
comme	ADV	comme
ce	PRO:DEM	ce
,	PUN	,
poumons	NOM	poumon
pour	PRP	pour
appeler	VER:infi	appeler
:	PUN	:
mot	NOM	mot
<SEG>
fut	VER:simp	être
un	DET:ART	un
bond	NOM	bond
s’élança	VER:simp	s’élança
qui	PRO:REL	qui
vacarme	NOM	vacarme
Charbovari	NOM	Charbovari
d’un	ADJ	d’un
.	SENT	.
Ce	PRO:DEM	ce
<SEG>
éclats	NOM	éclat
,	PUN	,
monta	VER:simp	monter
avec	PRP	avec
voix	NOM	voix
en	PRP	en
,	PUN	,
crescendo	ADV	crescendo
des	PRP:det	du
de	PRP	de
<SEG>
hurlait	VER:impf	hurler
on	PRO:PER	on
,	PUN	,
on	PRO:PER	on
,	PUN	,
(	PUN	(
on	PRO:PER	on
aboyait	VER:impf	aboyer
trépignait	VER:impf	trépigner
aigus	ADJ	aigu
<SEG>
répétait	VER:impf	répéter
Charbovari	NOM	Charbovari
,	PUN	,
!	SENT	!
)	PUN	)
!	SENT	!
,	PUN	,
:	PUN	:
Charbovari	NOM	Charbovari
on	PRO:PER	on
<SEG>
à	PRP	à
roula	VER:simp	rouler
isolées	ADJ	isolé
qui	PRO:REL	qui
puis	ADV	puis
se	PRO:PER	se
en	PRP	en
,	PUN	,
calmant	VER:ppre	calmer
notes	NOM	note
<SEG>
coup	NOM	coup
qui	PRO:REL	qui
parfois	ADV	parfois
grand’peine	NOM	grand’peine
et	KON	et
sur	PRP	sur
à	PRP	à
reprenait	VER:impf	reprendre
tout	ADV	tout
,	PUN	,
<SEG>
la	DET:ART	le
d’un	ADJ	d’un
saillissait	VER:impf	saillissait
et	KON	et
çà	ADV	çà
là	ADV	là
encore	ADV	encore
ligne	NOM	ligne
banc	NOM	banc
où	PRO:REL	où
<SEG>
pétard	NOM	pétard
éteint	VER:pper	éteindre
mal	ADV	mal
quelque	PRO:IND	quelque
un	DET:ART	un
,	PUN	,
comme	KON	comme
rire	NOM	rire
étouffé	VER:pper	étouffer
,	PUN	,
<SEG>
,	PUN	,
l’ordre	VER:infi	l’ordre
.	SENT	.
sous	PRP	sous
la	DET:ART	le
des	PRP:det	du
pensums	NOM	pensum
Cependant	ADV	cependant
,	PUN	,
pluie	NOM	pluie
<SEG>
à	PRP	à
et	KON	et
dans	PRP	dans
se	PRO:PER	se
,	PUN	,
rétablit	VER:pres	rétablir
peu	ADV	peu
peu	ADV	peu
la	DET:ART	le
classe	NOM	classe
<SEG>
de	PRP	de
le	DET:ART	le
,	PUN	,
le	DET:ART	le
saisir	VER:infi	saisir
Charles	NAM	Charles
nom	NOM	nom
professeur	NOM	professeur
parvenu	VER:pper	parvenir
à	PRP	à
<SEG>
Bovary	NAM	Bovary
et	KON	et
relire	VER:infi	relire
l’étant	VER:ppre	l’étant
dicter	VER:infi	dicter
,	PUN	,
,	PUN	,
épeler	VER:infi	épeler
se	PRO:PER	se
fait	VER:pper	faire
<SEG>
diable	NOM	diable
commanda	VER:simp	commander
pauvre	ADJ	pauvre
tout	ADV	tout
suite	NOM	suite
d’aller	VER:infi	d’aller
au	PRP:det	au
,	PUN	,
s’asseoir	VER:infi	s’asseoir
de	PRP	de
<SEG>
paresse	NOM	paresse
pied	NOM	pied
la	DET:ART	le
banc	NOM	banc
au	PRP:det	au
,	PUN	,
de	PRP	de
le	DET:ART	le
de	PRP	de
sur	PRP	sur
<SEG>
,	PUN	,
se	PRO:PER	se
mais	KON	mais
mouvement	NOM	mouvement
mit	VER:simp	mettre
en	PRP	en
,	PUN	,
chaire	NOM	chaire
.	SENT	.
Il	PRO:PER	il
<SEG>
.	SENT	.
avant	PRP	avant
partir	VER:infi	partir
Que	PRO:REL	que
cherchez	VER:pres	chercher
,	PUN	,
-vous	PRO:PER	vous
--	PUN	--
hésita	VER:simp	hésiter
de	PRP	de
<SEG>
Ma	DET:POS	mon
.	SENT	.
professeur	NOM	professeur
,	PUN	,
le	DET:ART	le
?	SENT	?
cas	NOM	cas
--	PUN	--
demanda	VER:simp	demander
...	PUN	...
<SEG>
fit	VER:simp	faire
le	DET:ART	le
,	PUN	,
promenant	VER:ppre	promener
des	PRP:det	du
autour	ADV	autour
nouveau	ADJ	nouveau
timidement	ADV	timidement
de	PRP	de
lui	PRO:PER	lui
<SEG>
--	PUN	--
.	SENT	.
inquiets	ADJ	inquiet
toute	PRO:IND	tout
la	DET:ART	le
cents	NOM	cent
vers	PRP	vers
Cinq	NUM	cinq
regards	NOM	regard
à	PRP	à
<SEG>
classe	NOM	classe
,	PUN	,
!	SENT	!
d’une	NOM	d’une
furieuse	ADJ	furieux
comme	KON	comme
arrêta	VER:simp	arrêter
voix	NOM	voix
exclamé	VER:pper	exclamer
,	PUN	,
<SEG>
.	SENT	.
le	DET:ART	le
bourrasque	NOM	bourrasque
ego	NOM	ego
--	PUN	--
nouvelle	ADJ	nouveau
Quos	NOM	Quos
,	PUN	,
une	DET:ART	un
Restez	VER:pres	rester
<SEG>
continuait	VER:impf	continuer
tranquilles	ADJ	tranquille
!	SENT	!
donc	ADV	donc
le	DET:ART	le
indigné	ADJ	indigné
et	KON	et
,	PUN	,
professeur	NOM	professeur
s’essuyant	VER:ppre	s’essuyant
<SEG>
avec	PRP	avec
mouchoir	NOM	mouchoir
front	NOM	front
son	DET:POS	son
dans	PRP	dans
prendre	VER:infi	prendre
le	DET:ART	le
de	PRP	de
qu’il	ADJ	qu’il
venait	VER:impf	venir
<SEG>
,	PUN	,
vous	PRO:PER	vous
toque	NOM	toque
Quant	PRP	quant
à	PRP	à
,	PUN	,
vous	PRO:PER	vous
:	PUN	:
le	PRO:PER	le
sa	DET:POS	son
<SEG>
ridiculus	NOM	ridiculus
copierez	VER:futu	copier
Puis	ADV	puis
fois	NOM	foi|fois
sum	NOM	sum
le	DET:ART	le
verbe	NOM	verbe
vingt	NUM	vingt
.	SENT	.
me	PRO:PER	me
<SEG>
Eh	INT	eh
douce	ADJ	doux
:	PUN	:
--	PUN	--
!	SENT	!
,	PUN	,
voix	NOM	voix
d’une	NOM	d’une
vous	PRO:PER	vous
plus	ADV	plus
<SEG>
vous	PRO:PER	vous
la	PRO:PER	la
ne	ADV	ne
casquette	NOM	casquette
votre	DET:POS	votre
retrouverez	VER:futu	retrouver
;	PUN	;
on	PRO:PER	on
,	PUN	,
l’a	VER:simp	l’a
<SEG>
pas	ADV	pas
Tout	PRO:IND	tout
son	DET:POS	son
calme	NOM	calme
têtes	NOM	tête
reprit	VER:simp	reprendre
!	SENT	!
Les	DET:ART	le
.	SENT	.
volée	VER:pper	voler
<SEG>
resta	VER:simp	rester
,	PUN	,
et	KON	et
se	PRO:PER	se
le	DET:ART	le
courbèrent	VER:simp	courber
cartons	NOM	carton
les	DET:ART	le
sur	PRP	sur
nouveau	NOM	nouveau
<SEG>
heures	NOM	heure
,	PUN	,
exemplaire	ADJ	exemplaire
quoiqu’il	ADJ	quoiqu’il
deux	NUM	deux
tenue	NOM	tenue
une	DET:ART	un
y	PRO:PER	y
dans	PRP	dans
pendant	PRP	pendant
<SEG>
,	PUN	,
boulette	NOM	boulette
quelque	PRO:IND	quelque
temps	NOM	temps
bien	ADV	bien
de	PRP	de
,	PUN	,
eût	VER:subi	avoir
à	PRP	à
autre	ADJ	autre
<SEG>
de	PRP	de
de	PRP	de
papier	NOM	papier
lancée	VER:pper	lancer
d’un	ADJ	d’un
qui	PRO:REL	qui
s’éclabousser	VER:infi	s’éclabousser
vînt	VER:subi	venir
bec	NOM	bec
plume	NOM	plume
<SEG>
figure	NOM	figure
avec	PRP	avec
la	DET:ART	le
sur	PRP	sur
sa	DET:POS	son
s’essuyait	VER:impf	s’essuyait
il	PRO:PER	il
.	SENT	.
Mais	KON	mais
main	NOM	main
<SEG>
baissés	VER:pper	baisser
,	PUN	,
les	DET:ART	le
,	PUN	,
immobile	ADJ	immobile
demeurait	VER:impf	demeurer
et	KON	et
yeux	NOM	œil
Le	DET:ART	le
.	SENT	.
<SEG>
de	PRP	de
il	PRO:PER	il
,	PUN	,
à	PRP	à
,	PUN	,
tira	VER:simp	tirer
ses	DET:POS	son
soir	NOM	soir
l’Étude	NOM	l’Étude
bouts	NOM	bout
<SEG>
ses	DET:POS	son
pupitre	NOM	pupitre
manches	NOM	manche
,	PUN	,
petites	ADJ	petit
son	DET:POS	son
mit	VER:simp	mettre
de	PRP	de
en	PRP	en
ordre	NOM	ordre
<SEG>
régla	VER:simp	régler
papier	NOM	papier
vîmes	VER:simp	voir
le	PRO:PER	le
,	PUN	,
soigneusement	ADV	soigneusement
son	DET:POS	son
.	SENT	.
Nous	PRO:PER	nous
affaires	NOM	affaire
<SEG>
les	DET:ART	le
dans	PRP	dans
,	PUN	,
conscience	NOM	conscience
cherchant	VER:ppre	chercher
travaillait	VER:impf	travailler
qui	PRO:REL	qui
en	PRP	en
tous	PRO:IND	tout
mots	NOM	mot
<SEG>
dictionnaire	NOM	dictionnaire
le	DET:ART	le
donnant	VER:ppre	donner
beaucoup	ADV	beaucoup
de	PRP	de
Grâce	NOM	grâce
mal	NOM	mal
.	SENT	.
se	PRO:PER	se
et	KON	et
<SEG>
doute	NOM	doute
à	PRP	à
bonne	ADJ	bon
volonté	NOM	volonté
dont	PRO:REL	dont
,	PUN	,
il	PRO:PER	il
,	PUN	,
cette	PRO:DEM	ce
sans	PRP	sans
<SEG>
il	PRO:PER	il
pas	ADV	pas
descendre	VER:infi	descendre
dans	PRP	dans
fit	VER:simp	faire
ne	ADV	ne
,	PUN	,
de	PRP	de
preuve	NOM	preuve
dut	VER:simp	devoir
<SEG>
;	PUN	;
passablement	ADV	passablement
,	PUN	,
la	DET:ART	le
s’il	NOM	s’il
car	KON	car
classe	NOM	classe
savait	VER:impf	savoir
inférieure	ADJ	inférieur
ses	DET:POS	son
<SEG>
règles	NOM	règle|règles
il	PRO:PER	il
n’avait	VER:impf	n’avait
les	DET:ART	le
d’élégance	NOM	d’élégance
,	PUN	,
guère	ADV	guère
tournures	NOM	tournure
.	SENT	.
dans	PRP	dans
<SEG>
avait	VER:impf	avoir
village	NOM	village
le	DET:ART	le
commencé	VER:pper	commencer
C’était	NAM	C’était
son	DET:POS	son
lui	PRO:PER	lui
qui	PRO:REL	qui
curé	NOM	curé
de	PRP	de
<SEG>
le	DET:ART	le
ses	DET:POS	son
,	PUN	,
par	PRP	par
,	PUN	,
parents	NOM	parent|parents
,	PUN	,
latin	NOM	latin
économie	NOM	économie
ne	ADV	ne
<SEG>
collège	NOM	collège
plus	ADV	plus
l’ayant	VER:ppre	l’ayant
tard	ADV	tard
envoyé	VER:pper	envoyer
.	SENT	.
au	PRP:det	au
que	KON	que
possible	ADJ	possible
le	DET:ART	le
<SEG>
Bovary	NAM	Bovary
M	VER:pper	M
,	PUN	,
aide-chirurgien-major	NOM	aide-chirurgien-major
.	SENT	.
Charles-Denis-Bartholomé	NAM	Charles-Denis-Bartholomé
père	NOM	père
Son	DET:POS	son
,	PUN	,
ancien	ADJ	ancien
<SEG>
,	PUN	,
compromis	VER:pper	compromettre
vers	PRP	vers
dans	PRP	dans
1812	NUM	@card@
,	PUN	,
affaires	NOM	affaire
de	PRP	de
des	PRP:det	du
,	PUN	,
<SEG>
