Theodor	NE	Theodor
Schultzes	NE	Schultze
Karte	NN	Karte
stand	VVFIN	stehen
:	$.	:
Georgenstraße	NN	Georgenstraße
19	CARD	@card@
I	NN	I
,	$,	,
was	PRELS	was
jeder	PIS	jede
gelten	VVINF	gelten
ließ	VVFIN	lassen
mit	APPR	mit
Ausnahme	NN	Ausnahme
Möhrings	NN	Möhrings
,	$,	,
die	PRELS	die
je	ADV	je
nachdem	KOUS	nachdem
diese	PDAT	dies
Frage	NN	Frage
entschieden	VVPP	entscheiden
wurde	VAFIN	werden
,	$,	,
drei	CARD	drei
oder	KON	oder
vier	CARD	vier
Treppen	NN	Treppe
hoch	ADJD	hoch
wohnten	VVFIN	wohnen
,	$,	,
was	PRELS	was
neben	APPR	neben
der	ART	die
gesellschaftlichen	ADJA	gesellschaftlich
auch	ADV	auch
eine	ART	eine
gewisse	ADJA	gewiss
praktische	ADJA	praktisch
Bedeutung	NN	Bedeutung
für	APPR	für
sie	PPER	sie
hatte	VAFIN	haben
.	$.	.
Möhrings	NN	Möhrings
waren	VAFIN	sein
nur	ADV	nur
zwei	CARD	zwei
Personen	NN	Person
,	$,	,
Mutter	NN	Mutter
und	KON	und
Tochter	NN	Tochter
;	$.	;
der	ART	die
Vater	NN	Vater
,	$,	,
Buchhalter	NN	Buchhalter
in	APPR	in
einem	ART	eine
Kleider-Exportgeschäft	NN	Kleider-Exportgeschäft
,	$,	,
war	VAFIN	sein
schon	ADV	schon
sieben	CARD	sieben
Jahre	NN	Jahr
tot	PTKVZ	tot
und	KON	und
war	VAFIN	sein
am	APPRART	an+die
Palmsonnabend	NN	Palmsonnabend
gestorben	VVPP	sterben
,	$,	,
einen	ART	eine
Tag	NN	Tag
vor	APPR	vor
Mathildens	NN	Mathildens
Einsegnung	NN	Einsegnung
.	$.	.
Der	ART	die
Geistliche	NN	Geistliche
hatte	VAFIN	haben
daraufhin	PAV	daraufhin
eine	ART	eine
Bemerkung	NN	Bemerkung
gemacht	VVPP	machen
,	$,	,
die	PRELS	die
bei	APPR	bei
Mutter	NN	Mutter
und	KON	und
Tochter	NN	Tochter
noch	ADV	noch
fortlebte	VVFIN	fortlebte
.	$.	.
Ebenso	ADV	ebenso
das	ART	die
letzte	ADJA	letzt
Wort	NN	Wort
,	$,	,
das	ART	die
Möhring	NN	Möhring
Vater	NN	Vater
an	APPR	an
seine	PPOSAT	sein
Tochter	NN	Tochter
gerichtet	VVPP	richten
hatte	VAFIN	haben
:	$.	:
»	QUO	»
Mathilde	NE	Mathilde
,	$,	,
halte	VVFIN	halten
dich	PPER	du
propper	NN	propper
.	$.	.
«	QUO	«
Pastor	NN	Pastor
Neuschmidt	NE	Neuschmidt
,	$,	,
dem	PRELS	die
es	PPER	es
gesagt	VVPP	sagen
wurde	VAFIN	werden
,	$,	,
war	VAFIN	sein
der	ART	die
Meinung	NN	Meinung
,	$,	,
der	ART	die
Sterbende	NN	Sterbende
habe	VAFIN	haben
es	PPER	es
moralisch	ADJD	moralisch
gemeint	VVPP	meinen
,	$,	,
Schultzes	NE	Schultze
,	$,	,
die	PRELS	die
auch	ADV	auch
davon	PAV	davon
gehört	VVPP	gehören|hören
hatten	VAFIN	haben
und	KON	und
neben	APPR	neben
dem	ART	die
Geld-	TRUNC	Geld-
und	KON	und
Rechnungsrat-Hochmut	NN	Rechnungsrat-Hochmut
natürlich	ADV	natürlich
auch	ADV	auch
noch	ADV	noch
den	ART	die
Wirtshochmut	NN	Wirtshochmut
hatten	VAFIN	haben
,	$,	,
bestritten	VVFIN	bestreiten
dies	PDS	dies
aber	ADV	aber
und	KON	und
brachten	VVFIN	bringen
das	ART	die
Wort	NN	Wort
einfach	ADJD	einfach
in	APPR	in
Zusammenhang	NN	Zusammenhang
mit	APPR	mit
dem	ART	die
Kleider-Exportgeschäft	NN	Kleider-Exportgeschäft
,	$,	,
in	APPR	in
dem	PRELS	die
sich	PRF	sich
der	ART	die
Gedankengang	NN	Gedankengang
des	ART	die
Alten	NN	Alte
bewegt	VVPP	bewegen
habe	VAFIN	haben
;	$.	;
es	PPER	es
solle	VMFIN	sollen
soviel	PIS	soviele
heißen	VVINF	heißen
wie	KOKOM	wie
:	$.	:
»	QUO	»
Kleider	NN	Kleid
machen	VVFIN	machen
Leute	NN	Leute
«	QUO	«
.	$.	.
Damals	ADV	damals
waren	VAFIN	sein
Möhrings	NN	Möhrings
eben	ADV	eben
erst	ADV	erst
eingezogen	VVPP	einziehen
,	$,	,
und	KON	und
Schultze	NE	Schultze
sah	VVFIN	sehen
den	ART	die
Tod	NN	Tod
des	ART	die
alten	ADJA	alt
Möhring	NN	Möhring
,	$,	,
der	PRELS	die
übrigens	ADV	übrigens
erst	ADV	erst
Mitte	NN	Mitte
vierzig	CARD	vierzig
war	VAFIN	sein
,	$,	,
ungern	ADV	ungern
.	$.	.
Als	KOKOM	als
man	PIS	man
den	ART	die
Sarg	NN	Sarg
auf	APPR	auf
den	ART	die
Wagen	NN	Wagen
setzte	VVFIN	setzen
,	$,	,
stand	VVFIN	stehen
er	PPER	er
am	APPRART	an+die
Fenster	NN	Fenster
und	KON	und
sagte	VVFIN	sagen
zu	APPR	zu
seiner	PPOSAT	sein
hinter	APPR	hinter
ihm	PPER	er
stehenden	ADJA	stehend
Frau	NN	Frau
:	$.	:
»	QUO	»
Fatale	NN	Fatale
Geschichte	NN	Geschichte
.	$.	.
Die	ART	die
Leute	NN	Leute
haben	VAFIN	haben
natürlich	ADV	natürlich
nichts	PIS	nichts
,	$,	,
und	KON	und
nu	ITJ	nu
war	VAFIN	sein
vorgestern	ADV	vorgestern
auch	ADV	auch
noch	ADV	noch
die	ART	die
Einsegnung	NN	Einsegnung
.	$.	.
Ich	PPER	ich
will	VMFIN	wollen
dir	PPER	du
sagen	VVINF	sagen
,	$,	,
Emma	NE	Emma
,	$,	,
wie	KOUS	wie
's	PPER	es
kommt	VVFIN	kommen
,	$,	,
sie	PPER	sie
werden	VAFIN	werden
vermieten	VVINF	vermieten
,	$,	,
und	KON	und
weil	KOUS	weil
es	PPER	es
eine	ART	eine
Studentengegend	NN	Studentengegend
ist	VAFIN	sein
,	$,	,
so	ADV	so
werden	VAFIN	werden
sie	PPER	sie
's	PPER	es
an	APPR	an
einen	ART	eine
Studenten	NN	Student
vermieten	VVINF	vermieten
,	$,	,
und	KON	und
wenn	KOUS	wenn
wir	PPER	wir
dann	ADV	dann
mal	ADV	mal
spät	ADJD	spät
nach	APPR	nach
Hause	NN	Haus
kommen	VVINF	kommen
,	$,	,
liegt	VVFIN	liegen
er	PPER	er
auf	APPR	auf
dem	ART	die
Flur	NN	Flur
,	$,	,
weil	KOUS	weil
er	PPER	er
die	ART	die
Treppe	NN	Treppe
nicht	PTKNEG	nicht
hat	VAFIN	haben
finden	VVINF	finden
können	VMINF	können
.	$.	.
Ich	PPER	ich
bitte	VVFIN	bitten
dich	PPER	du
schon	ADV	schon
heute	ADV	heute
,	$,	,
erschrick	NN	erschrick
nicht	PTKNEG	nicht
,	$,	,
wenn	KOUS	wenn
es	PPER	es
vorkommt	VVFIN	vorkommen
,	$,	,
und	KON	und
kriege	VVFIN	kriegen
nicht	PTKNEG	nicht
deinen	PPOSAT	dein
Aufschrei	NN	Aufschrei
.	$.	.
«	QUO	«
Als	VVFIN	Als
Schultze	NE	Schultze
diesen	PDAT	dies
Satz	NN	Satz
geendet	VVPP	enden
,	$,	,
fuhr	VVFIN	fahren
draußen	ADV	draußen
der	ART	die
Wagen	NN	Wagen
fort	PTKVZ	fort
.	$.	.
Die	ART	die
Befürchtungen	NN	Befürchtung
Schultzens	NN	Schultzens
erfüllten	VVFIN	erfüllen
sich	PRF	sich
und	KON	und
auch	ADV	auch
wieder	ADV	wieder
nicht	PTKNEG	nicht
.	$.	.
Allerdings	ADV	allerdings
wurde	VAFIN	werden
Witwe	NN	Witwe
Möhring	NN	Möhring
eine	ART	eine
Zimmervermieterin	NN	Zimmervermieterin
,	$,	,
ihre	PPOSAT	ihr
Tochter	NN	Tochter
aber	ADV	aber
hatte	VAFIN	haben
scharfe	ADJA	scharf
Augen	NN	Auge
und	KON	und
viel	PIAT	viele
Menschenkenntnis	NN	Menschenkenntnis
,	$,	,
und	KON	und
so	ADV	so
nahmen	VVFIN	nehmen
[	$(	[
sie	PPER	sie
]	$(	]
nur	ADV	nur
Leute	NN	Leute
ins	APPRART	in+die
Haus	NN	Haus
,	$,	,
die	PRELS	die
einen	ART	eine
soliden	ADJA	solide
Eindruck	NN	Eindruck
machten	VVFIN	machen
.	$.	.
Selbst	ADV	selbst
Schultze	NE	Schultze
,	$,	,
der	ART	die
Kündigungsgedanken	NN	Kündigungsgedanken
gehabt	VAPP	haben
hatte	VAFIN	haben
,	$,	,
mußte	VMFIN	müssen
das	PDS	die
nach	APPR	nach
Jahr	NN	Jahr
und	KON	und
Tag	NN	Tag
zugeben	VVINF	zugeben
,	$,	,
bei	APPR	bei
welcher	PRELS	welche
Gelegenheit	NN	Gelegenheit
er	PPER	er
nicht	PTKNEG	nicht
unterließ	VVFIN	unterlassen
,	$,	,
den	ART	die
Möhrings	NN	Möhrings
überhaupt	ADV	überhaupt
ein	ART	eine
glänzendes	ADJA	glänzend
Zeugnis	NN	Zeugnis
auszustellen	VVIZU	ausstellen
.	$.	.
»	QUO	»
Wenn	VVFIN	Wenn
ich	PPER	ich
bedenke	VVFIN	bedenken
,	$,	,
Buchhalter	NN	Buchhalter
in	APPR	in
einer	ART	eine
Schneiderei	NN	Schneiderei
,	$,	,
und	KON	und
die	ART	die
Frau	NN	Frau
kann	VMFIN	können
doch	ADV	doch
auch	ADV	auch
höchstens	ADV	höchstens
eine	ART	eine
Müllertochter	NN	Müllertochter
sein	VAINF	sein
,	$,	,
so	ADV	so
ist	VAFIN	sein
es	PPER	es
erstaunlich	ADJD	erstaunlich
.	$.	.
Manierlich	ADJD	manierlich
,	$,	,
bescheiden	ADJD	bescheiden
,	$,	,
gebildet	VVPP	bilden
.	$.	.
Und	KON	und
das	ART	die
Mathildchen	NN	Mathildchen
,	$,	,
sie	PPER	sie
muß	VMFIN	müssen
nu	ITJ	nu
wohl	ADV	wohl
siebzehn	CARD	siebzehn
sein	PPOSAT	sein
,	$,	,
immer	ADV	immer
fleißig	ADJD	fleißig
und	KON	und
grüßt	VVFIN	grüßen
sehr	ADV	sehr
artig	ADJD	artig
.	$.	.
Ein	ART	eine
sehr	ADV	sehr
gebildetes	ADJA	gebildet
Mädchen	NN	Mädchen
.	$.	.
«	QUO	«
Das	NN	Das
war	VAFIN	sein
nun	ADV	nun
schon	ADV	schon
wieder	ADV	wieder
sechs	CARD	sechs
Jahr	NN	Jahr
her	PTKVZ	her
,	$,	,
und	KON	und
Mathildchen	NN	Mathildchen
war	VAFIN	sein
nun	ADV	nun
eine	ART	eine
richtige	ADJA	richtig
Mathilde	NE	Mathilde
von	APPR	von
dreiundzwanzig	CARD	dreiundzwanzig
.	$.	.
Das	PDS	die
heißt	VVFIN	heißen
,	$,	,
eine	ART	eine
so	ADV	so
ganz	ADV	ganz
richtige	ADJA	richtig
Mathilde	NE	Mathilde
war	VAFIN	sein
sie	PPER	sie
doch	ADV	doch
nicht	PTKNEG	nicht
,	$,	,
dazu	PAV	dazu
war	VAFIN	sein
sie	PPER	sie
zu	PTKA	zu
hager	ADJD	hager
und	KON	und
hatte	VAFIN	haben
einen	ART	eine
grisen	NN	grisen
Teint	NN	Teint
.	$.	.
Und	KON	und
auch	ADV	auch
das	ART	die
aschblonde	ADJA	aschblond
Haar	NN	Haar
,	$,	,
das	PRELS	die
sie	PPER	sie
hatte	VAFIN	haben
,	$,	,
paßte	VVFIN	passen
nicht	PTKNEG	nicht
recht	ADJD	recht
zu	APPR	zu
einer	ART	eine
Mathilde	NE	Mathilde
.	$.	.
Nur	ADV	nur
das	ART	die
Umsichtige	NN	Umsichtige
,	$,	,
das	ART	die
Fleißige	NN	Fleißige
,	$,	,
das	ART	die
Praktische	NN	Praktische
,	$,	,
das	PRELS	die
paßte	VVFIN	passen
zu	APPR	zu
dem	ART	die
Namen	NN	Name
,	$,	,
den	PRELS	die
sie	PPER	sie
führte	VVFIN	führen
.	$.	.
Schultze	NE	Schultze
hatte	VAFIN	haben
sie	PPER	sie
auch	ADV	auch
mal	ADV	mal
ein	ART	eine
appetitliches	ADJA	appetitlich
Mädchen	NN	Mädchen
genannt	VVPP	nennen
.	$.	.
Dies	PDS	dies
war	VAFIN	sein
richtig	ADJD	richtig
,	$,	,
wenn	KOUS	wenn
er	PPER	er
sie	PPER	sie
mit	APPR	mit
dem	ART	die
verglich	VVFIN	vergleichen
,	$,	,
was	PWS	was
ihm	PPER	er
an	APPR	an
Weiblichkeit	NN	Weiblichkeit
am	APPRART	an+die
nächsten	ADJA	nah
stand	VVFIN	stehen
,	$,	,
enthielt	VVFIN	enthalten
aber	ADV	aber
doch	ADV	doch
ein	ART	eine
bestimmtes	ADJA	bestimmt
Maß	NN	Maß
von	APPR	von
Übertreibung	NN	Übertreibung
.	$.	.
Mathilde	NE	Mathilde
hielt	VVFIN	halten
auf	APPR	auf
sich	PRF	sich
,	$,	,
das	PRELS	die
mit	APPR	mit
dem	ART	die
»	QUO	»
propper	ADJA	propper
«	QUO	«
hatte	VAFIN	haben
sich	PRF	sich
ihr	PPER	ihr
eingeprägt	VVPP	einprägen
,	$,	,
aber	KON	aber
sie	PPER	sie
war	VAFIN	sein
trotzdem	PAV	trotzdem
nicht	PTKNEG	nicht
recht	ADJD	recht
zum	APPRART	zu+die
Anbeißen	NN	Anbeißen
,	$,	,
was	PRELS	was
doch	ADV	doch
das	ART	die
eigentlich	ADV	eigentlich
Appetitliche	ADJA	appetitlich
ist	VAFIN	sein
,	$,	,
sie	PPER	sie
war	VAFIN	sein
sauber	ADJD	sauber
,	$,	,
gut	ADJD	gut
gekleidet	VVPP	kleiden
und	KON	und
von	APPR	von
energischem	ADJA	energisch
Ausdruck	NN	Ausdruck
,	$,	,
aber	KON	aber
ganz	ADV	ganz
ohne	APPR	ohne
Reiz	NN	Reiz
.	$.	.
Mitunter	ADV	mitunter
war	VAFIN	sein
es	PPER	es
,	$,	,
als	KOKOM	als
ob	KOUS	ob
sie	PPER	sie
das	PDS	die
selber	ADV	selber
wisse	VVFIN	wissen
,	$,	,
und	KON	und
dann	ADV	dann
kam	VVFIN	kommen
ihr	PPER	ihr
ein	ART	eine
gewisses	ADJA	gewiss
Mißtrauen	NN	Misstrauen
,	$,	,
nicht	PTKNEG	nicht
in	APPR	in
ihre	PPOSAT	ihr
Klugheit	NN	Klugheit
und	KON	und
Vortrefflichkeit	NN	Vortrefflichkeit
,	$,	,
aber	ADV	aber
in	APPR	in
ihren	PPOSAT	ihr
Charme	NN	Charme
,	$,	,
und	KON	und
sie	PPER	sie
hätte	VAFIN	haben
dies	PDS	dies
Gefühl	NN	Gefühl
vielleicht	ADV	vielleicht
großgezogen	VVPP	großziehen
,	$,	,
wenn	KOUS	wenn
sie	PPER	sie
sich	PRF	sich
nicht	PTKNEG	nicht
in	APPR	in
solchen	PIAT	solche
kritischen	ADJA	kritisch
Momenten	NN	Moment
eines	ART	eine
unvergeßlichen	ADJA	unvergesslich
Vorgangs	NN	Vorgang
entsonnen	VVPP	entsinnen
hätte	VAFIN	haben
.	$.	.
Das	PDS	die
war	VAFIN	sein
in	APPR	in
Halensee	NN	Halensee
gewesen	VAPP	sein
an	APPR	an
ihrem	PPOSAT	ihr
siebzehnten	ADJA	siebzehnt
Geburtstag	NN	Geburtstag
,	$,	,
den	PRELS	die
man	PIS	man
mit	APPR	mit
einer	ART	eine
unverheirateten	ADJA	unverheiratet
Tante	NN	Tante
in	APPR	in
Halensee	NN	Halensee
gefeiert	VVPP	feiern
hatte	VAFIN	haben
.	$.	.
Sie	PPER	Sie
hatte	VAFIN	haben
sich	PRF	sich
in	APPR	in
einiger	PIAT	einige
Entfernung	NN	Entfernung
von	APPR	von
der	ART	die
Kegelbahn	NN	Kegelbahn
aufgestellt	VVPP	aufstellen
und	KON	und
sah	VVFIN	sehen
immer	ADV	immer
das	ART	die
Bahnbrett	NN	Bahnbrett
hinunter	PTKVZ	hinunter
,	$,	,
um	KOUI	um
zu	PTKZU	zu
sehn	VVINF	sehen
,	$,	,
wieviel	PWAV	wieviele
Kegel	NN	Kegel
die	ART	die
Kugel	NN	Kugel
nehmen	VVINF	nehmen
würde	VAFIN	werden
,	$,	,
da	ADV	da
hörte	VVFIN	hören
sie	PPER	sie
ganz	ADV	ganz
deutlich	ADJD	deutlich
,	$,	,
daß	KOUS	dass
einer	PIS	eine
der	ART	die
Kegelspieler	NN	Kegelspieler
sagte	VVFIN	sagen
:	$.	:
»	QUO	»
Sie	PPER	Sie
hat	VAFIN	haben
ein	ART	eine
Gemmengesicht	NN	Gemmengesicht
.	$.	.
«	QUO	«
Von	APPR	von
diesem	PDAT	dies
Worte	NN	Wort
lebte	VVFIN	leben
sie	PPER	sie
seitdem	PAV	seitdem
.	$.	.
Wenn	KOUS	wenn
sie	PPER	sie
sich	PRF	sich
vor	APPR	vor
den	ART	die
alten	ADJA	alt
Stehspiegel	NN	Stehspiegel
stellte	VVFIN	stellen
,	$,	,
dessen	PRELAT	die
Mittellinie	NN	Mittellinie
ihr	PPOSAT	ihr
grad	NN	Grad
über	APPR	über
die	ART	die
Brust	NN	Brust
lief	VVFIN	laufen
,	$,	,
stellte	VVFIN	stellen
sie	PPER	sie
sich	PRF	sich
zuletzt	ADV	zuletzt
immer	ADV	immer
en	FM	en
profil	NN	Profil
und	KON	und
fand	VVFIN	finden
dann	ADV	dann
das	ART	die
Wort	NN	Wort
des	ART	die
Halenseer	NN	Halenseer
Kegelschützen	NN	Kegelschützen
bestätigt	VVPP	bestätigen
.	$.	.
Und	KON	und
durfte	VMFIN	dürfen
es	PPER	es
auch	ADV	auch
;	$.	;
sie	PPER	sie
hatte	VAFIN	haben
wirklich	ADJD	wirklich
ein	ART	eine
Gemmengesicht	NN	Gemmengesicht
,	$,	,
und	KON	und
auf	APPR	auf
ihre	PPOSAT	ihr
Photographie	NN	Photographie
hin	APZR	hin
hätte	VAFIN	haben
sich	PRF	sich
jeder	PIS	jede
in	APPR	in
sie	PPER	sie
verlieben	VVINF	verlieben
können	VMINF	können
,	$,	,
aber	ADV	aber
mit	APPR	mit
dem	ART	die
edlen	ADJA	edel
Profil	NN	Profil
schloß	VVFIN	schließen
[	$(	[
es	PPER	es
]	$(	]
auch	ADV	auch
ab	PTKVZ	ab
,	$,	,
die	ART	die
dünnen	ADJA	dünn
Lippen	NN	Lippe
,	$,	,
das	PRELS	die
spärlich	ADJD	spärlich
angeklebte	ADJA	angeklebt
,	$,	,
aschgraue	ADJA	aschgrau
Haar	NN	Haar
,	$,	,
das	PRELS	die
zu	APPR	zu
klein	ADJD	klein
gebliebne	ADJA	gebliebne
Ohr	NN	Ohr
,	$,	,
daran	PAV	daran
allerhand	ADJD	allerhand
zu	PTKZU	zu
fehlen	VVINF	fehlen
schien	VVFIN	scheinen
,	$,	,
alles	PIS	alle
nahm	VVFIN	nehmen
dem	ART	die
Ganzen	NN	Ganze
jeden	PIAT	jede
sinnlichen	ADJA	sinnlich
Zauber	NN	Zauber
,	$,	,
und	KON	und
am	APPRART	an+die
nüchternsten	ADJA	nüchtern
wirkten	VVFIN	wirken
die	ART	die
wasserblauen	ADJA	wasserblau
Augen	NN	Auge
.	$.	.
Sie	PPER	Sie
hatten	VAFIN	haben
einen	ART	eine
Glanz	NN	Glanz
,	$,	,
aber	KON	aber
einen	ART	eine
ganz	ADV	ganz
prosaischen	ADJA	prosaisch
,	$,	,
und	KON	und
wenn	KOUS	wenn
man	PIS	man
früher	ADV	früher
von	APPR	von
einem	ART	eine
Silberblick	NN	Silberblick
sprach	VVFIN	sprechen
,	$,	,
so	ADV	so
konnte	VMFIN	können
man	PIS	man
hier	ADV	hier
von	APPR	von
einem	ART	eine
Blechblick	NN	Blechblick
sprechen	VVINF	sprechen
.	$.	.
Ihre	PPOSAT	ihr
Chancen	NN	Chance
auf	APPR	auf
Liebe	NN	Liebe
waren	VAFIN	sein
nicht	PTKNEG	nicht
groß	ADJD	groß
,	$,	,
wenn	KOUS	wenn
sich	PRF	sich
nicht	PTKNEG	nicht
jemand	PIS	jemand
fand	VVFIN	finden
,	$,	,
dem	PRELS	die
das	ART	die
Profil	NN	Profil
über	APPR	über
alles	PIS	alle
ging	VVFIN	gehen
.	$.	.
Sie	PPER	Sie
hatte	VAFIN	haben
deshalb	PAV	deshalb
auch	ADV	auch
den	ART	die
gebildeten	ADJA	gebildet
Satz	NN	Satz
akzeptiert	VVPP	akzeptieren
und	KON	und
operierte	VVFIN	operieren
gern	ADV	gern
damit	PAV	damit
:	$.	:
»	QUO	»
In	APPR	in
der	ART	die
Kunst	NN	Kunst
entscheidet	VVFIN	entscheiden
die	ART	die
Reinheit	NN	Reinheit
der	ART	die
Linie	NN	Linie
.	$.	.
«	QUO	«
Rechnungsrat	NN	Rechnungsrat
Schultze	NE	Schultze
hatte	VAFIN	haben
sich	PRF	sich
anfangs	ADV	anfangs
durch	APPR	durch
diesen	PDAT	dies
Satz	NN	Satz
blenden	VVINF	blenden
lassen	VVINF	lassen
.	$.	.
Als	KOUS	als
er	PPER	er
ihn	PPER	er
aber	ADV	aber
nochmals	ADV	nochmals
gehört	VVPP	gehören|hören
hatte	VAFIN	haben
,	$,	,
merkte	VVFIN	merken
er	PPER	er
die	ART	die
Absicht	NN	Absicht
und	KON	und
wurde	VAFIN	werden
verstimmt	VVPP	verstimmen
und	KON	und
sagte	VVFIN	sagen
zu	APPR	zu
seiner	PPOSAT	sein
Frau	NN	Frau
:	$.	:
»	QUO	»
Ich	NN	Ich
bin	VAFIN	sein
mehr	ADV	mehr
fürs	APPRART	für+die
Runde	NN	Runde
.	$.	.
«	QUO	«
Das	NN	Das
tat	VVFIN	tun
der	ART	die
Rechnungsrätin	NN	Rechnungsrätin
wohl	ADV	wohl
,	$,	,
denn	KON	denn
es	PPER	es
war	VAFIN	sein
das	ART	die
einzige	ADJA	einzig
,	$,	,
was	PRELS	was
sie	PPER	sie
hatte	VAFIN	haben
.	$.	.
2.	ADJA	@ord@
Kapitel	NN	Kapitel
Zweites	NN	Zweite
Kapitel	NN	Kapitel
Die	ADJA	Die
Sonne	NN	Sonne
schien	VVFIN	scheinen
,	$,	,
und	KON	und
eine	ART	eine
milde	ADJA	mild
Luft	NN	Luft
ging	VVFIN	gehen
,	$,	,
und	KON	und
jeder	PIAT	jede
,	$,	,
der	PRELS	die
in	APPR	in
die	ART	die
Georgenstraße	NN	Georgenstraße
einbog	VVFIN	einbiegen
und	KON	und
die	ART	die
Bäume	NN	Baum
sah	VVFIN	sehen
,	$,	,
die	PRELS	die
hier	ADV	hier
und	KON	und
da	ADV	da
noch	ADV	noch
ihre	PPOSAT	ihr
vollbelaubten	ADJA	vollbelaubten
Zweige	NN	Zweig
über	APPR	über
einen	ART	eine
Bretterzaun	NN	Bretterzaun
streckten	VVFIN	strecken
,	$,	,
hätte	VAFIN	haben
auf	APPR	auf
Anfang	NN	Anfang
September	NN	September
raten	VVINF	raten
müssen	VMINF	müssen
,	$,	,
wenn	KOUS	wenn
nicht	PTKNEG	nicht
vor	APPR	vor
mehreren	PIAT	mehrere
Häusern	NN	Haus
und	KON	und
