XXXIX	NUM	XXXIX
aucun	PRO:IND	aucun
rapport	NOM	rapport
avec	PRP	avec
ma	DET:POS	mon
démission	NOM	démission
,	PUN	,
mais	KON	mais
qui	PRO:REL	qui
nous	PRO:PER	nous
touchaient	VER:impf	toucher
personnellement	ADV	personnellement
,	PUN	,
nous	PRO:PER	nous
et	KON	et
notre	DET:POS	notre
amour	NOM	amour
.	SENT	.
J'	PRO:PER	je
avais	VER:impf	avoir
été	VER:pper	être
assez	ADV	assez
gauche	ADJ	gauche
dans	PRP	dans
cette	PRO:DEM	ce
conversation	NOM	conversation
par	PRP	par
à	PRP	à
peu	ADV	peu
près	ADV	près
;	PUN	;
Clotilde	NAM	Clotilde
,	PUN	,
au	PRP:det	au
contraire	NOM	contraire
,	PUN	,
y	PRO:PER	y
avait	VER:impf	avoir
révélé	VER:pper	révéler
d'	PRP	de
admirables	ADJ	admirable
qualités	NOM	qualité
;	PUN	;
elle	PRO:PER	elle
avait	VER:impf	avoir
un	DET:ART	un
tour	NOM	tour
merveilleux	ADJ	merveilleux
pour	PRP	pour
effleurer	VER:infi	effleurer
les	DET:ART	le
choses	NOM	chose
et	KON	et
en	PRP	en
donner	VER:infi	donner
la	DET:ART	le
sensation	NOM	sensation
sans	PRP	sans
les	PRO:PER	la|le
exprimer	VER:infi	exprimer
directement	ADV	directement
;	PUN	;
ses	DET:POS	son
lettres	NOM	lettre
étaient	VER:impf	être
des	PRP:det	du
chefs-d'œuvre	NOM	chefs-d'œuvre
d'	PRP	de
insinuation	NOM	insinuation
et	KON	et
d'	PRP	de
allusion	NOM	allusion
qui	PRO:REL	qui
,	PUN	,
pour	PRP	pour
un	DET:ART	un
étranger	ADJ	étranger
,	PUN	,
eussent	VER:subi	avoir
été	VER:pper	être
absolument	ADV	absolument
incompréhensibles	ADJ	incompréhensible
et	KON	et
qui	PRO:REL	qui
,	PUN	,
pour	PRP	pour
moi	PRO:PER	moi
,	PUN	,
étaient	VER:impf	être
délicieuses	ADJ	délicieux
;	PUN	;
chaque	PRO:IND	chaque
mot	NOM	mot
était	VER:impf	être
une	DET:ART	un
promesse	NOM	promesse
,	PUN	,
chaque	PRO:IND	chaque
sous-entendu	NOM	sous-entendu
une	DET:ART	un
caresse	NOM	caresse
.	SENT	.
Aussitôt	ADV	aussitôt
qu'	PRO:REL	que
il	PRO:PER	il
fut	VER:simp	être
convenu	VER:pper	convenir
que	KON	que
j'	PRO:PER	je
entrerais	VER:cond	entrer
dans	PRP	dans
la	DET:ART	le
maison	NOM	maison
Bédarrides	ADJ	Bédarrides
,	PUN	,
je	PRO:PER	je
lui	PRO:PER	lui
écrivis	VER:simp	écrire
cette	PRO:DEM	ce
bonne	NOM	bonne
nouvelle	ADJ	nouveau
,	PUN	,
car	KON	car
elle	PRO:PER	elle
était	VER:impf	être
alors	ADV	alors
à	PRP	à
Toulon	NAM	Toulon
avec	PRP	avec
son	DET:POS	son
père	NOM	père
,	PUN	,
et	KON	et
,	PUN	,
à	PRP	à
ma	DET:POS	mon
lettre	NOM	lettre
,	PUN	,
elle	PRO:PER	elle
fit	VER:simp	faire
une	DET:ART	un
réponse	NOM	réponse
qui	PRO:REL	qui
me	PRO:PER	me
remplit	VER:pres	remplir
d'	PRP	de
espérance	NOM	espérance
.	SENT	.
Bien	ADV	bien
que	KON	que
,	PUN	,
dans	PRP	dans
ma	DET:POS	mon
lettre	NOM	lettre
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
eusse	VER:subi	avoir
pas	ADV	pas
touché	VER:pper	toucher
la	DET:ART	le
véritable	ADJ	véritable
raison	NOM	raison
qui	PRO:REL	qui
m'	PRO:PER	me
avait	VER:impf	avoir
fait	VER:pper	faire
rester	VER:infi	rester
à	PRP	à
Marseille	NAM	Marseille
,	PUN	,
elle	PRO:PER	elle
insistait	VER:impf	insister
surtout	ADV	surtout
dans	PRP	dans
sa	DET:POS	son
réponse	NOM	réponse
sur	PRP	sur
cette	PRO:DEM	ce
raison	NOM	raison
,	PUN	,
se	PRO:PER	se
montrant	VER:ppre	montrer
heureuse	ADJ	heureux
pour	PRP	pour
son	DET:POS	son
père	NOM	père
et	KON	et
pour	PRP	pour
elle	PRO:PER	elle
d'	PRP	de
une	DET:ART	un
détermination	NOM	détermination
qui	PRO:REL	qui
assurait	VER:impf	assurer
la	DET:ART	le
continuité	NOM	continuité
de	PRP	de
nos	DET:POS	notre
relations	NOM	relation
.	SENT	.
Et	KON	et
là-dessus	ADV	là-dessus
elle	PRO:PER	elle
rappelait	VER:impf	rappeler
ce	PRO:DEM	ce
qu'	PRO:REL	que
avaient	VER:impf	avoir
été	VER:pper	être
ces	PRO:DEM	ce
relations	NOM	relation
depuis	PRP	depuis
cinq	NUM	cinq
mois	NOM	moi|mois
,	PUN	,
marquant	VER:ppre	marquer
d'	PRP	de
un	DET:ART	un
trait	NOM	trait
précis	ADJ	précis
ce	PRO:DEM	ce
qui	PRO:REL	qui
pour	PRP	pour
nous	PRO:PER	nous
deux	NUM	deux
était	VER:impf	être
des	PRP:det	du
souvenirs	NOM	souvenir
d'	PRP	de
amour	NOM	amour
.	SENT	.
Ce	PRO:DEM	ce
fut	VER:simp	être
donc	ADV	donc
sans	PRP	sans
trop	ADV	trop
de	PRP	de
souci	NOM	souci
et	KON	et
sans	PRP	sans
trop	ADV	trop
de	PRP	de
tristesse	NOM	tristesse
que	PRO:REL	que
je	PRO:PER	je
commençai	VER:simp	commencer
cette	PRO:DEM	ce
vie	NOM	vie
nouvelle	ADJ	nouveau
si	KON	si
différente	ADJ	différent
de	PRP	de
celle	PRO:DEM	celui
pour	KON	pour
laquelle	PRO:REL	lequel
je	PRO:PER	je
m'	PRO:PER	me
étais	VER:impf	être
préparé	VER:pper	préparer
.	SENT	.
Sans	PRP	sans
doute	NOM	doute
ma	DET:POS	mon
carrière	NOM	carrière
militaire	ADJ	militaire
était	VER:impf	être
finie	VER:pper	finir
pour	PRP	pour
jamais	ADV	jamais
;	PUN	;
aucun	PRO:IND	aucun
des	PRP:det	du
châteaux	NOM	château
en	PRP	en
Espagne	NAM	Espagne
que	PRO:REL	que
j'	PRO:PER	je
avais	VER:impf	avoir
bâtis	VER:pper	bâtir
autrefois	ADV	autrefois
dans	PRP	dans
mes	DET:POS	mon
heures	NOM	heure
de	PRP	de
rêverie	NOM	rêverie
ambitieuse	ADJ	ambitieux
ne	ADV	ne
prendrait	VER:cond	prendre
un	DET:ART	un
corps	NOM	corps
;	PUN	;
mes	DET:POS	mon
habitudes	NOM	habitude
,	PUN	,
mes	DET:POS	mon
amitiés	NOM	amitié
étaient	VER:impf	être
brisées	VER:pper	briser
,	PUN	,
et	KON	et
cela	PRO:DEM	cela
était	VER:impf	être
dur	ADJ	dur
et	KON	et
cruel	ADJ	cruel
.	SENT	.
Mais	KON	mais
enfin	ADV	enfin
,	PUN	,
dans	PRP	dans
ce	PRO:DEM	ce
désastre	NOM	désastre
qui	PRO:REL	qui
s'	PRO:PER	se
était	VER:impf	être
abattu	VER:pper	abattre
sur	PRP	sur
moi	PRO:PER	moi
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
étais	VER:impf	être
pas	ADV	pas
englouti	VER:pper	engloutir
:	PUN	:
une	DET:ART	un
espérance	NOM	espérance
me	PRO:PER	me
restait	VER:impf	rester
pour	PRP	pour
me	PRO:PER	me
guider	VER:infi	guider
et	KON	et
me	PRO:PER	me
donner	VER:infi	donner
la	DET:ART	le
force	NOM	force
de	PRP	de
lutter	VER:infi	lutter
;	PUN	;
si	KON	si
j'	PRO:PER	je
avais	VER:impf	avoir
le	DET:ART	le
courage	NOM	courage
persévérant	ADJ	persévérant
,	PUN	,
si	KON	si
je	PRO:PER	je
ne	ADV	ne
m'	PRO:PER	me
abandonnais	VER:impf	abandonner
pas	ADV	pas
,	PUN	,
un	DET:ART	un
jour	NOM	jour
peut-être	ADV	peut-être
j'	PRO:PER	je
approcherais	VER:cond	approcher
du	PRP:det	du
port	NOM	port
et	KON	et
je	PRO:PER	je
pourrais	VER:cond	pouvoir
saisir	VER:infi	saisir
la	DET:ART	le
main	NOM	main
qui	PRO:REL	qui
se	PRO:PER	se
tendait	VER:impf	tendre
vers	PRP	vers
moi	PRO:PER	moi
;	PUN	;
la	DET:ART	le
distance	NOM	distance
était	VER:impf	être
longue	ADJ	longue
,	PUN	,
les	DET:ART	le
fatigues	NOM	fatigue
seraient	VER:cond	être
grandes	ADJ	grand
;	PUN	;
qu'	PRO:REL	que
importe	VER:pres	importer
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
étais	VER:impf	être
pas	ADV	pas
perdu	VER:pper	perdre
dans	PRP	dans
la	DET:ART	le
nuit	NOM	nuit
noire	ADJ	noir
sur	PRP	sur
la	DET:ART	le
mer	NOM	mer
immense	ADJ	immense
;	PUN	;
j'	PRO:PER	je
avais	VER:impf	avoir
devant	PRP	devant
les	DET:ART	le
yeux	NOM	œil
une	DET:ART	un
étoile	NOM	étoile
radieuse	ADJ	radieux
,	PUN	,
Clotilde	NAM	Clotilde
.	SENT	.
Aussi	ADV	aussi
,	PUN	,
quand	KON	quand
madame	NOM	madame
Bédarrides	ADJ	Bédarrides
revint	VER:simp	revenir
sur	PRP	sur
certaines	PRO:IND	certain
propositions	NOM	proposition
dont	PRO:REL	dont
elle	PRO:PER	elle
m'	PRO:PER	me
avait	VER:impf	avoir
déjà	ADV	déjà
touché	VER:pper	toucher
quelques	PRO:IND	quelque
mots	NOM	mot
à	PRP	à
mon	DET:POS	mon
arrivée	NOM	arrivé|arrivée
à	PRP	à
Marseille	NAM	Marseille
,	PUN	,
me	PRO:PER	me
fut-il	NOM	fut-il
impossible	ADJ	impossible
d'	PRP	de
y	PRO:PER	y
répondre	VER:infi	répondre
dans	PRP	dans
le	DET:ART	le
sens	NOM	sen|sens
qu'	PRO:REL	que
elle	PRO:PER	elle
désirait	VER:impf	désirer
.	SENT	.
Les	DET:ART	le
Bédarrides	NAM	Bédarrides
,	PUN	,
les	DET:ART	le
deux	NUM	deux
frères	NOM	frère
,	PUN	,
la	DET:ART	le
femme	NOM	femme
de	PRP	de
l'	DET:ART	le
aîné	NOM	aîné
et	KON	et
Marius	NAM	Marius
se	PRO:PER	se
montraient	VER:impf	montrer
tous	PRO:IND	tout
d'	PRP	de
une	DET:ART	un
bonté	NOM	bonté
exquise	ADJ	exquis
pour	PRP	pour
moi	PRO:PER	moi
,	PUN	,
et	KON	et
il	PRO:PER	il
n'	ADV	ne
était	VER:impf	être
sorte	NOM	sorte
d'	PRP	de
attentions	NOM	attention
et	KON	et
de	PRP	de
prévenances	NOM	prévenance
qu'	KON	que
ils	PRO:PER	il
ne	ADV	ne
me	PRO:PER	me
témoignassent	VER:subi	témoigner
.	SENT	.
Avec	PRP	avec
une	DET:ART	un
délicatesse	NOM	délicatesse
de	PRP	de
cœur	NOM	cœur
que	PRO:REL	que
n'	ADV	ne
ont	VER:pres	avoir
pas	ADV	pas
toujours	ADV	toujours
les	DET:ART	le
gens	NOM	gens
d'	PRP	de
argent	NOM	argent
,	PUN	,
ils	PRO:PER	il
s'	PRO:PER	se
ingéniaient	VER:impf	ingénier
à	PRP	à
me	PRO:PER	me
servir	VER:infi	servir
,	PUN	,
et	KON	et
à	PRP	à
la	DET:ART	le
lettre	NOM	lettre
ils	PRO:PER	il
me	PRO:PER	me
traitaient	VER:impf	traiter
comme	ADV	comme
si	KON	si
j'	PRO:PER	je
avais	VER:impf	avoir
été	VER:pper	être
leur	DET:POS	leur
fils	NOM	fil|fils
.	SENT	.
--	PUN	--
Nous	PRO:PER	nous
aurions	VER:cond	avoir
tant	ADV	tant
voulu	VER:pper	vouloir
faire	VER:infi	faire
quelque	PRO:IND	quelque
chose	NOM	chose
pour	PRP	pour
votre	DET:POS	votre
père	NOM	père
,	PUN	,
disaient	VER:impf	dire
-ils	PRO:PER	il
;	PUN	;
c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
lui	PRO:PER	lui
que	PRO:REL	que
nous	PRO:PER	nous
devons	VER:pres	devoir
d'	PRP	de
être	VER:infi	être
ce	PRO:DEM	ce
que	PRO:REL	que
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
,	PUN	,
et	KON	et
nous	PRO:PER	nous
aimons	VER:pres	aimer
à	PRP	à
payer	VER:infi	payer|payer
nos	DET:POS	notre
dettes	NOM	dette
.	SENT	.
--	PUN	--
Capital	ADJ	capital
et	KON	et
intérêts	NOM	intérêt
.	SENT	.
--	PUN	--
Et	KON	et
intérêts	NOM	intérêt
des	PRP:det	du
intérêts	NOM	intérêt
.	SENT	.
Le	DET:ART	le
dimanche	NOM	dimanche
qui	PRO:REL	qui
avait	VER:impf	avoir
suivi	VER:pper	suivre
mon	DET:POS	mon
entrée	NOM	entrée
dans	PRP	dans
les	DET:ART	le
bureaux	NOM	bureau
,	PUN	,
j'	PRO:PER	je
avais	VER:impf	avoir
été	VER:pper	être
invité	VER:pper	inviter
à	PRP	à
venir	VER:infi	venir
passer	VER:infi	passer
la	DET:ART	le
journée	NOM	journée
à	PRP	à
la	DET:ART	le
villa	NOM	villa
,	PUN	,
et	KON	et
si	KON	si
peu	ADV	peu
disposé	VER:pper	disposer
que	KON	que
je	PRO:PER	je
fusse	VER:subi	être
à	PRP	à
paraître	VER:infi	paraître
dans	PRP	dans
le	DET:ART	le
monde	NOM	monde
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
avais	VER:impf	avoir
pu	VER:pper	pouvoir
refuser	VER:infi	refuser
.	SENT	.
Comme	ADV	comme
tous	PRO:IND	tout
les	DET:ART	le
dimanches	NOM	dimanche
,	PUN	,
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
grand	ADJ	grand
dîner	NOM	dîner
,	PUN	,
et	KON	et
à	PRP	à
table	NOM	table
on	PRO:PER	on
me	PRO:PER	me
plaça	VER:simp	placer
à	PRP	à
côté	NOM	côté
d'	PRP	de
une	DET:ART	un
jeune	ADJ	jeune
fille	NOM	fille
de	PRP	de
quatorze	NUM	quatorze
à	PRP	à
quinze	NUM	quinze
ans	NOM	an
,	PUN	,
que	KON	que
Marius	NAM	Marius
me	PRO:PER	me
dit	VER:pres	dire
être	VER:infi	être
sa	DET:POS	son
cousine	NOM	cousin
,	PUN	,
c'	PRO:DEM	ce
est-à-dire	ADV	est-à-dire
la	DET:ART	le
nièce	NOM	nièce
de	PRP	de
MM	NOM	messieurs
.	SENT	.
Bédarrides	NOM	Bédarrides
.	SENT	.
Je	PRO:PER	je
ne	ADV	ne
fis	VER:simp	faire
pas	ADV	pas
grande	ADJ	grand
attention	NOM	attention
à	PRP	à
cette	PRO:DEM	ce
jeune	ADJ	jeune
fille	NOM	fille
,	PUN	,
que	KON	que
je	PRO:PER	je
traitai	VER:simp	traiter
comme	ADV	comme
une	DET:ART	un
pensionnaire	NOM	pensionnaire
,	PUN	,
ce	PRO:DEM	ce
qu'	PRO:REL	que
elle	PRO:PER	elle
était	VER:impf	être
d'	PRP	de
ailleurs	ADV	ailleurs
,	PUN	,
étant	VER:ppre	être
sortie	NOM	sortie
de	PRP	de
son	DET:POS	son
couvent	NOM	couvent
à	PRP	à
l'	DET:ART	le
occasion	NOM	occasion
des	PRP:det	du
fêtes	NOM	fête
de	PRP	de
Noël	NAM	Noël
.	SENT	.
Lorsqu'	KON	lorsque
on	PRO:PER	on
fut	VER:simp	être
sorti	VER:pper	sortir
de	PRP	de
table	NOM	table
,	PUN	,
madame	NOM	madame
Bédarrides	NAM	Bédarrides
m'	PRO:PER	me
appela	VER:simp	appeler
dans	PRP	dans
un	DET:ART	un
petit	ADJ	petit
salon	NOM	salon
,	PUN	,
où	PRO:REL	où
nous	PRO:PER	nous
nous	PRO:PER	nous
trouvâmes	VER:simp	trouver
seuls	ADJ	seul
.	SENT	.
--	PUN	--
Que	PRO:REL	que
pensez	VER:pres	penser
-vous	PRO:PER	vous
de	PRP	de
votre	DET:POS	votre
voisine	NOM	voisin
?	SENT	?
me	PRO:PER	me
dit-elle	NOM	dit-elle
.	SENT	.
--	PUN	--
La	DET:ART	le
grosse	ADJ	gros
dame	NOM	dame
que	PRO:REL	que
j'	PRO:PER	je
avais	VER:impf	avoir
à	PRP	à
ma	DET:POS	mon
droite	NOM	droit|droite
,	PUN	,
ou	KON	ou
la	DET:ART	le
jeune	ADJ	jeune
fille	NOM	fille
qui	PRO:REL	qui
était	VER:impf	être
à	PRP	à
gauche	ADJ	gauche
?	SENT	?
--	PUN	--
La	DET:ART	le
petite	ADJ	petit
fille	NOM	fille
.	SENT	.
--	PUN	--
Elle	PRO:PER	elle
est	VER:pres	être
charmante	ADJ	charmant
et	KON	et
je	PRO:PER	je
crois	VER:pres	croire
qu'	KON	que
elle	PRO:PER	elle
sera	VER:futu	être
très	ADV	très
jolie	ADJ	joli
dans	PRP	dans
deux	NUM	deux
ou	KON	ou
trois	NUM	trois
ans	NOM	an
.	SENT	.
--	PUN	--
N'	ADV	ne
est	VER:pres	être
-ce	PRO:DEM	ce
pas	NOM	pas
?	SENT	?
vous	PRO:PER	vous
savez	VER:pres	savoir
qu'	KON	que
elle	PRO:PER	elle
est	VER:pres	être
notre	DET:POS	notre
nièce	NOM	nièce
;	PUN	;
elle	PRO:PER	elle
sera	VER:futu	être
l'	DET:ART	le
héritière	NOM	héritier
de	PRP	de
mon	DET:POS	mon
beau-frère	NOM	beau-frère
,	PUN	,
avec	PRP	avec
Marius	NAM	Marius
et	KON	et
ma	DET:POS	mon
fille	NOM	fille
;	PUN	;
et	KON	et
une	DET:ART	un
héritière	NOM	héritier
qui	PRO:REL	qui
méritera	VER:futu	mériter
attention	NOM	attention
.	SENT	.
J'	PRO:PER	je
avais	VER:impf	avoir
abordé	VER:pper	aborder
cet	PRO:DEM	ce
entretien	NOM	entretien
sans	PRP	sans
aucune	PRO:IND	aucun
défiance	NOM	défiance
;	PUN	;
mais	KON	mais
ce	PRO:DEM	ce
mot	NOM	mot
m'	PRO:PER	me
éclaira	VER:simp	éclairer
et	KON	et
me	PRO:PER	me
montra	VER:simp	montrer
le	DET:ART	le
but	NOM	but
où	PRO:REL	où
madame	NOM	madame
Bédarrides	ADJ	Bédarrides
voulait	VER:impf	vouloir
me	PRO:PER	me
conduire	VER:infi	conduire
:	PUN	:
c'	PRO:DEM	ce
était	VER:impf	être
la	DET:ART	le
reprise	NOM	reprise
de	PRP	de
nos	DET:POS	notre
conversations	NOM	conversation
d'	PRP	de
autrefois	ADV	autrefois
.	SENT	.
--	PUN	--
Je	PRO:PER	je
crois	VER:pres	croire
qu'	KON	que
il	PRO:PER	il
faudra	VER:futu	falloir
se	PRO:PER	se
sentir	VER:infi	sentir
appuyé	VER:pper	appuyer
par	PRP	par
quelques	PRO:IND	quelque
millions	NOM	million
pour	PRP	pour
la	PRO:PER	la
demander	VER:infi	demander
en	PRP	en
mariage	NOM	mariage
.	SENT	.
--	PUN	--
Et	KON	et
pourquoi	ADV	pourquoi
cela	PRO:DEM	cela
?	SENT	?
Il	PRO:PER	il
ne	ADV	ne
faut	VER:pres	falloir
pas	ADV	pas
croire	VER:infi	croire
que	KON	que
dans	PRP	dans
notre	DET:POS	notre
famille	NOM	famille
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
sensibles	ADJ	sensible
aux	PRP:det	au
seuls	ADJ	seul
avantages	NOM	avantage
de	PRP	de
la	DET:ART	le
fortune	NOM	fortune
;	PUN	;
il	PRO:PER	il
en	PRO:PER	en
est	VER:pres	être
d'	PRP	de
autres	ADJ	autre
que	KON	que
nous	PRO:PER	nous
savons	VER:pres	savoir
reconnaître	VER:infi	reconnaître
et	KON	et
estimer	VER:infi	estimer
.	SENT	.
Ainsi	ADV	ainsi
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
vois	VER:pres	voir
pas	ADV	pas
pourquoi	ADV	pourquoi
elle	PRO:PER	elle
ne	ADV	ne
deviendrait	VER:cond	devenir
pas	ADV	pas
votre	DET:POS	votre
femme	NOM	femme
.	SENT	.
--	PUN	--
Moi	PRO:PER	moi
,	PUN	,
madame	NOM	madame
?	SENT	?
--	PUN	--
Pourquoi	ADV	pourquoi
cet	PRO:DEM	ce
étonnement	NOM	étonnement
?	SENT	?
C'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
projet	NOM	projet
que	PRO:REL	que
je	PRO:PER	je
caresse	VER:pres	caresser
depuis	PRP	depuis
longtemps	ADV	longtemps
de	PRP	de
vous	PRO:PER	vous
marier	VER:infi	marier
.	SENT	.
Je	PRO:PER	je
vous	PRO:PER	vous
en	PRO:PER	en
ai	VER:pres	avoir
parlé	VER:pper	parler
lors	ADV	lors
de	PRP	de
votre	DET:POS	votre
arrivée	NOM	arrivé|arrivée
à	PRP	à
Marseille	NAM	Marseille
,	PUN	,
et	KON	et
si	KON	si
je	PRO:PER	je
ne	ADV	ne
vous	PRO:PER	vous
ai	VER:pres	avoir
point	ADV	point
fait	VER:pres	faire
connaître	VER:infi	connaître
Berthe	NAM	Berthe
à	PRP	à
ce	PRO:DEM	ce
moment	NOM	moment
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
qu'	KON	que
elle	PRO:PER	elle
était	VER:impf	être
à	PRP	à
son	DET:POS	son
couvent	NOM	couvent
,	PUN	,
et	KON	et
qu'	KON	que
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
point	ADV	point
urgence	NOM	urgence
à	PRP	à
la	PRO:PER	la
faire	VER:infi	faire
venir	VER:infi	venir
.	SENT	.
Vous	PRO:PER	vous
avez	VER:pres	avoir
alors	ADV	alors
repoussé	VER:pper	repousser
mon	DET:POS	mon
projet	NOM	projet
.	SENT	.
Je	PRO:PER	je
le	PRO:PER	le
reprends	VER:pres	reprendre
aujourd'hui	ADV	aujourd'hui
.	SENT	.
--	PUN	--
Mais	KON	mais
aujourd'hui	ADV	aujourd'hui
les	DET:ART	le
temps	NOM	temps
ne	ADV	ne
sont	VER:pres	être
plus	ADV	plus
ce	PRO:DEM	ce
qu'	PRO:REL	que
ils	PRO:PER	il
étaient	VER:impf	être
alors	ADV	alors
.	SENT	.
--	PUN	--
Sans	PRP	sans
doute	NOM	doute
;	PUN	;
vous	PRO:PER	vous
étiez	VER:impf	être
officier	VER:infi	officier
et	KON	et
vous	PRO:PER	vous
ne	ADV	ne
l'	PRO:PER	la|le
êtes	VER:pres	être
plus	ADV	plus
;	PUN	;
vous	PRO:PER	vous
aviez	VER:impf	avoir
un	DET:ART	un
bel	ADJ	beau
avenir	NOM	avenir
devant	PRP	devant
vous	PRO:PER	vous
que	KON	que
vous	PRO:PER	vous
n'	ADV	ne
avez	VER:pres	avoir
plus	ADV	plus
.	SENT	.
Mais	KON	mais
ce	PRO:DEM	ce
n'	ADV	ne
était	VER:impf	être
pas	ADV	pas
à	PRP	à
votre	DET:POS	votre
grade	NOM	grade
de	PRP	de
capitaine	NOM	capitaine
que	KON	que
notre	DET:POS	notre
sympathie	NOM	sympathie
et	KON	et
notre	DET:POS	notre
amitié	NOM	amitié
étaient	VER:impf	être
attachées	VER:pper	attacher
;	PUN	;
c'	PRO:DEM	ce
était	VER:impf	être
à	PRP	à
votre	DET:POS	votre
personne	NOM	personne
.	SENT	.
Vous	PRO:PER	vous
êtes	VER:pres	être
toujours	ADV	toujours
le	DET:ART	le
jeune	ADJ	jeune
homme	NOM	homme
que	PRO:REL	que
nous	PRO:PER	nous
aimions	VER:impf	aimer
et	KON	et
ce	PRO:DEM	ce
que	PRO:REL	que
vous	PRO:PER	vous
avez	VER:pres	avoir
fait	VER:pper	faire
a	VER:pres	avoir
redoublé	VER:pper	redoubler
notre	DET:POS	notre
estime	NOM	estime
pour	PRP	pour
vous	PRO:PER	vous
.	SENT	.
Vous	PRO:PER	vous
voici	ADV	voici
maintenant	ADV	maintenant
dans	PRP	dans
notre	DET:POS	notre
maison	NOM	maison
.	SENT	.
--	PUN	--
Simple	ADJ	simple
commis	NOM	commis
.	SENT	.
--	PUN	--
Mon	DET:POS	mon
mari	NOM	mari
et	KON	et
mon	DET:POS	mon
beau-frère	NOM	beau-frère
ont	VER:pres	avoir
été	VER:pper	être
plus	ADV	plus
petits	ADJ	petit
commis	NOM	commis
que	KON	que
vous	PRO:PER	vous
,	PUN	,
et	KON	et
ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
nous	PRO:PER	nous
qui	PRO:REL	qui
pouvons	VER:pres	pouvoir
avoir	VER:infi	avoir
des	PRP:det	du
préjugés	NOM	préjugé
contre	PRP	contre
les	DET:ART	le
commis	NOM	commis
;	PUN	;
d'	PRP	de
ailleurs	ADV	ailleurs
,	PUN	,
quand	KON	quand
on	PRO:PER	on
est	VER:pres	être
comte	NOM	comte
,	PUN	,
quand	KON	quand
on	PRO:PER	on
est	VER:pres	être
chevalier	NOM	chevalier
de	PRP	de
la	DET:ART	le
Légion	NOM	légion
d'	PRP	de
honneur	NOM	honneur
,	PUN	,
quand	KON	quand
on	PRO:PER	on
