I	NUM	I
ouvre	VER:pres	ouvrer|ouvrir
les	DET:ART	le
volets	NOM	volet
;	PUN	;
je	PRO:PER	je
suis	VER:pres	suivre|être
tout	ADV	tout
à	PRP	à
fait	NOM	fait
malade	ADJ	malade
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
en	PRP	en
puis	ADV	puis
plus	ADV	plus
,	PUN	,
il	PRO:PER	il
faut	VER:pres	falloir
que	KON	que
tu	PRO:PER	tu
fasses	VER:subp	faire
la	DET:ART	le
petite	ADJ	petit
femme	NOM	femme
de	PRP	de
ménage	NOM	ménage
.	SENT	.
--	PUN	--
Me	PRO:PER	me
voici	ADV	voici
,	PUN	,
n'	ADV	ne
aie	VER:subp	avoir
pas	ADV	pas
peur	NOM	peur
,	PUN	,
maman	NOM	maman
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
grande	ADJ	grand
à	PRP	à
présent	ADJ	présent
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
eu	VER:pper	avoir
treize	NUM	treize
ans	NOM	an
hier	ADV	hier
!	SENT	!
Mais	KON	mais
qu'	PRO:REL	que
as	VER:pres	avoir
-tu	PRO:PER	tu
donc	ADV	donc
?	SENT	?
Comme	KON	comme
tu	PRO:PER	tu
es	VER:pres	être
rouge	ADJ	rouge
!	SENT	!
--	PUN	--
J'	PRO:PER	je
ai	VER:pres	avoir
plus	ADV	plus
de	PRP	de
fièvre	NOM	fièvre
qu'	KON	que
à	PRP	à
l'	DET:ART	le
ordinaire	NOM	ordinaire
.	SENT	.
--	PUN	--
Oh	INT	oh
!	SENT	!
chère	VER:pres	chérer
petite	ADJ	petit
mère	NOM	mère
,	PUN	,
attends	VER:pres	attendre
,	PUN	,
je	PRO:PER	je
vais	VER:pres	aller
me	PRO:PER	me
dépêcher	VER:infi	dépêcher
,	PUN	,
et	KON	et
je	PRO:PER	je
te	PRO:PER	te
ferai	VER:futu	faire
de	PRP	de
bonne	ADJ	bon
tisane	NOM	tisane
de	PRP	de
notre	DET:POS	notre
jardin	NOM	jardin
:	PUN	:
tu	PRO:PER	tu
sais	VER:pres	savoir
que	KON	que
j'	PRO:PER	je
ai	VER:pres	avoir
fait	VER:pper	faire
sécher	VER:infi	sécher
des	PRP:det	du
violettes	NOM	violet|violette
pour	PRP	pour
te	PRO:PER	te
guérir	VER:infi	guérir
?	SENT	?
Et	KON	et
puis	ADV	puis
,	PUN	,
dès	PRP	dès
que	KON	que
nous	PRO:PER	nous
aurons	VER:futu	avoir
un	DET:ART	un
peu	ADV	peu
d'	PRP	de
argent	NOM	argent
,	PUN	,
je	PRO:PER	je
te	PRO:PER	te
mettrai	VER:futu	mettre
un	DET:ART	un
petit	ADJ	petit
pot-au-feu	NOM	pot-au-feu
,	PUN	,
pour	KON	pour
toi	PRO:PER	toi
seule	ADJ	seul
,	PUN	,
et	KON	et
tu	PRO:PER	tu
verras	VER:futu	voir
,	PUN	,
ce	PRO:DEM	ce
sera	VER:futu	être
comme	ADV	comme
du	PRP:det	du
velours	NOM	velours
sur	PRP	sur
ton	DET:POS	ton
estomac	NOM	estomac
.	SENT	.
--	PUN	--
Quand	KON	quand
nous	PRO:PER	nous
aurons	VER:futu	avoir
de	PRP	de
l'	DET:ART	le
argent	NOM	argent
,	PUN	,
oui	INT	oui
...	PUN	...
mais	KON	mais
comment	ADV	comment
en	PRP	en
gagner	VER:infi	gagner
?	SENT	?
je	PRO:PER	je
suis	VER:pres	suivre|être
trop	ADV	trop
malade	ADJ	malade
,	PUN	,
et	KON	et
tu	PRO:PER	tu
es	VER:pres	être
trop	ADV	trop
jeune	ADJ	jeune
.	SENT	.
--	PUN	--
Oh	INT	oh
!	SENT	!
que	KON	que
non	ADV	non
!	SENT	!
Laisse	VER:pres	laisser
-moi	PRO:PER	moi
faire	VER:infi	faire
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
des	PRP:det	du
idées	NOM	idée
qui	PRO:REL	qui
roulent	VER:pres	rouler
dans	PRP	dans
ma	DET:POS	mon
tête	NOM	tête
,	PUN	,
tout	ADV	tout
s'	PRO:PER	se
arrangera	VER:futu	arranger
.	SENT	.
»	PUN:cit	»
En	ADJ	En
parlant	VER:ppre	parler
ainsi	ADV	ainsi
,	PUN	,
Madeleine	NAM	Madeleine
ouvrait	VER:impf	ouvrer|ouvrir
les	DET:ART	le
volets	NOM	volet
et	KON	et
respirait	VER:impf	respirer
l'	DET:ART	le
air	NOM	air
frais	ADJ	frais
et	KON	et
sain	ADJ	sain
de	PRP	de
la	DET:ART	le
campagne	NOM	campagne
qui	PRO:REL	qui
,	PUN	,
à	PRP	à
cette	PRO:DEM	ce
heure	NOM	heure
matinale	ADJ	matinal
,	PUN	,
réjouit	VER:pres	réjouir
le	DET:ART	le
cœur	NOM	cœur
.	SENT	.
Elle	PRO:PER	elle
referma	VER:simp	refermer
la	DET:ART	le
fenêtre	NOM	fenêtre
,	PUN	,
se	PRO:PER	se
mit	VER:simp	mettre
à	PRP	à
genoux	NOM	genou
au	PRP:det	au
pied	NOM	pied
de	PRP	de
son	DET:POS	son
lit	NOM	lit
,	PUN	,
fit	VER:simp	faire
une	DET:ART	un
prière	NOM	prière
très	ADV	très
courte	ADJ	court
,	PUN	,
mais	KON	mais
la	PRO:PER	la
fit	VER:simp	faire
de	PRP	de
bon	ADJ	bon
cœur	NOM	cœur
,	PUN	,
et	KON	et
se	PRO:PER	se
donna	VER:simp	donner
tout	ADV	tout
entière	ADJ	entier
à	PRP	à
l'	DET:ART	le
ouvrage	NOM	ouvrage
.	SENT	.
«	PUN:cit	«
Voyons	NAM	Voyons
,	PUN	,
par	PRP	par
où	PRO:REL	où
commence-t	VER:simp	commence-t
-on	PRO:PER	on
,	PUN	,
dit-elle	NOM	dit-elle
,	PUN	,
quand	KON	quand
on	PRO:PER	on
est	VER:pres	être
la	DET:ART	le
petite	ADJ	petit
femme	NOM	femme
de	PRP	de
ménage	NOM	ménage
?	SENT	?
--	PUN	--
Fais	VER:pres	faire
d'	PRP	de
abord	NOM	abord
un	DET:ART	un
peu	ADV	peu
de	PRP	de
feu	NOM	feu
,	PUN	,
répondit	VER:simp	répondre
la	DET:ART	le
maman	NOM	maman
,	PUN	,
pour	PRP	pour
cuire	VER:infi	cuire
des	PRP:det	du
pommes	NOM	pomme
de	PRP	de
terre	NOM	terre
,	PUN	,
nous	PRO:PER	nous
n'	ADV	ne
avons	VER:pres	avoir
pas	ADV	pas
autre	ADJ	autre
chose	NOM	chose
;	PUN	;
il	PRO:PER	il
nous	PRO:PER	nous
reste	VER:pres	rester
bien	ADV	bien
peu	ADV	peu
de	PRP	de
bois	NOM	bois
,	PUN	,
n'	ADV	ne
en	PRO:PER	en
mets	VER:pres	mettre
pas	ADV	pas
trop	ADV	trop
!	SENT	!
--	PUN	--
Non	ADV	non
,	PUN	,
non	ADV	non
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
très	ADV	très
économe	ADJ	économe
.	SENT	.
Je	PRO:PER	je
vais	VER:pres	aller
faire	VER:infi	faire
comme	KON	comme
toi	PRO:PER	toi
:	PUN	:
on	PRO:PER	on
met	VER:pres	mettre
deux	NUM	deux
tisons	NOM	tison
qui	PRO:REL	qui
se	PRO:PER	se
touchent	VER:pres	toucher
et	KON	et
brûlent	VER:pres	brûler
par	PRP	par
le	DET:ART	le
bout	NOM	bout
,	PUN	,
un	DET:ART	un
peu	ADV	peu
de	PRP	de
petit	ADJ	petit
bois	NOM	bois
au	PRP:det	au
milieu	NOM	milieu
,	PUN	,
et	KON	et
puis	ADV	puis
le	DET:ART	le
chaudron	NOM	chaudron
par-dessus	ADV	par-dessus
.	SENT	.
Vrai	ADJ	vrai
,	PUN	,
si	KON	si
tu	PRO:PER	tu
n'	ADV	ne
étais	VER:impf	être
pas	ADV	pas
malade	ADJ	malade
,	PUN	,
je	PRO:PER	je
trouverais	VER:cond	trouver
cette	PRO:DEM	ce
matinée	NOM	matinée
charmante	ADJ	charmant
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
très	ADV	très
amusant	ADJ	amusant
.	SENT	.
Faut-il	NOM	Faut-il
réveiller	VER:infi	réveiller
les	DET:ART	le
enfants	NOM	enfant
?	SENT	?
ajouta	VER:simp	ajouter
Madeleine	NAM	Madeleine
avec	PRP	avec
une	DET:ART	un
gravité	NOM	gravité
comique	ADJ	comique
.	SENT	.
--	PUN	--
Non	ADV	non
,	PUN	,
laisse	VER:pres	laisser
-les	PRO:PER	la|le
dormir	VER:infi	dormir
,	PUN	,
ils	PRO:PER	il
sont	VER:pres	être
tranquilles	ADJ	tranquille
dans	PRP	dans
leurs	DET:POS	leur
petits	ADJ	petit
lits	NOM	lit
,	PUN	,
et	KON	et
ne	ADV	ne
se	PRO:PER	se
doutent	VER:pres	douter
pas	ADV	pas
de	PRP	de
tout	PRO:IND	tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
leur	PRO:PER	lui
manque	VER:pres	manquer
.	SENT	.
--	PUN	--
Chère	ADJ	cher
maman	NOM	maman
,	PUN	,
tu	PRO:PER	tu
as	VER:pres	avoir
de	PRP	de
la	DET:ART	le
peine	NOM	peine
à	PRP	à
cause	NOM	cause
de	PRP	de
nous	PRO:PER	nous
;	PUN	;
c'	PRO:DEM	ce
est	VER:pres	être
grand	ADJ	grand
dommage	NOM	dommage
,	PUN	,
car	KON	car
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
très	ADV	très
heureux	ADJ	heureux
.	SENT	.
Moi	PRO:PER	moi
d'	PRP	de
abord	NOM	abord
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
ta	DET:POS	ton
fille	NOM	fille
et	KON	et
je	PRO:PER	je
demeure	VER:pres	demeurer
avec	PRP	avec
toi	PRO:PER	toi
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
tout	ADV	tout
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
demande	VER:pres	demander
:	PUN	:
Jacques	NAM	Jacques
rit	VER:pres	rire
toute	PRO:IND	tout
la	DET:ART	le
journée	NOM	journée
,	PUN	,
quant	PRP	quant
à	PRP	à
André	NAM	André
...	PUN	...
--	PUN	--
Mon	NAM	Mon
pauvre	ADJ	pauvre
André	NAM	André
,	PUN	,
cher	ADV	cher
poupon	NOM	poupon
qui	PRO:REL	qui
désirait	VER:impf	désirer
tant	ADV	tant
un	DET:ART	un
petit	ADJ	petit
morceau	NOM	morceau
de	PRP	de
sucre	NOM	sucre
hier	ADV	hier
au	PRP:det	au
soir	NOM	soir
!	SENT	!
dire	VER:infi	dire
qu'	KON	que
il	PRO:PER	il
m'	PRO:PER	me
a	VER:pres	avoir
fallu	VER:pper	falloir
le	DET:ART	le
lui	PRO:PER	lui
refuser	VER:infi	refuser
!	SENT	!
à	PRP	à
son	DET:POS	son
âge	NOM	âge
,	PUN	,
vois	VER:pres	voir
-tu	PRO:PER	tu
,	PUN	,
cela	PRO:DEM	cela
paraît	VER:pres	paraître
bien	ADV	bien
sévère	ADJ	sévère
,	PUN	,
il	PRO:PER	il
en	PRO:PER	en
pleurait	VER:impf	pleurer
.	SENT	.
--	PUN	--
Bonne	ADJ	bon
mère	NOM	mère
,	PUN	,
tu	PRO:PER	tu
n'	ADV	ne
as	VER:pres	avoir
vu	VER:pper	voir
que	KON	que
ses	DET:POS	son
larmes	NOM	larme
,	PUN	,
tu	PRO:PER	tu
n'	ADV	ne
as	VER:pres	avoir
pas	ADV	pas
remarqué	VER:pper	remarquer
qu'	KON	que
il	PRO:PER	il
a	VER:pres	avoir
ri	VER:pper	rire
aux	PRP:det	au
éclats	NOM	éclat
quand	KON	quand
je	PRO:PER	je
lui	PRO:PER	lui
ai	VER:pres	avoir
fait	VER:pper	faire
une	DET:ART	un
cocotte	NOM	cocotte
en	PRP	en
papier	NOM	papier
.	SENT	.
--	PUN	--
Je	PRO:PER	je
sais	VER:pres	savoir
que	KON	que
tu	PRO:PER	tu
trouves	VER:pres	trouver
toujours	ADV	toujours
moyen	ADJ	moyen
de	PRP	de
consoler	VER:infi	consoler
ton	DET:POS	ton
monde	NOM	monde
.	SENT	.
Va	VER:pres	aller
!	SENT	!
tu	PRO:PER	tu
es	VER:pres	être
une	DET:ART	un
bonne	ADJ	bon
fille	NOM	fille
,	PUN	,
et	KON	et
j'	PRO:PER	je
aurais	VER:cond	avoir
grand	ADJ	grand
tort	NOM	tort
de	PRP	de
me	PRO:PER	me
plaindre	VER:infi	plaindre
,	PUN	,
puisque	KON	puisque
je	PRO:PER	je
suis	VER:pres	suivre|être
ta	DET:POS	ton
mère	NOM	mère
.	SENT	.
D'	PRP	de
ailleurs	ADV	ailleurs
,	PUN	,
en	PRO:PER	en
partant	VER:ppre	partir
pour	PRP	pour
un	DET:ART	un
monde	NOM	monde
meilleur	ADJ	meilleur
,	PUN	,
ton	DET:POS	ton
père	NOM	père
m'	PRO:PER	me
a	VER:pres	avoir
bien	ADV	bien
dit	VER:pper	dire
:	PUN	:
«	PUN:cit	«
Je	PRO:PER	je
ne	ADV	ne
te	PRO:PER	te
laisse	VER:pres	laisser
pas	ADV	pas
seule	ADJ	seul
avec	PRP	avec
les	DET:ART	le
enfants	NOM	enfant
,	PUN	,
tu	PRO:PER	tu
as	VER:pres	avoir
Madeleine	NAM	Madeleine
.	SENT	.
»	PUN:cit	»
Allons	NAM	Allons
,	PUN	,
il	PRO:PER	il
ne	ADV	ne
faut	VER:pres	falloir
pas	ADV	pas
que	KON	que
je	PRO:PER	je
parle	VER:pres	parler
de	PRP	de
tout	ADV	tout
cela	PRO:DEM	cela
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
trop	ADV	trop
malade	ADJ	malade
;	PUN	;
fais	VER:pres	faire
ton	DET:POS	ton
ménage	NOM	ménage
bien	ADV	bien
doucement	ADV	doucement
,	PUN	,
je	PRO:PER	je
vais	VER:pres	aller
tâcher	VER:infi	tâcher
de	PRP	de
sommeiller	VER:infi	sommeiller
un	DET:ART	un
peu	ADV	peu
.	SENT	.
--	PUN	--
À	PRP	à
la	DET:ART	le
bonne	ADJ	bon
heure	NOM	heure
!	SENT	!
Tourne	VER:pres	tourner
-toi	PRO:PER	toi
du	PRP:det	du
côté	NOM	côté
du	PRP:det	du
mur	NOM	mur
,	PUN	,
ferme	ADV	ferme
les	DET:ART	le
yeux	NOM	œil
,	PUN	,
et	KON	et
ne	ADV	ne
pense	VER:pres	penser
plus	ADV	plus
à	PRP	à
nous	PRO:PER	nous
.	SENT	.
»	PUN:cit	»
Brigitte	NAM	Brigitte
jeta	VER:simp	jeter
sur	PRP	sur
sa	DET:POS	son
chère	ADJ	cher
fille	NOM	fille
un	DET:ART	un
regard	NOM	regard
plein	ADJ	plein
de	PRP	de
tendresse	NOM	tendresse
et	KON	et
ferma	VER:simp	fermer
les	DET:ART	le
yeux	NOM	œil
comme	ADV	comme
avait	VER:impf	avoir
dit	VER:pper	dire
l'	DET:ART	le
enfant	NOM	enfant
,	PUN	,
mais	KON	mais
vainement	ADV	vainement
elle	PRO:PER	elle
essaya	VER:simp	essayer|essayer
de	PRP	de
ne	ADV	ne
plus	ADV	plus
penser	VER:infi	penser
aux	PRP:det	au
objets	NOM	objet
de	PRP	de
sa	DET:POS	son
sollicitude	NOM	sollicitude
;	PUN	;
une	DET:ART	un
mère	NOM	mère
,	PUN	,
même	ADV	même
endormie	VER:pper	endormir
,	PUN	,
n'	ADV	ne
oublie	VER:pres	oublier
pas	ADV	pas
!	SENT	!
La	DET:ART	le
pauvre	ADJ	pauvre
femme	NOM	femme
dans	PRP	dans
un	DET:ART	un
demi-assoupissement	NOM	demi-assoupissement
voyait	VER:impf	voir
un	DET:ART	un
monstre	NOM	monstre
hideux	ADJ	hideux
s'	PRO:PER	se
approcher	VER:infi	approcher
de	PRP	de
sa	DET:POS	son
chaumière	NOM	chaumière
;	PUN	;
ce	PRO:DEM	ce
monstre	NOM	monstre
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
la	DET:ART	le
faim	NOM	faim
à	PRP	à
l'	DET:ART	le
œil	NOM	œil
cave	ADJ	cave
et	KON	et
menaçant	ADJ	menaçant
qui	PRO:REL	qui
semblait	VER:impf	sembler
vouloir	VER:infi	vouloir
entrer	VER:infi	entrer
de	PRP	de
force	NOM	force
et	KON	et
se	PRO:PER	se
précipiter	VER:infi	précipiter
sur	PRP	sur
les	DET:ART	le
enfants	NOM	enfant
:	PUN	:
comment	ADV	comment
les	PRO:PER	la|le
défendre	VER:infi	défendre
?	SENT	?
La	DET:ART	le
présence	NOM	présence
de	PRP	de
Madeleine	NAM	Madeleine
adoucissait	VER:impf	adoucir
néanmoins	ADV	néanmoins
les	DET:ART	le
inquiétudes	NOM	inquiétude
de	PRP	de
sa	DET:POS	son
mère	NOM	mère
;	PUN	;
elle	PRO:PER	elle
savait	VER:impf	savoir
qu'	KON	que
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
de	PRP	de
grandes	ADJ	grand
ressources	NOM	ressource
dans	PRP	dans
le	DET:ART	le
cœur	NOM	cœur
d'	PRP	de
une	DET:ART	un
fille	NOM	fille
de	PRP	de
treize	NUM	treize
ans	NOM	an
,	PUN	,
quand	KON	quand
,	PUN	,
à	PRP	à
une	DET:ART	un
profonde	ADJ	profond
sensibilité	NOM	sensibilité
,	PUN	,
se	PRO:PER	se
joignent	VER:pres	joindre
l'	DET:ART	le
activité	NOM	activité
de	PRP	de
l'	DET:ART	le
action	NOM	action
et	KON	et
le	DET:ART	le
calme	NOM	calme
de	PRP	de
la	DET:ART	le
tête	NOM	tête
.	SENT	.
Madeleine	NAM	Madeleine
avait	VER:impf	avoir
reçu	VER:pper	recevoir
de	PRP	de
Dieu	NOM	Dieu
ces	PRO:DEM	ce
dons	NOM	don
et	KON	et
les	PRO:PER	la|le
avait	VER:impf	avoir
fait	VER:pper	faire
fructifier	VER:infi	fructifier
;	PUN	;
elle	PRO:PER	elle
réfléchissait	VER:impf	réfléchir
,	PUN	,
elle	PRO:PER	elle
savait	VER:impf	savoir
peser	VER:infi	peser
,	PUN	,
examiner	VER:infi	examiner
,	PUN	,
se	PRO:PER	se
décider	VER:infi	décider
pour	PRP	pour
le	DET:ART	le
meilleur	ADJ	meilleur
parti	NOM	parti
dans	PRP	dans
les	DET:ART	le
plus	ADV	plus
petites	ADJ	petit
choses	NOM	chose
,	PUN	,
et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
précisément	ADV	précisément
dans	PRP	dans
les	DET:ART	le
petites	ADJ	petit
choses	NOM	chose
que	PRO:REL	que
se	PRO:PER	se
fait	VER:pres	faire
l'	DET:ART	le
apprentissage	NOM	apprentissage
de	PRP	de
la	DET:ART	le
vie	NOM	vie
.	SENT	.
La	DET:ART	le
bonne	ADJ	bon
Madeleine	NAM	Madeleine
avait	VER:impf	avoir
ce	PRO:DEM	ce
matin	NOM	matin
-là	ADV	là
double	ADJ	double
mérite	NOM	mérite
d'	PRP	de
être	VER:infi	être
en	PRP	en
si	ADV	si
belle	ADJ	beau
humeur	NOM	humeur
et	KON	et
de	PRP	de
commencer	VER:infi	commencer
si	KON	si
volontiers	ADV	volontiers
sa	DET:POS	son
journée	NOM	journée
de	PRP	de
ménagère	NOM	ménager|ménagère
,	PUN	,
car	KON	car
c'	PRO:DEM	ce
était	VER:impf	être
la	DET:ART	le
fête	NOM	fête
de	PRP	de
Sainte-Foy	NAM	Sainte-Foy
.	SENT	.
Toutes	PRO:IND	tout
les	DET:ART	le
petites	ADJ	petit
filles	NOM	fille
revêtaient	VER:impf	revêtir
leur	PRO:PER	lui
plus	ADV	plus
beau	ADJ	beau
costume	NOM	costume
,	PUN	,
et	KON	et
se	PRO:PER	se
groupaient	VER:impf	grouper
sur	PRP	sur
la	DET:ART	le
place	NOM	place
,	PUN	,
regardant	VER:ppre	regarder
d'	PRP	de
un	DET:ART	un
air	NOM	air
ébahi	VER:pper	ébahir
les	DET:ART	le
joyeux	ADJ	joyeux
apprêts	NOM	apprêt
qui	PRO:REL	qui
tous	PRO:IND	tout
les	DET:ART	le
ans	NOM	an
à	PRP	à
pareil	ADJ	pareil
jour	NOM	jour
faisaient	VER:impf	faire
battre	VER:infi	battre
les	DET:ART	le
cœurs	NOM	cœur
.	SENT	.
Il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
des	PRP:det	du
chevaux	NOM	cheval
de	PRP	de
bois	NOM	bois
,	PUN	,
des	PRP:det	du
boutiques	NOM	boutique
,	PUN	,
un	DET:ART	un
polichinelle	NOM	polichinelle
,	PUN	,
un	DET:ART	un
tir	NOM	tir
,	PUN	,
un	DET:ART	un
géant	NOM	géant
,	PUN	,
un	DET:ART	un
veau	NOM	veau
à	PRP	à
deux	NUM	deux
têtes	NOM	tête
,	PUN	,
et	KON	et
plusieurs	PRO:IND	plusieurs
autres	ADJ	autre
raretés	NOM	rareté
du	PRP:det	du
même	ADJ	même
goût	NOM	goût
,	PUN	,
tout	ADV	tout
aussi	ADV	aussi
jolies	ADJ	joli
.	SENT	.
De	PRP	de
plus	ADV	plus
,	PUN	,
on	PRO:PER	on
mettait	VER:impf	mettre
à	PRP	à
